gid	gname	chr	start	end	logCPM	logFC.XY46.XX46
TRINITY_DN122092_c3_g1_i2	zfpm2	Chr06	117499366	117499366	1.791365794	-0.358064386
TRINITY_DN122092_c3_g4_i1	ap5s1	Chr07	38373518	38373518	0.933950951	0.444749525
TRINITY_DN122092_c3_g5_i1	NA	NA	NA	NA	1.469435974	0.160106502
TRINITY_DN122092_c3_g8_i1	Xetrov90028828m	scaffold_440	79277	79277	0.418567781	0.24768129
TRINITY_DN122094_c3_g1_i1	NA	NA	NA	NA	5.418724047	-0.885364609
TRINITY_DN122094_c3_g3_i1	NA	NA	NA	NA	1.799359263	-2.141850218
TRINITY_DN122094_c7_g1_i2	NA	NA	NA	NA	3.292979026	-2.287748074
TRINITY_DN122094_c7_g2_i1	NA	NA	NA	NA	4.982706226	-1.81543089
TRINITY_DN122096_c0_g1_i4	NA	NA	NA	NA	3.086613455	-0.228061747
TRINITY_DN122097_c0_g1_i2	Xetrov90026359m	scaffold_143	209843	209843	4.190702602	0.620668416
TRINITY_DN122098_c1_g1_i2	NA	NA	NA	NA	3.090079912	0.273885831
TRINITY_DN122099_c0_g4_i2	pacsin3	Chr04	36084	36084	4.135835738	-1.241416082
TRINITY_DN122100_c0_g1_i3	NA	NA	NA	NA	3.474403857	0.623052488
TRINITY_DN122101_c0_g1_i1	NA	NA	NA	NA	5.575074737	-0.083948718
TRINITY_DN122106_c0_g1_i1	NA	NA	NA	NA	4.967020501	-0.442924244
TRINITY_DN122107_c1_g1_i5	NA	NA	NA	NA	1.926771479	0.365893742
TRINITY_DN122110_c0_g1_i1	scn4b	Chr07	84762184	84762184	5.566367212	0.473825147
TRINITY_DN122112_c0_g1_i2	NA	NA	NA	NA	1.744399122	0.175771872
TRINITY_DN122116_c1_g1_i2	NA	NA	NA	NA	3.100814531	-1.118845492
TRINITY_DN122117_c0_g3_i3	NA	NA	NA	NA	4.190893445	-1.528403779
TRINITY_DN122118_c0_g1_i1	NA	NA	NA	NA	4.20871145	0.252658164
TRINITY_DN122119_c0_g1_i5	NA	NA	NA	NA	1.269855723	0.137977505
TRINITY_DN122120_c0_g1_i2	NA	NA	NA	NA	0.773134732	-0.017932401
TRINITY_DN122120_c0_g2_i1	NA	NA	NA	NA	0.544238822	0.33461681
TRINITY_DN122121_c0_g1_i1	NA	NA	NA	NA	1.496679433	0.510271754
TRINITY_DN122121_c0_g2_i1	NA	NA	NA	NA	0.188646054	0.259416434
TRINITY_DN122121_c0_g3_i1	pias2	Chr01	193144450	193144450	2.314830647	-2.645625291
TRINITY_DN122122_c0_g1_i5	NA	NA	NA	NA	3.522755222	0.337035563
TRINITY_DN122124_c0_g1_i2	NA	NA	NA	NA	5.944806434	-1.158518361
TRINITY_DN122125_c0_g1_i2	NA	NA	NA	NA	1.652072302	-3.017679711
TRINITY_DN122126_c1_g2_i4	NA	NA	NA	NA	2.434562852	-0.139690774
TRINITY_DN122130_c0_g1_i3	NA	NA	NA	NA	8.402160584	-1.369893121
TRINITY_DN122131_c0_g1_i1	NA	NA	NA	NA	3.903243802	-1.615197868
TRINITY_DN122134_c1_g2_i3	slc2a13	Chr03	65776902	65776902	4.364334683	-0.914873579
TRINITY_DN122136_c0_g1_i2	NA	NA	NA	NA	1.864951476	-1.736463583
TRINITY_DN122139_c2_g2_i3	NA	NA	NA	NA	2.541011967	0.540676964
TRINITY_DN122140_c0_g1_i1	NA	NA	NA	NA	5.949239244	-0.144493876
TRINITY_DN122142_c0_g2_i2	NA	NA	NA	NA	1.551877427	-1.359992049
TRINITY_DN122143_c0_g1_i4	NA	NA	NA	NA	3.738729236	-0.062776935
TRINITY_DN122144_c0_g2_i1	NA	NA	NA	NA	4.191460591	-1.253279071
TRINITY_DN122145_c0_g1_i1	LOC100498032	Chr09	11737293	11737293	3.640828835	0.502556813
TRINITY_DN122146_c0_g1_i1	c10orf32	Chr07	20676119	20676119	1.340997809	-2.409456723
TRINITY_DN122146_c0_g4_i1	NA	NA	NA	NA	2.76666085	-1.602879173
TRINITY_DN122146_c0_g6_i1	NA	NA	NA	NA	0.78958142	-1.503152705
TRINITY_DN122146_c0_g7_i3	NA	NA	NA	NA	3.628087018	-1.034356526
TRINITY_DN122146_c0_g9_i1	kiaa0196	Chr06	129718293	129718293	4.224313981	-1.971308623
TRINITY_DN122147_c7_g1_i1	NA	NA	NA	NA	2.190317176	-0.179407406
TRINITY_DN122147_c7_g2_i3	LOC100497746	Chr10	36585170	36585170	2.997022277	-0.842623946
TRINITY_DN122147_c8_g1_i6	NA	NA	NA	NA	3.055056777	0.424546003
TRINITY_DN122149_c0_g1_i1	NA	NA	NA	NA	5.629514321	0.37436753
TRINITY_DN122150_c0_g2_i1	adamts3	scaffold_51	687719	687719	3.643275096	0.60812119
TRINITY_DN122154_c0_g1_i1	NA	NA	NA	NA	3.953559416	0.038499606
TRINITY_DN122155_c0_g2_i1	NA	NA	NA	NA	0.013292807	-0.25852469
TRINITY_DN122155_c1_g2_i5	NA	NA	NA	NA	2.525566282	-0.098766693
TRINITY_DN122157_c0_g1_i2	NA	NA	NA	NA	1.408059696	0.772970587
TRINITY_DN122159_c2_g1_i1	NA	NA	NA	NA	2.091094298	0.272572433
TRINITY_DN122159_c5_g1_i1	kcnmb4	Chr03	49996161	49996161	3.948430019	-0.072119311
TRINITY_DN122160_c0_g4_i1	lats1	Chr05	61844347	61844347	0.369547669	1.936535949
TRINITY_DN122161_c0_g2_i1	NA	NA	NA	NA	0.121819226	-0.468147163
TRINITY_DN122162_c1_g1_i2	NA	NA	NA	NA	1.972802422	1.633334373
TRINITY_DN122164_c1_g1_i4	NA	NA	NA	NA	0.300261521	1.10943884
TRINITY_DN122166_c0_g1_i3	NA	NA	NA	NA	4.664637844	0.024316488
TRINITY_DN122167_c0_g1_i8	rfx1	Chr03	129940552	129940552	7.46658343	-3.866850976
TRINITY_DN122168_c1_g1_i9	fam217b	Chr10	779627	779627	1.995334723	-0.152146417
TRINITY_DN122171_c0_g1_i3	NA	NA	NA	NA	2.880840442	0.282789405
TRINITY_DN122172_c0_g3_i2	NA	NA	NA	NA	3.587447399	0.297522023
TRINITY_DN122173_c0_g1_i1	NA	NA	NA	NA	4.641540532	-2.626543943
TRINITY_DN122175_c0_g1_i1	NA	NA	NA	NA	5.56300053	0.370681971
TRINITY_DN122176_c0_g2_i3	NA	NA	NA	NA	4.300974105	0.588539243
TRINITY_DN122177_c1_g1_i1	NA	NA	NA	NA	2.576130227	1.0912689
TRINITY_DN122180_c0_g1_i2	NA	NA	NA	NA	2.728227451	0.509439651
TRINITY_DN122181_c0_g1_i1	glmn	Chr04	94401105	94401105	3.599027498	0.181097547
TRINITY_DN122182_c0_g1_i2	NA	NA	NA	NA	3.405588753	-1.251119728
TRINITY_DN122183_c0_g2_i1	NA	NA	NA	NA	3.383557781	0.014144349
TRINITY_DN122186_c0_g1_i1	NA	NA	NA	NA	3.826429987	0.233663202
TRINITY_DN122187_c0_g1_i1	NA	NA	NA	NA	4.217461877	0.014545425
TRINITY_DN122188_c0_g1_i1	ndrg3	Chr04	27838688	27838688	2.780341616	0.346920515
TRINITY_DN122189_c0_g1_i7	sertad4-like	Chr05	11678889	11678889	8.887123192	0.451145098
TRINITY_DN122190_c1_g1_i1	cdk5rap1	Chr10	17311611	17311611	3.528351647	-1.386017284
TRINITY_DN122191_c0_g1_i2	LOC100036665	Chr03	129774814	129774814	5.507208434	-0.838607795
TRINITY_DN122192_c0_g1_i1	NA	NA	NA	NA	6.46136637	0.002442682
TRINITY_DN122194_c3_g1_i2	ttc9b	Chr08	56476310	56476310	2.842019502	-5.795864638
TRINITY_DN122194_c5_g3_i1	NA	NA	NA	NA	1.239310478	-0.986905746
TRINITY_DN122194_c5_g5_i2	NA	NA	NA	NA	0.270452505	0.548654506
TRINITY_DN122195_c2_g1_i1	NA	NA	NA	NA	1.340657489	0.719394872
TRINITY_DN122195_c2_g2_i6	clrn1	Chr05	114856271	114856271	3.442934895	0.791542536
TRINITY_DN122195_c3_g2_i1	NA	NA	NA	NA	3.29947865	0.696546344
TRINITY_DN122195_c3_g4_i1	NA	NA	NA	NA	3.956454562	0.806174119
TRINITY_DN122197_c0_g1_i1	msl3-like.1	Chr02	102954885	102954885	5.489290038	-0.172422776
TRINITY_DN122198_c3_g2_i1	LOC100487425-like	Chr04	41273085	41273085	1.149524814	-0.927506541
TRINITY_DN122199_c0_g1_i2	NA	NA	NA	NA	3.863516415	-1.257146808
TRINITY_DN122200_c2_g4_i2	NA	NA	NA	NA	3.791851336	-1.562909275
TRINITY_DN122201_c2_g3_i4	NA	NA	NA	NA	2.490283535	0.626805911
TRINITY_DN122204_c4_g1_i1	NA	NA	NA	NA	0.322747456	0.152083045
TRINITY_DN122206_c0_g1_i1	rab3gap1	Chr09	79014539	79014539	5.270297636	-0.717543651
TRINITY_DN122207_c0_g1_i1	NA	NA	NA	NA	4.358954387	0.402504702
TRINITY_DN122209_c0_g1_i6	NA	NA	NA	NA	3.86549973	0.221693953
TRINITY_DN122211_c0_g1_i1	mafg	Chr10	20016369	20016369	1.808951545	0.371905242
TRINITY_DN122212_c0_g1_i2	fgf23.1	Chr03	2636733	2636733	4.071617767	-0.454111784
TRINITY_DN122213_c1_g1_i1	NA	NA	NA	NA	0.094097902	0.600310743
TRINITY_DN122213_c2_g2_i1	NA	NA	NA	NA	4.200746505	-0.209014967
TRINITY_DN122213_c2_g4_i1	NA	NA	NA	NA	2.544069157	-0.409759366
TRINITY_DN122213_c2_g5_i1	NA	NA	NA	NA	4.395225174	-1.448654244
TRINITY_DN122214_c1_g1_i1	NA	NA	NA	NA	1.528079744	0.291282173
TRINITY_DN122217_c0_g1_i1	NA	NA	NA	NA	3.488778172	-1.544601461
TRINITY_DN122218_c0_g2_i1	NA	NA	NA	NA	6.296404674	-1.64301326
TRINITY_DN122220_c0_g1_i3	NA	NA	NA	NA	2.066469287	0.32513343
TRINITY_DN122221_c0_g2_i1	NA	NA	NA	NA	2.033910389	-1.427085548
TRINITY_DN122221_c0_g3_i1	NA	NA	NA	NA	3.381361014	0.339114303
TRINITY_DN122222_c0_g3_i5	NA	NA	NA	NA	3.796019449	-1.752889227
TRINITY_DN122224_c0_g1_i2	NA	NA	NA	NA	2.328811438	-0.365990062
TRINITY_DN122225_c0_g1_i5	NA	NA	NA	NA	5.163638469	-2.23670306
TRINITY_DN122226_c0_g1_i2	NA	NA	NA	NA	3.348842736	0.219363742
TRINITY_DN122227_c2_g1_i1	NA	NA	NA	NA	1.377028429	0.718638669
TRINITY_DN122227_c2_g3_i2	NA	NA	NA	NA	2.224960406	0.45446045
TRINITY_DN122227_c2_g5_i35	NA	NA	NA	NA	4.025191879	0.362202012
TRINITY_DN122229_c0_g1_i1	NA	NA	NA	NA	5.840163414	-1.633904845
TRINITY_DN122233_c0_g1_i1	gbas	Chr02	94271619	94271619	2.408040854	0.911600948
TRINITY_DN122236_c0_g1_i1	bnip3l	Chr03	106313880	106313880	1.225644782	0.849089095
TRINITY_DN122237_c0_g1_i1	NA	NA	NA	NA	1.937126387	0.367521926
TRINITY_DN122238_c0_g4_i1	NA	NA	NA	NA	2.860979436	-0.34585417
TRINITY_DN122239_c0_g1_i3	NA	NA	NA	NA	4.384110171	0.697302699
TRINITY_DN122242_c0_g1_i1	anxa10	Chr01	41382093	41382093	4.060581222	-1.441708839
TRINITY_DN122244_c0_g1_i1	aass	Chr03	60287990	60287990	3.555216879	-1.299043267
TRINITY_DN122245_c0_g1_i1	LOC100490653	Chr07	32231175	32231175	6.817034021	-4.250962631
TRINITY_DN122247_c0_g3_i8	NA	NA	NA	NA	6.50904965	0.473804847
TRINITY_DN122247_c0_g4_i2	NA	NA	NA	NA	4.417445496	0.430077864
TRINITY_DN122247_c0_g5_i2	fbxo3	Chr04	7063002	7063002	6.471674428	-1.863209071
TRINITY_DN122247_c0_g6_i1	NA	NA	NA	NA	0.925896117	0.860898136
TRINITY_DN122247_c0_g7_i1	NA	NA	NA	NA	0.33224031	0.715452896
TRINITY_DN122247_c0_g8_i1	NA	NA	NA	NA	1.667894241	0.736478932
TRINITY_DN122247_c0_g9_i1	NA	NA	NA	NA	0.494986497	-0.471354709
TRINITY_DN122248_c0_g1_i4	NA	NA	NA	NA	2.651039958	0.179890228
TRINITY_DN122249_c0_g1_i1	kat5	Chr04	37688066	37688066	0.668005901	0.847023485
TRINITY_DN122251_c0_g1_i2	NA	NA	NA	NA	2.032582005	0.548276575
TRINITY_DN122252_c0_g1_i2	NA	NA	NA	NA	2.567460858	-0.781841024
TRINITY_DN122253_c0_g1_i1	NA	NA	NA	NA	1.774237448	-0.113419451
TRINITY_DN122255_c0_g1_i1	NA	NA	NA	NA	1.963101937	0.448332341
TRINITY_DN122255_c0_g2_i1	NA	NA	NA	NA	0.806102696	0.557235645
TRINITY_DN122256_c0_g1_i1	NA	NA	NA	NA	3.077724751	0.627200976
TRINITY_DN122260_c1_g3_i2	NA	NA	NA	NA	3.168444442	-0.488217903
TRINITY_DN122263_c0_g1_i1	gga1	Chr04	112427002	112427002	4.790689987	-0.235402647
TRINITY_DN122265_c0_g1_i1	NA	NA	NA	NA	5.53864195	-0.943318749
TRINITY_DN122269_c0_g4_i1	NA	NA	NA	NA	2.659282199	-0.304338828
TRINITY_DN122275_c3_g4_i1	smap2-like	Chr02	83872790	83872790	1.773267897	0.769078661
TRINITY_DN122275_c3_g5_i1	NA	NA	NA	NA	6.885708526	0.800388211
TRINITY_DN122275_c3_g6_i1	NA	NA	NA	NA	5.318790116	0.130800973
TRINITY_DN122281_c0_g2_i1	NA	NA	NA	NA	0.144905919	-1.31958567
TRINITY_DN122281_c0_g6_i1	NA	NA	NA	NA	1.188397999	1.151891271
TRINITY_DN122281_c0_g8_i2	NA	NA	NA	NA	0.102643873	-0.834162974
TRINITY_DN122281_c0_g9_i1	des.1	Chr09	78458649	78458649	3.993221997	0.379948661
TRINITY_DN122283_c0_g1_i4	NA	NA	NA	NA	0.244328303	0.42571494
TRINITY_DN122285_c0_g1_i1	NA	NA	NA	NA	1.270281327	-1.853688714
TRINITY_DN122287_c2_g3_i6	NA	NA	NA	NA	0.896326511	-2.054758365
TRINITY_DN122288_c0_g1_i1	NA	NA	NA	NA	1.936401014	0.878475972
TRINITY_DN122289_c0_g1_i2	NA	NA	NA	NA	1.606436492	0.562795239
TRINITY_DN122291_c2_g2_i1	NA	NA	NA	NA	1.752339774	-0.180620978
TRINITY_DN122291_c5_g1_i2	NA	NA	NA	NA	3.862420118	1.07230508
TRINITY_DN122291_c6_g1_i3	NA	NA	NA	NA	3.204378546	0.142486426
TRINITY_DN122291_c6_g3_i2	NA	NA	NA	NA	2.086923157	-0.167677487
TRINITY_DN122293_c0_g1_i1	NA	NA	NA	NA	4.728819596	-9.264453692
TRINITY_DN122295_c0_g2_i1	NA	NA	NA	NA	0.510077163	-0.422743848
TRINITY_DN122297_c1_g4_i1	NA	NA	NA	NA	0.611977348	0.619665299
TRINITY_DN122298_c0_g2_i1	NA	NA	NA	NA	4.096430557	-1.815928011
TRINITY_DN122299_c7_g1_i1	NA	NA	NA	NA	6.723516927	-0.077377645
TRINITY_DN122299_c8_g1_i8	NA	NA	NA	NA	3.360669102	-1.598455503
TRINITY_DN122300_c0_g1_i3	NA	NA	NA	NA	6.354789888	-6.202323295
TRINITY_DN122303_c1_g2_i1	wdr82	Chr04	117787716	117787716	5.376479336	-0.56518265
TRINITY_DN122305_c6_g7_i1	NA	NA	NA	NA	0.735538688	-0.126870997
TRINITY_DN122307_c0_g1_i1	NA	NA	NA	NA	1.315286522	-0.246484016
TRINITY_DN122307_c0_g3_i5	NA	NA	NA	NA	1.841525249	-0.56811107
TRINITY_DN122308_c0_g2_i4	NA	NA	NA	NA	3.041523692	-1.213854913
TRINITY_DN122310_c2_g1_i1	NA	NA	NA	NA	2.110962535	0.321246384
TRINITY_DN122311_c0_g1_i1	NA	NA	NA	NA	1.091947803	0.657265724
TRINITY_DN122312_c0_g1_i2	NA	NA	NA	NA	1.946320056	0.300535264
TRINITY_DN122315_c1_g1_i1	NA	NA	NA	NA	0.896854683	0.772458704
TRINITY_DN122315_c2_g2_i3	LOC100487324	Chr04	118260499	118260499	3.352833395	-3.376073934
TRINITY_DN122318_c9_g2_i1	NA	NA	NA	NA	1.12688333	0.415547933
TRINITY_DN122320_c0_g1_i4	NA	NA	NA	NA	2.114339177	1.047645496
TRINITY_DN122322_c0_g1_i2	c4orf29	Chr01	54793723	54793723	2.155979687	0.528527965
TRINITY_DN122325_c0_g1_i2	kif5b	Chr06	14725729	14725729	2.662447321	0.637699485
TRINITY_DN122326_c0_g1_i2	NA	NA	NA	NA	3.526907102	-0.276603083
TRINITY_DN122329_c3_g1_i1	NA	NA	NA	NA	0.666652719	0.128310472
TRINITY_DN122329_c4_g1_i1	tmem63c	Chr08	61552057	61552057	1.727741324	0.762961324
TRINITY_DN122332_c0_g1_i1	NA	NA	NA	NA	0.127537056	0.358107995
TRINITY_DN122333_c0_g1_i2	NA	NA	NA	NA	4.384175878	-0.211261953
TRINITY_DN122335_c0_g1_i1	NA	NA	NA	NA	4.872036841	-0.681945264
TRINITY_DN122335_c0_g2_i2	NA	NA	NA	NA	2.905809056	-0.625925124
TRINITY_DN122337_c0_g1_i2	LOC100490440	Chr07	110696226	110696226	2.544901114	-4.021242899
TRINITY_DN122337_c0_g3_i1	NA	NA	NA	NA	1.415923236	-3.530528797
TRINITY_DN122337_c1_g4_i1	lgi2	Chr01	21004860	21004860	6.088117202	0.788894302
TRINITY_DN122337_c2_g1_i4	NA	NA	NA	NA	9.148045454	0.711608312
TRINITY_DN122337_c2_g6_i1	NA	NA	NA	NA	4.488868293	-0.376451755
TRINITY_DN122337_c2_g7_i1	NA	NA	NA	NA	7.313850987	0.726421748
TRINITY_DN122338_c1_g1_i5	NA	NA	NA	NA	9.498867612	0.207644249
TRINITY_DN122339_c0_g1_i2	NA	NA	NA	NA	0.330224774	0.514008575
TRINITY_DN122339_c0_g2_i6	parp2	Chr01	131017542	131017542	0.836713548	0.831119032
TRINITY_DN122341_c2_g1_i1	slc25a18	scaffold_41	426777	426777	3.459970319	-0.156407908
TRINITY_DN122344_c2_g1_i1	NA	NA	NA	NA	2.995377154	0.700940346
TRINITY_DN122345_c2_g1_i1	h2afz	Chr01	65008501	65008501	2.350397772	0.862613189
TRINITY_DN122347_c0_g1_i2	NA	NA	NA	NA	3.053678595	-1.258551827
TRINITY_DN122348_c0_g1_i1	Xetrov90010469m	Chr04	12960549	12960549	1.952263252	-0.338419949
TRINITY_DN122349_c0_g1_i2	Xetrov90009819m	Chr03	129426265	129426265	4.175250496	-0.428213571
TRINITY_DN122349_c0_g3_i1	NA	NA	NA	NA	1.461932192	0.02247896
TRINITY_DN122350_c1_g1_i1	axl	Chr08	57958031	57958031	1.467278072	0.194732915
TRINITY_DN122351_c0_g1_i2	mrps23	Chr02	100170928	100170928	1.547896739	1.240928155
TRINITY_DN122352_c0_g1_i2	Xetrov90012202m	Chr04	101872422	101872422	4.900762502	-1.82557412
TRINITY_DN122354_c0_g3_i1	NA	NA	NA	NA	3.410290409	0.289894485
TRINITY_DN122355_c6_g2_i1	NA	NA	NA	NA	4.683568845	-1.254311299
TRINITY_DN122356_c1_g4_i9	NA	NA	NA	NA	1.408711519	1.08481346
TRINITY_DN122358_c1_g3_i1	NA	NA	NA	NA	5.686764757	-0.649349155
TRINITY_DN122359_c0_g1_i1	NA	NA	NA	NA	4.794565482	-0.978977378
TRINITY_DN122360_c1_g1_i1	NA	NA	NA	NA	3.341363346	0.136660425
TRINITY_DN122360_c1_g2_i1	NA	NA	NA	NA	2.469791305	0.372005448
TRINITY_DN122362_c6_g2_i1	pak6	Chr08	94111669	94111669	0.818927594	-0.149661671
TRINITY_DN122364_c3_g4_i2	NA	NA	NA	NA	4.539096188	-0.125888303
TRINITY_DN122365_c0_g2_i1	NA	NA	NA	NA	2.271213113	0.134028613
TRINITY_DN122367_c0_g1_i3	NA	NA	NA	NA	5.902456715	-0.216466814
TRINITY_DN122369_c4_g2_i3	NA	NA	NA	NA	0.526511778	0.26871373
TRINITY_DN122371_c0_g1_i1	spop	Chr10	9897559	9897559	5.442215197	-2.159968041
TRINITY_DN122372_c0_g2_i1	NA	NA	NA	NA	1.170999692	0.219889977
TRINITY_DN122373_c0_g1_i2	NA	NA	NA	NA	2.737789897	-3.568141938
TRINITY_DN122373_c0_g2_i1	NA	NA	NA	NA	0.94952114	-4.715465903
TRINITY_DN122374_c1_g1_i4	cyp21a2.1	Chr08	54181985	54181985	4.220492194	-1.194830797
TRINITY_DN122374_c1_g5_i1	NA	NA	NA	NA	5.10464365	-1.550916607
TRINITY_DN122375_c1_g1_i4	NA	NA	NA	NA	1.240339305	-0.549923275
TRINITY_DN122376_c0_g1_i2	Xetrov90006764m	Chr02	155127743	155127743	2.250511598	0.109171214
TRINITY_DN122377_c0_g1_i3	NA	NA	NA	NA	0.215416596	0.566520402
TRINITY_DN122379_c0_g2_i1	NA	NA	NA	NA	5.121459896	-1.409503019
TRINITY_DN122381_c0_g1_i2	NA	NA	NA	NA	4.918854331	-0.547254552
TRINITY_DN122381_c0_g2_i8	NA	NA	NA	NA	4.304356798	-2.218924004
TRINITY_DN122382_c0_g1_i1	NA	NA	NA	NA	4.562756567	-2.615173215
TRINITY_DN122383_c0_g1_i3	NA	NA	NA	NA	3.480615593	0.765631943
TRINITY_DN122383_c0_g2_i1	NA	NA	NA	NA	0.31388318	1.138451676
TRINITY_DN122384_c0_g3_i2	NA	NA	NA	NA	2.062047683	0.81732988
TRINITY_DN122385_c2_g1_i3	mug1	scaffold_244	161661	161661	4.18500665	-3.397599393
TRINITY_DN122387_c0_g1_i2	NA	NA	NA	NA	2.696833328	0.345930176
TRINITY_DN122389_c1_g3_i1	tfdp2	Chr05	126015088	126015088	1.022078443	0.197997008
TRINITY_DN122390_c0_g2_i3	NA	NA	NA	NA	3.890913112	0.603676612
TRINITY_DN122391_c0_g1_i1	NA	NA	NA	NA	4.273669426	0.565868025
TRINITY_DN122393_c0_g1_i2	NA	NA	NA	NA	0.182149655	-0.516024316
TRINITY_DN122396_c0_g1_i1	NA	NA	NA	NA	1.953182737	0.606151032
TRINITY_DN122399_c0_g1_i2	NA	NA	NA	NA	4.424295408	-1.690325264
TRINITY_DN122406_c2_g1_i2	NA	NA	NA	NA	1.866581539	0.70167755
TRINITY_DN122408_c1_g1_i1	Xetrov90028756m	scaffold_425	62756	62756	0.516329529	0.049287935
TRINITY_DN122408_c1_g2_i10	NA	NA	NA	NA	0.179923231	0.015948979
TRINITY_DN122411_c0_g1_i1	NA	NA	NA	NA	3.987148852	0.083745961
TRINITY_DN122413_c4_g3_i1	NA	NA	NA	NA	2.134209232	0.746212138
TRINITY_DN122413_c4_g5_i2	NA	NA	NA	NA	2.583157683	-3.292894718
TRINITY_DN122414_c0_g1_i3	NA	NA	NA	NA	0.464792956	-2.829849402
TRINITY_DN122415_c3_g2_i4	NA	NA	NA	NA	1.679997236	0.605645473
TRINITY_DN122415_c4_g2_i4	bcor	Chr02	70642485	70642485	3.918719077	0.353760432
TRINITY_DN122415_c4_g3_i4	NA	NA	NA	NA	7.92967095	0.317382105
TRINITY_DN122416_c0_g1_i4	NA	NA	NA	NA	0.995821209	2.159097645
TRINITY_DN122417_c0_g1_i2	tfrc	Chr05	35252697	35252697	0.644307085	0.253818227
TRINITY_DN122417_c0_g2_i4	NA	NA	NA	NA	1.542874537	0.188459101
TRINITY_DN122420_c0_g1_i1	myl9	Chr10	31239706	31239706	4.696684229	0.285880401
TRINITY_DN122420_c1_g1_i3	NA	NA	NA	NA	4.683373468	-1.047747502
TRINITY_DN122422_c0_g2_i2	LOC100492822-like	Chr03	8837038	8837038	4.755990247	0.846010618
TRINITY_DN122423_c0_g1_i6	ccdc28a-like	Chr05	65282772	65282772	1.726285171	1.146183636
TRINITY_DN122424_c0_g1_i2	NA	NA	NA	NA	4.160811703	0.196497252
TRINITY_DN122425_c0_g1_i1	tspo	scaffold_214	91976	91976	5.203437868	-0.122092002
TRINITY_DN122425_c0_g2_i1	NA	NA	NA	NA	1.001620687	0.45485657
TRINITY_DN122426_c0_g1_i3	NA	NA	NA	NA	5.412088481	-2.021074263
TRINITY_DN122427_c0_g2_i8	nyap2	Chr05	115880195	115880195	5.028678558	0.353625816
TRINITY_DN122431_c8_g2_i2	wls	Chr04	80277569	80277569	2.522242631	-2.041420595
TRINITY_DN122434_c0_g2_i5	NA	NA	NA	NA	5.709596174	-0.152992302
TRINITY_DN122435_c0_g1_i2	NA	NA	NA	NA	3.567122568	-2.534925097
TRINITY_DN122436_c6_g1_i1	NA	NA	NA	NA	0.812003853	-3.103623789
TRINITY_DN122436_c6_g2_i1	NA	NA	NA	NA	1.536033435	0.682832149
TRINITY_DN122436_c6_g3_i3	NA	NA	NA	NA	1.288848651	-2.73288414
TRINITY_DN122437_c0_g1_i2	NA	NA	NA	NA	5.929824228	0.138788024
TRINITY_DN122439_c0_g1_i1	pnpla8	Chr03	55965721	55965721	3.388276905	-2.289441701
TRINITY_DN122440_c5_g1_i1	NA	NA	NA	NA	5.420189101	0.598872823
TRINITY_DN122441_c1_g1_i2	NA	NA	NA	NA	8.341767576	-0.594691743
TRINITY_DN122441_c1_g2_i1	NA	NA	NA	NA	0.076137535	0.729351213
TRINITY_DN122443_c0_g1_i3	NA	NA	NA	NA	4.243382124	0.241815783
TRINITY_DN122445_c11_g2_i1	NA	NA	NA	NA	0.527550647	0.855196739
TRINITY_DN122445_c12_g3_i1	NA	NA	NA	NA	0.283838256	0.389718706
TRINITY_DN122445_c13_g1_i1	NA	NA	NA	NA	0.017135439	1.411763573
TRINITY_DN122446_c0_g1_i4	NA	NA	NA	NA	3.179856365	0.832300903
TRINITY_DN122446_c0_g2_i3	grpel2	Chr03	31736538	31736538	1.246615327	0.437126644
TRINITY_DN122447_c1_g1_i1	NA	NA	NA	NA	5.092072335	0.85775615
TRINITY_DN122453_c0_g1_i1	NA	NA	NA	NA	0.190365517	0.984873213
TRINITY_DN122453_c4_g1_i3	NA	NA	NA	NA	6.248787869	-0.031509159
TRINITY_DN122453_c4_g2_i1	NA	NA	NA	NA	4.552932874	-2.828986472
TRINITY_DN122453_c4_g4_i2	cwc27-like	Chr01	175369840	175369840	0.96321294	0.471813872
TRINITY_DN122453_c4_g5_i3	mettl18	Chr02	126153041	126153041	3.166265356	0.609953557
TRINITY_DN122454_c0_g1_i5	NA	NA	NA	NA	3.034975684	0.465411619
TRINITY_DN122454_c0_g2_i2	NA	NA	NA	NA	3.228947409	0.662100726
TRINITY_DN122455_c0_g1_i1	cxadr	Chr02	23469733	23469733	4.798440327	-0.783202396
TRINITY_DN122456_c3_g1_i1	NA	NA	NA	NA	1.850023607	0.258918358
TRINITY_DN122458_c2_g6_i2	bmp3	Chr01	76911734	76911734	9.99177291	0.085496151
TRINITY_DN122460_c0_g1_i4	NA	NA	NA	NA	3.556252402	-0.254582389
TRINITY_DN122461_c0_g4_i2	NA	NA	NA	NA	0.742600163	0.15863608
TRINITY_DN122463_c5_g2_i1	NA	NA	NA	NA	3.656753275	0.166000455
TRINITY_DN122463_c7_g3_i2	NA	NA	NA	NA	3.89356302	-1.860484974
TRINITY_DN122464_c0_g1_i1	NA	NA	NA	NA	4.720066627	-0.413609762
TRINITY_DN122466_c0_g1_i2	NA	NA	NA	NA	3.779998849	0.523953485
TRINITY_DN122467_c3_g2_i1	NA	NA	NA	NA	0.582086749	0.199395069
TRINITY_DN122469_c0_g1_i1	LOC101733132	Chr03	85964111	85964111	4.923729268	-2.39409498
TRINITY_DN122471_c0_g2_i1	Xetrov90000594m	Chr01	27050817	27050817	4.214768115	-0.990812551
