gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.XXliver	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN120932_c1_g1_i3	NA	NA	NA	NA	-1.719927143	1.719927143	unbias	0.327113194	G43_F_mean	0.2357	0.1578	0.6695
TRINITY_DN120932_c2_g1_i1	NA	NA	NA	NA	-0.856975422	0.856975422	unbias	0.391198157	Ovary_mean	0.1184	0.229	1.9343
TRINITY_DN120936_c0_g1_i1	mal2	Chr06	122597154	122597154	0.255554559	0.255554559	unbias	0.209694347	Ovary_mean	0.0874	0.091	1.041
TRINITY_DN120941_c0_g1_i1	NA	NA	NA	NA	0.183720732	0.183720732	unbias	0.40720914	Ovary_mean	0.1394	0.2169	1.5556
TRINITY_DN120947_c1_g6_i2	NA	NA	NA	NA	-0.173285548	0.173285548	unbias	0.16402889	Ovary_mean	0.0245	0.0321	1.3066
TRINITY_DN120950_c0_g1_i2	NA	NA	NA	NA	-0.042746255	0.042746255	unbias	0.25927933	G27_mean	0.0424	0.0806	1.9017
TRINITY_DN120962_c4_g1_i2	NA	NA	NA	NA	0.089331432	0.089331432	unbias	0.663894323	Brain_mean	0.1961	0.1027	0.5237
TRINITY_DN120962_c5_g3_i1	ttc30a	Chr06	71349761	71349761	-0.17016597	0.17016597	unbias	0.601409578	Brain_mean	0.0297	0.0303	1.0203
TRINITY_DN120963_c0_g1_i2	slc6a19	Chr06	67421542	67421542	0.53380045	0.53380045	unbias	0.526015246	Brain_mean	0.1609	0.209	1.2993
TRINITY_DN120969_c2_g1_i2	NA	NA	NA	NA	-0.393300172	0.393300172	unbias	0.484531255	Ovary_mean	0.0528	0.098	1.855
TRINITY_DN120971_c0_g1_i1	NA	NA	NA	NA	0.428991297	0.428991297	unbias	0.500609732	Liver_mean	0.1654	0.2609	1.5771
TRINITY_DN120972_c0_g1_i1	NA	NA	NA	NA	-0.17687842	0.17687842	unbias	0.243284786	G23_mean	0.0348	0.0475	1.3643
TRINITY_DN120978_c0_g1_i1	NA	NA	NA	NA	0.111617161	0.111617161	unbias	0.32924605	Brain_mean	0.087	0.0397	0.4567
TRINITY_DN120979_c0_g1_i3	tmem8a-like	Chr09	9110386	9110386	-0.132185696	0.132185696	unbias	0.261258484	Brain_mean	0.0629	0.099	1.5747
TRINITY_DN120985_c3_g2_i1	NA	NA	NA	NA	0.35994333	0.35994333	unbias	0.166951425	Ovary_mean	0.0606	0.0816	1.3465
TRINITY_DN120988_c0_g1_i1	aldh3b1-like.2	scaffold_376	92310	92310	-0.204151843	0.204151843	unbias	0.511475981	Ovary_mean	0.0333	0.0588	1.7653
TRINITY_DN120991_c0_g2_i2	NA	NA	NA	NA	-1.178495277	1.178495277	unbias	0.319751474	Ovary_mean	0.0441	0.0544	1.2337
TRINITY_DN120998_c0_g3_i4	NA	NA	NA	NA	-0.207923452	0.207923452	unbias	0.423821951	Ovary_mean	0.0734	0.1048	1.4283
TRINITY_DN121008_c0_g1_i1	cdc25b	Chr01	9356036	9356036	0.030626825	0.030626825	unbias	0.147972194	Brain_mean	0.0699	0.1169	1.6738
TRINITY_DN121021_c0_g3_i1	NA	NA	NA	NA	-0.920981219	0.920981219	unbias	0.548395512	Ovary_mean	0.1119	0.2038	1.8209
TRINITY_DN121023_c0_g2_i1	phka2-like	Chr02	40416520	40416520	0.566591254	0.566591254	unbias	0.507582769	Ovary_mean	0.195	0.3143	1.612
TRINITY_DN121027_c6_g3_i2	NA	NA	NA	NA	0.171627621	0.171627621	unbias	0.588397806	Ovary_mean	0.0802	0.1373	1.7129
TRINITY_DN121031_c1_g3_i1	NA	NA	NA	NA	-0.50680409	0.50680409	unbias	0.48121916	Ovary_mean	0.028	0.0297	1.061
TRINITY_DN121033_c0_g1_i1	NA	NA	NA	NA	-0.239083417	0.239083417	unbias	0.266840707	Ovary_mean	0.0725	0.1125	1.5517
TRINITY_DN121035_c0_g2_i1	NA	NA	NA	NA	-2.626886183	2.626886183	female	0.523529811	Brain_mean	0.0282	0.053	1.8767
TRINITY_DN121035_c0_g3_i3	NA	NA	NA	NA	-0.681405054	0.681405054	unbias	0.548119581	Brain_mean	0.045	0.0583	1.2967
TRINITY_DN121039_c2_g4_i15	NA	NA	NA	NA	-0.569333677	0.569333677	unbias	0.290946235	Ovary_mean	0.0344	0.047	1.3671
TRINITY_DN121039_c3_g3_i4	r3hdm2	Chr02	136875347	136875347	-0.40567684	0.40567684	unbias	0.48401416	Ovary_mean	0.058	0.084	1.4481
TRINITY_DN121044_c0_g1_i1	elp2	Chr06	61012013	61012013	3.422606114	3.422606114	male	0.589424383	G27_mean	0.1498	0.2444	1.6308
TRINITY_DN121053_c0_g2_i1	NA	NA	NA	NA	-0.555514032	0.555514032	unbias	0.12076823	Brain_mean	0.0266	0.0467	1.7541
TRINITY_DN121063_c0_g1_i2	NA	NA	NA	NA	0.923014436	0.923014436	unbias	0.370751015	Testis_mean	0.1356	0.1854	1.3672
TRINITY_DN121064_c0_g1_i5	Xetrov90015993m	Chr06	39274572	39274572	0.144401813	0.144401813	unbias	0.310241102	Ovary_mean	0.0851	0.1078	1.2658
TRINITY_DN121071_c0_g1_i4	NA	NA	NA	NA	-0.412456989	0.412456989	unbias	0.843946808	Ovary_mean	0.0735	0.1288	1.7517
TRINITY_DN121074_c1_g1_i1	NA	NA	NA	NA	-0.186673841	0.186673841	unbias	0.182841535	Testis_mean	0.0899	0.1374	1.5283
TRINITY_DN121082_c0_g1_i1	NA	NA	NA	NA	-0.181808963	0.181808963	unbias	0.295770864	G23_mean	0.0352	0.0376	1.0677
TRINITY_DN121086_c0_g1_i4	NA	NA	NA	NA	0.053889188	0.053889188	unbias	0.348229193	Ovary_mean	0.1041	0.1884	1.8094
TRINITY_DN121090_c0_g1_i1	NA	NA	NA	NA	0.498884085	0.498884085	unbias	0.64401969	Brain_mean	0.0164	0.0186	1.1345
TRINITY_DN121091_c0_g1_i3	NA	NA	NA	NA	-0.512379268	0.512379268	unbias	0.557558995	Ovary_mean	0.1553	0.1837	1.1823
TRINITY_DN121092_c0_g1_i2	klhdc2	Chr08	72215584	72215584	0.298721857	0.298721857	unbias	0.30342401	Liver_mean	0.1084	0.1436	1.3251
TRINITY_DN121108_c0_g1_i1	NA	NA	NA	NA	0.74337908	0.74337908	unbias	0.464289058	G43_M_mean	0.047	0.0344	0.7319
TRINITY_DN121110_c0_g5_i2	LOC100497399-like	Chr09	43977597	43977597	0.696174883	0.696174883	unbias	0.305804856	Ovary_mean	0.0401	0.0599	1.4927
TRINITY_DN121118_c0_g3_i6	NA	NA	NA	NA	-0.752299648	0.752299648	unbias	0.409873225	G23_mean	0.0234	0.015	0.6398
TRINITY_DN121119_c0_g1_i1	bmp3	Chr01	76911734	76911734	0.473120354	0.473120354	unbias	0.386178127	Brain_mean	0.0973	0.1856	1.907
TRINITY_DN121128_c0_g1_i1	NA	NA	NA	NA	0.438251004	0.438251004	unbias	0.516622006	Ovary_mean	0.0247	0.0309	1.2504
TRINITY_DN121132_c3_g5_i3	NA	NA	NA	NA	0.234418164	0.234418164	unbias	0.325160803	Ovary_mean	0.1207	0.1338	1.108
TRINITY_DN121138_c0_g1_i1	rbm42	scaffold_37	1057710	1057710	-1.418340492	1.418340492	unbias	0.431268114	G43_M_mean	0.2583	0.3092	1.1972
TRINITY_DN121148_c0_g1_i1	tmem55b	Chr01	130593011	130593011	0.303248121	0.303248121	unbias	0.137691655	G27_mean	0.0687	0.1301	1.8919
TRINITY_DN121149_c0_g1_i1	NA	NA	NA	NA	-0.441961373	0.441961373	unbias	0.488809034	Ovary_mean	0.1493	0.2582	1.7288
TRINITY_DN121153_c0_g3_i1	NA	NA	NA	NA	0.167548705	0.167548705	unbias	0.289552849	Ovary_mean	0.0076	0.0104	1.3739
TRINITY_DN121154_c0_g1_i1	NA	NA	NA	NA	-0.607357568	0.607357568	unbias	0.361043359	G43_M_mean	0.2032	0.2114	1.0403
TRINITY_DN121168_c0_g1_i1	NA	NA	NA	NA	-1.281484487	1.281484487	unbias	0.492915375	Brain_mean	0.0889	0.1136	1.2768
TRINITY_DN121175_c4_g1_i1	NA	NA	NA	NA	0.188142879	0.188142879	unbias	0.533946618	Brain_mean	0.2159	0.3057	1.4158
TRINITY_DN121176_c0_g1_i3	NA	NA	NA	NA	-0.432650927	0.432650927	unbias	0.242054059	Brain_mean	0.0817	0.0907	1.111
TRINITY_DN121178_c0_g1_i2	NA	NA	NA	NA	0.024584806	0.024584806	unbias	0.299494263	G23_mean	0.0666	0.0846	1.2695
TRINITY_DN121179_c0_g1_i2	NA	NA	NA	NA	-0.4696351	0.4696351	unbias	0.352993665	Ovary_mean	0.0111	0.0139	1.2554
TRINITY_DN121187_c0_g1_i1	phr	Chr05	109094699	109094699	-0.092643553	0.092643553	unbias	0.241333991	Ovary_mean	0.0552	0.1061	1.9213
TRINITY_DN121191_c0_g1_i3	NA	NA	NA	NA	0.096985551	0.096985551	unbias	0.399879708	Brain_mean	0.0349	0.0548	1.5731
TRINITY_DN121192_c0_g1_i1	NA	NA	NA	NA	-0.754499927	0.754499927	unbias	0.421672837	G43_M_mean	0.0555	0.0857	1.545
TRINITY_DN121197_c0_g1_i2	NA	NA	NA	NA	-0.569972121	0.569972121	unbias	0.472136871	Ovary_mean	0.0201	0.022	1.0955
TRINITY_DN121201_c0_g1_i1	NA	NA	NA	NA	-1.223416245	1.223416245	unbias	0.263501329	G23_mean	0.0761	0.1357	1.7837
TRINITY_DN121222_c0_g1_i2	NA	NA	NA	NA	-0.00507446	0.00507446	unbias	0.418734333	Ovary_mean	0.1019	0.1844	1.8102
TRINITY_DN121233_c0_g3_i1	NA	NA	NA	NA	0.061736461	0.061736461	unbias	0.181140267	Ovary_mean	0.0374	0.0413	1.1058
TRINITY_DN121237_c1_g2_i1	NA	NA	NA	NA	-0.171271426	0.171271426	unbias	0.335292348	Ovary_mean	0.0838	0.0906	1.0812
TRINITY_DN121249_c3_g1_i1	NA	NA	NA	NA	-0.104363818	0.104363818	unbias	0.363663437	G43_M_mean	0.0509	0.0648	1.2743
TRINITY_DN121258_c1_g1_i1	NA	NA	NA	NA	0.204597151	0.204597151	unbias	0.278545894	Ovary_mean	0.0442	0.0534	1.2084
TRINITY_DN121271_c0_g1_i1	NA	NA	NA	NA	0.267219682	0.267219682	unbias	0.133774618	Ovary_mean	0.0338	0.0579	1.712
TRINITY_DN121282_c0_g1_i1	NA	NA	NA	NA	0.812348162	0.812348162	unbias	0.409339275	Brain_mean	0.0958	0.1626	1.6979
TRINITY_DN121283_c0_g1_i1	NA	NA	NA	NA	0.966009549	0.966009549	unbias	0.256291951	Ovary_mean	0.0862	0.1237	1.436
TRINITY_DN121303_c0_g1_i1	NA	NA	NA	NA	-0.542769953	0.542769953	unbias	0.279527828	Ovary_mean	0.161	0.2564	1.5927
TRINITY_DN121320_c0_g1_i1	NA	NA	NA	NA	0.826987471	0.826987471	unbias	0.167229367	Liver_mean	0.0465	0.0895	1.9256
TRINITY_DN121327_c0_g1_i1	NA	NA	NA	NA	0.623147221	0.623147221	unbias	0.465421666	G46_F_mean	0.1033	0.1425	1.379
TRINITY_DN121340_c2_g1_i1	NA	NA	NA	NA	0.20917011	0.20917011	unbias	0.054069056	Testis_mean	0.0312	0.0444	1.423
TRINITY_DN121343_c0_g1_i2	NA	NA	NA	NA	-0.128657448	0.128657448	unbias	0.185113449	Liver_mean	0.0308	0.058	1.8833
TRINITY_DN121358_c0_g1_i1	NA	NA	NA	NA	-0.385574623	0.385574623	unbias	0.183583287	Ovary_mean	0.0123	0.0137	1.1183
TRINITY_DN121363_c0_g1_i1	NA	NA	NA	NA	-0.455254971	0.455254971	unbias	0.157507195	Testis_mean	0.0566	0.0764	1.3495
TRINITY_DN121364_c0_g1_i2	NA	NA	NA	NA	-0.576691721	0.576691721	unbias	0.43931108	Liver_mean	0.1644	0.2225	1.3529
TRINITY_DN121366_c0_g1_i5	NA	NA	NA	NA	0.730880309	0.730880309	unbias	0.443757586	Ovary_mean	0.0584	0.1086	1.8592
TRINITY_DN121372_c0_g1_i4	NA	NA	NA	NA	-0.652768799	0.652768799	unbias	0.466569251	Ovary_mean	0.1332	0.1346	1.0106
TRINITY_DN121378_c0_g1_i1	NA	NA	NA	NA	-0.713014193	0.713014193	unbias	0.510172256	Ovary_mean	0.1616	0.2708	1.6756
TRINITY_DN121381_c0_g2_i3	tpi1	Chr07	1146974	1146974	-0.165890753	0.165890753	unbias	0.656153123	Brain_mean	0.1219	0.1319	1.082
TRINITY_DN121387_c0_g2_i2	NA	NA	NA	NA	-0.371207323	0.371207323	unbias	0.786611012	Brain_mean	0.0349	0.0516	1.4777
TRINITY_DN121395_c0_g2_i1	NA	NA	NA	NA	-0.067523623	0.067523623	unbias	0.138579237	Testis_mean	0.0442	0.0736	1.6627
TRINITY_DN121396_c0_g1_i1	NA	NA	NA	NA	-0.081071659	0.081071659	unbias	0.480449908	Liver_mean	0.051	0.0606	1.1875
TRINITY_DN121400_c0_g1_i4	NA	NA	NA	NA	0.875919223	0.875919223	unbias	0.631391727	Liver_mean	0.0516	0.0962	1.8661
TRINITY_DN121401_c0_g1_i1	NA	NA	NA	NA	0.140380533	0.140380533	unbias	0.244945892	Ovary_mean	0.109	0.1527	1.401
TRINITY_DN121407_c0_g1_i1	NA	NA	NA	NA	0.000258217	0.000258217	unbias	0.563260851	Ovary_mean	0.1344	0.233	1.7334
TRINITY_DN121409_c1_g1_i1	NA	NA	NA	NA	-0.692833743	0.692833743	unbias	0.265097284	G43_M_mean	0.0228	0.0235	1.031
TRINITY_DN121413_c0_g1_i2	NA	NA	NA	NA	0.957219879	0.957219879	unbias	0.230680294	Ovary_mean	0.031	0.0514	1.6591
TRINITY_DN121416_c0_g1_i2	NA	NA	NA	NA	0.627589229	0.627589229	unbias	0.444509516	Ovary_mean	0.0609	0.088	1.4444
TRINITY_DN121417_c1_g1_i4	NA	NA	NA	NA	0.80085482	0.80085482	unbias	0.336122186	Ovary_mean	0.1394	0.2233	1.6011
TRINITY_DN121419_c0_g1_i2	NA	NA	NA	NA	0.075402648	0.075402648	unbias	0.589808335	Ovary_mean	0.1311	0.1754	1.3381
TRINITY_DN121423_c0_g1_i3	NA	NA	NA	NA	0.619379994	0.619379994	unbias	0.637371872	G27_mean	0.1167	0.1655	1.4174
TRINITY_DN121425_c1_g2_i1	NA	NA	NA	NA	0.051321417	0.051321417	unbias	0.459276706	Testis_mean	0.0858	0.162	1.8878
TRINITY_DN121434_c0_g1_i2	sorl1	Chr07	88174319	88174319	-0.365601612	0.365601612	unbias	0.949649252	Brain_mean	0.0278	0.0549	1.9744
TRINITY_DN121437_c0_g1_i1	NA	NA	NA	NA	0.662806922	0.662806922	unbias	0.414692151	G23_mean	0.0411	0.0618	1.503
TRINITY_DN121438_c0_g1_i1	NA	NA	NA	NA	0.140735934	0.140735934	unbias	0.377373039	Ovary_mean	0.0593	0.0923	1.5562
TRINITY_DN121440_c0_g1_i3	NA	NA	NA	NA	0.15746498	0.15746498	unbias	0.14863541	Ovary_mean	0.001	0.0016	1.6263
TRINITY_DN121442_c0_g1_i1	rdm1-like	Chr04	7325430	7325430	0.696999359	0.696999359	unbias	0.184836045	Ovary_mean	0.0857	0.157	1.8325
TRINITY_DN121444_c0_g1_i1	NA	NA	NA	NA	-0.763391036	0.763391036	unbias	0.470123508	Brain_mean	0.0668	0.108	1.6164
TRINITY_DN121451_c0_g1_i1	NA	NA	NA	NA	0.423841319	0.423841319	unbias	0.130515213	G27_mean	0.1423	0.2107	1.4802
TRINITY_DN121452_c0_g1_i3	NA	NA	NA	NA	0.220348825	0.220348825	unbias	0.493319296	Ovary_mean	0.2078	0.3096	1.4899
TRINITY_DN121462_c0_g1_i1	NA	NA	NA	NA	-0.267170691	0.267170691	unbias	0.449300273	Ovary_mean	0.1448	0.2829	1.9543
TRINITY_DN121465_c3_g1_i1	NA	NA	NA	NA	-0.320639048	0.320639048	unbias	0.241853537	Brain_mean	0.0815	0.131	1.6069
TRINITY_DN121466_c0_g3_i1	NA	NA	NA	NA	-0.31709372	0.31709372	unbias	0.282239304	Ovary_mean	0.0313	0.0558	1.7821
TRINITY_DN121467_c0_g1_i1	dctn6	Chr01	90311373	90311373	-1.110653754	1.110653754	unbias	0.724110471	Brain_mean	0.0368	0.0604	1.6393
TRINITY_DN121478_c6_g1_i1	NA	NA	NA	NA	-0.375416823	0.375416823	unbias	0.39302348	Ovary_mean	0.0992	0.1855	1.87
TRINITY_DN121480_c0_g1_i2	cpeb2-like	Chr01	17123704	17123704	0.255033316	0.255033316	unbias	0.489968939	Ovary_mean	0.065	0.0804	1.238
TRINITY_DN121482_c1_g1_i1	znf335-like	Chr10	16337575	16337575	-0.012839747	0.012839747	unbias	0.385245986	Ovary_mean	0.1037	0.1609	1.5513
TRINITY_DN121485_c0_g1_i1	NA	NA	NA	NA	0.510905409	0.510905409	unbias	0.347944479	Ovary_mean	0.1292	0.2111	1.6341
TRINITY_DN121490_c3_g1_i3	gdi2	Chr03	74877995	74877995	0.391615919	0.391615919	unbias	0.518447177	Brain_mean	0.1222	0.2357	1.9282
TRINITY_DN121491_c0_g1_i1	NA	NA	NA	NA	-0.294069834	0.294069834	unbias	0.569060708	G43_M_mean	0.1357	0.2632	1.9396
TRINITY_DN121494_c0_g1_i3	NA	NA	NA	NA	-1.394342656	1.394342656	unbias	0.534127043	Testis_mean	0.0728	0.0712	0.9774
TRINITY_DN121512_c0_g1_i1	NA	NA	NA	NA	0.375462805	0.375462805	unbias	0.309785311	Ovary_mean	0.1595	0.2862	1.7942
TRINITY_DN121517_c0_g1_i1	NA	NA	NA	NA	0.263055694	0.263055694	unbias	0.112532443	G23_mean	0.0384	0.0614	1.5986
TRINITY_DN121525_c1_g1_i3	NA	NA	NA	NA	-0.507361682	0.507361682	unbias	0.47736471	Brain_mean	0.2313	0.2992	1.2934
TRINITY_DN121533_c0_g1_i2	NA	NA	NA	NA	0.194217902	0.194217902	unbias	0.320658811	Ovary_mean	0.0342	0.0411	1.2001
TRINITY_DN121536_c0_g1_i3	NA	NA	NA	NA	-0.041725726	0.041725726	unbias	0.158840717	Ovary_mean	0.0654	0.1201	1.8373
TRINITY_DN121543_c0_g1_i2	NA	NA	NA	NA	0.194354962	0.194354962	unbias	0.27510153	Ovary_mean	0.1626	0.1967	1.2099
TRINITY_DN121544_c0_g1_i2	NA	NA	NA	NA	-0.262241663	0.262241663	unbias	0.538669147	Brain_mean	0.0642	0.0798	1.2419
TRINITY_DN121549_c0_g1_i2	arpc5	Chr04	89730719	89730719	-0.693074957	0.693074957	unbias	0.590801454	Ovary_mean	0.0914	0.1367	1.4956
TRINITY_DN121559_c0_g1_i2	NA	NA	NA	NA	0.339386233	0.339386233	unbias	0.284531584	G43_M_mean	0.1222	0.1788	1.4632
TRINITY_DN121564_c0_g1_i2	NA	NA	NA	NA	-0.52363533	0.52363533	unbias	0.592131897	Ovary_mean	0.0274	0.0329	1.2029
TRINITY_DN121568_c0_g1_i2	NA	NA	NA	NA	-0.370454085	0.370454085	unbias	0.150797638	Ovary_mean	0.0803	0.077	0.9593
TRINITY_DN121570_c0_g1_i1	prkag3	Chr09	77783697	77783697	0.20831455	0.20831455	unbias	0.578625517	G43_M_mean	0.1811	0.2819	1.5563
TRINITY_DN121583_c1_g3_i5	NA	NA	NA	NA	-0.588710793	0.588710793	unbias	0.677269288	Liver_mean	0.0786	0.1217	1.5474
TRINITY_DN121584_c0_g1_i2	NA	NA	NA	NA	-0.347274279	0.347274279	unbias	0.113686259	G27_mean	0.0204	0.032	1.5693
TRINITY_DN121585_c3_g5_i1	pfn2	Chr05	115233446	115233446	-0.296915731	0.296915731	unbias	0.456826488	Brain_mean	0.0303	0.0352	1.1626
TRINITY_DN121593_c4_g2_i1	NA	NA	NA	NA	-0.145856619	0.145856619	unbias	0.327473231	Ovary_mean	0.0399	0.0449	1.1252
TRINITY_DN121594_c0_g5_i8	NA	NA	NA	NA	-0.230590908	0.230590908	unbias	0.577754237	Brain_mean	0.0165	0.0306	1.8483
TRINITY_DN121596_c6_g1_i1	NA	NA	NA	NA	0.27001504	0.27001504	unbias	0.408596468	Ovary_mean	0.0272	0.0379	1.3909
TRINITY_DN121606_c1_g2_i3	NA	NA	NA	NA	0.728081888	0.728081888	unbias	0.389710372	Ovary_mean	0.0835	0.132	1.5803
TRINITY_DN121611_c0_g1_i3	NA	NA	NA	NA	0.792580983	0.792580983	unbias	0.556725466	Liver_mean	0.0366	0.0656	1.7937
TRINITY_DN121615_c0_g1_i1	NA	NA	NA	NA	0.036879435	0.036879435	unbias	0.551282233	Ovary_mean	0.1038	0.1607	1.5481
TRINITY_DN121636_c0_g3_i2	NA	NA	NA	NA	0.341864203	0.341864203	unbias	0.17165545	Testis_mean	0.0125	0.02	1.6017
TRINITY_DN121649_c0_g1_i1	NA	NA	NA	NA	-0.097627661	0.097627661	unbias	0.759697916	Ovary_mean	0.0584	0.0542	0.9294
TRINITY_DN121666_c1_g3_i2	NA	NA	NA	NA	0.151196702	0.151196702	unbias	0.203346481	G43_M_mean	0.1323	0.1717	1.2976
TRINITY_DN121671_c0_g1_i1	LOC101733385	Chr02	154845193	154845193	0.551336034	0.551336034	unbias	0.137077123	G27_mean	0.0224	0.0366	1.6308
TRINITY_DN121671_c1_g1_i1	g6pd	Chr08	7974054	7974054	0.924171366	0.924171366	unbias	0.210301162	G43_F_mean	0.1009	0.1473	1.4602
TRINITY_DN121678_c0_g2_i4	NA	NA	NA	NA	0.264974912	0.264974912	unbias	0.335920451	Ovary_mean	0.0769	0.1214	1.5786
TRINITY_DN121680_c0_g1_i1	NA	NA	NA	NA	0.325392926	0.325392926	unbias	0.71701377	Brain_mean	0.0494	0.0682	1.3808
TRINITY_DN121692_c2_g4_i1	sf3b2	Chr04	42745850	42745850	0.677178244	0.677178244	unbias	0.558984095	Brain_mean	0.177	0.1976	1.1168
TRINITY_DN121695_c0_g1_i1	42Sp43	Chr10	3444281	3444281	0.134446018	0.134446018	unbias	0.413050663	G27_mean	0.0887	0.1547	1.7449
TRINITY_DN121697_c0_g2_i1	NA	NA	NA	NA	0.711126602	0.711126602	unbias	0.634088413	G23_mean	0.1902	0.2659	1.398
TRINITY_DN121702_c0_g2_i4	NA	NA	NA	NA	-0.388911428	0.388911428	unbias	0.31988576	Brain_mean	0.0129	0.0235	1.814
TRINITY_DN121703_c0_g2_i1	NA	NA	NA	NA	0.075241617	0.075241617	unbias	0.453417336	Brain_mean	0.0434	0.0696	1.6024
TRINITY_DN121706_c0_g1_i2	NA	NA	NA	NA	-0.846172037	0.846172037	unbias	0.318066139	Brain_mean	0.0204	0.0228	1.1187
TRINITY_DN121711_c0_g1_i2	raly	Chr10	32925794	32925794	0.945785759	0.945785759	unbias	0.319393953	Ovary_mean	0.1233	0.2143	1.7374
TRINITY_DN121712_c0_g1_i1	NA	NA	NA	NA	-0.000699892	0.000699892	unbias	0.399211121	Ovary_mean	0.0841	0.1049	1.2475
TRINITY_DN121715_c0_g1_i1	NA	NA	NA	NA	-0.931781713	0.931781713	unbias	0.359788933	Ovary_mean	0.0336	0.0394	1.1734
TRINITY_DN121726_c0_g1_i1	NA	NA	NA	NA	-0.025639972	0.025639972	unbias	0.410517346	Ovary_mean	0.1172	0.2032	1.7337
TRINITY_DN121728_c2_g2_i3	NA	NA	NA	NA	-0.60138189	0.60138189	unbias	0.422473208	Ovary_mean	0.0217	0.0338	1.5594
TRINITY_DN121730_c0_g2_i1	dbh	scaffold_371	110552	110552	0.152594186	0.152594186	unbias	0.430989843	G46_M_mean	0.0223	0.0363	1.6301
TRINITY_DN121738_c0_g2_i3	NA	NA	NA	NA	-1.838587492	1.838587492	female	0.12925815	G27_mean	0.1183	0.185	1.5646
TRINITY_DN121739_c0_g1_i5	NA	NA	NA	NA	-0.55347925	0.55347925	unbias	0.354278198	Testis_mean	0.1815	0.3013	1.6599
TRINITY_DN121741_c0_g1_i3	dnmt1	Chr03	126639545	126639545	-0.474972774	0.474972774	unbias	0.310728492	Ovary_mean	0.1064	0.1093	1.0277
TRINITY_DN121743_c2_g1_i1	NA	NA	NA	NA	0.755441667	0.755441667	unbias	0.252664296	G23_mean	0.0866	0.1184	1.3667
TRINITY_DN121756_c0_g1_i1	NA	NA	NA	NA	-0.722829115	0.722829115	unbias	0.224684618	Brain_mean	0.0668	0.0759	1.136
TRINITY_DN121758_c0_g2_i1	NA	NA	NA	NA	0.609679235	0.609679235	unbias	0.387463203	Ovary_mean	0.1166	0.1819	1.5608
TRINITY_DN121768_c0_g1_i1	NA	NA	NA	NA	0.318330789	0.318330789	unbias	0.264911891	G43_F_mean	0.0428	0.0635	1.4822
TRINITY_DN121771_c0_g1_i1	NA	NA	NA	NA	0.230544702	0.230544702	unbias	0.466828068	Ovary_mean	0.0666	0.0806	1.2102
TRINITY_DN121777_c0_g3_i3	slc6a7	Chr03	7409802	7409802	-0.261132676	0.261132676	unbias	0.17122923	Brain_mean	0.0699	0.048	0.6866
TRINITY_DN121781_c0_g1_i1	NA	NA	NA	NA	-1.026042442	1.026042442	unbias	0.214918727	Ovary_mean	0.0628	0.0895	1.4244
TRINITY_DN121794_c0_g1_i2	NA	NA	NA	NA	0.039184757	0.039184757	unbias	0.568075486	G43_M_mean	0.0309	0.0158	0.5123
TRINITY_DN121796_c1_g2_i1	NA	NA	NA	NA	0.005304923	0.005304923	unbias	0.330018069	Ovary_mean	0.0031	0.0031	1.0064
TRINITY_DN121805_c0_g1_i2	NA	NA	NA	NA	-0.33505461	0.33505461	unbias	0.318687582	Ovary_mean	0.0193	0.0242	1.2533
TRINITY_DN121806_c0_g1_i1	NA	NA	NA	NA	0.068834387	0.068834387	unbias	0.256524085	G43_M_mean	0.0694	0.0895	1.2904
TRINITY_DN121817_c0_g1_i2	NA	NA	NA	NA	-0.107766658	0.107766658	unbias	0.421624998	G23_mean	0.0553	0.0786	1.4206
TRINITY_DN121819_c0_g1_i1	NA	NA	NA	NA	0.603317061	0.603317061	unbias	0.176510154	Testis_mean	0.0973	0.1296	1.3324
TRINITY_DN121820_c0_g1_i2	NA	NA	NA	NA	0.942990591	0.942990591	unbias	0.573146234	Ovary_mean	0.1629	0.3087	1.8946
TRINITY_DN121821_c2_g4_i2	aff3-like.2	Chr02	108952240	108952240	0.867132603	0.867132603	unbias	0.379659252	Liver_mean	0.2017	0.247	1.2246
TRINITY_DN121823_c0_g1_i2	NA	NA	NA	NA	0.017930744	0.017930744	unbias	0.591276153	Ovary_mean	0.1291	0.2095	1.6224
TRINITY_DN121824_c0_g1_i3	NA	NA	NA	NA	0.291177829	0.291177829	unbias	0.343216474	G23_mean	0.1185	0.1955	1.6494
TRINITY_DN121835_c0_g1_i2	LOC100496715	scaffold_178	54918	54918	-0.407013223	0.407013223	unbias	0.421504915	Testis_mean	0.1294	0.2367	1.8289
TRINITY_DN121851_c0_g1_i1	NA	NA	NA	NA	0.338922791	0.338922791	unbias	0.275717322	Brain_mean	0.0285	0.0369	1.2953
TRINITY_DN121856_c0_g1_i1	NA	NA	NA	NA	-0.780555913	0.780555913	unbias	0.433764122	Ovary_mean	0.0153	0.0262	1.7108
TRINITY_DN121866_c0_g1_i1	LOC100489738	Chr08	3381013	3381013	0.392734962	0.392734962	unbias	0.603883899	Ovary_mean	0.1398	0.234	1.6742
TRINITY_DN121870_c0_g1_i1	NA	NA	NA	NA	-0.301881655	0.301881655	unbias	0.310334368	Ovary_mean	0.0321	0.0372	1.16
TRINITY_DN121873_c0_g1_i4	NA	NA	NA	NA	-0.967168564	0.967168564	unbias	0.249389131	Ovary_mean	0.2285	0.3752	1.6424
