gid	gname	chr	start	end	logFC.XYliver.XXliver	bias
TRINITY_DN123286_c2_g1_i7	NA	NA	NA	NA	-0.061269023	unbias
TRINITY_DN123288_c6_g1_i1	pou2f3	Chr07	87326592	87326592	0.231030479	unbias
TRINITY_DN123289_c1_g3_i2	ptpn14	Chr05	9801616	9801616	0.174724774	unbias
TRINITY_DN123289_c3_g1_i1	NA	NA	NA	NA	-0.535788551	unbias
TRINITY_DN123289_c4_g7_i1	pibf1	Chr02	123845841	123845841	-0.323135681	unbias
TRINITY_DN123297_c0_g2_i5	NA	NA	NA	NA	0.056435295	unbias
TRINITY_DN123298_c0_g2_i2	mcm8	Chr05	21031862	21031862	0.984229047	unbias
TRINITY_DN123299_c0_g1_i4	NA	NA	NA	NA	-0.002600821	unbias
TRINITY_DN123307_c0_g1_i1	NA	NA	NA	NA	-0.432925821	unbias
TRINITY_DN123308_c4_g1_i7	elavl2	Chr01	109575141	109575141	0.082882164	unbias
TRINITY_DN123309_c0_g1_i3	NA	NA	NA	NA	0.022791275	unbias
TRINITY_DN123311_c0_g1_i3	NA	NA	NA	NA	0.835931305	unbias
TRINITY_DN123313_c0_g1_i1	NA	NA	NA	NA	0.385339258	unbias
TRINITY_DN123314_c1_g1_i1	NA	NA	NA	NA	-0.053842855	unbias
TRINITY_DN123315_c0_g1_i2	NA	NA	NA	NA	0.09233888	unbias
TRINITY_DN123315_c1_g2_i1	NA	NA	NA	NA	0.824240575	unbias
TRINITY_DN123316_c1_g3_i5	NA	NA	NA	NA	0.217768229	unbias
TRINITY_DN123319_c3_g3_i2	NA	NA	NA	NA	-0.089234806	unbias
TRINITY_DN123320_c0_g2_i10	NA	NA	NA	NA	-0.822426367	unbias
TRINITY_DN123320_c0_g3_i7	sowahd	Chr08	38620132	38620132	-0.03980015	unbias
TRINITY_DN123323_c0_g1_i1	NA	NA	NA	NA	-0.626827137	unbias
TRINITY_DN123323_c0_g4_i2	rtf1	Chr08	95463057	95463057	-0.014517102	unbias
TRINITY_DN123324_c1_g2_i1	als2cr12-like	Chr09	49042161	49042161	-0.332057636	unbias
TRINITY_DN123324_c1_g5_i3	igfbp5	Chr09	80049496	80049496	-0.07608825	unbias
TRINITY_DN123327_c0_g1_i1	NA	NA	NA	NA	-0.320156494	unbias
TRINITY_DN123329_c0_g1_i2	NA	NA	NA	NA	0.633485381	unbias
TRINITY_DN123330_c1_g1_i1	NA	NA	NA	NA	0.020158283	unbias
TRINITY_DN123332_c1_g1_i2	NA	NA	NA	NA	-0.581283357	unbias
TRINITY_DN123333_c1_g1_i4	cntln-like	Chr01	105879950	105879950	0.447883719	unbias
TRINITY_DN123334_c0_g1_i2	NA	NA	NA	NA	-0.383509082	unbias
TRINITY_DN123335_c1_g1_i3	snap23	Chr08	85260312	85260312	0.775514257	unbias
TRINITY_DN123342_c1_g1_i1	NA	NA	NA	NA	0.611243516	unbias
TRINITY_DN123343_c0_g2_i1	NA	NA	NA	NA	0.214712568	unbias
TRINITY_DN123345_c0_g1_i3	NA	NA	NA	NA	-0.931583224	unbias
TRINITY_DN123348_c3_g1_i1	NA	NA	NA	NA	-0.877697284	unbias
TRINITY_DN123349_c1_g2_i7	NA	NA	NA	NA	-0.243752088	unbias
TRINITY_DN123350_c0_g1_i1	wdr19	scaffold_679	3170	3170	-0.791224473	unbias
TRINITY_DN123352_c3_g1_i8	NA	NA	NA	NA	-0.514194555	unbias
TRINITY_DN123352_c3_g3_i1	NA	NA	NA	NA	-1.054356429	unbias
TRINITY_DN123353_c0_g2_i3	NA	NA	NA	NA	-0.556263478	unbias
TRINITY_DN123359_c0_g1_i1	NA	NA	NA	NA	-0.512189576	unbias
TRINITY_DN123360_c0_g1_i1	unc5d-like.1	Chr03	113915548	113915548	-0.225564347	unbias
TRINITY_DN123360_c0_g2_i1	NA	NA	NA	NA	-0.447320764	unbias
TRINITY_DN123361_c0_g1_i1	NA	NA	NA	NA	0.296362596	unbias
TRINITY_DN123364_c2_g1_i1	cpt1b	Chr03	80241473	80241473	-1.036074417	unbias
TRINITY_DN123366_c0_g2_i2	NA	NA	NA	NA	0.009464609	unbias
TRINITY_DN123366_c0_g4_i2	NA	NA	NA	NA	0.09044649	unbias
TRINITY_DN123366_c0_g6_i2	NA	NA	NA	NA	-0.334362492	unbias
TRINITY_DN123367_c1_g1_i4	NA	NA	NA	NA	-0.063054152	unbias
TRINITY_DN123368_c0_g1_i6	NA	NA	NA	NA	-0.593314746	unbias
TRINITY_DN123369_c2_g1_i6	NA	NA	NA	NA	-0.355506896	unbias
TRINITY_DN123370_c0_g2_i1	NA	NA	NA	NA	0.560442027	unbias
TRINITY_DN123371_c1_g1_i1	NA	NA	NA	NA	0.061654627	unbias
TRINITY_DN123371_c1_g2_i1	NA	NA	NA	NA	-0.016878738	unbias
TRINITY_DN123371_c1_g5_i1	pxylp1	Chr05	120311509	120311509	0.09434818	unbias
TRINITY_DN123374_c0_g1_i4	NA	NA	NA	NA	0.044938695	unbias
TRINITY_DN123374_c0_g2_i2	NA	NA	NA	NA	0.325144917	unbias
TRINITY_DN123374_c0_g3_i1	NA	NA	NA	NA	0.367473591	unbias
TRINITY_DN123376_c1_g1_i2	NA	NA	NA	NA	-0.555178908	unbias
TRINITY_DN123377_c2_g1_i1	NA	NA	NA	NA	-0.520439755	unbias
TRINITY_DN123377_c2_g3_i1	NA	NA	NA	NA	-0.048397265	unbias
TRINITY_DN123377_c3_g2_i1	NA	NA	NA	NA	-1.038724541	unbias
TRINITY_DN123378_c6_g4_i9	NA	NA	NA	NA	0.057965151	unbias
TRINITY_DN123378_c6_g5_i2	NA	NA	NA	NA	-0.191277787	unbias
TRINITY_DN123379_c0_g1_i2	LOC100494152	Chr04	25159530	25159530	0.013662026	unbias
TRINITY_DN123382_c0_g1_i1	NA	NA	NA	NA	0.235727465	unbias
TRINITY_DN123382_c4_g5_i1	iffo2	scaffold_579	55278	55278	-0.15000416	unbias
TRINITY_DN123383_c0_g3_i2	NA	NA	NA	NA	0.885097141	unbias
TRINITY_DN123384_c3_g2_i3	NA	NA	NA	NA	-0.229069116	unbias
TRINITY_DN123384_c4_g3_i2	NA	NA	NA	NA	-0.043087036	unbias
TRINITY_DN123385_c0_g1_i3	NA	NA	NA	NA	0.162265204	unbias
TRINITY_DN123387_c0_g1_i1	slc8a2	Chr08	58782764	58782764	-0.668266218	unbias
TRINITY_DN123387_c1_g1_i1	NA	NA	NA	NA	0.485929119	unbias
TRINITY_DN123387_c1_g2_i1	NA	NA	NA	NA	-0.198430167	unbias
TRINITY_DN123387_c2_g2_i2	NA	NA	NA	NA	-0.944172367	unbias
TRINITY_DN123387_c3_g1_i1	NA	NA	NA	NA	-0.541321179	unbias
TRINITY_DN123388_c0_g2_i1	NA	NA	NA	NA	-0.28145648	unbias
TRINITY_DN123389_c0_g1_i4	arhgef1-like	Chr07	98424525	98424525	-0.101200516	unbias
TRINITY_DN123390_c0_g1_i5	NA	NA	NA	NA	0.416522579	unbias
TRINITY_DN123392_c3_g2_i1	NA	NA	NA	NA	0.069825859	unbias
TRINITY_DN123392_c3_g3_i1	NA	NA	NA	NA	-0.022273025	unbias
TRINITY_DN123392_c3_g4_i2	NA	NA	NA	NA	-0.23020107	unbias
TRINITY_DN123393_c1_g1_i2	NA	NA	NA	NA	-0.101960025	unbias
TRINITY_DN123395_c1_g3_i1	NA	NA	NA	NA	-0.26009551	unbias
TRINITY_DN123398_c4_g1_i1	NA	NA	NA	NA	-0.574627525	unbias
TRINITY_DN123398_c4_g2_i4	NA	NA	NA	NA	-0.206812597	unbias
TRINITY_DN123398_c5_g1_i5	det1-like	Chr03	100283292	100283292	-0.142380307	unbias
TRINITY_DN123400_c3_g3_i2	vac14	Chr04	27232761	27232761	0.412810119	unbias
TRINITY_DN123401_c0_g2_i2	NA	NA	NA	NA	0.153590105	unbias
TRINITY_DN123402_c0_g1_i1	LOC101730424	Chr05	126397563	126397563	-0.003919843	unbias
TRINITY_DN123406_c0_g1_i2	NA	NA	NA	NA	-1.829939692	unbias
TRINITY_DN123406_c2_g1_i2	NA	NA	NA	NA	-0.118131817	unbias
TRINITY_DN123407_c1_g1_i2	NA	NA	NA	NA	-0.920978979	unbias
TRINITY_DN123408_c0_g1_i6	NA	NA	NA	NA	-0.079138533	unbias
TRINITY_DN123411_c2_g3_i6	NA	NA	NA	NA	0.20729463	unbias
TRINITY_DN123411_c2_g4_i2	NA	NA	NA	NA	0.361819765	unbias
TRINITY_DN123413_c0_g1_i1	dazap1	Chr01	80534503	80534503	0.089696763	unbias
TRINITY_DN123414_c0_g1_i3	NA	NA	NA	NA	0.135779631	unbias
TRINITY_DN123415_c0_g1_i1	NA	NA	NA	NA	0.10161104	unbias
TRINITY_DN123417_c0_g2_i2	NA	NA	NA	NA	0.118273449	unbias
TRINITY_DN123418_c0_g1_i3	Xetrov90021202m	Chr08	65738582	65738582	-0.531356885	unbias
TRINITY_DN123421_c1_g1_i3	mvd-like	Chr04	69329091	69329091	0.484740195	unbias
TRINITY_DN123422_c0_g1_i2	NA	NA	NA	NA	0.860384899	unbias
TRINITY_DN123423_c0_g1_i2	NA	NA	NA	NA	-0.818559262	unbias
TRINITY_DN123426_c1_g2_i8	NA	NA	NA	NA	-0.140087873	unbias
TRINITY_DN123426_c1_g4_i1	LOC100492669	Chr01	82749838	82749838	0.284403952	unbias
TRINITY_DN123433_c1_g2_i3	NA	NA	NA	NA	-0.790000202	unbias
TRINITY_DN123435_c1_g1_i1	NA	NA	NA	NA	0.282678858	unbias
TRINITY_DN123436_c7_g2_i5	Xetrov90005511m	Chr02	87562677	87562677	-0.195468362	unbias
TRINITY_DN123436_c8_g2_i10	NA	NA	NA	NA	0.152491816	unbias
TRINITY_DN123437_c0_g1_i2	NA	NA	NA	NA	0.561049165	unbias
TRINITY_DN123439_c0_g1_i1	NA	NA	NA	NA	0.303528912	unbias
TRINITY_DN123442_c0_g2_i1	ftcd	Chr09	56116482	56116482	-0.285617288	unbias
TRINITY_DN123443_c0_g2_i1	NA	NA	NA	NA	0.074717119	unbias
TRINITY_DN123446_c5_g2_i2	NA	NA	NA	NA	-0.792810638	unbias
TRINITY_DN123447_c3_g1_i4	NA	NA	NA	NA	0.179183223	unbias
TRINITY_DN123450_c0_g1_i1	NA	NA	NA	NA	0.246107404	unbias
TRINITY_DN123453_c2_g5_i1	NA	NA	NA	NA	-0.227579487	unbias
TRINITY_DN123455_c2_g1_i1	NA	NA	NA	NA	0.507296889	unbias
TRINITY_DN123456_c0_g2_i1	NA	NA	NA	NA	-1.070674387	unbias
TRINITY_DN123456_c0_g6_i3	NA	NA	NA	NA	-1.079561989	unbias
TRINITY_DN123457_c1_g1_i1	NA	NA	NA	NA	-0.248479719	unbias
TRINITY_DN123458_c0_g1_i1	NA	NA	NA	NA	-0.146233816	unbias
TRINITY_DN123459_c3_g1_i1	NA	NA	NA	NA	-0.309231312	unbias
TRINITY_DN123462_c3_g2_i2	NA	NA	NA	NA	-0.164918495	unbias
TRINITY_DN123464_c1_g2_i1	NA	NA	NA	NA	0.771602293	unbias
TRINITY_DN123464_c2_g1_i1	sptlc3-like	Chr05	33645959	33645959	-0.261807898	unbias
TRINITY_DN123467_c0_g1_i3	traf4	Chr02	26614532	26614532	-0.11441436	unbias
TRINITY_DN123469_c0_g1_i1	NA	NA	NA	NA	0.662079749	unbias
TRINITY_DN123471_c1_g1_i1	NA	NA	NA	NA	-0.799611859	unbias
TRINITY_DN123471_c2_g1_i1	NA	NA	NA	NA	0.001131365	unbias
TRINITY_DN123473_c0_g1_i2	NA	NA	NA	NA	0.978197911	unbias
TRINITY_DN123476_c2_g13_i1	adipor1	Chr02	49313447	49313447	-0.770514143	unbias
TRINITY_DN123476_c2_g21_i1	clmn-like	Chr08	67603888	67603888	-0.256247324	unbias
TRINITY_DN123476_c2_g3_i1	tagln2	Chr08	115200940	115200940	-2.059223851	unbias
TRINITY_DN123476_c2_g8_i1	NA	NA	NA	NA	0.023208101	unbias
TRINITY_DN123476_c2_g9_i1	NA	NA	NA	NA	-0.511859741	unbias
TRINITY_DN123476_c3_g2_i3	NA	NA	NA	NA	-0.312470249	unbias
TRINITY_DN123476_c3_g3_i1	slc25a11	scaffold_143	123014	123014	-0.486812503	unbias
TRINITY_DN123479_c1_g1_i4	ufsp2	Chr01	35235940	35235940	-0.244763423	unbias
TRINITY_DN123479_c1_g2_i1	NA	NA	NA	NA	-0.342791196	unbias
TRINITY_DN123479_c2_g1_i19	dnajc10-like	Chr09	57023373	57023373	0.009351894	unbias
TRINITY_DN123479_c2_g2_i1	NA	NA	NA	NA	-0.398469735	unbias
TRINITY_DN123485_c3_g2_i1	commd9	Chr04	3965526	3965526	0.574023412	unbias
TRINITY_DN123486_c2_g3_i1	hapln2	Chr08	111244003	111244003	0.227732121	unbias
TRINITY_DN123487_c0_g1_i2	NA	NA	NA	NA	-0.133862318	unbias
TRINITY_DN123488_c6_g2_i1	NA	NA	NA	NA	-0.146793421	unbias
TRINITY_DN123488_c7_g4_i1	NA	NA	NA	NA	-0.080705951	unbias
TRINITY_DN123489_c0_g1_i3	rapgefl1	scaffold_39	453033	453033	0.192836039	unbias
TRINITY_DN123490_c0_g2_i1	NA	NA	NA	NA	0.508375981	unbias
TRINITY_DN123490_c2_g1_i2	LOC733726	Chr08	56893245	56893245	-0.19616334	unbias
TRINITY_DN123491_c0_g2_i4	NA	NA	NA	NA	-0.243540042	unbias
TRINITY_DN123492_c0_g1_i1	NA	NA	NA	NA	-0.711487778	unbias
TRINITY_DN123492_c0_g2_i1	NA	NA	NA	NA	-0.291481787	unbias
TRINITY_DN123492_c0_g4_i1	NA	NA	NA	NA	-0.572473087	unbias
TRINITY_DN123494_c0_g1_i3	mrpl32	Chr06	66006238	66006238	-0.292253005	unbias
TRINITY_DN123495_c0_g2_i3	NA	NA	NA	NA	-0.131462956	unbias
TRINITY_DN123497_c0_g2_i3	NA	NA	NA	NA	-0.018547828	unbias
TRINITY_DN123498_c2_g1_i1	chsy1	Chr03	105833197	105833197	-0.089704634	unbias
TRINITY_DN123500_c0_g3_i3	NA	NA	NA	NA	-0.051174878	unbias
TRINITY_DN123503_c0_g1_i1	NA	NA	NA	NA	-0.359492071	unbias
TRINITY_DN123504_c0_g1_i1	NA	NA	NA	NA	-0.184629793	unbias
TRINITY_DN123504_c0_g2_i1	LOC100158464	Chr07	116295586	116295586	-0.110097196	unbias
TRINITY_DN123506_c0_g2_i1	usp39	Chr03	108520024	108520024	-0.526412624	unbias
TRINITY_DN123506_c0_g3_i2	pbdc1	Chr03	119216851	119216851	-0.281498427	unbias
TRINITY_DN123507_c1_g1_i3	rasal1	Chr01	132644324	132644324	-0.886559244	unbias
TRINITY_DN123508_c2_g3_i2	NA	NA	NA	NA	0.382744755	unbias
TRINITY_DN123509_c1_g1_i6	NA	NA	NA	NA	-0.121228477	unbias
TRINITY_DN123515_c0_g2_i1	acoxl	Chr05	50517285	50517285	0.372740049	unbias
TRINITY_DN123516_c0_g2_i1	NA	NA	NA	NA	-0.420469868	unbias
TRINITY_DN123516_c0_g3_i4	NA	NA	NA	NA	0.309759441	unbias
TRINITY_DN123519_c5_g5_i2	NA	NA	NA	NA	-0.036735716	unbias
TRINITY_DN123520_c0_g1_i1	NA	NA	NA	NA	-0.174172938	unbias
TRINITY_DN123521_c1_g1_i2	wdr46	Chr08	50989052	50989052	0.453835863	unbias
TRINITY_DN123521_c1_g4_i1	NA	NA	NA	NA	-0.113864391	unbias
TRINITY_DN123525_c0_g1_i5	NA	NA	NA	NA	-0.324765874	unbias
TRINITY_DN123527_c2_g5_i1	NA	NA	NA	NA	0.445575307	unbias
TRINITY_DN123529_c1_g1_i1	NA	NA	NA	NA	-0.036328942	unbias
TRINITY_DN123530_c0_g2_i3	NA	NA	NA	NA	0.546129584	unbias
TRINITY_DN123532_c0_g1_i2	NA	NA	NA	NA	-0.177741455	unbias
TRINITY_DN123535_c1_g1_i1	dkc1-like	Chr08	17808023	17808023	-0.152957205	unbias
TRINITY_DN123537_c0_g3_i1	NA	NA	NA	NA	-1.287558039	unbias
TRINITY_DN123540_c2_g14_i1	NA	NA	NA	NA	-0.849402584	unbias
TRINITY_DN123540_c2_g1_i1	NA	NA	NA	NA	-0.2709563	unbias
TRINITY_DN123540_c2_g5_i1	dlg3-like.2	Chr08	23765734	23765734	0.440255798	unbias
TRINITY_DN123540_c2_g7_i2	NA	NA	NA	NA	0.756558402	unbias
TRINITY_DN123541_c0_g1_i1	NA	NA	NA	NA	-0.431639554	unbias
TRINITY_DN123544_c6_g1_i1	NA	NA	NA	NA	-0.860590045	unbias
TRINITY_DN123544_c7_g1_i3	NA	NA	NA	NA	-1.049124095	unbias
TRINITY_DN123545_c0_g1_i1	NA	NA	NA	NA	-0.987308762	unbias
TRINITY_DN123546_c0_g1_i3	NA	NA	NA	NA	0.637814689	unbias
TRINITY_DN123547_c1_g1_i1	NA	NA	NA	NA	0.040654402	unbias
TRINITY_DN123549_c0_g1_i2	snx9	Chr05	41898515	41898515	-0.310952015	unbias
TRINITY_DN123550_c0_g2_i2	NA	NA	NA	NA	0.536362051	unbias
TRINITY_DN123550_c0_g6_i7	NA	NA	NA	NA	0.414995702	unbias
TRINITY_DN123553_c0_g1_i1	Xetrov90020888m	Chr08	54132534	54132534	0.678209971	unbias
TRINITY_DN123553_c1_g1_i1	NA	NA	NA	NA	1.632245066	unbias
TRINITY_DN123555_c2_g1_i1	NA	NA	NA	NA	0.698821172	unbias
TRINITY_DN123557_c0_g2_i1	NA	NA	NA	NA	-0.322693852	unbias
TRINITY_DN123558_c0_g1_i1	NA	NA	NA	NA	-0.151797762	unbias
TRINITY_DN123561_c2_g1_i3	ddx20	Chr02	72871752	72871752	-0.725002552	unbias
TRINITY_DN123562_c0_g1_i3	pawr	Chr03	53039608	53039608	0.302132979	unbias
TRINITY_DN123563_c0_g1_i5	NA	NA	NA	NA	0.200829946	unbias
TRINITY_DN123566_c0_g1_i3	NA	NA	NA	NA	0.009568957	unbias
TRINITY_DN123567_c1_g2_i2	NA	NA	NA	NA	-0.301656916	unbias
TRINITY_DN123569_c2_g1_i3	ccdc40	scaffold_754	2473	2473	0.200762662	unbias
TRINITY_DN123572_c2_g1_i2	NA	NA	NA	NA	0.116865543	unbias
TRINITY_DN123576_c0_g1_i2	NA	NA	NA	NA	-1.13127836	unbias
TRINITY_DN123577_c1_g2_i2	mmp15	Chr04	27674172	27674172	0.132725886	unbias
TRINITY_DN123579_c0_g3_i1	NA	NA	NA	NA	-0.61008227	unbias
TRINITY_DN123581_c0_g1_i2	NA	NA	NA	NA	0.515579499	unbias
TRINITY_DN123582_c0_g1_i2	NA	NA	NA	NA	-0.09358895	unbias
TRINITY_DN123582_c0_g2_i1	ndufa12	Chr03	47245640	47245640	0.252260698	unbias
TRINITY_DN123585_c5_g12_i2	NA	NA	NA	NA	-0.432930073	unbias
TRINITY_DN123585_c5_g2_i2	NA	NA	NA	NA	0.054263775	unbias
TRINITY_DN123585_c5_g3_i1	NA	NA	NA	NA	-0.317639523	unbias
TRINITY_DN123586_c0_g1_i1	NA	NA	NA	NA	0.064397239	unbias
TRINITY_DN123588_c0_g1_i1	NA	NA	NA	NA	-0.0953208	unbias
TRINITY_DN123589_c1_g1_i6	NA	NA	NA	NA	-0.652988693	unbias
TRINITY_DN123589_c1_g2_i1	NA	NA	NA	NA	-0.046648608	unbias
TRINITY_DN123591_c1_g1_i1	Xetrov90005583m	Chr02	91150132	91150132	0.124424505	unbias
TRINITY_DN123593_c0_g1_i5	NA	NA	NA	NA	-0.913933425	unbias
TRINITY_DN123593_c0_g5_i2	sec16b-like	Chr04	89140853	89140853	0.86080816	unbias
TRINITY_DN123593_c1_g3_i2	snx14	Chr05	87437720	87437720	-0.150535523	unbias
TRINITY_DN123594_c3_g1_i1	Xetrov90021824m	Chr08	95432654	95432654	-0.121864715	unbias
TRINITY_DN123595_c3_g2_i1	NA	NA	NA	NA	0.151051636	unbias
TRINITY_DN123596_c2_g1_i1	NA	NA	NA	NA	0.211558566	unbias
TRINITY_DN123597_c1_g2_i1	NA	NA	NA	NA	-0.174078038	unbias
TRINITY_DN123597_c2_g1_i2	NA	NA	NA	NA	0.153078223	unbias
TRINITY_DN123597_c2_g2_i1	NA	NA	NA	NA	-1.169880017	unbias
TRINITY_DN123597_c2_g3_i3	LOC100495696-like	Chr07	104191330	104191330	0.210094896	unbias
TRINITY_DN123597_c3_g1_i3	NA	NA	NA	NA	-0.195539231	unbias
TRINITY_DN123599_c6_g1_i3	NA	NA	NA	NA	-0.032460346	unbias
TRINITY_DN123599_c7_g4_i1	NA	NA	NA	NA	0.225784199	unbias
TRINITY_DN123599_c7_g5_i1	NA	NA	NA	NA	-0.215643791	unbias
TRINITY_DN123600_c3_g2_i1	NA	NA	NA	NA	0.058616697	unbias
TRINITY_DN123600_c3_g3_i2	NA	NA	NA	NA	-0.051029147	unbias
TRINITY_DN123601_c1_g5_i1	cyld	Chr04	53729930	53729930	-0.04118624	unbias
TRINITY_DN123601_c3_g9_i1	Xetrov90014623m	Chr05	109525298	109525298	-0.592346024	unbias
TRINITY_DN123602_c2_g2_i1	NA	NA	NA	NA	0.729685573	unbias
TRINITY_DN123602_c3_g2_i2	NA	NA	NA	NA	-0.029110434	unbias
TRINITY_DN123602_c3_g8_i2	NA	NA	NA	NA	-0.341522322	unbias
TRINITY_DN123604_c0_g5_i1	adal	Chr03	88227924	88227924	-1.545215168	unbias
TRINITY_DN123605_c0_g2_i1	tmem242	Chr05	41726247	41726247	0.05938029	unbias
TRINITY_DN123606_c3_g5_i2	NA	NA	NA	NA	0.10952816	unbias
TRINITY_DN123609_c1_g4_i6	NA	NA	NA	NA	1.261357395	unbias
TRINITY_DN123610_c0_g1_i3	Xetrov90013054m	Chr05	7059406	7059406	-1.138451032	unbias
TRINITY_DN123611_c3_g1_i3	fam83h	scaffold_4151	545	545	0.457716078	unbias
TRINITY_DN123611_c3_g4_i1	spock3	Chr01	41555975	41555975	0.292727506	unbias
TRINITY_DN123612_c1_g1_i5	NA	NA	NA	NA	-0.176367161	unbias
TRINITY_DN123612_c2_g1_i1	NA	NA	NA	NA	-0.463023834	unbias
TRINITY_DN123617_c0_g1_i1	NA	NA	NA	NA	-0.586989963	unbias
TRINITY_DN123618_c0_g1_i3	NA	NA	NA	NA	0.420356862	unbias
TRINITY_DN123619_c0_g1_i5	NA	NA	NA	NA	0.102160712	unbias
TRINITY_DN123620_c11_g1_i1	ftsj2	Chr09	25180224	25180224	-0.423765979	unbias
TRINITY_DN123620_c7_g1_i2	NA	NA	NA	NA	-0.728363503	unbias
TRINITY_DN123621_c0_g1_i2	NA	NA	NA	NA	0.466327833	unbias
TRINITY_DN123621_c0_g3_i1	NA	NA	NA	NA	0.05744291	unbias
TRINITY_DN123622_c3_g14_i5	NA	NA	NA	NA	0.06566306	unbias
TRINITY_DN123623_c0_g2_i1	LOC100492611-like	Chr08	3889497	3889497	-0.072942829	unbias
TRINITY_DN123626_c0_g1_i1	chd1	Chr01	173594979	173594979	0.14441008	unbias
TRINITY_DN123627_c0_g1_i1	nop58	Chr09	46859704	46859704	-0.651325947	unbias
TRINITY_DN123628_c0_g2_i3	NA	NA	NA	NA	-0.175451922	unbias
TRINITY_DN123629_c0_g1_i1	mtmr11	Chr08	107624098	107624098	-0.087427176	unbias
TRINITY_DN123632_c1_g1_i2	NA	NA	NA	NA	-0.648114916	unbias
TRINITY_DN123632_c2_g2_i5	lypla2	Chr02	86618203	86618203	0.219830559	unbias
TRINITY_DN123634_c0_g2_i1	NA	NA	NA	NA	-0.204635242	unbias
TRINITY_DN123637_c0_g1_i2	NA	NA	NA	NA	0.352933557	unbias
TRINITY_DN123637_c0_g2_i2	NA	NA	NA	NA	0.098209013	unbias
TRINITY_DN123638_c0_g1_i1	NA	NA	NA	NA	0.885316991	unbias
TRINITY_DN123639_c0_g1_i1	NA	NA	NA	NA	0.003989322	unbias
TRINITY_DN123639_c0_g2_i1	NA	NA	NA	NA	1.128270375	unbias
TRINITY_DN123640_c0_g1_i1	nrp1	Chr06	14461984	14461984	-0.427812568	unbias
TRINITY_DN123641_c0_g1_i3	dnajc19	scaffold_24	429451	429451	0.129016534	unbias
TRINITY_DN123643_c0_g1_i3	NA	NA	NA	NA	0.356963307	unbias
TRINITY_DN123644_c3_g2_i1	rab33b	Chr01	51662085	51662085	-0.226728486	unbias
TRINITY_DN123646_c0_g2_i3	usp13	Chr05	95267617	95267617	0.100983681	unbias
TRINITY_DN123648_c0_g1_i1	ubash3b	Chr07	88558299	88558299	-0.171293585	unbias
TRINITY_DN123648_c0_g2_i1	bend4-like	Chr01	28031281	28031281	-0.531957068	unbias
TRINITY_DN123648_c1_g1_i3	NA	NA	NA	NA	-0.531867255	unbias
TRINITY_DN123649_c4_g2_i1	fam3a	Chr08	8052968	8052968	-1.363726549	unbias
TRINITY_DN123649_c4_g5_i1	NA	NA	NA	NA	0.316774459	unbias
TRINITY_DN123649_c5_g1_i1	NA	NA	NA	NA	-0.246591316	unbias
TRINITY_DN123651_c1_g1_i2	NA	NA	NA	NA	-1.049393833	unbias
TRINITY_DN123654_c2_g1_i6	NA	NA	NA	NA	0.734312587	unbias
TRINITY_DN123654_c3_g1_i2	NA	NA	NA	NA	0.955818738	unbias
TRINITY_DN123655_c5_g3_i3	NA	NA	NA	NA	-0.436796718	unbias
TRINITY_DN123655_c7_g1_i1	NA	NA	NA	NA	-0.216603535	unbias
TRINITY_DN123657_c11_g1_i2	NA	NA	NA	NA	-1.625627563	unbias
TRINITY_DN123657_c12_g2_i6	NA	NA	NA	NA	0.293290996	unbias
TRINITY_DN123658_c3_g1_i2	NA	NA	NA	NA	0.27164594	unbias
TRINITY_DN123658_c3_g2_i6	NA	NA	NA	NA	0.190735985	unbias
TRINITY_DN123658_c4_g2_i1	NA	NA	NA	NA	0.044743091	unbias
TRINITY_DN123659_c0_g2_i1	NA	NA	NA	NA	-0.75920068	unbias
TRINITY_DN123662_c0_g1_i5	NA	NA	NA	NA	0.221970643	unbias
TRINITY_DN123664_c0_g1_i1	NA	NA	NA	NA	-0.494910628	unbias
TRINITY_DN123670_c1_g3_i1	NA	NA	NA	NA	0.194552197	unbias
TRINITY_DN123670_c2_g1_i1	NA	NA	NA	NA	-0.809620441	unbias
TRINITY_DN123671_c3_g4_i1	NA	NA	NA	NA	-0.457011773	unbias
TRINITY_DN123671_c4_g1_i1	NA	NA	NA	NA	1.30190295	unbias
TRINITY_DN123671_c4_g5_i1	NA	NA	NA	NA	1.143275413	unbias
TRINITY_DN123672_c0_g1_i1	NA	NA	NA	NA	0.128314731	unbias
TRINITY_DN123674_c0_g1_i5	NA	NA	NA	NA	0.299254427	unbias
TRINITY_DN123675_c0_g1_i1	cep120	Chr01	160685156	160685156	-0.459479406	unbias
TRINITY_DN123677_c5_g2_i1	arl9	Chr01	100796271	100796271	-0.920367918	unbias
TRINITY_DN123678_c2_g3_i3	NA	NA	NA	NA	0.037059453	unbias
TRINITY_DN123678_c2_g6_i3	opn4	Chr07	45844683	45844683	0.147222931	unbias
TRINITY_DN123679_c0_g1_i1	NA	NA	NA	NA	-0.602618389	unbias
TRINITY_DN123687_c3_g3_i3	NA	NA	NA	NA	0.582195652	unbias
TRINITY_DN123689_c1_g1_i4	NA	NA	NA	NA	-0.062036498	unbias
TRINITY_DN123691_c0_g1_i2	NA	NA	NA	NA	0.371740329	unbias
TRINITY_DN123699_c0_g1_i1	NA	NA	NA	NA	-1.360198723	unbias
TRINITY_DN123702_c4_g2_i2	NA	NA	NA	NA	0.753554961	unbias
TRINITY_DN123703_c0_g1_i1	NA	NA	NA	NA	0.406834217	unbias
