gid	gname	chr	start	end	logFC.XY43.XX43
TRINITY_DN113314_c0_g4_i1	NA	NA	NA	NA	-0.616339299
TRINITY_DN113317_c0_g1_i1	cat.2	Chr04	7382030	7382030	0.036820849
TRINITY_DN113319_c0_g1_i2	NA	NA	NA	NA	0.404996616
TRINITY_DN113321_c0_g1_i1	NA	NA	NA	NA	-0.403865806
TRINITY_DN113325_c0_g1_i2	NA	NA	NA	NA	-0.494226671
TRINITY_DN113329_c0_g1_i1	NA	NA	NA	NA	-0.872400619
TRINITY_DN113330_c0_g1_i1	NA	NA	NA	NA	-0.489869419
TRINITY_DN113332_c0_g1_i1	NA	NA	NA	NA	-0.267303674
TRINITY_DN113341_c0_g1_i2	map3k1	Chr01	178057194	178057194	-0.520595751
TRINITY_DN113344_c0_g1_i1	NA	NA	NA	NA	-0.253489966
TRINITY_DN113348_c0_g1_i1	icmt	Chr07	90580244	90580244	-0.161513387
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	7.537763162
TRINITY_DN113350_c0_g1_i1	mgat5	Chr09	79237234	79237234	0.672633238
TRINITY_DN113351_c0_g2_i1	LOC100485719-like	Chr08	49596217	49596217	0.382719051
TRINITY_DN113351_c0_g3_i1	NA	NA	NA	NA	0.246849345
TRINITY_DN113355_c0_g1_i2	NA	NA	NA	NA	-0.720039164
TRINITY_DN113356_c0_g2_i1	mmp15	Chr04	27674172	27674172	-0.423233366
TRINITY_DN113362_c0_g2_i1	NA	NA	NA	NA	-1.207094734
TRINITY_DN113363_c0_g1_i1	fhdc1	Chr01	46032260	46032260	0.018565964
TRINITY_DN113365_c0_g1_i3	NA	NA	NA	NA	-0.089261709
TRINITY_DN113368_c0_g1_i3	NA	NA	NA	NA	-0.561083163
TRINITY_DN113377_c0_g2_i1	NA	NA	NA	NA	-0.253849243
TRINITY_DN113378_c0_g1_i1	serpinb5	Chr06	52436006	52436006	-0.475147667
TRINITY_DN113379_c0_g1_i1	NA	NA	NA	NA	-0.139594066
TRINITY_DN113380_c0_g1_i1	NA	NA	NA	NA	-0.571524879
TRINITY_DN113383_c0_g1_i1	NA	NA	NA	NA	-0.299461914
TRINITY_DN113388_c0_g1_i2	NA	NA	NA	NA	-0.014744682
TRINITY_DN113391_c0_g1_i1	NA	NA	NA	NA	-0.588511399
TRINITY_DN113395_c0_g1_i5	rara	scaffold_39	621792	621792	-0.387007196
TRINITY_DN113396_c0_g1_i1	LOC100485616	Chr01	145759872	145759872	-0.523666824
TRINITY_DN113403_c0_g2_i2	tnks-like	Chr01	78868911	78868911	-0.213864914
TRINITY_DN113404_c0_g1_i1	NA	NA	NA	NA	0.165236685
TRINITY_DN113418_c0_g1_i1	NA	NA	NA	NA	-0.087234777
TRINITY_DN113419_c0_g3_i1	NA	NA	NA	NA	-0.854258254
TRINITY_DN113424_c0_g1_i1	NA	NA	NA	NA	-0.506875017
TRINITY_DN113427_c0_g3_i2	NA	NA	NA	NA	-0.166892806
TRINITY_DN113429_c0_g1_i1	lamp3-like	Chr05	96607431	96607431	-0.846236354
TRINITY_DN113434_c0_g1_i1	tyr	Chr02	164573784	164573784	0.388531622
TRINITY_DN113437_c0_g2_i1	bbs2	Chr04	54282510	54282510	0.579943906
TRINITY_DN113438_c0_g1_i1	NA	NA	NA	NA	-0.297951986
TRINITY_DN113439_c0_g1_i1	NA	NA	NA	NA	0.068895325
TRINITY_DN113440_c0_g1_i1	NA	NA	NA	NA	-0.34507396
TRINITY_DN113447_c0_g1_i1	NA	NA	NA	NA	-0.267499179
TRINITY_DN113449_c0_g1_i2	NA	NA	NA	NA	-0.287236898
TRINITY_DN113456_c0_g1_i1	NA	NA	NA	NA	-0.171340608
TRINITY_DN113457_c0_g1_i1	NA	NA	NA	NA	-0.355528055
TRINITY_DN113458_c0_g2_i1	NA	NA	NA	NA	-0.006388068
TRINITY_DN113466_c0_g1_i2	NA	NA	NA	NA	-0.276922485
TRINITY_DN113472_c0_g1_i2	NA	NA	NA	NA	0.016276762
TRINITY_DN113473_c0_g1_i2	aadacl4	Chr07	77113918	77113918	-0.109022695
TRINITY_DN113475_c0_g1_i2	NA	NA	NA	NA	0.931282316
TRINITY_DN113480_c0_g1_i2	NA	NA	NA	NA	0.761903261
TRINITY_DN113496_c0_g1_i1	kcne1-like	Chr02	10338924	10338924	-0.255502332
TRINITY_DN113502_c0_g1_i1	fam110c	Chr05	129693386	129693386	0.028407861
TRINITY_DN113504_c0_g5_i1	NA	NA	NA	NA	0.112949487
TRINITY_DN113505_c0_g1_i1	tia1	Chr03	112185368	112185368	0.279716762
TRINITY_DN113508_c0_g1_i1	hmgb2	Chr01	39547683	39547683	0.463413672
TRINITY_DN113510_c0_g1_i3	NA	NA	NA	NA	0.294499638
TRINITY_DN113511_c0_g2_i1	NA	NA	NA	NA	-0.254694715
TRINITY_DN113525_c0_g1_i1	NA	NA	NA	NA	-0.268334907
TRINITY_DN113528_c0_g1_i1	Xetrov90013120m	Chr05	12633371	12633371	0.044855119
TRINITY_DN113530_c0_g1_i1	LOC101734368	Chr02	52886226	52886226	-0.065168841
TRINITY_DN113538_c0_g1_i1	NA	NA	NA	NA	-4.238794732
TRINITY_DN113539_c0_g3_i1	NA	NA	NA	NA	-0.032529313
TRINITY_DN113544_c2_g2_i1	cdkn2aipnl	Chr03	17454554	17454554	-0.200046622
TRINITY_DN113544_c2_g3_i1	NA	NA	NA	NA	-0.14842143
TRINITY_DN113546_c0_g1_i1	NA	NA	NA	NA	0.252074291
TRINITY_DN113551_c0_g1_i2	rcan3	Chr02	85981890	85981890	-0.443884198
TRINITY_DN113554_c0_g1_i2	NA	NA	NA	NA	-0.18476776
TRINITY_DN113556_c0_g1_i2	NA	NA	NA	NA	-0.535321672
TRINITY_DN113560_c0_g1_i1	NA	NA	NA	NA	-0.087784492
TRINITY_DN113561_c0_g1_i1	NA	NA	NA	NA	-0.69231514
TRINITY_DN113566_c0_g1_i3	cxxc4	Chr01	63487626	63487626	0.427622653
TRINITY_DN113579_c0_g1_i1	NA	NA	NA	NA	-0.127948579
TRINITY_DN113584_c0_g1_i1	NA	NA	NA	NA	0.692616966
TRINITY_DN113585_c0_g1_i1	NA	NA	NA	NA	-0.9167754
TRINITY_DN113586_c0_g1_i3	obfc1	Chr07	19734649	19734649	-0.645675907
TRINITY_DN113587_c0_g1_i2	NA	NA	NA	NA	0.121569316
TRINITY_DN113591_c0_g1_i1	NA	NA	NA	NA	0.500316815
TRINITY_DN113593_c0_g1_i1	ccdc28a-like	Chr05	65282772	65282772	-0.400137706
TRINITY_DN113595_c0_g2_i2	NA	NA	NA	NA	0.339012787
TRINITY_DN113603_c0_g1_i1	snx33	Chr03	83668222	83668222	-0.308463591
TRINITY_DN113603_c0_g2_i1	NA	NA	NA	NA	0.858944678
TRINITY_DN113607_c0_g1_i1	mgat4b	Chr02	109412172	109412172	-0.472989037
TRINITY_DN113610_c0_g1_i1	NA	NA	NA	NA	0.515510405
TRINITY_DN113611_c0_g1_i1	NA	NA	NA	NA	-0.308267204
TRINITY_DN113613_c0_g3_i1	NA	NA	NA	NA	-0.366672537
TRINITY_DN113614_c0_g1_i2	NA	NA	NA	NA	-0.619118558
TRINITY_DN113615_c0_g1_i1	NA	NA	NA	NA	0.346747371
TRINITY_DN113622_c0_g1_i1	NA	NA	NA	NA	-0.49503546
TRINITY_DN113630_c0_g1_i1	ptprd	Chr01	113906640	113906640	-0.62588727
TRINITY_DN113633_c0_g1_i1	NA	NA	NA	NA	-0.362725894
TRINITY_DN113644_c0_g1_i2	NA	NA	NA	NA	0.389718155
TRINITY_DN113645_c0_g1_i1	klhl38-like	scaffold_81	503678	503678	0.100083531
TRINITY_DN113662_c0_g1_i2	NA	NA	NA	NA	-0.340561022
TRINITY_DN113665_c0_g3_i1	NA	NA	NA	NA	-0.468729634
TRINITY_DN113666_c1_g1_i1	pnkd	Chr09	76946255	76946255	-0.337140133
TRINITY_DN113666_c2_g3_i1	mcfd2	Chr05	16256639	16256639	0.089041226
TRINITY_DN113669_c0_g2_i1	NA	NA	NA	NA	1.139375952
TRINITY_DN113670_c0_g1_i2	NA	NA	NA	NA	0.402492111
TRINITY_DN113672_c0_g1_i1	LOC100497863	Chr08	54997170	54997170	-0.424317853
TRINITY_DN113676_c0_g3_i1	hoxa2	Chr06	32956679	32956679	0.040694125
TRINITY_DN113679_c0_g1_i1	NA	NA	NA	NA	-0.628052603
TRINITY_DN113680_c0_g1_i1	NA	NA	NA	NA	-0.086373972
TRINITY_DN113682_c0_g1_i1	NA	NA	NA	NA	-0.10149103
TRINITY_DN113688_c0_g1_i2	acbd5	Chr06	16659539	16659539	0.305940741
TRINITY_DN113694_c0_g1_i3	NA	NA	NA	NA	0.694635628
TRINITY_DN113694_c1_g1_i7	them6	Chr06	133766902	133766902	1.739965328
TRINITY_DN113697_c0_g1_i2	sec24a-like	Chr03	17168755	17168755	-0.095761785
TRINITY_DN113698_c0_g2_i1	NA	NA	NA	NA	-0.071350671
TRINITY_DN113703_c0_g1_i1	NA	NA	NA	NA	0.804664653
TRINITY_DN113704_c0_g1_i1	NA	NA	NA	NA	-0.055372347
TRINITY_DN113710_c0_g1_i2	NA	NA	NA	NA	0.547256638
TRINITY_DN113711_c0_g1_i1	NA	NA	NA	NA	-0.181179023
TRINITY_DN113720_c2_g1_i7	ccdc177	Chr08	89637096	89637096	-0.396597315
TRINITY_DN113724_c0_g1_i1	chek1	Chr07	65890649	65890649	-0.334198553
TRINITY_DN113732_c1_g1_i1	NA	NA	NA	NA	-0.066123752
TRINITY_DN113738_c0_g2_i6	NA	NA	NA	NA	0.324870953
TRINITY_DN113739_c0_g2_i1	NA	NA	NA	NA	-0.048762375
TRINITY_DN113752_c0_g1_i2	NA	NA	NA	NA	0.287411471
TRINITY_DN113753_c1_g1_i1	NA	NA	NA	NA	-0.300971212
TRINITY_DN113753_c2_g1_i1	NA	NA	NA	NA	0.108348909
TRINITY_DN113760_c0_g3_i2	NA	NA	NA	NA	-2.661188095
TRINITY_DN113767_c0_g1_i1	NA	NA	NA	NA	-0.973982748
TRINITY_DN113773_c0_g1_i1	NA	NA	NA	NA	0.781260235
TRINITY_DN113777_c0_g1_i1	acvr2a	Chr09	72087934	72087934	-0.087819554
TRINITY_DN113789_c0_g1_i1	NA	NA	NA	NA	-0.153358867
TRINITY_DN113790_c0_g2_i2	NA	NA	NA	NA	0.133495323
TRINITY_DN113791_c0_g1_i2	opn1sw	Chr03	79523990	79523990	-0.522125509
TRINITY_DN113795_c0_g1_i4	NA	NA	NA	NA	0.072455204
TRINITY_DN113797_c0_g1_i1	LOC779492	Chr02	78343548	78343548	0.520777585
TRINITY_DN113800_c1_g1_i4	NA	NA	NA	NA	-0.297650915
TRINITY_DN113801_c0_g1_i2	NA	NA	NA	NA	0.052404996
TRINITY_DN113807_c0_g1_i1	NA	NA	NA	NA	-0.691750295
TRINITY_DN113809_c0_g1_i2	NA	NA	NA	NA	-0.337181918
TRINITY_DN113811_c0_g1_i1	NA	NA	NA	NA	0.000621193
TRINITY_DN113813_c0_g1_i1	ppm1l-like	Chr05	103242943	103242943	-0.90047707
TRINITY_DN113814_c0_g1_i1	kpna4	Chr05	103400419	103400419	0.105927217
TRINITY_DN113815_c0_g1_i1	awat1	Chr05	121697508	121697508	-0.268974202
TRINITY_DN113820_c0_g1_i1	NA	NA	NA	NA	-1.233174452
TRINITY_DN113825_c0_g1_i1	NA	NA	NA	NA	0.324290884
TRINITY_DN113836_c0_g1_i1	NA	NA	NA	NA	0.43110006
TRINITY_DN113839_c0_g2_i1	NA	NA	NA	NA	0.132937849
TRINITY_DN113847_c0_g1_i1	NA	NA	NA	NA	-0.24457028
TRINITY_DN113850_c0_g1_i2	NA	NA	NA	NA	-0.224788533
TRINITY_DN113857_c0_g2_i1	NA	NA	NA	NA	0.089434706
TRINITY_DN113859_c0_g2_i2	NA	NA	NA	NA	-0.700332767
TRINITY_DN113862_c0_g1_i1	NA	NA	NA	NA	-0.194171334
TRINITY_DN113867_c0_g2_i1	NA	NA	NA	NA	0.714414164
TRINITY_DN113869_c0_g1_i1	NA	NA	NA	NA	-0.216480101
TRINITY_DN113878_c0_g2_i2	NA	NA	NA	NA	0.371800987
TRINITY_DN113884_c0_g1_i2	NA	NA	NA	NA	0.320669861
TRINITY_DN113887_c0_g1_i1	naa30-like	Chr08	83577765	83577765	0.721336973
TRINITY_DN113893_c0_g1_i1	NA	NA	NA	NA	0.058723721
TRINITY_DN113893_c0_g2_i1	LOC100487774	Chr05	54154690	54154690	0.122995812
TRINITY_DN113894_c0_g1_i1	lpcat4	Chr01	130496211	130496211	-0.392770709
TRINITY_DN113900_c0_g1_i1	med27-like	Chr08	6457369	6457369	-0.002207371
TRINITY_DN113908_c0_g1_i2	NA	NA	NA	NA	0.141481227
TRINITY_DN113911_c0_g2_i1	NA	NA	NA	NA	-0.018834957
TRINITY_DN113912_c0_g1_i1	NA	NA	NA	NA	0.3414948
TRINITY_DN113913_c0_g1_i4	NA	NA	NA	NA	-0.078177804
TRINITY_DN113918_c0_g1_i23	NA	NA	NA	NA	0.078974491
TRINITY_DN113919_c0_g2_i1	NA	NA	NA	NA	-0.093530313
TRINITY_DN113924_c0_g1_i1	abce1	Chr01	49660265	49660265	-0.227637343
TRINITY_DN113925_c0_g1_i1	NA	NA	NA	NA	0.084074259
TRINITY_DN113925_c0_g8_i1	asap3	Chr02	52719755	52719755	-0.082491757
TRINITY_DN113938_c0_g1_i1	NA	NA	NA	NA	-0.976970647
TRINITY_DN113950_c0_g1_i2	NA	NA	NA	NA	-0.374763124
TRINITY_DN113958_c0_g1_i1	nup43	Chr05	61915462	61915462	-0.264677632
TRINITY_DN113968_c0_g1_i1	NA	NA	NA	NA	-0.537371887
TRINITY_DN113971_c0_g1_i1	NA	NA	NA	NA	-0.273711226
TRINITY_DN113980_c0_g1_i2	NA	NA	NA	NA	-0.324382634
TRINITY_DN113982_c0_g1_i1	arrdc4	Chr03	104698395	104698395	0.658718993
TRINITY_DN113985_c0_g1_i1	NA	NA	NA	NA	0.103217925
TRINITY_DN113987_c0_g1_i2	NA	NA	NA	NA	-0.062156816
TRINITY_DN113992_c0_g1_i1	NA	NA	NA	NA	-0.709869087
TRINITY_DN113997_c0_g1_i1	NA	NA	NA	NA	-1.182769852
TRINITY_DN114008_c0_g1_i3	NA	NA	NA	NA	-0.119225377
TRINITY_DN114019_c0_g1_i2	pfdn5	Chr02	144304219	144304219	0.575225965
TRINITY_DN114021_c0_g1_i2	NA	NA	NA	NA	-0.784181751
TRINITY_DN114023_c0_g1_i1	NA	NA	NA	NA	-0.378029709
TRINITY_DN114026_c0_g1_i2	NA	NA	NA	NA	-0.77237762
TRINITY_DN114028_c1_g2_i1	NA	NA	NA	NA	0.162225684
TRINITY_DN114033_c0_g3_i2	NA	NA	NA	NA	-2.843029913
TRINITY_DN114035_c0_g2_i1	NA	NA	NA	NA	-0.182527614
TRINITY_DN114037_c0_g2_i2	NA	NA	NA	NA	0.616941741
TRINITY_DN114038_c0_g1_i2	rtn4rl1	Chr02	28055999	28055999	-0.09481323
TRINITY_DN114044_c0_g2_i5	NA	NA	NA	NA	0.636165289
TRINITY_DN114045_c0_g1_i2	NA	NA	NA	NA	0.095892063
TRINITY_DN114046_c0_g1_i1	NA	NA	NA	NA	0.297906131
TRINITY_DN114047_c0_g1_i2	NA	NA	NA	NA	0.139822852
TRINITY_DN114051_c0_g1_i1	c1qtnf7	Chr01	17071229	17071229	0.525452264
TRINITY_DN114052_c0_g1_i1	NA	NA	NA	NA	-0.197942182
TRINITY_DN114055_c0_g1_i1	gadd45gip1	Chr03	128854910	128854910	0.407723049
TRINITY_DN114057_c0_g1_i1	NA	NA	NA	NA	1.951649012
TRINITY_DN114062_c0_g1_i1	NA	NA	NA	NA	0.547590806
TRINITY_DN114065_c0_g1_i1	NA	NA	NA	NA	0.069244139
TRINITY_DN114066_c1_g1_i1	NA	NA	NA	NA	-0.771517965
TRINITY_DN114068_c0_g1_i2	NA	NA	NA	NA	-1.951662914
TRINITY_DN114069_c0_g1_i1	elovl2	Chr06	84737019	84737019	0.583948399
TRINITY_DN114071_c0_g1_i1	NA	NA	NA	NA	0.531333267
TRINITY_DN114075_c0_g2_i1	LOC100494454	Chr03	35085386	35085386	0.450765756
TRINITY_DN114085_c0_g1_i1	NA	NA	NA	NA	-0.616677501
TRINITY_DN114087_c0_g1_i2	rsph6a	Chr08	49896185	49896185	0.37726709
TRINITY_DN114088_c0_g1_i1	NA	NA	NA	NA	0.492016041
TRINITY_DN114090_c0_g1_i1	NA	NA	NA	NA	0.057283027
TRINITY_DN114091_c0_g2_i3	ern2	Chr09	15406472	15406472	0.285768799
TRINITY_DN114093_c0_g1_i1	NA	NA	NA	NA	0.161791478
TRINITY_DN114108_c0_g2_i1	NA	NA	NA	NA	-0.016428058
TRINITY_DN114112_c0_g1_i2	NA	NA	NA	NA	-0.316366746
TRINITY_DN114116_c0_g1_i2	NA	NA	NA	NA	-0.364299034
TRINITY_DN114117_c0_g1_i3	chd1	Chr01	173594979	173594979	-1.3916335
TRINITY_DN114119_c0_g1_i1	nacc2	scaffold_361	41995	41995	-0.284278194
TRINITY_DN114120_c0_g1_i1	LOC100485912	Chr08	117133503	117133503	0.094199991
TRINITY_DN114125_c0_g1_i1	NA	NA	NA	NA	0.382007885
TRINITY_DN114128_c0_g1_i1	NA	NA	NA	NA	-0.003804012
TRINITY_DN114132_c1_g1_i2	NA	NA	NA	NA	-0.116245204
TRINITY_DN114143_c0_g1_i3	NA	NA	NA	NA	-0.200442644
TRINITY_DN114144_c0_g1_i1	LOC100491657	Chr02	150722779	150722779	-0.045314114
TRINITY_DN114145_c0_g2_i1	NA	NA	NA	NA	-0.040450812
TRINITY_DN114147_c0_g2_i4	xylt2	Chr10	35342945	35342945	0.364631588
TRINITY_DN114151_c0_g2_i1	NA	NA	NA	NA	-0.079283412
TRINITY_DN114153_c0_g2_i1	NA	NA	NA	NA	-1.099554278
TRINITY_DN114153_c0_g3_i1	s100z	Chr01	164876388	164876388	-0.5413362
TRINITY_DN114153_c0_g4_i1	NA	NA	NA	NA	-1.296921748
TRINITY_DN114158_c0_g1_i3	NA	NA	NA	NA	0.276443326
TRINITY_DN114162_c0_g2_i5	cux1	Chr02	41999416	41999416	0.054931856
TRINITY_DN114164_c0_g1_i1	NA	NA	NA	NA	0.247917889
TRINITY_DN114178_c0_g1_i2	cdk15	Chr09	47094605	47094605	-0.404193551
TRINITY_DN114179_c5_g1_i1	NA	NA	NA	NA	0.033463866
TRINITY_DN114180_c0_g1_i1	NA	NA	NA	NA	0.460440146
TRINITY_DN114182_c0_g2_i1	NA	NA	NA	NA	-0.348452044
TRINITY_DN114188_c0_g1_i1	NA	NA	NA	NA	0.238036148
TRINITY_DN114189_c0_g1_i1	NA	NA	NA	NA	-0.357914159
TRINITY_DN114190_c0_g1_i2	naa20	Chr05	24499766	24499766	-0.411633769
TRINITY_DN114194_c0_g1_i1	NA	NA	NA	NA	0.287313556
TRINITY_DN114195_c0_g1_i1	atl1	Chr08	72116382	72116382	0.548010446
TRINITY_DN114202_c0_g1_i1	NA	NA	NA	NA	0.359444081
TRINITY_DN114203_c0_g1_i2	NA	NA	NA	NA	-0.276064255
TRINITY_DN114211_c0_g1_i2	NA	NA	NA	NA	0.032763225
TRINITY_DN114220_c0_g1_i1	NA	NA	NA	NA	-0.229335537
TRINITY_DN114222_c0_g1_i1	NA	NA	NA	NA	0.10677829
TRINITY_DN114223_c0_g2_i3	NA	NA	NA	NA	-0.346462324
TRINITY_DN114225_c0_g1_i1	NA	NA	NA	NA	0.632735292
TRINITY_DN114226_c0_g2_i1	NA	NA	NA	NA	0.047895394
TRINITY_DN114230_c0_g1_i1	NA	NA	NA	NA	-0.309399984
TRINITY_DN114231_c0_g1_i1	NA	NA	NA	NA	-0.402503972
TRINITY_DN114233_c0_g1_i1	NA	NA	NA	NA	-0.064223784
TRINITY_DN114238_c0_g1_i2	NA	NA	NA	NA	-0.377218701
TRINITY_DN114241_c0_g1_i1	bach1	Chr02	12416636	12416636	0.240571061
TRINITY_DN114242_c0_g1_i3	NA	NA	NA	NA	-0.444446881
TRINITY_DN114244_c0_g1_i3	NA	NA	NA	NA	-0.717912671
TRINITY_DN114246_c0_g1_i1	NA	NA	NA	NA	0.152548657
TRINITY_DN114253_c0_g1_i1	NA	NA	NA	NA	0.817068689
TRINITY_DN114254_c0_g1_i1	NA	NA	NA	NA	-0.849043678
TRINITY_DN114256_c0_g1_i1	NA	NA	NA	NA	-0.393335565
TRINITY_DN114258_c0_g1_i1	NA	NA	NA	NA	0.573514781
TRINITY_DN114273_c0_g1_i1	NA	NA	NA	NA	-0.081392823
TRINITY_DN114274_c0_g4_i1	NA	NA	NA	NA	-0.110622095
TRINITY_DN114278_c2_g1_i2	fbxo4	Chr01	182569616	182569616	-0.701100916
TRINITY_DN114281_c2_g1_i1	NA	NA	NA	NA	0.791890361
TRINITY_DN114286_c0_g1_i4	NA	NA	NA	NA	0.247676163
TRINITY_DN114294_c0_g1_i1	meis1	Chr05	30043942	30043942	0.086041461
TRINITY_DN114295_c0_g1_i1	NA	NA	NA	NA	0.535290693
TRINITY_DN114298_c0_g1_i1	NA	NA	NA	NA	-0.110746919
TRINITY_DN114304_c0_g1_i2	id4	Chr06	47656163	47656163	0.027650225
TRINITY_DN11430_c0_g2_i1	pmpcb	Chr03	68274680	68274680	0.062871831
TRINITY_DN114311_c0_g4_i2	NA	NA	NA	NA	0.068951092
TRINITY_DN114312_c1_g1_i5	LOC100496417	Chr02	103330730	103330730	-0.113966304
TRINITY_DN114316_c0_g2_i2	nek2-like.2	Chr08	110084194	110084194	0.430643214
TRINITY_DN114318_c0_g1_i2	NA	NA	NA	NA	-0.147632992
TRINITY_DN114324_c0_g1_i1	NA	NA	NA	NA	0.293303119
TRINITY_DN114327_c0_g1_i1	NA	NA	NA	NA	-0.236346517
TRINITY_DN114328_c0_g1_i1	ppp3cc	Chr07	31360917	31360917	0.052446594
TRINITY_DN114329_c0_g5_i1	bcs1l	Chr09	77221171	77221171	-0.551295055
TRINITY_DN114332_c0_g1_i1	NA	NA	NA	NA	-0.014703309
TRINITY_DN114335_c0_g1_i1	NA	NA	NA	NA	-0.333543324
TRINITY_DN114336_c0_g1_i2	NA	NA	NA	NA	-0.02707268
TRINITY_DN114338_c0_g2_i2	NA	NA	NA	NA	-1.184907945
TRINITY_DN114338_c0_g3_i1	NA	NA	NA	NA	-0.551551204
TRINITY_DN114340_c0_g2_i2	NA	NA	NA	NA	-0.11553638
TRINITY_DN114340_c0_g3_i1	NA	NA	NA	NA	-0.877513112
TRINITY_DN114342_c0_g1_i1	NA	NA	NA	NA	0.208589532
TRINITY_DN114344_c0_g2_i1	NA	NA	NA	NA	0.106486347
TRINITY_DN114345_c1_g2_i1	NA	NA	NA	NA	-0.249840567
TRINITY_DN114351_c0_g1_i1	NA	NA	NA	NA	0.808441924
TRINITY_DN114355_c0_g1_i1	NA	NA	NA	NA	-0.585143526
TRINITY_DN114357_c0_g1_i1	NA	NA	NA	NA	0.568391242
TRINITY_DN114358_c0_g2_i1	NA	NA	NA	NA	0.534071425
TRINITY_DN114368_c0_g1_i1	NA	NA	NA	NA	0.031662604
TRINITY_DN114371_c1_g1_i3	NA	NA	NA	NA	0.718971702
TRINITY_DN114379_c0_g2_i1	NA	NA	NA	NA	-0.681765007
TRINITY_DN114381_c0_g2_i1	NA	NA	NA	NA	-0.207763394
TRINITY_DN114383_c0_g1_i2	NA	NA	NA	NA	0.413965394
TRINITY_DN114385_c0_g1_i1	NA	NA	NA	NA	-0.336045784
TRINITY_DN114388_c0_g1_i1	efemp2	Chr04	37822660	37822660	-0.493720242
TRINITY_DN114391_c0_g1_i1	NA	NA	NA	NA	-0.001988955
TRINITY_DN114393_c2_g1_i1	NA	NA	NA	NA	-0.573140343
TRINITY_DN114393_c2_g3_i1	NA	NA	NA	NA	-0.539409934
TRINITY_DN114395_c0_g1_i1	NA	NA	NA	NA	-0.606313991
TRINITY_DN114396_c0_g2_i1	NA	NA	NA	NA	0.120205492
TRINITY_DN114398_c0_g1_i2	NA	NA	NA	NA	-0.159066551
TRINITY_DN114406_c0_g1_i1	NA	NA	NA	NA	0.715818695
TRINITY_DN114408_c0_g1_i1	LOC100493404	Chr07	67751929	67751929	0.006329386
TRINITY_DN114409_c0_g2_i1	NA	NA	NA	NA	1.10694863
TRINITY_DN114415_c0_g1_i1	lrrc45-like	Chr10	18407371	18407371	-0.254276328
TRINITY_DN114416_c0_g2_i3	NA	NA	NA	NA	-0.097047989
TRINITY_DN114427_c0_g1_i2	NA	NA	NA	NA	-0.161171942
TRINITY_DN114438_c0_g5_i1	NA	NA	NA	NA	-0.426584191
TRINITY_DN114439_c1_g1_i1	LOC101733385	Chr02	154845193	154845193	-0.087981586
TRINITY_DN114440_c0_g1_i1	khdrbs1	Chr02	82375223	82375223	-0.072349063
TRINITY_DN114440_c0_g2_i1	NA	NA	NA	NA	-0.091550673
TRINITY_DN114440_c1_g2_i1	NA	NA	NA	NA	0.571745729
TRINITY_DN114442_c0_g4_i1	NA	NA	NA	NA	0.002609519
TRINITY_DN114446_c0_g1_i1	gjb3	Chr02	85066401	85066401	-0.883203232
TRINITY_DN114446_c1_g1_i2	LOC100494131	Chr07	103073032	103073032	-1.003316082
TRINITY_DN114448_c0_g1_i1	NA	NA	NA	NA	-0.211225286
TRINITY_DN114451_c0_g1_i2	NA	NA	NA	NA	-0.567700324
TRINITY_DN114452_c0_g1_i1	NA	NA	NA	NA	2.441741817
TRINITY_DN114459_c0_g1_i1	NA	NA	NA	NA	-0.099556502
TRINITY_DN114469_c0_g1_i3	NA	NA	NA	NA	-0.000512177
TRINITY_DN114469_c0_g2_i1	NA	NA	NA	NA	-0.216068709
TRINITY_DN114471_c0_g1_i1	NA	NA	NA	NA	-0.092760022
TRINITY_DN114478_c0_g1_i1	idh3g	Chr08	8969028	8969028	-0.270758815
TRINITY_DN114481_c0_g1_i1	NA	NA	NA	NA	-0.01786605
TRINITY_DN114486_c0_g2_i1	NA	NA	NA	NA	-0.139469441
TRINITY_DN114490_c0_g2_i1	NA	NA	NA	NA	0.416516336
TRINITY_DN114496_c0_g1_i1	NA	NA	NA	NA	-0.04023809
TRINITY_DN114499_c0_g1_i3	NA	NA	NA	NA	0.185045008
TRINITY_DN114501_c0_g1_i2	NA	NA	NA	NA	-0.316087485
TRINITY_DN114502_c0_g1_i2	NA	NA	NA	NA	-0.310129076
TRINITY_DN114504_c0_g2_i2	NA	NA	NA	NA	-0.03887592
TRINITY_DN114505_c0_g2_i2	NA	NA	NA	NA	-0.217017595
TRINITY_DN114508_c0_g1_i2	NA	NA	NA	NA	0.038895796
TRINITY_DN114515_c0_g1_i1	NA	NA	NA	NA	-0.450247193
TRINITY_DN114517_c0_g1_i1	NA	NA	NA	NA	-0.055931926
TRINITY_DN114521_c0_g1_i1	NA	NA	NA	NA	-0.656646863
TRINITY_DN114526_c0_g1_i1	srgap1	Chr03	47804252	47804252	-0.383718738
TRINITY_DN114531_c1_g1_i2	LOC100494506-like	Chr01	82847293	82847293	-0.123883208
TRINITY_DN114532_c0_g1_i3	NA	NA	NA	NA	0.235520462
TRINITY_DN114534_c0_g1_i2	NA	NA	NA	NA	0.623544438
TRINITY_DN114538_c1_g2_i1	NA	NA	NA	NA	0.271440925
TRINITY_DN114540_c0_g1_i2	NA	NA	NA	NA	-0.614428248
TRINITY_DN114541_c0_g1_i14	NA	NA	NA	NA	0.118646742
TRINITY_DN114543_c0_g2_i1	NA	NA	NA	NA	2.564921693
TRINITY_DN114544_c0_g1_i1	NA	NA	NA	NA	-0.105472545
