gid	gname	chr	start	end	logFC.XY43.XX43	
TRINITY_DN119570_c0_g2_i5	NA	NA	NA	NA	-0.365866317	unbias
TRINITY_DN119574_c0_g1_i1	NA	NA	NA	NA	-0.455575176	unbias
TRINITY_DN119577_c0_g1_i2	NA	NA	NA	NA	0.958822319	unbias
TRINITY_DN119578_c0_g1_i1	gtpbp10	Chr06	20883666	20883666	-0.0187879	unbias
TRINITY_DN119578_c1_g1_i1	NA	NA	NA	NA	0.246870386	unbias
TRINITY_DN119579_c0_g1_i1	NA	NA	NA	NA	-0.195882453	unbias
TRINITY_DN119580_c0_g1_i7	filip1l	Chr02	30551451	30551451	0.408121922	unbias
TRINITY_DN119580_c0_g3_i1	Xetrov90021662m	Chr08	87742666	87742666	0.226796762	unbias
TRINITY_DN119581_c0_g1_i1	NA	NA	NA	NA	-0.235684275	unbias
TRINITY_DN119582_c0_g1_i1	NA	NA	NA	NA	0.454153625	unbias
TRINITY_DN119585_c0_g1_i1	pes1	Chr01	131788303	131788303	-0.288711982	unbias
TRINITY_DN119586_c0_g3_i1	Xetrov90012386m	Chr04	109890106	109890106	0.045657455	unbias
TRINITY_DN119587_c0_g1_i2	NA	NA	NA	NA	0.205197538	unbias
TRINITY_DN119588_c0_g1_i1	gle1-like	Chr08	4208561	4208561	0.018650933	unbias
TRINITY_DN119590_c0_g4_i1	tor1b	Chr08	4491463	4491463	-0.271787959	unbias
TRINITY_DN119591_c0_g2_i6	Xetrov90028445m	scaffold_384	7659	7659	-0.115826169	unbias
TRINITY_DN119592_c2_g1_i2	NA	NA	NA	NA	0.885964534	unbias
TRINITY_DN119593_c1_g2_i2	NA	NA	NA	NA	0.044063317	unbias
TRINITY_DN119594_c0_g1_i1	slc27a6	Chr01	158933233	158933233	-0.656990397	unbias
TRINITY_DN119597_c0_g2_i1	Xetrov90023365m	Chr09	16264600	16264600	-0.055476689	unbias
TRINITY_DN119598_c1_g1_i1	NA	NA	NA	NA	0.329007826	unbias
TRINITY_DN119599_c0_g1_i2	LOC100490663	Chr08	104631075	104631075	0.255590947	unbias
TRINITY_DN119603_c0_g2_i2	NA	NA	NA	NA	-0.300866119	unbias
TRINITY_DN119604_c0_g1_i1	NA	NA	NA	NA	0.040610645	unbias
TRINITY_DN119605_c0_g2_i2	NA	NA	NA	NA	0.817870602	unbias
TRINITY_DN119608_c0_g2_i1	ezh1	Chr10	11719501	11719501	-0.383528928	unbias
TRINITY_DN119611_c0_g1_i1	os9-like	Chr02	138049041	138049041	0.599319202	unbias
TRINITY_DN119613_c0_g1_i1	NA	NA	NA	NA	-0.126528445	unbias
TRINITY_DN119613_c0_g2_i1	slc2a10	Chr10	29387860	29387860	0.187976625	unbias
TRINITY_DN119616_c0_g1_i1	NA	NA	NA	NA	-0.195713342	unbias
TRINITY_DN119618_c0_g1_i3	NA	NA	NA	NA	-0.390388791	unbias
TRINITY_DN119619_c0_g1_i4	inmt	Chr07	73890622	73890622	-0.040925763	unbias
TRINITY_DN119620_c0_g1_i2	coch-like	Chr08	92887004	92887004	-0.540422818	unbias
TRINITY_DN119621_c1_g1_i1	NA	NA	NA	NA	0.004216935	unbias
TRINITY_DN119624_c1_g1_i2	NA	NA	NA	NA	-0.181137063	unbias
TRINITY_DN119628_c0_g2_i1	NA	NA	NA	NA	-0.849692475	unbias
TRINITY_DN119631_c0_g1_i1	NA	NA	NA	NA	-0.860357439	unbias
TRINITY_DN119633_c8_g2_i1	gpr89b	Chr02	4264348	4264348	0.520844253	unbias
TRINITY_DN119634_c0_g1_i1	NA	NA	NA	NA	0.312781195	unbias
TRINITY_DN119635_c0_g1_i3	NA	NA	NA	NA	-0.278121148	unbias
TRINITY_DN119636_c0_g1_i2	NA	NA	NA	NA	-0.56228776	unbias
TRINITY_DN119636_c0_g2_i2	NA	NA	NA	NA	-1.130062201	unbias
TRINITY_DN119637_c0_g1_i1	NA	NA	NA	NA	-0.449316962	unbias
TRINITY_DN119638_c0_g3_i1	NA	NA	NA	NA	-0.024423568	unbias
TRINITY_DN119641_c2_g1_i1	NA	NA	NA	NA	-0.136140701	unbias
TRINITY_DN119643_c0_g1_i1	NA	NA	NA	NA	0.386268483	unbias
TRINITY_DN119644_c0_g3_i1	NA	NA	NA	NA	0.747214451	unbias
TRINITY_DN119645_c0_g1_i1	NA	NA	NA	NA	-0.139890865	unbias
TRINITY_DN119646_c0_g1_i1	NA	NA	NA	NA	1.019148172	unbias
TRINITY_DN119647_c0_g2_i1	NA	NA	NA	NA	-0.203973992	unbias
TRINITY_DN119647_c1_g1_i1	NA	NA	NA	NA	-0.215015816	unbias
TRINITY_DN119648_c0_g1_i3	NA	NA	NA	NA	-0.356062923	unbias
TRINITY_DN119650_c0_g2_i1	NA	NA	NA	NA	-0.801435043	unbias
TRINITY_DN119651_c0_g1_i2	NA	NA	NA	NA	-0.278107661	unbias
TRINITY_DN119653_c0_g2_i1	NA	NA	NA	NA	-0.148032811	unbias
TRINITY_DN119655_c0_g1_i2	NA	NA	NA	NA	-0.049116244	unbias
TRINITY_DN119656_c0_g2_i3	NA	NA	NA	NA	0.057851192	unbias
TRINITY_DN119657_c0_g1_i3	NA	NA	NA	NA	-0.566728163	unbias
TRINITY_DN119662_c0_g2_i1	NA	NA	NA	NA	0.996009842	unbias
TRINITY_DN119663_c0_g1_i1	NA	NA	NA	NA	0.077736428	unbias
TRINITY_DN119664_c1_g1_i3	NA	NA	NA	NA	-0.462068631	unbias
TRINITY_DN119665_c0_g1_i1	velo1	Chr06	26122147	26122147	0.007629562	unbias
TRINITY_DN119667_c0_g1_i1	NA	NA	NA	NA	-0.277773962	unbias
TRINITY_DN119668_c0_g1_i3	NA	NA	NA	NA	-0.122942634	unbias
TRINITY_DN119669_c1_g1_i2	NA	NA	NA	NA	-0.136269284	unbias
TRINITY_DN119670_c0_g1_i4	NA	NA	NA	NA	-0.646180802	unbias
TRINITY_DN119671_c0_g2_i1	NA	NA	NA	NA	0.615604473	unbias
TRINITY_DN119673_c1_g1_i1	NA	NA	NA	NA	-0.225891618	unbias
TRINITY_DN119675_c0_g1_i1	NA	NA	NA	NA	0.817675449	unbias
TRINITY_DN119678_c0_g1_i2	LOC100125166	scaffold_1162	3838	3838	-0.752427152	unbias
TRINITY_DN119680_c0_g1_i1	NA	NA	NA	NA	-0.039185781	unbias
TRINITY_DN119685_c0_g1_i3	NA	NA	NA	NA	-0.124235498	unbias
TRINITY_DN119685_c0_g3_i1	NA	NA	NA	NA	0.43644965	unbias
TRINITY_DN119686_c0_g1_i1	NA	NA	NA	NA	-0.426838408	unbias
TRINITY_DN119687_c0_g1_i6	NA	NA	NA	NA	-0.533614482	unbias
TRINITY_DN119688_c0_g1_i1	NA	NA	NA	NA	0.239072429	unbias
TRINITY_DN119689_c0_g1_i1	NA	NA	NA	NA	0.28854152	unbias
TRINITY_DN119692_c0_g1_i1	Xetrov90025024m	Chr10	14967726	14967726	-0.169522585	unbias
TRINITY_DN119693_c1_g5_i1	NA	NA	NA	NA	0.147565456	unbias
TRINITY_DN119696_c0_g1_i1	NA	NA	NA	NA	-0.417275726	unbias
TRINITY_DN119698_c0_g1_i2	NA	NA	NA	NA	0.523566513	unbias
TRINITY_DN119699_c0_g1_i1	klhdc2	Chr08	72215584	72215584	-0.748176705	unbias
TRINITY_DN119703_c0_g1_i2	NA	NA	NA	NA	-0.153150679	unbias
TRINITY_DN119705_c0_g1_i3	NA	NA	NA	NA	-0.119668066	unbias
TRINITY_DN119706_c0_g1_i2	NA	NA	NA	NA	-0.52120824	unbias
TRINITY_DN119707_c0_g1_i1	lrrc8d	Chr04	95473730	95473730	-0.011543742	unbias
TRINITY_DN119708_c0_g2_i4	NA	NA	NA	NA	-0.329162346	unbias
TRINITY_DN119709_c0_g1_i2	cntn4	Chr04	119286972	119286972	-0.018323529	unbias
TRINITY_DN119712_c0_g1_i2	NA	NA	NA	NA	0.720169131	unbias
TRINITY_DN119713_c0_g1_i1	NA	NA	NA	NA	0.208134572	unbias
TRINITY_DN119715_c0_g1_i1	NA	NA	NA	NA	-0.21735206	unbias
TRINITY_DN119719_c0_g2_i1	NA	NA	NA	NA	-0.089190998	unbias
TRINITY_DN119720_c0_g1_i2	NA	NA	NA	NA	-0.147583758	unbias
TRINITY_DN119721_c1_g1_i2	NA	NA	NA	NA	0.521520851	unbias
TRINITY_DN119722_c0_g1_i1	NA	NA	NA	NA	-0.027822378	unbias
TRINITY_DN119725_c0_g1_i1	NA	NA	NA	NA	0.681976061	unbias
TRINITY_DN119725_c0_g2_i1	NA	NA	NA	NA	0.11856942	unbias
TRINITY_DN119726_c0_g1_i1	NA	NA	NA	NA	-0.357833126	unbias
TRINITY_DN119728_c0_g1_i1	NA	NA	NA	NA	0.489962272	unbias
TRINITY_DN119729_c0_g1_i1	NA	NA	NA	NA	-0.01513871	unbias
TRINITY_DN119730_c2_g1_i1	NA	NA	NA	NA	-0.34007025	unbias
TRINITY_DN119732_c0_g1_i7	NA	NA	NA	NA	-0.090899169	unbias
TRINITY_DN119733_c0_g1_i2	NA	NA	NA	NA	0.197525818	unbias
TRINITY_DN119733_c1_g1_i9	NA	NA	NA	NA	-0.055691601	unbias
TRINITY_DN119734_c0_g1_i6	NA	NA	NA	NA	0.623160877	unbias
TRINITY_DN119734_c0_g2_i2	NA	NA	NA	NA	1.11057463	unbias
TRINITY_DN119736_c0_g1_i3	NA	NA	NA	NA	-0.252603335	unbias
TRINITY_DN119737_c0_g1_i1	NA	NA	NA	NA	-0.553925017	unbias
TRINITY_DN119737_c0_g2_i2	NA	NA	NA	NA	0.657568243	unbias
TRINITY_DN119739_c0_g1_i1	xpnpep3	Chr04	105928342	105928342	-0.633401108	unbias
TRINITY_DN119740_c0_g1_i5	NA	NA	NA	NA	-0.248291533	unbias
TRINITY_DN119741_c1_g2_i1	NA	NA	NA	NA	-0.039033625	unbias
TRINITY_DN119744_c0_g1_i1	NA	NA	NA	NA	-0.230838596	unbias
TRINITY_DN119747_c0_g1_i2	NA	NA	NA	NA	0.798327578	unbias
TRINITY_DN119747_c0_g2_i1	NA	NA	NA	NA	0.771639264	unbias
TRINITY_DN119748_c1_g1_i2	NA	NA	NA	NA	-0.249779562	unbias
TRINITY_DN119750_c0_g1_i2	NA	NA	NA	NA	0.503477509	unbias
TRINITY_DN119752_c0_g1_i2	slc2a7	Chr01	141876065	141876065	0.110815438	unbias
TRINITY_DN119754_c2_g10_i1	NA	NA	NA	NA	0.319392554	unbias
TRINITY_DN119754_c2_g23_i2	det1-like	Chr03	100283292	100283292	0.289926006	unbias
TRINITY_DN119755_c0_g1_i2	med13l-like	Chr01	132909027	132909027	-0.411097814	unbias
TRINITY_DN119755_c1_g2_i1	NA	NA	NA	NA	-0.123104617	unbias
TRINITY_DN119755_c1_g4_i1	NA	NA	NA	NA	-0.67576036	unbias
TRINITY_DN119759_c0_g1_i1	NA	NA	NA	NA	-0.016591123	unbias
TRINITY_DN119760_c0_g1_i4	NA	NA	NA	NA	0.112493361	unbias
TRINITY_DN119762_c1_g1_i1	NA	NA	NA	NA	-0.059936294	unbias
TRINITY_DN119763_c1_g3_i1	NA	NA	NA	NA	-0.224381362	unbias
TRINITY_DN119766_c0_g1_i1	NA	NA	NA	NA	-0.472926234	unbias
TRINITY_DN119770_c0_g1_i4	NA	NA	NA	NA	-0.818249815	unbias
TRINITY_DN119771_c0_g1_i1	NA	NA	NA	NA	-0.028079344	unbias
TRINITY_DN119772_c0_g1_i4	NA	NA	NA	NA	-0.037727562	unbias
TRINITY_DN119772_c0_g2_i1	NA	NA	NA	NA	0.117453278	unbias
TRINITY_DN119773_c0_g1_i1	NA	NA	NA	NA	-0.464915167	unbias
TRINITY_DN119773_c0_g2_i1	NA	NA	NA	NA	0.580904433	unbias
TRINITY_DN119773_c0_g3_i2	NA	NA	NA	NA	0.276658269	unbias
TRINITY_DN119775_c0_g2_i1	LOC100487355-like	Chr08	10830663	10830663	-0.609396488	unbias
TRINITY_DN119775_c0_g3_i1	NA	NA	NA	NA	-0.878554878	unbias
TRINITY_DN119777_c0_g2_i3	NA	NA	NA	NA	-0.16639925	unbias
TRINITY_DN119778_c1_g2_i2	NA	NA	NA	NA	0.114032569	unbias
TRINITY_DN119779_c0_g2_i3	adrbk2	Chr01	139484829	139484829	-0.680955026	unbias
TRINITY_DN119780_c0_g1_i1	NA	NA	NA	NA	-0.194646523	unbias
TRINITY_DN119780_c1_g3_i5	NA	NA	NA	NA	0.035215657	unbias
TRINITY_DN119781_c1_g1_i3	NA	NA	NA	NA	0.30123514	unbias
TRINITY_DN119782_c1_g1_i1	NA	NA	NA	NA	-0.046093146	unbias
TRINITY_DN119782_c2_g1_i1	NA	NA	NA	NA	-0.162276038	unbias
TRINITY_DN119782_c3_g1_i1	NA	NA	NA	NA	-0.004520726	unbias
TRINITY_DN119782_c3_g2_i1	znf703	Chr03	114950704	114950704	-0.144348881	unbias
TRINITY_DN119782_c3_g3_i1	NA	NA	NA	NA	-0.167712899	unbias
TRINITY_DN119782_c3_g4_i3	NA	NA	NA	NA	0.031084246	unbias
TRINITY_DN119783_c0_g1_i1	NA	NA	NA	NA	0.395136306	unbias
TRINITY_DN119784_c0_g1_i1	gla	Chr08	17021741	17021741	-0.310925531	unbias
TRINITY_DN119785_c0_g2_i1	LOC100491837	Chr08	97986156	97986156	-0.158916092	unbias
TRINITY_DN119785_c0_g3_i1	NA	NA	NA	NA	0.221644671	unbias
TRINITY_DN119786_c0_g2_i3	NA	NA	NA	NA	-0.171315322	unbias
TRINITY_DN119788_c0_g1_i2	cdh23-like.1	Chr07	41437428	41437428	-0.421322774	unbias
TRINITY_DN119789_c0_g1_i4	NA	NA	NA	NA	-0.226430168	unbias
TRINITY_DN119790_c0_g1_i1	NA	NA	NA	NA	0.635331275	unbias
TRINITY_DN119793_c0_g1_i1	NA	NA	NA	NA	-0.337086212	unbias
TRINITY_DN119794_c0_g1_i3	cntln-like	Chr01	105879950	105879950	-0.391871586	unbias
TRINITY_DN119797_c0_g1_i1	kank2	Chr03	128217345	128217345	0.474921992	unbias
TRINITY_DN119797_c1_g1_i1	NA	NA	NA	NA	0.120780688	unbias
TRINITY_DN119798_c0_g1_i2	NA	NA	NA	NA	-0.321818102	unbias
TRINITY_DN119800_c0_g2_i2	plxnc1-like.2	Chr03	46999602	46999602	0.272222503	unbias
TRINITY_DN119801_c0_g1_i1	fem1c-like	Chr01	163440311	163440311	-0.56744326	unbias
TRINITY_DN119803_c0_g1_i2	NA	NA	NA	NA	-0.676482136	unbias
TRINITY_DN119804_c0_g1_i1	rrp9	Chr04	117616579	117616579	-0.130162796	unbias
TRINITY_DN119807_c0_g1_i4	NA	NA	NA	NA	0.369544659	unbias
TRINITY_DN119808_c1_g1_i1	LOC100493599-like	Chr05	9658497	9658497	-0.277551127	unbias
TRINITY_DN119810_c0_g1_i1	NA	NA	NA	NA	0.279435586	unbias
TRINITY_DN119811_c0_g1_i1	NA	NA	NA	NA	0.854002635	unbias
TRINITY_DN119815_c0_g2_i4	tom1	Chr04	111630908	111630908	-0.731024685	unbias
TRINITY_DN119816_c0_g1_i1	NA	NA	NA	NA	1.01089962	unbias
TRINITY_DN119817_c0_g1_i1	NA	NA	NA	NA	0.880759756	unbias
TRINITY_DN119819_c1_g1_i1	NA	NA	NA	NA	0.341426496	unbias
TRINITY_DN119820_c0_g1_i1	NA	NA	NA	NA	-0.396813839	unbias
TRINITY_DN119822_c0_g1_i1	NA	NA	NA	NA	-0.000700585	unbias
TRINITY_DN119823_c0_g1_i2	NA	NA	NA	NA	-0.107693548	unbias
TRINITY_DN119824_c0_g1_i2	NA	NA	NA	NA	0.141892991	unbias
TRINITY_DN119826_c0_g2_i1	LOC100486434-like	Chr09	4553521	4553521	-0.243229132	unbias
TRINITY_DN119826_c1_g2_i2	NA	NA	NA	NA	0.524844192	unbias
TRINITY_DN119829_c0_g1_i1	znf644	Chr04	94950194	94950194	0.399804712	unbias
TRINITY_DN119831_c1_g1_i3	NA	NA	NA	NA	0.014275334	unbias
TRINITY_DN119833_c0_g1_i1	NA	NA	NA	NA	0.06779946	unbias
TRINITY_DN119834_c0_g1_i2	NA	NA	NA	NA	0.020619973	unbias
TRINITY_DN119835_c0_g1_i1	msl2	Chr05	128566667	128566667	0.025064149	unbias
TRINITY_DN119836_c0_g1_i1	NA	NA	NA	NA	-0.186596933	unbias
TRINITY_DN119839_c0_g3_i1	NA	NA	NA	NA	-0.03255	unbias
TRINITY_DN119839_c0_g5_i2	NA	NA	NA	NA	0.158493746	unbias
TRINITY_DN119847_c0_g1_i1	NA	NA	NA	NA	-0.391041614	unbias
TRINITY_DN119848_c2_g1_i1	NA	NA	NA	NA	-0.301368492	unbias
TRINITY_DN119848_c2_g3_i3	NA	NA	NA	NA	-0.277298179	unbias
TRINITY_DN119857_c0_g1_i1	fgf1	Chr03	27860985	27860985	0.09727825	unbias
TRINITY_DN119860_c0_g2_i2	NA	NA	NA	NA	-0.098325742	unbias
TRINITY_DN119861_c0_g3_i1	NA	NA	NA	NA	0.135483702	unbias
TRINITY_DN119862_c2_g2_i1	NA	NA	NA	NA	0.042155113	unbias
TRINITY_DN119863_c0_g2_i2	NA	NA	NA	NA	0.157861144	unbias
TRINITY_DN119864_c0_g2_i1	scara5	Chr05	145248772	145248772	-0.370707457	unbias
TRINITY_DN119866_c0_g1_i1	NA	NA	NA	NA	0.196171521	unbias
TRINITY_DN119869_c0_g1_i1	NA	NA	NA	NA	0.049777368	unbias
TRINITY_DN119870_c0_g1_i2	NA	NA	NA	NA	0.547870629	unbias
TRINITY_DN119874_c0_g1_i1	gins2	Chr04	67310826	67310826	0.467133787	unbias
TRINITY_DN119874_c1_g1_i3	NA	NA	NA	NA	-0.508757282	unbias
TRINITY_DN119877_c0_g1_i1	NA	NA	NA	NA	0.210548644	unbias
TRINITY_DN119878_c0_g1_i1	NA	NA	NA	NA	-0.068686673	unbias
TRINITY_DN119879_c0_g1_i1	NA	NA	NA	NA	0.805018963	unbias
TRINITY_DN119881_c0_g1_i1	NA	NA	NA	NA	-0.154289877	unbias
TRINITY_DN119883_c0_g1_i1	NA	NA	NA	NA	-0.36905385	unbias
TRINITY_DN119883_c0_g5_i1	NA	NA	NA	NA	-0.18165517	unbias
TRINITY_DN119883_c0_g6_i2	NA	NA	NA	NA	-0.031834435	unbias
TRINITY_DN119884_c0_g1_i2	NA	NA	NA	NA	-1.319937659	unbias
TRINITY_DN119885_c0_g1_i1	NA	NA	NA	NA	-0.139993922	unbias
TRINITY_DN119886_c0_g1_i3	NA	NA	NA	NA	0.144449412	unbias
TRINITY_DN119886_c0_g2_i5	NA	NA	NA	NA	-0.021028578	unbias
TRINITY_DN119887_c0_g1_i2	NA	NA	NA	NA	-0.329172791	unbias
TRINITY_DN119887_c1_g1_i1	NA	NA	NA	NA	0.786817453	unbias
TRINITY_DN119888_c0_g1_i1	LOC100144947	Chr08	50497124	50497124	0.577876876	unbias
TRINITY_DN119891_c0_g1_i1	NA	NA	NA	NA	-0.190342304	unbias
TRINITY_DN119893_c0_g3_i1	NA	NA	NA	NA	0.537107473	unbias
TRINITY_DN119895_c1_g1_i1	ttk	Chr05	79700219	79700219	0.007371116	unbias
TRINITY_DN119897_c0_g1_i1	NA	NA	NA	NA	-0.227597816	unbias
TRINITY_DN119898_c1_g1_i2	NA	NA	NA	NA	-0.277278734	unbias
TRINITY_DN119900_c0_g3_i1	NA	NA	NA	NA	-0.418744878	unbias
TRINITY_DN119901_c0_g2_i2	NA	NA	NA	NA	-0.325932644	unbias
TRINITY_DN119901_c0_g3_i6	NA	NA	NA	NA	-0.715532548	unbias
TRINITY_DN119902_c0_g1_i1	NA	NA	NA	NA	1.62398667	unbias
TRINITY_DN119905_c3_g2_i2	NA	NA	NA	NA	-0.769495288	unbias
TRINITY_DN119908_c2_g1_i5	NA	NA	NA	NA	-0.167803209	unbias
TRINITY_DN119911_c3_g1_i1	NA	NA	NA	NA	0.49529338	unbias
TRINITY_DN119912_c0_g3_i3	NA	NA	NA	NA	0.123825448	unbias
TRINITY_DN119913_c1_g1_i3	NA	NA	NA	NA	0.31981759	unbias
TRINITY_DN119914_c0_g1_i4	NA	NA	NA	NA	-0.934263533	unbias
TRINITY_DN119916_c0_g1_i1	NA	NA	NA	NA	-0.213621841	unbias
TRINITY_DN119918_c0_g5_i2	gdpd1	Chr02	38579139	38579139	0.369002945	unbias
TRINITY_DN119920_c0_g1_i1	LOC100485539-like	Chr02	153676237	153676237	0.586836881	unbias
TRINITY_DN119920_c0_g2_i1	NA	NA	NA	NA	-1.49262652	unbias
TRINITY_DN119929_c0_g1_i1	NA	NA	NA	NA	-0.098566178	unbias
TRINITY_DN119931_c0_g1_i1	zufsp	Chr05	69402838	69402838	-0.27325512	unbias
TRINITY_DN119933_c0_g1_i6	iqcb1	scaffold_2078	917	917	-0.185194269	unbias
TRINITY_DN119935_c0_g1_i3	NA	NA	NA	NA	-0.337335053	unbias
TRINITY_DN119936_c0_g1_i1	NA	NA	NA	NA	0.003061873	unbias
TRINITY_DN119936_c0_g2_i1	NA	NA	NA	NA	-0.165124923	unbias
TRINITY_DN119937_c0_g1_i2	NA	NA	NA	NA	-0.200257118	unbias
TRINITY_DN119938_c1_g1_i1	NA	NA	NA	NA	0.503267802	unbias
TRINITY_DN119938_c1_g2_i1	NA	NA	NA	NA	-0.413749738	unbias
TRINITY_DN119939_c0_g1_i2	NA	NA	NA	NA	0.807188007	unbias
TRINITY_DN119940_c2_g1_i1	NA	NA	NA	NA	-1.631544975	unbias
TRINITY_DN119940_c2_g4_i3	NA	NA	NA	NA	-0.934525336	unbias
TRINITY_DN119940_c2_g5_i1	NA	NA	NA	NA	-0.002228582	unbias
TRINITY_DN119941_c0_g1_i2	nudt4	Chr03	46649268	46649268	0.122065146	unbias
TRINITY_DN119943_c0_g1_i1	NA	NA	NA	NA	1.197640883	unbias
TRINITY_DN119944_c0_g1_i1	NA	NA	NA	NA	-0.105169028	unbias
TRINITY_DN119946_c0_g1_i2	NA	NA	NA	NA	0.284550624	unbias
TRINITY_DN119947_c0_g1_i3	LOC100488028-like	Chr08	7802661	7802661	0.012535528	unbias
TRINITY_DN119950_c0_g1_i3	NA	NA	NA	NA	-0.00529219	unbias
TRINITY_DN119954_c0_g2_i3	NA	NA	NA	NA	-0.032570362	unbias
TRINITY_DN119957_c1_g1_i1	NA	NA	NA	NA	-0.157329984	unbias
TRINITY_DN119962_c0_g1_i5	NA	NA	NA	NA	-0.360400842	unbias
TRINITY_DN119963_c0_g1_i6	NA	NA	NA	NA	-0.155981313	unbias
TRINITY_DN119965_c0_g1_i1	NA	NA	NA	NA	0.401061239	unbias
TRINITY_DN119967_c0_g1_i1	NA	NA	NA	NA	0.235458689	unbias
TRINITY_DN119970_c1_g2_i1	NA	NA	NA	NA	0.264950198	unbias
TRINITY_DN119972_c0_g1_i1	Xetrov90026410m	scaffold_147	378361	378361	0.653384595	unbias
TRINITY_DN119973_c0_g1_i2	NA	NA	NA	NA	-0.217391433	unbias
TRINITY_DN119974_c0_g17_i1	NA	NA	NA	NA	0.339615223	unbias
TRINITY_DN119975_c0_g1_i3	NA	NA	NA	NA	0.180058478	unbias
TRINITY_DN119976_c0_g1_i4	NA	NA	NA	NA	-0.147160414	unbias
TRINITY_DN119977_c0_g2_i5	NA	NA	NA	NA	-0.095986751	unbias
TRINITY_DN119978_c0_g1_i1	aimp1	Chr01	62768413	62768413	0.218710107	unbias
TRINITY_DN119980_c0_g1_i1	ntn3-like	Chr09	16062790	16062790	0.101247313	unbias
TRINITY_DN119980_c0_g2_i1	NA	NA	NA	NA	0.778517648	unbias
TRINITY_DN119982_c0_g2_i8	NA	NA	NA	NA	0.402189409	unbias
TRINITY_DN119985_c0_g1_i1	NA	NA	NA	NA	-1.027344568	unbias
TRINITY_DN119985_c0_g2_i1	LOC100145041	Chr08	61727874	61727874	0.114398611	unbias
TRINITY_DN119986_c0_g1_i1	NA	NA	NA	NA	-0.294283946	unbias
TRINITY_DN119988_c0_g1_i3	NA	NA	NA	NA	0.028996965	unbias
TRINITY_DN119989_c0_g2_i1	NA	NA	NA	NA	-0.376424206	unbias
TRINITY_DN119992_c0_g1_i3	NA	NA	NA	NA	-0.293838034	unbias
TRINITY_DN119994_c0_g3_i5	rnf125-like	Chr06	96967616	96967616	-0.168743852	unbias
TRINITY_DN119995_c0_g1_i3	NA	NA	NA	NA	1.276337571	unbias
TRINITY_DN119996_c0_g1_i1	NA	NA	NA	NA	-0.143836763	unbias
TRINITY_DN119997_c1_g2_i8	pxdc1	Chr06	50905883	50905883	0.094025522	unbias
TRINITY_DN120000_c0_g1_i1	NA	NA	NA	NA	-0.025988699	unbias
TRINITY_DN120002_c1_g1_i1	NA	NA	NA	NA	0.358958235	unbias
TRINITY_DN120003_c1_g1_i1	Xetrov90007874m	Chr03	43068369	43068369	-0.545829563	unbias
TRINITY_DN120003_c1_g5_i1	NA	NA	NA	NA	-0.384056344	unbias
TRINITY_DN120003_c1_g6_i2	NA	NA	NA	NA	0.771518694	unbias
TRINITY_DN120004_c0_g1_i2	NA	NA	NA	NA	-0.472605784	unbias
TRINITY_DN120005_c0_g1_i1	NA	NA	NA	NA	-0.161564847	unbias
TRINITY_DN120006_c0_g1_i1	NA	NA	NA	NA	0.326440435	unbias
TRINITY_DN120007_c0_g1_i4	tbc1d13	Chr08	4337482	4337482	-0.497437573	unbias
TRINITY_DN120010_c0_g1_i1	nfe2l3	Chr06	33468942	33468942	0.195610745	unbias
TRINITY_DN120013_c0_g1_i2	NA	NA	NA	NA	0.016209783	unbias
TRINITY_DN120016_c0_g1_i1	NA	NA	NA	NA	0.024592009	unbias
TRINITY_DN120018_c0_g1_i1	ankrd1	Chr07	28693186	28693186	-0.333500089	unbias
TRINITY_DN120019_c0_g1_i1	rnpc3-like.1	Chr04	99708333	99708333	0.020758717	unbias
TRINITY_DN120020_c0_g1_i1	NA	NA	NA	NA	-0.313388542	unbias
TRINITY_DN120021_c0_g1_i2	NA	NA	NA	NA	-0.444999936	unbias
TRINITY_DN120023_c0_g2_i3	LOC100489764	Chr07	101144462	101144462	-0.485873099	unbias
TRINITY_DN120024_c0_g6_i1	NA	NA	NA	NA	0.13205015	unbias
TRINITY_DN120025_c0_g1_i4	NA	NA	NA	NA	-0.104071422	unbias
TRINITY_DN120026_c0_g2_i2	mgll	Chr04	124360506	124360506	-0.367361778	unbias
TRINITY_DN120030_c0_g1_i1	NA	NA	NA	NA	-0.541317296	unbias
TRINITY_DN120032_c0_g4_i1	NA	NA	NA	NA	0.374370247	unbias
TRINITY_DN120033_c0_g1_i2	NA	NA	NA	NA	-0.2059928	unbias
TRINITY_DN120034_c0_g1_i2	sdf2	Chr02	26866474	26866474	0.011049184	unbias
TRINITY_DN120037_c5_g1_i2	pkp3	Chr04	13951571	13951571	0.362014687	unbias
TRINITY_DN120038_c0_g2_i1	NA	NA	NA	NA	-0.504153327	unbias
TRINITY_DN120043_c0_g1_i1	NA	NA	NA	NA	0.856371069	unbias
TRINITY_DN120044_c0_g2_i2	klhdc1	Chr08	72228118	72228118	0.24258474	unbias
TRINITY_DN120048_c0_g1_i1	NA	NA	NA	NA	0.72121077	unbias
TRINITY_DN120049_c0_g1_i1	NA	NA	NA	NA	-0.298809405	unbias
TRINITY_DN120051_c0_g1_i1	NA	NA	NA	NA	0.231088978	unbias
TRINITY_DN120052_c0_g1_i4	NA	NA	NA	NA	-0.25744136	unbias
TRINITY_DN120053_c0_g1_i1	NA	NA	NA	NA	0.280220395	unbias
TRINITY_DN120055_c0_g2_i2	NA	NA	NA	NA	0.040229157	unbias
TRINITY_DN120056_c0_g1_i2	NA	NA	NA	NA	-0.190141679	unbias
