gid	gene name	chr	start	end
TRINITY_DN119786_c0_g2_i3	psmc3	Chr04	7788627	7788627
TRINITY_DN132141_c1_g1_i2	Xetrov90010336m	Chr04	7800027	7800027
TRINITY_DN121109_c1_g2_i1	kbtbd4	Chr04	7919327	7919327
TRINITY_DN118801_c0_g1_i2	ndufs3	Chr04	7931415	7931415
TRINITY_DN126205_c1_g5_i1	c1qtnf4	Chr04	7938833	7938833
TRINITY_DN108726_c0_g1_i1	mtch2	Chr04	7957685	7957685
TRINITY_DN114329_c0_g5_i1	Xetrov90010349m	Chr04	7968188	7968188
TRINITY_DN132233_c0_g1_i2	agbl2	Chr04	7974693	7974693
TRINITY_DN127286_c0_g1_i2	celf1	Chr04	8027375	8027375
TRINITY_DN121729_c0_g1_i1	rapsn	Chr04	8065548	8065548
TRINITY_DN112803_c0_g1_i1	LOC100496745	Chr04	8081563	8081563
TRINITY_DN118002_c0_g1_i1	far1	Chr04	8115536	8115536
TRINITY_DN119647_c0_g2_i1	cyb5r2	Chr04	8224918	8224918
TRINITY_DN132601_c0_g1_i15	ppfibp2-like	Chr04	8289753	8289753
TRINITY_DN57832_c0_g1_i1	olfml1	Chr04	8381331	8381331
TRINITY_DN116572_c1_g1_i1	Xetrov90010371m	Chr04	8413166	8413166
TRINITY_DN123861_c1_g1_i3	spon1	Chr04	8634693	8634693
TRINITY_DN126962_c0_g2_i1	Xetrov90010375m	Chr04	9069619	9069619
TRINITY_DN132436_c0_g1_i3	LOC101734274	Chr04	9191640	9191640
TRINITY_DN132729_c0_g1_i1	tcp11l1	Chr04	9323597	9323597
TRINITY_DN116961_c0_g1_i1	depdc7	Chr04	9338168	9338168
TRINITY_DN134237_c0_g2_i1	LOC100036640	Chr04	9369457	9369457
TRINITY_DN129715_c2_g8_i1	LOC100486092	Chr04	9434685	9434685
TRINITY_DN126024_c0_g2_i3	slc13a4	Chr04	9477757	9477757
TRINITY_DN164715_c0_g1_i1	eif3m	Chr04	9547215	9547215
TRINITY_DN125697_c1_g1_i1	wt1	Chr04	9628558	9628558
TRINITY_DN131846_c7_g4_i1	rcn1	Chr04	9743159	9743159
TRINITY_DN125505_c1_g4_i15	pax6	Chr04	9859219	9859219
TRINITY_DN109101_c0_g2_i1	elp4	Chr04	9959276	9959276
TRINITY_DN110843_c0_g1_i1	dnajc24	Chr04	10089702	10089702
TRINITY_DN125280_c2_g4_i2	mpped2	Chr04	10385465	10385465
TRINITY_DN127973_c2_g1_i1	arl14ep	Chr04	10509102	10509102
TRINITY_DN117912_c0_g1_i1	kcna4	Chr04	10775395	10775395
TRINITY_DN121338_c0_g1_i2	kif18a	Chr04	11507178	11507178
TRINITY_DN117730_c0_g1_i1	bdnf	Chr04	11769858	11769858
TRINITY_DN133638_c8_g1_i1	lin7c	Chr04	11858221	11858221
TRINITY_DN123823_c0_g1_i2	ccdc34-like	Chr04	11984320	11984320
TRINITY_DN120856_c0_g1_i2	bbox1	Chr04	12170435	12170435
TRINITY_DN127471_c0_g1_i1	fibin	Chr04	12239155	12239155
TRINITY_DN123602_c3_g8_i2	tollip	Chr04	12336181	12336181
TRINITY_DN127787_c0_g1_i3	brsk2-like	Chr04	12360097	12360097
TRINITY_DN120061_c0_g2_i3	mob2.1	Chr04	12432989	12432989
TRINITY_DN132700_c0_g2_i2	ifitm10-like	Chr04	12456649	12456649
TRINITY_DN127104_c0_g1_i1	LOC613063	Chr04	12515783	12515783
TRINITY_DN123638_c0_g1_i1	syt8	Chr04	12544372	12544372
TRINITY_DN126116_c3_g2_i2	tnni2	Chr04	12564283	12564283
TRINITY_DN129799_c1_g6_i1	tnnt3	Chr04	12644061	12644061
TRINITY_DN124410_c0_g4_i3	LOC101734469	Chr04	12670314	12670314
TRINITY_DN74972_c0_g1_i1	mrpl23	Chr04	12675521	12675521
TRINITY_DN123030_c1_g1_i2	igf2	Chr04	12745346	12745346
TRINITY_DN118569_c0_g1_i1	Xetrov90010469m	Chr04	12960549	12960549
TRINITY_DN104732_c0_g1_i1	tspan32	Chr04	13040934	13040934
TRINITY_DN143726_c0_g1_i1	cd81	Chr04	13078852	13078852
TRINITY_DN115656_c0_g1_i1	MGC147133	Chr04	13109345	13109345
TRINITY_DN126963_c1_g2_i3	fads2	Chr04	13212522	13212522
TRINITY_DN122414_c0_g1_i3	LOC100489083-like.1	Chr04	13237864	13237864
TRINITY_DN110142_c0_g4_i1	LOC100490855	Chr04	13314828	13314828
TRINITY_DN111377_c0_g1_i1	best1	Chr04	13613089	13613089
TRINITY_DN130633_c3_g2_i2	ftmt	Chr04	13630418	13630418
TRINITY_DN121638_c0_g1_i3	incenp	Chr04	13644807	13644807
TRINITY_DN117599_c0_g1_i1	sdhaf2	Chr04	13668632	13668632
TRINITY_DN132859_c11_g2_i2	cpsf7	Chr04	13673139	13673139
TRINITY_DN121598_c0_g1_i3	LOC100497696	Chr04	13685718	13685718
TRINITY_DN197303_c0_g1_i1	LOC100498002	Chr04	13713187	13713187
TRINITY_DN128624_c2_g3_i1	b4galnt4	Chr04	13867697	13867697
TRINITY_DN130339_c0_g2_i4	pkp3	Chr04	13951571	13951571
TRINITY_DN120169_c0_g1_i1	sigirr	Chr04	13992438	13992438
TRINITY_DN40100_c0_g1_i1	fen1	Chr04	14025339	14025339
TRINITY_DN105940_c0_g1_i2	LOC100486956-like.1	Chr04	14163381	14163381
TRINITY_DN125962_c0_g1_i6	Xetrov90010533m	Chr04	14361208	14361208
TRINITY_DN128904_c3_g8_i8	LOC100487259	Chr04	14618583	14618583
TRINITY_DN120797_c1_g4_i1	psmd13	Chr04	14638266	14638266
TRINITY_DN134985_c2_g2_i1	sirt3.1	Chr04	14651574	14651574
TRINITY_DN119441_c0_g1_i1	tmem138	Chr04	14665430	14665430
TRINITY_DN134051_c6_g3_i1	dak	Chr04	14671273	14671273
TRINITY_DN130137_c6_g1_i1	ddb1-like	Chr04	14691079	14691079
TRINITY_DN135072_c5_g3_i6	LOC100487727	Chr04	14722474	14722474
TRINITY_DN127726_c4_g3_i4	ppp6r3	Chr04	14907256	14907256
TRINITY_DN121812_c0_g2_i2	LOC101733140	Chr04	14965134	14965134
TRINITY_DN115391_c0_g1_i1	LOC100490391-like	Chr04	15183204	15183204
TRINITY_DN93213_c0_g1_i1	LOC100494358	Chr04	15488890	15488890
TRINITY_DN130810_c6_g1_i1	LOC100145332	Chr04	15675407	15675407
TRINITY_DN108927_c0_g4_i1	mrpl21	Chr04	15711681	15711681
TRINITY_DN130264_c0_g4_i1	ighmbp2-like	Chr04	15724504	15724504
TRINITY_DN123783_c1_g1_i1	syt12	Chr04	15757408	15757408
TRINITY_DN124832_c11_g3_i2	ptdss2	Chr04	15824374	15824374
TRINITY_DN105440_c0_g1_i1	kcnq1-like	Chr04	15895945	15895945
TRINITY_DN131494_c0_g1_i4	slc5a12-like	Chr04	17327144	17327144
TRINITY_DN134156_c10_g2_i4	LOC101731528	Chr04	18202825	18202825
TRINITY_DN132304_c3_g1_i6	ces3	Chr04	19233576	19233576
TRINITY_DN124761_c0_g1_i1	uba2	Chr04	19265605	19265605
TRINITY_DN127946_c2_g5_i1	wtip	Chr04	19300359	19300359
TRINITY_DN128356_c8_g1_i2	gpi	Chr04	19435870	19435870
TRINITY_DN134091_c4_g1_i1	lsm14a	Chr04	19556590	19556590
TRINITY_DN103698_c0_g1_i1	kctd15	Chr04	19757914	19757914
TRINITY_DN90684_c0_g3_i1	chst8	Chr04	19880030	19880030
TRINITY_DN133374_c2_g1_i2	pepd	Chr04	20482294	20482294
TRINITY_DN133160_c0_g1_i3	cebpa	Chr04	20643465	20643465
TRINITY_DN124475_c0_g1_i1	lrp3	Chr04	20891967	20891967
TRINITY_DN115999_c0_g1_i1	wdr88	Chr04	20964308	20964308
TRINITY_DN132570_c8_g1_i3	gpatch1	Chr04	20982131	20982131
TRINITY_DN127123_c1_g4_i2	rhpn2	Chr04	21018308	21018308
TRINITY_DN133473_c0_g8_i4	c19orf40	Chr04	21063379	21063379
TRINITY_DN130049_c0_g2_i1	cep89-like	Chr04	21068962	21068962
TRINITY_DN116166_c0_g1_i1	LOC100494811	Chr04	21103744	21103744
TRINITY_DN123354_c0_g1_i1	slc7a9	Chr04	21135349	21135349
TRINITY_DN114238_c0_g1_i2	nudt19	Chr04	21253811	21253811
TRINITY_DN122853_c0_g1_i1	LOC100491544	Chr04	21296463	21296463
TRINITY_DN134535_c4_g1_i4	ankrd27-like	Chr04	21314192	21314192
TRINITY_DN116830_c0_g1_i1	pdcd5	Chr04	21356999	21356999
TRINITY_DN131827_c1_g1_i2	dpy19l3	Chr04	21475141	21475141
TRINITY_DN128047_c0_g2_i1	znf507	Chr04	21520780	21520780
TRINITY_DN130442_c6_g4_i3	znf536	Chr04	22697475	22697475
TRINITY_DN131589_c6_g1_i1	uri1	Chr04	23167944	23167944
TRINITY_DN132603_c6_g2_i2	ccne1	Chr04	23270880	23270880
TRINITY_DN38205_c0_g1_i1	LOC101731749	Chr04	23281296	23281296
TRINITY_DN121916_c2_g5_i1	c19orf12	Chr04	23317962	23317962
TRINITY_DN125594_c2_g4_i1	plekhf1	Chr04	23348625	23348625
TRINITY_DN69092_c0_g1_i1	pop4	Chr04	23372745	23372745
TRINITY_DN134788_c1_g1_i6	vstm2b	Chr04	23454842	23454842
TRINITY_DN119052_c0_g1_i1	uqcrfs1	Chr04	23989119	23989119
TRINITY_DN79713_c0_g2_i1	shcbp1	Chr04	24876366	24876366
TRINITY_DN120620_c0_g1_i1	LOC100498398	Chr04	25009923	25009923
TRINITY_DN122941_c0_g1_i6	vps35	Chr04	25038462	25038462
TRINITY_DN130560_c4_g7_i1	orc6	Chr04	25078188	25078188
TRINITY_DN95788_c0_g1_i1	Xetrov90010712m	Chr04	25092171	25092171
TRINITY_DN121755_c3_g1_i4	c16orf87	Chr04	25142812	25142812
TRINITY_DN127275_c7_g1_i1	LOC100494152	Chr04	25159530	25159530
TRINITY_DN119116_c0_g1_i1	cdca9	Chr04	25187540	25187540
TRINITY_DN136349_c3_g1_i2	dnaja2	Chr04	25203795	25203795
TRINITY_DN124190_c0_g2_i1	mcoln2-like	Chr04	25221375	25221375
TRINITY_DN126360_c0_g1_i1	neto2	Chr04	25306454	25306454
TRINITY_DN136096_c0_g1_i1	itfg1	Chr04	25358192	25358192
TRINITY_DN130348_c1_g3_i4	phkb-like	Chr04	25471925	25471925
TRINITY_DN126944_c2_g6_i2	aktip	Chr04	25921420	25921420
TRINITY_DN126907_c7_g1_i5	n4bp1	Chr04	25940137	25940137
TRINITY_DN133891_c3_g1_i4	Xetrov90010731m	Chr04	26057632	26057632
TRINITY_DN124672_c4_g9_i4	lrrc36	Chr04	26139872	26139872
TRINITY_DN133238_c0_g2_i1	slc9a5	Chr04	26277008	26277008
TRINITY_DN134049_c0_g4_i1	fhod1	Chr04	26361211	26361211
TRINITY_DN126066_c2_g1_i1	LOC100493581	Chr04	26463097	26463097
TRINITY_DN129343_c0_g2_i1	wdr59-like	Chr04	26562836	26562836
TRINITY_DN130192_c1_g2_i1	fa2h	Chr04	26638667	26638667
TRINITY_DN123462_c3_g2_i2	mlkl-like	Chr04	26714042	26714042
TRINITY_DN113439_c0_g1_i1	rfwd3	Chr04	26756657	26756657
TRINITY_DN128378_c1_g1_i4	glg1	Chr04	26776461	26776461
TRINITY_DN119817_c0_g1_i1	LOC100497464	Chr04	26880749	26880749
TRINITY_DN135298_c0_g3_i1	aars	Chr04	26892422	26892422
TRINITY_DN131562_c0_g1_i2	st3gal2-like	Chr04	26933919	26933919
TRINITY_DN127642_c1_g3_i3	LOC100145689	Chr04	27003994	27003994
TRINITY_DN124943_c2_g1_i3	mtss1l-like	Chr04	27145784	27145784
TRINITY_DN124239_c5_g1_i4	vac14	Chr04	27232761	27232761
TRINITY_DN123280_c0_g1_i1	hydin	Chr04	27332597	27332597
TRINITY_DN128055_c5_g1_i1	ftsjd1	Chr04	27479825	27479825
TRINITY_DN135144_c0_g1_i1	Xetrov90010767m	Chr04	27490127	27490127
TRINITY_DN128641_c0_g2_i1	got2	Chr04	27528407	27528407
TRINITY_DN130678_c2_g2_i3	slc38a7	Chr04	27557682	27557682
TRINITY_DN117069_c5_g3_i1	mmp15	Chr04	27674172	27674172
TRINITY_DN135040_c2_g1_i2	csnk2a2	Chr04	27745699	27745699
TRINITY_DN109831_c0_g1_i1	ccdc113	Chr04	27778349	27778349
TRINITY_DN115666_c0_g1_i1	gins3	Chr04	27811257	27811257
TRINITY_DN133946_c3_g2_i1	ndrg3	Chr04	27838688	27838688
TRINITY_DN118342_c0_g1_i1	znf319	Chr04	27889132	27889132
TRINITY_DN122221_c0_g2_i1	tepp	Chr04	27898344	27898344
TRINITY_DN123389_c0_g1_i4	katnb1	Chr04	28039297	28039297
TRINITY_DN105353_c0_g2_i2	ccdc135	Chr04	28065592	28065592
TRINITY_DN164909_c0_g1_i1	zpd	Chr04	28097902	28097902
TRINITY_DN129162_c4_g5_i5	ccdc102a	Chr04	28198371	28198371
TRINITY_DN121547_c0_g1_i5	dok4	Chr04	28229040	28229040
TRINITY_DN113427_c0_g3_i2	polr2c	Chr04	28252170	28252170
TRINITY_DN118216_c0_g3_i2	coq9	Chr04	28267569	28267569
TRINITY_DN94316_c0_g1_i2	ciapin1	Chr04	28280963	28280963
TRINITY_DN120829_c1_g2_i1	setd6	Chr04	28293445	28293445
TRINITY_DN122221_c0_g3_i1	usb1	Chr04	28304954	28304954
TRINITY_DN86115_c0_g1_i1	LOC100490462	Chr04	28323026	28323026
TRINITY_DN129398_c7_g1_i4	tmem208	Chr04	28414230	28414230
TRINITY_DN106700_c0_g2_i1	usp1	Chr04	28432236	28432236
TRINITY_DN131218_c0_g1_i10	elmo3	Chr04	28457416	28457416
TRINITY_DN123075_c0_g1_i9	e2f4	Chr04	28491127	28491127
TRINITY_DN132687_c4_g1_i1	ldhd	Chr04	28518719	28518719
TRINITY_DN133494_c5_g7_i2	lcat	Chr04	28554684	28554684
TRINITY_DN128479_c0_g2_i1	col24a1	Chr04	28777428	28777428
TRINITY_DN118145_c0_g2_i2	Xetrov90010829m	Chr04	28954218	28954218
TRINITY_DN124443_c2_g3_i2	cyr61	Chr04	29037957	29037957
TRINITY_DN136406_c4_g1_i1	ddah1	Chr04	29079173	29079173
TRINITY_DN118026_c0_g1_i1	c1orf52	Chr04	29187197	29187197
TRINITY_DN126725_c0_g2_i4	mcoln3	Chr04	29380312	29380312
TRINITY_DN120221_c0_g1_i2	lpar3	Chr04	29443833	29443833
TRINITY_DN127814_c3_g1_i2	ssx2ip-like	Chr04	29503049	29503049
TRINITY_DN179282_c0_g1_i1	LOC100494633	Chr04	29593413	29593413
TRINITY_DN132725_c0_g1_i1	ctbs	Chr04	29641714	29641714
TRINITY_DN108476_c0_g1_i1	spata1	Chr04	29673086	29673086
TRINITY_DN125355_c0_g1_i1	rpf1	Chr04	29711683	29711683
TRINITY_DN131660_c1_g2_i3	dnase2b	Chr04	29731810	29731810
TRINITY_DN117885_c0_g1_i3	uox	Chr04	29744316	29744316
TRINITY_DN113273_c0_g1_i1	samd13	Chr04	29765143	29765143
TRINITY_DN130876_c2_g4_i3	prkacb	Chr04	29797286	29797286
TRINITY_DN132504_c0_g1_i5	ttll7	Chr04	29892588	29892588
TRINITY_DN123549_c0_g1_i2	LOC101731473	Chr04	31675594	31675594
TRINITY_DN128620_c0_g1_i1	Xetrov90010898m	Chr04	34354285	34354285
TRINITY_DN122730_c1_g2_i5	ap2a2	Chr04	34529489	34529489
TRINITY_DN125166_c0_g1_i1	LOC100492951-like	Chr04	34782247	34782247
TRINITY_DN134934_c4_g1_i2	cd151	Chr04	35118694	35118694
TRINITY_DN130424_c0_g1_i4	cracr2b	Chr04	35150186	35150186
TRINITY_DN132934_c0_g1_i2	pnpla2	Chr04	35195524	35195524
TRINITY_DN133963_c0_g1_i7	pidd-like	Chr04	35269944	35269944
TRINITY_DN130857_c3_g1_i1	pddc1-like	Chr04	35354582	35354582
TRINITY_DN122871_c1_g3_i3	syvn1	Chr04	35384294	35384294
TRINITY_DN126561_c1_g1_i6	prpf39.2	Chr04	35410908	35410908
TRINITY_DN128829_c2_g1_i2	mrpl49-like	Chr04	35428003	35428003
TRINITY_DN128829_c4_g3_i3	MGC89853	Chr04	35432353	35432353
TRINITY_DN132249_c1_g2_i4	LOC100489268-like	Chr04	35439993	35439993
TRINITY_DN127856_c7_g1_i1	znhit2	Chr04	35442861	35442861
TRINITY_DN126798_c3_g1_i1	tm7sf2	Chr04	35445637	35445637
TRINITY_DN122600_c2_g2_i1	LOC100489423	Chr04	35460428	35460428
TRINITY_DN118058_c0_g1_i2	capn1-like.1	Chr04	35495275	35495275
TRINITY_DN130979_c3_g1_i7	pola2	Chr04	35541278	35541278
TRINITY_DN112672_c0_g3_i1	eps8l2-like	Chr04	35594777	35594777
TRINITY_DN119014_c0_g2_i1	tmem80	Chr04	35713303	35713303
TRINITY_DN129160_c2_g5_i2	drd4	Chr04	35746132	35746132
TRINITY_DN119494_c0_g1_i1	zfp36l2.1	Chr04	35862120	35862120
TRINITY_DN132003_c1_g7_i3	LOC100490092	Chr04	35892619	35892619
TRINITY_DN135794_c6_g1_i6	LOC100486897-like	Chr04	35906702	35906702
TRINITY_DN114817_c0_g1_i3	lgals12-like	Chr04	35951670	35951670
TRINITY_DN116138_c0_g2_i2	Xetrov90010951m	Chr04	36003417	36003417
TRINITY_DN115838_c0_g1_i2	LOC100490434-like	Chr04	36165009	36165009
TRINITY_DN132635_c2_g4_i2	dpf2	Chr04	36189162	36189162
TRINITY_DN95726_c0_g2_i1	taldo1	Chr04	36241766	36241766
TRINITY_DN119478_c4_g1_i3	Xetrov90010962m	Chr04	36375743	36375743
TRINITY_DN122144_c0_g2_i1	rce1	Chr04	36438615	36438615
TRINITY_DN122476_c2_g2_i3	sart1	Chr04	36468103	36468103
TRINITY_DN123985_c1_g1_i1	zdhhc24	Chr04	36517338	36517338
TRINITY_DN124133_c0_g14_i1	LOC100486199-like	Chr04	36675591	36675591
TRINITY_DN131401_c5_g1_i3	ccs	Chr04	36764847	36764847
TRINITY_DN124117_c6_g4_i3	rbm4b	Chr04	36786900	36786900
TRINITY_DN127072_c5_g3_i1	rbm14	Chr04	36804557	36804557
TRINITY_DN96108_c0_g2_i1	actn3	Chr04	36839395	36839395
TRINITY_DN125035_c2_g4_i1	drap1	Chr04	37112616	37112616
TRINITY_DN132520_c9_g3_i2	c11orf68	Chr04	37134176	37134176
TRINITY_DN134095_c1_g4_i1	rela	Chr04	37143754	37143754
TRINITY_DN152314_c0_g1_i1	foxa4	Chr04	37220467	37220467
TRINITY_DN125165_c0_g1_i3	LOC100124841	Chr04	37311946	37311946
TRINITY_DN128923_c0_g2_i1	rin1	Chr04	37342193	37342193
TRINITY_DN133262_c7_g3_i1	brms1	Chr04	37368877	37368877
TRINITY_DN135759_c2_g11_i2	b3gnt1	Chr04	37387877	37387877
TRINITY_DN126694_c2_g4_i1	slc29a2	Chr04	37470962	37470962
TRINITY_DN118200_c0_g1_i1	npas4	Chr04	37603744	37603744
TRINITY_DN119457_c1_g1_i2	mrpl11	Chr04	37611532	37611532
TRINITY_DN120165_c0_g1_i1	dpp3	Chr04	37618002	37618002
TRINITY_DN124545_c0_g1_i2	bbs1	Chr04	37644842	37644842
TRINITY_DN91750_c0_g1_i3	rnaseh2c	Chr04	37683520	37683520
TRINITY_DN117736_c0_g1_i2	kat5	Chr04	37688066	37688066
TRINITY_DN131740_c2_g3_i2	Xetrov90011013m	Chr04	37736758	37736758
TRINITY_DN127246_c0_g5_i3	mus81	Chr04	37764820	37764820
TRINITY_DN81329_c0_g1_i1	efemp2	Chr04	37822660	37822660
TRINITY_DN131292_c0_g1_i3	fibp	Chr04	37846662	37846662
TRINITY_DN133940_c0_g1_i2	ccdc85b	Chr04	37863394	37863394
TRINITY_DN124366_c0_g1_i1	fosl1	Chr04	37884416	37884416
TRINITY_DN124450_c1_g2_i1	tmed10	Chr04	37918776	37918776
TRINITY_DN53201_c0_g1_i1	ctsw	Chr04	37966969	37966969
TRINITY_DN129704_c1_g1_i1	athl1	Chr04	37986854	37986854
TRINITY_DN129688_c1_g1_i2	snx15	Chr04	38222481	38222481
TRINITY_DN127241_c3_g1_i1	arl2	Chr04	38233084	38233084
TRINITY_DN130022_c0_g1_i4	LOC100490607-like	Chr04	38243172	38243172
TRINITY_DN107170_c0_g1_i1	LOC100488112	Chr04	38298189	38298189
TRINITY_DN132174_c3_g1_i2	ppp2r5b	Chr04	38324330	38324330
TRINITY_DN134790_c1_g1_i4	atg2a	Chr04	38423155	38423155
TRINITY_DN131112_c0_g1_i3	LOC100491113-like	Chr04	38472336	38472336
TRINITY_DN118968_c0_g1_i1	vps51	Chr04	38574357	38574357
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858
TRINITY_DN119394_c0_g1_i1	cdca5	Chr04	38738064	38738064
TRINITY_DN125848_c0_g1_i3	zfpl1	Chr04	38745005	38745005
TRINITY_DN130486_c0_g1_i1	LOC100497498-like	Chr04	38769618	38769618
TRINITY_DN125073_c1_g1_i1	scyl1	Chr04	38824634	38824634
TRINITY_DN121482_c1_g1_i1	frmd8	Chr04	38983942	38983942
TRINITY_DN134301_c2_g10_i2	sult1e1	Chr04	39016000	39016000
TRINITY_DN115622_c0_g2_i1	slc25a45	Chr04	39038154	39038154
TRINITY_DN130608_c5_g4_i1	LOC100497338-like	Chr04	39139517	39139517
TRINITY_DN121083_c0_g1_i2	LOC100495376	Chr04	39302921	39302921
TRINITY_DN134033_c6_g7_i1	hras	Chr04	39449964	39449964
TRINITY_DN123173_c2_g1_i4	lrrc56	Chr04	39496375	39496375
TRINITY_DN129966_c0_g2_i6	rassf7	Chr04	39550251	39550251
TRINITY_DN133613_c0_g1_i1	phrf1-like	Chr04	39612561	39612561
TRINITY_DN119257_c0_g1_i1	polr2g	Chr04	39726781	39726781
TRINITY_DN132606_c3_g1_i3	zbtb3	Chr04	39733312	39733312
TRINITY_DN114829_c0_g1_i1	LOC100496229	Chr04	39739544	39739544
TRINITY_DN135387_c1_g1_i1	LOC100170590	Chr04	39759800	39759800
TRINITY_DN130302_c6_g2_i2	ttc9c	Chr04	39766314	39766314
TRINITY_DN120806_c0_g1_i1	hnrnpul2	Chr04	39775191	39775191
TRINITY_DN130404_c1_g1_i1	Xetrov90011100m	Chr04	39804646	39804646
TRINITY_DN116398_c0_g1_i1	lrrn4cl	Chr04	39819168	39819168
TRINITY_DN128839_c0_g4_i2	prdx5	Chr04	39881115	39881115
TRINITY_DN63296_c0_g2_i1	trmt112	Chr04	39935188	39935188
TRINITY_DN101150_c0_g2_i1	esrra	Chr04	39939444	39939444
TRINITY_DN125354_c0_g1_i2	LOC100487418	Chr04	40013655	40013655
TRINITY_DN121021_c0_g3_i1	LOC100216027	Chr04	40038217	40038217
TRINITY_DN119885_c0_g1_i1	ppp1r14b	Chr04	40231870	40231870
TRINITY_DN120219_c0_g4_i3	fkbp2	Chr04	40247651	40247651
TRINITY_DN118925_c0_g1_i1	nudt22	Chr04	40274767	40274767
TRINITY_DN125601_c5_g1_i2	dnajc4	Chr04	40294051	40294051
TRINITY_DN125242_c0_g4_i5	trpt1-like	Chr04	40378754	40378754
TRINITY_DN131044_c2_g1_i1	fermt3	Chr04	40390427	40390427
TRINITY_DN116874_c0_g1_i1	stip1	Chr04	40410607	40410607
TRINITY_DN120460_c0_g1_i1	flrt1	Chr04	40598215	40598215
TRINITY_DN134946_c4_g2_i1	otub1	Chr04	40799202	40799202
TRINITY_DN116854_c0_g1_i3	naa40	Chr04	40850090	40850090
TRINITY_DN103622_c0_g3_i3	rcor2	Chr04	40885768	40885768
TRINITY_DN122049_c0_g1_i1	mark2	Chr04	40905079	40905079
TRINITY_DN97717_c0_g1_i1	LOC100145144	Chr04	41013668	41013668
TRINITY_DN132835_c0_g3_i1	dusp10.2	Chr04	41036176	41036176
TRINITY_DN115320_c0_g1_i3	LOC100492912-like	Chr04	41074860	41074860
TRINITY_DN133014_c5_g4_i7	rtn3	Chr04	41097297	41097297
TRINITY_DN63422_c0_g2_i1	atl3	Chr04	41135917	41135917
TRINITY_DN114588_c0_g1_i1	wdr74	Chr04	41212496	41212496
TRINITY_DN129012_c0_g1_i4	nxf1	Chr04	41229906	41229906
TRINITY_DN112797_c0_g1_i1	LOC100487425-like	Chr04	41273085	41273085
TRINITY_DN134750_c7_g1_i1	stx5	Chr04	41279955	41279955
TRINITY_DN135911_c1_g1_i3	slc3a2	Chr04	41346851	41346851
TRINITY_DN134613_c4_g1_i1	LOC100486973-like	Chr04	41367454	41367454
TRINITY_DN121340_c2_g1_i1	eef1g	Chr04	41529466	41529466
TRINITY_DN121378_c0_g1_i1	tut1	Chr04	41542163	41542163
TRINITY_DN136216_c4_g4_i3	mta2	Chr04	41562432	41562432
TRINITY_DN131815_c3_g1_i2	eml3	Chr04	41585277	41585277
TRINITY_DN25542_c0_g2_i1	LOC100493249	Chr04	41631769	41631769
TRINITY_DN128746_c6_g3_i1	b3gat3	Chr04	41641301	41641301
TRINITY_DN72056_c0_g1_i1	ganab-like	Chr04	41655903	41655903
TRINITY_DN129986_c2_g2_i1	ints5-like	Chr04	41703116	41703116
TRINITY_DN129752_c4_g12_i2	c11orf48	Chr04	41719243	41719243
TRINITY_DN120892_c0_g1_i1	mettl12	Chr04	41726030	41726030
TRINITY_DN113554_c0_g1_i2	ubxn1	Chr04	41738999	41738999
TRINITY_DN135570_c1_g2_i2	lrp5	Chr04	41881405	41881405
TRINITY_DN126056_c8_g5_i1	suv420h1	Chr04	42096188	42096188
TRINITY_DN132180_c9_g5_i6	chka	Chr04	42129159	42129159
TRINITY_DN120916_c0_g2_i3	ctsf	Chr04	42281276	42281276
TRINITY_DN133687_c1_g1_i1	Xetrov90011196m	Chr04	42464714	42464714
TRINITY_DN119918_c0_g5_i2	lrfn2-like	Chr04	42468596	42468596
TRINITY_DN108314_c0_g1_i2	LOC100490541	Chr04	42686557	42686557
TRINITY_DN74871_c0_g1_i1	sf3b2	Chr04	42745850	42745850
TRINITY_DN106219_c0_g3_i1	sssca1	Chr04	42835170	42835170
TRINITY_DN116000_c0_g2_i6	sipa1-like	Chr04	42953974	42953974
TRINITY_DN81305_c0_g2_i1	men1	Chr04	43044229	43044229
TRINITY_DN132392_c2_g3_i2	sf1	Chr04	43056971	43056971
TRINITY_DN123155_c2_g3_i10	nrxn2-like.2	Chr04	43423278	43423278
TRINITY_DN137516_c0_g1_i1	ctrl	Chr04	43609871	43609871
TRINITY_DN134450_c4_g1_i2	ctcf	Chr04	43765400	43765400
TRINITY_DN132398_c5_g1_i1	nutf2	Chr04	43923580	43923580
TRINITY_DN126511_c5_g2_i1	thap11	Chr04	43957999	43957999
TRINITY_DN123516_c0_g3_i4	edc4-like	Chr04	43966522	43966522
TRINITY_DN94759_c0_g1_i1	nrn1l	Chr04	44036045	44036045
TRINITY_DN129338_c2_g9_i1	pla2g15-like	Chr04	44065599	44065599
TRINITY_DN116603_c0_g1_i4	nfatc3	Chr04	44095675	44095675
TRINITY_DN120133_c0_g1_i8	rpgrip1l	Chr04	44179853	44179853
TRINITY_DN121957_c0_g1_i4	fto	Chr04	44256505	44256505
TRINITY_DN128653_c3_g1_i1	irx3	Chr04	44506980	44506980
TRINITY_DN129766_c2_g9_i1	irx5	Chr04	44934379	44934379
TRINITY_DN67779_c0_g1_i1	mmp2	Chr04	45356050	45356050
TRINITY_DN118251_c0_g1_i4	lpcat2	Chr04	45407656	45407656
TRINITY_DN119436_c0_g1_i1	LOC100493471	Chr04	45705683	45705683
TRINITY_DN126407_c4_g1_i1	ddx28	Chr04	45892604	45892604
