gid	gname	chr	start	end	logCPM	logFC.XYbrain.XXbrain	PV.XYbrain.XXbrain	FDR.XYbrain.XXbrain	stage 
TRINITY_DN123460_c0_g1_i1	stra6	Chr03	83095114	83095114	5.264414599	1.388691703	7.39403E-06	2.3307E-05	Gonad
TRINITY_DN123462_c3_g2_i2	mlkl-like	Chr04	26714042	26714042	3.853598621	-1.546596588	0.000312488	0.000771472	Gonad
TRINITY_DN123469_c0_g1_i1	LOC100490939	Chr03	124736616	124736616	2.226720894	1.232970531	0.027947261	0.046038834	Gonad
TRINITY_DN123473_c0_g1_i2	crispld1	Chr06	106843050	106843050	2.405944057	3.954077897	1.90853E-11	1.29242E-10	Gonad
TRINITY_DN123489_c0_g1_i3	rab40c-like	Chr09	16711587	16711587	4.727421499	-1.593507021	1.95755E-05	5.83851E-05	Gonad
TRINITY_DN123490_c2_g1_i2	prune	Chr08	115083570	115083570	5.58508277	-1.050283695	0.000446781	0.001072316	Gonad
TRINITY_DN123491_c0_g2_i4	alg12	Chr03	63017228	63017228	4.893882434	1.815232441	3.61623E-09	1.84003E-08	Gonad
TRINITY_DN123494_c0_g1_i3	plekho2	Chr03	118017713	118017713	5.290334561	2.376386795	8.73161E-12	6.14808E-11	Gonad
TRINITY_DN123497_c0_g2_i3	inpp5a.2	Chr03	119974505	119974505	1.476434965	1.209869968	0.016066609	0.028076218	Gonad
TRINITY_DN123502_c0_g1_i1	igsf11	Chr02	2634744	2634744	1.126538348	1.921271537	0.009869953	0.018123354	Gonad
TRINITY_DN123507_c1_g1_i3	LOC100496010	Chr07	30924488	30924488	4.799087398	3.582718769	7.83299E-18	1.01457E-16	Gonad
TRINITY_DN123520_c0_g1_i1	LOC734015	Chr01	151510761	151510761	6.404153601	1.6423582	1.33146E-13	1.12516E-12	Gonad
TRINITY_DN123523_c1_g1_i5	krt	Chr10	1864752	1864752	2.218030491	6.725217844	2.64062E-16	2.94733E-15	Gonad
TRINITY_DN123529_c1_g1_i1	LOC101732849	Chr07	95698117	95698117	3.463226563	-1.060499603	0.010710069	0.019537984	Gonad
TRINITY_DN123534_c0_g1_i2	gas1	Chr01	122939003	122939003	3.309450774	1.968548953	0.001155554	0.002569824	Gonad
TRINITY_DN123539_c0_g1_i1	LOC100491853	Chr02	93481160	93481160	1.324547801	-2.451685632	0.000984844	0.002214637	Gonad
TRINITY_DN123543_c0_g1_i1	kiaa1841-like	Chr05	27671216	27671216	2.98459421	1.439502854	0.001127749	0.002511363	Gonad
TRINITY_DN123548_c0_g2_i1	asb15	Chr03	60763186	60763186	1.342702283	-2.767278428	6.38857E-05	0.000177529	Gonad
TRINITY_DN123549_c0_g1_i2	LOC101731473	Chr04	31675594	31675594	1.975660056	1.885454722	0.000632967	0.001484919	Gonad
TRINITY_DN123555_c2_g1_i1	abi3	Chr10	10389589	10389589	2.325876613	2.272589577	0.000232328	0.000588161	Gonad
TRINITY_DN123562_c0_g1_i3	arhgdib	Chr04	118041836	118041836	5.134778902	-2.623936867	1.82359E-17	2.27441E-16	Gonad
TRINITY_DN123577_c1_g2_i2	robo3	Chr07	64735206	64735206	4.263372625	1.052029676	0.024138641	0.040458288	Gonad
TRINITY_DN123581_c0_g1_i2	ccni	Chr01	94789672	94789672	8.234038306	2.623262287	2.45377E-24	5.35899E-23	Gonad
TRINITY_DN123584_c2_g1_i1	LOC101731070	scaffold_632	41832	41832	2.417452377	2.592922838	0.000208543	0.000531767	Gonad
TRINITY_DN123586_c0_g1_i1	mmp19-like.1	Chr02	135057921	135057921	5.529606865	2.96966501	1.02602E-13	8.77338E-13	Gonad
TRINITY_DN123589_c1_g2_i1	LOC100493414	scaffold_788	13625	13625	2.209037236	2.539050448	1.21372E-06	4.30909E-06	Gonad
TRINITY_DN123597_c2_g3_i3	cmip-like	Chr04	54950042	54950042	5.363763486	1.080514988	0.000943284	0.002128771	Gonad
TRINITY_DN123597_c3_g1_i3	pde6d	Chr05	108257578	108257578	6.534146841	-2.339262995	5.47438E-24	1.17027E-22	Gonad
TRINITY_DN123601_c1_g5_i1	tctn2	Chr01	152326550	152326550	6.981511744	-1.881959187	8.41462E-18	1.08572E-16	Gonad
TRINITY_DN123601_c3_g9_i1	dgcr6	Chr01	141996554	141996554	5.963694463	-1.248392841	2.55443E-06	8.64037E-06	Gonad
TRINITY_DN123602_c2_g2_i1	pdcd4	scaffold_310	80918	80918	5.926721788	1.055644267	0.000130791	0.000345153	Gonad
TRINITY_DN123602_c3_g8_i2	tollip	Chr04	12336181	12336181	5.455947155	-1.649812718	5.18676E-08	2.22984E-07	Gonad
TRINITY_DN123604_c0_g5_i1	cndp1	scaffold_21	1572319	1572319	12.28942978	7.160123316	7.13181E-39	3.34698E-37	Gonad
TRINITY_DN123608_c0_g3_i3	fam83b	Chr05	88133309	88133309	3.635555374	2.476883216	3.88125E-06	1.27813E-05	Gonad
TRINITY_DN123610_c0_g1_i3	psat1	Chr01	120348962	120348962	8.356298731	-1.529288268	1.43496E-10	8.72214E-10	Gonad
TRINITY_DN123620_c11_g1_i1	cpamd8	Chr01	99845191	99845191	3.706529396	1.58792652	1.19419E-05	3.66801E-05	Gonad
TRINITY_DN123626_c0_g1_i1	apoa1	Chr07	83999141	83999141	6.690933503	2.565606605	1.87368E-06	6.47224E-06	Gonad
TRINITY_DN123632_c2_g2_i5	tm6sf2	Chr01	101904360	101904360	6.478360851	-1.244391776	5.49476E-06	1.76007E-05	Gonad
TRINITY_DN123633_c0_g1_i1	grk1	Chr02	112230797	112230797	3.098681227	-4.952561937	2.68335E-18	3.61965E-17	Gonad
TRINITY_DN123636_c0_g2_i1	bbs10-like	Chr03	51826226	51826226	3.623671666	-1.656644189	0.000133026	0.000350636	Gonad
TRINITY_DN123637_c0_g1_i2	sfmbt2	Chr03	74345990	74345990	3.296363119	5.43011245	1.22433E-16	1.41344E-15	Gonad
TRINITY_DN123639_c0_g1_i1	cnnm3-like	Chr03	109009418	109009418	6.644065477	1.638045287	1.12938E-11	7.84801E-11	Gonad
TRINITY_DN123654_c3_g1_i2	myoc	Chr04	97499454	97499454	2.588433575	1.464957977	0.001500998	0.003266136	Gonad
TRINITY_DN123658_c4_g2_i1	fdxr	Chr10	35531452	35531452	6.22461744	-1.335230637	1.30722E-06	4.63616E-06	Gonad
TRINITY_DN123676_c0_g2_i2	Xetrov90003819m	Chr01	193559142	193559142	2.444994279	2.157031989	1.77254E-05	5.33243E-05	Gonad
TRINITY_DN123678_c2_g6_i3	nhsl2-like.2	Chr08	18513303	18513303	3.139523023	1.434182996	0.020413341	0.03483352	Gonad
TRINITY_DN123679_c0_g1_i1	kcnmb4	Chr03	49996161	49996161	6.008319765	-3.065270048	4.06815E-28	1.15627E-26	Gonad
TRINITY_DN123696_c0_g1_i1	aldh3b1-like.1	Chr01	138358906	138358906	6.563541501	-8.152752905	4.17715E-88	7.39429E-86	Gonad
TRINITY_DN123704_c2_g3_i1	cpb1	Chr05	118699094	118699094	2.81245064	4.062265849	0.000289906	0.000719417	Gonad
TRINITY_DN123707_c0_g2_i3	trit1	Chr02	86808248	86808248	5.710962789	-1.406414315	8.99594E-08	3.73228E-07	Gonad
TRINITY_DN123708_c4_g1_i1	utp3	Chr07	77984665	77984665	7.692169761	-1.426987553	8.93874E-10	4.92852E-09	Gonad
TRINITY_DN123710_c0_g1_i1	piwil2	Chr03	119422089	119422089	7.181250489	2.672460623	2.43255E-25	5.68157E-24	Gonad
TRINITY_DN123716_c2_g2_i19	LOC100495603-like	scaffold_56	73653	73653	4.874961626	-1.073201433	0.000380416	0.000924008	Gonad
TRINITY_DN123721_c0_g1_i1	fam101a	Chr01	152002324	152002324	1.061390555	1.532191606	0.013781196	0.024476723	Gonad
TRINITY_DN123723_c3_g4_i1	med11	Chr01	82744308	82744308	7.182352536	-2.36244523	1.09791E-25	2.61272E-24	Gonad
TRINITY_DN123740_c2_g3_i1	ammecr1l	Chr05	121939818	121939818	5.425401659	2.985156639	2.23894E-24	4.90042E-23	Gonad
TRINITY_DN123745_c1_g1_i5	lingo2	Chr01	110621695	110621695	2.647707891	-4.108508151	6.43364E-11	4.06229E-10	Gonad
TRINITY_DN123758_c9_g4_i1	prss23	Chr02	165261915	165261915	4.917150303	1.440894093	0.000107722	0.000288086	Gonad
TRINITY_DN123759_c0_g2_i1	ppp1r9b	Chr10	14017181	14017181	2.688215544	3.229434218	1.14882E-07	4.71202E-07	Gonad
TRINITY_DN123763_c0_g1_i1	phospho2	Chr09	63330238	63330238	7.819814575	-1.515160976	8.8056E-12	6.19585E-11	Gonad
TRINITY_DN123769_c0_g1_i1	slc9b2	Chr01	64110605	64110605	4.50612796	1.062258016	0.002728913	0.005638897	Gonad
TRINITY_DN123770_c0_g1_i3	LOC100497666	Chr05	54711967	54711967	6.685035561	-1.129352289	0.000207703	0.000530161	Gonad
TRINITY_DN123773_c0_g8_i1	Xetrov90028790m	scaffold_430	120046	120046	0.252459089	2.043600644	0.00159479	0.003451615	Gonad
TRINITY_DN123779_c0_g3_i1	dnaja4.2	Chr08	111075757	111075757	7.203398093	-1.582865258	1.26108E-14	1.20267E-13	Gonad
TRINITY_DN123780_c0_g1_i1	rpp40	Chr06	50332523	50332523	7.407977097	-3.46145749	1.58588E-45	9.46835E-44	Gonad
TRINITY_DN123800_c0_g1_i1	odf3	Chr03	79902662	79902662	1.471568694	3.949118034	6.75717E-09	3.33235E-08	Gonad
TRINITY_DN123801_c0_g1_i3	mettl4	Chr06	92273564	92273564	4.756110167	-2.15455045	1.93035E-08	8.89372E-08	Gonad
TRINITY_DN123802_c0_g1_i3	hinfp	Chr07	85735157	85735157	5.974076859	-1.590656635	5.10544E-11	3.29373E-10	Gonad
TRINITY_DN123804_c0_g1_i1	LOC100494328	Chr08	22145324	22145324	2.5508393	-2.212587444	0.004070659	0.008139704	Gonad
TRINITY_DN123805_c1_g3_i3	wisp1	Chr06	126645985	126645985	4.5106284	1.048276454	0.002831166	0.005834653	Gonad
TRINITY_DN123813_c0_g2_i6	LOC100496499	Chr07	44958020	44958020	0.898349425	1.241820766	0.015464235	0.027136371	Gonad
TRINITY_DN123814_c1_g1_i2	abcd2-like	Chr03	65726820	65726820	3.218642469	1.812158128	2.47386E-05	7.27522E-05	Gonad
TRINITY_DN123817_c0_g1_i1	gpr19	scaffold_41	167944	167944	2.913139716	1.19759143	0.006621752	0.012639705	Gonad
TRINITY_DN123821_c0_g1_i1	LOC100489930	Chr02	4288233	4288233	6.779709217	-9.823098635	1.1383E-149	1.6407E-146	Gonad
TRINITY_DN123823_c0_g1_i2	ccdc34-like	Chr04	11984320	11984320	2.780183479	-1.042561028	0.030626662	0.049995634	Gonad
TRINITY_DN123829_c0_g3_i1	ccdc37	Chr04	122572617	122572617	2.497718129	5.743201356	3.25394E-19	4.69703E-18	Gonad
TRINITY_DN123831_c0_g1_i1	c4orf32	Chr01	58371685	58371685	5.839960589	-2.306997644	3.4671E-15	3.52296E-14	Gonad
TRINITY_DN123838_c1_g3_i1	LOC100489980-like	Chr07	17022611	17022611	2.576585861	-1.268498735	0.022133903	0.037428547	Gonad
TRINITY_DN123842_c8_g2_i6	gins4	Chr03	119921003	119921003	6.932049765	-1.112201148	2.59702E-05	7.62156E-05	Gonad
TRINITY_DN123854_c0_g4_i5	arrdc3	Chr01	171087831	171087831	5.382453998	2.365172063	2.49026E-08	1.12525E-07	Gonad
TRINITY_DN123861_c1_g1_i3	spon1	Chr04	8634693	8634693	3.376138189	2.889599217	1.98315E-07	7.89972E-07	Gonad
TRINITY_DN123877_c0_g1_i4	LOC100496659	scaffold_393	70652	70652	3.07753037	2.090977868	1.83753E-05	5.51642E-05	Gonad
TRINITY_DN123880_c0_g1_i2	eef1a1o	Chr02	86678917	86678917	13.20504488	2.315169282	5.59239E-11	3.58041E-10	Gonad
TRINITY_DN123883_c0_g1_i5	bok	Chr05	122332894	122332894	1.800546948	1.952899367	9.93853E-05	0.000267163	Gonad
TRINITY_DN123897_c4_g1_i1	vopp1	Chr06	65599005	65599005	4.360425531	2.434362291	5.96457E-08	2.54042E-07	Gonad
TRINITY_DN123897_c4_g2_i1	naa16-like	Chr02	129118406	129118406	5.617280816	1.370275396	0.000480971	0.001148639	Gonad
TRINITY_DN123909_c5_g4_i1	casp1	Chr02	38169668	38169668	5.216829917	2.179861471	1.41045E-14	1.33754E-13	Gonad
TRINITY_DN123916_c1_g2_i2	cdkl1	Chr08	71887654	71887654	3.95518814	1.338844622	0.000858837	0.001953486	Gonad
TRINITY_DN123918_c0_g2_i1	Xetrov90003223m	Chr01	157376647	157376647	2.169960768	-2.767492636	3.66172E-05	0.000105412	Gonad
TRINITY_DN123922_c4_g1_i1	gabrd	Chr07	82518878	82518878	0.637530019	1.834392802	0.024711671	0.041288419	Gonad
TRINITY_DN123925_c0_g1_i1	fam149a-like	Chr01	34875296	34875296	2.8863638	2.329684617	4.04792E-07	1.54827E-06	Gonad
TRINITY_DN123929_c3_g1_i1	wdr82	Chr04	117787716	117787716	5.775036999	1.707936485	3.6152E-05	0.000104191	Gonad
TRINITY_DN123932_c1_g1_i1	mgam	Chr05	102436237	102436237	2.750260047	1.345026763	0.007260929	0.013758267	Gonad
TRINITY_DN123955_c0_g1_i4	LOC100496006	Chr01	130992669	130992669	2.019216513	1.889202799	0.019357384	0.033235489	Gonad
TRINITY_DN123960_c0_g1_i3	dynlt1	Chr05	66964278	66964278	6.992747468	-1.398094909	4.70342E-08	2.03331E-07	Gonad
TRINITY_DN123962_c1_g2_i4	mtus2	Chr02	151578900	151578900	3.612203492	4.528978891	1.45245E-13	1.21744E-12	Gonad
TRINITY_DN123963_c2_g1_i1	lin54	Chr01	91545516	91545516	3.845876462	1.37425275	0.001415944	0.003095748	Gonad
TRINITY_DN123969_c0_g3_i3	LOC100490491-like	scaffold_195	177715	177715	5.388827415	2.246188963	2.49521E-10	1.45952E-09	Gonad
TRINITY_DN123974_c3_g3_i9	vtn	Chr02	27347835	27347835	3.749030309	-2.153247855	0.000276141	0.000687965	Gonad
TRINITY_DN123978_c3_g1_i3	rnpc3-like.1	Chr04	99708333	99708333	4.416855119	-1.090157164	0.000511471	0.001214865	Gonad
TRINITY_DN123979_c0_g1_i2	Xetrov90014128m	Chr05	79448219	79448219	5.702648895	-2.01153909	1.76269E-14	1.64986E-13	Gonad
TRINITY_DN123980_c1_g3_i2	hsd3b7	Chr09	1694622	1694622	4.824430516	1.413348587	5.9604E-06	1.90077E-05	Gonad
TRINITY_DN123981_c0_g1_i1	trerf1	Chr05	11303859	11303859	3.132391089	4.127445389	4.26602E-15	4.26602E-14	Gonad
TRINITY_DN123988_c0_g3_i1	LOC100495715	scaffold_569	30901	30901	2.814331053	1.745281451	0.000166258	0.000430912	Gonad
TRINITY_DN123995_c1_g1_i1	cog7	Chr09	16766714	16766714	6.286508456	1.33156731	1.45911E-08	6.84446E-08	Gonad
TRINITY_DN123998_c2_g3_i2	pde8b-like	Chr01	164709774	164709774	0.933825378	3.686329102	2.09181E-05	6.21324E-05	Gonad
TRINITY_DN123998_c3_g1_i1	stx1b	Chr09	1671151	1671151	0.97791311	1.761787097	0.00070241	0.001624897	Gonad
TRINITY_DN123998_c4_g1_i4	ankrd13b	Chr02	25051032	25051032	6.161498524	2.507066521	6.09022E-17	7.26364E-16	Gonad
TRINITY_DN124008_c0_g9_i2	cdk15	Chr09	47094605	47094605	2.338721766	3.971209368	3.14168E-08	1.39431E-07	Gonad
TRINITY_DN124009_c0_g1_i3	zcchc11	Chr04	86567588	86567588	5.526429047	3.223618019	4.43807E-25	1.01773E-23	Gonad
TRINITY_DN124019_c1_g1_i3	rcor1	Chr08	76845169	76845169	5.036457106	1.120355194	0.000202843	0.000518279	Gonad
TRINITY_DN124020_c0_g1_i3	LOC100496620	Chr04	50368661	50368661	3.353858636	1.817975678	2.02428E-05	6.02685E-05	Gonad
TRINITY_DN124037_c0_g2_i6	sec31a	Chr01	91624136	91624136	6.185772631	1.180261756	5.75311E-07	2.15555E-06	Gonad
TRINITY_DN124038_c0_g2_i2	rasa4	Chr02	90443008	90443008	2.873928714	1.176751054	0.009492154	0.017493302	Gonad
TRINITY_DN124041_c0_g1_i2	tmem119	Chr01	132881628	132881628	3.937519169	1.636685837	9.14249E-05	0.000247712	Gonad
TRINITY_DN124043_c1_g5_i1	mycn	Chr05	136942812	136942812	4.040537484	1.12968383	0.015618331	0.027382965	Gonad
TRINITY_DN124045_c0_g2_i1	klf3	Chr01	26186197	26186197	4.905111983	2.597810268	7.29864E-09	3.58013E-08	Gonad
TRINITY_DN124046_c0_g1_i2	dnajc15	Chr02	129741812	129741812	7.030733925	-2.22594283	7.20651E-18	9.38241E-17	Gonad
TRINITY_DN124050_c0_g2_i1	cdh2	Chr06	96017976	96017976	6.865797728	3.493785798	1.40774E-40	7.28416E-39	Gonad
TRINITY_DN124051_c0_g1_i1	rnls	Chr07	4556411	4556411	6.387853445	1.181921421	3.9565E-05	0.000113155	Gonad
TRINITY_DN124054_c0_g1_i1	scarf1	Chr02	39858649	39858649	1.722105424	2.489924206	0.000145964	0.000381745	Gonad
TRINITY_DN124055_c0_g1_i1	slc35d2	Chr01	123976221	123976221	1.924387574	-3.170955409	2.69762E-08	1.21622E-07	Gonad
TRINITY_DN124060_c0_g7_i2	c3orf21	Chr05	97538742	97538742	6.498329015	-1.091943904	4.01192E-07	1.53683E-06	Gonad
TRINITY_DN124062_c0_g2_i1	LOC100497530-like	Chr06	52796542	52796542	6.286076336	-1.157142521	0.000111958	0.000298457	Gonad
TRINITY_DN124062_c1_g1_i1	tmem212	Chr05	107147187	107147187	2.08679506	2.689604289	3.26782E-07	1.26622E-06	Gonad
TRINITY_DN124062_c1_g2_i4	nyap2	Chr05	115880195	115880195	0.529321816	2.890789913	1.66978E-06	5.81972E-06	Gonad
TRINITY_DN124063_c2_g1_i2	LOC100496521	Chr10	32502377	32502377	6.549615833	1.677680777	5.59001E-06	1.79001E-05	Gonad
TRINITY_DN124065_c0_g1_i1	LOC100216141	scaffold_347	92690	92690	8.051586849	-7.121698258	1.49133E-53	1.16648E-51	Gonad
TRINITY_DN124067_c1_g2_i3	slc45a1	Chr07	76575526	76575526	3.404824378	2.688880967	7.62189E-06	2.39661E-05	Gonad
TRINITY_DN124071_c0_g1_i1	Xetrov90009440m	Chr03	120909399	120909399	3.001516646	1.17906548	0.006175879	0.011858283	Gonad
TRINITY_DN124075_c3_g4_i1	sfr1-like	Chr07	19597334	19597334	6.788171381	-2.18931292	8.74924E-13	6.79598E-12	Gonad
TRINITY_DN124076_c2_g2_i3	b2m	Chr02	143397286	143397286	8.201447407	1.835266333	2.15274E-08	9.84193E-08	Gonad
TRINITY_DN124080_c4_g2_i2	taf4	Chr10	1092665	1092665	3.577306812	2.649020002	2.40528E-05	7.08385E-05	Gonad
TRINITY_DN124083_c0_g1_i2	dcaf17	Chr09	62665321	62665321	6.593105258	-1.728346561	3.38061E-15	3.44201E-14	Gonad
TRINITY_DN124088_c0_g1_i1	inha	scaffold_261	207127	207127	8.090120838	2.193374673	2.17999E-06	7.45378E-06	Gonad
TRINITY_DN124090_c1_g1_i3	rft1	Chr04	113273473	113273473	5.739135744	-2.648044468	1.82835E-20	2.89609E-19	Gonad
TRINITY_DN124094_c0_g1_i1	fancf	Chr08	55031119	55031119	4.700042075	-1.017431907	0.001957638	0.004169459	Gonad
TRINITY_DN124116_c0_g2_i1	fam132b	Chr05	122894722	122894722	4.880554779	2.690063793	4.34291E-12	3.15706E-11	Gonad
TRINITY_DN124117_c6_g7_i1	fam109a	Chr01	154647352	154647352	5.356861286	-1.036482104	0.0002106	0.000536605	Gonad
TRINITY_DN124131_c8_g4_i2	trpa1	Chr06	105888031	105888031	1.890085734	-5.35487151	4.38381E-11	2.85188E-10	Gonad
TRINITY_DN124131_c9_g1_i1	khdrbs1	Chr02	82375223	82375223	10.2783082	1.378345693	4.6643E-07	1.77194E-06	Gonad
TRINITY_DN124132_c1_g3_i4	add2	Chr03	112328178	112328178	3.826494409	1.169892536	0.027553462	0.045471775	Gonad
TRINITY_DN124133_c0_g2_i4	gsg1l	Chr07	98285591	98285591	4.185676565	-3.505613597	2.82807E-08	1.26767E-07	Gonad
TRINITY_DN124133_c1_g1_i1	c16orf72	Chr09	34718490	34718490	7.25313231	-1.061131433	8.28466E-08	3.4528E-07	Gonad
TRINITY_DN124136_c0_g3_i1	fgf2	Chr01	56473227	56473227	2.130766674	3.937495018	1.32129E-10	8.07497E-10	Gonad
TRINITY_DN124142_c9_g5_i1	lcmt1	Chr09	14084543	14084543	6.420432773	1.404184077	2.1283E-08	9.73901E-08	Gonad
TRINITY_DN124146_c9_g9_i1	tnfaip6	Chr09	71077975	71077975	5.904277693	7.654232391	2.56268E-22	4.76196E-21	Gonad
TRINITY_DN124148_c0_g1_i3	sema3e	Chr03	70448465	70448465	0.114822698	-2.017764956	0.00116259	0.002583818	Gonad
TRINITY_DN124176_c0_g2_i1	pigu	Chr10	32722990	32722990	6.199624152	-1.058006712	1.00601E-05	3.11752E-05	Gonad
TRINITY_DN124180_c0_g7_i1	mettl7a-like.1	Chr02	139992449	139992449	5.394518484	5.608198458	2.17349E-36	9.1377E-35	Gonad
TRINITY_DN124181_c0_g1_i1	tmprss13	Chr07	84619900	84619900	1.699731364	2.241350299	0.008139744	0.015231828	Gonad
TRINITY_DN124190_c0_g2_i1	mcoln2-like	Chr04	25221375	25221375	6.751407729	-6.490064789	8.11428E-68	9.19922E-66	Gonad
TRINITY_DN124191_c0_g1_i1	sptlc2	Chr08	61825282	61825282	7.138647688	-1.341573119	1.28091E-11	8.81007E-11	Gonad
TRINITY_DN124193_c2_g2_i3	agl	Chr04	98454974	98454974	5.587214303	2.828580691	6.56517E-23	1.27881E-21	Gonad
TRINITY_DN124201_c1_g1_i3	ntn1-like.1	Chr07	97576780	97576780	3.546193173	5.588107927	5.37841E-15	5.3152E-14	Gonad
TRINITY_DN124214_c0_g1_i1	msmo1	Chr01	42074453	42074453	4.811918723	3.213370005	1.21847E-09	6.62411E-09	Gonad
TRINITY_DN124215_c0_g2_i2	ccdc65	Chr02	132838548	132838548	3.642248989	2.632226539	8.97921E-09	4.33909E-08	Gonad
TRINITY_DN124220_c0_g1_i2	ptar1	Chr01	117366486	117366486	7.026488914	-2.633127887	5.41003E-38	2.45888E-36	Gonad
TRINITY_DN124223_c0_g1_i1	cldn3	Chr02	38130278	38130278	5.566984113	-1.107589008	0.001404562	0.00307286	Gonad
TRINITY_DN124226_c0_g1_i1	LOC100489554-like	Chr08	25252665	25252665	4.779209321	-4.354057017	2.73738E-14	2.51093E-13	Gonad
TRINITY_DN124230_c0_g2_i1	dnajc19	scaffold_24	429451	429451	7.180997331	1.072200031	9.32096E-05	0.000252208	Gonad
TRINITY_DN124234_c1_g3_i1	MGC107884	Chr05	40339734	40339734	3.499964127	-6.556296066	6.35398E-24	1.34406E-22	Gonad
TRINITY_DN124238_c0_g1_i1	rad9a	Chr07	60244427	60244427	7.1142422	-1.945214265	4.63166E-15	4.61338E-14	Gonad
TRINITY_DN124239_c4_g2_i1	hsp90b1	Chr03	39822658	39822658	10.93689637	1.387730307	2.49564E-07	9.79424E-07	Gonad
TRINITY_DN124241_c0_g2_i2	strap	scaffold_266	526	526	8.457561218	-1.775190549	4.16194E-11	2.72158E-10	Gonad
TRINITY_DN124251_c3_g4_i1	LOC733735	Chr07	104231279	104231279	5.224775592	-1.408051009	5.27666E-06	1.69667E-05	Gonad
TRINITY_DN124256_c0_g3_i2	LOC101733017	scaffold_676	20714	20714	1.471584191	3.848053662	2.02732E-08	9.30651E-08	Gonad
TRINITY_DN124259_c0_g2_i2	mgat4b	Chr02	109412172	109412172	6.028736705	-1.354983842	2.77779E-09	1.43733E-08	Gonad
TRINITY_DN124263_c0_g1_i1	LOC100498415	Chr10	14622177	14622177	8.422708147	-7.90844309	5.6968E-111	1.7418E-108	Gonad
TRINITY_DN124265_c0_g1_i2	mrpl1	Chr01	91224097	91224097	9.506673588	-2.987257457	1.73093E-28	5.04772E-27	Gonad
TRINITY_DN124266_c1_g1_i2	MGC107849	Chr01	145217604	145217604	3.397269226	3.755391538	1.9358E-09	1.02639E-08	Gonad
TRINITY_DN124268_c4_g1_i1	dnajb12	Chr07	35233136	35233136	6.454731842	2.090920259	1.271E-19	1.89991E-18	Gonad
TRINITY_DN124272_c4_g1_i1	LOC100496220	Chr10	21982385	21982385	2.12745235	2.280739636	0.00568359	0.011028351	Gonad
TRINITY_DN124273_c1_g6_i2	LOC100487575	Chr08	55885807	55885807	6.349977901	-2.615343178	2.5988E-31	8.74064E-30	Gonad
TRINITY_DN124280_c3_g2_i1	mis18a	Chr02	11285236	11285236	6.334610987	-2.809130262	8.75613E-23	1.68285E-21	Gonad
TRINITY_DN124281_c0_g1_i1	foxred2	Chr04	105587748	105587748	5.193190801	1.940608044	1.32081E-10	8.07497E-10	Gonad
TRINITY_DN124286_c0_g1_i1	sumf2	Chr02	94210484	94210484	5.891177132	-1.92447525	1.26341E-13	1.07034E-12	Gonad
TRINITY_DN124293_c4_g4_i6	ids	Chr08	36356697	36356697	5.822320095	2.268115657	2.5458E-10	1.48739E-09	Gonad
TRINITY_DN124305_c4_g1_i5	LOC100487749	Chr03	79934833	79934833	7.905370186	-2.662572568	1.73126E-19	2.56136E-18	Gonad
TRINITY_DN124306_c2_g1_i1	LOC100497699-like	Chr04	79867824	79867824	5.356415394	-1.605928069	3.6749E-07	1.41364E-06	Gonad
TRINITY_DN124306_c7_g1_i1	rnf114	Chr10	27953932	27953932	5.912336542	-1.785118195	2.47891E-10	1.45082E-09	Gonad
TRINITY_DN124307_c0_g2_i6	LOC100485117	Chr04	67728583	67728583	3.401329439	2.318292705	1.61781E-06	5.65616E-06	Gonad
TRINITY_DN124317_c0_g1_i6	LOC100145701	Chr01	99166688	99166688	7.355647243	-1.131868723	1.57697E-05	4.77111E-05	Gonad
TRINITY_DN124322_c0_g1_i1	sowaha	Chr03	28493685	28493685	4.531553316	-3.723850752	9.43182E-18	1.21387E-16	Gonad
TRINITY_DN124325_c0_g1_i1	ccna1	Chr02	149015518	149015518	9.186742557	-8.238842184	1.2347E-99	2.83133E-97	Gonad
TRINITY_DN124336_c0_g2_i1	trim23	Chr01	175024225	175024225	4.895622001	-3.293881744	1.19485E-21	2.0967E-20	Gonad
TRINITY_DN124342_c3_g1_i3	cbr4	Chr01	40971260	40971260	5.420460729	-1.268430634	6.76755E-06	2.14596E-05	Gonad
TRINITY_DN124344_c1_g1_i3	id3	Chr02	52560910	52560910	7.330031653	-3.25788086	5.69264E-37	2.46518E-35	Gonad
TRINITY_DN124348_c0_g2_i1	nefl	Chr03	106645923	106645923	4.68596159	4.004546625	1.63561E-13	1.35941E-12	Gonad
TRINITY_DN124352_c0_g2_i1	idh1	Chr09	41040770	41040770	6.704790118	1.055833674	2.07039E-07	8.21802E-07	Gonad
TRINITY_DN124353_c1_g3_i2	enpp7	Chr10	18390116	18390116	1.551325617	-2.201381136	0.002375599	0.004968863	Gonad
TRINITY_DN124355_c0_g1_i2	ncoa6	Chr10	32644409	32644409	3.430704036	1.913410478	9.26057E-06	2.88924E-05	Gonad
TRINITY_DN124358_c3_g1_i1	lrrn4	Chr05	21099001	21099001	3.263446554	-2.130002232	0.000150129	0.000391725	Gonad
TRINITY_DN124362_c0_g1_i2	crcp	Chr02	94027551	94027551	6.862048624	-1.636270085	1.39238E-09	7.51288E-09	Gonad
TRINITY_DN124365_c0_g1_i1	slc25a51	Chr01	96555155	96555155	5.037560658	-1.774624427	1.41524E-06	4.99292E-06	Gonad
TRINITY_DN124369_c0_g1_i2	btd	Chr06	80333152	80333152	5.802443575	-1.512603789	8.55063E-05	0.000232738	Gonad
