gid	gname	chr	logFC.XY43.XX43	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN136216_c4_g4_i3	NA	NA	0.074173756	0.140831147	G23_mean	unbias	0.0325	0.0395	1.2151	G43
TRINITY_DN136229_c7_g2_i1	NA	NA	0.377224142	0.399938195	Brain_mean	unbias	0.1643	0.3042	1.8512	G43
TRINITY_DN136283_c14_g6_i1	NA	NA	-0.002368878	0.290050944	G27_mean	unbias	0.0477	0.0765	1.6058	G43
TRINITY_DN136307_c4_g10_i1	NA	NA	0.193449138	0.26234208	G46_M_mean	unbias	0.1037	0.1418	1.3674	G43
TRINITY_DN136349_c3_g1_i2	NA	NA	0.095643781	0.06159673	Ovary_mean	unbias	0.0332	0.0502	1.5124	G43
TRINITY_DN136373_c2_g1_i3	ccng2	Chr01	-0.353053258	0.06769495	G27_mean	unbias	0.1277	0.1878	1.4708	G43
TRINITY_DN136385_c5_g1_i2	NA	NA	0.453786958	0.498775464	Brain_mean	unbias	0.1962	0.3315	1.6895	G43
TRINITY_DN136448_c0_g5_i4	tmem52	Chr07	0.375481341	0.664464776	Brain_mean	unbias	0.0312	0.0327	1.0475	G43
TRINITY_DN136472_c0_g4_i2	NA	NA	0.288637224	0.499735746	Liver_mean	unbias	0.1072	0.1526	1.4243	G43
TRINITY_DN136486_c1_g1_i2	NA	NA	0.042867317	0.737758385	Brain_mean	unbias	0.0762	0.1422	1.866	G43
TRINITY_DN136531_c4_g14_i2	NA	NA	-0.169064464	0.348103644	G27_mean	unbias	0.1996	0.2724	1.3646	G43
TRINITY_DN136541_c3_g1_i1	NA	NA	0.055546519	0.387149043	Ovary_mean	unbias	0.1715	0.257	1.4989	G43
TRINITY_DN136550_c2_g5_i2	NA	NA	0.339893946	0.225374173	Ovary_mean	unbias	0.001	0.0008	0.8168	G43
TRINITY_DN136578_c0_g1_i2	mdm1	Chr03	-0.11674782	0.394355779	G23_mean	unbias	0.0248	0.0267	1.0741	G43
TRINITY_DN136704_c14_g1_i1	NA	NA	0.243639031	0.354946635	Brain_mean	unbias	0.0254	0.035	1.3802	G43
TRINITY_DN137172_c0_g1_i1	msx2	Chr03	-0.178360614	0.253018878	Ovary_mean	unbias	0.0506	0.0961	1.8995	G43
TRINITY_DN138856_c0_g1_i1	NA	NA	-0.469082003	0.122097965	Ovary_mean	unbias	0.0508	0.0673	1.3252	G43
TRINITY_DN139208_c0_g1_i1	NA	NA	0.52459841	0.26806057	Ovary_mean	unbias	0.0867	0.1497	1.7258	G43
TRINITY_DN140746_c0_g1_i1	NA	NA	-0.043754077	0.188115781	Ovary_mean	unbias	0.1283	0.1857	1.4476	G43
TRINITY_DN1451_c0_g1_i1	NA	NA	-0.224196047	0.08071606	Ovary_mean	unbias	0.0379	0.0503	1.3274	G43
TRINITY_DN195530_c0_g1_i1	rprd1a	Chr10	0.5438637	0.193453151	G43_M_mean	unbias	0.092	0.1336	1.4515	G43
TRINITY_DN25888_c0_g1_i1	NA	NA	-0.031199423	0.462232475	Brain_mean	unbias	0.1011	0.1814	1.7942	G43
TRINITY_DN26896_c0_g2_i1	NA	NA	-0.366783414	0.355707872	Ovary_mean	unbias	0.0583	0.0727	1.2459	G43
TRINITY_DN43959_c0_g1_i1	NA	NA	-0.241284161	0.232194277	Ovary_mean	unbias	0.0586	0.0968	1.6518	G43
TRINITY_DN43965_c0_g1_i1	LOC100494761	Chr03	-0.314588268	0.190549747	G23_mean	unbias	0.1475	0.2665	1.8075	G43
TRINITY_DN46317_c0_g1_i1	NA	NA	0.14228962	0.153719907	Ovary_mean	unbias	0.0149	0.0253	1.6912	G43
TRINITY_DN52067_c0_g1_i1	NA	NA	-0.183289067	0.262313337	Testis_mean	unbias	0.0709	0.1146	1.6168	G43
TRINITY_DN62101_c0_g1_i1	NA	NA	-0.068095978	0.115779022	G23_mean	unbias	0.0055	0.0071	1.298	G43
TRINITY_DN62982_c0_g1_i1	NA	NA	0.50626606	0.386337042	G43_M_mean	unbias	0.0843	0.1473	1.7478	G43
TRINITY_DN68927_c0_g1_i1	NA	NA	-0.21455038	0.210751388	Ovary_mean	unbias	0.0263	0.0282	1.0736	G43
TRINITY_DN69512_c0_g1_i2	NA	NA	-0.235760176	0.146995726	Ovary_mean	unbias	0.1234	0.2075	1.6814	G43
TRINITY_DN70457_c0_g2_i1	NA	NA	0.832337739	0.398614826	Brain_mean	unbias	0.0463	0.0665	1.4348	G43
TRINITY_DN70625_c0_g1_i1	NA	NA	-0.212282325	0.334220118	Ovary_mean	unbias	0.0872	0.1277	1.4642	G43
TRINITY_DN7393_c0_g2_i1	NA	NA	0.033074194	0.35865381	G23_mean	unbias	0.1214	0.2193	1.8069	G43
TRINITY_DN79312_c0_g1_i1	NA	NA	0.24542079	0.271018429	Ovary_mean	unbias	0.0571	0.1028	1.7998	G43
TRINITY_DN81329_c0_g1_i1	NA	NA	-0.165718833	0.264833356	G23_mean	unbias	0.0643	0.1027	1.5958	G43
TRINITY_DN84019_c0_g1_i1	NA	NA	-0.007176968	0.395845263	Brain_mean	unbias	0.0291	0.0431	1.4805	G43
TRINITY_DN84461_c0_g1_i1	LOC100491545-like	Chr06	0.234015496	0.323675855	Brain_mean	unbias	0.0113	0.0145	1.2756	G43
TRINITY_DN86388_c0_g1_i1	NA	NA	-0.152536304	0.225597614	Brain_mean	unbias	0.0283	0.0193	0.6806	G43
TRINITY_DN90898_c0_g1_i1	gspt1	Chr09	0.32456653	0.396397679	G43_M_mean	unbias	0.267	0.4326	1.6201	G43
TRINITY_DN91684_c0_g1_i1	NA	NA	0.139470103	0.273574102	G43_M_mean	unbias	0.169	0.2416	1.4292	G43
TRINITY_DN93347_c0_g1_i1	NA	NA	-0.122787614	0.231639418	G43_F_mean	unbias	0.1577	0.2154	1.3656	G43
TRINITY_DN94043_c0_g1_i1	rad21	Chr06	-0.283539514	0.310067532	Ovary_mean	unbias	0.1691	0.3098	1.8317	G43
TRINITY_DN94147_c0_g2_i1	ppt2	Chr08	-0.29042289	0.202888198	Ovary_mean	unbias	0.0705	0.0996	1.412	G43
TRINITY_DN94316_c0_g1_i2	gtf2a1	Chr08	-0.439717246	0.218273754	Ovary_mean	unbias	0.1435	0.2568	1.789	G43
TRINITY_DN94658_c0_g3_i1	NA	NA	-0.513206322	0.193976037	Brain_mean	unbias	0.0974	0.165	1.6937	G43
TRINITY_DN95040_c0_g1_i1	LOC100487901-like	Chr03	-0.070360692	0.336559241	G43_M_mean	unbias	0.0165	0.0236	1.4333	G43
TRINITY_DN95728_c0_g1_i3	NA	NA	0.085232094	0.287617742	Ovary_mean	unbias	0.0729	0.1103	1.5139	G43
TRINITY_DN95747_c0_g2_i1	b9d2-like	Chr08	-0.202540058	0.216384705	Ovary_mean	unbias	0.034	0.0455	1.3397	G43
TRINITY_DN95885_c0_g1_i1	ppp1r12b	Chr02	-0.436387545	0.121105388	Ovary_mean	unbias	0.0675	0.1192	1.7663	G43
TRINITY_DN96862_c0_g2_i1	NA	NA	-0.373395543	0.340579583	G43_F_mean	unbias	0.0499	0.0718	1.4391	G43
TRINITY_DN97009_c0_g2_i3	NA	NA	0.048047141	0.361618778	Ovary_mean	unbias	0.0509	0.0988	1.9412	G43
TRINITY_DN97322_c0_g1_i2	nae1	Chr04	0.106227084	0.490232928	Brain_mean	unbias	0.0754	0.1461	1.9382	G43
TRINITY_DN98114_c0_g1_i1	NA	NA	-0.002894125	0.354340805	Ovary_mean	unbias	0.1304	0.2204	1.6902	G43
TRINITY_DN98791_c0_g1_i1	NA	NA	-0.009989441	0.430682937	Brain_mean	unbias	0.0751	0.1148	1.5288	G43
TRINITY_DN100260_c0_g2_i1	NA	NA	-1.344107007	0.250670296	Ovary_mean	female	0.048	0.0845	1.7581	G46
TRINITY_DN101042_c0_g2_i1	NA	NA	-1.611944782	0.568551038	Ovary_mean	female	0.0354	0.0565	1.5983	G46
TRINITY_DN101356_c0_g1_i1	NA	NA	-2.359130221	0.608105373	Ovary_mean	female	0.0163	0.0276	1.6917	G46
TRINITY_DN101457_c0_g1_i1	NA	NA	-1.617057321	0.456256144	Ovary_mean	female	0.1189	0.2181	1.8344	G46
TRINITY_DN102065_c0_g1_i1	LOC101733140	Chr04	-2.156195295	0.403031814	Ovary_mean	female	0.0308	0.0476	1.5475	G46
TRINITY_DN102078_c0_g1_i1	naf1	Chr01	-1.099192848	0.253002842	Ovary_mean	female	0.0307	0.0444	1.4466	G46
TRINITY_DN102581_c0_g1_i2	NA	NA	-5.202101884	0.737419528	Ovary_mean	female	0.1789	0.2786	1.5577	G46
TRINITY_DN103526_c0_g1_i1	NA	NA	-2.409666638	0.601049357	Ovary_mean	female	0.0511	0.0908	1.7749	G46
TRINITY_DN103549_c0_g1_i1	NA	NA	-1.371772163	0.287912192	Ovary_mean	female	0.0579	0.1024	1.7679	G46
TRINITY_DN103621_c0_g1_i2	NA	NA	-3.807957397	0.656361493	Ovary_mean	female	0.1704	0.2308	1.3544	G46
TRINITY_DN103622_c0_g3_i3	dhx15	Chr01	-3.268973096	0.490328287	Ovary_mean	female	0.1036	0.1679	1.6208	G46
TRINITY_DN103653_c0_g1_i1	NA	NA	-1.734627143	0.765978192	Brain_mean	female	0.0311	0.0462	1.4862	G46
TRINITY_DN103783_c0_g1_i1	NA	NA	-1.131018074	0.454331592	Ovary_mean	female	0.1565	0.2719	1.738	G46
TRINITY_DN103838_c0_g1_i1	NA	NA	-6.646268876	0.745128049	Ovary_mean	female	0.0743	0.1212	1.6324	G46
TRINITY_DN103989_c0_g1_i1	NA	NA	-1.035593199	0.253272654	Ovary_mean	female	0.0885	0.1434	1.6201	G46
TRINITY_DN104207_c0_g1_i1	NA	NA	-3.681619619	0.692934562	Ovary_mean	female	0.1071	0.1454	1.358	G46
TRINITY_DN104365_c0_g3_i1	NA	NA	-1.070400221	0.427805534	Ovary_mean	female	0.0999	0.1188	1.1895	G46
TRINITY_DN104654_c0_g1_i1	ino80	Chr08	-2.099046875	0.632622506	Ovary_mean	female	0.0931	0.1819	1.954	G46
TRINITY_DN104751_c0_g1_i2	NA	NA	-1.464496149	0.383417863	Ovary_mean	female	0.0416	0.06	1.4428	G46
TRINITY_DN104812_c0_g1_i2	NA	NA	-1.68479093	0.403657192	Ovary_mean	female	0.0791	0.1036	1.3096	G46
TRINITY_DN105440_c0_g1_i1	NA	NA	-4.071972548	0.660503475	Ovary_mean	female	0.05	0.0838	1.6769	G46
TRINITY_DN105560_c0_g1_i2	NA	NA	-1.265767355	0.374118586	Ovary_mean	female	0.1374	0.1843	1.3417	G46
TRINITY_DN105578_c0_g1_i1	NA	NA	-4.703992967	0.754051954	Ovary_mean	female	0.1479	0.2113	1.4289	G46
TRINITY_DN105601_c0_g1_i1	NA	NA	-5.008871934	0.654871744	Ovary_mean	female	0.0889	0.1503	1.6911	G46
TRINITY_DN105647_c0_g2_i1	NA	NA	-11.81141532	0.856680274	Ovary_mean	female	0.5406	0.7804	1.4436	G46
TRINITY_DN106065_c0_g1_i2	NA	NA	-1.299027206	0.424193039	Ovary_mean	female	0.0442	0.0531	1.2023	G46
TRINITY_DN106464_c0_g2_i1	NA	NA	-2.390172886	0.725671081	Brain_mean	female	0.0366	0.0529	1.4454	G46
TRINITY_DN106942_c0_g1_i1	NA	NA	-1.878857317	0.581132541	Ovary_mean	female	0.0487	0.0873	1.7914	G46
TRINITY_DN107308_c0_g1_i1	wasl	Chr03	-1.203030321	0.490766137	Ovary_mean	female	0.0086	0.0117	1.3675	G46
TRINITY_DN107530_c1_g1_i1	psmd11	Chr10	-1.16468088	0.29917091	Ovary_mean	female	0.0974	0.1502	1.5415	G46
TRINITY_DN107696_c0_g1_i4	NA	NA	-1.342941941	0.513780259	Ovary_mean	female	0.0631	0.067	1.0609	G46
TRINITY_DN107740_c0_g1_i1	NA	NA	-2.063017987	0.611786971	Ovary_mean	female	0.0127	0.0151	1.1955	G46
TRINITY_DN107774_c0_g1_i2	NA	NA	-1.160881475	0.228965569	Ovary_mean	female	0.0257	0.0288	1.1202	G46
TRINITY_DN108316_c0_g1_i1	NA	NA	-1.592468463	0.411064998	Ovary_mean	female	0.0167	0.0211	1.2626	G46
TRINITY_DN108427_c0_g3_i5	NA	NA	-1.848577304	0.423719915	Ovary_mean	female	0.0748	0.1472	1.9671	G46
TRINITY_DN108436_c0_g1_i2	ate1-like	Chr07	-1.38155846	0.48668377	Ovary_mean	female	0.1115	0.0839	0.7527	G46
TRINITY_DN108566_c0_g3_i1	NA	NA	-2.637974725	0.731589556	G46_F_mean	female	0.1183	0.2185	1.8478	G46
TRINITY_DN108791_c0_g2_i1	NA	NA	-1.84427199	0.552171898	Brain_mean	female	0.0333	0.0324	0.9722	G46
TRINITY_DN108927_c0_g4_i1	NA	NA	-1.096220312	0.317319053	Ovary_mean	female	0.1596	0.2324	1.456	G46
TRINITY_DN108930_c0_g1_i3	NA	NA	-2.260625998	0.479124657	G27_mean	female	0.2597	0.433	1.6673	G46
TRINITY_DN108932_c0_g1_i1	NA	NA	-2.490433995	0.369166807	Ovary_mean	female	0.1002	0.0906	0.9041	G46
TRINITY_DN109101_c0_g2_i1	map1lc3c	Chr05	-1.200913342	0.433884284	Ovary_mean	female	0.1856	0.1667	0.8984	G46
TRINITY_DN109252_c0_g1_i2	LOC100498119	Chr08	-2.422927448	0.544702936	Ovary_mean	female	0.1287	0.1821	1.4156	G46
TRINITY_DN109275_c0_g1_i1	NA	NA	-2.905882991	0.478059501	Ovary_mean	female	0.0644	0.1112	1.7268	G46
TRINITY_DN109308_c0_g1_i1	LOC100486333-like	Chr08	-2.701597483	0.508356507	Ovary_mean	female	0.1947	0.307	1.5763	G46
TRINITY_DN109430_c0_g5_i1	brox	Chr05	-1.690559315	0.565408613	Ovary_mean	female	0.165	0.2426	1.4703	G46
TRINITY_DN109454_c0_g1_i2	NA	NA	-1.255549297	0.263110565	Ovary_mean	female	0.2116	0.3049	1.4406	G46
TRINITY_DN109491_c0_g2_i1	NA	NA	-1.596572773	0.286487963	Testis_mean	female	0.1369	0.1757	1.2834	G46
TRINITY_DN109560_c0_g1_i1	NA	NA	-1.918763153	0.526851568	Ovary_mean	female	0.1453	0.2157	1.4848	G46
TRINITY_DN109596_c0_g1_i1	NA	NA	-7.755034001	0.709010869	Ovary_mean	female	0.0744	0.111	1.4913	G46
TRINITY_DN109625_c0_g1_i3	NA	NA	-1.689013415	0.32503898	Ovary_mean	female	0.0295	0.0547	1.8545	G46
TRINITY_DN109666_c0_g1_i1	NA	NA	-12.10335183	0.808450443	Ovary_mean	female	0.1894	0.3577	1.8886	G46
TRINITY_DN109667_c0_g1_i2	NA	NA	-1.20102945	0.341072917	Ovary_mean	female	0.0371	0.0672	1.8078	G46
TRINITY_DN109678_c0_g1_i4	NA	NA	-1.838797254	0.363092694	Ovary_mean	female	0.0389	0.0457	1.1736	G46
TRINITY_DN109844_c0_g2_i1	NA	NA	-1.550909223	0.354602922	Ovary_mean	female	0.1636	0.2496	1.526	G46
TRINITY_DN109913_c0_g1_i1	NA	NA	-9.298120997	0.90284786	Ovary_mean	female	0.1951	0.329	1.6866	G46
TRINITY_DN109929_c0_g1_i1	NA	NA	-11.15822606	0.830558631	Ovary_mean	female	0.0768	0.1115	1.4529	G46
TRINITY_DN109936_c0_g2_i1	NA	NA	-1.594062881	0.381561212	Ovary_mean	female	0.0183	0.0269	1.4722	G46
TRINITY_DN110022_c0_g1_i1	NA	NA	-2.667071305	0.451953779	Ovary_mean	female	0.0759	0.12	1.5823	G46
TRINITY_DN110037_c0_g1_i1	NA	NA	-3.298390808	0.7576335	Ovary_mean	female	0.06	0.0777	1.2952	G46
TRINITY_DN110103_c0_g1_i1	Xetrov90030986m	scaffold_99	-8.569026429	0.873793545	Ovary_mean	female	0.0936	0.1712	1.8293	G46
TRINITY_DN110132_c0_g2_i1	ocel1	Chr01	-1.314492372	0.22421265	Ovary_mean	female	0.0019	0.003	1.6174	G46
TRINITY_DN110153_c0_g1_i1	pfkp	Chr06	-1.069896579	0.31821499	Ovary_mean	female	0.0679	0.1167	1.7178	G46
TRINITY_DN110265_c0_g1_i1	NA	NA	-1.076460138	0.410874473	Ovary_mean	female	0.0534	0.0796	1.4913	G46
TRINITY_DN110314_c0_g1_i3	NA	NA	-1.961585574	0.436149235	Ovary_mean	female	0.0766	0.1499	1.9564	G46
TRINITY_DN110346_c0_g1_i2	NA	NA	-1.767349659	0.431359026	Ovary_mean	female	0.0737	0.1275	1.7291	G46
TRINITY_DN110679_c0_g1_i1	NA	NA	-10.76486731	0.890071596	Ovary_mean	female	0.1135	0.1386	1.2213	G46
TRINITY_DN110780_c0_g1_i2	NA	NA	-2.75852712	0.620690618	Ovary_mean	female	0.1339	0.1281	0.9568	G46
TRINITY_DN110842_c0_g1_i2	NA	NA	-2.390629638	0.359535998	Ovary_mean	female	0.0526	0.0684	1.3003	G46
TRINITY_DN110993_c0_g1_i2	NA	NA	-1.541823956	0.449030578	Ovary_mean	female	0.0685	0.0716	1.0444	G46
TRINITY_DN110999_c0_g1_i1	NA	NA	-2.027310618	0.447679332	Ovary_mean	female	0.1523	0.2516	1.6521	G46
TRINITY_DN111014_c0_g1_i2	NA	NA	-1.456181507	0.356876441	Ovary_mean	female	0.0475	0.0894	1.8827	G46
TRINITY_DN111028_c0_g1_i1	NA	NA	-13.05645752	0.860872775	Ovary_mean	female	0.1157	0.1407	1.2163	G46
TRINITY_DN111151_c0_g1_i1	NA	NA	-2.084282854	0.581512981	Ovary_mean	female	0.0531	0.1035	1.948	G46
TRINITY_DN111155_c0_g2_i2	NA	NA	-1.093951796	0.184420812	G23_mean	female	0.151	0.1401	0.9275	G46
TRINITY_DN111223_c0_g1_i1	NA	NA	-1.565828924	0.362263447	Ovary_mean	female	0.0334	0.0378	1.1319	G46
TRINITY_DN111236_c0_g1_i1	NA	NA	-6.277773293	0.796821699	Ovary_mean	female	0.0342	0.0568	1.6622	G46
TRINITY_DN111332_c0_g2_i5	NA	NA	-1.973641858	0.401630933	Ovary_mean	female	0.0224	0.0268	1.1966	G46
TRINITY_DN111590_c0_g1_i1	LOC733842	scaffold_208	-1.333951497	0.331355107	Ovary_mean	female	0.0636	0.1067	1.6789	G46
TRINITY_DN111594_c0_g1_i2	NA	NA	-5.585302352	0.698221224	Ovary_mean	female	0.1131	0.1922	1.7001	G46
TRINITY_DN111615_c0_g1_i2	NA	NA	-1.577275246	0.423008017	Ovary_mean	female	0.0703	0.098	1.3928	G46
TRINITY_DN111713_c0_g3_i1	NA	NA	-1.857007672	0.571871599	Ovary_mean	female	0.0137	0.0226	1.6535	G46
TRINITY_DN111752_c0_g1_i1	NA	NA	-1.183564035	0.292565998	Ovary_mean	female	0.0065	0.0096	1.4829	G46
TRINITY_DN111797_c0_g1_i1	NA	NA	-1.106413603	0.292545047	Ovary_mean	female	0.0019	0.003	1.5931	G46
TRINITY_DN111860_c0_g1_i1	afg3l1p	Chr04	-2.263086779	0.545643192	Ovary_mean	female	0.0065	0.0129	1.9956	G46
TRINITY_DN112081_c0_g3_i7	NA	NA	-1.155891387	0.302169065	Ovary_mean	female	0.1014	0.1213	1.1953	G46
TRINITY_DN112096_c1_g2_i2	NA	NA	-1.210418737	0.224799012	Ovary_mean	female	0.0045	0.0058	1.2987	G46
TRINITY_DN112103_c0_g1_i1	NA	NA	-1.113381032	0.258387937	Ovary_mean	female	0.0145	0.021	1.455	G46
TRINITY_DN112117_c1_g1_i4	uba3	Chr04	-3.727382775	0.75816465	Ovary_mean	female	0.08	0.0821	1.0271	G46
TRINITY_DN112166_c0_g2_i1	NA	NA	-2.194736124	0.495494002	Ovary_mean	female	0.0432	0.0426	0.9858	G46
TRINITY_DN112272_c0_g1_i1	NA	NA	-9.024170148	0.853146705	Ovary_mean	female	0.2092	0.3533	1.6892	G46
TRINITY_DN112341_c0_g1_i1	metap2	Chr03	-2.163451508	0.399500846	Ovary_mean	female	0.0139	0.0212	1.5287	G46
TRINITY_DN112453_c0_g3_i1	NA	NA	-2.913686733	0.465638829	Ovary_mean	female	0.0712	0.1194	1.6772	G46
TRINITY_DN112465_c0_g1_i1	NA	NA	-1.713543252	0.343640683	Ovary_mean	female	0.0449	0.0518	1.1539	G46
TRINITY_DN112473_c1_g1_i1	NA	NA	-3.555663102	0.710127482	Brain_mean	female	0.0902	0.1123	1.2449	G46
TRINITY_DN112473_c1_g2_i2	ptrh2	Chr02	-1.549810973	0.518790658	Ovary_mean	female	0.0734	0.0941	1.2819	G46
TRINITY_DN112501_c0_g1_i7	NA	NA	-2.415955498	0.476957695	Ovary_mean	female	0.1245	0.1917	1.5398	G46
TRINITY_DN112529_c0_g1_i1	NA	NA	-1.280959389	0.41412802	Ovary_mean	female	0.1821	0.324	1.7792	G46
TRINITY_DN112693_c0_g2_i1	prim2	Chr05	-4.132982013	0.728887452	Ovary_mean	female	0.1077	0.1599	1.4849	G46
TRINITY_DN112755_c0_g2_i1	kiaa1468	Chr06	-4.256706749	0.766021087	Ovary_mean	female	0.035	0.0574	1.6416	G46
TRINITY_DN112841_c0_g1_i1	NA	NA	-3.799414906	0.740099764	Ovary_mean	female	0.0857	0.1154	1.3469	G46
TRINITY_DN112907_c0_g2_i1	NA	NA	-3.392442607	0.448255658	Ovary_mean	female	0.0792	0.1344	1.696	G46
TRINITY_DN112953_c0_g1_i2	NA	NA	-2.240548771	0.536402388	Ovary_mean	female	0.1104	0.214	1.9383	G46
TRINITY_DN113022_c0_g5_i1	NA	NA	-1.425806598	0.271382134	Ovary_mean	female	0.0433	0.0432	0.999	G46
TRINITY_DN113124_c0_g1_i3	NA	NA	-1.731037268	0.392345703	Ovary_mean	female	0.0639	0.1019	1.5957	G46
TRINITY_DN113129_c0_g2_i2	NA	NA	-1.809815227	0.533474646	Ovary_mean	female	0.1404	0.2214	1.5766	G46
TRINITY_DN113212_c0_g2_i2	stmn4	Chr05	-1.966008182	0.4185641	Ovary_mean	female	0.0389	0.0355	0.9134	G46
TRINITY_DN113238_c0_g1_i1	NA	NA	-2.607394117	0.377540205	Ovary_mean	female	0.0117	0.0124	1.0564	G46
TRINITY_DN113248_c0_g1_i1	mcm2	Chr04	-1.524482229	0.448929791	Ovary_mean	female	0.0746	0.145	1.9443	G46
TRINITY_DN113341_c0_g1_i2	NA	NA	-1.508485673	0.451796403	Ovary_mean	female	0.1436	0.213	1.4827	G46
TRINITY_DN113466_c0_g1_i2	cramp1l-like	Chr09	-2.067684508	0.426692551	Ovary_mean	female	0.0634	0.117	1.8461	G46
TRINITY_DN113530_c0_g1_i1	NA	NA	-1.504921311	0.477415451	Ovary_mean	female	0.0468	0.0843	1.8017	G46
TRINITY_DN113561_c0_g1_i1	nckap1l-like	Chr02	-2.383378375	0.506135272	Ovary_mean	female	0.1627	0.2879	1.7688	G46
TRINITY_DN113595_c0_g2_i2	NA	NA	-1.828461382	0.737328578	Ovary_mean	female	0.0922	0.1409	1.5284	G46
TRINITY_DN113605_c0_g1_i1	NA	NA	-2.999980396	0.727432061	Ovary_mean	female	0.0353	0.0483	1.369	G46
TRINITY_DN113613_c0_g3_i1	NA	NA	-1.103667489	0.389988458	Ovary_mean	female	0.1838	0.175	0.9517	G46
TRINITY_DN113753_c1_g1_i1	NA	NA	-1.215231431	0.38819218	Ovary_mean	female	0.0406	0.0656	1.617	G46
TRINITY_DN113760_c0_g3_i2	NA	NA	-7.360741694	0.81507379	Ovary_mean	female	0.1841	0.2909	1.5801	G46
TRINITY_DN113789_c0_g1_i1	NA	NA	-1.157966118	0.25788274	Ovary_mean	female	0.0061	0.0082	1.3362	G46
TRINITY_DN113887_c0_g1_i1	NA	NA	-2.538234757	0.758749917	G31_mean	female	0.2108	0.4154	1.9705	G46
TRINITY_DN113911_c0_g2_i1	NA	NA	-2.421101667	0.514219095	Ovary_mean	female	0.1325	0.166	1.2531	G46
TRINITY_DN113919_c0_g2_i1	tagln2	Chr08	-1.785246641	0.285101831	Ovary_mean	female	0.0366	0.0635	1.7339	G46
TRINITY_DN113958_c0_g1_i1	NA	NA	-2.058357909	0.452385358	Ovary_mean	female	0.0592	0.0943	1.5946	G46
TRINITY_DN113980_c0_g1_i2	NA	NA	-2.662356383	0.471973207	Ovary_mean	female	0.0699	0.1308	1.8717	G46
TRINITY_DN114052_c0_g1_i1	tmem54	Chr02	-1.324180582	0.528431235	Ovary_mean	female	0.0433	0.0822	1.8971	G46
TRINITY_DN114162_c0_g2_i5	NA	NA	-1.390016296	0.471493014	Testis_mean	female	0.1507	0.2316	1.5372	G46
TRINITY_DN114190_c0_g1_i2	NA	NA	-3.400145907	0.573038131	Ovary_mean	female	0.0545	0.0905	1.6614	G46
TRINITY_DN114256_c0_g1_i1	LOC100497526	Chr06	-1.124423509	0.287477633	Ovary_mean	female	0.1272	0.2427	1.908	G46
TRINITY_DN114305_c0_g2_i2	pgm2	Chr01	-1.789704253	0.689828917	Ovary_mean	female	0.1223	0.1721	1.4074	G46
TRINITY_DN114338_c0_g2_i2	NA	NA	-2.927491733	0.433249892	Ovary_mean	female	0.0975	0.1516	1.5545	G46
TRINITY_DN114344_c0_g2_i1	NA	NA	-2.189278562	0.514614394	Ovary_mean	female	0.068	0.0927	1.3623	G46
TRINITY_DN114443_c0_g1_i1	NA	NA	-6.016347243	0.902979599	Ovary_mean	female	0.1329	0.2534	1.9061	G46
TRINITY_DN114649_c0_g1_i2	LOC100485706	Chr03	-1.544036329	0.287664304	Ovary_mean	female	0.0012	0.0021	1.7061	G46
TRINITY_DN114651_c0_g1_i3	NA	NA	-2.344519682	0.422673948	Ovary_mean	female	0.0352	0.0533	1.516	G46
TRINITY_DN114661_c0_g1_i2	NA	NA	-1.483484164	0.446769812	Ovary_mean	female	0.1904	0.2674	1.4042	G46
TRINITY_DN114732_c1_g6_i1	bmper	Chr06	-2.090444384	0.4582802	Ovary_mean	female	0.1469	0.2313	1.5752	G46
TRINITY_DN114768_c0_g1_i1	NA	NA	-1.639979905	0.638128497	Brain_mean	female	0.0428	0.0579	1.3543	G46
TRINITY_DN114776_c0_g1_i3	NA	NA	-1.516065281	0.500147724	Ovary_mean	female	0.1473	0.2605	1.7677	G46
TRINITY_DN114784_c0_g1_i2	LOC100496116	Chr05	-3.514607291	0.668213307	Ovary_mean	female	0.1263	0.1886	1.493	G46
TRINITY_DN114797_c0_g1_i1	NA	NA	-1.595091221	0.727275944	Brain_mean	female	0.0277	0.0327	1.1818	G46
TRINITY_DN114798_c0_g1_i1	dlk1-like	Chr08	-2.205052877	0.620057828	Ovary_mean	female	0.1779	0.2087	1.1728	G46
TRINITY_DN114799_c0_g1_i1	NA	NA	-1.146766113	0.471985953	Ovary_mean	female	0.1019	0.155	1.5219	G46
TRINITY_DN114817_c0_g1_i3	NA	NA	-2.748624428	0.832099963	Ovary_mean	female	0.2445	0.3003	1.2284	G46
TRINITY_DN114836_c0_g1_i1	pomc	scaffold_452	-1.283652708	0.509801808	Ovary_mean	female	0.0254	0.0329	1.2929	G46
TRINITY_DN114850_c0_g1_i1	tm4sf20	Chr05	-1.327871891	0.313333278	Ovary_mean	female	0.1928	0.2321	1.2039	G46
TRINITY_DN114867_c0_g1_i1	NA	NA	-1.913182752	0.461898816	Ovary_mean	female	0.0576	0.0873	1.5168	G46
TRINITY_DN114868_c0_g1_i1	slc17a7	Chr07	-1.382873098	0.240499398	G23_mean	female	0.0166	0.0181	1.0895	G46
TRINITY_DN114904_c0_g1_i7	NA	NA	-1.652064302	0.535584248	Ovary_mean	female	0.1286	0.1809	1.4068	G46
TRINITY_DN114928_c0_g1_i1	NA	NA	-1.063770784	0.491194418	Ovary_mean	female	0.029	0.0374	1.2913	G46
