chr	chrid	trans	dNdS	dN	dS				
Auto	Auto	TRINITY_DN134066_c0_g3_i3	0.0062	0.0035	0.5641				
Auto	Auto	TRINITY_DN97036_c0_g2_i1	0.0265	0.0149	0.5641				
Auto	Auto	TRINITY_DN123108_c4_g5_i4	0.0624	0.0363	0.5816				
Auto	Auto	TRINITY_DN130135_c4_g3_i1	0.0393	0.0229	0.583				
Auto	Auto	TRINITY_DN135793_c0_g3_i4	0.2174	0.1271	0.5843				
Auto	Auto	TRINITY_DN129555_c1_g1_i6	0.0455	0.0266	0.5853				
Auto	Auto	TRINITY_DN125941_c1_g1_i1	0.1259	0.0738	0.5859				
Auto	Auto	TRINITY_DN132040_c1_g2_i1	0.1065	0.0632	0.5932				
Auto	Auto	TRINITY_DN123740_c2_g3_i1	0.0783	0.0466	0.5949				
Auto	Auto	TRINITY_DN120651_c0_g5_i1	0.0644	0.0385	0.5981				
Auto	Auto	TRINITY_DN134460_c0_g1_i5	0.013	0.0078	0.5988				
Auto	Auto	TRINITY_DN123155_c2_g3_i10	0.0752	0.0452	0.6011				
Auto	Auto	TRINITY_DN134357_c5_g3_i5	0.0201	0.0121	0.6023				
Auto	Auto	TRINITY_DN109536_c0_g1_i1	0.0732	0.0441	0.6032				
Auto	Auto	TRINITY_DN128849_c0_g3_i2	0.0297	0.018	0.6061				
Auto	Auto	TRINITY_DN126207_c0_g1_i2	0.0634	0.0385	0.6062				
Auto	Auto	TRINITY_DN111408_c0_g2_i1	0.0392	0.024	0.6109				
Auto	Auto	TRINITY_DN111000_c0_g1_i1	0.026	0.016	0.614				
Auto	Auto	TRINITY_DN128316_c0_g1_i1	0.0664	0.0408	0.6149				
Auto	Auto	TRINITY_DN131947_c7_g4_i1	0.0106	0.0065	0.615				
Auto	Auto	TRINITY_DN128768_c2_g2_i3	0.0977	0.0604	0.6182				
Auto	Auto	TRINITY_DN127800_c0_g1_i1	0.0982	0.0608	0.619				
Auto	Auto	TRINITY_DN125436_c0_g1_i6	0.0188	0.0117	0.62				
Auto	Auto	TRINITY_DN130745_c0_g1_i2	0.0106	0.0066	0.6205				
Auto	Auto	TRINITY_DN126533_c0_g1_i3	0.1146	0.0713	0.6223				
Auto	Auto	TRINITY_DN136024_c4_g1_i2	0.1524	0.0949	0.6227				
Auto	Auto	TRINITY_DN131583_c4_g2_i3	0.0442	0.0276	0.6248				
Auto	Auto	TRINITY_DN125280_c2_g4_i2	0.017	0.0107	0.6282				
Auto	Auto	TRINITY_DN126881_c1_g1_i1	0.047	0.0296	0.6304				
Auto	Auto	TRINITY_DN118287_c1_g1_i8	0.0395	0.025	0.6317				
Auto	Auto	TRINITY_DN120852_c0_g1_i3	0.0528	0.0334	0.6332				
Auto	Auto	TRINITY_DN114751_c0_g1_i2	0.0664	0.0422	0.6358				
Auto	Auto	TRINITY_DN121118_c0_g3_i6	0.0234	0.015	0.6398				
Auto	Auto	TRINITY_DN130061_c1_g1_i2	0.0725	0.0466	0.643				
Auto	Auto	TRINITY_DN123418_c0_g1_i3	0.033	0.0213	0.6448				
Auto	Auto	TRINITY_DN132528_c5_g1_i4	0.0043	0.0028	0.6523				
Auto	Auto	TRINITY_DN116121_c0_g1_i3	0.0332	0.0217	0.6533				
Auto	Auto	TRINITY_DN132122_c1_g1_i1	0.0479	0.0315	0.6574				
Auto	Auto	TRINITY_DN132644_c4_g3_i1	0.0497	0.033	0.6635				
Auto	Auto	TRINITY_DN75539_c0_g1_i1	0.0124	0.0083	0.6661				
Auto	Auto	TRINITY_DN129856_c1_g1_i6	0.0441	0.0296	0.6726				
Auto	Auto	TRINITY_DN118997_c0_g1_i2	0.001	0.0007	0.6742				
Auto	Auto	TRINITY_DN120117_c0_g1_i4	0.0358	0.0241	0.6743				
Auto	Auto	TRINITY_DN124694_c2_g12_i2	0.0236	0.0159	0.6746				
Auto	Auto	TRINITY_DN128866_c1_g5_i2	0.0607	0.041	0.6755				
Auto	Auto	TRINITY_DN132912_c5_g2_i1	0.1124	0.0763	0.6789				
Auto	Auto	TRINITY_DN109635_c0_g2_i1	0.001	0.0007	0.6815				
Auto	Auto	TRINITY_DN123130_c1_g1_i1	0.0304	0.0208	0.6848				
Auto	Auto	TRINITY_DN135511_c9_g3_i2	0.001	0.0007	0.6854				
Auto	Auto	TRINITY_DN109728_c0_g1_i1	0.1097	0.0752	0.6858				
Auto	Auto	TRINITY_DN121777_c0_g3_i3	0.0699	0.048	0.6866				
Auto	Auto	TRINITY_DN114627_c0_g1_i1	0.0137	0.0094	0.6882				
Auto	Auto	TRINITY_DN119184_c1_g1_i1	0.0695	0.0479	0.6882				
Auto	Auto	TRINITY_DN128829_c4_g3_i3	0.1127	0.0782	0.6936				
Auto	Auto	TRINITY_DN134810_c1_g7_i2	0.15	0.1041	0.6942				
Auto	Auto	TRINITY_DN108683_c0_g3_i1	0.053	0.0368	0.6955				
Auto	Auto	TRINITY_DN132644_c7_g3_i4	0.1072	0.0746	0.6961				
Auto	Auto	TRINITY_DN122677_c3_g6_i1	0.0178	0.0124	0.6964				
Auto	Auto	TRINITY_DN131585_c4_g1_i5	0.0209	0.0146	0.6972				
Auto	Auto	TRINITY_DN132854_c0_g2_i2	0.094	0.0656	0.6977				
Auto	Auto	TRINITY_DN118667_c1_g1_i2	0.0603	0.0422	0.6995				
Auto	Auto	TRINITY_DN125466_c11_g1_i4	0.0452	0.0316	0.6996				
Auto	Auto	TRINITY_DN135624_c0_g4_i1	0.0332	0.0234	0.7041				
Auto	Auto	TRINITY_DN117804_c0_g1_i3	0.096	0.0681	0.7095				
Auto	Auto	TRINITY_DN117862_c0_g1_i2	0.0741	0.0526	0.71				
Auto	Auto	TRINITY_DN127834_c3_g5_i8	0.1649	0.1178	0.7142				
Auto	Auto	TRINITY_DN134881_c1_g2_i1	0.0332	0.0238	0.7157				
Auto	Auto	TRINITY_DN130820_c7_g1_i3	0.0477	0.0342	0.7166				
Auto	Auto	TRINITY_DN118821_c0_g1_i2	0.0066	0.0047	0.7172				
Auto	Auto	TRINITY_DN116657_c0_g2_i1	0.0527	0.038	0.7224				
Auto	Auto	TRINITY_DN129857_c4_g5_i4	0.0495	0.0359	0.7244				
Auto	Auto	TRINITY_DN127049_c0_g2_i1	0.0165	0.0121	0.7314				
Auto	Auto	TRINITY_DN125354_c3_g1_i2	0.0204	0.0149	0.7321				
Auto	Auto	TRINITY_DN116543_c0_g2_i1	0.0583	0.0427	0.7325				
Auto	Auto	TRINITY_DN133198_c0_g2_i1	0.1014	0.0743	0.7327				
Auto	Auto	TRINITY_DN125454_c3_g2_i2	0.0434	0.0318	0.7334				
Auto	Auto	TRINITY_DN120153_c0_g1_i3	0.0362	0.0266	0.7347				
Auto	Auto	TRINITY_DN114747_c0_g1_i1	0.0104	0.0077	0.7397				
Auto	Auto	TRINITY_DN134184_c4_g7_i1	0.0208	0.0154	0.7402				
Auto	Auto	TRINITY_DN115610_c0_g1_i1	0.0554	0.041	0.7407				
Auto	Auto	TRINITY_DN126692_c6_g4_i1	0.065	0.0485	0.7463				
Auto	Auto	TRINITY_DN127150_c4_g6_i2	0.0072	0.0054	0.7473				
Auto	Auto	TRINITY_DN117528_c0_g3_i1	0.1613	0.1206	0.7476				
Auto	Auto	TRINITY_DN114499_c0_g1_i3	0.0153	0.0114	0.7504				
Auto	Auto	TRINITY_DN128311_c2_g4_i2	0.012	0.009	0.7505				
Auto	Auto	TRINITY_DN108436_c0_g1_i2	0.1115	0.0839	0.7527				
Auto	Auto	TRINITY_DN134735_c2_g3_i2	0.0719	0.0542	0.7541				
Auto	Auto	TRINITY_DN124067_c0_g3_i7	0.0622	0.0469	0.7546				
Auto	Auto	TRINITY_DN130522_c1_g2_i1	0.0838	0.0633	0.7558				
Auto	Auto	TRINITY_DN132968_c1_g1_i1	0.16	0.1217	0.7607				
Auto	Auto	TRINITY_DN120407_c0_g2_i1	0.0462	0.0353	0.7636				
Auto	Auto	TRINITY_DN7620_c0_g2_i1	0.0712	0.0546	0.766				
Auto	Auto	TRINITY_DN116786_c0_g1_i1	0.1189	0.0915	0.7699				
Auto	Auto	TRINITY_DN113672_c0_g1_i1	0.1179	0.0908	0.77				
Auto	Auto	TRINITY_DN134400_c0_g3_i3	0.0825	0.0636	0.7703				
Auto	Auto	TRINITY_DN119534_c0_g3_i1	0.071	0.0547	0.7705				
Auto	Auto	TRINITY_DN115060_c1_g2_i3	0.0617	0.0476	0.7716				
Auto	Auto	TRINITY_DN122980_c0_g2_i2	0.0215	0.0166	0.7728				
Auto	Auto	TRINITY_DN111446_c0_g1_i2	0.0103	0.0079	0.7733				
Auto	Auto	TRINITY_DN134234_c4_g2_i1	0.0162	0.0126	0.7744				
Auto	Auto	TRINITY_DN110702_c0_g1_i1	0.1235	0.0957	0.7746				
Auto	Auto	TRINITY_DN118357_c0_g2_i2	0.0502	0.0389	0.7755				
Auto	Auto	TRINITY_DN134759_c2_g1_i5	0.0107	0.0083	0.7764				
Auto	Auto	TRINITY_DN133831_c1_g2_i1	0.0804	0.0626	0.7785				
Auto	Auto	TRINITY_DN46536_c0_g1_i1	0.1679	0.1307	0.7785				
Auto	Auto	TRINITY_DN122993_c0_g1_i2	0.0512	0.0399	0.7788				
Auto	Auto	TRINITY_DN133911_c4_g5_i3	0.0754	0.0589	0.7804				
Auto	Auto	TRINITY_DN120355_c0_g1_i3	0.0457	0.0357	0.7805				
Auto	Auto	TRINITY_DN124478_c0_g3_i3	0.141	0.1102	0.7816				
Auto	Auto	TRINITY_DN125187_c0_g2_i2	0.0383	0.0299	0.7825				
Auto	Auto	TRINITY_DN119995_c0_g1_i3	0.0502	0.0393	0.7833				
Auto	Auto	TRINITY_DN132820_c4_g1_i2	0.0957	0.075	0.7839				
Auto	Auto	TRINITY_DN130044_c1_g2_i4	0.0199	0.0156	0.7841				
Auto	Auto	TRINITY_DN129799_c1_g6_i1	0.044	0.0345	0.7851				
Auto	Auto	TRINITY_DN131063_c3_g1_i2	0.0772	0.0609	0.7883				
Auto	Auto	TRINITY_DN122725_c0_g1_i3	0.0654	0.0516	0.7886				
Auto	Auto	TRINITY_DN133915_c1_g1_i6	0.3545	0.2796	0.7888				
Auto	Auto	TRINITY_DN117357_c0_g2_i3	0.027	0.0213	0.7898				
Auto	Auto	TRINITY_DN131219_c2_g5_i1	0.1769	0.1398	0.7902				
Auto	Auto	TRINITY_DN128441_c2_g2_i5	0.0075	0.0059	0.7905				
Auto	Auto	TRINITY_DN117951_c0_g5_i1	0.0519	0.0411	0.7914				
Auto	Auto	TRINITY_DN125577_c3_g4_i1	0.096	0.076	0.7919				
Auto	Auto	TRINITY_DN116483_c0_g2_i2	0.0463	0.0368	0.7953				
Auto	Auto	TRINITY_DN122345_c2_g1_i1	0.041	0.0326	0.7957				
Auto	Auto	TRINITY_DN125950_c0_g5_i5	0.0397	0.0316	0.7958				
Auto	Auto	TRINITY_DN125867_c6_g3_i1	0.0466	0.0373	0.7989				
Auto	Auto	TRINITY_DN121155_c0_g2_i2	0.0435	0.0347	0.7991				
Auto	Auto	TRINITY_DN124609_c0_g1_i1	0.163	0.1303	0.7991				
Auto	Auto	TRINITY_DN113369_c0_g1_i2	0.1051	0.084	0.7997				
Auto	Auto	TRINITY_DN131157_c1_g3_i2	0.03	0.024	0.8001				
Auto	Auto	TRINITY_DN126692_c6_g2_i8	0.0707	0.0566	0.8003				
Auto	Auto	TRINITY_DN135422_c1_g1_i1	0.0345	0.0277	0.8036				
Auto	Auto	TRINITY_DN126104_c1_g2_i1	0.1011	0.0813	0.8044				
Auto	Auto	TRINITY_DN108376_c0_g1_i4	0.0733	0.059	0.8048				
Auto	Auto	TRINITY_DN135176_c2_g2_i9	0.0196	0.0158	0.805				
Auto	Auto	TRINITY_DN113502_c0_g1_i1	0.0133	0.0108	0.8076				
Auto	Auto	TRINITY_DN132148_c8_g2_i1	0.0223	0.018	0.8078				
Auto	Auto	TRINITY_DN129826_c3_g1_i3	0.1122	0.0911	0.8126				
Auto	Auto	TRINITY_DN124133_c1_g1_i1	0.052	0.0422	0.8127				
Auto	Auto	TRINITY_DN125054_c2_g2_i3	0.1184	0.0966	0.816				
Auto	Auto	TRINITY_DN136550_c2_g5_i2	0.001	0.0008	0.8168				
Auto	Auto	TRINITY_DN164841_c0_g1_i1	0.147	0.1203	0.8181				
Auto	Auto	TRINITY_DN133485_c1_g9_i5	0.0408	0.0334	0.8186				
Auto	Auto	TRINITY_DN125604_c1_g2_i1	0.0597	0.049	0.8204				
Auto	Auto	TRINITY_DN120743_c0_g1_i1	0.183	0.1508	0.8241				
Auto	Auto	TRINITY_DN94374_c0_g1_i1	0.1434	0.1183	0.8248				
Auto	Auto	TRINITY_DN126620_c1_g6_i4	0.0522	0.0432	0.8264				
Auto	Auto	TRINITY_DN123597_c2_g3_i3	0.0278	0.023	0.8268				
Auto	Auto	TRINITY_DN123673_c0_g2_i7	0.1859	0.1538	0.8275				
Auto	Auto	TRINITY_DN96577_c0_g1_i3	0.0448	0.0372	0.8297				
Auto	Auto	TRINITY_DN123392_c3_g4_i2	0.0805	0.0668	0.8298				
Auto	Auto	TRINITY_DN134442_c4_g4_i2	0.0072	0.006	0.8303				
Auto	Auto	TRINITY_DN125913_c6_g1_i1	0.1335	0.1108	0.8304				
Auto	Auto	TRINITY_DN129989_c0_g1_i1	0.0492	0.0408	0.8307				
Auto	Auto	TRINITY_DN132031_c1_g1_i2	0.0671	0.0558	0.8319				
Auto	Auto	TRINITY_DN130208_c4_g1_i6	0.2445	0.2037	0.8332				
Auto	Auto	TRINITY_DN131588_c1_g6_i6	0.0605	0.0504	0.8338				
Auto	Auto	TRINITY_DN130614_c2_g1_i1	0.0229	0.0191	0.834				
Auto	Auto	TRINITY_DN127028_c1_g1_i1	0.1249	0.1043	0.835				
Auto	Auto	TRINITY_DN134126_c1_g4_i1	0.0491	0.0411	0.8365				
Auto	Auto	TRINITY_DN122627_c0_g1_i1	0.0726	0.0607	0.8373				
Auto	Auto	TRINITY_DN113795_c0_g1_i4	0.0169	0.0141	0.8377				
Auto	Auto	TRINITY_DN122649_c6_g1_i4	0.007	0.0058	0.8385				
Auto	Auto	TRINITY_DN117057_c0_g1_i2	0.001	0.0008	0.8387				
Auto	Auto	TRINITY_DN124588_c5_g2_i10	0.0884	0.0741	0.8387				
Auto	Auto	TRINITY_DN126119_c0_g1_i2	0.0629	0.0528	0.8398				
Auto	Auto	TRINITY_DN125109_c0_g1_i2	0.1596	0.1342	0.8404				
Auto	Auto	TRINITY_DN128388_c1_g4_i2	0.0882	0.0741	0.8405				
Auto	Auto	TRINITY_DN127465_c0_g1_i2	0.3714	0.3127	0.8419				
Auto	Auto	TRINITY_DN127401_c0_g1_i1	0.0118	0.0099	0.8434				
Auto	Auto	TRINITY_DN115117_c0_g1_i1	0.0475	0.0401	0.8443				
Auto	Auto	TRINITY_DN131879_c4_g3_i4	0.0333	0.0281	0.8448				
Auto	Auto	TRINITY_DN112248_c0_g1_i1	0.1375	0.1163	0.8453				
Auto	Auto	TRINITY_DN118847_c0_g1_i1	0.0156	0.0132	0.846				
Auto	Auto	TRINITY_DN130418_c8_g4_i1	0.0203	0.0172	0.846				
Auto	Auto	TRINITY_DN136018_c4_g2_i7	0.1403	0.119	0.8477				
Auto	Auto	TRINITY_DN126699_c0_g1_i2	0.0586	0.0497	0.8479				
Auto	Auto	TRINITY_DN133405_c0_g1_i1	0.1137	0.0965	0.8482				
Auto	Auto	TRINITY_DN126514_c1_g1_i1	0.009	0.0077	0.849				
Auto	Auto	TRINITY_DN129573_c0_g1_i2	0.0057	0.0049	0.8497				
Auto	Auto	TRINITY_DN128975_c1_g2_i1	0.0997	0.0848	0.8504				
Auto	Auto	TRINITY_DN123455_c4_g1_i1	0.1053	0.0897	0.8521				
Auto	Auto	TRINITY_DN130770_c0_g2_i2	0.0334	0.0285	0.8534				
Auto	Auto	TRINITY_DN114311_c0_g4_i2	0.0958	0.0818	0.8538				
Auto	Auto	TRINITY_DN132386_c4_g1_i1	0.0148	0.0126	0.8541				
Auto	Auto	TRINITY_DN119617_c0_g1_i1	0.043	0.0367	0.8542				
Auto	Auto	TRINITY_DN134522_c2_g3_i1	0.1057	0.0905	0.8562				
Auto	Auto	TRINITY_DN117689_c0_g1_i4	0.0508	0.0435	0.8573				
Auto	Auto	TRINITY_DN131356_c7_g1_i9	0.0883	0.076	0.8613				
Auto	Auto	TRINITY_DN122475_c4_g1_i1	0.0953	0.0821	0.8614				
Auto	Auto	TRINITY_DN108465_c0_g1_i1	0.0179	0.0154	0.8624				
Auto	Auto	TRINITY_DN114760_c0_g1_i2	0.0383	0.033	0.8624				
Auto	Auto	TRINITY_DN123360_c0_g2_i1	0.0869	0.075	0.8635				
Auto	Auto	TRINITY_DN115346_c0_g2_i1	0.0662	0.0572	0.8641				
Auto	Auto	TRINITY_DN132298_c4_g2_i1	0.0612	0.053	0.8655				
Auto	Auto	TRINITY_DN130624_c1_g2_i4	0.076	0.0659	0.868				
Auto	Auto	TRINITY_DN127861_c1_g3_i1	0.0993	0.0863	0.869				
Auto	Auto	TRINITY_DN123449_c1_g4_i2	0.0338	0.0294	0.8696				
Auto	Auto	TRINITY_DN136384_c0_g1_i1	0.0443	0.0386	0.8705				
Auto	Auto	TRINITY_DN134462_c0_g2_i2	0.0239	0.0208	0.8709				
Auto	Auto	TRINITY_DN132317_c2_g2_i3	0.1945	0.1695	0.8713				
Auto	Auto	TRINITY_DN120857_c0_g1_i1	0.0089	0.0077	0.8715				
Auto	Auto	TRINITY_DN112429_c0_g2_i1	0.1753	0.1528	0.8718				
Auto	Auto	TRINITY_DN133121_c3_g2_i1	0.0027	0.0023	0.8728				
Auto	Auto	TRINITY_DN112607_c0_g1_i1	0.0674	0.0589	0.8734				
Auto	Auto	TRINITY_DN134788_c5_g1_i10	0.0756	0.0661	0.8737				
Auto	Auto	TRINITY_DN125869_c6_g1_i2	0.1609	0.1406	0.8737				
Auto	Auto	TRINITY_DN134228_c2_g1_i1	0.0027	0.0024	0.874				
Auto	Auto	TRINITY_DN119004_c0_g1_i1	0.4994	0.437	0.8749				
Auto	Auto	TRINITY_DN120007_c0_g1_i4	0.2292	0.2006	0.875				
Auto	Auto	TRINITY_DN129411_c0_g1_i2	0.0237	0.0208	0.8751				
Auto	Auto	TRINITY_DN133493_c3_g2_i1	0.0509	0.0446	0.8753				
Auto	Auto	TRINITY_DN126348_c0_g1_i2	0.0866	0.0758	0.8754				
Auto	Auto	TRINITY_DN119023_c10_g1_i3	0.0279	0.0245	0.8758				
Auto	Auto	TRINITY_DN119386_c0_g1_i2	0.085	0.0745	0.8759				
Auto	Auto	TRINITY_DN126891_c7_g5_i5	0.0098	0.0086	0.8772				
Auto	Auto	TRINITY_DN128113_c3_g3_i1	0.0197	0.0173	0.8787				
Auto	Auto	TRINITY_DN134056_c1_g1_i2	0.1314	0.1155	0.8787				
Auto	Auto	TRINITY_DN110154_c0_g1_i1	0.0645	0.0568	0.8797				
Auto	Auto	TRINITY_DN84398_c0_g1_i1	0.2118	0.1866	0.8809				
Auto	Auto	TRINITY_DN119521_c1_g1_i5	0.0634	0.0559	0.8819				
Auto	Auto	TRINITY_DN118187_c0_g1_i1	0.1703	0.1503	0.8824				
Auto	Auto	TRINITY_DN120533_c0_g4_i1	0.0129	0.0113	0.8829				
Auto	Auto	TRINITY_DN119122_c0_g1_i3	0.0297	0.0262	0.8838				
Auto	Auto	TRINITY_DN128830_c0_g4_i4	0.0955	0.0845	0.8845				
Auto	Auto	TRINITY_DN127394_c2_g3_i1	0.0499	0.0441	0.8854				
Auto	Auto	TRINITY_DN109160_c0_g1_i1	0.1321	0.117	0.8858				
Auto	Auto	TRINITY_DN116676_c0_g2_i2	0.0264	0.0234	0.8863				
Auto	Auto	TRINITY_DN119255_c0_g1_i1	0.0355	0.0314	0.8863				
Auto	Auto	TRINITY_DN131905_c3_g3_i7	0.0982	0.0872	0.8877				
Auto	Auto	TRINITY_DN131382_c4_g2_i1	0.0856	0.076	0.888				
Auto	Auto	TRINITY_DN111019_c0_g1_i1	0.0596	0.053	0.8884				
Auto	Auto	TRINITY_DN118088_c0_g1_i1	0.054	0.0481	0.8899				
Auto	Auto	TRINITY_DN130962_c1_g2_i12	0.0093	0.0082	0.8901				
Auto	Auto	TRINITY_DN125752_c7_g2_i1	0.0595	0.053	0.8904				
Auto	Auto	TRINITY_DN132148_c8_g5_i2	0.074	0.0659	0.8905				
Auto	Auto	TRINITY_DN120500_c0_g1_i2	0.0434	0.0388	0.8937				
Auto	Auto	TRINITY_DN124062_c1_g2_i4	0.0991	0.0886	0.8944				
Auto	Auto	TRINITY_DN132888_c0_g1_i1	0.0481	0.0431	0.8952				
Auto	Auto	TRINITY_DN132424_c5_g1_i2	0.0369	0.0331	0.8966				
Auto	Auto	TRINITY_DN129823_c2_g1_i1	0.0493	0.0443	0.8978				
Auto	Auto	TRINITY_DN128175_c8_g1_i1	0.0368	0.0331	0.898				
Auto	Auto	TRINITY_DN109101_c0_g2_i1	0.1856	0.1667	0.8984				
Auto	Auto	TRINITY_DN135770_c7_g1_i5	0.0317	0.0285	0.899				
Auto	Auto	TRINITY_DN126346_c0_g1_i1	0.0495	0.0447	0.902				
Auto	Auto	TRINITY_DN134478_c6_g1_i2	0.0287	0.0259	0.9031				
Auto	Auto	TRINITY_DN115195_c0_g1_i1	0.0834	0.0754	0.9031				
Auto	Auto	TRINITY_DN132508_c1_g2_i1	0.0352	0.0318	0.9032				
Auto	Auto	TRINITY_DN124564_c2_g2_i2	0.1068	0.0965	0.9032				
Auto	Auto	TRINITY_DN133737_c5_g1_i1	0.0869	0.0786	0.9038				
Auto	Auto	TRINITY_DN130762_c4_g2_i2	0.014	0.0126	0.9039				
Auto	Auto	TRINITY_DN133674_c2_g1_i3	0.1623	0.1468	0.9043				
Auto	Auto	TRINITY_DN128138_c2_g1_i7	0.0049	0.0044	0.9065				
Auto	Auto	TRINITY_DN124506_c0_g3_i2	0.0853	0.0774	0.9078				
Auto	Auto	TRINITY_DN129589_c0_g3_i1	0.0371	0.0337	0.9094				
Auto	Auto	TRINITY_DN124080_c4_g2_i2	0.0627	0.0571	0.9099				
Auto	Auto	TRINITY_DN123960_c0_g1_i3	0.0132	0.012	0.9131				
Auto	Auto	TRINITY_DN113212_c0_g2_i2	0.0389	0.0355	0.9134				
Auto	Auto	TRINITY_DN106100_c0_g2_i1	0.0313	0.0286	0.9137				
Auto	Auto	TRINITY_DN129204_c5_g1_i1	0.0968	0.0884	0.914				
Auto	Auto	TRINITY_DN125560_c0_g1_i5	0.035	0.032	0.9142				
Auto	Auto	TRINITY_DN118390_c0_g2_i2	0.3801	0.3475	0.9142				
Auto	Auto	TRINITY_DN126526_c0_g1_i1	0.0483	0.0441	0.9143				
Auto	Auto	TRINITY_DN133570_c0_g1_i3	0.0943	0.0864	0.9153				
Auto	Auto	TRINITY_DN136170_c8_g10_i10	0.032	0.0293	0.9155				
Auto	Auto	TRINITY_DN126919_c0_g5_i3	0.0813	0.0744	0.9156				
Auto	Auto	TRINITY_DN132363_c0_g1_i2	0.1227	0.1124	0.916				
Auto	Auto	TRINITY_DN117733_c0_g1_i1	0.0165	0.0151	0.9162				
Auto	Auto	TRINITY_DN124983_c6_g5_i1	0.0429	0.0393	0.9164				
Auto	Auto	TRINITY_DN125167_c1_g1_i4	0.1521	0.1394	0.9165				
Auto	Auto	TRINITY_DN132258_c2_g1_i1	0.0912	0.0836	0.9168				
Auto	Auto	TRINITY_DN134788_c1_g1_i6	0.0953	0.0875	0.9181				
Auto	Auto	TRINITY_DN131819_c1_g4_i2	0.0039	0.0036	0.9191				
Auto	Auto	TRINITY_DN84364_c0_g1_i1	0.0658	0.0605	0.9193				
Auto	Auto	TRINITY_DN117646_c0_g2_i1	0.2383	0.2194	0.9207				
Auto	Auto	TRINITY_DN98371_c0_g1_i2	0.0975	0.0898	0.9208				
Auto	Auto	TRINITY_DN106515_c0_g1_i1	0.1088	0.1004	0.9227				
Auto	Auto	TRINITY_DN134128_c0_g1_i4	0.0742	0.0685	0.9234				
Auto	Auto	TRINITY_DN127742_c4_g4_i1	0.0835	0.0771	0.9239				
Auto	Auto	TRINITY_DN124406_c1_g1_i3	0.041	0.0379	0.924				
Auto	Auto	TRINITY_DN123470_c0_g2_i1	0.0133	0.0123	0.9243				
Auto	Auto	TRINITY_DN125281_c1_g3_i5	0.0567	0.0525	0.9248				
Auto	Auto	TRINITY_DN131493_c4_g2_i1	0.0324	0.03	0.9254				
Auto	Auto	TRINITY_DN136115_c2_g2_i1	0.0075	0.007	0.9262				
Auto	Auto	TRINITY_DN111155_c0_g2_i2	0.151	0.1401	0.9275				
Auto	Auto	TRINITY_DN128109_c0_g1_i2	0.1188	0.1104	0.9292				
Auto	Auto	TRINITY_DN121649_c0_g1_i1	0.0584	0.0542	0.9294				
Auto	Auto	TRINITY_DN114671_c0_g1_i1	0.0729	0.0677	0.9295				
Auto	Auto	TRINITY_DN134021_c1_g2_i4	0.0303	0.0282	0.9301				
Auto	Auto	TRINITY_DN133130_c1_g2_i2	0.0535	0.0497	0.9303				
Auto	Auto	TRINITY_DN127166_c3_g1_i1	0.0284	0.0264	0.9309				
Auto	Auto	TRINITY_DN130671_c3_g1_i1	0.0029	0.0027	0.931				
Auto	Auto	TRINITY_DN123998_c3_g1_i1	0.005	0.0047	0.9311				
Auto	Auto	TRINITY_DN129293_c1_g3_i3	0.0186	0.0173	0.9317				
Auto	Auto	TRINITY_DN120038_c0_g2_i1	0.0754	0.0703	0.9317				
Auto	Auto	TRINITY_DN119269_c0_g1_i3	0.0458	0.0427	0.9322				
Auto	Auto	TRINITY_DN125079_c0_g1_i13	0.0116	0.0108	0.9328				
Auto	Auto	TRINITY_DN128303_c0_g2_i10	0.0237	0.0221	0.9328				
Auto	Auto	TRINITY_DN122206_c0_g1_i1	0.0202	0.0188	0.9329				
Auto	Auto	TRINITY_DN121758_c0_g1_i1	0.0328	0.0306	0.9331				
Auto	Auto	TRINITY_DN123814_c1_g1_i2	0.0733	0.0685	0.9335				
Auto	Auto	TRINITY_DN123204_c5_g4_i1	0.0111	0.0104	0.9337				
Auto	Auto	TRINITY_DN105618_c0_g1_i1	0.0855	0.0799	0.9341				
Auto	Auto	TRINITY_DN133015_c7_g1_i1	0.0023	0.0022	0.9342				
Auto	Auto	TRINITY_DN106706_c0_g1_i4	0.1394	0.1304	0.9357				
Auto	Auto	TRINITY_DN130572_c1_g2_i2	0.0156	0.0146	0.9359				
Auto	Auto	TRINITY_DN122857_c0_g1_i1	0.0688	0.0644	0.936				
Auto	Auto	TRINITY_DN125689_c1_g1_i1	0.0982	0.0921	0.938				
Auto	Auto	TRINITY_DN132437_c1_g1_i4	0.0224	0.021	0.9392				
Auto	Auto	TRINITY_DN79915_c0_g1_i1	0.0222	0.0209	0.9396				
Auto	Auto	TRINITY_DN126813_c2_g7_i3	0.0443	0.0416	0.9398				
Auto	Auto	TRINITY_DN113850_c0_g1_i2	0.255	0.2396	0.9398				
Auto	Auto	TRINITY_DN125974_c9_g2_i2	0.0351	0.033	0.9402				
Auto	Auto	TRINITY_DN129901_c2_g1_i2	0.06	0.0564	0.9402				
Auto	Auto	TRINITY_DN124963_c1_g2_i7	0.0756	0.0712	0.9412				
Auto	Auto	TRINITY_DN134585_c0_g1_i1	0.0176	0.0165	0.9414				
Auto	Auto	TRINITY_DN116527_c0_g1_i1	0.0041	0.0039	0.9416				
Auto	Auto	TRINITY_DN123854_c1_g1_i1	0.104	0.098	0.9426				
Auto	Auto	TRINITY_DN129729_c0_g2_i2	0.0942	0.0888	0.9432				
Auto	Auto	TRINITY_DN132986_c0_g3_i10	0.0452	0.0427	0.9444				
