gid	gname	chr	start	end	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN119763_c1_g3_i1	NA	NA	NA	NA	-0.581306976	0.581306976	unbias	0.499496974	Ovary_mean	0.101	0.1527	1.5116
TRINITY_DN119766_c0_g1_i1	dars2-like	Chr04	87626035	87626035	-0.475864635	0.475864635	unbias	0.268450899	Ovary_mean	0.0688	0.0907	1.3183
TRINITY_DN119772_c0_g2_i1	NA	NA	NA	NA	0.166651377	0.166651377	unbias	0.406672179	Brain_mmean	0.1076	0.1828	1.6993
TRINITY_DN119778_c1_g2_i2	NA	NA	NA	NA	-1.846499192	1.846499192	female	0.469113467	Ovary_mean	0.0951	0.1077	1.1329
TRINITY_DN119780_c1_g3_i5	atp6v1a	scaffold_85	18929	18929	-1.316918983	1.316918983	female	0.388301595	Ovary_mean	0.0193	0.0213	1.1021
TRINITY_DN119782_c1_g1_i1	NA	NA	NA	NA	2.667969453	2.667969453	male	0.339719634	Testis_mean	0.0094	0.0142	1.4998
TRINITY_DN119786_c0_g2_i3	NA	NA	NA	NA	-0.149317888	0.149317888	unbias	0.201655442	Ovary_mean	0.0056	0.0084	1.5031
TRINITY_DN119788_c0_g1_i2	alkbh1	Chr08	61872952	61872952	-0.319365306	0.319365306	unbias	0.163404653	Liver_fmean	0.9947	1.1985	1.205
TRINITY_DN119793_c0_g1_i1	Xetrov90013484m	Chr05	38848585	38848585	-2.149831821	2.149831821	female	0.509844926	Ovary_mean	0.0649	0.0969	1.4926
TRINITY_DN119798_c0_g1_i2	NA	NA	NA	NA	4.579509593	4.579509593	male	0.41048219	Testis_mean	0.1588	0.1493	0.9404
TRINITY_DN119800_c0_g2_i2	inpp1	Chr09	30031965	30031965	2.383265291	2.383265291	male	0.453808622	G43_M_mean	0.0311	0.0491	1.5788
TRINITY_DN119804_c0_g1_i1	NA	NA	NA	NA	0.000959782	0.000959782	unbias	0.203855959	Ovary_mean	0.0188	0.0309	1.6437
TRINITY_DN119807_c0_g1_i4	NA	NA	NA	NA	-1.268409748	1.268409748	female	0.421918019	Ovary_mean	0.2361	0.4637	1.9643
TRINITY_DN119811_c0_g1_i1	NA	NA	NA	NA	-0.137564899	0.137564899	unbias	0.834309598	Brain_fmean	0.0253	0.0391	1.5442
TRINITY_DN119822_c0_g1_i1	NA	NA	NA	NA	1.150115838	1.150115838	male	0.1674728	Liver_fmean	0.0615	0.1026	1.6689
TRINITY_DN119829_c0_g1_i1	NA	NA	NA	NA	0.457488783	0.457488783	unbias	0.403839452	Liver_mmean	0.0684	0.0986	1.4422
TRINITY_DN119831_c1_g1_i3	NA	NA	NA	NA	3.235270534	3.235270534	male	0.577203502	Brain_fmean	0.0653	0.0832	1.2746
TRINITY_DN119848_c2_g3_i3	NA	NA	NA	NA	-0.439344475	0.439344475	unbias	0.658980224	Brain_fmean	0.0521	0.0761	1.4605
TRINITY_DN119857_c0_g1_i1	bbs1	Chr04	37644842	37644842	-1.975393853	1.975393853	female	0.443474498	Ovary_mean	0.0842	0.1667	1.9809
TRINITY_DN119861_c0_g3_i1	tmcc1	Chr04	121643120	121643120	-0.856461425	0.856461425	unbias	0.507175199	Brain_mmean	0.0507	0.0638	1.2574
TRINITY_DN119863_c0_g2_i2	NA	NA	NA	NA	-1.704550416	1.704550416	female	0.365616027	Ovary_mean	0.0394	0.0519	1.3166
TRINITY_DN119866_c0_g1_i1	LOC100498622	Chr05	125872904	125872904	0.718237254	0.718237254	unbias	0.577569787	G27_mmean	0.0609	0.0889	1.4606
TRINITY_DN119869_c0_g1_i1	NA	NA	NA	NA	1.645648335	1.645648335	male	0.247238454	Brain_fmean	0.0046	0.0079	1.7125
TRINITY_DN119874_c0_g1_i1	NA	NA	NA	NA	-1.30734005	1.30734005	female	0.481093037	Ovary_mean	0.111	0.1071	0.9653
TRINITY_DN119883_c0_g5_i1	NA	NA	NA	NA	-1.052553885	1.052553885	female	0.253074085	Ovary_mean	0.1512	0.2858	1.8909
TRINITY_DN119888_c0_g1_i1	NA	NA	NA	NA	2.339420827	2.339420827	male	0.562997127	Brain_mmean	0.0804	0.1337	1.6636
TRINITY_DN119893_c0_g3_i1	NA	NA	NA	NA	-1.197852719	1.197852719	female	0.512488173	Ovary_mean	0.1517	0.2156	1.4212
TRINITY_DN119913_c1_g1_i3	NA	NA	NA	NA	1.393131968	1.393131968	male	0.394827233	G43_M_mean	0.0672	0.1091	1.6242
TRINITY_DN119914_c0_g1_i4	NA	NA	NA	NA	-1.144190396	1.144190396	female	0.512597369	Ovary_mean	0.085	0.1568	1.8436
TRINITY_DN119918_c0_g5_i2	NA	NA	NA	NA	3.19241155	3.19241155	male	0.751829743	Brain_fmean	0.0534	0.0719	1.3466
TRINITY_DN119920_c0_g1_i1	NA	NA	NA	NA	1.474353096	1.474353096	male	0.593667009	Liver_fmean	0.1271	0.2334	1.837
TRINITY_DN119921_c0_g1_i3	NA	NA	NA	NA	-4.794057872	4.794057872	female	0.895828629	Ovary_mean	0.0866	0.1144	1.3211
TRINITY_DN119929_c0_g1_i1	NA	NA	NA	NA	-1.86420142	1.86420142	female	0.251861732	Ovary_mean	0.0323	0.0356	1.102
TRINITY_DN119938_c1_g2_i1	foxp1	Chr04	130190634	130190634	2.88500901	2.88500901	male	0.504978373	G23_mmean	0.0883	0.1538	1.741
TRINITY_DN119941_c0_g1_i2	NA	NA	NA	NA	-1.746539947	1.746539947	female	0.556286848	Ovary_mean	0.0186	0.0194	1.0406
TRINITY_DN119946_c0_g1_i2	NA	NA	NA	NA	-1.286298656	1.286298656	female	0.327317228	Ovary_mean	0.0421	0.0735	1.7452
TRINITY_DN119963_c0_g1_i6	NA	NA	NA	NA	3.401353252	3.401353252	male	0.252989935	Testis_mean	0.097	0.1272	1.3123
TRINITY_DN119965_c0_g1_i1	NA	NA	NA	NA	1.824630842	1.824630842	male	0.848910893	Brain_mmean	0.0624	0.0778	1.2469
TRINITY_DN119972_c0_g1_i1	NA	NA	NA	NA	1.757427276	1.757427276	male	0.316381441	Testis_mean	0.1861	0.2847	1.53
TRINITY_DN119978_c0_g1_i1	NA	NA	NA	NA	-0.39338427	0.39338427	unbias	0.152351879	Ovary_mean	0.0567	0.0669	1.1803
TRINITY_DN119988_c0_g1_i3	NA	NA	NA	NA	-0.382679608	0.382679608	unbias	0.218410623	Ovary_mean	0.001	0.001	1.0218
TRINITY_DN119992_c0_g1_i3	NA	NA	NA	NA	-0.638367394	0.638367394	unbias	0.528034298	Ovary_mean	0.1133	0.1534	1.3549
TRINITY_DN119995_c0_g1_i3	NA	NA	NA	NA	-5.463643406	5.463643406	female	0.861426835	Brain_mmean	0.0502	0.0393	0.7833
TRINITY_DN120000_c0_g1_i1	NA	NA	NA	NA	-5.214895559	5.214895559	female	0.590538661	Ovary_mean	0.0582	0.0913	1.5706
TRINITY_DN120005_c0_g1_i1	NA	NA	NA	NA	0.419654228	0.419654228	unbias	0.157879016	Ovary_mean	0.0539	0.0865	1.6041
TRINITY_DN120007_c0_g1_i4	NA	NA	NA	NA	-1.351189858	1.351189858	female	0.411220282	Ovary_mean	0.2292	0.2006	0.875
TRINITY_DN120021_c0_g1_i2	NA	NA	NA	NA	0.608851768	0.608851768	unbias	0.343314406	G23_mmean	0.048	0.0779	1.621
TRINITY_DN120023_c0_g2_i3	NA	NA	NA	NA	1.193782765	1.193782765	unbias	0.757817938	Brain_fmean	0.0638	0.0632	0.9899
TRINITY_DN120025_c0_g1_i4	NA	NA	NA	NA	-3.42994984	3.42994984	female	0.707799104	Ovary_mean	0.1759	0.3173	1.8041
TRINITY_DN120026_c0_g2_i2	NA	NA	NA	NA	-0.150711849	0.150711849	unbias	0.194867832	Ovary_mean	0.0895	0.1166	1.3037
TRINITY_DN120030_c0_g1_i1	LOC101732531	Chr02	52033540	52033540	-2.082459448	2.082459448	female	0.513404356	Ovary_mean	0.1534	0.2069	1.3486
TRINITY_DN120038_c0_g2_i1	rnf168	Chr05	126110168	126110168	-0.018771427	0.018771427	unbias	0.110982399	G27_fmean	0.0754	0.0703	0.9317
TRINITY_DN120048_c0_g1_i1	NA	NA	NA	NA	1.274151667	1.274151667	male	0.49363032	Brain_fmean	0.001	0.0012	1.2349
TRINITY_DN120049_c0_g1_i1	NA	NA	NA	NA	-0.390444043	0.390444043	unbias	0.289718989	G43_F_mean	0.0896	0.1138	1.2697
TRINITY_DN120052_c0_g1_i4	NA	NA	NA	NA	-1.647483879	1.647483879	female	0.587197329	Ovary_mean	0.158	0.1681	1.0643
TRINITY_DN120055_c0_g2_i2	NA	NA	NA	NA	-2.432549387	2.432549387	female	0.702546304	Brain_mmean	0.0245	0.0447	1.8271
TRINITY_DN120058_c3_g1_i3	NA	NA	NA	NA	1.092172434	1.092172434	male	0.309498568	G43_M_mean	0.0634	0.0831	1.3107
TRINITY_DN120059_c0_g2_i1	NA	NA	NA	NA	-1.580234131	1.580234131	female	0.37268986	Ovary_mean	0.1576	0.1686	1.0701
TRINITY_DN120061_c0_g2_i3	NA	NA	NA	NA	-1.214412142	1.214412142	female	0.249884189	Ovary_mean	0.0449	0.0561	1.2502
TRINITY_DN120063_c0_g1_i4	NA	NA	NA	NA	-1.633053061	1.633053061	female	0.582671487	Liver_mmean	0.0849	0.1641	1.9345
TRINITY_DN120070_c0_g2_i1	NA	NA	NA	NA	-0.589952232	0.589952232	unbias	0.84608244	Brain_mmean	0.0494	0.0782	1.5835
TRINITY_DN120071_c0_g1_i2	NA	NA	NA	NA	-7.860275091	7.860275091	female	0.932877794	Ovary_mean	0.0762	0.1438	1.8866
TRINITY_DN120079_c0_g1_i1	NA	NA	NA	NA	-0.298430686	0.298430686	unbias	0.533678852	Brain_fmean	0.0709	0.101	1.4257
TRINITY_DN120080_c0_g1_i1	btrc	Chr07	22238310	22238310	1.141049964	1.141049964	male	0.474086864	Testis_mean	0.1509	0.143	0.9479
TRINITY_DN120082_c0_g1_i2	NA	NA	NA	NA	3.009257775	3.009257775	male	0.518676353	Brain_fmean	0.049	0.0765	1.5628
TRINITY_DN120090_c0_g1_i1	por-like	Chr02	89680638	89680638	2.557758742	2.557758742	male	0.397840909	Testis_mean	0.1908	0.3549	1.8601
TRINITY_DN120101_c0_g1_i1	lmbr1l	Chr02	133257109	133257109	1.466289725	1.466289725	male	0.170478287	Testis_mean	0.0295	0.0549	1.86
TRINITY_DN120102_c0_g1_i2	figf	Chr02	32846215	32846215	-1.110195568	1.110195568	female	0.37589793	Ovary_mean	0.0393	0.0491	1.2491
TRINITY_DN120105_c0_g1_i1	NA	NA	NA	NA	-1.147622479	1.147622479	female	0.580280702	Brain_fmean	0.2068	0.2488	1.203
TRINITY_DN120110_c0_g1_i1	LOC100145763	Chr05	120417235	120417235	1.573560402	1.573560402	male	0.806232849	Brain_mmean	0.0565	0.07	1.2389
TRINITY_DN120113_c0_g1_i3	NA	NA	NA	NA	-3.170167944	3.170167944	female	0.806067233	Ovary_mean	0.0758	0.1338	1.7657
TRINITY_DN120117_c0_g1_i4	NA	NA	NA	NA	-1.163378465	1.163378465	unbias	0.557591059	Brain_fmean	0.0358	0.0241	0.6743
TRINITY_DN120129_c0_g1_i2	NA	NA	NA	NA	0.337306701	0.337306701	unbias	0.794469476	Brain_fmean	0.0981	0.1597	1.6278
TRINITY_DN120130_c0_g1_i3	LOC100498264	Chr05	108023296	108023296	-1.313679821	1.313679821	female	0.312836817	Ovary_mean	0.1144	0.1632	1.426
TRINITY_DN120132_c0_g1_i1	NA	NA	NA	NA	-1.606112929	1.606112929	female	0.404859193	Ovary_mean	0.0339	0.0646	1.9066
TRINITY_DN120135_c0_g1_i1	NA	NA	NA	NA	2.810365109	2.810365109	male	0.536521288	G23_mmean	0.0535	0.1051	1.9658
TRINITY_DN120141_c0_g1_i3	NA	NA	NA	NA	-0.355321432	0.355321432	unbias	0.436655676	Brain_mmean	0.1487	0.2137	1.437
TRINITY_DN120148_c0_g1_i3	NA	NA	NA	NA	-2.991134541	2.991134541	female	0.518480135	Ovary_mean	0.0797	0.1576	1.9775
TRINITY_DN120153_c0_g1_i3	lrrc41	Chr04	81114219	81114219	-1.699137883	1.699137883	female	0.306703972	G43_M_mean	0.0362	0.0266	0.7347
TRINITY_DN120154_c9_g2_i1	NA	NA	NA	NA	1.295600516	1.295600516	male	0.700388936	Brain_mmean	0.0558	0.0894	1.6017
TRINITY_DN120161_c0_g2_i9	NA	NA	NA	NA	-1.954477458	1.954477458	female	0.400093203	Ovary_mean	0.0296	0.0511	1.7244
TRINITY_DN120166_c0_g2_i5	NA	NA	NA	NA	3.093308925	3.093308925	male	0.376954037	G43_M_mean	0.1303	0.199	1.527
TRINITY_DN120167_c0_g3_i1	NA	NA	NA	NA	-1.834815343	1.834815343	female	0.641109109	Ovary_mean	0.1426	0.2829	1.9833
TRINITY_DN120223_c0_g1_i5	NA	NA	NA	NA	-0.299529419	0.299529419	unbias	0.412103394	Ovary_mean	0.0312	0.0607	1.9441
TRINITY_DN120230_c0_g1_i2	nbeal1	Chr09	46506382	46506382	-0.891328494	0.891328494	unbias	0.52350455	Ovary_mean	0.1176	0.1587	1.3502
TRINITY_DN120234_c0_g1_i1	pgpep1	Chr01	82082017	82082017	0.269703922	0.269703922	unbias	0.454031625	Brain_mmean	0.0978	0.1676	1.7141
TRINITY_DN120236_c2_g1_i2	NA	NA	NA	NA	-0.494795676	0.494795676	unbias	0.344992659	Ovary_mean	0.1735	0.2432	1.402
TRINITY_DN120237_c0_g2_i1	NA	NA	NA	NA	-2.558378852	2.558378852	female	0.657172535	Liver_mmean	0.2336	0.2762	1.182
TRINITY_DN120254_c0_g1_i1	aldh1a1	Chr01	118420715	118420715	-3.61319569	3.61319569	female	0.837643627	Ovary_mean	0.1973	0.3413	1.7303
TRINITY_DN120270_c0_g1_i1	NA	NA	NA	NA	0.456628022	0.456628022	unbias	0.667439604	Brain_mmean	0.0295	0.0543	1.8374
TRINITY_DN120272_c0_g3_i2	NA	NA	NA	NA	-2.567901634	2.567901634	female	0.579969703	Ovary_mean	0.1323	0.1997	1.51
TRINITY_DN120281_c0_g2_i2	iqsec2-like	Chr08	7515285	7515285	1.35772737	1.35772737	male	0.408227719	Brain_mmean	0.0845	0.1038	1.229
TRINITY_DN120297_c0_g1_i2	NA	NA	NA	NA	-0.189097822	0.189097822	unbias	0.351054183	G43_F_mean	0.0411	0.0336	0.8169
TRINITY_DN120302_c0_g1_i4	NA	NA	NA	NA	-2.161417301	2.161417301	female	0.853385126	Ovary_mean	0.1629	0.2242	1.3763
TRINITY_DN120320_c0_g1_i2	NA	NA	NA	NA	-1.628162701	1.628162701	female	0.334040616	Brain_fmean	0.2003	0.1931	0.9644
TRINITY_DN120323_c0_g1_i1	NA	NA	NA	NA	-0.218635385	0.218635385	unbias	0.24925373	Liver_fmean	0.0817	0.138	1.6886
TRINITY_DN120335_c0_g1_i2	NA	NA	NA	NA	-3.695496265	3.695496265	female	0.668219481	Ovary_mean	0.0572	0.0948	1.6555
TRINITY_DN120342_c3_g4_i1	NA	NA	NA	NA	2.515813459	2.515813459	male	0.604077303	Testis_mean	0.0553	0.0896	1.6208
TRINITY_DN120352_c0_g1_i4	NA	NA	NA	NA	-1.416675252	1.416675252	female	0.113244533	G46_F_mean	0.0451	0.0569	1.2616
TRINITY_DN120355_c0_g1_i3	e2f1	Chr10	33245209	33245209	-0.577822026	0.577822026	unbias	0.274586954	Ovary_mean	0.0457	0.0357	0.7805
TRINITY_DN120365_c0_g1_i1	NA	NA	NA	NA	-0.387179118	0.387179118	unbias	0.517957605	Ovary_mean	0.1042	0.1946	1.8673
TRINITY_DN120384_c0_g1_i7	NA	NA	NA	NA	-1.444087897	1.444087897	female	0.305301445	Ovary_mean	0.0904	0.1702	1.8819
TRINITY_DN120387_c2_g5_i2	NA	NA	NA	NA	1.095004632	1.095004632	male	0.375882452	Brain_mmean	0.0269	0.0333	1.2387
TRINITY_DN120396_c0_g1_i4	trappc3	Chr02	55692549	55692549	-10.01588888	10.01588888	female	0.916389538	Ovary_mean	0.1792	0.3214	1.7935
TRINITY_DN120402_c0_g1_i4	NA	NA	NA	NA	-1.128840583	1.128840583	female	0.465447041	Ovary_mean	0.1004	0.1787	1.7801
TRINITY_DN120407_c0_g2_i1	NA	NA	NA	NA	-2.106436128	2.106436128	female	0.503546153	Ovary_mean	0.0462	0.0353	0.7636
TRINITY_DN120415_c0_g1_i1	NA	NA	NA	NA	-1.251961026	1.251961026	female	0.327973599	Ovary_mean	0.0178	0.0282	1.5811
TRINITY_DN120421_c0_g1_i1	spon1	Chr04	8634693	8634693	1.131170247	1.131170247	male	0.50070142	Brain_mmean	0.1681	0.2635	1.5677
TRINITY_DN120426_c3_g1_i3	NA	NA	NA	NA	2.553901099	2.553901099	male	0.784214277	Brain_mmean	0.0568	0.075	1.32
TRINITY_DN120428_c0_g1_i2	NA	NA	NA	NA	-0.127823494	0.127823494	unbias	0.320345145	Ovary_mean	0.0587	0.0947	1.6136
TRINITY_DN120431_c0_g2_i2	Xetrov90004255m	Chr02	25792578	25792578	1.014541801	1.014541801	male	0.343582489	Testis_mean	0.0318	0.0532	1.6702
TRINITY_DN120437_c2_g1_i2	NA	NA	NA	NA	-0.023576364	0.023576364	unbias	0.511228669	Ovary_mean	0.0658	0.0651	0.9894
TRINITY_DN120443_c0_g1_i3	NA	NA	NA	NA	5.4987607	5.4987607	male	0.756104412	Brain_mmean	0.092	0.1046	1.1373
TRINITY_DN120445_c0_g1_i1	NA	NA	NA	NA	-1.94762031	1.94762031	female	0.516458469	Ovary_mean	0.0615	0.0779	1.2665
TRINITY_DN120452_c0_g1_i2	NA	NA	NA	NA	0.974078551	0.974078551	unbias	0.233498795	Liver_fmean	0.1181	0.2116	1.792
TRINITY_DN120453_c0_g1_i1	NA	NA	NA	NA	-5.136439258	5.136439258	female	0.503335328	Ovary_mean	0.0504	0.0789	1.564
TRINITY_DN120457_c0_g1_i2	NA	NA	NA	NA	-2.125352993	2.125352993	female	0.48175659	Ovary_mean	0.1659	0.3262	1.9664
TRINITY_DN120459_c0_g2_i2	NA	NA	NA	NA	-1.488448081	1.488448081	female	0.335074778	Ovary_mean	0.0742	0.1207	1.6259
TRINITY_DN120464_c0_g1_i1	NA	NA	NA	NA	-0.169930106	0.169930106	unbias	0.343107794	Ovary_mean	0.0051	0.0096	1.8981
TRINITY_DN120467_c0_g2_i3	NA	NA	NA	NA	3.688565499	3.688565499	male	0.225932465	Brain_mmean	0.1021	0.1408	1.3792
TRINITY_DN120470_c0_g1_i5	NA	NA	NA	NA	-0.339609663	0.339609663	unbias	0.508017594	Brain_fmean	0.037	0.0658	1.7766
TRINITY_DN120471_c0_g1_i3	NA	NA	NA	NA	-0.433173702	0.433173702	unbias	0.623035607	Brain_mmean	0.054	0.0725	1.3415
TRINITY_DN120473_c0_g1_i2	fam193b	Chr03	36629580	36629580	-5.146783824	5.146783824	female	0.749315239	Ovary_mean	0.1284	0.2082	1.6209
TRINITY_DN120475_c3_g4_i2	NA	NA	NA	NA	-0.292622498	0.292622498	unbias	0.172783115	Liver_fmean	0.0916	0.0988	1.0782
TRINITY_DN120485_c1_g3_i1	NA	NA	NA	NA	-4.455225459	4.455225459	female	0.895473837	Ovary_mean	0.2965	0.4409	1.4867
TRINITY_DN120511_c0_g1_i3	NA	NA	NA	NA	3.209163519	3.209163519	male	0.708282205	Brain_fmean	0.0211	0.0278	1.3163
TRINITY_DN120513_c0_g1_i1	NA	NA	NA	NA	0.249177599	0.249177599	unbias	0.131409851	G23_fmean	0.0386	0.0604	1.5641
TRINITY_DN120518_c0_g1_i4	NA	NA	NA	NA	-0.608385503	0.608385503	unbias	0.306800176	Ovary_mean	0.1087	0.11	1.0114
TRINITY_DN120528_c0_g1_i2	NA	NA	NA	NA	2.737583198	2.737583198	male	0.70272674	G46_M_mean	0.0247	0.0402	1.6255
TRINITY_DN120533_c0_g4_i1	nsun7	Chr01	27448767	27448767	2.080845652	2.080845652	male	0.683822757	Brain_fmean	0.0129	0.0113	0.8829
TRINITY_DN120538_c0_g1_i1	NA	NA	NA	NA	-0.651579486	0.651579486	unbias	0.378665764	Liver_mmean	0.0603	0.0762	1.2648
TRINITY_DN120545_c4_g1_i4	NA	NA	NA	NA	-1.417934034	1.417934034	female	0.494641799	Ovary_mean	0.0586	0.0774	1.3213
TRINITY_DN120546_c0_g1_i1	NA	NA	NA	NA	-1.016670741	1.016670741	female	0.273494891	Ovary_mean	0.0797	0.1172	1.4706
TRINITY_DN120551_c0_g1_i1	NA	NA	NA	NA	-2.292043566	2.292043566	female	0.569648802	G43_M_mean	0.0963	0.1924	1.9974
TRINITY_DN120559_c0_g2_i1	NA	NA	NA	NA	2.618927753	2.618927753	male	0.82891873	Brain_mmean	0.1065	0.1213	1.139
TRINITY_DN120562_c0_g1_i1	NA	NA	NA	NA	0.155235837	0.155235837	unbias	0.144612606	G23_mmean	0.0202	0.0228	1.1276
TRINITY_DN120579_c0_g2_i2	NA	NA	NA	NA	2.897876059	2.897876059	male	0.209510221	G23_mmean	0.0178	0.0201	1.1318
TRINITY_DN120583_c0_g3_i3	NA	NA	NA	NA	-0.209705174	0.209705174	unbias	0.406466677	Ovary_mean	0.1604	0.2435	1.5178
TRINITY_DN120584_c1_g1_i2	mrpl21	Chr04	15711681	15711681	-0.080493621	0.080493621	unbias	0.56280158	Brain_fmean	0.0392	0.0698	1.7822
TRINITY_DN120592_c0_g2_i3	NA	NA	NA	NA	2.497226955	2.497226955	male	0.436317211	Brain_fmean	0.0813	0.1184	1.4566
TRINITY_DN120594_c0_g1_i5	NA	NA	NA	NA	-1.35765175	1.35765175	female	0.558909425	Ovary_mean	0.0604	0.1086	1.7985
TRINITY_DN120595_c0_g1_i1	NA	NA	NA	NA	0.118324453	0.118324453	unbias	0.222889239	Ovary_mean	0.145	0.1745	1.2032
TRINITY_DN120603_c0_g1_i1	NA	NA	NA	NA	-1.472562727	1.472562727	female	0.409752921	Ovary_mean	0.2103	0.3841	1.8263
TRINITY_DN120616_c0_g1_i3	NA	NA	NA	NA	-1.500215122	1.500215122	female	0.35796738	Ovary_mean	0.0367	0.055	1.501
TRINITY_DN120619_c0_g1_i2	NA	NA	NA	NA	-1.947588325	1.947588325	female	0.78078485	Ovary_mean	0.0888	0.1708	1.9229
TRINITY_DN120621_c0_g2_i1	hmx3	Chr07	11821120	11821120	3.826415952	3.826415952	male	0.687668121	Brain_fmean	0.0469	0.0647	1.3797
TRINITY_DN120623_c0_g1_i1	LOC101731768	Chr03	78159009	78159009	-0.219198784	0.219198784	unbias	0.416836911	Ovary_mean	0.0618	0.0996	1.6117
TRINITY_DN120624_c0_g3_i6	NA	NA	NA	NA	1.413546891	1.413546891	male	0.536227048	G43_M_mean	0.0996	0.1422	1.4267
TRINITY_DN120629_c3_g5_i1	NA	NA	NA	NA	-0.333530354	0.333530354	unbias	0.792227983	G46_M_mean	0.0519	0.076	1.4661
TRINITY_DN120636_c0_g8_i1	NA	NA	NA	NA	-1.849224941	1.849224941	female	0.404917445	Ovary_mean	0.1104	0.1748	1.584
TRINITY_DN120641_c0_g1_i1	NA	NA	NA	NA	-1.549336791	1.549336791	female	0.490246462	Ovary_mean	0.0744	0.1097	1.4731
TRINITY_DN120649_c0_g2_i1	NA	NA	NA	NA	0.501647602	0.501647602	unbias	0.412974407	G27_mmean	0.1223	0.1986	1.6238
TRINITY_DN120657_c0_g1_i5	pnck	Chr08	3344138	3344138	2.935753131	2.935753131	male	0.348710485	Testis_mean	0.0447	0.0882	1.9752
TRINITY_DN120658_c0_g1_i3	NA	NA	NA	NA	3.649588874	3.649588874	male	0.234975793	G46_M_mean	0.0608	0.0751	1.2353
TRINITY_DN120663_c1_g1_i1	tmprss11f-like	Chr01	88927334	88927334	0.293808563	0.293808563	unbias	0.234082658	G27_mmean	0.0941	0.1668	1.772
TRINITY_DN120666_c1_g1_i1	ttc29-like	Chr01	48527193	48527193	-1.535024449	1.535024449	female	0.579730866	Ovary_mean	0.0429	0.0292	0.6818
TRINITY_DN120670_c0_g4_i2	NA	NA	NA	NA	0.137583001	0.137583001	unbias	0.452209849	G43_M_mean	0.0583	0.0766	1.3145
TRINITY_DN120688_c2_g1_i2	LOC100492300	Chr06	4419945	4419945	-1.315515249	1.315515249	female	0.369261865	Ovary_mean	0.0202	0.0266	1.3142
TRINITY_DN120701_c0_g1_i1	tsga10	Chr02	109303013	109303013	-3.673400733	3.673400733	female	0.764438762	Brain_mmean	0.0309	0.0556	1.8031
TRINITY_DN120702_c0_g1_i1	NA	NA	NA	NA	1.945208427	1.945208427	male	0.298470553	Brain_fmean	0.0704	0.1315	1.8685
TRINITY_DN120707_c0_g1_i4	NA	NA	NA	NA	-1.600609056	1.600609056	female	0.490392071	Ovary_mean	0.0159	0.016	1.0092
TRINITY_DN120733_c0_g2_i1	pold2	Chr03	107699000	107699000	0.912404427	0.912404427	unbias	0.668881459	Brain_fmean	0.0685	0.08	1.1669
TRINITY_DN120735_c0_g1_i1	NA	NA	NA	NA	0.419934703	0.419934703	unbias	0.354493221	Brain_mmean	0.1266	0.2179	1.7216
TRINITY_DN120743_c0_g1_i1	fbxo40-like	scaffold_85	167555	167555	-2.248150522	2.248150522	female	0.531127533	Ovary_mean	0.183	0.1508	0.8241
TRINITY_DN120746_c0_g3_i1	NA	NA	NA	NA	-0.220428651	0.220428651	unbias	0.147349377	Ovary_mean	0.0163	0.0217	1.3315
TRINITY_DN120753_c3_g1_i2	NA	NA	NA	NA	-1.571268283	1.571268283	female	0.2907096	Ovary_mean	0.0981	0.1633	1.6659
TRINITY_DN120763_c0_g1_i1	NA	NA	NA	NA	0.109299296	0.109299296	unbias	0.381067117	Ovary_mean	0.0202	0.035	1.7282
TRINITY_DN120764_c2_g1_i1	NA	NA	NA	NA	2.086172248	2.086172248	male	0.744560636	Brain_fmean	0.0361	0.0578	1.6014
TRINITY_DN120772_c0_g1_i1	NA	NA	NA	NA	-3.421540014	3.421540014	female	0.713355567	Ovary_mean	0.049	0.0726	1.4823
TRINITY_DN120777_c0_g1_i2	usp4	Chr04	115415191	115415191	-2.356957642	2.356957642	female	0.620990598	Ovary_mean	0.0719	0.1054	1.4653
TRINITY_DN120778_c0_g1_i5	NA	NA	NA	NA	0.366370012	0.366370012	unbias	0.203118035	Ovary_mean	0.0092	0.0158	1.7165
TRINITY_DN120796_c0_g1_i3	NA	NA	NA	NA	0.460524454	0.460524454	unbias	0.468298957	Brain_mmean	0.1461	0.1573	1.0766
TRINITY_DN120797_c1_g4_i1	NA	NA	NA	NA	-0.545234274	0.545234274	unbias	0.233209576	Ovary_mean	0.0222	0.0331	1.4914
TRINITY_DN120811_c0_g1_i1	NA	NA	NA	NA	-0.222072195	0.222072195	unbias	0.245991478	Liver_fmean	0.0242	0.0369	1.5244
TRINITY_DN120812_c0_g1_i2	NA	NA	NA	NA	-5.096299527	5.096299527	female	0.889064086	Brain_fmean	0.008	0.0077	0.964
TRINITY_DN120815_c0_g3_i1	NA	NA	NA	NA	3.121537974	3.121537974	male	0.763715225	Brain_mmean	0.0478	0.0611	1.278
TRINITY_DN120819_c1_g2_i4	NA	NA	NA	NA	2.158795764	2.158795764	male	0.468817369	Testis_mean	0.0826	0.1506	1.8236
TRINITY_DN120824_c0_g2_i4	NA	NA	NA	NA	3.211743895	3.211743895	male	0.325905647	Testis_mean	0.1	0.1707	1.7063
TRINITY_DN120830_c0_g4_i1	NA	NA	NA	NA	-2.741527124	2.741527124	female	0.588889933	G43_F_mean	0.1032	0.182	1.7629
TRINITY_DN120833_c1_g3_i2	NA	NA	NA	NA	-2.085410776	2.085410776	female	0.532707962	Brain_mmean	0.1543	0.195	1.2635
