gid	gname	chr	start	end	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	bias	tau	tissue
TRINITY_DN123683_c2_g1_i2	mcl1	Chr08	106601058	106601058	0.149821724	0.149821724	unbias	0.390882957	G23_fmean
TRINITY_DN123687_c3_g3_i3	NA	NA	NA	NA	2.040736341	2.040736341	male	0.239258388	Liver_fmean
TRINITY_DN123689_c1_g1_i4	dennd2c	Chr02	67138198	67138198	1.675001966	1.675001966	male	0.336673056	G27_mmean
TRINITY_DN123691_c0_g1_i2	NA	NA	NA	NA	-0.369072292	0.369072292	unbias	0.340163411	Ovary_mean
TRINITY_DN123692_c0_g1_i7	NA	NA	NA	NA	3.061087739	3.061087739	male	0.300577311	G23_mmean
TRINITY_DN123693_c0_g3_i2	LOC100490370	Chr09	42006434	42006434	1.066330788	1.066330788	unbias	0.46872702	Testis_mean
TRINITY_DN123695_c0_g4_i2	NA	NA	NA	NA	-4.56782734	4.56782734	female	0.614240136	Ovary_mean
TRINITY_DN123696_c0_g1_i1	NA	NA	NA	NA	-8.329192419	8.329192419	female	0.983908967	Ovary_mean
TRINITY_DN123697_c0_g1_i1	l3mbtl3	Chr02	57636410	57636410	-0.408759783	0.408759783	unbias	0.727129604	Ovary_mean
TRINITY_DN123702_c4_g2_i2	NA	NA	NA	NA	0.328331526	0.328331526	unbias	0.177999362	Brain_mmean
TRINITY_DN123703_c0_g1_i1	NA	NA	NA	NA	0.427662188	0.427662188	unbias	0.52203637	Brain_mmean
TRINITY_DN123704_c2_g3_i1	NA	NA	NA	NA	3.977215543	3.977215543	male	0.651188873	G31_fmean
TRINITY_DN123706_c1_g1_i1	NA	NA	NA	NA	1.714488414	1.714488414	male	0.504566485	Brain_fmean
TRINITY_DN123707_c0_g2_i3	NA	NA	NA	NA	-1.575465457	1.575465457	female	0.458338772	Ovary_mean
TRINITY_DN123708_c4_g1_i1	NA	NA	NA	NA	-1.600367617	1.600367617	female	0.418637654	Ovary_mean
TRINITY_DN123709_c0_g2_i1	NA	NA	NA	NA	-0.41020909	0.41020909	unbias	0.372977149	Ovary_mean
TRINITY_DN123710_c0_g1_i1	NA	NA	NA	NA	2.483090362	2.483090362	male	0.897165693	Testis_mean
TRINITY_DN123711_c0_g1_i1	Xetrov90030720m	scaffold_85	355035	355035	0.1186816	0.1186816	unbias	0.302536505	Ovary_mean
TRINITY_DN123712_c0_g1_i1	NA	NA	NA	NA	1.100042041	1.100042041	male	0.543715315	Brain_fmean
TRINITY_DN123713_c1_g1_i2	NA	NA	NA	NA	0.815618427	0.815618427	unbias	0.561155104	Brain_mmean
TRINITY_DN123715_c0_g1_i1	shcbp1	Chr04	24876366	24876366	0.435944339	0.435944339	unbias	0.21805248	G23_mmean
TRINITY_DN123716_c2_g2_i19	fbxo43-like	Chr06	113124316	113124316	-1.23380196	1.23380196	female	0.489761878	Ovary_mean
TRINITY_DN123716_c3_g2_i1	NA	NA	NA	NA	0.37049144	0.37049144	unbias	0.268562467	G43_M_mean
TRINITY_DN123717_c0_g1_i3	NA	NA	NA	NA	0.406119306	0.406119306	unbias	0.365623157	G46_F_mean
TRINITY_DN123718_c0_g4_i1	NA	NA	NA	NA	-7.612375219	7.612375219	female	0.989906463	Ovary_mean
TRINITY_DN123719_c0_g1_i4	NA	NA	NA	NA	0.37666416	0.37666416	unbias	0.150634803	G27_mmean
TRINITY_DN123720_c0_g2_i3	NA	NA	NA	NA	0.41729963	0.41729963	unbias	0.583515684	Brain_fmean
TRINITY_DN123720_c0_g3_i1	NA	NA	NA	NA	0.969460024	0.969460024	unbias	0.459890302	Liver_mmean
TRINITY_DN123721_c0_g1_i1	NA	NA	NA	NA	1.381951648	1.381951648	male	0.441685688	Brain_fmean
TRINITY_DN123722_c4_g4_i1	NA	NA	NA	NA	0.012768056	0.012768056	unbias	0.366244905	G23_mmean
TRINITY_DN123722_c5_g1_i1	ppapdc2	Chr04	109088322	109088322	-0.964285929	0.964285929	unbias	0.403146724	Brain_mmean
TRINITY_DN123723_c1_g1_i1	NA	NA	NA	NA	-1.490032123	1.490032123	female	0.205543625	Ovary_mean
TRINITY_DN123723_c3_g4_i1	NA	NA	NA	NA	-2.639387583	2.639387583	female	0.556258121	Ovary_mean
TRINITY_DN123723_c3_g5_i2	NA	NA	NA	NA	-0.038821805	0.038821805	unbias	0.213298051	Brain_fmean
TRINITY_DN123724_c14_g2_i1	NA	NA	NA	NA	0.693147805	0.693147805	unbias	0.367279616	Brain_fmean
TRINITY_DN123726_c6_g2_i5	NA	NA	NA	NA	1.767848698	1.767848698	male	0.375910258	Brain_mmean
TRINITY_DN123727_c3_g2_i1	NA	NA	NA	NA	0.48527191	0.48527191	unbias	0.651770121	Brain_mmean
TRINITY_DN123727_c4_g2_i1	NA	NA	NA	NA	0.842132068	0.842132068	unbias	0.538827772	Brain_mmean
TRINITY_DN123728_c5_g3_i1	NA	NA	NA	NA	-1.098402312	1.098402312	female	0.487619433	Brain_fmean
TRINITY_DN123728_c5_g4_i4	NA	NA	NA	NA	-0.223454656	0.223454656	unbias	0.603226516	Brain_fmean
TRINITY_DN123729_c0_g2_i2	LOC100127586	Chr02	159177854	159177854	-1.04432637	1.04432637	female	0.545153844	Ovary_mean
TRINITY_DN123730_c0_g1_i2	NA	NA	NA	NA	-0.220313219	0.220313219	unbias	0.340692607	Ovary_mean
TRINITY_DN123730_c1_g3_i1	NA	NA	NA	NA	1.386071768	1.386071768	male	0.412065711	G31_mmean
TRINITY_DN123731_c0_g1_i1	NA	NA	NA	NA	0.336560435	0.336560435	unbias	0.470614246	G43_M_mean
TRINITY_DN123733_c4_g1_i2	NA	NA	NA	NA	0.770400412	0.770400412	unbias	0.50135779	Brain_fmean
TRINITY_DN123734_c0_g1_i1	NA	NA	NA	NA	0.927721852	0.927721852	unbias	0.808404028	Brain_fmean
TRINITY_DN123736_c0_g1_i1	hes4	Chr07	79646997	79646997	-2.254379397	2.254379397	female	0.327007025	Ovary_mean
TRINITY_DN123736_c0_g2_i1	NA	NA	NA	NA	-2.051029573	2.051029573	female	0.364335307	Ovary_mean
TRINITY_DN123740_c2_g2_i1	NA	NA	NA	NA	0.088371888	0.088371888	unbias	0.25485794	G23_mmean
TRINITY_DN123740_c2_g3_i1	NA	NA	NA	NA	2.894309243	2.894309243	male	0.309873913	Brain_fmean
TRINITY_DN123741_c0_g1_i1	NA	NA	NA	NA	-0.201338974	0.201338974	unbias	0.777566211	Brain_fmean
TRINITY_DN123744_c0_g1_i3	NA	NA	NA	NA	0.442088529	0.442088529	unbias	0.171616726	Ovary_mean
TRINITY_DN123745_c1_g1_i5	NA	NA	NA	NA	-4.271631045	4.271631045	female	0.723641015	Brain_mmean
TRINITY_DN123746_c4_g2_i2	NA	NA	NA	NA	-0.676277489	0.676277489	unbias	0.666876031	Ovary_mean
TRINITY_DN123747_c3_g1_i2	wdr82	Chr04	117787716	117787716	0.903676137	0.903676137	unbias	0.434445407	Brain_fmean
TRINITY_DN123750_c2_g7_i3	NA	NA	NA	NA	-0.176948411	0.176948411	unbias	0.274101132	G46_F_mean
TRINITY_DN123752_c0_g1_i1	kcnq2	scaffold_709	28250	28250	-1.419981912	1.419981912	unbias	0.385168935	Ovary_mean
TRINITY_DN123752_c0_g4_i7	NA	NA	NA	NA	-0.121332458	0.121332458	unbias	0.288156735	Ovary_mean
TRINITY_DN123755_c5_g3_i1	NA	NA	NA	NA	-0.79210407	0.79210407	unbias	0.3200349	Brain_mmean
TRINITY_DN123756_c4_g2_i1	NA	NA	NA	NA	1.851047774	1.851047774	male	0.285255486	G31_mmean
TRINITY_DN123756_c5_g4_i3	NA	NA	NA	NA	-0.293815839	0.293815839	unbias	0.433719546	Ovary_mean
TRINITY_DN123758_c9_g4_i1	lrpprc	Chr05	14628021	14628021	1.85344232	1.85344232	male	0.317813101	G27_mmean
TRINITY_DN123758_c9_g5_i1	NA	NA	NA	NA	0.308910517	0.308910517	unbias	0.197513276	G23_fmean
TRINITY_DN123759_c0_g1_i9	NA	NA	NA	NA	2.665478826	2.665478826	male	0.80616084	Brain_fmean
TRINITY_DN123759_c0_g2_i1	NA	NA	NA	NA	2.989147037	2.989147037	male	0.837574889	Brain_fmean
TRINITY_DN123760_c0_g2_i1	NA	NA	NA	NA	1.349865768	1.349865768	male	0.44804502	Brain_fmean
TRINITY_DN123762_c0_g2_i2	NA	NA	NA	NA	0.64302202	0.64302202	unbias	0.397891155	Brain_mmean
TRINITY_DN123763_c0_g1_i1	fam168a	scaffold_337	17396	17396	-1.669179671	1.669179671	female	0.384772552	Ovary_mean
TRINITY_DN123764_c1_g1_i1	NA	NA	NA	NA	2.076088054	2.076088054	male	0.434980751	Brain_fmean
TRINITY_DN123764_c1_g2_i1	NA	NA	NA	NA	1.474497025	1.474497025	male	0.309796069	Brain_fmean
TRINITY_DN123764_c2_g1_i6	NA	NA	NA	NA	2.568519728	2.568519728	male	0.262402032	Testis_mean
TRINITY_DN123766_c5_g1_i3	NA	NA	NA	NA	1.521061663	1.521061663	male	0.347718191	G46_M_mean
TRINITY_DN123770_c0_g1_i3	NA	NA	NA	NA	-1.312882978	1.312882978	female	0.382933699	Ovary_mean
TRINITY_DN123771_c0_g1_i1	Xetrov90000956m	Chr01	49857945	49857945	-0.225280199	0.225280199	unbias	0.568025734	Ovary_mean
TRINITY_DN123779_c0_g3_i1	NA	NA	NA	NA	-1.756820057	1.756820057	female	0.457217594	Ovary_mean
TRINITY_DN123780_c0_g1_i1	NA	NA	NA	NA	-3.663894877	3.663894877	female	0.718000785	Ovary_mean
TRINITY_DN123781_c4_g1_i1	fgf10	Chr01	181617251	181617251	2.692212814	2.692212814	male	0.291030285	G43_F_mean
TRINITY_DN123781_c4_g2_i2	LOC100497969-like	Chr03	334904	334904	2.778773272	2.778773272	male	0.308193114	G43_F_mean
TRINITY_DN123784_c6_g1_i1	NA	NA	NA	NA	0.213583179	0.213583179	unbias	0.456274992	G46_M_mean
TRINITY_DN123784_c7_g4_i2	NA	NA	NA	NA	-1.703748061	1.703748061	female	0.222319328	G46_M_mean
TRINITY_DN123788_c0_g2_i3	NA	NA	NA	NA	0.294204871	0.294204871	unbias	0.232208946	G27_mmean
TRINITY_DN123789_c2_g3_i3	NA	NA	NA	NA	0.988309712	0.988309712	unbias	0.550628408	G23_mmean
TRINITY_DN123790_c0_g1_i2	NA	NA	NA	NA	2.005431264	2.005431264	male	0.555967178	G43_M_mean
TRINITY_DN123791_c1_g1_i1	NA	NA	NA	NA	-1.034734892	1.034734892	female	0.359502509	Brain_mmean
TRINITY_DN123794_c0_g3_i1	NA	NA	NA	NA	-1.233903437	1.233903437	female	0.284788432	Liver_fmean
TRINITY_DN123795_c0_g1_i1	NA	NA	NA	NA	-0.554629882	0.554629882	unbias	0.376259389	Ovary_mean
TRINITY_DN123796_c0_g1_i1	caps2-like	Chr03	51586031	51586031	-2.691430853	2.691430853	female	0.728195414	Ovary_mean
TRINITY_DN123800_c0_g1_i1	NA	NA	NA	NA	3.773772211	3.773772211	male	0.428729438	G23_mmean
TRINITY_DN123801_c0_g1_i3	NA	NA	NA	NA	-2.304053818	2.304053818	female	0.77083375	Ovary_mean
TRINITY_DN123802_c0_g1_i3	NA	NA	NA	NA	-1.758950342	1.758950342	female	0.607892901	Ovary_mean
TRINITY_DN123804_c0_g1_i1	NA	NA	NA	NA	-2.496485968	2.496485968	female	0.884035297	Brain_fmean
TRINITY_DN123806_c2_g2_i3	NA	NA	NA	NA	-0.160738603	0.160738603	unbias	0.230884668	Ovary_mean
TRINITY_DN123809_c0_g1_i2	NA	NA	NA	NA	-5.40736047	5.40736047	female	0.946468593	Ovary_mean
TRINITY_DN123809_c0_g2_i2	NA	NA	NA	NA	-4.777204863	4.777204863	female	0.915613777	Ovary_mean
TRINITY_DN123811_c0_g3_i1	NA	NA	NA	NA	-1.245436688	1.245436688	unbias	0.926980662	Brain_mmean
TRINITY_DN123812_c0_g1_i9	NA	NA	NA	NA	0.097110937	0.097110937	unbias	0.193400445	G23_mmean
TRINITY_DN123813_c0_g2_i6	NA	NA	NA	NA	1.067583227	1.067583227	unbias	0.560327309	G31_mmean
TRINITY_DN123814_c1_g1_i2	NA	NA	NA	NA	1.898792195	1.898792195	male	0.560682554	Brain_mmean
TRINITY_DN123817_c0_g1_i1	NA	NA	NA	NA	1.017971601	1.017971601	male	0.669990803	Brain_mmean
TRINITY_DN123818_c7_g1_i4	camkmt	Chr05	14847666	14847666	0.578880055	0.578880055	unbias	0.469362176	Brain_mmean
TRINITY_DN123819_c0_g1_i3	pla2g12a	Chr01	59214958	59214958	-0.409144287	0.409144287	unbias	0.386619099	Brain_fmean
TRINITY_DN123821_c0_g1_i1	NA	NA	NA	NA	-10.01397036	10.01397036	female	0.925777885	Ovary_mean
TRINITY_DN123822_c2_g1_i1	dpp6	Chr06	8326223	8326223	-0.385580363	0.385580363	unbias	0.45293127	Liver_fmean
TRINITY_DN123823_c0_g1_i2	NA	NA	NA	NA	-1.179332793	1.179332793	female	0.764975482	Ovary_mean
TRINITY_DN123826_c0_g1_i2	NA	NA	NA	NA	-0.124117132	0.124117132	unbias	0.630900717	Brain_mmean
TRINITY_DN123827_c1_g2_i1	NA	NA	NA	NA	1.947483735	1.947483735	male	0.491140563	Brain_mmean
TRINITY_DN123827_c2_g4_i4	NA	NA	NA	NA	-0.058898958	0.058898958	unbias	0.135057232	G31_mmean
TRINITY_DN123827_c3_g1_i3	znf644	Chr04	94950194	94950194	-0.383194816	0.383194816	unbias	0.284401061	Ovary_mean
TRINITY_DN123829_c0_g3_i1	LOC100493696-like	Chr01	158204073	158204073	5.553148132	5.553148132	male	0.381637904	G23_mmean
TRINITY_DN123831_c0_g1_i1	NA	NA	NA	NA	-2.505566759	2.505566759	female	0.570646771	Ovary_mean
TRINITY_DN123834_c0_g1_i1	NA	NA	NA	NA	-1.021367991	1.021367991	female	0.262686362	Ovary_mean
TRINITY_DN123835_c0_g1_i1	NA	NA	NA	NA	-5.926443355	5.926443355	female	0.724799891	Ovary_mean
TRINITY_DN123835_c0_g2_i1	NA	NA	NA	NA	2.317477459	2.317477459	unbias	0.5423244	G43_M_mean
TRINITY_DN123836_c0_g1_i1	NA	NA	NA	NA	-0.761107827	0.761107827	unbias	0.722084705	Brain_mmean
TRINITY_DN123837_c0_g2_i2	NA	NA	NA	NA	-0.765133732	0.765133732	unbias	0.250870315	G27_mmean
TRINITY_DN123838_c1_g2_i2	NA	NA	NA	NA	-1.021250135	1.021250135	female	0.25016989	Ovary_mean
TRINITY_DN123838_c1_g3_i1	NA	NA	NA	NA	-1.435911139	1.435911139	female	0.599581544	Brain_mmean
TRINITY_DN123839_c0_g3_i1	NA	NA	NA	NA	0.352104752	0.352104752	unbias	0.357160094	Brain_fmean
TRINITY_DN123841_c0_g1_i1	LOC100491930	Chr03	98816594	98816594	1.375681715	1.375681715	male	0.274698562	G43_F_mean
TRINITY_DN123842_c10_g2_i1	NA	NA	NA	NA	0.171469819	0.171469819	unbias	0.28453967	Brain_fmean
TRINITY_DN123842_c1_g1_i1	NA	NA	NA	NA	-1.020263757	1.020263757	female	0.412958996	G43_M_mean
TRINITY_DN123842_c6_g2_i1	NA	NA	NA	NA	0.097551511	0.097551511	unbias	0.468963063	G23_fmean
TRINITY_DN123842_c8_g2_i6	cdc25b	Chr01	9356036	9356036	-1.26321419	1.26321419	female	0.455989435	Ovary_mean
TRINITY_DN123844_c0_g1_i1	NA	NA	NA	NA	2.375848379	2.375848379	male	0.606293093	Brain_mmean
TRINITY_DN123845_c1_g1_i1	rab8b	Chr03	81878485	81878485	-2.91093312	2.91093312	female	0.808916595	Ovary_mean
TRINITY_DN123845_c2_g1_i2	NA	NA	NA	NA	0.345361434	0.345361434	unbias	0.24098965	Liver_mmean
TRINITY_DN123846_c0_g1_i2	myt1	Chr10	624063	624063	1.68670622	1.68670622	male	0.904529585	Testis_mean
TRINITY_DN123846_c1_g1_i1	NA	NA	NA	NA	1.866336295	1.866336295	male	0.952217253	Testis_mean
TRINITY_DN123852_c0_g1_i1	NA	NA	NA	NA	0.144203115	0.144203115	unbias	0.222333112	Brain_fmean
TRINITY_DN123853_c1_g1_i5	NA	NA	NA	NA	0.69927462	0.69927462	unbias	0.567089125	Liver_fmean
TRINITY_DN123854_c0_g3_i2	NA	NA	NA	NA	-0.198206179	0.198206179	unbias	0.529066997	Ovary_mean
TRINITY_DN123854_c0_g4_i5	parp14.1	Chr09	80165970	80165970	2.169957081	2.169957081	male	0.298041273	G46_M_mean
TRINITY_DN123861_c1_g1_i3	erp29	Chr01	155038161	155038161	2.701522553	2.701522553	male	0.708056419	Brain_fmean
TRINITY_DN123862_c0_g1_i3	NA	NA	NA	NA	-0.212058019	0.212058019	unbias	0.527352995	G43_M_mean
TRINITY_DN123863_c1_g1_i3	NA	NA	NA	NA	0.156922453	0.156922453	unbias	0.384912606	Brain_fmean
TRINITY_DN123866_c2_g1_i2	NA	NA	NA	NA	-1.203850156	1.203850156	female	0.660035776	Brain_fmean
TRINITY_DN123866_c3_g1_i1	NA	NA	NA	NA	0.509383202	0.509383202	unbias	0.635076332	Ovary_mean
TRINITY_DN123872_c0_g2_i8	NA	NA	NA	NA	0.70856927	0.70856927	unbias	0.490435673	Brain_mmean
TRINITY_DN123872_c1_g2_i1	NA	NA	NA	NA	-0.730077873	0.730077873	unbias	0.294792958	Brain_mmean
TRINITY_DN123875_c0_g2_i1	NA	NA	NA	NA	-1.053687124	1.053687124	female	0.212291037	Ovary_mean
TRINITY_DN123875_c3_g3_i2	NA	NA	NA	NA	-0.508202712	0.508202712	unbias	0.808447967	Ovary_mean
TRINITY_DN123876_c0_g1_i2	NA	NA	NA	NA	0.090412569	0.090412569	unbias	0.600594955	Brain_mmean
TRINITY_DN123877_c0_g1_i4	NA	NA	NA	NA	2.361690032	2.361690032	male	0.523006191	G43_M_mean
TRINITY_DN123878_c0_g2_i3	ibtk-like	Chr05	80333152	80333152	-1.550963895	1.550963895	female	0.55809745	Ovary_mean
TRINITY_DN123880_c0_g1_i2	NA	NA	NA	NA	2.163391895	2.163391895	male	0.076399346	G23_mmean
TRINITY_DN123882_c0_g2_i2	NA	NA	NA	NA	0.793793754	0.793793754	unbias	0.494731285	Brain_fmean
TRINITY_DN123882_c0_g4_i4	NA	NA	NA	NA	1.283033708	1.283033708	unbias	0.45991901	Brain_mmean
TRINITY_DN123883_c0_g1_i5	NA	NA	NA	NA	1.828974317	1.828974317	male	0.517511987	Brain_fmean
TRINITY_DN123890_c5_g1_i1	NA	NA	NA	NA	-0.926063484	0.926063484	unbias	0.672719065	Ovary_mean
TRINITY_DN123890_c6_g1_i1	NA	NA	NA	NA	0.083703896	0.083703896	unbias	0.272744946	G23_mmean
TRINITY_DN123891_c0_g1_i1	NA	NA	NA	NA	-0.261299774	0.261299774	unbias	0.374086529	Liver_mmean
TRINITY_DN123892_c0_g1_i1	NA	NA	NA	NA	0.073111105	0.073111105	unbias	0.500055419	Brain_mmean
TRINITY_DN123892_c0_g2_i1	NA	NA	NA	NA	-1.413182315	1.413182315	female	0.404718918	Brain_mmean
TRINITY_DN123892_c1_g1_i2	NA	NA	NA	NA	-1.132202905	1.132202905	female	0.227276894	Ovary_mean
TRINITY_DN123896_c1_g1_i2	NA	NA	NA	NA	2.075471667	2.075471667	male	0.324104712	Testis_mean
TRINITY_DN123897_c4_g1_i1	plk4	Chr01	54832382	54832382	2.239594125	2.239594125	male	0.503644935	Brain_fmean
TRINITY_DN123897_c4_g2_i1	NA	NA	NA	NA	1.192678701	1.192678701	male	0.317444946	Brain_mmean
TRINITY_DN123899_c0_g1_i2	Xetrov90027996m	scaffold_312	191050	191050	-0.477147435	0.477147435	unbias	0.601300164	Brain_mmean
TRINITY_DN123901_c1_g2_i3	NA	NA	NA	NA	-0.715157172	0.715157172	unbias	0.639392957	Ovary_mean
TRINITY_DN123901_c1_g3_i3	NA	NA	NA	NA	-0.025495436	0.025495436	unbias	0.345349813	Ovary_mean
TRINITY_DN123903_c0_g2_i4	NA	NA	NA	NA	-0.070924625	0.070924625	unbias	0.597526562	Ovary_mean
TRINITY_DN123904_c0_g1_i1	NA	NA	NA	NA	-1.562169456	1.562169456	female	0.43636897	Brain_fmean
TRINITY_DN123906_c0_g1_i1	NA	NA	NA	NA	2.673090359	2.673090359	male	0.670501119	Brain_fmean
TRINITY_DN123908_c0_g1_i3	NA	NA	NA	NA	-1.520234055	1.520234055	female	0.525550414	G43_M_mean
TRINITY_DN123909_c5_g1_i1	NA	NA	NA	NA	-0.415344352	0.415344352	unbias	0.552835961	Brain_fmean
TRINITY_DN123909_c5_g4_i1	NA	NA	NA	NA	3.06975239	3.06975239	male	0.2525424	G23_fmean
TRINITY_DN123912_c3_g11_i1	NA	NA	NA	NA	-0.723577796	0.723577796	unbias	0.401154133	Ovary_mean
TRINITY_DN123914_c1_g2_i1	NA	NA	NA	NA	-0.479737675	0.479737675	unbias	0.492588687	Ovary_mean
TRINITY_DN123915_c3_g4_i1	NA	NA	NA	NA	-0.164042242	0.164042242	unbias	0.454821807	G43_M_mean
TRINITY_DN123916_c1_g1_i2	NA	NA	NA	NA	0.275329993	0.275329993	unbias	0.340718745	Brain_mmean
TRINITY_DN123916_c1_g2_i2	NA	NA	NA	NA	1.457425069	1.457425069	male	0.292224855	G23_mmean
TRINITY_DN123918_c0_g2_i1	NA	NA	NA	NA	-2.966085262	2.966085262	female	0.653161911	G27_mmean
TRINITY_DN123920_c0_g1_i1	NA	NA	NA	NA	-1.158642116	1.158642116	female	0.515833863	Brain_fmean
TRINITY_DN123922_c0_g1_i1	Xetrov90020926m	Chr08	55734634	55734634	-4.904289757	4.904289757	female	0.634700054	Ovary_mean
TRINITY_DN123922_c2_g1_i1	NA	NA	NA	NA	-0.663759316	0.663759316	unbias	0.566814844	Ovary_mean
TRINITY_DN123922_c3_g3_i5	NA	NA	NA	NA	-1.168737621	1.168737621	female	0.420803936	Ovary_mean
TRINITY_DN123922_c3_g5_i1	NA	NA	NA	NA	-1.032551343	1.032551343	female	0.357166667	Brain_fmean
TRINITY_DN123922_c4_g1_i1	NA	NA	NA	NA	1.597935837	1.597935837	unbias	0.891992537	Brain_mmean
TRINITY_DN123922_c4_g2_i2	NA	NA	NA	NA	0.312665278	0.312665278	unbias	0.201843101	G46_F_mean
TRINITY_DN123925_c0_g1_i1	NA	NA	NA	NA	2.275101956	2.275101956	male	0.490845764	Brain_mmean
TRINITY_DN123926_c0_g2_i1	LOC100495728	scaffold_3121	161	161	-0.181027897	0.181027897	unbias	0.413626524	G43_M_mean
TRINITY_DN123926_c0_g3_i1	NA	NA	NA	NA	-1.808065206	1.808065206	female	0.476596189	Liver_fmean
TRINITY_DN123927_c0_g1_i2	mccc2	Chr01	167109246	167109246	-0.601951258	0.601951258	unbias	0.394583784	Ovary_mean
TRINITY_DN123928_c0_g1_i3	NA	NA	NA	NA	-0.218133169	0.218133169	unbias	0.248534212	Brain_mmean
TRINITY_DN123929_c3_g1_i1	NA	NA	NA	NA	1.518555539	1.518555539	male	0.343609125	Brain_fmean
TRINITY_DN123931_c0_g2_i3	NA	NA	NA	NA	0.550800294	0.550800294	unbias	0.365905823	Testis_mean
TRINITY_DN123932_c1_g1_i1	NA	NA	NA	NA	1.103374871	1.103374871	male	0.618041863	G27_mmean
TRINITY_DN123934_c0_g1_i1	NA	NA	NA	NA	0.175453645	0.175453645	unbias	0.362257834	G23_mmean
TRINITY_DN123935_c0_g2_i1	NA	NA	NA	NA	-4.474573343	4.474573343	female	0.617473311	Ovary_mean
TRINITY_DN123947_c0_g1_i2	NA	NA	NA	NA	0.714272696	0.714272696	unbias	0.695320212	Brain_fmean
TRINITY_DN123948_c0_g2_i1	NA	NA	NA	NA	0.190472944	0.190472944	unbias	0.459821289	G27_mmean
TRINITY_DN123949_c1_g1_i2	LOC101733704	Chr01	143633503	143633503	1.927643696	1.927643696	male	0.291051471	Liver_mmean
TRINITY_DN123950_c8_g1_i1	NA	NA	NA	NA	0.207883956	0.207883956	unbias	0.153956593	Brain_fmean
TRINITY_DN123951_c0_g1_i1	NA	NA	NA	NA	-4.828193171	4.828193171	female	0.904345614	Ovary_mean
TRINITY_DN123954_c0_g1_i1	NA	NA	NA	NA	2.357574577	2.357574577	male	0.814784743	Brain_fmean
TRINITY_DN123955_c0_g1_i4	NA	NA	NA	NA	1.77245261	1.77245261	unbias	0.473133314	G27_mmean
TRINITY_DN123956_c0_g1_i2	NA	NA	NA	NA	-0.013669921	0.013669921	unbias	0.429532689	Ovary_mean
TRINITY_DN123957_c0_g1_i1	NA	NA	NA	NA	-0.59617551	0.59617551	unbias	0.261258667	Ovary_mean
TRINITY_DN123957_c6_g2_i1	bend7	Chr03	72180664	72180664	-0.833456714	0.833456714	unbias	0.434109378	G46_M_mean
TRINITY_DN123957_c6_g5_i1	NA	NA	NA	NA	-0.969196418	0.969196418	unbias	0.199255159	G31_mmean
TRINITY_DN123960_c0_g1_i3	NA	NA	NA	NA	-1.619066745	1.619066745	female	0.430760129	Ovary_mean
TRINITY_DN123961_c0_g1_i1	NA	NA	NA	NA	1.614115208	1.614115208	male	0.391621104	Brain_mmean
TRINITY_DN123962_c0_g3_i1	NA	NA	NA	NA	-1.703413379	1.703413379	unbias	0.844778966	Ovary_mean
TRINITY_DN123962_c1_g1_i1	NA	NA	NA	NA	2.485575388	2.485575388	male	0.421473186	Brain_fmean
TRINITY_DN123962_c1_g2_i4	NA	NA	NA	NA	4.386257282	4.386257282	male	0.454693335	Brain_fmean
TRINITY_DN123962_c3_g1_i1	NA	NA	NA	NA	-4.544458348	4.544458348	female	1.043648642	Ovary_mean
TRINITY_DN123963_c1_g1_i1	NA	NA	NA	NA	0.436963153	0.436963153	unbias	0.496205684	Brain_mmean
TRINITY_DN123963_c2_g1_i1	NA	NA	NA	NA	1.182359275	1.182359275	male	0.528596189	Testis_mean
TRINITY_DN123966_c0_g2_i1	NA	NA	NA	NA	-0.428780326	0.428780326	unbias	0.189241445	Ovary_mean
TRINITY_DN123967_c0_g2_i2	hnrnpu	Chr05	54720792	54720792	1.517376542	1.517376542	male	0.325256183	Brain_mmean
TRINITY_DN123968_c0_g1_i1	NA	NA	NA	NA	0.232992754	0.232992754	unbias	0.181989079	Brain_mmean
TRINITY_DN123969_c0_g3_i3	NA	NA	NA	NA	2.109940939	2.109940939	male	0.372180096	G23_mmean
TRINITY_DN123969_c1_g4_i3	NA	NA	NA	NA	0.171707559	0.171707559	unbias	0.30104611	G46_M_mean
TRINITY_DN123969_c1_g6_i1	LOC100127632	Chr06	134197299	134197299	-0.168410747	0.168410747	unbias	0.197344178	G43_M_mean
TRINITY_DN123971_c0_g1_i1	NA	NA	NA	NA	0.677567132	0.677567132	unbias	0.265452608	G43_M_mean
TRINITY_DN123972_c0_g1_i1	NA	NA	NA	NA	1.937168554	1.937168554	male	0.21776892	Testis_mean
TRINITY_DN123973_c0_g1_i2	NA	NA	NA	NA	-0.929560376	0.929560376	unbias	0.450086335	Brain_mmean
TRINITY_DN123974_c3_g3_i9	NA	NA	NA	NA	-2.357957191	2.357957191	female	0.465747092	Liver_fmean
TRINITY_DN123978_c3_g1_i3	NA	NA	NA	NA	-1.260011901	1.260011901	female	0.463517426	Ovary_mean
TRINITY_DN123979_c0_g1_i2	NA	NA	NA	NA	-2.238987956	2.238987956	female	0.567558545	Ovary_mean
TRINITY_DN123980_c1_g3_i2	atg16l1	Chr05	123273939	123273939	1.41082496	1.41082496	male	0.257909729	Liver_fmean
TRINITY_DN123981_c0_g1_i1	NA	NA	NA	NA	3.878550245	3.878550245	male	0.668335539	Testis_mean
