gid	direction	gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias
TRINITY_DN123462_c3_g1_i1	female	TRINITY_DN123462_c3_g1_i1	NA	NA	-10.3689533	0.867259325	Ovary_mean	female
TRINITY_DN123462_c3_g2_i2	female	TRINITY_DN123462_c3_g2_i2	NA	NA	-1.740900794	0.438105495	G46_F_mean	female
TRINITY_DN123486_c2_g3_i1	female	TRINITY_DN123486_c2_g3_i1	NA	NA	-1.764937837	0.424853159	Ovary_mean	female
TRINITY_DN123526_c0_g11_i1	female	TRINITY_DN123526_c0_g11_i1	LOC100497505-like	Chr07	-3.015657966	0.67636916	Ovary_mean	female
TRINITY_DN123537_c0_g3_i1	female	TRINITY_DN123537_c0_g3_i1	NA	NA	-3.691635123	0.599614441	Ovary_mean	female
TRINITY_DN123557_c0_g2_i1	female	TRINITY_DN123557_c0_g2_i1	NA	NA	-2.231540395	0.409790513	G23_mean	female
TRINITY_DN123597_c3_g1_i3	female	TRINITY_DN123597_c3_g1_i3	NA	NA	-1.371339749	0.630248018	Ovary_mean	female
TRINITY_DN123601_c1_g5_i1	female	TRINITY_DN123601_c1_g5_i1	NA	NA	-1.323507976	0.518436463	Ovary_mean	female
TRINITY_DN123601_c3_g9_i1	female	TRINITY_DN123601_c3_g9_i1	NA	NA	-2.185884996	0.509826167	Ovary_mean	female
TRINITY_DN123619_c0_g1_i5	female	TRINITY_DN123619_c0_g1_i5	NA	NA	-1.357533485	0.458150687	Ovary_mean	female
TRINITY_DN123632_c2_g2_i5	female	TRINITY_DN123632_c2_g2_i5	fgf5	Chr01	-1.329054761	0.438401446	Ovary_mean	female
TRINITY_DN123636_c0_g2_i1	female	TRINITY_DN123636_c0_g2_i1	NA	NA	-1.289119204	0.72584101	Ovary_mean	female
TRINITY_DN123644_c3_g2_i1	female	TRINITY_DN123644_c3_g2_i1	NA	NA	-1.769240003	0.583914264	Ovary_mean	female
TRINITY_DN123649_c5_g1_i1	female	TRINITY_DN123649_c5_g1_i1	NA	NA	-2.721072739	0.567386238	Ovary_mean	female
TRINITY_DN123658_c4_g2_i1	female	TRINITY_DN123658_c4_g2_i1	NA	NA	-1.475310275	0.487168016	Ovary_mean	female
TRINITY_DN123674_c0_g1_i5	female	TRINITY_DN123674_c0_g1_i5	NA	NA	-1.743394195	0.428716081	Ovary_mean	female
TRINITY_DN123679_c0_g1_i1	female	TRINITY_DN123679_c0_g1_i1	NA	NA	-2.182199691	0.606609664	Ovary_mean	female
TRINITY_DN123696_c0_g1_i1	female	TRINITY_DN123696_c0_g1_i1	NA	NA	-12.32770841	0.922233963	Ovary_mean	female
TRINITY_DN123707_c0_g2_i3	female	TRINITY_DN123707_c0_g2_i3	NA	NA	-1.160498423	0.421429296	Ovary_mean	female
TRINITY_DN123708_c4_g1_i1	female	TRINITY_DN123708_c4_g1_i1	raver1	Chr03	-2.235929917	0.394028047	Ovary_mean	female
TRINITY_DN123716_c2_g2_i19	female	TRINITY_DN123716_c2_g2_i19	NA	NA	-1.282529421	0.458677408	Ovary_mean	female
TRINITY_DN123723_c3_g4_i1	female	TRINITY_DN123723_c3_g4_i1	NA	NA	-2.848507228	0.52807124	Ovary_mean	female
TRINITY_DN123729_c0_g2_i2	female	TRINITY_DN123729_c0_g2_i2	NA	NA	-2.069572675	0.516861736	Ovary_mean	female
TRINITY_DN123763_c0_g1_i1	female	TRINITY_DN123763_c0_g1_i1	NA	NA	-1.354253831	0.389080367	Ovary_mean	female
TRINITY_DN123770_c0_g1_i3	female	TRINITY_DN123770_c0_g1_i3	NA	NA	-1.326620705	0.369250985	Ovary_mean	female
TRINITY_DN123779_c0_g3_i1	female	TRINITY_DN123779_c0_g3_i1	NA	NA	-1.361172788	0.435065145	Ovary_mean	female
TRINITY_DN123780_c0_g1_i1	female	TRINITY_DN123780_c0_g1_i1	NA	NA	-3.007108807	0.666897098	Ovary_mean	female
TRINITY_DN123796_c0_g1_i1	female	TRINITY_DN123796_c0_g1_i1	tmem50a	Chr02	-3.035977792	0.675307379	Ovary_mean	female
TRINITY_DN123801_c0_g1_i3	female	TRINITY_DN123801_c0_g1_i3	NA	NA	-1.709544261	0.733659355	Ovary_mean	female
TRINITY_DN123802_c0_g1_i3	female	TRINITY_DN123802_c0_g1_i3	NA	NA	-1.753428442	0.567135073	Ovary_mean	female
TRINITY_DN123809_c0_g1_i2	female	TRINITY_DN123809_c0_g1_i2	pcdh8	Chr02	-7.263218705	0.871975247	Ovary_mean	female
TRINITY_DN123809_c0_g2_i2	female	TRINITY_DN123809_c0_g2_i2	NA	NA	-5.712298874	0.841251142	Ovary_mean	female
TRINITY_DN123821_c0_g1_i1	female	TRINITY_DN123821_c0_g1_i1	dusp10.1	Chr05	-7.532429203	0.862053946	Ovary_mean	female
TRINITY_DN123842_c8_g2_i6	female	TRINITY_DN123842_c8_g2_i6	camk2g	Chr07	-1.874546787	0.436232534	Ovary_mean	female
TRINITY_DN123935_c0_g2_i1	female	TRINITY_DN123935_c0_g2_i1	NA	NA	-3.208426046	0.578520331	Ovary_mean	female
TRINITY_DN123951_c0_g1_i1	female	TRINITY_DN123951_c0_g1_i1	NA	NA	-3.628548084	0.842351236	Ovary_mean	female
TRINITY_DN123960_c0_g1_i3	female	TRINITY_DN123960_c0_g1_i3	NA	NA	-1.012471325	0.40212584	Ovary_mean	female
TRINITY_DN124014_c1_g1_i1	female	TRINITY_DN124014_c1_g1_i1	NA	NA	-1.742521236	0.608583053	Ovary_mean	female
TRINITY_DN124016_c0_g1_i1	female	TRINITY_DN124016_c0_g1_i1	NA	NA	-1.774023719	0.517428435	Ovary_mean	female
TRINITY_DN124030_c4_g1_i1	female	TRINITY_DN124030_c4_g1_i1	fscn2	Chr10	-1.239002217	0.447527997	Ovary_mean	female
TRINITY_DN124046_c0_g1_i2	female	TRINITY_DN124046_c0_g1_i2	NA	NA	-1.907581536	0.443339606	Ovary_mean	female
TRINITY_DN124061_c0_g1_i3	female	TRINITY_DN124061_c0_g1_i3	NA	NA	-5.487061377	0.788479702	Ovary_mean	female
TRINITY_DN124065_c0_g1_i1	female	TRINITY_DN124065_c0_g1_i1	NA	NA	-2.414743958	0.654985184	Ovary_mean	female
TRINITY_DN124075_c3_g4_i1	female	TRINITY_DN124075_c3_g4_i1	NA	NA	-2.174639723	0.671743198	Ovary_mean	female
TRINITY_DN124083_c0_g1_i2	female	TRINITY_DN124083_c0_g1_i2	tsga10	Chr02	-1.068758198	0.42487225	Ovary_mean	female
TRINITY_DN124094_c0_g1_i1	female	TRINITY_DN124094_c0_g1_i1	NA	NA	-1.687466975	0.597466484	Ovary_mean	female
TRINITY_DN124109_c0_g2_i3	female	TRINITY_DN124109_c0_g2_i3	NA	NA	-2.579484276	0.311593103	Ovary_mean	female
TRINITY_DN124109_c1_g1_i1	female	TRINITY_DN124109_c1_g1_i1	NA	NA	-2.0011491	0.389123244	Ovary_mean	female
TRINITY_DN124133_c0_g2_i4	female	TRINITY_DN124133_c0_g2_i4	ppapdc3	Chr08	-1.928067015	0.610670953	Brain_mean	female
TRINITY_DN124133_c1_g1_i1	female	TRINITY_DN124133_c1_g1_i1	NA	NA	-1.063134604	0.320628979	Ovary_mean	female
TRINITY_DN124155_c0_g1_i1	female	TRINITY_DN124155_c0_g1_i1	NA	NA	-1.930856658	0.721140691	Ovary_mean	female
TRINITY_DN124176_c0_g2_i1	female	TRINITY_DN124176_c0_g2_i1	NA	NA	-1.582430061	0.309248397	Ovary_mean	female
TRINITY_DN124190_c0_g2_i1	female	TRINITY_DN124190_c0_g2_i1	NA	NA	-4.128425519	0.662792271	Ovary_mean	female
TRINITY_DN124202_c0_g1_i1	female	TRINITY_DN124202_c0_g1_i1	NA	NA	-1.989508383	0.718166503	Brain_mean	female
TRINITY_DN124220_c0_g1_i2	female	TRINITY_DN124220_c0_g1_i2	hebp2	Chr05	-1.757275236	0.531916285	Ovary_mean	female
TRINITY_DN124226_c0_g1_i1	female	TRINITY_DN124226_c0_g1_i1	NA	NA	-12.48998889	0.85404962	Ovary_mean	female
TRINITY_DN124230_c0_g1_i7	female	TRINITY_DN124230_c0_g1_i7	NA	NA	-2.124484276	0.375833538	Ovary_mean	female
TRINITY_DN124234_c1_g1_i2	female	TRINITY_DN124234_c1_g1_i2	NA	NA	-7.273410555	0.914383869	Ovary_mean	female
TRINITY_DN124238_c0_g1_i1	female	TRINITY_DN124238_c0_g1_i1	NA	NA	-2.976510317	0.502717686	Ovary_mean	female
TRINITY_DN124241_c0_g2_i2	female	TRINITY_DN124241_c0_g2_i2	dlx3	Chr10	-1.399833671	0.317646985	Ovary_mean	female
TRINITY_DN124263_c0_g1_i1	female	TRINITY_DN124263_c0_g1_i1	NA	NA	-9.05683558	0.839003124	Ovary_mean	female
TRINITY_DN124265_c0_g1_i2	female	TRINITY_DN124265_c0_g1_i2	NA	NA	-3.006335838	0.44021816	Ovary_mean	female
TRINITY_DN124280_c3_g2_i1	female	TRINITY_DN124280_c3_g2_i1	NA	NA	-2.540488771	0.659043871	Ovary_mean	female
TRINITY_DN124285_c0_g1_i3	female	TRINITY_DN124285_c0_g1_i3	NA	NA	-2.136716656	0.629560836	Ovary_mean	female
TRINITY_DN124286_c0_g1_i1	female	TRINITY_DN124286_c0_g1_i1	ube3d	Chr05	-2.077425705	0.421804531	Ovary_mean	female
TRINITY_DN124305_c4_g1_i5	female	TRINITY_DN124305_c4_g1_i5	NA	NA	-3.091417368	0.482289021	Ovary_mean	female
TRINITY_DN124306_c2_g1_i1	female	TRINITY_DN124306_c2_g1_i1	NA	NA	-1.342262273	0.698467469	Ovary_mean	female
TRINITY_DN124317_c0_g1_i6	female	TRINITY_DN124317_c0_g1_i6	NA	NA	-1.022830763	0.512004749	Ovary_mean	female
TRINITY_DN124322_c0_g1_i1	female	TRINITY_DN124322_c0_g1_i1	mrc1	Chr06	-1.305867254	0.620678457	Ovary_mean	female
TRINITY_DN124325_c0_g1_i1	female	TRINITY_DN124325_c0_g1_i1	NA	NA	-10.18508682	0.811035619	Ovary_mean	female
TRINITY_DN124336_c0_g2_i1	female	TRINITY_DN124336_c0_g2_i1	NA	NA	-4.809148921	0.766930448	Ovary_mean	female
TRINITY_DN124339_c5_g1_i1	female	TRINITY_DN124339_c5_g1_i1	NA	NA	-1.219966302	0.503420133	G23_mean	female
TRINITY_DN124339_c5_g2_i2	female	TRINITY_DN124339_c5_g2_i2	strn	Chr05	-1.492252593	0.470241984	G23_mean	female
TRINITY_DN124342_c3_g1_i3	female	TRINITY_DN124342_c3_g1_i3	NA	NA	-1.260183763	0.515227898	Ovary_mean	female
TRINITY_DN124362_c0_g1_i2	female	TRINITY_DN124362_c0_g1_i2	LOC100487674-like	Chr01	-1.119458712	0.424205086	Ovary_mean	female
TRINITY_DN124365_c0_g1_i1	female	TRINITY_DN124365_c0_g1_i1	larp7	Chr01	-1.623640258	0.681899674	Ovary_mean	female
TRINITY_DN124389_c0_g1_i1	female	TRINITY_DN124389_c0_g1_i1	apbb3	Chr03	-13.14677515	0.886633034	Ovary_mean	female
TRINITY_DN124404_c2_g1_i10	female	TRINITY_DN124404_c2_g1_i10	NA	NA	-2.039966947	0.597999928	Ovary_mean	female
TRINITY_DN124410_c0_g4_i3	female	TRINITY_DN124410_c0_g4_i3	NA	NA	-2.404264283	0.661774466	Ovary_mean	female
TRINITY_DN124411_c0_g2_i4	female	TRINITY_DN124411_c0_g2_i4	NA	NA	-5.963991584	0.769410501	Ovary_mean	female
TRINITY_DN124427_c8_g1_i1	female	TRINITY_DN124427_c8_g1_i1	NA	NA	-1.341786962	0.437764305	Ovary_mean	female
TRINITY_DN124438_c0_g1_i1	female	TRINITY_DN124438_c0_g1_i1	NA	NA	-8.162112727	0.877408227	Ovary_mean	female
TRINITY_DN124446_c1_g1_i2	female	TRINITY_DN124446_c1_g1_i2	NA	NA	-1.052029055	0.45062268	Ovary_mean	female
TRINITY_DN124448_c4_g1_i1	female	TRINITY_DN124448_c4_g1_i1	rcn2	Chr07	-12.68027028	0.846297654	Ovary_mean	female
TRINITY_DN124453_c0_g1_i4	female	TRINITY_DN124453_c0_g1_i4	NA	NA	-2.360571397	0.598737877	Brain_mean	female
TRINITY_DN124459_c0_g1_i1	female	TRINITY_DN124459_c0_g1_i1	NA	NA	-1.462003172	0.441178442	Ovary_mean	female
TRINITY_DN124462_c0_g1_i2	female	TRINITY_DN124462_c0_g1_i2	NA	NA	-2.866472979	0.531662022	Ovary_mean	female
TRINITY_DN124463_c0_g2_i3	female	TRINITY_DN124463_c0_g2_i3	NA	NA	-2.597147632	0.522679335	Ovary_mean	female
TRINITY_DN124474_c0_g2_i2	female	TRINITY_DN124474_c0_g2_i2	NA	NA	-1.445956378	0.5036019	Ovary_mean	female
TRINITY_DN124491_c7_g2_i1	female	TRINITY_DN124491_c7_g2_i1	NA	NA	-4.061809727	0.571669409	Ovary_mean	female
TRINITY_DN124497_c3_g1_i2	female	TRINITY_DN124497_c3_g1_i2	NA	NA	-1.776425547	0.633213093	Ovary_mean	female
TRINITY_DN124500_c2_g1_i2	female	TRINITY_DN124500_c2_g1_i2	NA	NA	-1.092382104	0.304631026	Ovary_mean	female
TRINITY_DN124500_c2_g8_i1	female	TRINITY_DN124500_c2_g8_i1	NA	NA	-1.208422428	0.657506171	Ovary_mean	female
TRINITY_DN124503_c1_g2_i2	female	TRINITY_DN124503_c1_g2_i2	NA	NA	-2.217068797	0.618858103	Ovary_mean	female
TRINITY_DN124511_c1_g1_i3	female	TRINITY_DN124511_c1_g1_i3	ywhag	Chr02	-1.325940912	0.450464938	Ovary_mean	female
TRINITY_DN124520_c1_g1_i1	female	TRINITY_DN124520_c1_g1_i1	slc2a5	Chr07	-1.09254963	0.275732526	Ovary_mean	female
TRINITY_DN124521_c0_g1_i1	female	TRINITY_DN124521_c0_g1_i1	NA	NA	-5.291916776	0.620026412	Ovary_mean	female
TRINITY_DN124523_c1_g1_i1	female	TRINITY_DN124523_c1_g1_i1	NA	NA	-6.76825859	0.617740067	Ovary_mean	female
TRINITY_DN124534_c3_g3_i1	female	TRINITY_DN124534_c3_g3_i1	NA	NA	-1.473452623	0.663869065	Ovary_mean	female
TRINITY_DN124573_c0_g2_i1	female	TRINITY_DN124573_c0_g2_i1	nup35	Chr09	-3.202326161	0.800633512	Ovary_mean	female
TRINITY_DN124579_c0_g1_i3	female	TRINITY_DN124579_c0_g1_i3	NA	NA	-2.523966345	0.611238686	G46_F_mean	female
TRINITY_DN124597_c0_g1_i1	female	TRINITY_DN124597_c0_g1_i1	NA	NA	-1.883568655	0.699156774	Ovary_mean	female
TRINITY_DN124609_c0_g1_i1	female	TRINITY_DN124609_c0_g1_i1	NA	NA	-3.19689173	0.741891018	Ovary_mean	female
TRINITY_DN124615_c0_g1_i1	female	TRINITY_DN124615_c0_g1_i1	NA	NA	-1.962113803	0.525939241	Ovary_mean	female
TRINITY_DN124616_c3_g1_i2	female	TRINITY_DN124616_c3_g1_i2	NA	NA	-1.91390281	0.629525582	Ovary_mean	female
TRINITY_DN124616_c3_g3_i1	female	TRINITY_DN124616_c3_g3_i1	uri1	Chr04	-1.272177512	0.425268285	Ovary_mean	female
TRINITY_DN124621_c1_g2_i1	female	TRINITY_DN124621_c1_g2_i1	NA	NA	-1.61953979	0.361525986	Ovary_mean	female
TRINITY_DN124621_c1_g3_i2	female	TRINITY_DN124621_c1_g3_i2	NA	NA	-1.149479177	0.344116206	Ovary_mean	female
TRINITY_DN124631_c0_g1_i5	female	TRINITY_DN124631_c0_g1_i5	NA	NA	-1.04642964	0.433734547	Ovary_mean	female
TRINITY_DN124646_c0_g1_i1	female	TRINITY_DN124646_c0_g1_i1	NA	NA	-1.431577239	0.609028173	Ovary_mean	female
TRINITY_DN124649_c0_g1_i1	female	TRINITY_DN124649_c0_g1_i1	NA	NA	-9.998825856	0.627763467	Ovary_mean	female
TRINITY_DN124650_c4_g3_i2	female	TRINITY_DN124650_c4_g3_i2	NA	NA	-1.728047367	0.505469384	Ovary_mean	female
TRINITY_DN124656_c2_g1_i8	female	TRINITY_DN124656_c2_g1_i8	kank1	Chr01	-1.27915312	0.367700842	Ovary_mean	female
TRINITY_DN124665_c1_g1_i1	female	TRINITY_DN124665_c1_g1_i1	tnfaip8	Chr01	-1.140409526	0.325885098	Ovary_mean	female
TRINITY_DN124667_c1_g2_i1	female	TRINITY_DN124667_c1_g2_i1	memo1	Chr05	-2.700658798	0.556266523	Ovary_mean	female
TRINITY_DN124680_c0_g2_i3	female	TRINITY_DN124680_c0_g2_i3	NA	NA	-5.282441095	0.722117363	Ovary_mean	female
TRINITY_DN124685_c0_g2_i1	female	TRINITY_DN124685_c0_g2_i1	NA	NA	-3.553070502	0.707460368	Ovary_mean	female
TRINITY_DN124686_c2_g1_i1	female	TRINITY_DN124686_c2_g1_i1	stx6	Chr04	-1.043974374	0.418795844	Ovary_mean	female
TRINITY_DN124703_c0_g1_i1	female	TRINITY_DN124703_c0_g1_i1	fkbp14	Chr06	-1.855145115	0.660299269	Brain_mean	female
TRINITY_DN124714_c0_g1_i1	female	TRINITY_DN124714_c0_g1_i1	Xetrov90012201m	Chr04	-4.233085797	0.578253323	Ovary_mean	female
TRINITY_DN124732_c1_g2_i1	female	TRINITY_DN124732_c1_g2_i1	Xetrov90028404m	scaffold_375	-1.176446981	0.418536455	Ovary_mean	female
TRINITY_DN124749_c0_g1_i1	female	TRINITY_DN124749_c0_g1_i1	pah	Chr03	-2.328534161	0.45056434	Ovary_mean	female
TRINITY_DN124764_c1_g1_i2	female	TRINITY_DN124764_c1_g1_i2	NA	NA	-2.254245963	0.627354017	Ovary_mean	female
TRINITY_DN124768_c1_g3_i1	female	TRINITY_DN124768_c1_g3_i1	NA	NA	-1.839403765	0.404045706	Ovary_mean	female
TRINITY_DN124818_c1_g1_i2	female	TRINITY_DN124818_c1_g1_i2	slc38a8	Chr04	-1.136265042	0.413355301	Ovary_mean	female
TRINITY_DN124832_c11_g3_i2	female	TRINITY_DN124832_c11_g3_i2	LOC101732440	Chr07	-1.459603205	0.435730176	Ovary_mean	female
TRINITY_DN124832_c12_g1_i1	female	TRINITY_DN124832_c12_g1_i1	NA	NA	-6.290431745	0.86611024	Ovary_mean	female
TRINITY_DN124832_c6_g2_i5	female	TRINITY_DN124832_c6_g2_i5	NA	NA	-1.313259149	0.4533825	Ovary_mean	female
TRINITY_DN124854_c0_g1_i5	female	TRINITY_DN124854_c0_g1_i5	NA	NA	-2.304179648	0.75128588	Ovary_mean	female
TRINITY_DN124855_c0_g3_i1	female	TRINITY_DN124855_c0_g3_i1	NA	NA	-1.546835265	0.460876106	Ovary_mean	female
TRINITY_DN124855_c0_g8_i1	female	TRINITY_DN124855_c0_g8_i1	NA	NA	-2.105120869	0.591813353	Ovary_mean	female
TRINITY_DN124855_c0_g9_i1	female	TRINITY_DN124855_c0_g9_i1	NA	NA	-1.396568149	0.435281719	Ovary_mean	female
TRINITY_DN124856_c0_g1_i2	female	TRINITY_DN124856_c0_g1_i2	NA	NA	-1.155327373	0.292367386	Ovary_mean	female
TRINITY_DN124862_c1_g2_i1	female	TRINITY_DN124862_c1_g2_i1	NA	NA	-3.260381824	0.623324712	Ovary_mean	female
TRINITY_DN124864_c5_g3_i3	female	TRINITY_DN124864_c5_g3_i3	NA	NA	-3.03892442	0.544056083	Ovary_mean	female
TRINITY_DN124873_c0_g1_i3	female	TRINITY_DN124873_c0_g1_i3	NA	NA	-1.29854385	0.371369783	Ovary_mean	female
TRINITY_DN124874_c2_g2_i1	female	TRINITY_DN124874_c2_g2_i1	wdr17-like	Chr01	-2.046654999	0.527577637	Ovary_mean	female
TRINITY_DN124883_c0_g1_i1	female	TRINITY_DN124883_c0_g1_i1	NA	NA	-1.756229573	0.432983148	Ovary_mean	female
TRINITY_DN124886_c0_g1_i1	female	TRINITY_DN124886_c0_g1_i1	NA	NA	-1.834204342	0.443260391	Ovary_mean	female
TRINITY_DN124913_c0_g1_i4	female	TRINITY_DN124913_c0_g1_i4	NA	NA	-2.295215778	0.571999432	Ovary_mean	female
TRINITY_DN124922_c6_g7_i1	female	TRINITY_DN124922_c6_g7_i1	dcun1d3	Chr09	-1.150429775	0.398897565	Ovary_mean	female
TRINITY_DN124959_c2_g1_i1	female	TRINITY_DN124959_c2_g1_i1	NA	NA	-1.055167343	0.509069557	Ovary_mean	female
TRINITY_DN124967_c2_g1_i1	female	TRINITY_DN124967_c2_g1_i1	NA	NA	-2.393192016	0.577827307	Ovary_mean	female
TRINITY_DN124968_c0_g1_i2	female	TRINITY_DN124968_c0_g1_i2	NA	NA	-1.343670259	0.358974339	Ovary_mean	female
TRINITY_DN124970_c0_g1_i4	female	TRINITY_DN124970_c0_g1_i4	NA	NA	-1.313800971	0.503766502	Ovary_mean	female
TRINITY_DN124999_c0_g1_i1	female	TRINITY_DN124999_c0_g1_i1	id3	Chr02	-1.759934276	0.567916647	Ovary_mean	female
TRINITY_DN125009_c0_g1_i1	female	TRINITY_DN125009_c0_g1_i1	NA	NA	-4.510002899	0.750951661	Ovary_mean	female
TRINITY_DN125015_c1_g1_i1	female	TRINITY_DN125015_c1_g1_i1	NA	NA	-3.598460601	0.502390847	Ovary_mean	female
TRINITY_DN125043_c0_g2_i6	female	TRINITY_DN125043_c0_g2_i6	fam195a	Chr09	-2.823812993	0.524862345	Ovary_mean	female
TRINITY_DN125052_c1_g2_i1	female	TRINITY_DN125052_c1_g2_i1	NA	NA	-2.050003461	0.40106811	Ovary_mean	female
TRINITY_DN125054_c0_g1_i2	female	TRINITY_DN125054_c0_g1_i2	NA	NA	-4.035514344	0.7015826	Ovary_mean	female
TRINITY_DN125054_c0_g2_i1	female	TRINITY_DN125054_c0_g2_i1	cul3	Chr05	-3.677526157	0.736216166	Ovary_mean	female
TRINITY_DN125065_c0_g1_i1	female	TRINITY_DN125065_c0_g1_i1	NA	NA	-1.830827327	0.690637303	Ovary_mean	female
TRINITY_DN125066_c0_g1_i1	female	TRINITY_DN125066_c0_g1_i1	NA	NA	-1.297883624	0.339135824	Ovary_mean	female
TRINITY_DN125068_c2_g1_i2	female	TRINITY_DN125068_c2_g1_i2	NA	NA	-1.53383238	0.399576737	Brain_mean	female
TRINITY_DN125072_c0_g2_i1	female	TRINITY_DN125072_c0_g2_i1	NA	NA	-1.1754879	0.393720819	Ovary_mean	female
TRINITY_DN125076_c0_g1_i6	female	TRINITY_DN125076_c0_g1_i6	ppp1r14a	Chr08	-2.28685894	0.380471097	Ovary_mean	female
TRINITY_DN125104_c0_g8_i5	female	TRINITY_DN125104_c0_g8_i5	NA	NA	-1.203942308	0.497280088	Liver_mean	female
TRINITY_DN125113_c2_g1_i3	female	TRINITY_DN125113_c2_g1_i3	NA	NA	-3.888842213	0.676564598	G46_F_mean	female
TRINITY_DN125119_c3_g1_i1	female	TRINITY_DN125119_c3_g1_i1	NA	NA	-10.2922775	0.919340164	Ovary_mean	female
TRINITY_DN125119_c3_g3_i1	female	TRINITY_DN125119_c3_g3_i1	lamc1	Chr04	-10.19890084	0.918476761	Ovary_mean	female
TRINITY_DN125119_c3_g4_i1	female	TRINITY_DN125119_c3_g4_i1	NA	NA	-8.267686837	0.811628816	G46_F_mean	female
TRINITY_DN125119_c3_g6_i1	female	TRINITY_DN125119_c3_g6_i1	NA	NA	-8.004634359	0.754443814	Ovary_mean	female
TRINITY_DN125122_c0_g1_i3	female	TRINITY_DN125122_c0_g1_i3	NA	NA	-1.635603605	0.503694601	Ovary_mean	female
TRINITY_DN125127_c2_g1_i1	female	TRINITY_DN125127_c2_g1_i1	NA	NA	-2.050459836	0.492431974	Ovary_mean	female
TRINITY_DN125143_c3_g4_i3	female	TRINITY_DN125143_c3_g4_i3	NA	NA	-4.682222835	0.812680975	Ovary_mean	female
TRINITY_DN125147_c0_g1_i3	female	TRINITY_DN125147_c0_g1_i3	NA	NA	-1.922869947	0.57388348	Ovary_mean	female
TRINITY_DN125155_c0_g3_i1	female	TRINITY_DN125155_c0_g3_i1	NA	NA	-2.125181379	0.562595053	Ovary_mean	female
TRINITY_DN125156_c0_g2_i2	female	TRINITY_DN125156_c0_g2_i2	NA	NA	-2.217089153	0.478762184	Ovary_mean	female
TRINITY_DN125176_c0_g1_i1	female	TRINITY_DN125176_c0_g1_i1	s1pr2	Chr03	-1.095158651	0.317326102	Ovary_mean	female
TRINITY_DN125185_c1_g1_i1	female	TRINITY_DN125185_c1_g1_i1	LOC100485113	Chr02	-1.27939854	0.426864565	Ovary_mean	female
TRINITY_DN125191_c5_g6_i1	female	TRINITY_DN125191_c5_g6_i1	cobl	Chr06	-2.480969439	0.58015893	Ovary_mean	female
TRINITY_DN125231_c0_g6_i1	female	TRINITY_DN125231_c0_g6_i1	NA	NA	-1.674096485	0.402485911	Ovary_mean	female
TRINITY_DN125238_c0_g1_i1	female	TRINITY_DN125238_c0_g1_i1	NA	NA	-2.97537068	0.609973438	Ovary_mean	female
TRINITY_DN125242_c0_g4_i5	female	TRINITY_DN125242_c0_g4_i5	NA	NA	-1.783084602	0.600795948	Ovary_mean	female
TRINITY_DN125252_c4_g6_i1	female	TRINITY_DN125252_c4_g6_i1	NA	NA	-2.557687866	0.662145318	Ovary_mean	female
TRINITY_DN125252_c4_g8_i1	female	TRINITY_DN125252_c4_g8_i1	NA	NA	-3.113914385	0.627760569	Ovary_mean	female
TRINITY_DN125254_c0_g1_i1	female	TRINITY_DN125254_c0_g1_i1	Xetrov90024667m	Chr10	-2.425655715	0.559790186	Ovary_mean	female
TRINITY_DN125256_c0_g1_i1	female	TRINITY_DN125256_c0_g1_i1	NA	NA	-1.386260651	0.484722953	Ovary_mean	female
TRINITY_DN125269_c2_g1_i2	female	TRINITY_DN125269_c2_g1_i2	NA	NA	-2.318769229	0.695308564	Ovary_mean	female
TRINITY_DN125269_c4_g1_i3	female	TRINITY_DN125269_c4_g1_i3	NA	NA	-1.751781716	0.500683801	Ovary_mean	female
TRINITY_DN125277_c0_g1_i1	female	TRINITY_DN125277_c0_g1_i1	NA	NA	-1.446636703	0.496921054	G46_F_mean	female
TRINITY_DN125285_c2_g1_i3	female	TRINITY_DN125285_c2_g1_i3	tardbp-like	Chr07	-9.90184711	0.809065202	Ovary_mean	female
TRINITY_DN125304_c0_g1_i1	female	TRINITY_DN125304_c0_g1_i1	NA	NA	-2.533185573	0.706279969	Ovary_mean	female
TRINITY_DN125305_c3_g2_i1	female	TRINITY_DN125305_c3_g2_i1	NA	NA	-2.372267601	0.568931582	Ovary_mean	female
TRINITY_DN125309_c0_g1_i1	female	TRINITY_DN125309_c0_g1_i1	Xetrov90028299m	scaffold_36	-10.374038	0.832215519	Ovary_mean	female
TRINITY_DN125330_c7_g6_i2	female	TRINITY_DN125330_c7_g6_i2	NA	NA	-1.438819761	0.392170045	Ovary_mean	female
TRINITY_DN125333_c0_g1_i1	female	TRINITY_DN125333_c0_g1_i1	NA	NA	-6.121030134	0.605494145	Ovary_mean	female
TRINITY_DN125334_c0_g1_i1	female	TRINITY_DN125334_c0_g1_i1	NA	NA	-1.302450417	0.614524641	Ovary_mean	female
TRINITY_DN125335_c2_g1_i2	female	TRINITY_DN125335_c2_g1_i2	rgs9bp	Chr10	-1.847108276	0.503838001	Ovary_mean	female
TRINITY_DN125337_c3_g1_i1	female	TRINITY_DN125337_c3_g1_i1	NA	NA	-1.480358584	0.389591345	Ovary_mean	female
TRINITY_DN125342_c0_g1_i4	female	TRINITY_DN125342_c0_g1_i4	NA	NA	-2.374839218	0.47445161	Ovary_mean	female
TRINITY_DN125343_c0_g8_i1	female	TRINITY_DN125343_c0_g8_i1	Xetrov90027396m	scaffold_2361	-1.590825372	0.40474891	Ovary_mean	female
