gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN123602_c3_g8_i2	mast2	Chr04	81977484	81977484	-0.045503295	unbias	0.413963113	Ovary_mean	0.0556	0.0745	1.3402
TRINITY_DN123610_c0_g1_i3	NA	NA	NA	NA	-0.040148662	unbias	0.420252602	Ovary_mean	0.0502	0.08	1.5919
TRINITY_DN123612_c1_g1_i5	NA	NA	NA	NA	0.071023504	unbias	0.152238642	G23_fmean	0.0368	0.0517	1.406
TRINITY_DN123612_c2_g1_i1	NA	NA	NA	NA	0.031283394	unbias	0.407444905	Ovary_mean	0.0616	0.1222	1.9839
TRINITY_DN123618_c0_g1_i3	ankdd1b	Chr01	165443585	165443585	-0.060975928	unbias	0.264292607	G43_M_mean	0.1282	0.2184	1.7032
TRINITY_DN123620_c11_g1_i1	NA	NA	NA	NA	0.273288835	unbias	0.499099969	Brain_mmean	0.0754	0.106	1.4053
TRINITY_DN123621_c0_g1_i2	NA	NA	NA	NA	0.12108201	unbias	0.232014003	Ovary_mean	0.102	0.1282	1.2567
TRINITY_DN123623_c0_g2_i1	NA	NA	NA	NA	-0.020032033	unbias	0.241472956	Ovary_mean	0.0268	0.0334	1.2447
TRINITY_DN123627_c0_g1_i1	NA	NA	NA	NA	-0.084960872	unbias	0.702595189	Brain_fmean	0.2217	0.3221	1.4528
TRINITY_DN123628_c0_g2_i3	NA	NA	NA	NA	0.081320767	unbias	0.367310306	Ovary_mean	0.1525	0.1656	1.0859
TRINITY_DN123632_c2_g2_i5	NA	NA	NA	NA	1.029233336	unbias	0.43319875	Ovary_mean	0.1411	0.1518	1.0762
TRINITY_DN123634_c1_g1_i1	aaas	Chr02	144278949	144278949	0.014187866	unbias	0.556541671	Brain_mmean	0.0288	0.0412	1.4311
TRINITY_DN123636_c0_g2_i1	NA	NA	NA	NA	-0.22638594	unbias	0.774408102	Ovary_mean	0.1951	0.3474	1.7808
TRINITY_DN123637_c0_g1_i2	NA	NA	NA	NA	-0.102616685	unbias	0.447184007	Brain_fmean	0.0633	0.0985	1.5572
TRINITY_DN123637_c0_g2_i2	NA	NA	NA	NA	0.411787982	unbias	0.362582989	Brain_mmean	0.0528	0.0827	1.5652
TRINITY_DN123638_c0_g1_i1	NA	NA	NA	NA	0.67777406	unbias	0.363916364	Ovary_mean	0.1288	0.2193	1.7027
TRINITY_DN123639_c0_g1_i1	NA	NA	NA	NA	-0.149888074	unbias	0.320338977	Brain_fmean	0.0862	0.1219	1.4144
TRINITY_DN123645_c0_g1_i1	NA	NA	NA	NA	-0.019785127	unbias	0.79580751	Brain_fmean	0.0357	0.0504	1.4132
TRINITY_DN123646_c0_g3_i1	NA	NA	NA	NA	-0.043974499	unbias	0.827094921	Brain_fmean	0.0186	0.0236	1.2698
TRINITY_DN123651_c1_g1_i2	gins4	Chr03	119921003	119921003	-0.094823198	unbias	0.428300533	Brain_fmean	0.0736	0.1322	1.7975
TRINITY_DN123654_c2_g1_i6	crtc3	Chr03	96865830	96865830	0.193361058	unbias	0.281053683	Liver_mmean	0.0291	0.0487	1.6717
TRINITY_DN123654_c3_g1_i2	il1r2	Chr02	107122084	107122084	0.502368443	unbias	0.403084027	G46_M_mean	0.1067	0.1827	1.7117
TRINITY_DN123657_c12_g2_i6	NA	NA	NA	NA	-0.005060453	unbias	0.16456304	G27_fmean	0.0948	0.1152	1.2153
TRINITY_DN123658_c2_g3_i2	ctbs	Chr04	29641714	29641714	-0.006560586	unbias	0.391465813	G23_fmean	0.0376	0.0381	1.0116
TRINITY_DN123664_c0_g1_i1	NA	NA	NA	NA	-0.227272337	unbias	0.6096356	Brain_fmean	0.0446	0.0729	1.6342
TRINITY_DN123675_c0_g1_i1	NA	NA	NA	NA	-0.03143643	unbias	0.357022375	Ovary_mean	0.1258	0.2024	1.6095
TRINITY_DN123678_c2_g6_i3	NA	NA	NA	NA	-0.057148971	unbias	0.807132216	Brain_fmean	0.0971	0.1505	1.5505
TRINITY_DN123679_c0_g1_i1	esf1	Chr05	33325858	33325858	-0.089264423	unbias	0.644195695	Ovary_mean	0.0568	0.0748	1.3159
TRINITY_DN123691_c0_g1_i2	NA	NA	NA	NA	0.055916902	unbias	0.340163411	Ovary_mean	0.1405	0.2305	1.6404
TRINITY_DN123697_c0_g1_i1	NA	NA	NA	NA	0.210530359	unbias	0.727129604	Ovary_mean	0.1779	0.2986	1.678
TRINITY_DN123702_c4_g2_i2	capsl	Chr01	185311838	185311838	0.219228247	unbias	0.177999362	Brain_mmean	0.1435	0.2479	1.7277
TRINITY_DN123703_c0_g1_i1	NA	NA	NA	NA	0.282194249	unbias	0.52203637	Brain_mmean	0.0484	0.0824	1.7021
TRINITY_DN123707_c0_g2_i3	NA	NA	NA	NA	-0.123649981	unbias	0.458338772	Ovary_mean	0.0735	0.1433	1.9502
TRINITY_DN123709_c0_g2_i1	NA	NA	NA	NA	-0.212065383	unbias	0.372977149	Ovary_mean	0.1561	0.2876	1.8422
TRINITY_DN123710_c0_g1_i1	NA	NA	NA	NA	0.212229473	unbias	0.897165693	Testis_mean	0.0959	0.1615	1.684
TRINITY_DN123711_c0_g1_i1	NA	NA	NA	NA	-0.111164791	unbias	0.302536505	Ovary_mean	0.1601	0.2984	1.8647
TRINITY_DN123714_c0_g1_i4	csrp1	Chr02	76975644	76975644	-0.094081017	unbias	0.436510833	Ovary_mean	0.0786	0.1302	1.6553
TRINITY_DN123715_c0_g1_i1	slc25a45	Chr04	39038154	39038154	0.056470318	unbias	0.21805248	G23_mmean	0.0226	0.0396	1.7543
TRINITY_DN123719_c0_g1_i4	endou	scaffold_1518	5662	5662	-0.124152292	unbias	0.150634803	G27_mmean	0.0876	0.126	1.438
TRINITY_DN123721_c0_g1_i1	NA	NA	NA	NA	-0.384864941	unbias	0.441685688	Brain_fmean	0.0596	0.0625	1.048
TRINITY_DN123723_c3_g4_i1	NA	NA	NA	NA	0.05929197	unbias	0.556258121	Ovary_mean	0.033	0.0451	1.3685
TRINITY_DN123725_c0_g1_i5	NA	NA	NA	NA	0.565987685	unbias	0.539308876	G43_M_mean	0.0077	0.01	1.2908
TRINITY_DN123725_c0_g2_i1	nudt16	Chr08	14223411	14223411	0.018961643	unbias	0.448890141	G43_M_mean	0.0107	0.0122	1.1405
TRINITY_DN123729_c0_g2_i2	ezh1	Chr10	11719501	11719501	-0.266221007	unbias	0.545153844	Ovary_mean	0.0893	0.1671	1.8715
TRINITY_DN123734_c0_g1_i1	NA	NA	NA	NA	-0.226750543	unbias	0.808404028	Brain_fmean	0.0167	0.0192	1.1505
TRINITY_DN123740_c2_g3_i1	NA	NA	NA	NA	-0.075956375	unbias	0.309873913	Brain_fmean	0.0783	0.0466	0.5949
TRINITY_DN123745_c1_g1_i5	NA	NA	NA	NA	0.093993276	unbias	0.723641015	Brain_mmean	0.0698	0.0735	1.0541
TRINITY_DN123746_c4_g2_i2	NA	NA	NA	NA	-0.28531976	unbias	0.666876031	Ovary_mean	0.2486	0.3806	1.5309
TRINITY_DN123752_c0_g4_i7	NA	NA	NA	NA	0.071052464	unbias	0.288156735	Ovary_mean	0.1081	0.1472	1.3615
TRINITY_DN123756_c3_g1_i2	tmlhe	Chr08	43720266	43720266	0.247117469	unbias	0.735143961	G31_mmean	0.0861	0.1347	1.5654
TRINITY_DN123769_c0_g1_i1	NA	NA	NA	NA	-0.035818438	unbias	0.238439372	Brain_fmean	0.1037	0.1519	1.4654
TRINITY_DN123770_c0_g1_i3	NA	NA	NA	NA	-0.02952693	unbias	0.382933699	Ovary_mean	0.1118	0.2126	1.9017
TRINITY_DN123773_c0_g8_i1	NA	NA	NA	NA	0.155271758	unbias	0.284649451	G46_M_mean	0.1169	0.1829	1.565
TRINITY_DN123780_c0_g1_i1	NA	NA	NA	NA	0.094553234	unbias	0.718000785	Ovary_mean	0.1333	0.1813	1.36
TRINITY_DN123783_c1_g1_i1	NA	NA	NA	NA	-0.156349703	unbias	0.86225411	Brain_fmean	0.0593	0.0773	1.3044
TRINITY_DN123788_c0_g2_i3	NA	NA	NA	NA	0.375401099	unbias	0.232208946	G27_mmean	0.0741	0.1201	1.6204
TRINITY_DN123791_c1_g2_i1	NA	NA	NA	NA	0.143962778	unbias	0.351317956	Brain_mmean	0.0095	0.0127	1.33
TRINITY_DN123800_c0_g1_i1	ddo-like	Chr05	74407284	74407284	0.184903866	unbias	0.428729438	G23_mmean	0.0787	0.1128	1.4339
TRINITY_DN123801_c0_g1_i3	filip1-like	Chr05	82314520	82314520	-0.269974717	unbias	0.77083375	Ovary_mean	0.1546	0.2409	1.5586
TRINITY_DN123804_c0_g1_i1	NA	NA	NA	NA	-0.631348334	unbias	0.884035297	Brain_fmean	0.0513	0.0868	1.6902
TRINITY_DN123806_c2_g2_i3	nrde2	Chr08	65684380	65684380	-0.132057858	unbias	0.230884668	Ovary_mean	0.1681	0.3272	1.946
TRINITY_DN123812_c0_g1_i9	NA	NA	NA	NA	0.052059812	unbias	0.193400445	G23_mmean	0.041	0.0478	1.1652
TRINITY_DN123813_c0_g2_i6	NA	NA	NA	NA	-0.295390861	unbias	0.560327309	G31_mmean	0.082	0.1311	1.5992
TRINITY_DN123814_c1_g1_i2	NA	NA	NA	NA	0.006998302	unbias	0.560682554	Brain_mmean	0.0733	0.0685	0.9335
TRINITY_DN123827_c2_g4_i4	NA	NA	NA	NA	0.229545597	unbias	0.135057232	G31_mmean	0.0215	0.0341	1.585
TRINITY_DN123831_c0_g1_i1	aldh3b1-like.1	Chr01	138358906	138358906	-0.234870251	unbias	0.570646771	Ovary_mean	0.139	0.1851	1.3324
TRINITY_DN123834_c0_g1_i1	NA	NA	NA	NA	-0.014678488	unbias	0.262686362	Ovary_mean	0.0461	0.0902	1.9566
TRINITY_DN123838_c1_g2_i2	fgl1	Chr01	33404389	33404389	0.017433334	unbias	0.25016989	Ovary_mean	0.0264	0.0302	1.1446
TRINITY_DN123838_c1_g3_i1	asmtl	Chr02	34679028	34679028	0.170093604	unbias	0.599581544	Brain_mmean	0.1051	0.1813	1.7256
TRINITY_DN123839_c0_g3_i1	NA	NA	NA	NA	-0.039937027	unbias	0.357160094	Brain_fmean	0.0347	0.0664	1.9102
TRINITY_DN123845_c1_g11_i1	NA	NA	NA	NA	0.082059378	unbias	0.397478676	Ovary_mean	0.118	0.1858	1.5743
TRINITY_DN123845_c2_g1_i2	NA	NA	NA	NA	-0.019712575	unbias	0.24098965	Liver_mmean	0.04	0.0514	1.2869
TRINITY_DN123852_c0_g1_i1	NA	NA	NA	NA	-0.04842225	unbias	0.222333112	Brain_fmean	0.0398	0.0651	1.6351
TRINITY_DN123854_c0_g3_i2	NA	NA	NA	NA	-0.016339598	unbias	0.529066997	Ovary_mean	0.0331	0.0384	1.1583
TRINITY_DN123854_c0_g4_i5	NA	NA	NA	NA	0.145710816	unbias	0.298041273	G46_M_mean	0.0396	0.031	0.782
TRINITY_DN123854_c1_g1_i1	NA	NA	NA	NA	-0.001293746	unbias	0.547296205	Ovary_mean	0.104	0.098	0.9426
TRINITY_DN123855_c0_g1_i1	LOC100498119	Chr08	58033011	58033011	0.617614365	unbias	0.928084641	Brain_mmean	0.0824	0.0981	1.1906
TRINITY_DN123858_c0_g2_i2	atf7	Chr02	143862180	143862180	0.158740592	unbias	0.829712541	Brain_mmean	0.0355	0.0494	1.3892
TRINITY_DN123861_c1_g1_i3	NA	NA	NA	NA	0.034895464	unbias	0.708056419	Brain_fmean	0.0268	0.0466	1.7419
TRINITY_DN123862_c0_g1_i3	NA	NA	NA	NA	0.666608727	unbias	0.527352995	G43_M_mean	0.022	0.0317	1.4424
TRINITY_DN123869_c1_g1_i1	NA	NA	NA	NA	0.343422282	unbias	0.131404231	G23_fmean	0.0468	0.0737	1.5729
TRINITY_DN123870_c1_g2_i2	NA	NA	NA	NA	0.016471842	unbias	0.97175733	Brain_fmean	0.0699	0.116	1.6599
TRINITY_DN123870_c1_g7_i1	NA	NA	NA	NA	-0.141792856	unbias	0.909010869	Brain_fmean	0.1285	0.1701	1.3237
TRINITY_DN123875_c0_g2_i1	NA	NA	NA	NA	-0.21371652	unbias	0.212291037	Ovary_mean	0.0032	0.0029	0.8936
TRINITY_DN123875_c2_g1_i2	NA	NA	NA	NA	-0.048825245	unbias	0.145860924	G23_fmean	0.0121	0.0225	1.8683
TRINITY_DN123877_c0_g1_i4	NA	NA	NA	NA	-0.225218395	unbias	0.523006191	G43_M_mean	0.0798	0.1462	1.8323
TRINITY_DN123880_c0_g1_i2	LOC101732244	Chr05	59159234	59159234	0.335561526	unbias	0.076399346	G23_mmean	0.0339	0.0504	1.4867
TRINITY_DN123883_c0_g1_i5	NA	NA	NA	NA	-0.020483383	unbias	0.517511987	Brain_fmean	0.0774	0.0889	1.1481
TRINITY_DN123887_c2_g1_i1	NA	NA	NA	NA	0.196642665	unbias	0.339689558	G46_F_mean	0.0209	0.031	1.4805
TRINITY_DN123891_c0_g1_i1	NA	NA	NA	NA	-0.043790184	unbias	0.374086529	Liver_mmean	0.0458	0.0766	1.6723
TRINITY_DN123892_c0_g1_i1	clec2d	Chr07	2179298	2179298	0.150836308	unbias	0.500055419	Brain_mmean	0.061	0.0656	1.0756
TRINITY_DN123897_c4_g2_i1	NA	NA	NA	NA	0.322962476	unbias	0.317444946	Brain_mmean	0.0431	0.0625	1.4523
TRINITY_DN123899_c0_g1_i2	NA	NA	NA	NA	0.352761089	unbias	0.601300164	Brain_mmean	0.1897	0.2956	1.5579
TRINITY_DN123901_c1_g3_i3	NA	NA	NA	NA	0.12372904	unbias	0.345349813	Ovary_mean	0.1067	0.1667	1.5626
TRINITY_DN123903_c0_g2_i4	NA	NA	NA	NA	0.644812395	unbias	0.597526562	Ovary_mean	0.1605	0.3205	1.9967
TRINITY_DN123912_c3_g11_i1	NA	NA	NA	NA	-0.108175174	unbias	0.401154133	Ovary_mean	0.0855	0.1043	1.2191
TRINITY_DN123914_c1_g2_i1	NA	NA	NA	NA	-0.071110683	unbias	0.492588687	Ovary_mean	0.067	0.1066	1.5898
TRINITY_DN123915_c3_g4_i1	sumf2	Chr02	94210484	94210484	0.640448333	unbias	0.454821807	G43_M_mean	0.179	0.3052	1.7055
TRINITY_DN123916_c1_g2_i2	NA	NA	NA	NA	-0.180378183	unbias	0.292224855	G23_mmean	0.0332	0.0595	1.7918
TRINITY_DN123918_c0_g2_i1	NA	NA	NA	NA	2.568553796	male 	0.653161911	G27_mmean	0.1413	0.2209	1.5631
TRINITY_DN123920_c0_g1_i1	NA	NA	NA	NA	-0.441543712	unbias	0.515833863	Brain_fmean	0.1504	0.2163	1.438
TRINITY_DN123922_c1_g1_i1	NA	NA	NA	NA	0.021953947	unbias	0.815957576	Brain_mmean	0.0203	0.021	1.0363
TRINITY_DN123922_c3_g3_i5	NA	NA	NA	NA	0.042112248	unbias	0.420803936	Ovary_mean	0.0746	0.0838	1.1245
TRINITY_DN123922_c4_g1_i1	NA	NA	NA	NA	0.636777565	unbias	0.891992537	Brain_mmean	0.0963	0.1201	1.2469
TRINITY_DN123931_c0_g2_i3	NA	NA	NA	NA	0.653238104	unbias	0.365905823	Testis_mean	0.1285	0.2216	1.7244
TRINITY_DN123932_c1_g1_i1	NA	NA	NA	NA	-0.11053111	unbias	0.618041863	G27_mmean	0.0991	0.1756	1.7718
TRINITY_DN123948_c0_g2_i1	NA	NA	NA	NA	-0.307676034	unbias	0.459821289	G27_mmean	0.1417	0.2215	1.5626
TRINITY_DN123953_c1_g2_i2	ap4s1	Chr08	92958468	92958468	0.333820167	unbias	0.436534044	Testis_mean	0.0732	0.1247	1.7052
TRINITY_DN123955_c0_g1_i4	llgl2	Chr10	35985692	35985692	-0.387333478	unbias	0.473133314	G27_mmean	0.1593	0.2373	1.4892
TRINITY_DN123960_c0_g1_i3	NA	NA	NA	NA	-0.136476919	unbias	0.430760129	Ovary_mean	0.0132	0.012	0.9131
TRINITY_DN123962_c0_g1_i1	NA	NA	NA	NA	0.348734547	unbias	0.524245539	Ovary_mean	0.1369	0.2189	1.5993
TRINITY_DN123963_c2_g1_i1	NA	NA	NA	NA	0.019575552	unbias	0.528596189	Testis_mean	0.0646	0.1044	1.6146
TRINITY_DN123966_c0_g2_i1	gpr126	Chr05	53863685	53863685	0.379377005	unbias	0.189241445	Ovary_mean	0.0637	0.0945	1.4852
TRINITY_DN123968_c0_g1_i1	NA	NA	NA	NA	0.060550956	unbias	0.181989079	Brain_mmean	0.0666	0.1181	1.7734
TRINITY_DN123969_c0_g3_i3	tmem138	Chr04	14665430	14665430	0.783912658	unbias	0.372180096	G23_mmean	0.0641	0.0954	1.4871
TRINITY_DN123969_c1_g6_i1	NA	NA	NA	NA	0.538984272	unbias	0.197344178	G43_M_mean	0.151	0.2562	1.6966
TRINITY_DN123973_c0_g1_i2	NA	NA	NA	NA	0.132772953	unbias	0.450086335	Brain_mmean	0.1086	0.1262	1.1614
TRINITY_DN123974_c3_g3_i9	NA	NA	NA	NA	0.366962107	unbias	0.465747092	Liver_fmean	0.1665	0.2441	1.4662
TRINITY_DN123978_c3_g1_i3	jmjd3	scaffold_561	45069	45069	-0.17674663	unbias	0.463517426	Ovary_mean	0.1069	0.1713	1.6024
TRINITY_DN123981_c0_g1_i1	NA	NA	NA	NA	0.057372051	unbias	0.668335539	Testis_mean	0.154	0.2513	1.6316
TRINITY_DN123982_c0_g1_i3	NA	NA	NA	NA	-0.353717517	unbias	0.490068659	Liver_fmean	0.123	0.1793	1.4581
TRINITY_DN123988_c0_g3_i1	ambn	Chr01	70163605	70163605	-0.222482915	unbias	0.69687682	Brain_fmean	0.1187	0.1112	0.9364
TRINITY_DN123990_c0_g1_i1	crim1	Chr05	43608681	43608681	0.040835745	unbias	0.458744806	Ovary_mean	0.1047	0.1181	1.1286
TRINITY_DN123995_c1_g1_i1	fbxo30	Chr05	52158037	52158037	0.089247484	unbias	0.189199757	Brain_mmean	0.0343	0.0654	1.9072
TRINITY_DN123998_c2_g3_i2	NA	NA	NA	NA	0.142435267	unbias	0.906611256	Brain_mmean	0.0332	0.0478	1.4363
TRINITY_DN123998_c3_g1_i1	mcl1	Chr08	106601058	106601058	-0.002181082	unbias	0.716775499	Brain_mmean	0.005	0.0047	0.9311
TRINITY_DN123998_c4_g1_i4	NA	NA	NA	NA	-0.230704957	unbias	0.523855475	Brain_fmean	0.041	0.0411	1.0028
TRINITY_DN124000_c0_g1_i1	NA	NA	NA	NA	-0.078097826	unbias	0.620354274	G46_M_mean	0.053	0.0968	1.8251
TRINITY_DN124008_c0_g9_i2	NA	NA	NA	NA	-0.059069127	unbias	0.700338019	Brain_fmean	0.0417	0.0483	1.1581
TRINITY_DN124009_c0_g1_i3	NA	NA	NA	NA	0.037880184	unbias	0.369166297	Brain_mmean	0.1413	0.1691	1.1968
TRINITY_DN124017_c2_g2_i1	NA	NA	NA	NA	0.200626651	unbias	0.493786761	Testis_mean	0.0276	0.054	1.9537
TRINITY_DN124020_c0_g1_i3	NA	NA	NA	NA	-0.744652874	unbias	0.341234761	G27_fmean	0.1094	0.1671	1.5268
TRINITY_DN124031_c2_g4_i1	NA	NA	NA	NA	0.124862381	unbias	0.607111131	Brain_mmean	0.0287	0.0396	1.3834
TRINITY_DN124031_c2_g5_i3	NA	NA	NA	NA	0.120135688	unbias	0.50427366	Ovary_mean	0.0224	0.033	1.4736
TRINITY_DN124037_c0_g2_i6	NA	NA	NA	NA	0.113513413	unbias	0.181097202	Brain_mmean	0.1015	0.131	1.2903
TRINITY_DN124038_c0_g2_i2	NA	NA	NA	NA	0.09685295	unbias	0.621507912	Brain_mmean	0.0719	0.0836	1.1626
TRINITY_DN124040_c1_g1_i1	NA	NA	NA	NA	0.001449568	unbias	0.383356086	Ovary_mean	0.0936	0.1405	1.5016
TRINITY_DN124041_c0_g1_i2	NA	NA	NA	NA	0.018487496	unbias	0.308654818	G43_F_mean	0.1746	0.3347	1.9174
TRINITY_DN124043_c1_g5_i1	NA	NA	NA	NA	-0.057251091	unbias	0.52708084	G23_fmean	0.0753	0.1108	1.4719
TRINITY_DN124045_c0_g2_i1	Xetrov90018420m	Chr07	64862465	64862465	0.033699642	unbias	0.308190768	Liver_fmean	0.1111	0.1049	0.9436
TRINITY_DN124046_c0_g1_i2	Xetrov90029426m	scaffold_5478	382	382	-0.407492202	unbias	0.458175979	Ovary_mean	0.1262	0.1196	0.9479
TRINITY_DN124047_c0_g1_i2	NA	NA	NA	NA	0.118943069	unbias	0.469782912	Brain_mmean	0.0436	0.06	1.3752
TRINITY_DN124050_c0_g2_i1	NA	NA	NA	NA	0.139230643	unbias	0.463017969	Brain_mmean	0.0596	0.0685	1.1499
TRINITY_DN124051_c0_g1_i1	NA	NA	NA	NA	-0.057012475	unbias	0.235100314	Testis_mean	0.1095	0.1544	1.4102
TRINITY_DN124054_c0_g1_i1	NA	NA	NA	NA	0.489626354	unbias	0.479278616	G23_fmean	0.1495	0.2272	1.5197
TRINITY_DN124057_c4_g2_i2	NA	NA	NA	NA	-0.109553956	unbias	0.36237579	Brain_fmean	0.0296	0.048	1.6209
TRINITY_DN124060_c0_g7_i2	NA	NA	NA	NA	-0.116582058	unbias	0.506252728	Brain_fmean	0.087	0.1112	1.2788
TRINITY_DN124062_c0_g2_i1	NA	NA	NA	NA	-0.143786115	unbias	0.521028572	Brain_fmean	0.0749	0.1059	1.413
TRINITY_DN124062_c1_g1_i1	sypl1	Chr03	67308429	67308429	1.316060999	unbias	0.483733001	G46_M_mean	0.1502	0.1921	1.2792
TRINITY_DN124062_c1_g2_i4	NA	NA	NA	NA	0.007406784	unbias	0.785444506	Brain_mmean	0.0991	0.0886	0.8944
TRINITY_DN124063_c2_g1_i2	NA	NA	NA	NA	0.152439559	unbias	0.275475437	G23_mmean	0.0437	0.0797	1.8222
TRINITY_DN124067_c0_g3_i7	NA	NA	NA	NA	0.114546994	unbias	0.323917919	Testis_mean	0.0622	0.0469	0.7546
TRINITY_DN124067_c1_g2_i3	NA	NA	NA	NA	0.08382363	unbias	0.669984377	Brain_mmean	0.0586	0.098	1.6722
TRINITY_DN124071_c0_g1_i1	NA	NA	NA	NA	0.508281808	unbias	0.633362348	Brain_mmean	0.1076	0.1714	1.5935
TRINITY_DN124074_c0_g4_i2	NA	NA	NA	NA	0.061912283	unbias	0.679283177	Brain_fmean	0.0826	0.0987	1.1944
TRINITY_DN124080_c4_g2_i2	NA	NA	NA	NA	0.161130015	unbias	0.422811848	Testis_mean	0.0627	0.0571	0.9099
TRINITY_DN124083_c0_g1_i2	scd	Chr07	33089443	33089443	-0.035897678	unbias	0.451662661	Ovary_mean	0.1008	0.1778	1.7629
TRINITY_DN124090_c1_g1_i3	NA	NA	NA	NA	0.101070516	unbias	0.612291866	Ovary_mean	0.0744	0.114	1.5327
TRINITY_DN124091_c0_g1_i1	NA	NA	NA	NA	0.00833589	unbias	0.422053105	G23_fmean	0.1192	0.1929	1.6182
TRINITY_DN124094_c0_g1_i1	mlana-like	Chr01	114661493	114661493	0.019427776	unbias	0.638038785	Ovary_mean	0.2497	0.4731	1.8949
TRINITY_DN124095_c0_g3_i4	NA	NA	NA	NA	-0.095505048	unbias	0.791587539	Brain_fmean	0.0702	0.0552	0.786
TRINITY_DN124098_c0_g1_i2	NA	NA	NA	NA	-0.125678103	unbias	0.541109917	Ovary_mean	0.0428	0.0747	1.7457
TRINITY_DN124109_c1_g1_i1	NA	NA	NA	NA	0.154097663	unbias	0.396056583	Ovary_mean	0.0629	0.1058	1.6826
TRINITY_DN124113_c0_g1_i4	NA	NA	NA	NA	0.005815756	unbias	0.499054279	Brain_mmean	0.1144	0.2042	1.7841
TRINITY_DN124116_c0_g2_i1	NA	NA	NA	NA	-0.87117469	unbias	0.520654992	Testis_mean	0.3071	0.3465	1.1284
TRINITY_DN124117_c6_g4_i3	NA	NA	NA	NA	-0.239726537	unbias	0.231894498	G23_fmean	0.1387	0.188	1.3557
TRINITY_DN124117_c6_g7_i1	NA	NA	NA	NA	0.254896826	unbias	0.374084926	Ovary_mean	0.2168	0.3081	1.4214
TRINITY_DN124126_c0_g1_i3	NA	NA	NA	NA	-0.16200597	unbias	0.400920784	Ovary_mean	0.0688	0.0845	1.2272
TRINITY_DN124131_c7_g1_i2	NA	NA	NA	NA	-0.12685523	unbias	0.853828417	Brain_fmean	0.042	0.0249	0.5925
TRINITY_DN124131_c9_g1_i1	NA	NA	NA	NA	0.176725625	unbias	0.16687596	G23_fmean	0.056	0.0836	1.4939
TRINITY_DN124132_c1_g3_i4	Xetrov90028133m	scaffold_331	101028	101028	-0.199864665	unbias	0.652047659	Brain_fmean	0.0633	0.0821	1.2978
TRINITY_DN124133_c0_g2_i4	NA	NA	NA	NA	0.027900466	unbias	0.667383717	Brain_mmean	0.0389	0.059	1.5185
TRINITY_DN124133_c1_g1_i1	NA	NA	NA	NA	-0.004246476	unbias	0.336399786	Ovary_mean	0.052	0.0422	0.8127
TRINITY_DN124136_c0_g3_i1	NA	NA	NA	NA	-0.002816388	unbias	0.66112355	Brain_fmean	0.0538	0.0738	1.3721
TRINITY_DN124138_c14_g3_i2	srebf2	Chr04	109775504	109775504	-0.095450424	unbias	0.169387912	Ovary_mean	0.1223	0.173	1.4145
TRINITY_DN124144_c1_g2_i1	NA	NA	NA	NA	-0.028913587	unbias	0.45845978	Brain_fmean	0.0887	0.1602	1.8064
TRINITY_DN124145_c0_g1_i10	NA	NA	NA	NA	-0.215224979	unbias	0.190340451	Ovary_mean	0.0454	0.0741	1.6302
TRINITY_DN124148_c0_g1_i3	NA	NA	NA	NA	0.257871355	unbias	0.73625477	Brain_mmean	0.0707	0.1178	1.6646
TRINITY_DN124153_c8_g5_i1	NA	NA	NA	NA	0.005946431	unbias	0.4284235	Ovary_mean	0.0555	0.0713	1.2851
TRINITY_DN124157_c4_g3_i1	ttc18-like	Chr09	8376312	8376312	-0.191929524	unbias	0.31487509	Ovary_mean	0.009	0.0142	1.5809
TRINITY_DN124167_c1_g1_i4	pnp	Chr01	130312418	130312418	0.02270938	unbias	0.760128628	Brain_mmean	0.0664	0.0917	1.3812
TRINITY_DN124167_c1_g2_i1	gde1	Chr09	25932397	25932397	0.037186263	unbias	0.175329131	G23_mmean	0.0541	0.0753	1.3929
TRINITY_DN124172_c3_g1_i1	c2orf49	Chr02	108147902	108147902	0.475664075	unbias	0.812878709	Brain_mmean	0.2263	0.3276	1.4475
TRINITY_DN124173_c0_g1_i4	NA	NA	NA	NA	-0.015295038	unbias	0.430665041	Ovary_mean	0.0232	0.0222	0.9563
TRINITY_DN124176_c0_g2_i1	mamdc2	Chr01	117467899	117467899	0.034581962	unbias	0.31404834	Ovary_mean	0.045	0.074	1.6426
TRINITY_DN124180_c0_g7_i1	NA	NA	NA	NA	-0.485014945	unbias	0.561362457	Liver_fmean	0.1549	0.2457	1.5865
TRINITY_DN124181_c0_g1_i1	NA	NA	NA	NA	-0.673463611	unbias	0.715466732	G46_M_mean	0.1838	0.3314	1.803
TRINITY_DN124183_c4_g2_i1	mettl2b	Chr10	9004507	9004507	0.014493473	unbias	0.342967489	Ovary_mean	0.0468	0.0773	1.6526
TRINITY_DN124185_c0_g1_i1	NA	NA	NA	NA	0.128192024	unbias	0.592344664	Brain_mmean	0.1475	0.252	1.708
TRINITY_DN124186_c1_g1_i1	LOC100490929-like.2	Chr03	121486111	121486111	-0.028378409	unbias	0.370214502	Ovary_mean	0.0674	0.0753	1.118
TRINITY_DN124190_c0_g2_i1	NA	NA	NA	NA	-0.286497314	unbias	0.698258831	Ovary_mean	0.0702	0.1354	1.9281
TRINITY_DN124193_c2_g2_i3	NA	NA	NA	NA	0.07879009	unbias	0.233452652	G27_mmean	0.0583	0.073	1.252
