gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue	tau	tissue
TRINITY_DN124922_c6_g4_i2	NA	NA	NA	NA	0.030800017	0.030800017	unbias	0.346946408	Brain_mmean	0.346946408	Brain_mmean
TRINITY_DN124922_c6_g7_i1	NA	NA	NA	NA	1.519684303	1.519684303	male	0.419869909	Ovary_mean	0.419869909	Ovary_mean
TRINITY_DN124922_c7_g1_i1	Xetrov90004584m	Chr02	41868398	41868398	-0.466342647	0.466342647	unbias	0.34379678	G23_fmean	0.34379678	G23_fmean
TRINITY_DN124924_c1_g1_i1	NA	NA	NA	NA	-0.167117436	0.167117436	unbias	0.378723819	Brain_fmean	0.378723819	Brain_fmean
TRINITY_DN124929_c0_g4_i8	NA	NA	NA	NA	0.634464829	0.634464829	unbias	0.215543957	G43_M_mean	0.215543957	G43_M_mean
TRINITY_DN124931_c0_g2_i2	NA	NA	NA	NA	0.318250316	0.318250316	unbias	0.187498515	Brain_mmean	0.187498515	Brain_mmean
TRINITY_DN124932_c0_g1_i1	NA	NA	NA	NA	-0.67465681	0.67465681	unbias	0.43138422	Brain_mmean	0.43138422	Brain_mmean
TRINITY_DN124932_c0_g2_i2	slc44a4	Chr08	53942568	53942568	-0.650426868	0.650426868	unbias	0.568103992	Brain_mmean	0.568103992	Brain_mmean
TRINITY_DN124935_c0_g1_i2	nasp	Chr04	73341342	73341342	0.945956018	0.945956018	unbias	0.53620432	G27_fmean	0.53620432	G27_fmean
TRINITY_DN124935_c0_g2_i1	NA	NA	NA	NA	1.803501741	1.803501741	unbias	0.520404909	G23_mmean	0.520404909	G23_mmean
TRINITY_DN124936_c2_g1_i2	NA	NA	NA	NA	-1.052913642	1.052913642	unbias	0.574886123	Ovary_mean	0.574886123	Ovary_mean
TRINITY_DN124937_c1_g1_i1	arntl	Chr04	289234	289234	-0.90583261	0.90583261	unbias	0.36167503	Testis_mean	0.36167503	Testis_mean
TRINITY_DN124937_c1_g3_i7	NA	NA	NA	NA	-0.24495311	0.24495311	unbias	0.212267326	Ovary_mean	0.212267326	Ovary_mean
TRINITY_DN124937_c2_g3_i2	NA	NA	NA	NA	-0.632462034	0.632462034	unbias	0.314001654	Ovary_mean	0.314001654	Ovary_mean
TRINITY_DN124938_c4_g1_i1	kirrel	Chr08	112021470	112021470	-0.359476623	0.359476623	unbias	0.229699752	Brain_fmean	0.229699752	Brain_fmean
TRINITY_DN124938_c5_g4_i5	NA	NA	NA	NA	0.602535785	0.602535785	unbias	0.321885135	G46_F_mean	0.321885135	G46_F_mean
TRINITY_DN124940_c8_g1_i2	NA	NA	NA	NA	-0.269181786	0.269181786	unbias	0.320762888	G31_mmean	0.320762888	G31_mmean
TRINITY_DN124941_c0_g1_i1	NA	NA	NA	NA	0.138634008	0.138634008	unbias	0.380940519	Ovary_mean	0.380940519	Ovary_mean
TRINITY_DN124943_c1_g1_i1	NA	NA	NA	NA	0.824649667	0.824649667	unbias	0.436669801	Ovary_mean	0.436669801	Ovary_mean
TRINITY_DN124944_c0_g1_i5	NA	NA	NA	NA	-0.910238468	0.910238468	unbias	0.46972181	G31_mmean	0.46972181	G31_mmean
TRINITY_DN124945_c0_g1_i2	LOC100497730	Chr02	112553782	112553782	0.154402034	0.154402034	unbias	0.085793418	G27_fmean	0.085793418	G27_fmean
TRINITY_DN124945_c0_g2_i1	NA	NA	NA	NA	0.069261807	0.069261807	unbias	0.093525955	G27_mmean	0.093525955	G27_mmean
TRINITY_DN124946_c1_g1_i3	NA	NA	NA	NA	-1.114158828	1.114158828	unbias	0.325694665	Brain_fmean	0.325694665	Brain_fmean
TRINITY_DN124950_c0_g1_i1	NA	NA	NA	NA	0.85412637	0.85412637	unbias	0.656834907	Liver_mmean	0.656834907	Liver_mmean
TRINITY_DN124950_c0_g2_i1	NA	NA	NA	NA	0.095242532	0.095242532	unbias	0.639199571	Liver_fmean	0.639199571	Liver_fmean
TRINITY_DN124950_c0_g3_i1	NA	NA	NA	NA	0.293097168	0.293097168	unbias	0.606513719	Liver_fmean	0.606513719	Liver_fmean
TRINITY_DN124951_c0_g3_i3	NA	NA	NA	NA	-1.482526035	1.482526035	unbias	0.859978965	Testis_mean	0.859978965	Testis_mean
TRINITY_DN124952_c1_g2_i1	NA	NA	NA	NA	-0.416788798	0.416788798	unbias	0.49896577	Brain_mmean	0.49896577	Brain_mmean
TRINITY_DN124953_c0_g1_i1	kcnj13	Chr05	123073357	123073357	-1.255068626	1.255068626	unbias	0.353475382	G23_mmean	0.353475382	G23_mmean
TRINITY_DN124954_c4_g2_i1	NA	NA	NA	NA	0.397362556	0.397362556	unbias	0.65550615	G43_M_mean	0.65550615	G43_M_mean
TRINITY_DN124954_c5_g3_i6	NA	NA	NA	NA	-0.091062873	0.091062873	unbias	0.246474047	Ovary_mean	0.246474047	Ovary_mean
TRINITY_DN124955_c0_g2_i2	NA	NA	NA	NA	0.347207287	0.347207287	unbias	0.373807706	Brain_mmean	0.373807706	Brain_mmean
TRINITY_DN124957_c1_g1_i4	NA	NA	NA	NA	-0.467597754	0.467597754	unbias	0.796149419	Brain_fmean	0.796149419	Brain_fmean
TRINITY_DN124959_c1_g1_i1	NA	NA	NA	NA	0.19893717	0.19893717	unbias	0.396853493	Liver_fmean	0.396853493	Liver_fmean
TRINITY_DN124959_c2_g1_i1	NA	NA	NA	NA	-0.254566289	0.254566289	unbias	0.542950018	Ovary_mean	0.542950018	Ovary_mean
TRINITY_DN124959_c2_g3_i1	NA	NA	NA	NA	-0.819579828	0.819579828	unbias	0.31092823	G27_fmean	0.31092823	G27_fmean
TRINITY_DN124959_c2_g4_i7	NA	NA	NA	NA	-0.153339553	0.153339553	unbias	0.286704912	Ovary_mean	0.286704912	Ovary_mean
TRINITY_DN124959_c3_g1_i1	NA	NA	NA	NA	-0.335160941	0.335160941	unbias	0.200702873	Ovary_mean	0.200702873	Ovary_mean
TRINITY_DN124960_c0_g1_i2	NA	NA	NA	NA	-0.55632914	0.55632914	unbias	0.173642579	Testis_mean	0.173642579	Testis_mean
TRINITY_DN124961_c0_g1_i1	NA	NA	NA	NA	-0.485487941	0.485487941	unbias	0.187591542	G46_M_mean	0.187591542	G46_M_mean
TRINITY_DN124963_c1_g2_i7	rnf150	Chr01	50883857	50883857	-0.095740149	0.095740149	unbias	0.207274129	G43_M_mean	0.207274129	G43_M_mean
TRINITY_DN124964_c4_g3_i6	NA	NA	NA	NA	-0.955026763	0.955026763	unbias	0.731877326	Brain_fmean	0.731877326	Brain_fmean
TRINITY_DN124964_c4_g5_i1	NA	NA	NA	NA	-0.210475463	0.210475463	unbias	0.348025122	G43_F_mean	0.348025122	G43_F_mean
TRINITY_DN124967_c2_g1_i1	NA	NA	NA	NA	-0.059032659	0.059032659	unbias	0.599686684	Ovary_mean	0.599686684	Ovary_mean
TRINITY_DN124967_c3_g1_i1	NA	NA	NA	NA	0.043458462	0.043458462	unbias	0.682173696	Brain_mmean	0.682173696	Brain_mmean
TRINITY_DN124968_c0_g1_i2	NA	NA	NA	NA	0.055107984	0.055107984	unbias	0.399950289	Ovary_mean	0.399950289	Ovary_mean
TRINITY_DN124969_c0_g1_i7	LOC100498011-like	Chr07	35926805	35926805	-0.617783767	0.617783767	unbias	0.28984599	Ovary_mean	0.28984599	Ovary_mean
TRINITY_DN124969_c0_g2_i1	NA	NA	NA	NA	-0.830032921	0.830032921	unbias	0.595960431	Liver_fmean	0.595960431	Liver_fmean
TRINITY_DN124970_c0_g1_i4	NA	NA	NA	NA	-0.193314195	0.193314195	unbias	0.544387277	Ovary_mean	0.544387277	Ovary_mean
TRINITY_DN124971_c4_g3_i1	NA	NA	NA	NA	1.649596787	1.649596787	male	0.773054148	Liver_mmean	0.773054148	Liver_mmean
TRINITY_DN124972_c0_g1_i2	NA	NA	NA	NA	-0.11017134	0.11017134	unbias	0.282686324	Brain_fmean	0.282686324	Brain_fmean
TRINITY_DN124973_c0_g2_i6	NA	NA	NA	NA	0.086544743	0.086544743	unbias	0.137840767	Ovary_mean	0.137840767	Ovary_mean
TRINITY_DN124976_c0_g1_i3	NA	NA	NA	NA	-0.431092853	0.431092853	unbias	0.367582888	Liver_fmean	0.367582888	Liver_fmean
TRINITY_DN124977_c1_g2_i2	NA	NA	NA	NA	0.105394738	0.105394738	unbias	0.429930888	Brain_mmean	0.429930888	Brain_mmean
TRINITY_DN124978_c5_g1_i1	NA	NA	NA	NA	-1.108498907	1.108498907	unbias	0.180935122	Brain_fmean	0.180935122	Brain_fmean
TRINITY_DN124980_c0_g1_i1	mgam	Chr05	102436237	102436237	-0.166959605	0.166959605	unbias	0.421440629	Ovary_mean	0.421440629	Ovary_mean
TRINITY_DN124981_c0_g1_i6	NA	NA	NA	NA	0.218098058	0.218098058	unbias	0.27131432	G43_F_mean	0.27131432	G43_F_mean
TRINITY_DN124982_c2_g2_i1	sar1b	Chr03	17209373	17209373	0.51446131	0.51446131	unbias	0.452967808	Ovary_mean	0.452967808	Ovary_mean
TRINITY_DN124983_c3_g1_i1	NA	NA	NA	NA	0.501014641	0.501014641	unbias	0.475722006	Brain_mmean	0.475722006	Brain_mmean
TRINITY_DN124983_c6_g1_i1	NA	NA	NA	NA	-0.549593188	0.549593188	unbias	0.283169871	Brain_mmean	0.283169871	Brain_mmean
TRINITY_DN124983_c6_g4_i1	NA	NA	NA	NA	-0.170668295	0.170668295	unbias	0.275326861	Ovary_mean	0.275326861	Ovary_mean
TRINITY_DN124983_c6_g5_i1	slc30a9	Chr01	27983571	27983571	0.298645913	0.298645913	unbias	0.197765263	Ovary_mean	0.197765263	Ovary_mean
TRINITY_DN124983_c6_g6_i1	NA	NA	NA	NA	-0.160647119	0.160647119	unbias	0.338297053	Brain_mmean	0.338297053	Brain_mmean
TRINITY_DN124984_c2_g1_i1	NA	NA	NA	NA	-0.239957442	0.239957442	unbias	0.575782549	Brain_fmean	0.575782549	Brain_fmean
TRINITY_DN124984_c4_g3_i3	ndufs6	Chr06	36123077	36123077	0.876023522	0.876023522	unbias	0.300243379	Brain_fmean	0.300243379	Brain_fmean
TRINITY_DN124985_c4_g2_i1	dctd	Chr01	36234709	36234709	-0.210948912	0.210948912	unbias	0.543973493	Ovary_mean	0.543973493	Ovary_mean
TRINITY_DN124987_c0_g1_i1	36038	Chr05	122445498	122445498	-0.186041216	0.186041216	unbias	0.197933417	Brain_mmean	0.197933417	Brain_mmean
TRINITY_DN124988_c3_g1_i2	NA	NA	NA	NA	-0.197739985	0.197739985	unbias	0.507453735	Brain_mmean	0.507453735	Brain_mmean
TRINITY_DN124988_c3_g3_i4	NA	NA	NA	NA	0.097959121	0.097959121	unbias	0.208665877	G23_fmean	0.208665877	G23_fmean
TRINITY_DN124990_c0_g2_i1	NA	NA	NA	NA	0.225724005	0.225724005	unbias	0.755450654	Liver_fmean	0.755450654	Liver_fmean
TRINITY_DN124990_c0_g3_i2	NA	NA	NA	NA	1.279130716	1.279130716	male	0.63597708	Liver_mmean	0.63597708	Liver_mmean
TRINITY_DN124991_c2_g3_i3	NA	NA	NA	NA	-0.141283812	0.141283812	unbias	0.410971958	G23_fmean	0.410971958	G23_fmean
TRINITY_DN124993_c2_g1_i4	cep85	Chr02	51532337	51532337	-0.340317402	0.340317402	unbias	0.418211635	Brain_mmean	0.418211635	Brain_mmean
TRINITY_DN124993_c2_g5_i4	NA	NA	NA	NA	0.089667114	0.089667114	unbias	0.334038724	Brain_mmean	0.334038724	Brain_mmean
TRINITY_DN124997_c9_g3_i1	ttc9	Chr08	86821176	86821176	-0.123906832	0.123906832	unbias	0.709742245	Brain_fmean	0.709742245	Brain_fmean
TRINITY_DN124997_c9_g4_i3	vps25	Chr10	11430022	11430022	0.973065379	0.973065379	unbias	0.401908548	Ovary_mean	0.401908548	Ovary_mean
TRINITY_DN124998_c0_g1_i1	NA	NA	NA	NA	-1.710030522	1.710030522	unbias	0.528093339	G31_mmean	0.528093339	G31_mmean
TRINITY_DN124999_c0_g1_i1	NA	NA	NA	NA	-0.049852794	0.049852794	unbias	0.611899478	Ovary_mean	0.611899478	Ovary_mean
TRINITY_DN125000_c5_g12_i1	NA	NA	NA	NA	0.126345176	0.126345176	unbias	0.541063628	Ovary_mean	0.541063628	Ovary_mean
TRINITY_DN125000_c5_g7_i1	setd7	Chr01	51619256	51619256	0.448491628	0.448491628	unbias	0.540825631	Ovary_mean	0.540825631	Ovary_mean
TRINITY_DN125000_c5_g8_i1	NA	NA	NA	NA	0.48685073	0.48685073	unbias	0.343844381	Brain_mmean	0.343844381	Brain_mmean
TRINITY_DN125000_c6_g1_i1	NA	NA	NA	NA	-0.541035695	0.541035695	unbias	0.20159458	G43_F_mean	0.20159458	G43_F_mean
TRINITY_DN125001_c0_g1_i2	NA	NA	NA	NA	0.2840099	0.2840099	unbias	0.273027928	Brain_mmean	0.273027928	Brain_mmean
TRINITY_DN125004_c1_g1_i5	NA	NA	NA	NA	-0.169849345	0.169849345	unbias	0.309706068	G27_mmean	0.309706068	G27_mmean
TRINITY_DN125006_c1_g1_i6	NA	NA	NA	NA	-0.087423452	0.087423452	unbias	0.394113364	Brain_mmean	0.394113364	Brain_mmean
TRINITY_DN125006_c1_g4_i1	NA	NA	NA	NA	1.068694296	1.068694296	unbias	0.529177256	Brain_mmean	0.529177256	Brain_mmean
TRINITY_DN125006_c1_g5_i1	NA	NA	NA	NA	1.023230265	1.023230265	unbias	0.331043875	G43_M_mean	0.331043875	G43_M_mean
TRINITY_DN125006_c1_g7_i3	NA	NA	NA	NA	-0.565619489	0.565619489	unbias	0.739443288	Brain_fmean	0.739443288	Brain_fmean
TRINITY_DN125008_c2_g1_i3	NA	NA	NA	NA	-0.501409984	0.501409984	unbias	0.196465938	G46_M_mean	0.196465938	G46_M_mean
TRINITY_DN125008_c5_g3_i1	ndufaf1	Chr08	95454889	95454889	0.924157576	0.924157576	unbias	0.657331192	Liver_mmean	0.657331192	Liver_mmean
TRINITY_DN125014_c0_g1_i2	NA	NA	NA	NA	0.463646503	0.463646503	unbias	0.317581039	Brain_fmean	0.317581039	Brain_fmean
TRINITY_DN125015_c1_g1_i1	NA	NA	NA	NA	-0.356998119	0.356998119	unbias	0.551233703	Ovary_mean	0.551233703	Ovary_mean
TRINITY_DN125015_c5_g1_i1	NA	NA	NA	NA	0.579579466	0.579579466	unbias	0.320470676	Liver_mmean	0.320470676	Liver_mmean
TRINITY_DN125015_c6_g1_i1	NA	NA	NA	NA	-0.149848079	0.149848079	unbias	0.300295671	Brain_mmean	0.300295671	Brain_mmean
TRINITY_DN125015_c6_g2_i1	NA	NA	NA	NA	-0.105822438	0.105822438	unbias	0.298947975	G43_M_mean	0.298947975	G43_M_mean
TRINITY_DN125016_c4_g5_i1	NA	NA	NA	NA	0.160908574	0.160908574	unbias	0.474119223	Brain_fmean	0.474119223	Brain_fmean
TRINITY_DN125018_c0_g1_i1	NA	NA	NA	NA	0.02298142	0.02298142	unbias	0.565238082	Ovary_mean	0.565238082	Ovary_mean
TRINITY_DN125022_c2_g4_i1	NA	NA	NA	NA	0.123421491	0.123421491	unbias	0.321319513	Ovary_mean	0.321319513	Ovary_mean
TRINITY_DN125025_c0_g1_i2	NA	NA	NA	NA	0.982858532	0.982858532	unbias	0.732488449	G46_F_mean	0.732488449	G46_F_mean
TRINITY_DN125026_c0_g1_i2	NA	NA	NA	NA	1.160138283	1.160138283	unbias	0.529336658	Brain_mmean	0.529336658	Brain_mmean
TRINITY_DN125027_c1_g8_i1	NA	NA	NA	NA	-0.180802738	0.180802738	unbias	0.312684271	Ovary_mean	0.312684271	Ovary_mean
TRINITY_DN125028_c0_g1_i3	NA	NA	NA	NA	-0.158253992	0.158253992	unbias	0.424894698	Ovary_mean	0.424894698	Ovary_mean
TRINITY_DN125028_c1_g1_i1	NA	NA	NA	NA	-0.530655998	0.530655998	unbias	0.379197846	G43_M_mean	0.379197846	G43_M_mean
TRINITY_DN125029_c1_g1_i2	NA	NA	NA	NA	0.343289814	0.343289814	unbias	0.122886474	G46_F_mean	0.122886474	G46_F_mean
TRINITY_DN125030_c1_g1_i1	syt12	Chr04	15757408	15757408	0.124026062	0.124026062	unbias	0.581257918	Liver_fmean	0.581257918	Liver_fmean
TRINITY_DN125031_c0_g1_i1	LOC100486910	Chr08	59833131	59833131	0.63577623	0.63577623	unbias	0.187599726	Ovary_mean	0.187599726	Ovary_mean
TRINITY_DN125032_c6_g4_i1	NA	NA	NA	NA	0.274993107	0.274993107	unbias	0.341586707	Liver_fmean	0.341586707	Liver_fmean
TRINITY_DN125033_c0_g2_i2	NA	NA	NA	NA	-0.154803979	0.154803979	unbias	0.458239754	Ovary_mean	0.458239754	Ovary_mean
TRINITY_DN125034_c1_g1_i1	odf2	Chr08	4187201	4187201	0.069712741	0.069712741	unbias	0.390522134	G43_M_mean	0.390522134	G43_M_mean
TRINITY_DN125034_c2_g2_i3	NA	NA	NA	NA	-0.435645512	0.435645512	unbias	0.263607124	Brain_mmean	0.263607124	Brain_mmean
TRINITY_DN125035_c2_g4_i1	NA	NA	NA	NA	0.183044474	0.183044474	unbias	0.216865583	Ovary_mean	0.216865583	Ovary_mean
TRINITY_DN125035_c3_g2_i1	galnt11	Chr06	7010004	7010004	0.631798372	0.631798372	unbias	0.366302816	G23_mmean	0.366302816	G23_mmean
TRINITY_DN125035_c3_g3_i1	NA	NA	NA	NA	-0.180681285	0.180681285	unbias	0.295126873	Brain_fmean	0.295126873	Brain_fmean
TRINITY_DN125036_c1_g1_i3	NA	NA	NA	NA	0.070521486	0.070521486	unbias	0.610869767	Brain_mmean	0.610869767	Brain_mmean
TRINITY_DN125036_c1_g3_i1	NA	NA	NA	NA	0.095415345	0.095415345	unbias	0.571385239	Brain_mmean	0.571385239	Brain_mmean
TRINITY_DN125036_c2_g1_i1	NA	NA	NA	NA	0.042994174	0.042994174	unbias	0.2009503	Brain_mmean	0.2009503	Brain_mmean
TRINITY_DN125036_c2_g2_i3	LOC100488459	Chr04	96198240	96198240	-0.18731494	0.18731494	unbias	0.310865038	Ovary_mean	0.310865038	Ovary_mean
TRINITY_DN125036_c2_g3_i1	ubr3	Chr09	63173517	63173517	0.40849334	0.40849334	unbias	0.354088849	Brain_mmean	0.354088849	Brain_mmean
TRINITY_DN125037_c1_g1_i1	NA	NA	NA	NA	-0.131602214	0.131602214	unbias	0.222181386	G43_M_mean	0.222181386	G43_M_mean
TRINITY_DN125038_c2_g1_i2	NA	NA	NA	NA	-0.98948041	0.98948041	unbias	0.453985035	G43_M_mean	0.453985035	G43_M_mean
TRINITY_DN125039_c0_g1_i2	snx30	Chr01	96226338	96226338	-0.622238206	0.622238206	unbias	0.454051822	Brain_fmean	0.454051822	Brain_fmean
TRINITY_DN125040_c2_g1_i2	NA	NA	NA	NA	-0.398725089	0.398725089	unbias	0.467736998	Ovary_mean	0.467736998	Ovary_mean
TRINITY_DN125041_c2_g5_i1	NA	NA	NA	NA	0.09393226	0.09393226	unbias	0.116943693	G23_mmean	0.116943693	G23_mmean
TRINITY_DN125043_c0_g2_i6	NA	NA	NA	NA	-0.293931914	0.293931914	unbias	0.56587222	Ovary_mean	0.56587222	Ovary_mean
TRINITY_DN125043_c0_g5_i1	NA	NA	NA	NA	-0.106608787	0.106608787	unbias	0.69253524	Ovary_mean	0.69253524	Ovary_mean
TRINITY_DN125044_c1_g1_i7	NA	NA	NA	NA	0.043504413	0.043504413	unbias	0.271578013	G43_M_mean	0.271578013	G43_M_mean
TRINITY_DN125044_c1_g5_i2	NA	NA	NA	NA	-0.079329857	0.079329857	unbias	0.258352954	Testis_mean	0.258352954	Testis_mean
TRINITY_DN125045_c0_g1_i2	NA	NA	NA	NA	0.543291259	0.543291259	unbias	0.358653623	Ovary_mean	0.358653623	Ovary_mean
TRINITY_DN125047_c4_g1_i5	NA	NA	NA	NA	0.486145287	0.486145287	unbias	0.43236848	Liver_fmean	0.43236848	Liver_fmean
TRINITY_DN125051_c0_g1_i3	NA	NA	NA	NA	-0.316932704	0.316932704	unbias	0.515787659	G46_F_mean	0.515787659	G46_F_mean
TRINITY_DN125052_c1_g2_i1	NA	NA	NA	NA	-0.373832435	0.373832435	unbias	0.425553202	Ovary_mean	0.425553202	Ovary_mean
TRINITY_DN125052_c3_g1_i2	NA	NA	NA	NA	0.386448442	0.386448442	unbias	0.238761198	Brain_fmean	0.238761198	Brain_fmean
TRINITY_DN125054_c2_g2_i3	NA	NA	NA	NA	-0.062594954	0.062594954	unbias	0.141894633	Liver_fmean	0.141894633	Liver_fmean
TRINITY_DN125054_c2_g3_i1	NA	NA	NA	NA	1.269872359	1.269872359	unbias	0.468741368	Brain_fmean	0.468741368	Brain_fmean
TRINITY_DN125055_c5_g2_i1	chchd3	Chr03	76381295	76381295	0.019870202	0.019870202	unbias	0.469164146	G43_M_mean	0.469164146	G43_M_mean
TRINITY_DN125056_c1_g1_i1	NA	NA	NA	NA	0.650597444	0.650597444	unbias	0.512551159	Brain_mmean	0.512551159	Brain_mmean
TRINITY_DN125060_c0_g2_i4	NA	NA	NA	NA	-0.995007837	0.995007837	unbias	0.300527744	G23_mmean	0.300527744	G23_mmean
TRINITY_DN125062_c0_g1_i2	NA	NA	NA	NA	-0.050154292	0.050154292	unbias	0.335243423	Ovary_mean	0.335243423	Ovary_mean
TRINITY_DN125064_c0_g2_i3	NA	NA	NA	NA	-0.102242959	0.102242959	unbias	0.262753806	Testis_mean	0.262753806	Testis_mean
TRINITY_DN125065_c0_g1_i1	NA	NA	NA	NA	-0.476902717	0.476902717	unbias	0.711743908	Ovary_mean	0.711743908	Ovary_mean
TRINITY_DN125066_c0_g1_i1	ctdsp1	Chr09	77072625	77072625	-0.119884691	0.119884691	unbias	0.361624834	Ovary_mean	0.361624834	Ovary_mean
TRINITY_DN125068_c2_g1_i2	trpm3-like	Chr01	117704370	117704370	0.07710337	0.07710337	unbias	0.442920083	Brain_fmean	0.442920083	Brain_fmean
TRINITY_DN125072_c0_g2_i1	NA	NA	NA	NA	0.407168249	0.407168249	unbias	0.454647672	Ovary_mean	0.454647672	Ovary_mean
TRINITY_DN125073_c1_g1_i1	NA	NA	NA	NA	-0.041407883	0.041407883	unbias	0.16775836	Brain_mmean	0.16775836	Brain_mmean
TRINITY_DN125075_c2_g3_i1	NA	NA	NA	NA	-0.112344211	0.112344211	unbias	0.670938521	Liver_fmean	0.670938521	Liver_fmean
TRINITY_DN125075_c3_g2_i1	NA	NA	NA	NA	0.359645714	0.359645714	unbias	0.652828232	Liver_fmean	0.652828232	Liver_fmean
TRINITY_DN125076_c0_g1_i6	NA	NA	NA	NA	-0.015788911	0.015788911	unbias	0.412687547	Ovary_mean	0.412687547	Ovary_mean
TRINITY_DN125077_c6_g1_i1	NA	NA	NA	NA	-0.080012255	0.080012255	unbias	0.286370677	G43_M_mean	0.286370677	G43_M_mean
TRINITY_DN125077_c7_g6_i5	olfml3	Chr02	67671613	67671613	-0.72041878	0.72041878	unbias	0.492674269	Ovary_mean	0.492674269	Ovary_mean
TRINITY_DN125079_c0_g1_i13	mmp17	Chr01	148212735	148212735	-0.07461974	0.07461974	unbias	0.246689654	Brain_fmean	0.246689654	Brain_fmean
TRINITY_DN125080_c1_g1_i4	NA	NA	NA	NA	-0.726914139	0.726914139	unbias	0.285743358	G23_fmean	0.285743358	G23_fmean
TRINITY_DN125081_c0_g1_i3	NA	NA	NA	NA	-0.25891707	0.25891707	unbias	0.310873768	Ovary_mean	0.310873768	Ovary_mean
TRINITY_DN125082_c2_g2_i1	NA	NA	NA	NA	-0.060164425	0.060164425	unbias	0.175120934	G43_F_mean	0.175120934	G43_F_mean
TRINITY_DN125083_c0_g1_i2	g3bp1	Chr03	11674361	11674361	-0.104107277	0.104107277	unbias	0.439351717	Ovary_mean	0.439351717	Ovary_mean
TRINITY_DN125085_c0_g1_i1	NA	NA	NA	NA	0.112412748	0.112412748	unbias	0.495329864	Brain_mmean	0.495329864	Brain_mmean
TRINITY_DN125088_c0_g1_i1	NA	NA	NA	NA	-0.25752589	0.25752589	unbias	0.621758886	Brain_mmean	0.621758886	Brain_mmean
TRINITY_DN125089_c4_g2_i1	Xetrov90003513m	Chr01	175019242	175019242	0.01682418	0.01682418	unbias	0.624727948	Brain_mmean	0.624727948	Brain_mmean
TRINITY_DN125090_c0_g1_i3	NA	NA	NA	NA	0.617225639	0.617225639	unbias	0.595663392	G46_M_mean	0.595663392	G46_M_mean
TRINITY_DN125092_c6_g4_i1	NA	NA	NA	NA	-0.219324908	0.219324908	unbias	0.674272883	G23_mmean	0.674272883	G23_mmean
TRINITY_DN125092_c6_g5_i2	NA	NA	NA	NA	0.048021718	0.048021718	unbias	0.355871493	Ovary_mean	0.355871493	Ovary_mean
TRINITY_DN125093_c0_g2_i2	NA	NA	NA	NA	0.376066126	0.376066126	unbias	0.171763523	G46_F_mean	0.171763523	G46_F_mean
TRINITY_DN125093_c0_g5_i1	NA	NA	NA	NA	0.437225062	0.437225062	unbias	0.407845954	G43_M_mean	0.407845954	G43_M_mean
TRINITY_DN125100_c0_g2_i2	NA	NA	NA	NA	-0.227794278	0.227794278	unbias	0.327990084	Ovary_mean	0.327990084	Ovary_mean
TRINITY_DN125101_c0_g2_i3	NA	NA	NA	NA	-1.07586257	1.07586257	unbias	0.280255537	Ovary_mean	0.280255537	Ovary_mean
TRINITY_DN125102_c0_g2_i1	NA	NA	NA	NA	-0.149619294	0.149619294	unbias	0.368974465	Ovary_mean	0.368974465	Ovary_mean
TRINITY_DN125103_c0_g1_i3	NA	NA	NA	NA	-0.419964065	0.419964065	unbias	0.386484595	Brain_fmean	0.386484595	Brain_fmean
TRINITY_DN125103_c0_g3_i4	NA	NA	NA	NA	0.384512984	0.384512984	unbias	0.068618102	G27_fmean	0.068618102	G27_fmean
TRINITY_DN125104_c0_g1_i2	NA	NA	NA	NA	0.439215689	0.439215689	unbias	0.804863769	Liver_fmean	0.804863769	Liver_fmean
TRINITY_DN125104_c0_g8_i5	NA	NA	NA	NA	0.714925504	0.714925504	unbias	0.529354042	Liver_mmean	0.529354042	Liver_mmean
TRINITY_DN125105_c0_g1_i1	NA	NA	NA	NA	-0.252763442	0.252763442	unbias	0.316177096	Brain_fmean	0.316177096	Brain_fmean
TRINITY_DN125105_c2_g1_i2	NA	NA	NA	NA	-0.400493833	0.400493833	unbias	0.486298416	Ovary_mean	0.486298416	Ovary_mean
TRINITY_DN125106_c2_g1_i3	c3	Chr03	130629789	130629789	0.333543755	0.333543755	unbias	0.450944104	Brain_mmean	0.450944104	Brain_mmean
TRINITY_DN125110_c1_g6_i4	NA	NA	NA	NA	-0.089033918	0.089033918	unbias	0.495251149	Liver_fmean	0.495251149	Liver_fmean
TRINITY_DN125112_c1_g1_i2	NA	NA	NA	NA	0.125180185	0.125180185	unbias	0.29205883	G46_M_mean	0.29205883	G46_M_mean
TRINITY_DN125114_c0_g1_i2	NA	NA	NA	NA	0.26788102	0.26788102	unbias	0.397273696	Ovary_mean	0.397273696	Ovary_mean
TRINITY_DN125115_c2_g1_i1	NA	NA	NA	NA	-0.404038819	0.404038819	unbias	0.592364265	Brain_mmean	0.592364265	Brain_mmean
TRINITY_DN125116_c1_g1_i12	mcm2	Chr04	124282463	124282463	0.057344946	0.057344946	unbias	0.586649971	Ovary_mean	0.586649971	Ovary_mean
TRINITY_DN125116_c1_g2_i3	NA	NA	NA	NA	0.526818366	0.526818366	unbias	0.522095383	Ovary_mean	0.522095383	Ovary_mean
TRINITY_DN125118_c0_g1_i2	NA	NA	NA	NA	0.179507502	0.179507502	unbias	0.181028845	Brain_mmean	0.181028845	Brain_mmean
