gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue	tau	tissue	dNdS	dN	dS
TRINITY_DN122994_c0_g1_i1	NA	NA	NA	NA	0.204751136	0.204751136	unbias	0.308207643	Ovary_mean	0.308207643	Ovary_mean	0.0472	0.0618	1.3096
TRINITY_DN122996_c0_g5_i1	NA	NA	NA	NA	0.114775833	0.114775833	unbias	0.403390107	Ovary_mean	0.403390107	Ovary_mean	0.0833	0.1302	1.5625
TRINITY_DN122997_c0_g1_i2	NA	NA	NA	NA	-0.47007948	0.47007948	unbias	0.43614001	Brain_mmean	0.43614001	Brain_mmean	0.0846	0.1459	1.725
TRINITY_DN123001_c0_g1_i3	lace1	Chr05	75491884	75491884	0.316534931	0.316534931	unbias	0.482028614	Brain_mmean	0.482028614	Brain_mmean	0.0903	0.138	1.5282
TRINITY_DN123005_c4_g3_i3	mif4gd	Chr10	35794316	35794316	-0.081940358	0.081940358	unbias	0.423656257	Testis_mean	0.423656257	Testis_mean	0.0979	0.1915	1.9549
TRINITY_DN123006_c2_g6_i1	LOC100495255	Chr06	16749115	16749115	0.297861684	0.297861684	unbias	0.292399205	G23_mmean	0.292399205	G23_mmean	0.0405	0.0789	1.9503
TRINITY_DN123008_c3_g1_i2	NA	NA	NA	NA	0.370415807	0.370415807	unbias	0.120202404	Ovary_mean	0.120202404	Ovary_mean	0.1768	0.322	1.8211
TRINITY_DN123011_c1_g2_i1	brsk2-like	Chr04	12360097	12360097	0.353991094	0.353991094	unbias	0.333678329	Brain_fmean	0.333678329	Brain_fmean	0.0522	0.0672	1.2873
TRINITY_DN123012_c1_g2_i1	NA	NA	NA	NA	0.274837869	0.274837869	unbias	0.388015216	Ovary_mean	0.388015216	Ovary_mean	0.0151	0.025	1.6562
TRINITY_DN123019_c0_g1_i7	NA	NA	NA	NA	0.575509164	0.575509164	unbias	0.228808032	Ovary_mean	0.228808032	Ovary_mean	0.109	0.1807	1.6574
TRINITY_DN123028_c3_g1_i2	NA	NA	NA	NA	0.156535809	0.156535809	unbias	0.274350858	Brain_mmean	0.274350858	Brain_mmean	0.0516	0.0821	1.5911
TRINITY_DN123030_c1_g1_i2	NA	NA	NA	NA	0.472056647	0.472056647	unbias	0.751321262	Liver_fmean	0.751321262	Liver_fmean	0.1427	0.2161	1.5146
TRINITY_DN123030_c2_g2_i1	tm4sf4	Chr05	118990886	118990886	0.020247357	0.020247357	unbias	0.38080654	Brain_fmean	0.38080654	Brain_fmean	0.1564	0.0742	0.4746
TRINITY_DN123034_c0_g1_i1	Xetrov90016634m	Chr06	89441383	89441383	-0.304625361	0.304625361	unbias	0.592743175	Ovary_mean	0.592743175	Ovary_mean	0.1239	0.2248	1.8145
TRINITY_DN123048_c0_g1_i8	Xetrov90023677m	Chr09	30862685	30862685	-0.507828007	0.507828007	unbias	0.356414482	Ovary_mean	0.356414482	Ovary_mean	0.0115	0.0085	0.7391
TRINITY_DN123049_c1_g1_i1	kitlg	Chr03	45198473	45198473	0.016786917	0.016786917	unbias	0.288982701	Ovary_mean	0.288982701	Ovary_mean	0.0907	0.1074	1.1833
TRINITY_DN123059_c0_g3_i4	llgl2	Chr10	35985692	35985692	0.193858014	0.193858014	unbias	0.508436836	G43_M_mean	0.508436836	G43_M_mean	0.0487	0.0641	1.316
TRINITY_DN123061_c0_g2_i1	NA	NA	NA	NA	-0.030114609	0.030114609	unbias	0.441516993	Ovary_mean	0.441516993	Ovary_mean	0.1187	0.237	1.9973
TRINITY_DN123070_c0_g1_i1	NA	NA	NA	NA	-0.101151009	0.101151009	unbias	0.722363024	G43_M_mean	0.722363024	G43_M_mean	0.1917	0.3333	1.7392
TRINITY_DN123075_c0_g1_i9	lrrc19	Chr04	75237596	75237596	-0.252264146	0.252264146	unbias	0.263556774	Testis_mean	0.263556774	Testis_mean	0.0615	0.0977	1.5896
TRINITY_DN123085_c0_g1_i1	NA	NA	NA	NA	-0.04566422	0.04566422	unbias	0.425654426	Ovary_mean	0.425654426	Ovary_mean	0.0378	0.0595	1.5725
TRINITY_DN123090_c3_g1_i4	NA	NA	NA	NA	-0.924447903	0.924447903	unbias	0.256474971	Brain_fmean	0.256474971	Brain_fmean	0.1679	0.2796	1.6654
TRINITY_DN123103_c0_g1_i1	neurod2	Chr10	3159935	3159935	0.393640683	0.393640683	unbias	0.535107704	Brain_mmean	0.535107704	Brain_mmean	0.0424	0.0581	1.3724
TRINITY_DN123108_c4_g5_i4	rab14	scaffold_124	455290	455290	-0.029848582	0.029848582	unbias	0.331289579	Brain_mmean	0.331289579	Brain_mmean	0.0624	0.0363	0.5816
TRINITY_DN123115_c0_g1_i2	tbc1d1-like	Chr01	25964030	25964030	0.138170979	0.138170979	unbias	0.419267078	Ovary_mean	0.419267078	Ovary_mean	0.0393	0.0494	1.2565
TRINITY_DN123119_c7_g4_i2	NA	NA	NA	NA	-0.393899154	0.393899154	unbias	0.311653908	G23_mmean	0.311653908	G23_mmean	0.0726	0.1267	1.7448
TRINITY_DN123123_c2_g1_i6	NA	NA	NA	NA	0.408577408	0.408577408	unbias	0.666045117	Ovary_mean	0.666045117	Ovary_mean	0.1616	0.224	1.3862
TRINITY_DN123123_c3_g5_i1	NA	NA	NA	NA	0.178066211	0.178066211	unbias	0.090065687	G27_fmean	0.090065687	G27_fmean	0.1039	0.1455	1.4003
TRINITY_DN123128_c0_g2_i1	NA	NA	NA	NA	0.281352058	0.281352058	unbias	0.350977373	G23_fmean	0.350977373	G23_fmean	0.0798	0.1308	1.6387
TRINITY_DN123130_c1_g1_i1	NA	NA	NA	NA	-0.311247035	0.311247035	unbias	0.342505345	G46_F_mean	0.342505345	G46_F_mean	0.0304	0.0208	0.6848
TRINITY_DN123133_c0_g1_i1	NA	NA	NA	NA	0.265419446	0.265419446	unbias	0.454307784	Ovary_mean	0.454307784	Ovary_mean	0.0559	0.1116	1.9969
TRINITY_DN123134_c0_g1_i8	NA	NA	NA	NA	-0.317784335	0.317784335	unbias	0.556364706	Ovary_mean	0.556364706	Ovary_mean	0.0307	0.0361	1.1727
TRINITY_DN123135_c0_g1_i1	NA	NA	NA	NA	1.014109256	1.014109256	unbias	0.10252402	G27_fmean	0.10252402	G27_fmean	0.0393	0.0712	1.8118
TRINITY_DN123138_c0_g1_i2	NA	NA	NA	NA	1.238758878	1.238758878	unbias	0.692367301	Brain_mmean	0.692367301	Brain_mmean	0.0302	0.0507	1.6781
TRINITY_DN123142_c0_g1_i2	znf281	Chr10	10668990	10668990	-0.386100456	0.386100456	unbias	0.516312463	Ovary_mean	0.516312463	Ovary_mean	0.0189	0.0196	1.0367
TRINITY_DN123148_c0_g1_i2	narfl	Chr09	10863035	10863035	1.087656476	1.087656476	unbias	0.400615403	Brain_fmean	0.400615403	Brain_fmean	0.0688	0.1246	1.8118
TRINITY_DN123155_c2_g3_i10	LOC100145599	Chr01	178928228	178928228	-0.335797851	0.335797851	unbias	0.627029556	Brain_mmean	0.627029556	Brain_mmean	0.0752	0.0452	0.6011
TRINITY_DN123158_c0_g1_i7	LOC100490994	Chr02	145155702	145155702	-0.488286846	0.488286846	unbias	0.596562186	Brain_mmean	0.596562186	Brain_mmean	0.0468	0.0488	1.0418
TRINITY_DN123159_c2_g5_i1	NA	NA	NA	NA	0.6961417	0.6961417	unbias	0.461469628	Ovary_mean	0.461469628	Ovary_mean	0.047	0.0853	1.8148
TRINITY_DN123166_c4_g6_i1	ankrd50	Chr01	55884569	55884569	0.226496431	0.226496431	unbias	0.195044357	G23_fmean	0.195044357	G23_fmean	0.1529	0.1111	0.7271
TRINITY_DN123168_c0_g1_i1	NA	NA	NA	NA	-0.844146809	0.844146809	unbias	0.595389846	Ovary_mean	0.595389846	Ovary_mean	0.0985	0.1854	1.883
TRINITY_DN123172_c3_g2_i2	NA	NA	NA	NA	-0.332837464	0.332837464	unbias	0.633317889	Ovary_mean	0.633317889	Ovary_mean	0.0329	0.0504	1.532
TRINITY_DN123172_c4_g1_i2	NA	NA	NA	NA	-0.391525726	0.391525726	unbias	0.631406993	Brain_mmean	0.631406993	Brain_mmean	0.1095	0.1746	1.5948
TRINITY_DN123178_c0_g1_i3	NA	NA	NA	NA	-0.292553667	0.292553667	unbias	0.417188292	Testis_mean	0.417188292	Testis_mean	0.0806	0.1316	1.6318
TRINITY_DN123188_c6_g3_i2	LOC101734171	Chr07	67692509	67692509	0.495695019	0.495695019	unbias	0.539172977	Ovary_mean	0.539172977	Ovary_mean	0.0526	0.0683	1.2998
TRINITY_DN123189_c2_g7_i4	NA	NA	NA	NA	-0.132389304	0.132389304	unbias	0.431177879	Ovary_mean	0.431177879	Ovary_mean	0.0466	0.082	1.7585
TRINITY_DN123193_c0_g2_i5	NA	NA	NA	NA	-0.800675522	0.800675522	unbias	0.311356085	Ovary_mean	0.311356085	Ovary_mean	0.0744	0.1221	1.6402
TRINITY_DN123201_c0_g1_i2	rhob	Chr05	139277672	139277672	-0.396801333	0.396801333	unbias	0.511736363	Ovary_mean	0.511736363	Ovary_mean	0.0356	0.0644	1.8113
TRINITY_DN123203_c0_g2_i2	NA	NA	NA	NA	0.044395448	0.044395448	unbias	0.639784964	Ovary_mean	0.639784964	Ovary_mean	0.1409	0.2628	1.8656
TRINITY_DN123204_c5_g4_i1	NA	NA	NA	NA	-0.615815348	0.615815348	unbias	0.498020029	Ovary_mean	0.498020029	Ovary_mean	0.0111	0.0104	0.9337
TRINITY_DN123213_c1_g3_i6	NA	NA	NA	NA	-0.176703403	0.176703403	unbias	0.384326197	Ovary_mean	0.384326197	Ovary_mean	0.0483	0.0613	1.2696
TRINITY_DN123217_c0_g2_i1	NA	NA	NA	NA	0.032930659	0.032930659	unbias	0.263870126	Ovary_mean	0.263870126	Ovary_mean	0.0633	0.0769	1.2155
TRINITY_DN123229_c1_g2_i1	rpa1	Chr02	28428042	28428042	-0.090847344	0.090847344	unbias	0.590626677	Ovary_mean	0.590626677	Ovary_mean	0.0406	0.0602	1.4831
TRINITY_DN123234_c0_g3_i1	NA	NA	NA	NA	-0.370074161	0.370074161	unbias	0.644688311	Brain_fmean	0.644688311	Brain_fmean	0.001	0.0006	0.6025
TRINITY_DN123239_c0_g1_i2	etv2	scaffold_278	305963	305963	0.122077955	0.122077955	unbias	0.150859847	Ovary_mean	0.150859847	Ovary_mean	0.027	0.0464	1.7174
TRINITY_DN123251_c6_g3_i2	NA	NA	NA	NA	0.227109847	0.227109847	unbias	0.241713097	G43_M_mean	0.241713097	G43_M_mean	0.1331	0.2233	1.6774
TRINITY_DN123252_c0_g1_i2	NA	NA	NA	NA	-1.185185108	1.185185108	unbias	0.700775747	Brain_fmean	0.700775747	Brain_fmean	0.0608	0.0667	1.0978
TRINITY_DN123263_c0_g1_i4	NA	NA	NA	NA	-0.027725015	0.027725015	unbias	0.394100615	Ovary_mean	0.394100615	Ovary_mean	0.0487	0.0838	1.7232
TRINITY_DN123266_c0_g1_i1	NA	NA	NA	NA	-0.938624025	0.938624025	unbias	0.795639243	Brain_mmean	0.795639243	Brain_mmean	0.0438	0.0799	1.8252
TRINITY_DN123268_c0_g1_i2	ttc22	Chr04	87529624	87529624	0.291096917	0.291096917	unbias	0.281696491	Brain_mmean	0.281696491	Brain_mmean	0.0632	0.1023	1.6178
TRINITY_DN123270_c0_g3_i6	NA	NA	NA	NA	-0.030546519	0.030546519	unbias	0.522655266	Brain_mmean	0.522655266	Brain_mmean	0.0107	0.0152	1.4191
TRINITY_DN123280_c0_g1_i1	Xetrov90007542m	Chr03	27463505	27463505	-1.12257046	1.12257046	unbias	0.445509696	Brain_mmean	0.445509696	Brain_mmean	0.1015	0.193	1.9016
TRINITY_DN123281_c5_g2_i1	chrnb2	scaffold_553	555	555	-0.115422778	0.115422778	unbias	0.156418919	Ovary_mean	0.156418919	Ovary_mean	0.2039	0.3564	1.7479
TRINITY_DN123288_c6_g1_i1	pou2f3	Chr07	87326592	87326592	0.231030479	0.231030479	unbias	0.200781533	Testis_mean	0.200781533	Testis_mean	0.0745	0.0931	1.2489
TRINITY_DN123299_c0_g1_i4	NA	NA	NA	NA	-0.002600821	0.002600821	unbias	0.528548022	Ovary_mean	0.528548022	Ovary_mean	0.0586	0.1052	1.7962
TRINITY_DN123309_c0_g1_i3	NA	NA	NA	NA	0.022791275	0.022791275	unbias	0.384152194	Ovary_mean	0.384152194	Ovary_mean	0.1296	0.2083	1.607
TRINITY_DN123314_c1_g1_i1	NA	NA	NA	NA	-0.053842855	0.053842855	unbias	0.432029379	Brain_mmean	0.432029379	Brain_mmean	0.0554	0.076	1.3713
TRINITY_DN123315_c0_g1_i2	NA	NA	NA	NA	0.09233888	0.09233888	unbias	0.262445756	G23_fmean	0.262445756	G23_fmean	0.0509	0.0487	0.9557
TRINITY_DN123315_c1_g2_i1	NA	NA	NA	NA	0.824240575	0.824240575	unbias	0.123932502	Ovary_mean	0.123932502	Ovary_mean	0.053	0.0977	1.8433
TRINITY_DN123316_c1_g3_i5	NA	NA	NA	NA	0.217768229	0.217768229	unbias	0.656380187	Brain_mmean	0.656380187	Brain_mmean	0.1363	0.2205	1.6182
TRINITY_DN123319_c3_g3_i2	NA	NA	NA	NA	-0.089234806	0.089234806	unbias	0.203791356	G23_fmean	0.203791356	G23_fmean	0.0149	0.0208	1.3971
TRINITY_DN123320_c0_g2_i10	NA	NA	NA	NA	-0.822426367	0.822426367	unbias	0.666574701	Liver_fmean	0.666574701	Liver_fmean	0.1531	0.2509	1.6387
TRINITY_DN123320_c0_g3_i7	sowahd	Chr08	38620132	38620132	-0.03980015	0.03980015	unbias	0.612548163	Ovary_mean	0.612548163	Ovary_mean	0.0884	0.1329	1.5038
TRINITY_DN123323_c0_g4_i2	rtf1	Chr08	95463057	95463057	-0.014517102	0.014517102	unbias	0.42974889	Liver_fmean	0.42974889	Liver_fmean	0.1362	0.2392	1.7559
TRINITY_DN123327_c0_g1_i1	NA	NA	NA	NA	-0.320156494	0.320156494	unbias	0.406997234	Brain_mmean	0.406997234	Brain_mmean	0.0668	0.1019	1.5254
TRINITY_DN123335_c1_g1_i3	snap23	Chr08	85260312	85260312	0.775514257	0.775514257	unbias	0.618701723	Liver_fmean	0.618701723	Liver_fmean	0.1233	0.2323	1.8836
TRINITY_DN123342_c1_g1_i1	NA	NA	NA	NA	0.611243516	0.611243516	unbias	0.38881912	Liver_mmean	0.38881912	Liver_mmean	0.0255	0.0434	1.6987
TRINITY_DN123343_c0_g2_i1	NA	NA	NA	NA	0.214712568	0.214712568	unbias	0.172110882	Ovary_mean	0.172110882	Ovary_mean	0.0293	0.0474	1.618
TRINITY_DN123348_c3_g1_i1	NA	NA	NA	NA	-0.877697284	0.877697284	unbias	0.539486584	Brain_fmean	0.539486584	Brain_fmean	0.1202	0.2252	1.8733
TRINITY_DN123360_c0_g2_i1	NA	NA	NA	NA	-0.447320764	0.447320764	unbias	0.369946832	G46_M_mean	0.369946832	G46_M_mean	0.0869	0.075	0.8635
TRINITY_DN123361_c0_g1_i1	NA	NA	NA	NA	0.296362596	0.296362596	unbias	0.476092844	Ovary_mean	0.476092844	Ovary_mean	0.1027	0.1833	1.7842
TRINITY_DN123366_c0_g2_i2	NA	NA	NA	NA	0.009464609	0.009464609	unbias	0.281950468	Brain_mmean	0.281950468	Brain_mmean	0.0053	0.0053	1.0171
TRINITY_DN123367_c1_g1_i4	NA	NA	NA	NA	-0.063054152	0.063054152	unbias	0.497498319	Ovary_mean	0.497498319	Ovary_mean	0.1063	0.1941	1.8255
TRINITY_DN123370_c0_g2_i1	NA	NA	NA	NA	0.560442027	0.560442027	unbias	0.284677764	Testis_mean	0.284677764	Testis_mean	0.1062	0.1939	1.8253
TRINITY_DN123371_c1_g1_i1	NA	NA	NA	NA	0.061654627	0.061654627	unbias	0.319918989	G31_fmean	0.319918989	G31_fmean	0.0276	0.0079	0.2849
TRINITY_DN123377_c2_g3_i1	NA	NA	NA	NA	-0.048397265	0.048397265	unbias	0.511575942	Ovary_mean	0.511575942	Ovary_mean	0.0192	0.0214	1.1146
TRINITY_DN123378_c6_g4_i9	NA	NA	NA	NA	0.057965151	0.057965151	unbias	0.348440268	Brain_fmean	0.348440268	Brain_fmean	0.0517	0.0793	1.5329
TRINITY_DN123382_c0_g1_i1	NA	NA	NA	NA	0.235727465	0.235727465	unbias	0.471717566	Ovary_mean	0.471717566	Ovary_mean	0.0862	0.1249	1.4484
TRINITY_DN123387_c1_g1_i1	NA	NA	NA	NA	0.485929119	0.485929119	unbias	0.318086465	Ovary_mean	0.318086465	Ovary_mean	0.0229	0.0274	1.1945
TRINITY_DN123387_c2_g2_i2	NA	NA	NA	NA	-0.944172367	0.944172367	unbias	0.421113414	Ovary_mean	0.421113414	Ovary_mean	0.1027	0.1533	1.493
TRINITY_DN123387_c3_g1_i1	NA	NA	NA	NA	-0.541321179	0.541321179	unbias	0.471131882	Ovary_mean	0.471131882	Ovary_mean	0.0239	0.0364	1.5233
TRINITY_DN123388_c0_g2_i1	NA	NA	NA	NA	-0.28145648	0.28145648	unbias	0.812175733	Brain_mmean	0.812175733	Brain_mmean	0.0561	0.0932	1.6608
TRINITY_DN123389_c0_g1_i4	arhgef1-like	Chr07	98424525	98424525	-0.101200516	0.101200516	unbias	0.471532752	Ovary_mean	0.471532752	Ovary_mean	0.064	0.1214	1.8955
TRINITY_DN123390_c0_g1_i5	NA	NA	NA	NA	0.416522579	0.416522579	unbias	0.460729178	G23_fmean	0.460729178	G23_fmean	0.1233	0.1447	1.1735
TRINITY_DN123392_c3_g2_i1	NA	NA	NA	NA	0.069825859	0.069825859	unbias	0.535451348	G23_fmean	0.535451348	G23_fmean	0.0826	0.0453	0.5477
TRINITY_DN123392_c3_g4_i2	NA	NA	NA	NA	-0.23020107	0.23020107	unbias	0.615611784	Brain_mmean	0.615611784	Brain_mmean	0.0805	0.0668	0.8298
TRINITY_DN123398_c5_g1_i5	det1-like	Chr03	100283292	100283292	-0.142380307	0.142380307	unbias	0.507573128	Ovary_mean	0.507573128	Ovary_mean	0.0556	0.06	1.0809
TRINITY_DN123401_c0_g2_i2	NA	NA	NA	NA	0.153590105	0.153590105	unbias	0.223378066	Brain_mmean	0.223378066	Brain_mmean	0.0445	0.0768	1.7266
TRINITY_DN123413_c0_g1_i1	dazap1	Chr01	80534503	80534503	0.089696763	0.089696763	unbias	0.72019098	Brain_mmean	0.72019098	Brain_mmean	0.0498	0.067	1.3474
TRINITY_DN123415_c0_g1_i1	NA	NA	NA	NA	0.10161104	0.10161104	unbias	0.135358191	Brain_fmean	0.135358191	Brain_fmean	0.0352	0.0595	1.6933
TRINITY_DN123418_c0_g1_i3	Xetrov90021202m	Chr08	65738582	65738582	-0.531356885	0.531356885	unbias	0.450372635	Ovary_mean	0.450372635	Ovary_mean	0.033	0.0213	0.6448
TRINITY_DN123426_c1_g2_i8	NA	NA	NA	NA	-0.140087873	0.140087873	unbias	0.470643452	Brain_mmean	0.470643452	Brain_mmean	0.0967	0.1426	1.4749
TRINITY_DN123426_c1_g4_i1	LOC100492669	Chr01	82749838	82749838	0.284403952	0.284403952	unbias	0.204015646	G23_mmean	0.204015646	G23_mmean	0.0974	0.1812	1.8611
TRINITY_DN123435_c1_g1_i1	NA	NA	NA	NA	0.282678858	0.282678858	unbias	0.661805137	Brain_mmean	0.661805137	Brain_mmean	0.0654	0.07	1.0692
TRINITY_DN123437_c0_g1_i2	NA	NA	NA	NA	0.561049165	0.561049165	unbias	0.39375824	Testis_mean	0.39375824	Testis_mean	0.0957	0.1156	1.2076
TRINITY_DN123439_c0_g1_i1	NA	NA	NA	NA	0.303528912	0.303528912	unbias	0.467453343	Brain_fmean	0.467453343	Brain_fmean	0.0729	0.1383	1.8971
TRINITY_DN123442_c0_g2_i1	ftcd	Chr09	56116482	56116482	-0.285617288	0.285617288	unbias	0.358132722	Ovary_mean	0.358132722	Ovary_mean	0.0114	0.0117	1.0302
TRINITY_DN123443_c0_g2_i1	NA	NA	NA	NA	0.074717119	0.074717119	unbias	0.37839554	G27_mmean	0.37839554	G27_mmean	0.0683	0.1191	1.7448
TRINITY_DN123455_c2_g1_i1	NA	NA	NA	NA	0.507296889	0.507296889	unbias	0.660402452	Liver_mmean	0.660402452	Liver_mmean	0.0612	0.0914	1.4924
TRINITY_DN123457_c1_g1_i1	NA	NA	NA	NA	-0.248479719	0.248479719	unbias	0.581660997	Ovary_mean	0.581660997	Ovary_mean	0.0528	0.0713	1.3514
TRINITY_DN123469_c0_g1_i1	NA	NA	NA	NA	0.662079749	0.662079749	unbias	0.682003058	Brain_mmean	0.682003058	Brain_mmean	0.291	0.4108	1.4118
TRINITY_DN123473_c0_g1_i2	NA	NA	NA	NA	0.978197911	0.978197911	unbias	0.430089711	Brain_mmean	0.430089711	Brain_mmean	0.057	0.0719	1.2617
TRINITY_DN123487_c0_g1_i2	NA	NA	NA	NA	-0.133862318	0.133862318	unbias	0.407851244	G23_fmean	0.407851244	G23_fmean	0.1433	0.2208	1.5414
TRINITY_DN123490_c2_g1_i2	LOC733726	Chr08	56893245	56893245	-0.19616334	0.19616334	unbias	0.297380299	Ovary_mean	0.297380299	Ovary_mean	0.1059	0.208	1.9646
TRINITY_DN123491_c0_g2_i4	NA	NA	NA	NA	-0.243540042	0.243540042	unbias	0.325430198	Liver_fmean	0.325430198	Liver_fmean	0.1464	0.2223	1.5179
TRINITY_DN123497_c0_g2_i3	NA	NA	NA	NA	-0.018547828	0.018547828	unbias	0.395700057	G23_mmean	0.395700057	G23_mmean	0.1593	0.259	1.6262
TRINITY_DN123507_c1_g1_i3	rasal1	Chr01	132644324	132644324	-0.886559244	0.886559244	unbias	0.580777038	Testis_mean	0.580777038	Testis_mean	0.161	0.2303	1.4306
TRINITY_DN123516_c0_g3_i4	NA	NA	NA	NA	0.309759441	0.309759441	unbias	0.349362793	Ovary_mean	0.349362793	Ovary_mean	0.1271	0.2295	1.8062
TRINITY_DN123520_c0_g1_i1	NA	NA	NA	NA	-0.174172938	0.174172938	unbias	0.414415534	Testis_mean	0.414415534	Testis_mean	0.0674	0.1123	1.6658
TRINITY_DN123521_c1_g1_i2	wdr46	Chr08	50989052	50989052	0.453835863	0.453835863	unbias	0.521695881	Ovary_mean	0.521695881	Ovary_mean	0.1448	0.2484	1.7154
TRINITY_DN123527_c2_g5_i1	NA	NA	NA	NA	0.445575307	0.445575307	unbias	0.670933564	Liver_fmean	0.670933564	Liver_fmean	0.1025	0.1719	1.6769
TRINITY_DN123529_c1_g1_i1	NA	NA	NA	NA	-0.036328942	0.036328942	unbias	0.590909656	Ovary_mean	0.590909656	Ovary_mean	0.1143	0.1861	1.6286
TRINITY_DN123540_c2_g5_i1	dlg3-like.2	Chr08	23765734	23765734	0.440255798	0.440255798	unbias	0.449294557	Brain_mmean	0.449294557	Brain_mmean	0.0518	0.0487	0.9405
TRINITY_DN123544_c7_g1_i3	NA	NA	NA	NA	-1.049124095	1.049124095	unbias	0.223318323	G23_fmean	0.223318323	G23_fmean	0.1414	0.2226	1.5739
TRINITY_DN123545_c0_g1_i1	NA	NA	NA	NA	-0.987308762	0.987308762	unbias	0.596438199	Ovary_mean	0.596438199	Ovary_mean	0.0681	0.1251	1.8367
TRINITY_DN123546_c0_g1_i3	NA	NA	NA	NA	0.637814689	0.637814689	unbias	0.367440107	Ovary_mean	0.367440107	Ovary_mean	0.0507	0.0488	0.9617
TRINITY_DN123549_c0_g1_i2	snx9	Chr05	41898515	41898515	-0.310952015	0.310952015	unbias	0.377853419	Brain_mmean	0.377853419	Brain_mmean	0.074	0.1409	1.904
TRINITY_DN123555_c2_g1_i1	NA	NA	NA	NA	0.698821172	0.698821172	unbias	0.497274151	Liver_fmean	0.497274151	Liver_fmean	0.261	0.3179	1.2183
TRINITY_DN123563_c0_g1_i5	NA	NA	NA	NA	0.200829946	0.200829946	unbias	0.209867621	Brain_mmean	0.209867621	Brain_mmean	0.001	0.0015	1.5403
TRINITY_DN123569_c2_g1_i3	ccdc40	scaffold_754	2473	2473	0.200762662	0.200762662	unbias	0.550930908	Ovary_mean	0.550930908	Ovary_mean	0.0585	0.1019	1.7436
TRINITY_DN123572_c2_g1_i2	NA	NA	NA	NA	0.116865543	0.116865543	unbias	0.592721087	Brain_mmean	0.592721087	Brain_mmean	0.052	0.0645	1.2403
TRINITY_DN123577_c1_g2_i2	mmp15	Chr04	27674172	27674172	0.132725886	0.132725886	unbias	0.535156185	Brain_fmean	0.535156185	Brain_fmean	0.0358	0.0705	1.9668
TRINITY_DN123581_c0_g1_i2	NA	NA	NA	NA	0.515579499	0.515579499	unbias	0.285392831	Brain_fmean	0.285392831	Brain_fmean	0.1957	0.1589	0.8124
TRINITY_DN123588_c0_g1_i1	NA	NA	NA	NA	-0.0953208	0.0953208	unbias	0.279016669	Testis_mean	0.279016669	Testis_mean	0.1263	0.1842	1.458
TRINITY_DN123589_c1_g2_i1	NA	NA	NA	NA	-0.046648608	0.046648608	unbias	0.500559622	Brain_fmean	0.500559622	Brain_fmean	0.1768	0.3173	1.7949
TRINITY_DN123593_c0_g5_i2	sec16b-like	Chr04	89140853	89140853	0.86080816	0.86080816	unbias	0.419110735	Ovary_mean	0.419110735	Ovary_mean	0.0366	0.0594	1.6231
TRINITY_DN123593_c1_g3_i2	snx14	Chr05	87437720	87437720	-0.150535523	0.150535523	unbias	0.348207879	Brain_mmean	0.348207879	Brain_mmean	0.0173	0.0242	1.4041
TRINITY_DN123597_c2_g1_i2	NA	NA	NA	NA	0.153078223	0.153078223	unbias	0.470616861	Brain_fmean	0.470616861	Brain_fmean	0.0312	0.0396	1.2694
TRINITY_DN123597_c2_g3_i3	LOC100495696-like	Chr07	104191330	104191330	0.210094896	0.210094896	unbias	0.427112926	Brain_fmean	0.427112926	Brain_fmean	0.0278	0.023	0.8268
TRINITY_DN123597_c3_g1_i3	NA	NA	NA	NA	-0.195539231	0.195539231	unbias	0.665507218	Ovary_mean	0.665507218	Ovary_mean	0.0489	0.0888	1.8157
TRINITY_DN123601_c1_g5_i1	cyld	Chr04	53729930	53729930	-0.04118624	0.04118624	unbias	0.549917467	Ovary_mean	0.549917467	Ovary_mean	0.1627	0.3	1.8434
TRINITY_DN123602_c2_g2_i1	NA	NA	NA	NA	0.729685573	0.729685573	unbias	0.176838041	G31_mmean	0.176838041	G31_mmean	0.0743	0.1117	1.5033
TRINITY_DN123602_c3_g8_i2	NA	NA	NA	NA	-0.341522322	0.341522322	unbias	0.413963113	Ovary_mean	0.413963113	Ovary_mean	0.0556	0.0745	1.3402
TRINITY_DN123610_c0_g1_i3	Xetrov90013054m	Chr05	7059406	7059406	-1.138451032	1.138451032	unbias	0.420252602	Ovary_mean	0.420252602	Ovary_mean	0.0502	0.08	1.5919
TRINITY_DN123612_c1_g1_i5	NA	NA	NA	NA	-0.176367161	0.176367161	unbias	0.152238642	G23_fmean	0.152238642	G23_fmean	0.0368	0.0517	1.406
TRINITY_DN123612_c2_g1_i1	NA	NA	NA	NA	-0.463023834	0.463023834	unbias	0.407444905	Ovary_mean	0.407444905	Ovary_mean	0.0616	0.1222	1.9839
TRINITY_DN123618_c0_g1_i3	NA	NA	NA	NA	0.420356862	0.420356862	unbias	0.264292607	G43_M_mean	0.264292607	G43_M_mean	0.1282	0.2184	1.7032
TRINITY_DN123620_c11_g1_i1	ftsj2	Chr09	25180224	25180224	-0.423765979	0.423765979	unbias	0.499099969	Brain_mmean	0.499099969	Brain_mmean	0.0754	0.106	1.4053
TRINITY_DN123621_c0_g1_i2	NA	NA	NA	NA	0.466327833	0.466327833	unbias	0.232014003	Ovary_mean	0.232014003	Ovary_mean	0.102	0.1282	1.2567
