RBH	gid	dnds	dn	ds	gname	chr	start	end
RBH_pair_2904.fa.best.phy	TRINITY_DN121291_c0_g1_i1	0.1908	0.3173	1.6624	g6pc3.1-like	Chr10	14095124	14095124
RBH_pair_2909.fa.best.phy	TRINITY_DN121302_c2_g1_i1	0.0704	0.1099	1.5611	nat16	scaffold_48	657496	657496
RBH_pair_2910.fa.best.phy	TRINITY_DN121303_c0_g1_i1	0.161	0.2564	1.5927	mrps30	Chr01	181453885	181453885
RBH_pair_2911.fa.best.phy	TRINITY_DN121305_c0_g2_i1	0.0724	0.0901	1.2439	brs3	Chr08	47848301	47848301
RBH_pair_2912.fa.best.phy	TRINITY_DN121308_c0_g2_i1	0.2484	0.169	0.6803	ttc29-like	Chr01	48527193	48527193
RBH_pair_2913.fa.best.phy	TRINITY_DN121320_c0_g1_i1	0.0465	0.0895	1.9256	LOC100494904-like	Chr03	80439970	80439970
RBH_pair_2914.fa.best.phy	TRINITY_DN121327_c0_g1_i1	0.1033	0.1425	1.379	LOC548390-like	Chr06	52473305	52473305
RBH_pair_2916.fa.best.phy	TRINITY_DN121337_c0_g1_i5	0.02	0.0251	1.2555	wnt10b	Chr02	132965801	132965801
RBH_pair_2918.fa.best.phy	TRINITY_DN121340_c2_g1_i1	0.0312	0.0444	1.423	eef1g	Chr04	41529466	41529466
RBH_pair_2919.fa.best.phy	TRINITY_DN121341_c0_g1_i1	0.1238	0.229	1.8498	LOC100496491	Chr05	74971425	74971425
RBH_pair_2921.fa.best.phy	TRINITY_DN121343_c0_g1_i2	0.0308	0.058	1.8833	LOC100491219-like	Chr05	60993378	60993378
RBH_pair_2922.fa.best.phy	TRINITY_DN121345_c0_g2_i1	0.0568	0.1095	1.9289	hdhd2	Chr01	193087310	193087310
RBH_pair_2923.fa.best.phy	TRINITY_DN121349_c0_g1_i1	0.0224	0.03	1.3394	npy4r	Chr03	108807728	108807728
RBH_pair_2924.fa.best.phy	TRINITY_DN121355_c0_g1_i4	0.1721	0.2608	1.5154	rnf138	Chr06	96991714	96991714
RBH_pair_2925.fa.best.phy	TRINITY_DN121358_c0_g1_i1	0.0123	0.0137	1.1183	psmd11	Chr10	6662497	6662497
RBH_pair_2927.fa.best.phy	TRINITY_DN121363_c0_g1_i1	0.0566	0.0764	1.3495	acer3	Chr02	168579891	168579891
RBH_pair_2928.fa.best.phy	TRINITY_DN121364_c0_g1_i2	0.1644	0.2225	1.3529	fam198b	Chr01	43970167	43970167
RBH_pair_2929.fa.best.phy	TRINITY_DN121366_c0_g1_i5	0.0584	0.1086	1.8592	sh3yl1	Chr05	129768294	129768294
RBH_pair_2931.fa.best.phy	TRINITY_DN121372_c0_g1_i4	0.1332	0.1346	1.0106	cables1-like.2	Chr06	93893364	93893364
RBH_pair_2933.fa.best.phy	TRINITY_DN121377_c0_g1_i1	0.0603	0.0651	1.0803	lect1	Chr02	128923049	128923049
RBH_pair_2934.fa.best.phy	TRINITY_DN121378_c0_g1_i1	0.1616	0.2708	1.6756	tut1	Chr04	41542163	41542163
RBH_pair_2936.fa.best.phy	TRINITY_DN121381_c0_g2_i3	0.1219	0.1319	1.082	NA	NA	NA	NA
RBH_pair_2938.fa.best.phy	TRINITY_DN121387_c0_g2_i2	0.0349	0.0516	1.4777	samd4a	Chr08	74384356	74384356
RBH_pair_2939.fa.best.phy	TRINITY_DN121395_c0_g2_i1	0.0442	0.0736	1.6627	psmb1	Chr05	40088126	40088126
RBH_pair_2940.fa.best.phy	TRINITY_DN121396_c0_g1_i1	0.051	0.0606	1.1875	sp4	Chr06	42539427	42539427
RBH_pair_2942.fa.best.phy	TRINITY_DN121400_c0_g1_i4	0.0516	0.0962	1.8661	hao1	Chr05	21628821	21628821
RBH_pair_2943.fa.best.phy	TRINITY_DN121401_c0_g1_i1	0.109	0.1527	1.401	ndufaf5	Chr05	33304156	33304156
RBH_pair_2945.fa.best.phy	TRINITY_DN121406_c0_g1_i2	0.0519	0.0804	1.549	ncam2	Chr02	15447151	15447151
RBH_pair_2946.fa.best.phy	TRINITY_DN121407_c0_g1_i1	0.1344	0.233	1.7334	rwdd2b	Chr02	12557111	12557111
RBH_pair_2947.fa.best.phy	TRINITY_DN121409_c1_g1_i1	0.0228	0.0235	1.031	cpne8	Chr03	65325755	65325755
RBH_pair_2948.fa.best.phy	TRINITY_DN121413_c0_g1_i2	0.031	0.0514	1.6591	cutc	Chr07	27179803	27179803
RBH_pair_2949.fa.best.phy	TRINITY_DN121416_c0_g1_i2	0.0609	0.088	1.4444	ttl	Chr05	39070097	39070097
RBH_pair_2950.fa.best.phy	TRINITY_DN121417_c1_g1_i4	0.1394	0.2233	1.6011	nsun3-like	Chr02	17600060	17600060
RBH_pair_2951.fa.best.phy	TRINITY_DN121419_c0_g1_i2	0.1311	0.1754	1.3381	arl10	Chr03	36004791	36004791
RBH_pair_2954.fa.best.phy	TRINITY_DN121423_c0_g1_i3	0.1167	0.1655	1.4174	tymp	Chr03	79868804	79868804
RBH_pair_2955.fa.best.phy	TRINITY_DN121425_c1_g2_i1	0.0858	0.162	1.8878	erbb2	Chr10	2913053	2913053
RBH_pair_2957.fa.best.phy	TRINITY_DN121434_c0_g1_i2	0.0278	0.0549	1.9744	lzts3	Chr01	6389111	6389111
RBH_pair_2958.fa.best.phy	TRINITY_DN121437_c0_g1_i1	0.0411	0.0618	1.503	rab34	Chr02	26765832	26765832
RBH_pair_2959.fa.best.phy	TRINITY_DN121438_c0_g1_i1	0.0593	0.0923	1.5562	setd3	Chr08	69572389	69572389
RBH_pair_2960.fa.best.phy	TRINITY_DN121440_c0_g1_i3	0.001	0.0016	1.6263	psmc2	Chr03	68236426	68236426
RBH_pair_2961.fa.best.phy	TRINITY_DN121442_c0_g1_i1	0.0857	0.157	1.8325	pnpo	Chr10	4651376	4651376
RBH_pair_2962.fa.best.phy	TRINITY_DN121443_c0_g1_i2	0.0826	0.1234	1.4934	tmem158	Chr06	63602201	63602201
RBH_pair_2963.fa.best.phy	TRINITY_DN121444_c0_g1_i1	0.0668	0.108	1.6164	glipr2	scaffold_480	467	467
RBH_pair_2965.fa.best.phy	TRINITY_DN121451_c0_g1_i1	0.1423	0.2107	1.4802	pex1-like	Chr06	23537255	23537255
RBH_pair_2966.fa.best.phy	TRINITY_DN121452_c0_g1_i3	0.2078	0.3096	1.4899	hsf2.2	Chr05	68135193	68135193
RBH_pair_2968.fa.best.phy	TRINITY_DN121462_c0_g1_i1	0.1448	0.2829	1.9543	sprtn	Chr05	61490151	61490151
RBH_pair_2969.fa.best.phy	TRINITY_DN121465_c3_g1_i1	0.0815	0.131	1.6069	arpin	Chr03	98609211	98609211
RBH_pair_2970.fa.best.phy	TRINITY_DN121465_c4_g2_i1	0.1415	0.2426	1.7147	mael	Chr02	1691796	1691796
RBH_pair_2971.fa.best.phy	TRINITY_DN121466_c0_g3_i1	0.0313	0.0558	1.7821	upf2	Chr03	72736541	72736541
RBH_pair_2972.fa.best.phy	TRINITY_DN121467_c0_g1_i1	0.0368	0.0604	1.6393	cbx6	Chr04	110294616	110294616
RBH_pair_2973.fa.best.phy	TRINITY_DN121478_c6_g1_i1	0.0992	0.1855	1.87	ankle2-like	Chr01	146995879	146995879
RBH_pair_2974.fa.best.phy	TRINITY_DN121480_c0_g1_i2	0.065	0.0804	1.238	nr1d1	scaffold_39	360002	360002
RBH_pair_2975.fa.best.phy	TRINITY_DN121481_c0_g2_i1	0.0419	0.0683	1.6288	LOC100486806	Chr02	162230393	162230393
RBH_pair_2976.fa.best.phy	TRINITY_DN121482_c1_g1_i1	0.1037	0.1609	1.5513	frmd8	Chr04	38983942	38983942
RBH_pair_2977.fa.best.phy	TRINITY_DN121483_c0_g3_i2	0.0357	0.0356	0.9989	vwc2l-like	Chr09	53174092	53174092
RBH_pair_2978.fa.best.phy	TRINITY_DN121485_c0_g1_i1	0.1292	0.2111	1.6341	dnajc10-like	Chr09	57023373	57023373
RBH_pair_2980.fa.best.phy	TRINITY_DN121490_c3_g1_i3	0.1222	0.2357	1.9282	mfsd7	Chr01	98607651	98607651
RBH_pair_2981.fa.best.phy	TRINITY_DN121491_c0_g1_i1	0.1357	0.2632	1.9396	tagap	Chr05	67224111	67224111
RBH_pair_2982.fa.best.phy	TRINITY_DN121492_c0_g1_i1	0.086	0.0982	1.142	vsx1	Chr05	49372262	49372262
RBH_pair_2984.fa.best.phy	TRINITY_DN121494_c0_g1_i3	0.0728	0.0712	0.9774	map3k1	Chr01	178057194	178057194
RBH_pair_2985.fa.best.phy	TRINITY_DN121505_c1_g3_i1	0.0536	0.0933	1.7418	elovl7	Chr01	176647919	176647919
RBH_pair_2986.fa.best.phy	TRINITY_DN121512_c0_g1_i1	0.1595	0.2862	1.7942	ptcd3	Chr01	11285961	11285961
RBH_pair_2987.fa.best.phy	TRINITY_DN121517_c0_g1_i1	0.0384	0.0614	1.5986	impa1	Chr06	109133225	109133225
RBH_pair_2988.fa.best.phy	TRINITY_DN121523_c0_g1_i3	0.1913	0.2941	1.5374	LOC100489686	Chr04	51206246	51206246
RBH_pair_2989.fa.best.phy	TRINITY_DN121525_c1_g1_i3	0.2313	0.2992	1.2934	LOC101734990	Chr08	94213815	94213815
RBH_pair_2991.fa.best.phy	TRINITY_DN121532_c0_g1_i1	0.1159	0.1461	1.2603	LOC100485966	Chr01	142748557	142748557
RBH_pair_2992.fa.best.phy	TRINITY_DN121533_c0_g1_i2	0.0342	0.0411	1.2001	actr10	Chr08	83340832	83340832
RBH_pair_2993.fa.best.phy	TRINITY_DN121536_c0_g1_i3	0.0654	0.1201	1.8373	wash1	scaffold_135	310703	310703
RBH_pair_2996.fa.best.phy	TRINITY_DN121543_c0_g1_i2	0.1626	0.1967	1.2099	tmem242	Chr05	41726247	41726247
RBH_pair_2997.fa.best.phy	TRINITY_DN121544_c0_g1_i2	0.0642	0.0798	1.2419	slc22a23	Chr06	50760904	50760904
RBH_pair_2998.fa.best.phy	TRINITY_DN121547_c0_g1_i5	0.0375	0.0701	1.8688	dok4	Chr04	28229040	28229040
RBH_pair_2999.fa.best.phy	TRINITY_DN121549_c0_g1_i2	0.0914	0.1367	1.4956	mettl6	Chr06	72677278	72677278
RBH_pair_3000.fa.best.phy	TRINITY_DN121554_c1_g10_i1	0.0757	0.1513	1.9999	spire2-like	Chr04	62009135	62009135
RBH_pair_3003.fa.best.phy	TRINITY_DN121558_c0_g1_i1	0.0796	0.1066	1.3388	kazald1	Chr07	21730396	21730396
RBH_pair_3004.fa.best.phy	TRINITY_DN121559_c0_g1_i2	0.1222	0.1788	1.4632	tek	Chr01	110075520	110075520
RBH_pair_3006.fa.best.phy	TRINITY_DN121564_c0_g1_i2	0.0274	0.0329	1.2029	abhd13	Chr02	114355231	114355231
RBH_pair_3007.fa.best.phy	TRINITY_DN121566_c0_g2_i1	0.0236	0.045	1.9046	LOC100498424	Chr04	128665948	128665948
RBH_pair_3009.fa.best.phy	TRINITY_DN121568_c0_g1_i2	0.0803	0.077	0.9593	tmem50a	Chr02	85522646	85522646
RBH_pair_3010.fa.best.phy	TRINITY_DN121570_c0_g1_i1	0.1811	0.2819	1.5563	cd53	Chr02	66624853	66624853
RBH_pair_3013.fa.best.phy	TRINITY_DN121583_c1_g3_i5	0.0786	0.1217	1.5474	Xetrov90019644m	Chr07	117149136	117149136
RBH_pair_3014.fa.best.phy	TRINITY_DN121584_c0_g1_i2	0.0204	0.032	1.5693	pdha1	Chr02	38919907	38919907
RBH_pair_3015.fa.best.phy	TRINITY_DN121585_c3_g5_i1	0.0303	0.0352	1.1626	phf1	Chr08	50884578	50884578
RBH_pair_3018.fa.best.phy	TRINITY_DN121593_c4_g2_i1	0.0399	0.0449	1.1252	mapk12	Chr03	62075894	62075894
RBH_pair_3019.fa.best.phy	TRINITY_DN121594_c0_g5_i8	0.0165	0.0306	1.8483	ahcyl2	Chr03	77537957	77537957
RBH_pair_3020.fa.best.phy	TRINITY_DN121596_c6_g1_i1	0.0272	0.0379	1.3909	seh1l	Chr06	88338441	88338441
RBH_pair_3021.fa.best.phy	TRINITY_DN121598_c0_g1_i3	0.1893	0.2601	1.3742	LOC100497696	Chr04	13685718	13685718
RBH_pair_3022.fa.best.phy	TRINITY_DN121603_c0_g3_i12	0.0178	0.0254	1.4294	LOC100492289	Chr01	79798399	79798399
RBH_pair_3023.fa.best.phy	TRINITY_DN121606_c1_g2_i3	0.0835	0.132	1.5803	adat2	Chr05	67567102	67567102
RBH_pair_3024.fa.best.phy	TRINITY_DN121610_c0_g1_i1	0.0229	0.0457	1.9963	gpr83	Chr08	19937478	19937478
RBH_pair_3025.fa.best.phy	TRINITY_DN121611_c0_g1_i3	0.0366	0.0656	1.7937	hpd-like.2	Chr02	38271081	38271081
RBH_pair_3028.fa.best.phy	TRINITY_DN121615_c0_g1_i1	0.1038	0.1607	1.5481	pus10	Chr05	27603344	27603344
RBH_pair_3029.fa.best.phy	TRINITY_DN121616_c0_g1_i2	0.0423	0.0596	1.4115	LOC100495174	Chr01	18430207	18430207
RBH_pair_3034.fa.best.phy	TRINITY_DN121636_c0_g3_i2	0.0125	0.02	1.6017	gps1	Chr10	19431228	19431228
RBH_pair_3036.fa.best.phy	TRINITY_DN121641_c0_g1_i1	0.0666	0.0796	1.1959	rrh	Chr01	59145793	59145793
RBH_pair_3039.fa.best.phy	TRINITY_DN121649_c0_g1_i1	0.0584	0.0542	0.9294	dbp	Chr07	95612475	95612475
RBH_pair_3040.fa.best.phy	TRINITY_DN121650_c0_g1_i1	0.0352	0.0694	1.975	tspan33-like	Chr03	77696230	77696230
RBH_pair_3041.fa.best.phy	TRINITY_DN121654_c1_g3_i1	0.0526	0.0733	1.3945	bhlhe22	Chr06	103340544	103340544
RBH_pair_3043.fa.best.phy	TRINITY_DN121654_c1_g7_i2	0.0296	0.0406	1.3715	meis3	Chr08	58917012	58917012
RBH_pair_3048.fa.best.phy	TRINITY_DN121666_c1_g3_i2	0.1323	0.1717	1.2976	slc34a2	scaffold_69	696363	696363
RBH_pair_3050.fa.best.phy	TRINITY_DN121671_c0_g1_i1	0.0224	0.0366	1.6308	LOC101733139	Chr01	4854434	4854434
RBH_pair_3051.fa.best.phy	TRINITY_DN121671_c1_g1_i1	0.1009	0.1473	1.4602	LOC100493940	Chr03	36262987	36262987
RBH_pair_3054.fa.best.phy	TRINITY_DN121678_c0_g2_i4	0.0769	0.1214	1.5786	crat.2	Chr08	54036380	54036380
RBH_pair_3055.fa.best.phy	TRINITY_DN121680_c0_g1_i1	0.0494	0.0682	1.3808	abl2	Chr04	89688293	89688293
RBH_pair_3056.fa.best.phy	TRINITY_DN121681_c0_g3_i1	0.0849	0.1094	1.2891	Xetrov90008110m	Chr03	55515910	55515910
RBH_pair_3060.fa.best.phy	TRINITY_DN121685_c0_g1_i1	0.0089	0.0077	0.8688	isl1	Chr01	180513138	180513138
RBH_pair_3063.fa.best.phy	TRINITY_DN121692_c2_g4_i1	0.177	0.1976	1.1168	ramp3	Chr06	67957827	67957827
RBH_pair_3064.fa.best.phy	TRINITY_DN121695_c0_g1_i1	0.0887	0.1547	1.7449	nipal1	Chr01	29602560	29602560
RBH_pair_3065.fa.best.phy	TRINITY_DN121697_c0_g2_i1	0.1902	0.2659	1.398	ido1	Chr03	107372909	107372909
RBH_pair_3066.fa.best.phy	TRINITY_DN121698_c5_g1_i2	0.0845	0.1613	1.9079	agrp	Chr04	51758172	51758172
RBH_pair_3067.fa.best.phy	TRINITY_DN121702_c0_g2_i4	0.0129	0.0235	1.814	tln2	Chr03	82008782	82008782
RBH_pair_3068.fa.best.phy	TRINITY_DN121703_c0_g2_i1	0.0434	0.0696	1.6024	crbn	Chr04	119446757	119446757
RBH_pair_3069.fa.best.phy	TRINITY_DN121705_c0_g1_i3	0.07	0.0718	1.0263	pax1	Chr05	25375293	25375293
RBH_pair_3070.fa.best.phy	TRINITY_DN121706_c0_g1_i2	0.0204	0.0228	1.1187	ppm1l-like	Chr05	103242943	103242943
RBH_pair_3073.fa.best.phy	TRINITY_DN121711_c0_g1_i2	0.1233	0.2143	1.7374	LOC101733905	Chr09	3137512	3137512
RBH_pair_3074.fa.best.phy	TRINITY_DN121712_c0_g1_i1	0.0841	0.1049	1.2475	ccdc53	Chr03	39618911	39618911
RBH_pair_3075.fa.best.phy	TRINITY_DN121715_c0_g1_i1	0.0336	0.0394	1.1734	cnih4	Chr05	5090669	5090669
RBH_pair_3077.fa.best.phy	TRINITY_DN121726_c0_g1_i1	0.1172	0.2032	1.7337	nudcd1	Chr06	116105683	116105683
RBH_pair_3078.fa.best.phy	TRINITY_DN121728_c2_g2_i3	0.0217	0.0338	1.5594	polr2i	Chr08	50271328	50271328
RBH_pair_3079.fa.best.phy	TRINITY_DN121728_c3_g9_i1	0.3632	0.632	1.74	ak1	Chr08	2452531	2452531
RBH_pair_3080.fa.best.phy	TRINITY_DN121729_c0_g1_i1	0.0203	0.034	1.6778	rapsn	Chr04	8065548	8065548
RBH_pair_3081.fa.best.phy	TRINITY_DN121730_c0_g2_i1	0.0223	0.0363	1.6301	csrp3	scaffold_299	99093	99093
RBH_pair_3086.fa.best.phy	TRINITY_DN121734_c0_g2_i1	0.0336	0.0357	1.0648	LOC100496398-like	Chr08	17621717	17621717
RBH_pair_3087.fa.best.phy	TRINITY_DN121738_c0_g2_i3	0.1183	0.185	1.5646	krt19	Chr10	1735025	1735025
RBH_pair_3088.fa.best.phy	TRINITY_DN121738_c1_g1_i3	0.1461	0.243	1.6639	LOC100490729	Chr10	1799104	1799104
RBH_pair_3089.fa.best.phy	TRINITY_DN121739_c0_g1_i5	0.1815	0.3013	1.6599	NA	NA	NA	NA
RBH_pair_3090.fa.best.phy	TRINITY_DN121741_c0_g1_i3	0.1064	0.1093	1.0277	cers5	Chr02	146028235	146028235
RBH_pair_3092.fa.best.phy	TRINITY_DN121743_c2_g1_i1	0.0866	0.1184	1.3667	mdk	Chr04	5269582	5269582
RBH_pair_3095.fa.best.phy	TRINITY_DN121756_c0_g1_i1	0.0668	0.0759	1.136	atg4b	Chr05	122293215	122293215
RBH_pair_3096.fa.best.phy	TRINITY_DN121758_c0_g1_i1	0.0328	0.0306	0.9331	npas3	Chr08	93291689	93291689
RBH_pair_3097.fa.best.phy	TRINITY_DN121758_c0_g2_i1	0.1166	0.1819	1.5608	tk2	Chr04	60445301	60445301
RBH_pair_3099.fa.best.phy	TRINITY_DN121768_c0_g1_i1	0.0428	0.0635	1.4822	asns	scaffold_73	1301040	1301040
RBH_pair_3100.fa.best.phy	TRINITY_DN121771_c0_g1_i1	0.0666	0.0806	1.2102	LOC100489262	Chr01	102542493	102542493
RBH_pair_3101.fa.best.phy	TRINITY_DN121775_c0_g1_i1	0.1473	0.2329	1.5811	tmprss15	Chr02	16082257	16082257
RBH_pair_3102.fa.best.phy	TRINITY_DN121777_c0_g3_i3	0.0699	0.048	0.6866	ube2e2-like.1	Chr06	77553089	77553089
RBH_pair_3104.fa.best.phy	TRINITY_DN121781_c0_g1_i1	0.0628	0.0895	1.4244	tomm22	Chr04	110087033	110087033
RBH_pair_3106.fa.best.phy	TRINITY_DN121787_c0_g1_i1	0.0403	0.0503	1.248	gpr45	Chr02	108113322	108113322
RBH_pair_3108.fa.best.phy	TRINITY_DN121794_c0_g1_i2	0.0309	0.0158	0.5123	thrb	Chr06	77459361	77459361
RBH_pair_3109.fa.best.phy	TRINITY_DN121796_c1_g2_i1	0.0031	0.0031	1.0064	smad2	Chr01	192659496	192659496
RBH_pair_3111.fa.best.phy	TRINITY_DN121805_c0_g1_i2	0.0193	0.0242	1.2533	sestd1	Chr09	58519349	58519349
RBH_pair_3112.fa.best.phy	TRINITY_DN121806_c0_g1_i1	0.0694	0.0895	1.2904	arnt	Chr08	106004460	106004460
RBH_pair_3113.fa.best.phy	TRINITY_DN121808_c0_g1_i1	0.2142	0.3276	1.5297	LOC100495023	Chr03	5649079	5649079
RBH_pair_3116.fa.best.phy	TRINITY_DN121814_c0_g1_i1	0.0637	0.0721	1.1314	sp5	Chr09	62974197	62974197
RBH_pair_3118.fa.best.phy	TRINITY_DN121817_c0_g1_i2	0.0553	0.0786	1.4206	tmem180	Chr07	21097189	21097189
RBH_pair_3119.fa.best.phy	TRINITY_DN121819_c0_g1_i1	0.0973	0.1296	1.3324	psme1	Chr01	127231566	127231566
RBH_pair_3120.fa.best.phy	TRINITY_DN121820_c0_g1_i2	0.1629	0.3087	1.8946	fkbpl	Chr08	54065238	54065238
RBH_pair_3121.fa.best.phy	TRINITY_DN121821_c2_g4_i2	0.2017	0.247	1.2246	LOC100489904-like	Chr04	61880658	61880658
RBH_pair_3122.fa.best.phy	TRINITY_DN121823_c0_g1_i2	0.1291	0.2095	1.6224	zcchc4	scaffold_69	788197	788197
RBH_pair_3123.fa.best.phy	TRINITY_DN121824_c0_g1_i3	0.1185	0.1955	1.6494	cxorf58	Chr02	38822569	38822569
RBH_pair_3127.fa.best.phy	TRINITY_DN121834_c1_g3_i2	0.1252	0.2104	1.6811	LOC100491264-like	scaffold_2692	665	665
RBH_pair_3128.fa.best.phy	TRINITY_DN121835_c0_g1_i2	0.1294	0.2367	1.8289	c19orf54	Chr08	57320752	57320752
RBH_pair_3130.fa.best.phy	TRINITY_DN121845_c0_g1_i1	0.1067	0.1827	1.7117	LOC100488302-like	Chr01	31743645	31743645
RBH_pair_3132.fa.best.phy	TRINITY_DN121851_c0_g1_i1	0.0285	0.0369	1.2953	ensa	Chr08	106567009	106567009
RBH_pair_3133.fa.best.phy	TRINITY_DN121856_c0_g1_i1	0.0153	0.0262	1.7108	ing1	Chr02	113523911	113523911
RBH_pair_3136.fa.best.phy	TRINITY_DN121866_c0_g1_i1	0.1398	0.234	1.6742	adat1	Chr04	66736692	66736692
RBH_pair_3137.fa.best.phy	TRINITY_DN121870_c0_g1_i1	0.0321	0.0372	1.16	nxn	Chr02	92584744	92584744
RBH_pair_3138.fa.best.phy	TRINITY_DN121873_c0_g1_i4	0.2285	0.3752	1.6424	c6orf136	Chr08	52503875	52503875
RBH_pair_3140.fa.best.phy	TRINITY_DN121879_c1_g1_i5	0.057	0.1016	1.7828	fabp3	Chr02	53340522	53340522
RBH_pair_3141.fa.best.phy	TRINITY_DN121881_c0_g1_i1	0.0966	0.1843	1.9084	mettl2b	Chr10	9004507	9004507
RBH_pair_3143.fa.best.phy	TRINITY_DN121884_c0_g2_i1	0.0364	0.0569	1.5625	stk32b	Chr01	19018414	19018414
RBH_pair_3144.fa.best.phy	TRINITY_DN121888_c0_g2_i1	0.0082	0.0103	1.2612	LOC101734987	Chr01	125357764	125357764
RBH_pair_3145.fa.best.phy	TRINITY_DN121889_c0_g2_i1	0.1263	0.1979	1.5665	lipt1	Chr02	109291695	109291695
RBH_pair_3146.fa.best.phy	TRINITY_DN121893_c1_g1_i1	0.1093	0.1829	1.6736	mfsd12	Chr01	74074214	74074214
RBH_pair_3148.fa.best.phy	TRINITY_DN121902_c0_g1_i2	0.2672	0.4624	1.7303	LOC101732341	Chr08	45509834	45509834
RBH_pair_3149.fa.best.phy	TRINITY_DN121903_c1_g10_i1	0.0095	0.0149	1.5668	LOC101733385	Chr02	154845193	154845193
RBH_pair_3150.fa.best.phy	TRINITY_DN121903_c1_g6_i2	0.2053	0.3795	1.8488	tgfbr3l-like	Chr03	123717102	123717102
RBH_pair_3151.fa.best.phy	TRINITY_DN121906_c0_g1_i2	0.131	0.2329	1.7776	krt16	scaffold_39	1449205	1449205
RBH_pair_3153.fa.best.phy	TRINITY_DN121912_c1_g2_i1	0.0848	0.1146	1.3505	tbk1	Chr03	48622975	48622975
RBH_pair_3159.fa.best.phy	TRINITY_DN121922_c0_g1_i8	0.063	0.0801	1.2702	ntf3	Chr03	8583094	8583094
RBH_pair_3160.fa.best.phy	TRINITY_DN121924_c0_g2_i2	0.1504	0.2236	1.4864	lrrc69	Chr06	111788725	111788725
RBH_pair_3161.fa.best.phy	TRINITY_DN121929_c0_g1_i1	0.1352	0.2173	1.6073	p2ry12-like	Chr05	106646849	106646849
RBH_pair_3162.fa.best.phy	TRINITY_DN121930_c2_g3_i1	0.0871	0.1505	1.7281	gal3st1	Chr01	131818736	131818736
RBH_pair_3164.fa.best.phy	TRINITY_DN121931_c0_g1_i1	0.0786	0.1563	1.9893	zfand1	Chr06	109187521	109187521
RBH_pair_3166.fa.best.phy	TRINITY_DN121933_c2_g8_i2	0.037	0.0391	1.0551	gpr52	Chr04	87733257	87733257
RBH_pair_3171.fa.best.phy	TRINITY_DN121944_c0_g4_i1	0.0894	0.1458	1.6301	baiap2l1	Chr09	20190435	20190435
RBH_pair_3172.fa.best.phy	TRINITY_DN121944_c1_g4_i7	0.0319	0.0511	1.5997	mxd3	Chr03	36713699	36713699
RBH_pair_3173.fa.best.phy	TRINITY_DN121947_c0_g1_i2	0.0084	0.0106	1.2628	tmem185a	Chr08	36366464	36366464
RBH_pair_3176.fa.best.phy	TRINITY_DN121951_c0_g1_i1	0.1088	0.1867	1.7152	nov	Chr06	122892546	122892546
RBH_pair_3177.fa.best.phy	TRINITY_DN121952_c0_g1_i1	0.1555	0.2065	1.328	fnip2-like	Chr01	43643926	43643926
RBH_pair_3178.fa.best.phy	TRINITY_DN121953_c0_g1_i3	0.1324	0.1662	1.2553	wdpcp	Chr05	28534643	28534643
RBH_pair_3179.fa.best.phy	TRINITY_DN121956_c0_g1_i6	0.0445	0.0565	1.2701	Xetrov90016436m	Chr06	75975318	75975318
RBH_pair_3180.fa.best.phy	TRINITY_DN121957_c0_g1_i4	0.1523	0.2429	1.595	fto	Chr04	44256505	44256505
RBH_pair_3182.fa.best.phy	TRINITY_DN121970_c0_g1_i6	0.0109	0.0104	0.954	u2af2	Chr07	96607969	96607969
RBH_pair_3183.fa.best.phy	TRINITY_DN121973_c0_g1_i2	0.0256	0.0394	1.539	cdc45-like	Chr01	145780872	145780872
RBH_pair_3184.fa.best.phy	TRINITY_DN121980_c0_g1_i4	0.026	0.0314	1.2058	rab15	Chr08	87594664	87594664
RBH_pair_3185.fa.best.phy	TRINITY_DN121981_c0_g1_i2	0.0322	0.0502	1.5588	nck2	Chr02	106546703	106546703
RBH_pair_3187.fa.best.phy	TRINITY_DN121986_c0_g1_i2	0.0671	0.1028	1.532	tmem144	Chr01	43946688	43946688
RBH_pair_3189.fa.best.phy	TRINITY_DN121989_c0_g1_i2	0.1857	0.3011	1.6217	cyb5r4	Chr05	87982961	87982961
RBH_pair_3193.fa.best.phy	TRINITY_DN122011_c0_g2_i2	0.1024	0.1179	1.1519	mtx3-like	Chr01	163732821	163732821
RBH_pair_3194.fa.best.phy	TRINITY_DN122013_c0_g1_i2	0.1155	0.2237	1.9367	car1_predicted	Chr06	110290541	110290541
RBH_pair_3197.fa.best.phy	TRINITY_DN122023_c2_g2_i2	0.1139	0.13	1.141	ndufab1	Chr09	14344829	14344829
RBH_pair_3198.fa.best.phy	TRINITY_DN122025_c0_g1_i3	0.0813	0.1061	1.3045	ccnf	Chr09	16615834	16615834
RBH_pair_3201.fa.best.phy	TRINITY_DN122030_c1_g4_i2	0.0389	0.0682	1.7556	def8	Chr04	63689596	63689596
RBH_pair_3203.fa.best.phy	TRINITY_DN122032_c1_g2_i1	0.0746	0.1407	1.8871	ptchd2.2	Chr07	53583307	53583307
RBH_pair_3205.fa.best.phy	TRINITY_DN122034_c0_g3_i2	0.1009	0.1777	1.7608	kif11	Chr07	17322622	17322622
RBH_pair_3206.fa.best.phy	TRINITY_DN122039_c0_g3_i1	0.0954	0.0883	0.926	bend4-like	Chr01	28031281	28031281
RBH_pair_3207.fa.best.phy	TRINITY_DN122042_c0_g2_i1	0.0417	0.0507	1.2154	gbas	Chr02	94271619	94271619
