rbh	gid	dNdS	dN	dS	chrid	chrtype	twosexchr
RBH_pair_3994.fa.best.phy	TRINITY_DN123821_c0_g1_i1	0.084	0.1512	1.8005	Chr02	Sexchr	Chr02
RBH_pair_10757.fa.best.phy	TRINITY_DN212712_c0_g1_i1	0.0274	0.0493	1.8015	Chr02	Sexchr	Chr02
RBH_pair_5259.fa.best.phy	TRINITY_DN126349_c0_g1_i2	0.1078	0.1942	1.8015	Chr02	Sexchr	Chr02
RBH_pair_8810.fa.best.phy	TRINITY_DN132791_c0_g2_i1	0.0417	0.0751	1.802	Chr02	Sexchr	Chr02
RBH_pair_4594.fa.best.phy	TRINITY_DN125023_c3_g4_i1	0.0771	0.1391	1.8031	Chr02	Sexchr	Chr02
RBH_pair_5131.fa.best.phy	TRINITY_DN126113_c4_g2_i1	0.0109	0.0196	1.8058	Chr02	Sexchr	Chr02
RBH_pair_7607.fa.best.phy	TRINITY_DN130661_c0_g1_i3	0.1035	0.1869	1.8059	Chr02	Sexchr	Chr02
RBH_pair_5537.fa.best.phy	TRINITY_DN126871_c1_g3_i1	0.0237	0.0428	1.8063	Chr02	Sexchr	Chr02
RBH_pair_9426.fa.best.phy	TRINITY_DN133929_c5_g3_i4	0.0705	0.1273	1.8065	Chr02	Sexchr	Chr02
RBH_pair_4837.fa.best.phy	TRINITY_DN125483_c0_g3_i1	0.181	0.3272	1.8077	Chr02	Sexchr	Chr02
RBH_pair_9859.fa.best.phy	TRINITY_DN134768_c0_g1_i1	0.0516	0.0934	1.8099	Chr02	Sexchr	Chr02
RBH_pair_2586.fa.best.phy	TRINITY_DN120483_c0_g1_i3	0.0911	0.1652	1.8126	Chr02	Sexchr	Chr02
RBH_pair_10271.fa.best.phy	TRINITY_DN135721_c0_g1_i2	0.1349	0.2447	1.8135	Chr02	Sexchr	Chr02
RBH_pair_3631.fa.best.phy	TRINITY_DN123034_c0_g1_i1	0.1239	0.2248	1.8145	Chr02	Sexchr	Chr02
RBH_pair_30.fa.best.phy	TRINITY_DN101488_c0_g2_i2	0.0471	0.0856	1.8187	Chr02	Sexchr	Chr02
RBH_pair_10725.fa.best.phy	TRINITY_DN198004_c0_g1_i1	0.1267	0.2307	1.8211	Chr02	Sexchr	Chr02
RBH_pair_6791.fa.best.phy	TRINITY_DN129227_c0_g2_i2	0.1168	0.213	1.8241	Chr02	Sexchr	Chr02
RBH_pair_4086.fa.best.phy	TRINITY_DN124000_c0_g1_i1	0.053	0.0968	1.8251	Chr02	Sexchr	Chr02
RBH_pair_11104.fa.best.phy	TRINITY_DN85438_c0_g1_i1	0.2485	0.4538	1.8261	Chr02	Sexchr	Chr02
RBH_pair_5141.fa.best.phy	TRINITY_DN126126_c0_g1_i1	0.0846	0.1546	1.8271	Chr02	Sexchr	Chr02
RBH_pair_2123.fa.best.phy	TRINITY_DN119065_c0_g1_i2	0.1169	0.2135	1.8274	Chr02	Sexchr	Chr02
RBH_pair_7160.fa.best.phy	TRINITY_DN129880_c2_g1_i1	0.1399	0.2557	1.8283	Chr02	Sexchr	Chr02
RBH_pair_469.fa.best.phy	TRINITY_DN110146_c0_g1_i3	0.0728	0.1335	1.8353	Chr02	Sexchr	Chr02
RBH_pair_8457.fa.best.phy	TRINITY_DN132185_c3_g10_i3	0.053	0.0974	1.8355	Chr02	Sexchr	Chr02
RBH_pair_5357.fa.best.phy	TRINITY_DN126536_c5_g1_i1	0.0626	0.115	1.8362	Chr02	Sexchr	Chr02
RBH_pair_2516.fa.best.phy	TRINITY_DN120270_c0_g1_i1	0.0295	0.0543	1.8374	Chr02	Sexchr	Chr02
RBH_pair_299.fa.best.phy	TRINITY_DN107761_c0_g1_i1	0.0647	0.1191	1.8409	Chr02	Sexchr	Chr02
RBH_pair_8041.fa.best.phy	TRINITY_DN131443_c0_g2_i3	0.0646	0.1189	1.841	Chr02	Sexchr	Chr02
RBH_pair_5752.fa.best.phy	TRINITY_DN127268_c2_g4_i6	0.158	0.2908	1.8412	Chr02	Sexchr	Chr02
RBH_pair_8528.fa.best.phy	TRINITY_DN132305_c3_g4_i3	0.1371	0.2527	1.8432	Chr02	Sexchr	Chr02
RBH_pair_9678.fa.best.phy	TRINITY_DN134432_c1_g1_i2	0.085	0.1569	1.8464	Chr02	Sexchr	Chr02
RBH_pair_8538.fa.best.phy	TRINITY_DN132328_c1_g1_i1	0.1146	0.2122	1.8521	Chr02	Sexchr	Chr02
RBH_pair_4780.fa.best.phy	TRINITY_DN125364_c0_g2_i1	0.0244	0.0453	1.8556	Chr02	Sexchr	Chr02
RBH_pair_7243.fa.best.phy	TRINITY_DN130045_c0_g4_i1	0.098	0.182	1.8561	Chr02	Sexchr	Chr02
RBH_pair_1035.fa.best.phy	TRINITY_DN114653_c0_g2_i1	0.0612	0.1138	1.858	Chr02	Sexchr	Chr02
RBH_pair_9497.fa.best.phy	TRINITY_DN134067_c2_g1_i1	0.1048	0.1949	1.8594	Chr02	Sexchr	Chr02
RBH_pair_2454.fa.best.phy	TRINITY_DN120090_c0_g1_i1	0.1908	0.3549	1.8601	Chr02	Sexchr	Chr02
RBH_pair_3796.fa.best.phy	TRINITY_DN123426_c1_g4_i1	0.0974	0.1812	1.8611	Chr02	Sexchr	Chr02
RBH_pair_757.fa.best.phy	TRINITY_DN112742_c0_g1_i1	0.0243	0.0452	1.8632	Chr02	Sexchr	Chr02
RBH_pair_3943.fa.best.phy	TRINITY_DN123711_c0_g1_i1	0.1601	0.2984	1.8647	Chr02	Sexchr	Chr02
RBH_pair_9530.fa.best.phy	TRINITY_DN134122_c6_g1_i1	0.0504	0.0941	1.8657	Chr02	Sexchr	Chr02
RBH_pair_8211.fa.best.phy	TRINITY_DN131757_c0_g1_i8	0.0977	0.1826	1.8685	Chr02	Sexchr	Chr02
RBH_pair_5346.fa.best.phy	TRINITY_DN126528_c1_g1_i1	0.0618	0.1155	1.8687	Chr02	Sexchr	Chr02
RBH_pair_10853.fa.best.phy	TRINITY_DN47241_c0_g1_i1	0.0689	0.1287	1.8687	Chr02	Sexchr	Chr02
RBH_pair_11209.fa.best.phy	TRINITY_DN93628_c0_g1_i1	0.1214	0.2269	1.8687	Chr02	Sexchr	Chr02
RBH_pair_6857.fa.best.phy	TRINITY_DN129349_c0_g4_i6	0.0537	0.1003	1.8701	Chr02	Sexchr	Chr02
RBH_pair_9532.fa.best.phy	TRINITY_DN134124_c1_g1_i1	0.0707	0.1323	1.8704	Chr02	Sexchr	Chr02
RBH_pair_7534.fa.best.phy	TRINITY_DN130530_c0_g1_i2	0.0903	0.1692	1.874	Chr02	Sexchr	Chr02
RBH_pair_8419.fa.best.phy	TRINITY_DN132126_c1_g8_i2	0.0067	0.0126	1.8778	Chr02	Sexchr	Chr02
RBH_pair_11002.fa.best.phy	TRINITY_DN73171_c0_g1_i1	0.0551	0.1035	1.8781	Chr02	Sexchr	Chr02
RBH_pair_7929.fa.best.phy	TRINITY_DN131239_c1_g1_i1	0.053	0.0996	1.8802	Chr02	Sexchr	Chr02
RBH_pair_9665.fa.best.phy	TRINITY_DN134410_c0_g2_i3	0.0796	0.1498	1.882	Chr02	Sexchr	Chr02
RBH_pair_3601.fa.best.phy	TRINITY_DN122976_c0_g2_i2	0.1022	0.1924	1.8824	Chr02	Sexchr	Chr02
RBH_pair_8641.fa.best.phy	TRINITY_DN132494_c2_g3_i3	0.0726	0.1367	1.8825	Chr02	Sexchr	Chr02
RBH_pair_1342.fa.best.phy	TRINITY_DN116146_c0_g1_i1	0.0355	0.0668	1.8827	Chr02	Sexchr	Chr02
RBH_pair_1101.fa.best.phy	TRINITY_DN114942_c0_g1_i1	0.0586	0.1103	1.8842	Chr02	Sexchr	Chr02
RBH_pair_7510.fa.best.phy	TRINITY_DN130505_c1_g1_i3	0.0855	0.1612	1.8853	Chr02	Sexchr	Chr02
RBH_pair_9540.fa.best.phy	TRINITY_DN134142_c5_g1_i2	0.0908	0.1712	1.8853	Chr02	Sexchr	Chr02
RBH_pair_2446.fa.best.phy	TRINITY_DN120071_c0_g1_i2	0.0762	0.1438	1.8866	Chr02	Sexchr	Chr02
RBH_pair_2390.fa.best.phy	TRINITY_DN119893_c0_g1_i1	0.0808	0.1527	1.8887	Chr02	Sexchr	Chr02
RBH_pair_3407.fa.best.phy	TRINITY_DN122528_c0_g2_i1	0.1324	0.2502	1.8887	Chr02	Sexchr	Chr02
RBH_pair_10543.fa.best.phy	TRINITY_DN136634_c8_g12_i2	0.0768	0.1451	1.8889	Chr02	Sexchr	Chr02
RBH_pair_9151.fa.best.phy	TRINITY_DN133444_c0_g2_i2	0.0221	0.0418	1.8893	Chr02	Sexchr	Chr02
RBH_pair_2385.fa.best.phy	TRINITY_DN119883_c0_g5_i1	0.1512	0.2858	1.8909	Chr02	Sexchr	Chr02
RBH_pair_1256.fa.best.phy	TRINITY_DN115635_c0_g1_i1	0.0795	0.1503	1.8919	Chr02	Sexchr	Chr02
RBH_pair_9852.fa.best.phy	TRINITY_DN134753_c4_g3_i2	0.0551	0.1043	1.893	Chr02	Sexchr	Chr02
RBH_pair_4185.fa.best.phy	TRINITY_DN124215_c0_g2_i2	0.0714	0.1353	1.8947	Chr02	Sexchr	Chr02
RBH_pair_8832.fa.best.phy	TRINITY_DN132837_c1_g2_i2	0.0345	0.0653	1.8956	Chr02	Sexchr	Chr02
RBH_pair_7010.fa.best.phy	TRINITY_DN129648_c0_g1_i3	0.1854	0.3515	1.8961	Chr02	Sexchr	Chr02
RBH_pair_10473.fa.best.phy	TRINITY_DN136241_c3_g1_i3	0.0741	0.1405	1.8971	Chr02	Sexchr	Chr02
RBH_pair_7622.fa.best.phy	TRINITY_DN130695_c1_g1_i1	0.0223	0.0423	1.8998	Chr02	Sexchr	Chr02
RBH_pair_5393.fa.best.phy	TRINITY_DN126600_c0_g1_i1	0.0881	0.1674	1.9005	Chr02	Sexchr	Chr02
RBH_pair_4723.fa.best.phy	TRINITY_DN125269_c2_g1_i2	0.0455	0.0865	1.9026	Chr02	Sexchr	Chr02
RBH_pair_4605.fa.best.phy	TRINITY_DN125043_c0_g2_i6	0.0503	0.0958	1.9045	Chr02	Sexchr	Chr02
RBH_pair_2838.fa.best.phy	TRINITY_DN121119_c0_g1_i1	0.0973	0.1856	1.907	Chr02	Sexchr	Chr02
RBH_pair_6151.fa.best.phy	TRINITY_DN128032_c3_g1_i2	0.0675	0.1288	1.9078	Chr02	Sexchr	Chr02
RBH_pair_1390.fa.best.phy	TRINITY_DN116369_c0_g1_i1	0.021	0.0401	1.9085	Chr02	Sexchr	Chr02
RBH_pair_5170.fa.best.phy	TRINITY_DN126178_c1_g1_i1	0.0806	0.1539	1.9085	Chr02	Sexchr	Chr02
RBH_pair_5998.fa.best.phy	TRINITY_DN127749_c2_g2_i1	0.0655	0.1251	1.9099	Chr02	Sexchr	Chr02
RBH_pair_3332.fa.best.phy	TRINITY_DN122348_c0_g1_i1	0.0847	0.1619	1.9114	Chr02	Sexchr	Chr02
RBH_pair_8732.fa.best.phy	TRINITY_DN132653_c4_g1_i2	0.0908	0.1735	1.9115	Chr02	Sexchr	Chr02
RBH_pair_5272.fa.best.phy	TRINITY_DN126364_c9_g2_i2	0.095	0.1817	1.9127	Chr02	Sexchr	Chr02
RBH_pair_7012.fa.best.phy	TRINITY_DN129650_c5_g1_i1	0.0941	0.1803	1.9162	Chr02	Sexchr	Chr02
RBH_pair_7580.fa.best.phy	TRINITY_DN130616_c1_g1_i3	0.0882	0.169	1.9171	Chr02	Sexchr	Chr02
RBH_pair_8570.fa.best.phy	TRINITY_DN132365_c2_g1_i2	0.0619	0.1188	1.9184	Chr02	Sexchr	Chr02
RBH_pair_4736.fa.best.phy	TRINITY_DN125295_c0_g1_i1	0.0184	0.0353	1.9197	Chr02	Sexchr	Chr02
RBH_pair_5606.fa.best.phy	TRINITY_DN126998_c0_g2_i3	0.1018	0.1954	1.9199	Chr02	Sexchr	Chr02
RBH_pair_6312.fa.best.phy	TRINITY_DN128317_c0_g1_i1	0.1906	0.3666	1.9233	Chr02	Sexchr	Chr02
RBH_pair_355.fa.best.phy	TRINITY_DN108580_c0_g1_i1	0.0568	0.1092	1.9239	Chr02	Sexchr	Chr02
RBH_pair_9903.fa.best.phy	TRINITY_DN134835_c6_g3_i1	0.0622	0.1196	1.9248	Chr02	Sexchr	Chr02
RBH_pair_8716.fa.best.phy	TRINITY_DN132634_c3_g4_i2	0.0451	0.087	1.9275	Chr02	Sexchr	Chr02
RBH_pair_1090.fa.best.phy	TRINITY_DN114886_c0_g1_i1	0.1005	0.194	1.9307	Chr02	Sexchr	Chr02
RBH_pair_1857.fa.best.phy	TRINITY_DN118203_c0_g1_i1	0.0849	0.1639	1.9314	Chr02	Sexchr	Chr02
RBH_pair_7544.fa.best.phy	TRINITY_DN130554_c2_g1_i3	0.1056	0.2041	1.9331	Chr02	Sexchr	Chr02
RBH_pair_4724.fa.best.phy	TRINITY_DN125269_c4_g1_i3	0.06	0.116	1.9352	Chr02	Sexchr	Chr02
RBH_pair_7466.fa.best.phy	TRINITY_DN130430_c1_g1_i2	0.0939	0.1819	1.9373	Chr02	Sexchr	Chr02
RBH_pair_2726.fa.best.phy	TRINITY_DN120860_c0_g1_i1	0.1222	0.2372	1.9401	Chr02	Sexchr	Chr02
RBH_pair_9937.fa.best.phy	TRINITY_DN134910_c0_g3_i1	0.1493	0.2896	1.9402	Chr02	Sexchr	Chr02
RBH_pair_6539.fa.best.phy	TRINITY_DN128755_c0_g2_i5	0.0682	0.1326	1.9432	Chr02	Sexchr	Chr02
RBH_pair_813.fa.best.phy	TRINITY_DN113248_c0_g1_i1	0.0746	0.145	1.9443	Chr02	Sexchr	Chr02
RBH_pair_8076.fa.best.phy	TRINITY_DN131500_c0_g1_i1	0.0374	0.0728	1.9454	Chr02	Sexchr	Chr02
RBH_pair_9098.fa.best.phy	TRINITY_DN133322_c0_g2_i1	0.0366	0.0711	1.9464	Chr02	Sexchr	Chr02
RBH_pair_6116.fa.best.phy	TRINITY_DN127961_c1_g13_i1	0.0382	0.0744	1.9479	Chr02	Sexchr	Chr02
RBH_pair_4311.fa.best.phy	TRINITY_DN124459_c0_g1_i1	0.0899	0.1753	1.9499	Chr02	Sexchr	Chr02
RBH_pair_3939.fa.best.phy	TRINITY_DN123707_c0_g2_i3	0.0735	0.1433	1.9502	Chr02	Sexchr	Chr02
RBH_pair_11222.fa.best.phy	TRINITY_DN94462_c0_g2_i1	0.0536	0.1048	1.9561	Chr02	Sexchr	Chr02
RBH_pair_4657.fa.best.phy	TRINITY_DN125127_c2_g1_i1	0.1047	0.2048	1.9564	Chr02	Sexchr	Chr02
RBH_pair_8321.fa.best.phy	TRINITY_DN131952_c0_g2_i1	0.1446	0.2829	1.9571	Chr02	Sexchr	Chr02
RBH_pair_5560.fa.best.phy	TRINITY_DN126907_c6_g5_i1	0.0644	0.1261	1.9583	Chr02	Sexchr	Chr02
RBH_pair_3323.fa.best.phy	TRINITY_DN122326_c0_g1_i2	0.0678	0.1328	1.9588	Chr02	Sexchr	Chr02
RBH_pair_9379.fa.best.phy	TRINITY_DN133835_c0_g1_i1	0.226	0.4428	1.9594	Chr02	Sexchr	Chr02
RBH_pair_4242.fa.best.phy	TRINITY_DN124339_c3_g2_i2	0.1015	0.199	1.9596	Chr02	Sexchr	Chr02
RBH_pair_2840.fa.best.phy	TRINITY_DN121132_c2_g1_i5	0.0979	0.1921	1.9622	Chr02	Sexchr	Chr02
RBH_pair_1025.fa.best.phy	TRINITY_DN114622_c0_g1_i3	0.0309	0.0607	1.9637	Chr02	Sexchr	Chr02
RBH_pair_5844.fa.best.phy	TRINITY_DN127460_c3_g2_i1	0.027	0.053	1.9646	Chr02	Sexchr	Chr02
RBH_pair_4607.fa.best.phy	TRINITY_DN125043_c0_g5_i1	0.1244	0.2444	1.9657	Chr02	Sexchr	Chr02
RBH_pair_7036.fa.best.phy	TRINITY_DN129687_c0_g1_i3	0.0324	0.0638	1.9673	Chr02	Sexchr	Chr02
RBH_pair_6840.fa.best.phy	TRINITY_DN129322_c1_g3_i1	0.0121	0.0238	1.9685	Chr02	Sexchr	Chr02
RBH_pair_5014.fa.best.phy	TRINITY_DN125860_c0_g1_i1	0.1021	0.201	1.9692	Chr02	Sexchr	Chr02
RBH_pair_5376.fa.best.phy	TRINITY_DN126559_c1_g4_i2	0.0604	0.1189	1.9696	Chr02	Sexchr	Chr02
RBH_pair_6598.fa.best.phy	TRINITY_DN128880_c4_g1_i2	0.1042	0.2052	1.9698	Chr02	Sexchr	Chr02
RBH_pair_4848.fa.best.phy	TRINITY_DN125515_c1_g3_i2	0.0268	0.0527	1.9701	Chr02	Sexchr	Chr02
RBH_pair_8826.fa.best.phy	TRINITY_DN132830_c6_g1_i1	0.0716	0.1411	1.9707	Chr02	Sexchr	Chr02
RBH_pair_9142.fa.best.phy	TRINITY_DN133416_c2_g2_i2	0.0915	0.1804	1.972	Chr02	Sexchr	Chr02
RBH_pair_6636.fa.best.phy	TRINITY_DN128949_c1_g1_i3	0.0556	0.1097	1.9721	Chr02	Sexchr	Chr02
RBH_pair_6797.fa.best.phy	TRINITY_DN129243_c2_g1_i1	0.1177	0.2323	1.9726	Chr02	Sexchr	Chr02
RBH_pair_2479.fa.best.phy	TRINITY_DN120148_c0_g1_i3	0.0797	0.1576	1.9775	Chr02	Sexchr	Chr02
RBH_pair_2359.fa.best.phy	TRINITY_DN119789_c0_g1_i4	0.0339	0.0671	1.9785	Chr02	Sexchr	Chr02
RBH_pair_5705.fa.best.phy	TRINITY_DN127182_c0_g1_i1	0.0567	0.1122	1.9792	Chr02	Sexchr	Chr02
RBH_pair_436.fa.best.phy	TRINITY_DN109810_c0_g1_i1	0.0305	0.0603	1.9804	Chr02	Sexchr	Chr02
RBH_pair_4249.fa.best.phy	TRINITY_DN124344_c1_g1_i3	0.0378	0.075	1.9814	Chr02	Sexchr	Chr02
RBH_pair_8010.fa.best.phy	TRINITY_DN131387_c0_g1_i2	0.0427	0.0847	1.9818	Chr02	Sexchr	Chr02
RBH_pair_3289.fa.best.phy	TRINITY_DN122225_c0_g1_i5	0.0657	0.1303	1.9828	Chr02	Sexchr	Chr02
RBH_pair_6339.fa.best.phy	TRINITY_DN128370_c0_g3_i2	0.0309	0.0614	1.983	Chr02	Sexchr	Chr02
RBH_pair_4314.fa.best.phy	TRINITY_DN124463_c0_g2_i3	0.1253	0.2488	1.985	Chr02	Sexchr	Chr02
RBH_pair_9851.fa.best.phy	TRINITY_DN134752_c6_g1_i2	0.0698	0.1387	1.9875	Chr02	Sexchr	Chr02
RBH_pair_10281.fa.best.phy	TRINITY_DN135751_c6_g7_i1	0.1031	0.205	1.9888	Chr02	Sexchr	Chr02
RBH_pair_8684.fa.best.phy	TRINITY_DN132574_c2_g1_i2	0.068	0.1355	1.9936	Chr02	Sexchr	Chr02
RBH_pair_4587.fa.best.phy	TRINITY_DN125009_c0_g1_i1	0.0713	0.1424	1.9965	Chr02	Sexchr	Chr02
RBH_pair_10676.fa.best.phy	TRINITY_DN179456_c0_g1_i1	0.2463	0.4918	1.997	Chr02	Sexchr	Chr02
RBH_pair_8712.fa.best.phy	TRINITY_DN132628_c0_g1_i2	0.0705	0.1408	1.9986	Chr02	Sexchr	Chr02
RBH_pair_8058.fa.best.phy	TRINITY_DN131471_c2_g2_i1	0.1064	0.2129	2	Chr02	Sexchr	Chr02
RBH_pair_3766.fa.best.phy	TRINITY_DN123371_c1_g1_i1	0.0276	0.0079	0.2849	Chr03	Autosome	Autosome
RBH_pair_9241.fa.best.phy	TRINITY_DN133586_c6_g4_i1	0.001	0.0004	0.4166	Chr03	Autosome	Autosome
RBH_pair_6572.fa.best.phy	TRINITY_DN128822_c3_g1_i1	0.0487	0.0214	0.4395	Chr03	Autosome	Autosome
RBH_pair_5706.fa.best.phy	TRINITY_DN127185_c2_g2_i3	0.0274	0.0129	0.4685	Chr03	Autosome	Autosome
RBH_pair_9748.fa.best.phy	TRINITY_DN134528_c5_g1_i2	0.0243	0.0117	0.4798	Chr03	Autosome	Autosome
RBH_pair_963.fa.best.phy	TRINITY_DN114223_c0_g2_i3	0.001	0.0005	0.5139	Chr03	Autosome	Autosome
RBH_pair_6098.fa.best.phy	TRINITY_DN127933_c4_g2_i2	0.0914	0.0478	0.5231	Chr03	Autosome	Autosome
RBH_pair_3560.fa.best.phy	TRINITY_DN122889_c8_g1_i4	0.001	0.0006	0.5505	Chr03	Autosome	Autosome
RBH_pair_2164.fa.best.phy	TRINITY_DN119206_c2_g1_i3	0.1377	0.0762	0.5534	Chr03	Autosome	Autosome
RBH_pair_8365.fa.best.phy	TRINITY_DN132040_c1_g2_i1	0.1065	0.0632	0.5932	Chr03	Autosome	Autosome
RBH_pair_5186.fa.best.phy	TRINITY_DN126207_c0_g1_i2	0.0634	0.0385	0.6062	Chr03	Autosome	Autosome
RBH_pair_551.fa.best.phy	TRINITY_DN111000_c0_g1_i1	0.026	0.016	0.614	Chr03	Autosome	Autosome
RBH_pair_8316.fa.best.phy	TRINITY_DN131947_c7_g4_i1	0.0106	0.0065	0.615	Chr03	Autosome	Autosome
RBH_pair_2723.fa.best.phy	TRINITY_DN120852_c0_g1_i3	0.0528	0.0334	0.6332	Chr03	Autosome	Autosome
RBH_pair_2096.fa.best.phy	TRINITY_DN118997_c0_g1_i2	0.001	0.0007	0.6742	Chr03	Autosome	Autosome
RBH_pair_10196.fa.best.phy	TRINITY_DN135511_c9_g3_i2	0.001	0.0007	0.6854	Chr03	Autosome	Autosome
RBH_pair_2159.fa.best.phy	TRINITY_DN119184_c1_g1_i1	0.0695	0.0479	0.6882	Chr03	Autosome	Autosome
RBH_pair_2001.fa.best.phy	TRINITY_DN118667_c1_g1_i2	0.0603	0.0422	0.6995	Chr03	Autosome	Autosome
RBH_pair_1757.fa.best.phy	TRINITY_DN117804_c0_g1_i3	0.096	0.0681	0.7095	Chr03	Autosome	Autosome
RBH_pair_7701.fa.best.phy	TRINITY_DN130820_c7_g1_i3	0.0477	0.0342	0.7166	Chr03	Autosome	Autosome
RBH_pair_2039.fa.best.phy	TRINITY_DN118821_c0_g1_i2	0.0066	0.0047	0.7172	Chr03	Autosome	Autosome
RBH_pair_1456.fa.best.phy	TRINITY_DN116657_c0_g2_i1	0.0527	0.038	0.7224	Chr03	Autosome	Autosome
RBH_pair_341.fa.best.phy	TRINITY_DN108436_c0_g1_i2	0.1115	0.0839	0.7527	Chr03	Autosome	Autosome
RBH_pair_9839.fa.best.phy	TRINITY_DN134735_c2_g3_i2	0.0719	0.0542	0.7541	Chr03	Autosome	Autosome
RBH_pair_11031.fa.best.phy	TRINITY_DN7620_c0_g2_i1	0.0712	0.0546	0.766	Chr03	Autosome	Autosome
RBH_pair_1487.fa.best.phy	TRINITY_DN116786_c0_g1_i1	0.1189	0.0915	0.7699	Chr03	Autosome	Autosome
RBH_pair_610.fa.best.phy	TRINITY_DN111446_c0_g1_i2	0.0103	0.0079	0.7733	Chr03	Autosome	Autosome
RBH_pair_9855.fa.best.phy	TRINITY_DN134759_c2_g1_i5	0.0107	0.0083	0.7764	Chr03	Autosome	Autosome
RBH_pair_8820.fa.best.phy	TRINITY_DN132820_c4_g1_i2	0.0957	0.075	0.7839	Chr03	Autosome	Autosome
RBH_pair_4391.fa.best.phy	TRINITY_DN124609_c0_g1_i1	0.163	0.1303	0.7991	Chr03	Autosome	Autosome
RBH_pair_334.fa.best.phy	TRINITY_DN108376_c0_g1_i4	0.0733	0.059	0.8048	Chr03	Autosome	Autosome
RBH_pair_9182.fa.best.phy	TRINITY_DN133485_c1_g9_i5	0.0408	0.0334	0.8186	Chr03	Autosome	Autosome
RBH_pair_9685.fa.best.phy	TRINITY_DN134442_c4_g4_i2	0.0072	0.006	0.8303	Chr03	Autosome	Autosome
RBH_pair_8359.fa.best.phy	TRINITY_DN132031_c1_g1_i2	0.0671	0.0558	0.8319	Chr03	Autosome	Autosome
RBH_pair_7579.fa.best.phy	TRINITY_DN130614_c2_g1_i1	0.0229	0.0191	0.834	Chr03	Autosome	Autosome
RBH_pair_4382.fa.best.phy	TRINITY_DN124588_c5_g2_i10	0.0884	0.0741	0.8387	Chr03	Autosome	Autosome
RBH_pair_7991.fa.best.phy	TRINITY_DN131356_c7_g1_i9	0.0883	0.076	0.8613	Chr03	Autosome	Autosome
RBH_pair_6057.fa.best.phy	TRINITY_DN127861_c1_g3_i1	0.0993	0.0863	0.869	Chr03	Autosome	Autosome
RBH_pair_8535.fa.best.phy	TRINITY_DN132317_c2_g2_i3	0.1945	0.1695	0.8713	Chr03	Autosome	Autosome
RBH_pair_8982.fa.best.phy	TRINITY_DN133121_c3_g2_i1	0.0027	0.0023	0.8728	Chr03	Autosome	Autosome
RBH_pair_2214.fa.best.phy	TRINITY_DN119386_c0_g1_i2	0.085	0.0745	0.8759	Chr03	Autosome	Autosome
RBH_pair_6197.fa.best.phy	TRINITY_DN128113_c3_g3_i1	0.0197	0.0173	0.8787	Chr03	Autosome	Autosome
RBH_pair_11089.fa.best.phy	TRINITY_DN84398_c0_g1_i1	0.2118	0.1866	0.8809	Chr03	Autosome	Autosome
RBH_pair_2142.fa.best.phy	TRINITY_DN119122_c0_g1_i3	0.0297	0.0262	0.8838	Chr03	Autosome	Autosome
RBH_pair_8861.fa.best.phy	TRINITY_DN132888_c0_g1_i1	0.0481	0.0431	0.8952	Chr03	Autosome	Autosome
RBH_pair_4371.fa.best.phy	TRINITY_DN124564_c2_g2_i2	0.1068	0.0965	0.9032	Chr03	Autosome	Autosome
RBH_pair_6976.fa.best.phy	TRINITY_DN129589_c0_g3_i1	0.0371	0.0337	0.9094	Chr03	Autosome	Autosome
RBH_pair_222.fa.best.phy	TRINITY_DN106100_c0_g2_i1	0.0313	0.0286	0.9137	Chr03	Autosome	Autosome
RBH_pair_9234.fa.best.phy	TRINITY_DN133570_c0_g1_i3	0.0943	0.0864	0.9153	Chr03	Autosome	Autosome
RBH_pair_10448.fa.best.phy	TRINITY_DN136170_c8_g10_i10	0.032	0.0293	0.9155	Chr03	Autosome	Autosome
RBH_pair_8568.fa.best.phy	TRINITY_DN132363_c0_g1_i2	0.1227	0.1124	0.916	Chr03	Autosome	Autosome
RBH_pair_8508.fa.best.phy	TRINITY_DN132258_c2_g1_i1	0.0912	0.0836	0.9168	Chr03	Autosome	Autosome
RBH_pair_9535.fa.best.phy	TRINITY_DN134128_c0_g1_i4	0.0742	0.0685	0.9234	Chr03	Autosome	Autosome
RBH_pair_3823.fa.best.phy	TRINITY_DN123470_c0_g2_i1	0.0133	0.0123	0.9243	Chr03	Autosome	Autosome
RBH_pair_8989.fa.best.phy	TRINITY_DN133130_c1_g2_i2	0.0535	0.0497	0.9303	Chr03	Autosome	Autosome
RBH_pair_2431.fa.best.phy	TRINITY_DN120038_c0_g2_i1	0.0754	0.0703	0.9317	Chr03	Autosome	Autosome
RBH_pair_3992.fa.best.phy	TRINITY_DN123814_c1_g1_i2	0.0733	0.0685	0.9335	Chr03	Autosome	Autosome
RBH_pair_3545.fa.best.phy	TRINITY_DN122857_c0_g1_i1	0.0688	0.0644	0.936	Chr03	Autosome	Autosome
RBH_pair_8616.fa.best.phy	TRINITY_DN132437_c1_g1_i4	0.0224	0.021	0.9392	Chr03	Autosome	Autosome
RBH_pair_5504.fa.best.phy	TRINITY_DN126813_c2_g7_i3	0.0443	0.0416	0.9398	Chr03	Autosome	Autosome
RBH_pair_3521.fa.best.phy	TRINITY_DN122781_c7_g1_i1	0.1973	0.1866	0.9458	Chr03	Autosome	Autosome
RBH_pair_10333.fa.best.phy	TRINITY_DN135855_c0_g1_i2	0.0258	0.0245	0.95	Chr03	Autosome	Autosome
