gid	gname	chr	start	end	logFC.XY43.XX43	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN123383_c0_g1_i2	ppm1b	Chr05	14775298	14775298	-0.55519124	unbias	0.62309487	Brain_fmean	0.0469	0.0799	1.7044
TRINITY_DN123387_c1_g1_i1	NA	NA	NA	NA	0.351603358	unbias	0.318086465	Ovary_mean	0.0229	0.0274	1.1945
TRINITY_DN123387_c2_g2_i2	NA	NA	NA	NA	-0.082317213	unbias	0.421113414	Ovary_mean	0.1027	0.1533	1.493
TRINITY_DN123387_c3_g1_i1	tsga10	Chr02	109303013	109303013	0.098281804	unbias	0.471131882	Ovary_mean	0.0239	0.0364	1.5233
TRINITY_DN123389_c0_g1_i4	vps37a	Chr01	33086111	33086111	0.048847607	unbias	0.471532752	Ovary_mean	0.064	0.1214	1.8955
TRINITY_DN123390_c0_g1_i5	NA	NA	NA	NA	0.52895001	unbias	0.460729178	G23_fmean	0.1233	0.1447	1.1735
TRINITY_DN123392_c3_g2_i1	NA	NA	NA	NA	-0.390488259	unbias	0.535451348	G23_fmean	0.0826	0.0453	0.5477
TRINITY_DN123392_c3_g4_i2	NA	NA	NA	NA	0.359587914	unbias	0.615611784	Brain_mmean	0.0805	0.0668	0.8298
TRINITY_DN123398_c5_g1_i5	ndst2	Chr07	52414319	52414319	-0.263787724	unbias	0.507573128	Ovary_mean	0.0556	0.06	1.0809
TRINITY_DN123401_c0_g2_i2	NA	NA	NA	NA	0.094721428	unbias	0.223378066	Brain_mmean	0.0445	0.0768	1.7266
TRINITY_DN123403_c1_g1_i2	NA	NA	NA	NA	-0.117359452	unbias	0.479005063	Brain_fmean	0.0473	0.0596	1.2592
TRINITY_DN123413_c0_g1_i1	NA	NA	NA	NA	0.60519978	unbias	0.72019098	Brain_mmean	0.0498	0.067	1.3474
TRINITY_DN123415_c0_g1_i1	NA	NA	NA	NA	-0.110954522	unbias	0.135358191	Brain_fmean	0.0352	0.0595	1.6933
TRINITY_DN123418_c0_g1_i3	NA	NA	NA	NA	-0.171131837	unbias	0.450372635	Ovary_mean	0.033	0.0213	0.6448
TRINITY_DN123426_c1_g2_i8	ttc9b	Chr08	56476310	56476310	0.137073447	unbias	0.470643452	Brain_mmean	0.0967	0.1426	1.4749
TRINITY_DN123426_c1_g4_i1	NA	NA	NA	NA	0.616998375	unbias	0.204015646	G23_mmean	0.0974	0.1812	1.8611
TRINITY_DN123435_c1_g1_i1	NA	NA	NA	NA	0.260097654	unbias	0.661805137	Brain_mmean	0.0654	0.07	1.0692
TRINITY_DN123437_c0_g1_i2	NA	NA	NA	NA	0.850335176	unbias	0.39375824	Testis_mean	0.0957	0.1156	1.2076
TRINITY_DN123439_c0_g1_i1	NA	NA	NA	NA	-0.253066312	unbias	0.467453343	Brain_fmean	0.0729	0.1383	1.8971
TRINITY_DN123442_c0_g2_i1	NA	NA	NA	NA	-0.09004591	unbias	0.358132722	Ovary_mean	0.0114	0.0117	1.0302
TRINITY_DN123443_c0_g2_i1	NA	NA	NA	NA	-0.073349461	unbias	0.37839554	G27_mmean	0.0683	0.1191	1.7448
TRINITY_DN123449_c1_g4_i2	NA	NA	NA	NA	-0.493286416	unbias	0.431145041	G43_F_mean	0.0338	0.0294	0.8696
TRINITY_DN123454_c0_g1_i1	NA	NA	NA	NA	0.112573791	unbias	0.800771391	G43_M_mean	0.0911	0.1242	1.3627
TRINITY_DN123455_c2_g1_i1	NA	NA	NA	NA	0.346698918	unbias	0.660402452	Liver_mmean	0.0612	0.0914	1.4924
TRINITY_DN123455_c2_g2_i1	NA	NA	NA	NA	0.227352523	unbias	0.739101159	Brain_mmean	0.0379	0.0387	1.0202
TRINITY_DN123455_c3_g1_i1	NA	NA	NA	NA	-0.023731122	unbias	0.596272509	G46_M_mean	0.1049	0.1218	1.1603
TRINITY_DN123455_c4_g1_i1	dao	Chr01	138056255	138056255	-0.134395369	unbias	0.42166859	G43_M_mean	0.1053	0.0897	0.8521
TRINITY_DN123455_c4_g5_i1	NA	NA	NA	NA	0.3164919	unbias	0.492752584	G23_mmean	0.1346	0.1333	0.9902
TRINITY_DN123457_c1_g1_i1	NA	NA	NA	NA	0.150075297	unbias	0.581660997	Ovary_mean	0.0528	0.0713	1.3514
TRINITY_DN123460_c0_g1_i1	NA	NA	NA	NA	-0.501061766	unbias	0.476873422	G23_mmean	0.1651	0.2353	1.4246
TRINITY_DN123469_c0_g1_i1	Xetrov90000626m	Chr01	28442756	28442756	0.291304354	unbias	0.682003058	Brain_mmean	0.291	0.4108	1.4118
TRINITY_DN123470_c0_g2_i1	NA	NA	NA	NA	0.289561034	unbias	0.654457252	Brain_fmean	0.0133	0.0123	0.9243
TRINITY_DN123473_c0_g1_i2	rad54b	Chr06	112907194	112907194	0.685069139	unbias	0.430089711	Brain_mmean	0.057	0.0719	1.2617
TRINITY_DN123477_c11_g1_i1	LOC101734601	Chr05	95568455	95568455	0.515381306	unbias	0.736079494	Brain_mmean	0.0889	0.1121	1.2602
TRINITY_DN123487_c0_g1_i2	NA	NA	NA	NA	0.741763897	unbias	0.407851244	G23_fmean	0.1433	0.2208	1.5414
TRINITY_DN123490_c2_g1_i2	slc33a1-like	Chr05	105170934	105170934	-0.078663115	unbias	0.297380299	Ovary_mean	0.1059	0.208	1.9646
TRINITY_DN123491_c0_g2_i4	NA	NA	NA	NA	-0.058153531	unbias	0.325430198	Liver_fmean	0.1464	0.2223	1.5179
TRINITY_DN123497_c0_g2_i3	ddx6	Chr07	85387749	85387749	-0.108103076	unbias	0.395700057	G23_mmean	0.1593	0.259	1.6262
TRINITY_DN123502_c0_g1_i1	rfwd3	Chr04	26756657	26756657	-0.014672124	unbias	0.739397279	Brain_mmean	0.0822	0.1198	1.4573
TRINITY_DN123507_c1_g1_i3	NA	NA	NA	NA	0.677496689	unbias	0.580777038	Testis_mean	0.161	0.2303	1.4306
TRINITY_DN123513_c0_g1_i2	NA	NA	NA	NA	0.764571344	unbias	0.697189324	G43_M_mean	0.0877	0.1637	1.8656
TRINITY_DN123516_c0_g3_i4	NA	NA	NA	NA	0.16387826	unbias	0.349362793	Ovary_mean	0.1271	0.2295	1.8062
TRINITY_DN123520_c0_g1_i1	NA	NA	NA	NA	0.24820066	unbias	0.414415534	Testis_mean	0.0674	0.1123	1.6658
TRINITY_DN123521_c1_g1_i2	NA	NA	NA	NA	0.479416472	unbias	0.521695881	Ovary_mean	0.1448	0.2484	1.7154
TRINITY_DN123523_c1_g1_i5	brs3	Chr08	47848301	47848301	-0.253730249	unbias	0.543636433	G23_mmean	0.1735	0.2524	1.4543
TRINITY_DN123524_c0_g1_i2	NA	NA	NA	NA	1.030815031	unbias	0.716770016	Brain_mmean	0.1087	0.1404	1.2915
TRINITY_DN123527_c2_g5_i1	NA	NA	NA	NA	0.819657937	unbias	0.670933564	Liver_fmean	0.1025	0.1719	1.6769
TRINITY_DN123529_c1_g1_i1	NA	NA	NA	NA	-0.350360058	unbias	0.590909656	Ovary_mean	0.1143	0.1861	1.6286
TRINITY_DN123534_c0_g1_i2	NA	NA	NA	NA	0.993683184	unbias	0.399851587	G23_mmean	0.0877	0.1646	1.8762
TRINITY_DN123539_c0_g1_i1	NA	NA	NA	NA	0.111905003	unbias	0.733638263	Brain_fmean	0.0466	0.0742	1.5936
TRINITY_DN123540_c2_g5_i1	NA	NA	NA	NA	0.04819921	unbias	0.449294557	Brain_mmean	0.0518	0.0487	0.9405
TRINITY_DN123543_c0_g1_i1	NA	NA	NA	NA	-0.030864837	unbias	0.690442076	Brain_mmean	0.0543	0.1039	1.9153
TRINITY_DN123544_c7_g1_i3	NA	NA	NA	NA	-0.12298047	unbias	0.223318323	G23_fmean	0.1414	0.2226	1.5739
TRINITY_DN123545_c0_g1_i1	NA	NA	NA	NA	-0.135545736	unbias	0.596438199	Ovary_mean	0.0681	0.1251	1.8367
TRINITY_DN123546_c0_g1_i3	NA	NA	NA	NA	-0.22425949	unbias	0.367440107	Ovary_mean	0.0507	0.0488	0.9617
TRINITY_DN123548_c0_g2_i1	NA	NA	NA	NA	-0.489554695	unbias	0.522696662	G27_mmean	0.0709	0.1261	1.78
TRINITY_DN123549_c0_g1_i2	NA	NA	NA	NA	0.501928256	unbias	0.377853419	Brain_mmean	0.074	0.1409	1.904
TRINITY_DN123552_c0_g1_i1	NA	NA	NA	NA	0.526703245	unbias	0.750251339	G46_F_mean	0.0379	0.0536	1.4114
TRINITY_DN123555_c2_g1_i1	NA	NA	NA	NA	0.602158954	unbias	0.497274151	Liver_fmean	0.261	0.3179	1.2183
TRINITY_DN123556_c0_g1_i1	NA	NA	NA	NA	1.413967163	unbias	0.609752274	G23_mmean	0.1038	0.1385	1.3341
TRINITY_DN123563_c0_g1_i5	NA	NA	NA	NA	-0.034071495	unbias	0.209867621	Brain_mmean	0.001	0.0015	1.5403
TRINITY_DN123569_c2_g1_i3	NA	NA	NA	NA	-0.608425471	unbias	0.550930908	Ovary_mean	0.0585	0.1019	1.7436
TRINITY_DN123571_c0_g1_i1	gabrb2	Chr03	15001735	15001735	0.088506337	unbias	0.586384398	Testis_mean	0.1783	0.2763	1.5496
TRINITY_DN123572_c2_g1_i2	NA	NA	NA	NA	0.057052915	unbias	0.592721087	Brain_mmean	0.052	0.0645	1.2403
TRINITY_DN123573_c0_g1_i3	NA	NA	NA	NA	0.548716262	unbias	0.808454771	Brain_mmean	0.0194	0.0273	1.4056
TRINITY_DN123577_c1_g2_i2	fam43b	scaffold_352	29199	29199	0.066307605	unbias	0.535156185	Brain_fmean	0.0358	0.0705	1.9668
TRINITY_DN123581_c0_g1_i2	NA	NA	NA	NA	-0.071538496	unbias	0.285392831	Brain_fmean	0.1957	0.1589	0.8124
TRINITY_DN123588_c0_g1_i1	NA	NA	NA	NA	0.011382594	unbias	0.279016669	Testis_mean	0.1263	0.1842	1.458
TRINITY_DN123589_c1_g2_i1	NA	NA	NA	NA	0.1023535	unbias	0.500559622	Brain_fmean	0.1768	0.3173	1.7949
TRINITY_DN123592_c1_g1_i3	NA	NA	NA	NA	0.099800991	unbias	0.909777536	Brain_fmean	0.0697	0.0713	1.0223
TRINITY_DN123593_c0_g5_i2	NA	NA	NA	NA	0.129072374	unbias	0.419110735	Ovary_mean	0.0366	0.0594	1.6231
TRINITY_DN123593_c1_g3_i2	NA	NA	NA	NA	-0.170293508	unbias	0.348207879	Brain_mmean	0.0173	0.0242	1.4041
TRINITY_DN123597_c2_g1_i2	fgfr4	Chr03	36876806	36876806	-0.013165972	unbias	0.470616861	Brain_fmean	0.0312	0.0396	1.2694
TRINITY_DN123597_c2_g3_i3	NA	NA	NA	NA	0.245666972	unbias	0.427112926	Brain_fmean	0.0278	0.023	0.8268
TRINITY_DN123597_c3_g1_i3	NA	NA	NA	NA	-0.266102038	unbias	0.665507218	Ovary_mean	0.0489	0.0888	1.8157
TRINITY_DN123601_c1_g5_i1	NA	NA	NA	NA	-0.321049428	unbias	0.549917467	Ovary_mean	0.1627	0.3	1.8434
TRINITY_DN123602_c2_g2_i1	slc25a39	Chr10	9191349	9191349	0.142037666	unbias	0.176838041	G31_mmean	0.0743	0.1117	1.5033
TRINITY_DN123602_c3_g8_i2	NA	NA	NA	NA	0.36267581	unbias	0.413963113	Ovary_mean	0.0556	0.0745	1.3402
TRINITY_DN123610_c0_g1_i3	NA	NA	NA	NA	-0.407566387	unbias	0.420252602	Ovary_mean	0.0502	0.08	1.5919
TRINITY_DN123612_c1_g1_i5	NA	NA	NA	NA	-0.036171274	unbias	0.152238642	G23_fmean	0.0368	0.0517	1.406
TRINITY_DN123612_c2_g1_i1	NA	NA	NA	NA	-0.013555135	unbias	0.407444905	Ovary_mean	0.0616	0.1222	1.9839
TRINITY_DN123618_c0_g1_i3	NA	NA	NA	NA	-0.069390367	unbias	0.264292607	G43_M_mean	0.1282	0.2184	1.7032
TRINITY_DN123620_c11_g1_i1	NA	NA	NA	NA	0.097786426	unbias	0.499099969	Brain_mmean	0.0754	0.106	1.4053
TRINITY_DN123621_c0_g1_i2	NA	NA	NA	NA	-0.306297605	unbias	0.232014003	Ovary_mean	0.102	0.1282	1.2567
TRINITY_DN123623_c0_g2_i1	NA	NA	NA	NA	-0.248023929	unbias	0.241472956	Ovary_mean	0.0268	0.0334	1.2447
TRINITY_DN123626_c0_g1_i1	NA	NA	NA	NA	-1.45360746	unbias	0.397727441	G23_fmean	0.2185	0.3539	1.6201
TRINITY_DN123627_c0_g1_i1	NA	NA	NA	NA	0.344400468	unbias	0.702595189	Brain_fmean	0.2217	0.3221	1.4528
TRINITY_DN123628_c0_g2_i3	entpd6-like	Chr05	49437715	49437715	-0.195728464	unbias	0.367310306	Ovary_mean	0.1525	0.1656	1.0859
TRINITY_DN123632_c2_g2_i5	NA	NA	NA	NA	-0.264370739	unbias	0.43319875	Ovary_mean	0.1411	0.1518	1.0762
TRINITY_DN123633_c0_g1_i1	NA	NA	NA	NA	-0.155076867	unbias	0.738669548	Ovary_mean	0.0807	0.1026	1.2702
TRINITY_DN123634_c1_g1_i1	NA	NA	NA	NA	0.124411474	unbias	0.556541671	Brain_mmean	0.0288	0.0412	1.4311
TRINITY_DN123635_c0_g1_i2	NA	NA	NA	NA	-1.010470307	unbias	0.677500984	G23_fmean	0.1275	0.1977	1.5505
TRINITY_DN123636_c0_g2_i1	NA	NA	NA	NA	-0.417107443	unbias	0.774408102	Ovary_mean	0.1951	0.3474	1.7808
TRINITY_DN123637_c0_g1_i2	Xetrov90014784m	Chr05	118728492	118728492	0.510374088	unbias	0.447184007	Brain_fmean	0.0633	0.0985	1.5572
TRINITY_DN123637_c0_g2_i2	NA	NA	NA	NA	0.181144647	unbias	0.362582989	Brain_mmean	0.0528	0.0827	1.5652
TRINITY_DN123638_c0_g1_i1	NA	NA	NA	NA	0.677338015	unbias	0.363916364	Ovary_mean	0.1288	0.2193	1.7027
TRINITY_DN123639_c0_g1_i1	NA	NA	NA	NA	-0.169744972	unbias	0.320338977	Brain_fmean	0.0862	0.1219	1.4144
TRINITY_DN123645_c0_g1_i1	NA	NA	NA	NA	0.691574316	unbias	0.79580751	Brain_fmean	0.0357	0.0504	1.4132
TRINITY_DN123646_c0_g3_i1	NA	NA	NA	NA	0.091715575	unbias	0.827094921	Brain_fmean	0.0186	0.0236	1.2698
TRINITY_DN123651_c1_g1_i2	NA	NA	NA	NA	0.380337334	unbias	0.428300533	Brain_fmean	0.0736	0.1322	1.7975
TRINITY_DN123654_c2_g1_i6	NA	NA	NA	NA	1.257670344	unbias	0.281053683	Liver_mmean	0.0291	0.0487	1.6717
TRINITY_DN123654_c3_g1_i2	NA	NA	NA	NA	0.627172722	unbias	0.403084027	G46_M_mean	0.1067	0.1827	1.7117
TRINITY_DN123657_c12_g2_i6	cdc42bpa	Chr05	3807804	3807804	0.065607684	unbias	0.16456304	G27_fmean	0.0948	0.1152	1.2153
TRINITY_DN123658_c2_g3_i2	NA	NA	NA	NA	0.267907288	unbias	0.391465813	G23_fmean	0.0376	0.0381	1.0116
TRINITY_DN123664_c0_g1_i1	NA	NA	NA	NA	0.354176885	unbias	0.6096356	Brain_fmean	0.0446	0.0729	1.6342
TRINITY_DN123675_c0_g1_i1	NA	NA	NA	NA	0.059850342	unbias	0.357022375	Ovary_mean	0.1258	0.2024	1.6095
TRINITY_DN123678_c2_g6_i3	NA	NA	NA	NA	0.227223423	unbias	0.807132216	Brain_fmean	0.0971	0.1505	1.5505
TRINITY_DN123679_c0_g1_i1	NA	NA	NA	NA	-0.330718364	unbias	0.644195695	Ovary_mean	0.0568	0.0748	1.3159
TRINITY_DN123691_c0_g1_i2	NA	NA	NA	NA	-0.393704101	unbias	0.340163411	Ovary_mean	0.1405	0.2305	1.6404
TRINITY_DN123702_c4_g2_i2	NA	NA	NA	NA	0.116119136	unbias	0.177999362	Brain_mmean	0.1435	0.2479	1.7277
TRINITY_DN123703_c0_g1_i1	NA	NA	NA	NA	0.327042462	unbias	0.52203637	Brain_mmean	0.0484	0.0824	1.7021
TRINITY_DN123704_c2_g3_i1	NA	NA	NA	NA	-0.911395936	unbias	0.651188873	G31_fmean	0.0993	0.1362	1.371
TRINITY_DN123707_c0_g2_i3	hrasls	Chr05	96686988	96686988	0.19882774	unbias	0.458338772	Ovary_mean	0.0735	0.1433	1.9502
TRINITY_DN123709_c0_g2_i1	NA	NA	NA	NA	0.170468649	unbias	0.372977149	Ovary_mean	0.1561	0.2876	1.8422
TRINITY_DN123710_c0_g1_i1	NA	NA	NA	NA	-2.317210611	unbias	0.897165693	Testis_mean	0.0959	0.1615	1.684
TRINITY_DN123711_c0_g1_i1	slc25a4	Chr01	35377311	35377311	-0.193715269	unbias	0.302536505	Ovary_mean	0.1601	0.2984	1.8647
TRINITY_DN123714_c0_g1_i4	mettl11b	Chr04	108180151	108180151	0.068793134	unbias	0.436510833	Ovary_mean	0.0786	0.1302	1.6553
TRINITY_DN123715_c0_g1_i1	NA	NA	NA	NA	-0.54968562	unbias	0.21805248	G23_mmean	0.0226	0.0396	1.7543
TRINITY_DN123719_c0_g1_i4	NA	NA	NA	NA	-0.491533912	unbias	0.150634803	G27_mmean	0.0876	0.126	1.438
TRINITY_DN123721_c0_g1_i1	pknox2	Chr07	65558345	65558345	0.205529946	unbias	0.441685688	Brain_fmean	0.0596	0.0625	1.048
TRINITY_DN123723_c3_g4_i1	pikfyve	Chr09	40886179	40886179	-0.364738591	unbias	0.556258121	Ovary_mean	0.033	0.0451	1.3685
TRINITY_DN123725_c0_g1_i5	NA	NA	NA	NA	-0.123735328	unbias	0.539308876	G43_M_mean	0.0077	0.01	1.2908
TRINITY_DN123725_c0_g2_i1	LOC100486629	Chr08	19402642	19402642	-0.18645386	unbias	0.448890141	G43_M_mean	0.0107	0.0122	1.1405
TRINITY_DN123729_c0_g2_i2	NA	NA	NA	NA	-0.466122206	unbias	0.545153844	Ovary_mean	0.0893	0.1671	1.8715
TRINITY_DN123734_c0_g1_i1	NA	NA	NA	NA	0.428306337	unbias	0.808404028	Brain_fmean	0.0167	0.0192	1.1505
TRINITY_DN123740_c2_g3_i1	NA	NA	NA	NA	-0.19554299	unbias	0.309873913	Brain_fmean	0.0783	0.0466	0.5949
TRINITY_DN123745_c1_g1_i5	scnn1b	Chr09	16795207	16795207	0.12015776	unbias	0.723641015	Brain_mmean	0.0698	0.0735	1.0541
TRINITY_DN123746_c4_g2_i2	NA	NA	NA	NA	-0.06852911	unbias	0.666876031	Ovary_mean	0.2486	0.3806	1.5309
TRINITY_DN123752_c0_g4_i7	NA	NA	NA	NA	0.292736081	unbias	0.288156735	Ovary_mean	0.1081	0.1472	1.3615
TRINITY_DN123756_c3_g1_i2	odf3	Chr03	79902662	79902662	3.908366512	unbias	0.735143961	G31_mmean	0.0861	0.1347	1.5654
TRINITY_DN123769_c0_g1_i1	sybu	Chr06	120175494	120175494	-0.29939339	unbias	0.238439372	Brain_fmean	0.1037	0.1519	1.4654
TRINITY_DN123770_c0_g1_i3	NA	NA	NA	NA	-0.358504411	unbias	0.382933699	Ovary_mean	0.1118	0.2126	1.9017
TRINITY_DN123780_c0_g1_i1	NA	NA	NA	NA	-0.286557323	unbias	0.718000785	Ovary_mean	0.1333	0.1813	1.36
TRINITY_DN123783_c1_g1_i1	NA	NA	NA	NA	0.215316752	unbias	0.86225411	Brain_fmean	0.0593	0.0773	1.3044
TRINITY_DN123788_c0_g2_i3	NA	NA	NA	NA	-0.239255518	unbias	0.232208946	G27_mmean	0.0741	0.1201	1.6204
TRINITY_DN123791_c1_g2_i1	gipc2	Chr04	69865631	69865631	0.029158635	unbias	0.351317956	Brain_mmean	0.0095	0.0127	1.33
TRINITY_DN123800_c0_g1_i1	NA	NA	NA	NA	-0.213772021	unbias	0.428729438	G23_mmean	0.0787	0.1128	1.4339
TRINITY_DN123801_c0_g1_i3	NA	NA	NA	NA	0.112102472	unbias	0.77083375	Ovary_mean	0.1546	0.2409	1.5586
TRINITY_DN123806_c2_g2_i3	NA	NA	NA	NA	-0.377575857	unbias	0.230884668	Ovary_mean	0.1681	0.3272	1.946
TRINITY_DN123812_c0_g1_i9	NA	NA	NA	NA	-0.057588205	unbias	0.193400445	G23_mmean	0.041	0.0478	1.1652
TRINITY_DN123813_c0_g2_i6	NA	NA	NA	NA	0.472401625	unbias	0.560327309	G31_mmean	0.082	0.1311	1.5992
TRINITY_DN123814_c1_g1_i2	NA	NA	NA	NA	-0.259426999	unbias	0.560682554	Brain_mmean	0.0733	0.0685	0.9335
TRINITY_DN123821_c0_g1_i1	NA	NA	NA	NA	-3.15109905	female	0.925777885	Ovary_mean	0.084	0.1512	1.8005
TRINITY_DN123827_c2_g4_i4	nrf1-like	Chr03	77458182	77458182	-0.534062801	unbias	0.135057232	G31_mmean	0.0215	0.0341	1.585
TRINITY_DN123831_c0_g1_i1	LOC100493339	Chr06	31464420	31464420	-0.593609226	unbias	0.570646771	Ovary_mean	0.139	0.1851	1.3324
TRINITY_DN123834_c0_g1_i1	NA	NA	NA	NA	-0.001904894	unbias	0.262686362	Ovary_mean	0.0461	0.0902	1.9566
TRINITY_DN123835_c0_g2_i1	NA	NA	NA	NA	0.154983325	unbias	0.5423244	G43_M_mean	0.0521	0.0901	1.7303
TRINITY_DN123838_c1_g2_i2	NA	NA	NA	NA	-0.133888816	unbias	0.25016989	Ovary_mean	0.0264	0.0302	1.1446
TRINITY_DN123838_c1_g3_i1	NA	NA	NA	NA	0.261852109	unbias	0.599581544	Brain_mmean	0.1051	0.1813	1.7256
TRINITY_DN123839_c0_g3_i1	NA	NA	NA	NA	0.344757193	unbias	0.357160094	Brain_fmean	0.0347	0.0664	1.9102
TRINITY_DN123845_c1_g11_i1	cacng6	Chr07	108468577	108468577	0.394437113	unbias	0.397478676	Ovary_mean	0.118	0.1858	1.5743
TRINITY_DN123845_c2_g1_i2	NA	NA	NA	NA	-0.302888893	unbias	0.24098965	Liver_mmean	0.04	0.0514	1.2869
TRINITY_DN123852_c0_g1_i1	NA	NA	NA	NA	0.12538924	unbias	0.222333112	Brain_fmean	0.0398	0.0651	1.6351
TRINITY_DN123853_c1_g1_i5	NA	NA	NA	NA	-0.11779661	unbias	0.567089125	Liver_fmean	0.0763	0.1052	1.3795
TRINITY_DN123854_c0_g3_i2	NA	NA	NA	NA	-0.13995145	unbias	0.529066997	Ovary_mean	0.0331	0.0384	1.1583
TRINITY_DN123854_c0_g4_i5	NA	NA	NA	NA	0.614255513	unbias	0.298041273	G46_M_mean	0.0396	0.031	0.782
TRINITY_DN123854_c1_g1_i1	NA	NA	NA	NA	0.200724317	unbias	0.547296205	Ovary_mean	0.104	0.098	0.9426
TRINITY_DN123858_c0_g2_i2	NA	NA	NA	NA	-0.076051332	unbias	0.829712541	Brain_mmean	0.0355	0.0494	1.3892
TRINITY_DN123861_c1_g1_i3	NA	NA	NA	NA	-0.004911823	unbias	0.708056419	Brain_fmean	0.0268	0.0466	1.7419
TRINITY_DN123862_c0_g1_i3	pgam2	Chr03	108057511	108057511	0.188491382	unbias	0.527352995	G43_M_mean	0.022	0.0317	1.4424
TRINITY_DN123869_c1_g1_i1	NA	NA	NA	NA	-0.52035895	unbias	0.131404231	G23_fmean	0.0468	0.0737	1.5729
TRINITY_DN123870_c1_g7_i1	NA	NA	NA	NA	0.184149265	unbias	0.909010869	Brain_fmean	0.1285	0.1701	1.3237
TRINITY_DN123875_c0_g2_i1	NA	NA	NA	NA	0.317979847	unbias	0.212291037	Ovary_mean	0.0032	0.0029	0.8936
TRINITY_DN123875_c2_g1_i2	NA	NA	NA	NA	-0.122040188	unbias	0.145860924	G23_fmean	0.0121	0.0225	1.8683
TRINITY_DN123877_c0_g1_i4	NA	NA	NA	NA	-0.055882858	unbias	0.523006191	G43_M_mean	0.0798	0.1462	1.8323
TRINITY_DN123880_c0_g1_i2	NA	NA	NA	NA	-0.114971072	unbias	0.076399346	G23_mmean	0.0339	0.0504	1.4867
TRINITY_DN123883_c0_g1_i5	nalcn	Chr02	116835071	116835071	0.03605326	unbias	0.517511987	Brain_fmean	0.0774	0.0889	1.1481
TRINITY_DN123887_c2_g1_i1	prep	Chr05	77525298	77525298	0.091334364	unbias	0.339689558	G46_F_mean	0.0209	0.031	1.4805
TRINITY_DN123891_c0_g1_i1	ethe1	Chr07	110936307	110936307	-0.582519073	unbias	0.374086529	Liver_mmean	0.0458	0.0766	1.6723
TRINITY_DN123892_c0_g1_i1	NA	NA	NA	NA	0.059375619	unbias	0.500055419	Brain_mmean	0.061	0.0656	1.0756
TRINITY_DN123897_c4_g2_i1	NA	NA	NA	NA	1.174807408	unbias	0.317444946	Brain_mmean	0.0431	0.0625	1.4523
TRINITY_DN123899_c0_g1_i2	NA	NA	NA	NA	-0.19363844	unbias	0.601300164	Brain_mmean	0.1897	0.2956	1.5579
TRINITY_DN123901_c1_g3_i3	NA	NA	NA	NA	0.206051248	unbias	0.345349813	Ovary_mean	0.1067	0.1667	1.5626
TRINITY_DN123903_c0_g2_i4	NA	NA	NA	NA	-0.110180681	unbias	0.597526562	Ovary_mean	0.1605	0.3205	1.9967
TRINITY_DN123912_c3_g11_i1	NA	NA	NA	NA	0.20044576	unbias	0.401154133	Ovary_mean	0.0855	0.1043	1.2191
TRINITY_DN123914_c1_g2_i1	NA	NA	NA	NA	0.269919555	unbias	0.492588687	Ovary_mean	0.067	0.1066	1.5898
TRINITY_DN123915_c3_g4_i1	mgst2	Chr03	9552236	9552236	-0.15250659	unbias	0.454821807	G43_M_mean	0.179	0.3052	1.7055
TRINITY_DN123916_c1_g2_i2	NA	NA	NA	NA	0.135530035	unbias	0.292224855	G23_mmean	0.0332	0.0595	1.7918
TRINITY_DN123918_c0_g2_i1	LOC100486372-like	Chr04	112981744	112981744	-0.054563622	unbias	0.653161911	G27_mmean	0.1413	0.2209	1.5631
TRINITY_DN123920_c0_g1_i1	NA	NA	NA	NA	-0.348474441	unbias	0.515833863	Brain_fmean	0.1504	0.2163	1.438
TRINITY_DN123922_c1_g1_i1	NA	NA	NA	NA	-0.372139587	unbias	0.815957576	Brain_mmean	0.0203	0.021	1.0363
TRINITY_DN123922_c3_g3_i5	NA	NA	NA	NA	0.563439062	unbias	0.420803936	Ovary_mean	0.0746	0.0838	1.1245
TRINITY_DN123922_c4_g1_i1	NA	NA	NA	NA	0.879248538	unbias	0.891992537	Brain_mmean	0.0963	0.1201	1.2469
TRINITY_DN123931_c0_g2_i3	amigo1	Chr02	63198795	63198795	0.195453668	unbias	0.365905823	Testis_mean	0.1285	0.2216	1.7244
TRINITY_DN123932_c1_g1_i1	NA	NA	NA	NA	-0.174477274	unbias	0.618041863	G27_mmean	0.0991	0.1756	1.7718
TRINITY_DN123948_c0_g2_i1	Xetrov90026281m	scaffold_138	226245	226245	-0.128085272	unbias	0.459821289	G27_mmean	0.1417	0.2215	1.5626
TRINITY_DN123953_c1_g2_i2	NA	NA	NA	NA	-0.484804811	unbias	0.436534044	Testis_mean	0.0732	0.1247	1.7052
TRINITY_DN123955_c0_g1_i4	NA	NA	NA	NA	-0.351732031	unbias	0.473133314	G27_mmean	0.1593	0.2373	1.4892
TRINITY_DN123960_c0_g1_i3	NA	NA	NA	NA	-0.078829566	unbias	0.430760129	Ovary_mean	0.0132	0.012	0.9131
TRINITY_DN123962_c0_g1_i1	NA	NA	NA	NA	-0.010154548	unbias	0.524245539	Ovary_mean	0.1369	0.2189	1.5993
TRINITY_DN123963_c2_g1_i1	NA	NA	NA	NA	0.085022845	unbias	0.528596189	Testis_mean	0.0646	0.1044	1.6146
TRINITY_DN123966_c0_g2_i1	NA	NA	NA	NA	-0.442825915	unbias	0.189241445	Ovary_mean	0.0637	0.0945	1.4852
