gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb
TRINITY_DN109275_c0_g1_i1	3.94E-13	4.68E-12	108.434667	2	6.760682256	39.29451409	5.296256007	139.1008369	7.11998729	35.85533324	5.164115821	108.6350551	6.763345907	116.9373093	6.869591491	33.44805173	5.063850275	98.1364139	6.616716648	18.32562802	4.195790735	33.67251084	5.073499397	NA	NA	NA	NA	7.902782099	-1.831547701	1	female
TRINITY_DN109288_c0_g1_i1	1.08E-06	5.02E-06	10.92199484	2	3.449164475	3.86810319	1.951626282	10.75113636	3.426417251	3.257039911	1.703561398	8.450132018	3.078973881	10.34785804	3.371260262	2.51996999	1.333406553	16.01730184	4.001559237	1.91291222	0.935770673	2.663434784	1.413287956	NA	NA	NA	NA	2.846169692	-2.001208825	1	female
TRINITY_DN109292_c0_g1_i1	0.000651908	0.001774927	4.465742703	2	2.158900132	0.440261116	-1.183568664	1.4189013	0.504774238	1.150602707	0.20238977	4.131517606	2.046671816	2.147410752	1.102598173	0.905405684	-0.143363731	4.023231313	2.008354687	1.279131491	0.355164577	1.001808572	0.002606861	NA	NA	NA	NA	0.767427217	-1.762652624	1	female
TRINITY_DN109302_c0_g2_i1	4.55E-10	3.56E-09	11.67876826	2	3.545816219	0.229508317	-2.123381659	1.577970953	0.658070649	0.308473564	-1.696781238	4.434215842	2.148678997	1.625270021	0.700679426	0.167818094	-2.575029821	3.990561758	1.996591851	0.444541213	-1.169610919	0.278529738	-1.844096726	NA	NA	NA	NA	2.193134657	-4.039211726	3	female
TRINITY_DN109332_c0_g1_i1	2.10E-06	9.18E-06	279.9204023	2	8.128872833	125.2970906	6.969209105	176.6768602	7.464969289	52.44145792	5.712635889	169.0428656	7.401245319	122.8663596	6.940946154	38.59291727	5.270264197	322.2874081	8.332204013	42.03960396	5.393677173	77.73601641	6.280511273	xpc-like	Chr04	122474147	122474147	6.938417068	-1.700286398	1	female
TRINITY_DN109352_c0_g2_i1	0.021949583	0.041262476	4.370243114	2	2.127713538	2.668466559	1.416010932	4.300051191	2.104353835	0.622671235	-0.683457461	3.95877295	1.985053326	1.687216595	0.75464519	1.219500935	0.286290864	0.988589452	-0.016556582	0.969117953	-0.045255826	0.506005144	-0.982776044	rbm15b	Chr04	116944407	116944407	0.229800841	-1.350853957	1	female
TRINITY_DN109361_c0_g1_i1	4.91E-07	2.40E-06	33.96460832	2	5.085960312	98.67318075	6.62458611	13.55094807	3.760321886	82.60449428	6.368148372	7.15958641	2.839876249	11.39357754	3.510148914	47.18607013	5.560289117	13.06452686	3.707582972	68.7155793	6.102565321	65.32704512	6.02960848	NA	NA	NA	NA	3.836227413	2.192399479	1	male
TRINITY_DN109401_c0_g1_i1	0.003309699	0.007700786	4.116760044	2	2.04150936	0.226524392	-2.142261688	1.557455148	0.639190617	0.1691461	-2.563658182	2.876028365	1.524077905	0.65475072	-0.610982354	1.138749057	0.187449859	2.797357199	1.484064486	0.767832735	-0.381136027	0.916361553	-0.126011165	LOC100125044	Chr08	26076960	26076960	0.310461752	-1.863926362	1	female
TRINITY_DN109423_c0_g1_i2	1.54E-22	4.55E-21	0.938273729	2	-0.091919223	23.31023919	4.542891903	0.60707644	-0.72004991	13.0355053	3.704374603	0.501334527	-0.996154499	0.911477145	-0.133721613	10.72205622	3.4225097	1.196296787	0.258575349	22.28195041	4.477803617	13.98128899	3.805425469	NA	NA	NA	NA	3.836488616	4.322486741	3	male
TRINITY_DN109424_c0_g2_i2	5.58E-24	1.89E-22	0.118121181	2	-3.081660409	6.120681327	2.613692256	0.216176635	-2.209717494	5.029440952	2.330398046	0.138850843	-2.848392159	0.282738344	-1.822460545	5.492176458	2.457377979	0.027610775	-5.178624807	8.093016922	3.016677612	4.29626575	2.103083235	sorl1	Chr07	88174319	88174319	3.147422638	5.182808255	5	male
TRINITY_DN109430_c0_g1_i1	0.000318745	0.000928935	15.54265019	2	3.958160615	0.427616541	-1.225610435	1.837532754	0.877769966	0.638603815	-0.647006923	0	NA	6.179957836	2.627596995	0.781690547	-0.355330504	12.46233588	3.6395026	1.035328361	0.0500884	1.081151114	0.112568185	NA	NA	NA	NA	0.724269085	-3.165894705	3	female
TRINITY_DN109430_c0_g5_i1	1.04E-13	1.31E-12	36.98524322	2	5.208877858	7.945966934	2.99022279	30.32793308	4.922575273	8.394663627	3.069472518	24.91947705	4.639201888	42.44917458	5.407664596	6.279525523	2.650655554	35.61637857	5.154468927	8.501888377	3.087783318	10.77312111	3.429364372	NA	NA	NA	NA	5.648088733	-2.027842879	1	female
TRINITY_DN109440_c0_g1_i1	8.99E-07	4.22E-06	6.536853646	2	2.708596397	3.425265653	1.776215883	15.72037401	3.974563637	4.324275856	2.112458559	9.980282694	3.319080681	17.4789008	4.127542555	1.549223697	0.631545474	7.046879336	2.816984511	2.770072595	1.469923785	2.392705367	1.258642757	NA	NA	NA	NA	4.042812777	-1.964619316	1	female
TRINITY_DN109459_c0_g1_i1	1.06E-05	4.08E-05	32.08128368	2	5.003659965	17.97966072	4.168293892	25.21158642	4.656014996	10.82615323	3.436448808	34.569702	5.111436262	26.35071023	4.719769942	12.95842423	3.695818389	29.84903663	4.899612465	12.04484693	3.590344154	13.19316701	3.721719019	LOC100487782	Chr01	90567902	90567902	5.710971201	-1.153171158	1	female
TRINITY_DN109463_c0_g2_i1	4.19E-39	3.21E-37	0.024694617	2	-5.339659596	12.15328009	3.603273835	0.025107922	-5.315713558	11.32177583	3.501028359	0.016126887	-5.95438821	0.189995671	-2.395961547	9.826488801	3.296676005	0.02886178	-5.114695911	14.31641568	3.839598433	7.475024029	2.902078217	Xetrov90014084m	Chr05	75743400	75743400	3.967588601	7.518771575	7	male
TRINITY_DN109468_c0_g1_i1	1.79E-14	2.47E-13	0.097354447	2	-3.360609309	4.146256584	2.051809398	0.197967664	-2.336663295	2.064010643	1.04545041	0.063577585	-3.975337973	0	NA	12.15866873	3.60391337	0	NA	4.127043095	2.045108503	4.659137852	2.220063017	NA	NA	NA	NA	1.086963563	6.081192766	5	male
TRINITY_DN109470_c0_g2_i1	7.45E-18	1.46E-16	0	2	NA	5.251456625	2.392717646	0.073386345	-3.768344544	1.75341363	0.810166368	0.141408748	-2.822056722	0.15425729	-2.696589424	6.458371722	2.69117048	0	NA	6.491692354	2.698594631	3.583807378	1.841493098	NA	NA	NA	NA	2.242459876	5.828841351	5	male
TRINITY_DN109500_c0_g4_i1	0.442202207	0.534108673	16.59637127	2	4.052795931	0	NA	0	NA	0	NA	0	NA	0	NA	9.673191953	3.273992028	9.272699274	3.212989367	0.556534403	-0.845457222	0	NA	NA	NA	NA	NA	1.718680806	-1.317800883	1	female
TRINITY_DN109541_c0_g2_i1	0.000339513	0.00098248	258.016183	2	8.011317745	152.7386188	7.254921073	251.7038664	7.975583568	101.8910398	6.670883378	105.057462	6.715034827	185.6089186	7.536122224	50.76850303	5.665861816	226.998316	7.826537785	19.40953635	4.278693751	39.3495594	5.298275577	dis3l	Chr03	117066135	117066135	7.183685116	-1.506847776	1	female
TRINITY_DN109555_c0_g1_i2	2.54E-06	1.10E-05	9.062695372	2	3.179940192	34.95037831	5.127236167	9.794807325	3.292017113	16.16910297	4.015167738	6.221328907	2.63722278	3.995709079	1.998451547	22.78199828	4.509822391	7.422744069	2.891952627	18.80455161	4.233010001	18.82573882	4.23463458	NA	NA	NA	NA	4.84948509	1.606433498	1	male
TRINITY_DN109560_c0_g1_i1	1.29E-08	8.10E-08	47.82404459	2	5.579664242	24.60201985	4.620704862	48.74632345	5.607221507	16.35862461	4.03197955	43.34463811	5.437781633	45.75028137	5.515708711	14.80736776	3.888243297	46.19330437	5.529611846	9.200886951	3.201772941	15.38014684	3.942997372	NA	NA	NA	NA	6.174580935	-1.536025999	1	female
TRINITY_DN109586_c0_g1_i1	7.16E-06	2.85E-05	70.23067438	2	6.134029383	42.33009029	5.403611661	65.45107917	6.032345075	18.48500147	4.208283253	60.53813666	5.919772365	47.29295926	5.563553513	17.01326927	4.088588491	63.10166475	5.979606162	23.48682207	4.553779615	23.06111959	4.527390651	NA	NA	NA	NA	5.813411934	-1.313500979	1	female
TRINITY_DN109596_c0_g1_i1	6.90E-76	1.71E-73	106.2286477	2	6.731029074	0.606903094	-0.720461919	93.62555255	6.548830423	0.064739349	-3.949213331	96.05479309	6.5857857	125.5822885	6.972489198	0.534903517	-0.902649405	94.38996967	6.560561655	0.419831405	-1.252118005	0.043841279	-4.511566303	NA	NA	NA	NA	6.611466196	-8.211740506	7	female
TRINITY_DN109600_c0_g2_i3	7.09E-15	1.02E-13	6.230843952	2	2.639427586	90.80115303	6.504638712	4.204220808	2.071838442	33.47535593	5.06502749	10.24665688	3.357081381	2.130618851	1.091272531	62.44384929	5.964487568	0.993038914	-0.010077841	140.1810878	7.131147914	137.9140072	7.107625181	aifm3-like	Chr02	40233420	40233420	5.901283467	4.275243951	3	male
TRINITY_DN109615_c0_g1_i1	0.000678769	0.001839624	5.155774262	2	2.366189099	0.778655159	-0.360943548	2.565265615	1.359108214	1.356653588	0.440052386	3.868459293	1.951759093	4.313728096	2.108935243	2.490941786	1.316691306	5.128340424	2.358492033	0.628416422	-0.670207213	0.656229598	-0.60772743	dnajb5-like	scaffold_138	303837	303837	0.882513178	-1.762510739	1	female
TRINITY_DN109617_c1_g2_i1	0.007217387	0.015464361	2.38312717	2	1.25285594	0.128151123	-2.964081974	4.570682999	2.192409764	1.148287611	0.199484038	2.723538394	1.445482205	2.361367692	1.239622703	1.376292208	0.460786809	0.759620377	-0.396649488	0.930823386	-0.103420637	0.71281528	-0.488399832	NA	NA	NA	NA	1.206954744	-1.523911175	1	female
TRINITY_DN109619_c0_g1_i1	0.000618163	0.00169224	42.13756233	2	5.397034951	8.905960028	3.154771137	23.35976491	4.54595385	12.95472782	3.6954068	15.00404076	3.907279182	23.56894513	4.558815285	12.42162035	3.634781474	40.33552017	5.333978956	10.41733358	3.380914148	14.03663988	3.811125717	NA	NA	NA	NA	3.865075938	-1.306456141	1	female
TRINITY_DN109621_c1_g1_i1	8.38E-14	1.07E-12	2.14632595	2	1.101869186	9.268008418	3.212259355	2.684165287	1.424473513	15.83168164	3.984742601	0.981164783	-0.027432643	3.229291456	1.691217656	16.72160302	4.063641253	1.856300215	0.892430053	22.15654058	4.469660738	11.55574539	3.530538417	LOC101731491	Chr09	2289258	2289258	4.809818181	2.811670021	1	male
TRINITY_DN109640_c0_g2_i2	0.009528121	0.019775015	0.964466404	2	-0.05219711	1.667612844	0.737784389	1.206902542	0.271309182	2.359343356	1.23838539	0.678297197	-0.560010564	0.507379175	-0.978863789	1.042882431	0.060576525	0.867090784	-0.205745044	2.975043232	1.572910633	2.130319622	1.091069901	NA	NA	NA	NA	0.540720649	1.256831651	1	male
TRINITY_DN109646_c1_g1_i3	6.69E-08	3.75E-07	199.3075471	2	7.638852531	55.01834166	5.78184075	206.4426587	7.689597306	62.92577366	5.975579144	94.94485146	6.569017865	206.8437883	7.692397823	17.89885079	4.161795056	197.5232441	7.625878626	6.856921658	2.777561039	32.34406509	5.015429107	NA	NA	NA	NA	7.996742298	-2.382142529	1	female
TRINITY_DN109666_c0_g1_i1	2.31E-115	2.61E-112	1622.980518	2	10.66442997	0.346985456	-1.527052902	643.5366724	9.329878554	0	NA	836.0762286	9.707490675	722.8645618	9.497581554	0.158573877	-2.65677297	1116.482628	10.12474509	0.168021509	-2.573282166	0	NA	mmp13	Chr02	158768110	158768110	7.877089338	-12.70137726	7	female
TRINITY_DN109667_c0_g1_i2	9.12E-10	6.86E-09	97.22650787	2	6.603277799	44.40663224	5.472703258	88.4043874	6.466046065	30.09216402	4.911315954	78.29523378	6.290852581	94.17075352	6.557207168	29.80627561	4.897544212	83.16666729	6.377933515	21.56160389	4.430392594	32.08414265	5.003788527	LOC100498256	Chr07	44337616	44337616	6.929251128	-1.486093548	1	female
TRINITY_DN109669_c1_g2_i1	2.15E-11	2.04E-10	209.4644954	2	7.710561915	94.91629418	6.568583869	297.1645886	8.215118398	59.07656576	5.884514057	289.3865074	8.176853848	291.4017469	8.186865716	33.5146042	5.066717991	257.5250825	8.008569145	23.54641083	4.557435262	72.68440918	6.183574034	lclat1	Chr05	3060827	3060827	8.394540413	-2.25723105	1	female
TRINITY_DN109683_c0_g1_i2	1.33E-09	9.74E-09	21.95139961	2	4.456241023	136.6705028	7.094558094	17.43146523	4.123621938	71.19582546	6.153720747	15.59107829	3.962648804	9.588233193	3.261264997	56.74155065	5.826333672	25.46838321	4.670635472	74.16593886	6.212684868	106.9708931	6.741074481	NA	NA	NA	NA	4.535865892	2.286126459	1	male
TRINITY_DN109692_c0_g1_i2	1.02E-10	8.74E-10	13.56372545	2	3.761681582	38.15155227	5.253669852	9.031101732	3.174901997	30.50246827	4.930854086	6.689096985	2.741811463	8.927270595	3.158219156	29.50610708	4.882941685	8.464059078	3.081349697	30.07215954	4.910356569	40.45067522	5.33809188	mbp	scaffold_21	365078	365078	5.220747161	1.851316482	1	male
TRINITY_DN109706_c0_g1_i1	7.17E-06	2.86E-05	0	2	NA	1.983238745	0.987858362	1.374560635	0.458970549	8.742012267	3.127965403	0.706307238	-0.501632214	0.32360287	-1.627703692	3.157602322	1.658829485	0.316013946	-1.661939868	3.283770375	1.715353247	5.176010957	2.371840671	NA	NA	NA	NA	1.729840947	3.021528025	3	male
TRINITY_DN109713_c0_g1_i1	4.27E-06	1.77E-05	58.85892953	2	5.879189399	2.154962303	1.107662632	13.31153457	3.734604991	1.609113561	0.686266146	5.947850423	2.572368367	17.4210267	4.122757746	6.524480432	2.705863019	34.06297692	5.090132619	5.21751003	2.383361469	3.677691996	1.87880066	oplah	Chr06	135092103	135092103	3.205757938	-2.744222874	1	female
TRINITY_DN109714_c0_g1_i1	0.015242505	0.029976387	0.254311667	2	-1.975330445	0.84787762	-0.238072049	0.564148333	-0.825853551	1.082416403	0.114255607	0.241569343	-2.049490718	0.454569544	-1.137427068	0.699970727	-0.514633506	0.378287903	-1.402443453	0.582743939	-0.779066001	0.77449997	-0.368662912	NA	NA	NA	NA	0.908274002	1.080707085	1	male
TRINITY_DN109721_c0_g2_i5	0.021211919	0.040065379	1.128994007	2	0.175037828	0.621763589	-0.685561961	0.752065571	-0.411069642	0.464271798	-1.106958447	1.550856837	0.633065514	0.449289539	-1.154282624	0.410436997	-1.284767313	1.751762347	0.808807065	0.490645488	-1.027247102	0.698674145	-0.517308342	parvb	scaffold_220	183006	183006	1.63806515	-1.1020854	1	female
TRINITY_DN109745_c0_g1_i1	0.001147416	0.002965822	0.75953561	2	-0.396810489	1.497596334	0.582648808	0.463348603	-1.109830073	1.65502097	0.726849497	0.529084573	-0.918429743	0.519441957	-0.944965545	2.436492838	1.284805982	1.006066345	0.008725447	1.914486489	0.936957479	1.635725482	0.709930646	NA	NA	NA	NA	0.874079491	1.486126714	1	male
TRINITY_DN109757_c0_g1_i1	0.12152817	0.182352878	1.263830273	2	0.337802729	28.29296013	4.82237122	1.779206574	0.831234024	0	NA	1.142789239	0.192559356	1.994598751	0.996098552	2.995977235	1.583026661	3.181443772	1.669681624	0.334155137	-1.581410042	0	NA	NA	NA	NA	NA	1.582815214	1.723500576	1	male
TRINITY_DN109773_c0_g1_i2	0.002372509	0.005704946	4.944215136	2	2.30574152	20.47214188	4.355590146	8.617653611	3.10729511	26.98549119	4.754112042	24.67751002	4.625124928	11.92519032	3.575940386	57.94904338	5.85671294	2.889270364	1.530705211	25.28895167	4.660435328	31.689863	4.985949518	NA	NA	NA	NA	3.108605366	1.614121338	1	male
TRINITY_DN109790_c0_g1_i1	1.96E-12	2.12E-11	278.6642675	2	8.12238421	69.19539883	6.112604203	175.9058831	7.458659924	42.05866037	5.394330994	144.1262115	7.171188925	165.2260622	7.36829746	53.41601154	5.739200352	262.9018325	8.038380388	52.24474198	5.707213944	57.49885154	5.845461235	NA	NA	NA	NA	6.9261714	-1.915034426	1	female
TRINITY_DN109823_c0_g1_i2	0.00513668	0.01140685	1.098113427	2	0.135027082	1.209513853	0.274427293	2.425482923	1.278272022	0.702446729	-0.509539274	1.78045063	0.832242432	2.848595445	1.510250746	0.818893543	-0.288252183	1.283417689	0.359990773	0.477225206	-1.06725785	0.588955295	-0.763769965	NA	NA	NA	NA	1.341808114	-1.298568791	1	female
TRINITY_DN109844_c0_g1_i1	0.075292133	0.120810137	6.629796303	2	2.728964545	0.116484449	-3.101790731	1.234693061	0.304152439	0.492881631	-1.02068688	2.036201046	1.025880014	0.224459351	-2.155473895	2.572972056	1.363435789	4.181153699	2.063901078	1.128110277	0.173908103	1.413647374	0.499422293	NA	NA	NA	NA	2.14190828	-1.320498666	1	female
TRINITY_DN109864_c0_g1_i1	0.000176638	0.000543651	132.2477057	2	7.047098884	71.5692765	6.16126849	78.60251771	6.296503619	32.25095289	5.011269882	111.8147523	6.804966733	87.67720973	6.454129981	37.99391412	5.24769644	124.5557407	6.960647706	57.38412657	5.842579813	58.32480639	5.866037708	ggt1	Chr01	144154082	144154082	6.293427453	-1.069690161	1	female
TRINITY_DN109883_c0_g1_i1	1.01E-26	4.15E-25	17.57834591	2	4.135727417	0	NA	14.88219957	3.895515866	0.422948821	-1.241444995	17.77772526	4.151998832	15.1441027	3.920684195	0.29583743	-1.757123498	13.90960989	3.798010053	0	NA	0.409170827	-1.289224807	atr	Chr05	116280008	116280008	3.050181404	-6.02006484	5	female
TRINITY_DN109897_c0_g1_i1	1.09E-10	9.33E-10	4.479990743	2	2.163495751	18.38822589	4.200710389	2.587565495	1.37159538	13.78625523	3.785158725	2.541074961	1.345438935	5.160339906	2.367466098	10.1205886	3.339221293	3.171086161	1.664977077	19.61568158	4.29393556	14.74636242	3.882287214	NA	NA	NA	NA	4.962140486	2.096591823	1	male
TRINITY_DN109897_c1_g1_i1	3.84E-09	2.61E-08	1.646175197	2	0.719117885	5.434109007	2.442043506	0.728880944	-0.456244912	7.599311914	2.925868794	1.681916123	0.75010576	1.339168654	0.421337664	8.067499207	3.012121531	0.403411742	-1.309675018	7.422593478	2.891923357	5.876867063	2.555047264	ech1	Chr08	59423412	59423412	3.408414856	2.564692673	1	male
TRINITY_DN109901_c0_g1_i1	0.021615925	0.040729581	2.440413881	2	1.287125842	0.524926715	-0.929812073	2.481258171	1.311071853	0.48995445	-1.029280464	1.593718895	0.672397185	1.706916239	0.771392265	1.439362882	0.52543036	2.722581689	1.444975337	1.525118316	0.608921169	0.663591148	-0.591633453	NA	NA	NA	NA	0.140023172	-1.187812938	1	female
TRINITY_DN109907_c0_g1_i1	3.79E-06	1.58E-05	44.91530503	2	5.489135226	90.85225117	6.505450357	51.05306912	5.673925788	105.3894748	6.719586983	48.558295	5.601645861	57.85569896	5.854387171	129.2462414	7.013978516	35.83445711	5.163275593	75.88524699	6.24574753	101.100266	6.659642983	NA	NA	NA	NA	7.318817898	1.083246044	1	male
TRINITY_DN109913_c0_g1_i1	5.11E-44	4.91E-42	16.31700948	2	4.028304765	0.060703163	-4.042084498	27.38931791	4.775541433	0	NA	19.9378648	4.317439011	24.30088609	4.602937015	0.166449674	-2.58684205	16.61169825	4.054127666	0.117577691	-3.088313743	0	NA	NA	NA	NA	NA	3.829657383	-7.930868341	7	female
TRINITY_DN109913_c0_g2_i1	1.24E-38	9.22E-37	17.11089839	2	4.096843604	0	NA	7.883962414	2.978920898	0	NA	12.18709666	3.607282568	10.82704151	3.436567175	0	NA	10.69396858	3.418725438	0	NA	0	NA	NA	NA	NA	NA	3.003155987	-10.97800037	7	female
TRINITY_DN109922_c0_g2_i1	0.001065984	0.002773772	1.142766706	2	0.19253091	0.434550181	-1.202405309	1.618350634	0.694524218	0.36053252	-1.471798699	2.558697918	1.355409832	1.465371488	0.55126645	0.72816825	-0.457656258	0.810903711	-0.30239748	0.233803515	-2.096631475	0.634793797	-0.655640064	Xetrov90012559m	Chr04	115900474	115900474	0.876438051	-1.643420345	1	female
TRINITY_DN109929_c0_g1_i1	4.79E-24	1.64E-22	418.9048422	2	8.71047875	17.7762892	4.151882288	251.5167319	7.974510567	1.463997972	0.549913555	262.8161904	8.037910343	279.2422333	8.125373345	9.856132105	3.301021593	360.3355956	8.493197365	14.74727336	3.882376333	8.063506295	3.01140731	NA	NA	NA	NA	7.677542111	-4.927081209	3	female
TRINITY_DN109936_c0_g2_i1	6.11E-09	4.02E-08	136.0526568	2	7.088021319	55.36200775	5.790824359	124.3512297	6.958276964	40.76421021	5.349231159	97.14822358	6.60211571	124.2041808	6.956569926	43.91860503	5.456760326	114.9118582	6.844383873	23.80178385	4.572997797	49.03589328	5.615766254	wdr5	scaffold_19	484953	484953	7.013163657	-1.490475185	1	female
TRINITY_DN109944_c0_g1_i1	6.83E-05	0.000227958	81.89291549	2	6.355666745	47.18291343	5.560192599	54.69800925	5.773416422	25.13184022	4.651444408	90.92823933	6.506656513	34.32191116	5.101057984	16.29189229	4.026082276	128.5484848	7.006168795	9.240537609	3.207976789	25.44927282	4.669552529	NA	NA	NA	NA	5.348411589	-1.700988903	1	female
TRINITY_DN109954_c0_g2_i1	0.005523178	0.012173006	1.824754268	2	0.867702195	2.302666222	1.203305304	0.865804097	-0.207887467	2.901494751	1.536796319	1.271104765	0.346082943	1.247938762	0.319547141	2.499280365	1.32151275	0.853071039	-0.229262209	5.435746829	2.442478264	2.474296978	1.30701867	NA	NA	NA	NA	0.438110096	1.346813713	1	male
TRINITY_DN109964_c0_g1_i1	0.008555741	0.017981882	0.164454768	2	-2.604237258	0.038911175	-4.683671644	0.81931521	-0.287509497	0.101692613	-3.29771321	2.641981742	1.401620497	0.014058707	-6.152392276	0.195608356	-2.353960094	0.057661846	-4.116239165	0.188420414	-2.407972816	0.157407793	-2.667421127	NA	NA	NA	NA	1.021657313	-2.42960923	1	female
TRINITY_DN109975_c0_g1_i1	3.96E-05	0.00013799	48.61254016	2	5.603256616	6.316168267	2.659049606	21.71322195	4.440501913	7.446777236	2.896616201	21.04202997	4.395201986	10.3292685	3.368666184	7.748018328	2.953827367	40.28557758	5.332191535	11.91202019	3.574346199	7.284237341	2.86477793	NA	NA	NA	NA	3.782370503	-1.816694685	1	female
TRINITY_DN109983_c0_g1_i2	1.26E-08	7.92E-08	125.741674	2	6.974319065	51.40817209	5.68392581	91.60418082	6.517341539	33.69382532	5.074412324	111.8122844	6.80493489	71.20753259	6.153957958	33.63226578	5.07177407	119.7040455	6.9033281	31.46683102	4.975759989	37.05435933	5.211571376	NA	NA	NA	NA	6.535427006	-1.488699961	1	female
TRINITY_DN110022_c0_g1_i1	7.00E-11	6.15E-10	256.2434575	2	8.001371359	64.46756218	6.010501524	210.4558067	7.717373505	26.01658127	4.701359491	135.9913089	7.087370643	116.3547903	6.862386797	33.15032638	5.050951169	255.9226788	7.999564188	45.18163012	5.497664418	58.52873928	5.871073298	LOC101734265	Chr09	10024668	10024668	6.65393959	-2.116945082	1	female
