gid	Am2_463	base	logAm2_463	Am2_464	logAm2_464	Am4_461	logAm4_461	Am6_462	logAm6_462	Am6_464	logAm6_464	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	meanXY	meanXX	log2meanXY	male	female	log2meanXX	cutoff
TRINITY_DN117098_c1_g2_i2	0.07240367	2	-3.787793363	1.856408919	0.892514534	0.082137137	-3.605821529	0.073747664	-3.761258838	1.245814044	0.317088741	NA	NA	NA	NA	0.780291076	-4.273416866	3.10E-12	8.28E-11	0.076096157	1.551111482	-3.714137953	meanmale	meanfemale	0.633395387	FC3
TRINITY_DN112755_c0_g2_i1	0.076487042	2	-3.708640834	5.03758945	2.332733551	0.282000715	-1.826229274	0.373952799	-1.419071913	5.123818528	2.35721938	kiaa1468	Chr06	53059038	53059038	1.803859243	-4.256706749	2.73E-16	1.09E-14	0.244146852	5.080703989	-2.033588127	meanmale	meanfemale	2.345056808	FC3
TRINITY_DN130794_c4_g14_i1	0	2	NA	6.300522459	2.655471466	0	NA	0.741613124	-0.43126132	3.716176075	1.893818859	NA	NA	NA	NA	1.443281283	-4.253820732	2.06E-05	0.000207924	0.247204375	5.008349267	-2.015640335	meanmale	meanfemale	2.32436398	FC3
TRINITY_DN122245_c0_g1_i1	4.320484251	2	2.111193022	123.2236716	6.945135618	5.700987425	2.511211819	5.280819936	2.40076195	74.55584592	6.220249573	LOC100490653	Chr07	32231175	32231175	6.817034021	-4.250962631	3.55E-28	3.16E-26	5.100763871	98.88975876	2.350741599	meanmale	meanfemale	6.627750674	FC3
TRINITY_DN124714_c0_g1_i1	3.946821961	2	1.980691442	93.51946273	6.547194736	3.256295596	1.703231669	3.325706583	1.73366089	40.35467736	5.334663995	Xetrov90012201m	Chr04	101862376	101862376	5.863988914	-4.233085797	2.21E-25	1.61E-23	3.509608047	66.93707005	1.811351026	meanmale	meanfemale	6.064735653	FC3
TRINITY_DN120454_c1_g2_i1	0.153685591	2	-2.701946185	4.01433711	2.005161774	0.276047927	-1.857009328	0.156538381	-2.675411666	3.714033364	1.892986775	NA	NA	NA	NA	1.987161925	-4.230811041	3.78E-18	1.77E-16	0.195423966	3.864185237	-2.354582638	meanmale	meanfemale	1.950201589	FC3
TRINITY_DN133117_c1_g2_i4	1.131706557	2	0.178499927	60.26994848	5.913366926	4.154667193	2.054732915	0.576356935	-0.794965553	13.96638443	3.803886684	NA	NA	NA	NA	4.9457722	-4.221383723	3.35E-09	6.28E-08	1.954243562	37.11816646	0.966684107	meanmale	meanfemale	5.214057428	FC3
TRINITY_DN123875_c3_g3_i2	1.03817887	2	0.05405503	17.66809749	4.143074793	0.647759601	-0.626469601	1.300663592	0.379247867	20.20173181	4.336407069	pin1	Chr03	126320129	126320129	3.248741323	-4.220668609	2.76E-22	1.72E-20	0.995534021	18.93491465	-0.006312567	meanmale	meanfemale	4.242984632	FC3
TRINITY_DN127684_c3_g1_i1	0.02711222	2	-5.204912941	0.23461292	-2.091645631	0.030757007	-5.02294107	0.099415767	-3.330381513	1.829334583	0.871318966	pcyt1a	Chr05	110019550	110019550	1.61490674	-4.212473466	7.12E-08	1.10E-06	0.052428331	1.031973752	-4.250760435	meanmale	meanfemale	0.045546069	FC3
TRINITY_DN75941_c0_g1_i4	0.178519854	2	-2.485843563	3.318467712	1.730517237	0.168765729	-2.566906127	0.218200356	-2.196274639	3.969053926	1.988795164	LOC100487630	Chr03	12456429	12456429	0.733925986	-4.203197347	3.08E-12	8.24E-11	0.188495313	3.643760819	-2.406634273	meanmale	meanfemale	1.865467855	FC3
TRINITY_DN136167_c0_g1_i1	0.887864656	2	-0.171588323	20.85399059	4.382251577	0.978445465	-0.031436652	0.831997999	-0.265348036	12.8739159	3.686379044	camlg-like	Chr03	17159051	17159051	5.696467817	-4.202184784	2.33E-32	2.50E-30	0.89943604	16.86395325	-0.152747011	meanmale	meanfemale	4.075879422	FC3
TRINITY_DN85639_c0_g2_i1	0.338693418	2	-1.561948144	1.11651431	0.159001742	0	NA	0	NA	2.525661347	1.336661209	NA	NA	NA	NA	0.10696436	-4.195783401	6.27E-06	7.02E-05	0.112897806	1.821087829	-3.145633334	meanmale	meanfemale	0.864879723	FC3
TRINITY_DN166410_c0_g1_i1	0.673709773	2	-0.569800867	22.02399497	4.46100428	1.337487956	0.4195259	1.132255603	0.179199679	18.07209395	4.175691771	NA	NA	NA	NA	3.218671071	-4.195605595	1.74E-22	1.10E-20	1.047817777	20.04804446	0.067525523	meanmale	meanfemale	4.32539681	FC3
TRINITY_DN122009_c0_g1_i1	1.18852703	2	0.249174714	49.10278421	5.617732925	2.801945697	1.486428996	1.384611254	0.469480979	17.51352319	4.130397434	rwdd2b	Chr02	12557111	12557111	4.549223929	-4.182374261	1.44E-17	6.44E-16	1.79169466	33.3081537	0.841405314	meanmale	meanfemale	5.057807813	FC3
TRINITY_DN136252_c8_g2_i1	1.82313299	2	0.866419804	43.98241597	5.458854949	1.692182339	0.758885033	2.304337051	1.204351752	27.66080966	4.789771481	NA	NA	NA	NA	4.493739289	-4.177366707	6.05E-31	6.13E-29	1.939884127	35.82161282	0.956044848	meanmale	meanfemale	5.162762416	FC3
TRINITY_DN116802_c0_g2_i1	2.479398531	2	1.309990184	45.13330012	5.496120366	1.615409133	0.691899601	2.170498162	1.118026201	31.38419819	4.971966446	NA	NA	NA	NA	4.894562352	-4.17585773	2.74E-32	2.90E-30	2.088435275	38.25874916	1.062491511	meanmale	meanfemale	5.257721572	FC3
TRINITY_DN128020_c1_g1_i1	0.10062747	2	-3.312903899	13.30342874	3.733726219	0.627853368	-0.671500431	0.461229159	-1.116444372	1.721719752	0.783850331	NA	NA	NA	NA	1.965708899	-4.166611305	7.16E-08	1.11E-06	0.396569999	7.512574246	-1.333988807	meanmale	meanfemale	2.909326548	FC3
TRINITY_DN79145_c1_g1_i1	0.302133352	2	-1.726742645	5.737333613	2.52038041	0.214218843	-2.222842708	0.184645023	-2.437173719	2.803771022	1.487368532	NA	NA	NA	NA	0.60405361	-4.162656212	2.07E-10	4.54E-09	0.233665739	4.270552318	-2.096864591	meanmale	meanfemale	2.09445645	FC3
TRINITY_DN120784_c2_g1_i1	0.870057265	2	-0.200817736	21.56731805	4.43077488	1.141244158	0.190607475	0.847436124	-0.238823467	13.26226637	3.729255432	NA	NA	NA	NA	4.063504544	-4.156572304	3.12E-27	2.68E-25	0.952912516	17.41479221	-0.069432934	meanmale	meanfemale	4.122249638	FC3
TRINITY_DN127094_c2_g3_i3	0.760113449	2	-0.395713334	6.450463971	2.689402935	0.074982439	-3.737303436	0.06059137	-4.044743864	3.756907857	1.909545732	NA	NA	NA	NA	2.029432242	-4.147221448	9.23E-08	1.40E-06	0.298562419	5.103685914	-1.74341238	meanmale	meanfemale	2.351567814	FC3
TRINITY_DN130576_c1_g4_i1	2.606678383	2	1.382212591	59.33912665	5.890911788	2.478135513	1.309255081	3.52263537	1.816655148	44.14202934	5.464081051	NA	NA	NA	NA	5.198878005	-4.142828041	7.45E-34	8.37E-32	2.869149755	51.740578	1.520673554	meanmale	meanfemale	5.693227054	FC3
TRINITY_DN112693_c0_g2_i1	0.424957819	2	-1.234608447	7.64067568	2.933700224	0.36156474	-1.467674103	0.545386089	-0.874650193	8.330794388	3.058454071	prim2	Chr05	89118800	89118800	3.297810003	-4.132982013	8.28E-24	5.56E-22	0.443969549	7.985735034	-1.171142448	meanmale	meanfemale	2.99744327	FC3
TRINITY_DN135265_c1_g2_i8	8.271994442	2	3.048235216	178.8317121	7.482458781	7.393475294	2.886252661	6.485115236	2.69713221	83.35417885	6.381182623	Xetrov90025478m	Chr10	34797339	34797339	5.358810055	-4.128885654	7.74E-26	6.00E-24	7.383528324	131.0929455	2.884329933	meanmale	meanfemale	7.034447342	FC3
TRINITY_DN124190_c0_g2_i1	1.769490336	2	0.823333883	41.75648097	5.383928229	2.056933506	1.040495157	1.575375623	0.655695857	22.38842884	4.484681382	NA	NA	NA	NA	5.261764835	-4.128425519	9.22E-29	8.37E-27	1.800599822	32.07245491	0.848557703	meanmale	meanfemale	5.003267379	FC3
TRINITY_DN136563_c5_g1_i2	0.450392097	2	-1.150746582	14.00185501	3.807546068	1.021879628	0.031225264	0.619315881	-0.691252654	11.36328528	3.506308093	NA	NA	NA	NA	3.145177528	-4.122383735	3.13E-20	1.72E-18	0.697195869	12.68257015	-0.520157161	meanmale	meanfemale	3.66478661	FC3
TRINITY_DN61433_c0_g1_i1	1.390014692	2	0.475100132	24.14293465	4.593529146	0.839306575	-0.252730212	1.671577317	0.741210087	21.68940502	4.438918573	NA	NA	NA	NA	3.741235565	-4.11454765	6.67E-24	4.55E-22	1.300299528	22.91616984	0.378954937	meanmale	meanfemale	4.518300325	FC3
TRINITY_DN109288_c0_g1_i1	0.121764296	2	-3.03783693	3.512251046	1.812395968	0.138133477	-2.855865092	0.18603682	-2.42633991	2.012744794	1.009164257	fam124b	Chr05	120408947	120408947	0.305817883	-4.112857236	5.66E-10	1.17E-08	0.148644864	2.76249792	-2.749088237	meanmale	meanfemale	1.466025602	FC3
TRINITY_DN130066_c0_g1_i1	1.69957579	2	0.765174698	44.64658801	5.480478021	1.979699793	0.985281673	3.765195094	1.91272462	42.68626372	5.415699986	NA	NA	NA	NA	5.229469205	-4.101376092	9.40E-27	7.87E-25	2.481490226	43.66642587	1.311264909	meanmale	meanfemale	5.448455849	FC3
TRINITY_DN133450_c2_g1_i8	0.273441174	2	-1.870697599	5.602020093	2.485947158	0.298269987	-1.745309279	0.295656432	-1.758006432	4.599237107	2.201394576	NA	NA	NA	NA	2.673782518	-4.098710771	7.43E-22	4.59E-20	0.289122531	5.1006286	-1.789748149	meanmale	meanfemale	2.35070334	FC3
TRINITY_DN133726_c0_g3_i2	0.102616155	2	-3.284670221	3.058593549	1.612868402	0.310429836	-1.687660871	0.16723355	-2.580063788	4.066981876	2.023958562	NA	NA	NA	NA	1.478084355	-4.091862201	7.36E-14	2.33E-12	0.193426514	3.562787713	-2.369396862	meanmale	meanfemale	1.833047016	FC3
TRINITY_DN124746_c10_g3_i2	1.296473774	2	0.374593023	28.70170588	4.843064581	1.507532158	0.592188777	1.148869435	0.20021485	16.90002424	4.078953411	NA	NA	NA	NA	4.204854335	-4.083042365	7.41E-27	6.22E-25	1.317625122	22.80086506	0.398049455	meanmale	meanfemale	4.511022983	FC3
TRINITY_DN105440_c0_g1_i1	0.773493373	2	-0.370539164	14.32993322	3.840959981	0.642056104	-0.639228727	0.64565379	-0.631167319	9.136568341	3.191652396	NA	NA	NA	NA	4.0286748	-4.071972548	9.92E-27	8.27E-25	0.687067756	11.73325078	-0.541265753	meanmale	meanfemale	3.552543168	FC3
TRINITY_DN133604_c0_g1_i1	1.069152701	2	0.09646792	24.03720165	4.587197046	1.148367451	0.199584345	1.153875386	0.206487427	14.48665478	3.856652585	NA	NA	NA	NA	4.472631862	-4.06949776	4.53E-30	4.36E-28	1.123798513	19.26192822	0.168511767	meanmale	meanfemale	4.267687716	FC3
TRINITY_DN117235_c0_g3_i1	2.566853266	2	1.360000827	43.66910473	5.448541049	2.12399158	1.086778047	2.14081453	1.098159813	33.66350962	5.073113689	fam193b	Chr03	36629580	36629580	5.067503222	-4.062075395	1.25E-35	1.47E-33	2.277219792	38.66630718	1.187336896	meanmale	meanfemale	5.273008812	FC3
TRINITY_DN124491_c7_g2_i1	1.546438711	2	0.628949657	21.48290819	4.425117402	0.952783564	-0.069779569	1.140621875	0.189820606	19.4849437	4.284287858	NA	NA	NA	NA	4.331886406	-4.061809727	7.03E-31	7.10E-29	1.213281383	20.48392595	0.279033082	meanmale	meanfemale	4.356427386	FC3
TRINITY_DN125797_c1_g1_i2	22.42791988	2	4.487223916	365.8391434	8.515065636	20.28676162	4.342466681	21.72100005	4.441018622	359.6882793	8.490603339	NA	NA	NA	NA	7.990490084	-4.04887126	7.41E-28	6.51E-26	21.47856052	362.7637114	4.42483212	meanmale	meanfemale	8.502886732	FC3
TRINITY_DN63832_c0_g1_i1	2.566508027	2	1.359806773	27.53605607	4.783250035	0.554577579	-0.850538804	0.697106362	-0.520549301	14.46030292	3.85402587	Xetrov90028445m	scaffold_384	7659	7659	3.763126818	-4.047190307	5.44E-12	1.43E-10	1.272730656	20.9981795	0.348040488	meanmale	meanfemale	4.39219922	FC3
TRINITY_DN125054_c0_g1_i2	1.693571144	2	0.760068593	22.42112805	4.48678696	0.812833822	-0.298967661	0.796157573	-0.328874102	13.29831611	3.733171672	NA	NA	NA	NA	1.868165307	-4.035514344	1.52E-14	5.20E-13	1.10085418	17.85972208	0.138754427	meanmale	meanfemale	4.158645803	FC3
TRINITY_DN136330_c1_g1_i2	12.93232589	2	3.692909863	227.0893928	7.82711651	8.68669445	3.118807292	9.567309259	3.258113234	115.4709665	6.851386342	NA	NA	NA	NA	4.727365271	-4.025645425	9.65E-26	7.34E-24	10.3954432	171.2801797	3.37789324	meanmale	meanfemale	7.420215246	FC3
TRINITY_DN123427_c1_g1_i1	0.629115527	2	-0.668603126	13.89290414	3.796276303	0.725200756	-0.463547666	0.607720278	-0.718520663	7.827340867	2.968522273	NA	NA	NA	NA	3.816502763	-4.022057861	7.35E-23	4.76E-21	0.654012187	10.8601225	-0.612390001	meanmale	meanfemale	3.440981756	FC3
TRINITY_DN129896_c0_g2_i2	0.594248941	2	-0.750860668	7.770548224	2.958016387	0.485377787	-1.042820009	0.450328091	-1.150951621	9.078374172	3.182433951	csrnp3-like	Chr09	65086797	65086797	4.217380501	-4.021864571	1.10E-30	1.08E-28	0.50998494	8.424461198	-0.971190589	meanmale	meanfemale	3.074601544	FC3
TRINITY_DN128259_c0_g1_i1	1.006455443	2	0.009283304	16.47698375	4.042380264	0.75602803	-0.403488371	0.947559787	-0.077711121	13.34710519	3.738454969	jup	Chr10	2018827	2018827	3.850198517	-4.02183781	3.32E-26	2.66E-24	0.903347753	14.91204447	-0.146486923	meanmale	meanfemale	3.898415837	FC3
TRINITY_DN122337_c0_g1_i2	0.388141107	2	-1.365346862	6.450914793	2.689503761	0.393143049	-1.346873748	0.321924584	-1.635205341	5.772712709	2.529249428	LOC100490440	Chr07	110696226	110696226	2.544901114	-4.021242899	6.22E-21	3.53E-19	0.367736247	6.111813751	-1.442864445	meanmale	meanfemale	2.611624185	FC3
TRINITY_DN121554_c1_g10_i1	0.480775691	2	-1.056564143	5.936398698	2.569587989	0.229645464	-2.122519807	0.139177922	-2.844997722	3.126024623	1.644329142	ap3s1	Chr01	163300087	163300087	2.249837719	-4.020864071	6.58E-14	2.10E-12	0.283199692	4.531211661	-1.81959906	meanmale	meanfemale	2.179928722	FC3
TRINITY_DN116617_c0_g2_i3	0.295501156	2	-1.758764321	5.048613769	2.335887312	0.232079792	-2.107307187	0.1389168	-2.847707012	2.148955034	1.103635295	NA	NA	NA	NA	2.071778006	-4.007030178	8.82E-14	2.77E-12	0.222165916	3.598784402	-2.169641364	meanmale	meanfemale	1.847549763	FC3
TRINITY_DN125133_c0_g1_i3	1.088222822	2	0.12197399	14.06711459	3.814254532	0.480089656	-1.058624243	0.628106349	-0.670919242	9.221996735	3.205079155	NA	NA	NA	NA	2.355911592	-4.001685121	5.62E-17	2.37E-15	0.732139609	11.64455566	-0.44961228	meanmale	meanfemale	3.541596074	FC3
TRINITY_DN126425_c1_g1_i3	2.734004897	2	1.451015827	44.83837965	5.486662238	2.525544864	1.33659467	2.577887383	1.36618924	39.84657327	5.316383755	NA	NA	NA	NA	4.832510665	-3.990754261	5.03E-36	5.98E-34	2.612479048	42.34247646	1.385474689	meanmale	meanfemale	5.404037152	FC3
TRINITY_DN120619_c0_g1_i2	0.305502428	2	-1.710744249	5.802942254	2.536784572	0.323467333	-1.628308073	0.323620253	-1.627626197	4.480931514	2.163798677	NA	NA	NA	NA	4.317541776	-3.985568448	1.36E-31	1.40E-29	0.317530005	5.141936884	-1.654580893	meanmale	meanfemale	2.362339959	FC3
TRINITY_DN131157_c1_g4_i5	1.474295209	2	0.560025435	27.56567566	4.784801059	1.388763725	0.47380117	0.675747822	-0.565443138	10.15411234	3.343992221	NA	NA	NA	NA	4.242953519	-3.980743137	1.31E-16	5.37E-15	1.179602252	18.859894	0.23842278	meanmale	meanfemale	4.237257312	FC3
TRINITY_DN128272_c3_g2_i1	0	2	NA	3.658700503	1.871331323	0.570610944	-0.809420678	0	NA	2.891958224	1.532046712	NA	NA	NA	NA	1.019089324	-3.974748774	3.63E-05	0.000347277	0.190203648	3.275329364	-2.393624877	meanmale	meanfemale	1.711684036	FC3
TRINITY_DN133682_c1_g1_i3	3.016872759	2	1.59305385	53.13653494	5.731632247	2.771268645	1.470546572	2.675847356	1.41999582	37.14776498	5.215203508	NA	NA	NA	NA	5.476075218	-3.974624236	2.86E-32	3.02E-30	2.821329587	45.14214996	1.496426345	meanmale	meanfemale	5.496406421	FC3
TRINITY_DN121284_c0_g1_i2	0.550349331	2	-0.861580443	12.85090341	3.683797878	0.758120626	-0.399500678	0.432436008	-1.209441437	5.905192541	2.5619841	NA	NA	NA	NA	2.660006318	-3.974171359	5.31E-16	2.06E-14	0.580301988	9.378047976	-0.784875633	meanmale	meanfemale	3.229303043	FC3
TRINITY_DN133387_c1_g5_i6	3.642991061	2	1.865123455	82.43845118	6.365245495	4.177009796	2.062470527	1.415334242	0.501142797	12.87368838	3.686353547	ngef-like	Chr05	123131367	123131367	5.60464611	-3.936110715	5.78E-10	1.19E-08	3.078445033	47.65606978	1.622248672	meanmale	meanfemale	5.574591099	FC3
TRINITY_DN95685_c0_g1_i1	2.126738221	2	1.088642464	34.63027822	5.113962073	2.023506828	1.016857717	1.572253417	0.652833771	24.37150376	4.607123365	NA	NA	NA	NA	4.506795451	-3.926585672	9.67E-30	9.10E-28	1.907499489	29.50089099	0.931758301	meanmale	meanfemale	4.882691513	FC3
TRINITY_DN115184_c0_g1_i1	0.258052128	2	-1.954265567	5.33445726	2.415341495	0.329335807	-1.602368718	0.236558001	-2.079734138	3.367548462	1.751698707	eif3s4	Chr03	126624707	126624707	0.874061007	-3.916929816	5.45E-11	1.29E-09	0.274648645	4.351002861	-1.863815727	meanmale	meanfemale	2.121381123	FC3
TRINITY_DN134067_c2_g1_i1	0.975094359	2	-0.036386261	20.35248581	4.347133108	0.921816298	-0.11744882	1.241493197	0.312076356	11.94723078	3.578604353	NA	NA	NA	NA	3.398116255	-3.915770308	4.67E-20	2.53E-18	1.046134618	16.1498583	0.065206412	meanmale	meanfemale	4.013458534	FC3
TRINITY_DN136699_c6_g7_i1	0.344191688	2	-1.538715837	7.876289491	2.977516138	0.429508781	-1.219240468	0.336557519	-1.571075007	3.753030714	1.908056097	gstt1-like.1	Chr01	144513755	144513755	1.185068515	-3.912764152	3.02E-11	7.34E-10	0.370085996	5.814660103	-1.433677775	meanmale	meanfemale	2.539719672	FC3
TRINITY_DN125531_c0_g1_i1	0.775165356	2	-0.367424	15.87240624	3.988448951	0.602533646	-0.73088629	0.947465244	-0.077855073	7.826225186	2.968316622	NA	NA	NA	NA	3.453770121	-3.90805092	3.31E-18	1.57E-16	0.775054749	11.84931571	-0.367443742	meanmale	meanfemale	3.566744017	FC3
TRINITY_DN127491_c0_g1_i1	0.602478086	2	-0.731019328	10.7579842	3.42733587	0.634651858	-0.655962685	0.52599565	-0.926877226	7.213315918	2.85066261	NA	NA	NA	NA	4.052561445	-3.905759037	2.68E-26	2.16E-24	0.587708531	8.985650059	-0.766581797	meanmale	meanfemale	3.167638933	FC3
TRINITY_DN129674_c0_g1_i1	1.523709226	2	0.607587615	34.88354527	5.124474766	1.973813297	0.980985532	1.635884612	0.710070991	17.36435577	4.118056982	NA	NA	NA	NA	5.070724533	-3.904367235	1.02E-25	7.75E-24	1.711135712	26.12395052	0.775038495	meanmale	meanfemale	4.707306698	FC3
TRINITY_DN135727_c2_g6_i1	1.78837743	2	0.838651244	28.7130089	4.843632617	1.304225352	0.383193169	1.838922529	0.878860702	21.2883032	4.411989058	NA	NA	NA	NA	4.542750862	-3.903262271	5.38E-30	5.14E-28	1.64384177	25.00065605	0.717159199	meanmale	meanfemale	4.643899819	FC3
TRINITY_DN117317_c1_g2_i1	0.850294489	2	-0.233965507	15.53342769	3.957304313	0.91246175	-0.132164012	0.491557834	-1.024566929	7.317519285	2.871354643	NA	NA	NA	NA	3.722472639	-3.902813458	1.13E-17	5.10E-16	0.751438024	11.42547349	-0.412081995	meanmale	meanfemale	3.514194676	FC3
TRINITY_DN135789_c0_g1_i2	3.40384124	2	1.767163749	56.60845183	5.822945563	2.684901248	1.424869026	3.022812488	1.595891488	35.4123788	5.146181854	NA	NA	NA	NA	4.518628228	-3.899245074	1.77E-28	1.59E-26	3.037184992	46.01041532	1.602782285	meanmale	meanfemale	5.52389171	FC3
TRINITY_DN129009_c1_g1_i3	4.496241267	2	2.168719452	74.60245508	6.221151204	4.032299089	2.011602652	4.790121565	2.26006227	60.36693719	5.915686701	NA	NA	NA	NA	4.876201237	-3.89821057	3.28E-33	3.60E-31	4.439553974	67.48469614	2.150447237	meanmale	meanfemale	6.076490604	FC3
TRINITY_DN131447_c0_g2_i1	0.929478287	2	-0.105506931	23.00262793	4.523726786	1.535801912	0.618992149	1.111380734	0.152353136	13.52418545	3.757469799	NA	NA	NA	NA	3.583702059	-3.894348461	4.40E-20	2.40E-18	1.192220311	18.26340669	0.253771861	meanmale	meanfemale	4.190891892	FC3
TRINITY_DN122661_c0_g1_i5	0.052117353	2	-4.262092377	1.48660449	0.572020871	0.098539439	-3.343154932	0.074318695	-3.750131021	0.896757456	-0.15721026	mrpl10	Chr10	4514910	4514910	0.897264362	-3.892319836	8.84E-11	2.05E-09	0.074991829	1.191680973	-3.735200258	meanmale	meanfemale	0.25311912	FC3
TRINITY_DN120396_c0_g1_i4	0.693949818	2	-0.527096755	24.37334187	4.60723217	2.269102995	1.182122095	0.898091494	-0.155065666	15.19980668	3.92598107	NA	NA	NA	NA	3.683942721	-3.89197532	5.31E-15	1.91E-13	1.287048102	19.78657428	0.364178063	meanmale	meanfemale	4.306457241	FC3
TRINITY_DN103741_c0_g1_i2	0.696295828	2	-0.522227716	15.33719657	3.938962897	0.646282805	-0.629762487	1.083173626	0.115264517	9.270141896	3.212591422	NA	NA	NA	NA	3.36795765	-3.891943868	4.26E-19	2.16E-17	0.808584086	12.30366923	-0.306351873	meanmale	meanfemale	3.621028445	FC3
TRINITY_DN96802_c0_g1_i1	0.700995993	2	-0.512521897	18.33841557	4.196797091	0.96090682	-0.057531557	0.731858444	-0.450363465	5.861439462	2.551255008	NA	NA	NA	NA	3.461457519	-3.891181377	1.29E-14	4.47E-13	0.797920419	12.09992752	-0.325502434	meanmale	meanfemale	3.596938423	FC3
TRINITY_DN125113_c2_g1_i3	0.630732437	2	-0.664899966	10.94232883	3.451847911	1.135505334	0.183334483	0.921762332	-0.117533282	16.58920331	4.052172698	NA	NA	NA	NA	3.730470461	-3.888842213	7.55E-22	4.64E-20	0.896000034	13.76576607	-0.158268301	meanmale	meanfemale	3.783023474	FC3
TRINITY_DN3025_c0_g1_i1	1.114927676	2	0.156950127	29.18196996	4.867005372	0.421603712	-1.246040526	2.044122357	1.031481556	6.897620735	2.786098805	NA	NA	NA	NA	1.957910977	-3.888095324	1.44E-08	2.47E-07	1.193551248	18.03979535	0.255381383	meanmale	meanfemale	4.173119064	FC3
TRINITY_DN102409_c0_g1_i1	0.433317146	2	-1.206504771	6.916052757	2.789948874	0.589883305	-0.761498517	0	NA	3.468237679	1.79420277	rem1	scaffold_2533	2137	2137	0.707822664	-3.884454614	3.10E-07	4.35E-06	0.341066817	5.192145218	-1.551450763	meanmale	meanfemale	2.37635852	FC3
TRINITY_DN114523_c0_g1_i1	0.149944894	2	-2.737495699	4.108855571	2.03873662	0.170102488	-2.555523852	0.229092371	-2.125998679	1.695860729	0.762017695	NA	NA	NA	NA	0.096526502	-3.882451739	2.22E-08	3.69E-07	0.183046584	2.90235815	-2.4489293	meanmale	meanfemale	1.537275265	FC3
TRINITY_DN134312_c3_g2_i3	1.01385334	2	0.019848973	21.16727827	4.403763872	1.252840916	0.325203235	1.172821481	0.229983433	13.48267371	3.753034716	LOC100145527	Chr04	46721839	46721839	3.667101409	-3.880909149	2.12E-22	1.34E-20	1.146505246	17.32497599	0.197368784	meanmale	meanfemale	4.114789775	FC3
TRINITY_DN135970_c0_g1_i2	0.367334236	2	-1.444834732	7.489659768	2.904900183	0.288024437	-1.795736875	0.462188853	-1.113445629	3.615615123	1.854241113	pus7	Chr03	67530666	67530666	3.77261172	-3.872188037	8.57E-19	4.27E-17	0.372515842	5.552637446	-1.424239082	meanmale	meanfemale	2.473199181	FC3
TRINITY_DN112226_c0_g2_i2	0.323253666	2	-1.629261363	16.84562315	4.074301892	2.200258431	1.137672985	0.908741221	-0.138058573	18.41106191	4.202500935	NA	NA	NA	NA	2.858960368	-3.867016882	1.87E-12	5.16E-11	1.144084439	17.62834253	0.194319629	meanmale	meanfemale	4.139833113	FC3
TRINITY_DN122167_c0_g1_i8	17.95448529	2	4.16627239	348.2734776	8.4440768	32.38594947	5.017296136	16.68695287	4.06064863	317.5108827	8.310662231	rfx1	Chr03	129940552	129940552	7.46658343	-3.866850976	2.61E-21	1.51E-19	22.34246254	332.8921802	4.481722758	meanmale	meanfemale	8.378911604	FC3
TRINITY_DN130057_c11_g2_i3	0.170082556	2	-2.555692912	3.870269461	1.952434015	0.225105211	-2.151328641	0.22521163	-2.150646764	2.433291452	1.282909132	NA	NA	NA	NA	1.581363063	-3.865017774	5.28E-14	1.71E-12	0.206799799	3.151780457	-2.272995851	meanmale	meanfemale	1.656212818	FC3
