gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	group1	meanXX	group2
TRINITY_DN121480_c0_g1_i2	1.47E-26	5.93E-25	63.24195544	2	5.982810071	10.25150996	3.357764517	66.90108929	6.063957796	9.752975632	3.285842452	81.9699911	6.357023936	86.37219295	6.432495014	10.4988822	3.392163829	54.78719007	5.775766707	14.05501193	3.813012773	11.4918373	3.522537568	NA	NA	NA	NA	6.761302341	-2.652785297	1	female	3.486732829	meanmale	6.142711254	meanfemale
TRINITY_DN122199_c0_g1_i2	7.52E-17	1.35E-15	213.84979	2	7.74045398	51.69732799	5.692017811	182.8494904	7.514512796	30.61727476	4.936273969	225.9530871	7.819879458	106.9897397	6.741328639	26.0830001	4.705037915	314.3759632	8.296347105	28.26640643	4.821016577	32.50505005	5.02259197	NA	NA	NA	NA	7.412034053	-2.652230076	1	female	5.080398086	meanmale	7.706003564	meanfemale
TRINITY_DN123354_c0_g1_i1	0.000114922	0.000367439	1.556473327	2	0.638280854	0.13897084	-2.847145898	0.925626915	-0.11149728	0.103769733	-3.268542387	1.802776556	0.850220594	0.426789409	-1.22840372	0.190530852	-2.391903468	0.06864622	-3.864675909	0.134588294	-2.89337516	0.175681322	-2.508967279	adh5	Chr01	65460801	65460801	0.532253005	-2.651229548	1	female	-2.748473988	meanmale	-0.064672292	meanfemale
TRINITY_DN131669_c1_g5_i1	0.000133049	0.0004191	8.407959073	2	3.071755647	0.983125458	-0.024552562	2.286274863	1.192998859	2.159121303	1.110444299	5.650457902	2.498367785	6.142969741	2.618936277	0.47572163	-1.071810472	12.05495008	3.591553772	1.960250943	0.971038354	0	NA	NA	NA	NA	NA	2.555096603	-2.649574607	1	female	0.158005876	meanmale	2.788398047	meanfemale
TRINITY_DN132311_c6_g1_i4	7.70E-14	9.90E-13	18.5004215	2	4.209486235	5.526491435	2.466363857	31.40035417	4.972708927	4.355897127	2.122969882	42.95195423	5.424651868	19.61871805	4.294158869	3.628088764	1.859209753	17.24586445	4.108178541	3.185839011	1.671673365	4.080925618	2.028896415	NA	NA	NA	NA	4.820738804	-2.649400667	1	female	2.055038876	meanmale	4.697304694	meanfemale
TRINITY_DN123658_c2_g4_i1	0.002347253	0.005647225	4.351686406	2	2.121574596	0	NA	2.004860147	1.003501602	0.961042284	-0.057328187	0.355235074	-1.493154062	1.046282645	0.065272637	0.073523448	-3.765651764	1.033098637	0.046978005	0.31161553	-1.68216096	0	NA	LOC100486893	Chr01	95591053	95591053	0.19580883	-2.648544485	1	female	-1.892519667	meanmale	0.814207976	meanfemale
TRINITY_DN119243_c0_g1_i3	3.35E-18	6.81E-17	103.5312583	2	6.693922604	19.29153984	4.269896398	70.40628874	6.137632392	14.68011742	3.875791603	67.01974608	6.066514315	77.80838631	6.281853754	11.21937743	3.487920717	83.05027451	6.375913032	5.741181588	2.521347687	13.65027348	3.77085795	theg-like	Chr01	86248597	86248597	6.836698729	-2.648037423	1	female	3.69115423	meanmale	6.328464737	meanfemale
TRINITY_DN115316_c0_g1_i1	5.80E-05	0.000196072	0.39501631	2	-1.340015872	0.035947571	-4.7979619	2.409765298	1.26889264	0.134210525	-2.897430281	0.297653621	-1.74829365	1.090987728	0.125634874	0.246422969	-2.020791359	1.349509951	0.432435615	0.208883632	-2.259228647	0.218128644	-2.196748862	NA	NA	NA	NA	0.64618445	-2.647723402	1	female	-2.566453647	meanmale	0.148851583	meanfemale
TRINITY_DN129955_c1_g1_i1	7.81E-07	3.70E-06	20.7392841	2	4.374294189	1.250207138	0.322167145	9.132958597	3.191082293	2.100445946	1.070695659	8.971719417	3.165384502	11.17964987	3.482803101	4.642219982	2.21481489	22.23194295	4.474562132	1.059433334	0.083292807	2.212645905	1.145772592	tubgcp4	Chr03	97117683	97117683	2.183489578	-2.647227405	1	female	1.171905239	meanmale	3.853118488	meanfemale
TRINITY_DN133989_c3_g1_i4	6.34E-06	2.55E-05	5.671576394	2	2.503749783	0.457478031	-1.128225631	4.455931383	2.155727017	0.455466036	-1.134584618	4.461441621	2.157509962	3.746527511	1.905554045	1.602865928	0.680653756	4.067576155	2.024169357	0.738418552	-0.437489295	0	NA	dph2	Chr04	73479074	73479074	0.599480359	-2.644701544	1	female	-0.619390871	meanmale	2.163727553	meanfemale
TRINITY_DN105826_c0_g1_i2	3.45E-08	2.02E-07	27.46012444	2	4.779266258	3.460080318	1.790805527	16.52054096	4.046189023	3.875470689	1.954371541	21.54071275	4.428994082	25.14162072	4.652005749	1.756968776	0.813088553	30.76462528	4.943200515	2.792470157	1.481541863	7.970570863	2.994683056	NA	NA	NA	NA	2.624521195	-2.643650481	1	female	1.989579438	meanmale	4.6020307	meanfemale
TRINITY_DN117011_c0_g1_i1	4.18E-12	4.31E-11	110.160704	2	6.783465874	22.81671679	4.512019305	63.89019262	5.997522584	14.34718013	3.842695305	55.65227532	5.798368768	78.01592582	6.285696754	7.709436666	2.946625445	100.0510746	6.644592852	4.652036875	2.217862533	16.71359963	4.062950577	NA	NA	NA	NA	6.091788375	-2.642379781	1	female	3.727691131	meanmale	6.349686113	meanfemale
TRINITY_DN135751_c6_g7_i1	2.16E-23	6.87E-22	53.51985456	2	5.74200229	8.66940822	3.115933517	59.99668305	5.906810838	14.59559152	3.867460775	68.19981703	6.091695964	74.0015645	6.209483867	6.811005803	2.767867861	56.42440284	5.81824734	9.779624668	3.289779097	10.37665004	3.375268859	tlx3	Chr03	22640473	22640473	6.514686079	-2.640599583	1	female	3.328629127	meanmale	5.964134385	meanfemale
TRINITY_DN123723_c3_g4_i1	3.78E-23	1.17E-21	88.26973697	2	6.463846994	20.33769797	4.346084484	89.70505796	6.487117428	14.67511567	3.87529997	101.0403075	6.658787125	86.79898362	6.439606244	10.23279594	3.355128486	119.9245569	6.905983299	17.47102702	4.126892513	16.11825263	4.010623446	NA	NA	NA	NA	6.572994	-2.639387583	1	female	3.978843401	meanmale	6.602109845	meanfemale
TRINITY_DN136018_c3_g2_i1	3.26E-15	4.85E-14	22.63033474	2	4.500186019	5.995756511	2.583941796	40.3967978	5.336169032	5.913523838	2.564018081	25.23900695	4.657583242	40.89291892	5.35377914	2.41772387	1.273649483	40.67151454	5.34594681	5.403003338	2.433761573	7.782256098	2.960188457	NA	NA	NA	NA	5.657976693	-2.638138703	1	female	2.460101066	meanmale	5.086028539	meanfemale
TRINITY_DN136526_c4_g4_i1	1.18E-16	2.07E-15	177.8476827	2	7.474498366	35.45641356	5.147974709	160.194949	7.32368485	31.39271782	4.97235803	132.2391546	7.047005596	130.8635783	7.031919815	19.97661212	4.320240029	162.7420258	7.346443044	9.058278485	3.179236894	27.99148117	4.806915924	NA	NA	NA	NA	7.254592049	-2.63770251	1	female	4.630824835	meanmale	7.255289016	meanfemale
TRINITY_DN129939_c4_g4_i3	1.04E-09	7.80E-09	17.84652241	2	4.157571072	6.6355377	2.730213377	35.64238257	5.155521874	2.026949679	1.019310273	22.8099516	4.51159148	34.87180628	5.123989189	4.686544338	2.228524532	26.22159181	4.712683363	3.943399846	1.979440002	4.727995276	2.241228594	NA	NA	NA	NA	3.129836022	-2.636335612	1	female	2.138875192	meanmale	4.780234021	meanfemale
TRINITY_DN123422_c0_g1_i2	2.86E-06	1.22E-05	1.329168618	2	0.410524136	0.090718502	-3.462459372	0.571752252	-0.806537952	0.06773964	-3.88385587	1.001558269	0.002246357	1.42032912	0.506225271	0.331670029	-1.592179444	0.746857184	-0.421095701	0.175715257	-2.508688632	0.091746132	-3.446208854	NA	NA	NA	NA	0.776838403	-2.636116942	1	female	-2.721487893	meanmale	0.020104729	meanfemale
TRINITY_DN129240_c0_g2_i3	2.55E-06	1.10E-05	3.157465999	2	1.658767199	0.689053491	-0.537312112	2.773958326	1.471946114	1.191513673	0.252795507	3.343229299	1.741242307	4.664663923	2.221773142	1.060717376	0.085040307	17.37656844	4.119071299	1.123913587	0.168531117	1.100303481	0.137901497	NA	NA	NA	NA	3.096466808	-2.635338371	1	female	0.047119998	meanmale	2.646917731	meanfemale
TRINITY_DN107365_c0_g1_i1	0.018211189	0.035081926	6.714084295	2	2.74719065	0.189119094	-2.402633066	0.325069305	-1.62118076	2.40066365	1.263433286	1.774739664	0.827607412	0	NA	0	NA	15.69414295	3.972154341	0.732620346	-0.448862327	0.765045499	-0.386382544	NA	NA	NA	NA	0.45747671	-2.631864938	1	female	-0.290551042	meanmale	2.293284321	meanfemale
TRINITY_DN103526_c0_g1_i1	5.09E-10	3.95E-09	11.49467275	2	3.522893488	5.106901238	2.352448159	14.18777828	3.826576785	1.862324324	0.89710434	14.52155388	3.860123932	26.00355065	4.700636724	2.740947736	1.454674819	17.2476241	4.108325736	2.127866309	1.089407511	1.621491467	0.697321432	capn2.2	Chr05	5263143	5263143	3.751142807	-2.629955349	1	female	1.428681741	meanmale	4.061010237	meanfemale
TRINITY_DN128559_c0_g1_i1	0.000118922	0.000379259	0.87025837	2	-0.20048431	0.158391813	-2.658430328	0.731681019	-0.450713261	0.340030283	-1.556264857	1.57382193	0.654272316	1.287615731	0.364702108	0.009048219	-6.788150436	1.564788592	0.645967758	0.441015838	-1.181097627	0.040046506	-4.642179815	NA	NA	NA	NA	1.610204871	-2.629897379	1	female	-2.337838029	meanmale	0.269910623	meanfemale
TRINITY_DN126501_c5_g1_i1	0.005090129	0.011310285	13.30267655	2	3.733644646	0	NA	1.604698799	0.68230253	0	NA	3.239350459	1.695704559	2.891193629	1.531665232	3.413212307	1.771130155	7.905495459	2.982855883	0	NA	0.809278586	-0.305291673	arx	Chr02	36360919	36360919	0.209783893	-2.629294395	1	female	-0.243662959	meanmale	2.533260071	meanfemale
TRINITY_DN134366_c1_g2_i1	4.34E-12	4.47E-11	4.006412365	2	2.00231092	0.759177399	-0.397491051	4.637755871	2.213426879	0.674126252	-0.568909287	4.270052877	2.094253935	5.619294285	2.490388957	0.468847844	-1.092808297	3.810854221	1.930114421	0.794849937	-0.331245581	0.933782984	-0.098840796	LOC101731473	Chr04	31675594	31675594	3.387348147	-2.628965245	1	female	-0.461448163	meanmale	2.159943627	meanfemale
TRINITY_DN128755_c0_g2_i5	4.96E-18	9.97E-17	37.36869117	2	5.223758129	3.934943907	1.97634307	22.95531271	4.52075618	3.89537866	1.961763576	24.6505597	4.623548499	20.74397223	4.374620275	4.413976308	2.142078886	19.87885325	4.31316263	3.002489936	1.58615941	5.094988579	2.349078912	NA	NA	NA	NA	5.33014003	-2.627732029	1	female	2.024481203	meanmale	4.650740312	meanfemale
TRINITY_DN110156_c0_g1_i1	7.03E-15	1.01E-13	598.5778495	2	9.225395082	100.1851957	6.646525528	359.3024094	8.4890548	35.09942895	5.133375654	384.3748365	8.586370081	246.0439916	7.942772476	48.19839304	5.590913142	449.1726363	8.811126231	56.97653641	5.832296018	93.12118532	6.541037517	NA	NA	NA	NA	8.036714683	-2.627527176	1	female	6.059966249	meanmale	8.670636581	meanfemale
TRINITY_DN122298_c0_g2_i1	9.31E-15	1.32E-13	109.4170216	2	6.77369338	23.95182605	4.582063744	67.33711654	6.073330039	7.188589477	2.845708717	81.95565002	6.356771507	88.29866421	6.464319708	8.004162429	3.000750444	66.63328621	6.058171141	16.00726165	4.000654623	12.08224654	3.594816825	cyp19a1	Chr03	92646100	92646100	6.086648767	-2.627068849	1	female	3.749203561	meanmale	6.370311607	meanfemale
TRINITY_DN129105_c3_g3_i1	0.000114175	0.000365204	12.25882322	2	3.61574859	2.636841173	1.398810675	19.26253701	4.267725824	1.093851794	0.129417281	12.37238009	3.629051155	5.398618802	2.432590351	1.271995105	0.347093119	2.604995105	1.381280662	0	NA	3.407463385	1.768698155	NA	NA	NA	NA	1.796996925	-2.627033807	1	female	0.750289456	meanmale	3.37567489	meanfemale
TRINITY_DN134918_c2_g2_i1	4.18E-09	2.83E-08	3.923127227	2	1.972004123	0.635780804	-0.653398637	5.846578401	2.547592562	0.902003098	-0.148795706	6.282186115	2.651266685	4.732010029	2.242453131	0.871663857	-0.198156205	3.014890815	1.592105756	0.615730997	-0.699627897	0.771579273	-0.374113706	NA	NA	NA	NA	1.881162628	-2.624601109	1	female	-0.396970059	meanmale	2.250918691	meanfemale
TRINITY_DN127513_c0_g2_i1	1.30E-07	6.94E-07	5.377918218	2	2.427047816	0.615703515	-0.69969229	6.702619475	2.744725031	0.919493463	-0.121088777	4.64498795	2.215674854	6.377050476	2.672889301	0.9379307	-0.092446763	3.24409304	1.697815196	0.795049147	-0.33088405	0.830237346	-0.268404266	NA	NA	NA	NA	0.420909939	-2.624525	1	female	-0.286686314	meanmale	2.397647961	meanfemale
TRINITY_DN117082_c0_g1_i1	3.02E-11	2.79E-10	24.00984287	2	4.585554057	5.79489863	2.534783424	35.27039668	5.140385896	2.837416024	1.504577695	28.89468496	4.852732235	40.70724605	5.347213718	4.645368373	2.215793005	15.01616152	3.908444168	5.980162308	2.580184641	3.842977973	1.942224707	NA	NA	NA	NA	3.848893001	-2.623254218	1	female	2.207975496	meanmale	4.846982978	meanfemale
TRINITY_DN128313_c7_g1_i2	1.02E-12	1.14E-11	12.91572624	2	3.691056862	3.339589625	1.739670833	16.67042564	4.059219035	1.605517776	0.683038638	15.02579867	3.909369772	12.82634713	3.681038453	1.735276592	0.795165638	13.0162437	3.702241262	1.905119863	0.92988177	2.961025263	1.566096799	NA	NA	NA	NA	3.888133817	-2.621323144	1	female	1.207521715	meanmale	3.816702942	meanfemale
TRINITY_DN133880_c6_g2_i1	6.89E-07	3.29E-06	8.365112992	2	3.064385028	0.543748788	-0.878987815	3.925438497	1.972853821	1.055646878	0.078127323	3.962074067	1.98625585	2.121744488	1.08525093	0.795185868	-0.330635977	7.090798981	2.825948197	0.842562045	-0.247145167	0.879853124	-0.184665384	NA	NA	NA	NA	1.243479396	-2.621283719	1	female	-0.2801606	meanmale	2.34855362	meanfemale
TRINITY_DN123539_c0_g1_i1	0.000307166	0.000898439	0.554861819	2	-0.849799563	0.123079009	-3.022343362	0.105777812	-3.240891056	0.137854919	-2.858777348	1.823093632	0.866388658	0.607739716	-0.718474519	0.131244511	-2.929671008	0.12159254	-3.039873376	0.059598812	-4.068572616	0.062236605	-4.006092826	NA	NA	NA	NA	0.729627315	-2.621034508	1	female	-3.28064626	meanmale	-0.637753208	meanfemale
TRINITY_DN113973_c1_g1_i2	2.88E-08	1.71E-07	7.048779216	2	2.817373418	0.50033748	-0.999026567	5.016726389	2.326746256	1.120808224	0.164539447	6.536578591	2.708535691	7.110412791	2.829933317	1.067063318	0.093645786	4.778182354	2.256461914	0.969117953	-0.045255826	1.18067867	0.239616379	ccnb1.2	Chr04	83575822	83575822	0.899897483	-2.620696662	1	female	-0.04736655	meanmale	2.608391952	meanfemale
TRINITY_DN121615_c0_g1_i1	4.02E-25	1.49E-23	79.76699181	2	6.317719967	18.81762603	4.234012729	76.8190677	6.26339255	11.31236603	3.499828802	76.2564231	6.252786956	84.66880719	6.403758659	9.966221474	3.317046635	76.40952589	6.255680604	12.23955712	3.613479451	12.05551919	3.591621879	NA	NA	NA	NA	6.558834303	-2.619398297	1	female	3.686876752	meanmale	6.29983558	meanfemale
TRINITY_DN130451_c1_g1_i1	4.13E-08	2.40E-07	25.00815914	2	4.644326959	3.698193372	1.886820663	19.52408189	4.287182803	5.720139174	2.516050249	23.62255949	4.562093383	18.70633366	4.225454921	4.587388798	2.197673186	27.92340003	4.803402714	1.023305193	0.033236482	3.472936384	1.796155984	st13	Chr04	105911538	105911538	2.099096673	-2.618884123	1	female	1.887717325	meanmale	4.520862649	meanfemale
TRINITY_DN127464_c0_g6_i1	0.000192083	0.000586544	4.998309393	2	2.321440206	0.358374475	-1.480460209	3.541975062	1.824554055	0	NA	4.154384803	2.054634853	1.942224167	0.957709723	1.88345515	0.913381679	5.487717015	2.456206088	0.520609316	-0.941726967	0.181217014	-2.464209682	NA	NA	NA	NA	0.257797435	-2.616539127	1	female	-0.764074	meanmale	2.0089967	meanfemale
TRINITY_DN69092_c0_g1_i1	1.37E-19	3.15E-18	105.1421633	2	6.716197514	23.13202601	4.531819724	118.2547557	6.885754394	15.44279204	3.948861709	93.64087315	6.549066482	63.36272426	5.98556246	11.17239773	3.481866934	115.6804803	6.854001637	17.42419846	4.123020386	14.50794312	3.858771089	NA	NA	NA	NA	6.315378297	-2.616471656	1	female	4.029980347	meanmale	6.632505242	meanfemale
TRINITY_DN131843_c0_g4_i1	2.64E-08	1.58E-07	2.41158516	2	1.269981757	0.693970911	-0.527052904	3.313441831	1.728330592	0.403035977	-1.311019468	4.001077535	2.000388586	3.454549877	1.788497742	0.704772786	-0.504769878	4.189714087	2.066851795	0.522733585	-0.935852241	0.467887996	-1.095764879	NA	NA	NA	NA	1.190004273	-2.614667006	1	female	-0.840163528	meanmale	1.796669886	meanfemale
TRINITY_DN132803_c2_g1_i12	4.23E-24	1.46E-22	60.39780855	2	5.916424299	13.73131468	3.779397855	77.24360249	6.271343545	9.88034973	3.304562109	63.25756529	5.983166124	66.56973331	6.056794483	11.79750967	3.560410449	67.87671255	6.084844788	8.510904165	3.089312406	10.90749626	3.447248074	znf526	Chr07	99014188	99014188	6.003264944	-2.614479005	1	female	3.454914809	meanmale	6.067578154	meanfemale
TRINITY_DN118284_c0_g1_i1	0.000865241	0.002294831	0.664338985	2	-0.590008517	0.030228338	-5.04795453	1.065144955	0.091049779	0.428859354	-1.221423507	0.28367009	-1.817714053	0.764510288	-0.387392179	0.027628966	-5.177674619	0.537538672	-0.895559545	0	NA	0.030570755	-5.031704007	NA	NA	NA	NA	0.206291308	-2.614053946	1	female	-3.271496295	meanmale	-0.592613314	meanfemale
TRINITY_DN126629_c0_g1_i1	6.13E-25	2.24E-23	45.86490968	2	5.519318894	8.123704238	3.022137716	62.87080398	5.974318307	8.954544932	3.162620117	54.20618292	5.760385514	62.4833764	5.965400509	8.234644434	3.041706357	36.68841771	5.197252781	6.428096892	2.684391675	11.01607504	3.461538387	NA	NA	NA	NA	6.932355131	-2.612009651	1	female	3.096179713	meanmale	5.712123557	meanfemale
TRINITY_DN123034_c0_g1_i1	3.61E-22	1.03E-20	46.26885549	2	5.531969508	9.314527284	3.219482554	45.47626742	5.507041941	6.718399601	2.748117608	39.60243486	5.307517229	37.94983183	5.246021587	6.575366351	2.717071277	39.82326374	5.315539558	6.065039732	2.600517096	5.692108855	2.508963252	LOC100497175-like	Chr04	128931432	128931432	5.657156954	-2.608525412	1	female	2.780979498	meanmale	5.386267098	meanfemale
TRINITY_DN130393_c6_g2_i4	8.32E-15	1.19E-13	62.66672679	2	5.969627735	17.98765864	4.168935506	111.1178803	6.795947173	6.90122248	2.786851943	83.71455105	6.387406505	79.99857919	6.321902472	19.75630364	4.304241142	76.28515296	6.253330394	11.26070369	3.49322508	11.55808272	3.530830195	NA	NA	NA	NA	5.313319998	-2.607915527	1	female	3.754127935	meanmale	6.37080383	meanfemale
TRINITY_DN131318_c1_g3_i1	8.39E-08	4.64E-07	5.218893754	2	2.383744032	1.884736872	0.914363123	13.85208025	3.792030746	0.679403503	-0.557659438	5.524892171	2.465946308	6.7156768	2.747532801	1.306850109	0.386093679	5.585922704	2.48179561	1.447651989	0.533714825	0.657271233	-0.605439251	NA	NA	NA	NA	2.457825501	-2.607558964	1	female	0.257351925	meanmale	2.883541277	meanfemale
TRINITY_DN129270_c0_g3_i1	5.35E-08	3.05E-07	13.97080974	2	3.804343736	2.929957921	1.550879945	5.423587502	2.439247457	2.075608868	1.053534605	9.994571408	3.321144702	10.53172539	3.396669904	1.407670488	0.493309663	19.00026603	4.247947713	0.945853194	-0.080311815	2.507278702	1.326122371	NA	NA	NA	NA	2.944359985	-2.607492479	1	female	0.980664285	meanmale	3.558793181	meanfemale
TRINITY_DN130905_c3_g2_i3	2.81E-14	3.79E-13	35.34656024	2	5.14349792	3.070821282	1.618624552	20.8851761	4.384407403	5.803238258	2.536858161	31.99833382	4.99992488	37.39410945	5.224739121	8.160387895	3.028637731	25.4309297	4.6685123	4.259034113	2.090526285	3.258969862	1.704416011	NA	NA	NA	NA	5.250952462	-2.606075239	1	female	2.295896455	meanmale	4.917007853	meanfemale
TRINITY_DN133781_c0_g1_i1	7.38E-10	5.61E-09	24.68650075	2	4.625650447	2.433751133	1.283181651	14.51843624	3.859814166	2.351781358	1.233753941	22.99696852	4.523371791	21.31059062	4.413498673	4.514365403	2.174523198	20.36632536	4.348113797	3.743472231	1.904377053	3.909155128	1.966856837	NA	NA	NA	NA	2.821281752	-2.605251553	1	female	1.761542744	meanmale	4.376836591	meanfemale
TRINITY_DN110429_c0_g1_i2	1.31E-06	5.98E-06	0.663289642	2	-0.592289098	0.336298019	-1.572187814	2.119514167	1.08373361	0.125557116	-2.993584299	1.237608849	0.307555417	1.417562197	0.503412036	0.230534507	-2.116945382	1.550436664	0.632674592	0.162846309	-2.618417074	0.283422913	-1.818971699	NA	NA	NA	NA	0.390820187	-2.60281696	1	female	-2.133959139	meanmale	0.483139687	meanfemale
TRINITY_DN128595_c0_g6_i1	1.82E-20	4.53E-19	242.7999073	2	7.923624061	60.50499467	5.918982336	291.994338	8.189796584	55.93736122	5.805740293	298.4293211	8.221245479	313.4451598	8.292069242	42.50187195	5.40945448	212.8115834	7.733432869	26.0053565	4.70073691	39.35186413	5.298360074	NA	NA	NA	NA	8.527716627	-2.600679855	1	female	5.487370248	meanmale	8.086911976	meanfemale
TRINITY_DN118957_c0_g2_i1	7.56E-16	1.22E-14	13.37869439	2	3.741865427	4.434282115	2.148700559	33.49190332	5.065740461	3.093568522	1.62927199	24.22773412	4.598587579	27.996125	4.80715525	2.92879056	1.550305029	18.57812264	4.215532816	4.733292103	2.242843957	4.189909265	2.066919002	smg9	Chr07	112954766	112954766	5.114280138	-2.599341209	1	female	1.954594072	meanmale	4.556712402	meanfemale
TRINITY_DN129880_c2_g1_i1	1.19E-13	1.50E-12	16.20751833	2	4.018591299	7.669629615	2.939156908	50.04881794	5.645264091	6.309752388	2.657583391	39.20897933	5.293112182	48.89811603	5.611706976	4.91638163	2.297596908	21.18878092	4.405228681	3.713881155	1.892927649	6.212071169	2.635074358	NA	NA	NA	NA	5.615462007	-2.599289848	1	female	2.527181259	meanmale	5.133832383	meanfemale
TRINITY_DN129575_c2_g1_i5	5.19E-14	6.80E-13	50.70331684	2	5.664008221	5.175801108	2.37178218	30.66107983	4.938336602	5.245056392	2.390958284	33.16295834	5.051500805	39.33741954	5.297830418	7.13833014	2.835586626	49.8545884	5.639654385	7.339847066	2.875750003	8.879838211	3.150533391	npffr2	scaffold_51	971509	971509	4.410692025	-2.598731007	1	female	2.756142546	meanmale	5.348514747	meanfemale
TRINITY_DN120751_c0_g1_i2	2.88E-16	4.89E-15	86.84082399	2	6.44030151	14.84575766	3.891978819	73.83869323	6.206305116	11.32120785	3.500955981	34.78546118	5.120412543	74.69390842	6.222918685	11.65647973	3.543060254	88.77889188	6.472144796	9.024229498	3.173803758	12.6180865	3.657421241	ppil1	Chr02	76623107	76623107	5.444792999	-2.598281123	1	female	3.572071373	meanmale	6.165663881	meanfemale
