G23,G27,G31,G43,G46
,,,,TRINITY_DN116777_c7_g1_i1
,,,,TRINITY_DN116779_c1_g2_i1
,,,,TRINITY_DN116779_c1_g4_i2
,,,,TRINITY_DN116782_c7_g1_i2
,,,,TRINITY_DN116782_c8_g1_i2
,,,,TRINITY_DN116785_c0_g3_i1
,,,,TRINITY_DN116785_c1_g1_i9
,,,,TRINITY_DN116785_c1_g2_i1
,,,,TRINITY_DN116788_c5_g3_i3
,,,,TRINITY_DN116792_c4_g1_i1
,,,,TRINITY_DN116794_c0_g2_i5
,,,,TRINITY_DN116796_c0_g1_i26
,,,,TRINITY_DN116797_c4_g1_i2
,,,,TRINITY_DN116797_c4_g2_i1
,,,,TRINITY_DN116799_c0_g1_i12
,,,,TRINITY_DN116804_c2_g3_i4
,,,,TRINITY_DN116805_c9_g1_i1
,,,,TRINITY_DN116807_c0_g1_i1
,,,,TRINITY_DN116808_c0_g1_i3
,,,,TRINITY_DN116810_c3_g11_i1
,,,,TRINITY_DN116812_c6_g1_i3
,,,,TRINITY_DN116814_c8_g1_i3
,,,,TRINITY_DN116817_c0_g1_i1
,,,,TRINITY_DN116817_c0_g2_i2
,,,,TRINITY_DN116820_c0_g1_i5
,,,,TRINITY_DN116821_c10_g2_i1
,,,,TRINITY_DN116822_c6_g1_i6
,,,,TRINITY_DN116825_c2_g9_i1
,,,,TRINITY_DN116825_c3_g1_i3
,,,,TRINITY_DN116829_c5_g1_i2
,,,,TRINITY_DN116831_c2_g1_i1
,,,,TRINITY_DN116836_c10_g1_i1
,,,,TRINITY_DN116837_c3_g2_i1
,,,,TRINITY_DN116837_c4_g1_i1
,,,,TRINITY_DN116838_c1_g3_i3
,,,,TRINITY_DN116843_c0_g1_i7
,,,,TRINITY_DN116846_c5_g2_i2
,,,,TRINITY_DN116854_c3_g1_i1
,,,,TRINITY_DN116854_c3_g4_i1
,,,,TRINITY_DN116855_c3_g2_i2
,,,,TRINITY_DN116856_c3_g1_i1
,,,,TRINITY_DN116857_c2_g1_i5
,,,,TRINITY_DN116860_c0_g1_i2
,,,,TRINITY_DN116862_c1_g2_i6
,,,,TRINITY_DN116866_c10_g2_i2
,,,,TRINITY_DN116867_c5_g1_i1
,,,,TRINITY_DN116872_c1_g1_i5
,,,,TRINITY_DN116873_c1_g2_i1
,,,,TRINITY_DN116873_c2_g1_i1
,,,,TRINITY_DN116874_c5_g1_i2
,,,,TRINITY_DN116875_c0_g1_i1
,,,,TRINITY_DN116877_c2_g1_i2
,,,,TRINITY_DN116880_c5_g4_i1
,,,,TRINITY_DN116881_c10_g3_i3
,,,,TRINITY_DN116882_c0_g1_i3
,,,,TRINITY_DN116885_c1_g4_i4
,,,,TRINITY_DN116891_c4_g1_i2
,,,,TRINITY_DN116891_c7_g1_i4
,,,,TRINITY_DN116893_c0_g1_i1
,,,,TRINITY_DN116895_c1_g3_i1
,,,,TRINITY_DN116896_c10_g1_i5
,,,,TRINITY_DN116896_c10_g3_i3
,,,,TRINITY_DN116897_c0_g1_i3
,,,,TRINITY_DN116899_c0_g1_i1
,,,,TRINITY_DN116900_c11_g1_i1
,,,,TRINITY_DN116910_c2_g1_i2
,,,,TRINITY_DN116910_c2_g3_i12
,,,,TRINITY_DN116912_c5_g1_i1
,,,,TRINITY_DN116913_c9_g1_i1
,,,,TRINITY_DN116914_c1_g1_i6
,,,,TRINITY_DN116916_c2_g2_i1
,,,,TRINITY_DN116920_c0_g1_i8
,,,,TRINITY_DN116921_c1_g1_i3
,,,,TRINITY_DN116924_c0_g1_i1
,,,,TRINITY_DN116926_c4_g2_i1
,,,,TRINITY_DN116927_c3_g4_i3
,,,,TRINITY_DN116929_c0_g1_i2
,,,,TRINITY_DN116929_c0_g3_i1
,,,,TRINITY_DN116932_c5_g1_i5
,,,,TRINITY_DN116937_c0_g1_i8
,,,,TRINITY_DN116940_c2_g1_i2
,,,,TRINITY_DN116940_c2_g2_i1
,,,,TRINITY_DN116942_c8_g2_i1
,,,,TRINITY_DN116945_c1_g1_i4
,,,,TRINITY_DN116950_c5_g5_i2
,,,,TRINITY_DN116954_c6_g3_i2
,,,,TRINITY_DN116955_c6_g2_i1
,,,,TRINITY_DN116958_c0_g2_i2
,,,,TRINITY_DN116960_c0_g1_i7
,,,,TRINITY_DN116962_c4_g4_i4
,,,,TRINITY_DN116963_c0_g1_i1
,,,,TRINITY_DN116964_c9_g1_i7
,,,,TRINITY_DN116967_c1_g1_i3
,,,,TRINITY_DN116977_c5_g1_i1
,,,,TRINITY_DN116979_c3_g3_i2
,,,,TRINITY_DN116987_c0_g1_i1
,,,,TRINITY_DN116988_c0_g2_i3
,,,,TRINITY_DN116990_c6_g1_i4
,,,,TRINITY_DN116990_c7_g1_i3
,,,,TRINITY_DN116993_c2_g4_i1
,,,,TRINITY_DN116994_c1_g3_i2
,,,,TRINITY_DN117017_c0_g1_i1
,,,,TRINITY_DN117017_c2_g2_i1
,,,,TRINITY_DN117017_c3_g1_i6
,,,,TRINITY_DN117019_c0_g4_i5
,,,,TRINITY_DN117027_c1_g3_i1
,,,,TRINITY_DN117029_c7_g1_i3
,,,,TRINITY_DN117031_c2_g1_i3
,,,,TRINITY_DN117032_c10_g3_i1
,,,,TRINITY_DN117035_c7_g1_i3
,,,,TRINITY_DN117036_c0_g2_i1
,,,,TRINITY_DN117038_c4_g6_i1
,,,,TRINITY_DN117040_c2_g1_i1
,,,,TRINITY_DN117046_c7_g2_i2
,,,,TRINITY_DN117048_c3_g1_i1
,,,,TRINITY_DN117049_c1_g1_i10
,,,,TRINITY_DN117050_c3_g1_i2
,,,,TRINITY_DN117050_c5_g1_i1
,,,,TRINITY_DN117054_c3_g2_i2
,,,,TRINITY_DN117054_c4_g3_i2
,,,,TRINITY_DN117062_c0_g1_i1
,,,,TRINITY_DN117063_c7_g1_i1
,,,,TRINITY_DN117064_c0_g1_i22
,,,,TRINITY_DN117070_c2_g2_i1
,,,,TRINITY_DN117077_c5_g2_i4
,,,,TRINITY_DN117081_c3_g1_i1
,,,,TRINITY_DN117082_c0_g3_i2
,,,,TRINITY_DN117084_c2_g1_i5
,,,,TRINITY_DN117084_c2_g2_i3
,,,,TRINITY_DN117087_c2_g1_i1
,,,,TRINITY_DN117087_c3_g1_i9
,,,,TRINITY_DN117087_c3_g2_i2
,,,,TRINITY_DN117088_c4_g4_i1
,,,,TRINITY_DN117089_c4_g1_i1
,,,,TRINITY_DN117092_c3_g4_i3
,,,,TRINITY_DN117095_c5_g2_i7
,,,,TRINITY_DN117098_c0_g1_i1
,,,,TRINITY_DN117099_c0_g1_i1
,,,,TRINITY_DN117099_c0_g2_i1
,,,,TRINITY_DN117099_c0_g3_i4
,,,,TRINITY_DN117101_c2_g4_i1
,,,,TRINITY_DN117102_c0_g1_i4
,,,,TRINITY_DN117104_c10_g2_i1
,,,,TRINITY_DN117104_c9_g1_i3
,,,,TRINITY_DN117105_c0_g1_i1
,,,,TRINITY_DN117109_c7_g1_i1
,,,,TRINITY_DN117110_c0_g1_i5
,,,,TRINITY_DN117118_c0_g1_i1
,,,,TRINITY_DN117118_c1_g1_i5
,,,,TRINITY_DN117120_c13_g1_i1
,,,,TRINITY_DN117120_c16_g1_i1
,,,,TRINITY_DN117121_c1_g3_i1
,,,,TRINITY_DN117126_c5_g1_i6
,,,,TRINITY_DN117127_c7_g2_i1
,,,,TRINITY_DN117127_c7_g4_i1
,,,,TRINITY_DN117129_c0_g1_i1
,,,,TRINITY_DN117131_c0_g1_i6
,,,,TRINITY_DN117139_c0_g1_i3
,,,,TRINITY_DN117143_c0_g1_i3
,,,,TRINITY_DN117144_c0_g1_i2
,,,,TRINITY_DN117148_c0_g1_i2
,,,,TRINITY_DN117148_c0_g2_i1
,,,,TRINITY_DN117156_c3_g1_i8
,,,,TRINITY_DN117156_c3_g2_i2
,,,,TRINITY_DN117159_c4_g1_i1
,,,,TRINITY_DN117160_c0_g1_i1
,,,,TRINITY_DN117163_c2_g1_i1
,,,,TRINITY_DN117164_c0_g5_i4
,,,,TRINITY_DN117165_c1_g6_i1
,,,,TRINITY_DN117168_c5_g1_i1
,,,,TRINITY_DN117170_c0_g2_i2
,,,,TRINITY_DN117172_c8_g1_i1
,,,,TRINITY_DN117177_c0_g2_i2
,,,,TRINITY_DN117181_c1_g4_i1
,,,,TRINITY_DN117184_c2_g5_i1
,,,,TRINITY_DN117188_c7_g5_i1
,,,,TRINITY_DN117189_c0_g1_i6
,,,,TRINITY_DN117190_c2_g1_i3
,,,,TRINITY_DN117194_c0_g1_i18
,,,,TRINITY_DN117194_c0_g3_i1
,,,,TRINITY_DN117202_c5_g6_i2
,,,,TRINITY_DN117203_c2_g1_i2
,,,,TRINITY_DN117203_c3_g2_i1
,,,,TRINITY_DN117205_c1_g1_i1
,,,,TRINITY_DN117205_c1_g2_i1
,,,,TRINITY_DN117206_c7_g4_i2
,,,,TRINITY_DN117207_c0_g2_i1
,,,,TRINITY_DN117209_c0_g1_i4
,,,,TRINITY_DN117209_c0_g2_i2
,,,,TRINITY_DN117210_c0_g1_i3
,,,,TRINITY_DN117210_c0_g3_i2
,,,,TRINITY_DN117211_c1_g1_i2
,,,,TRINITY_DN117211_c3_g1_i1
,,,,TRINITY_DN117214_c3_g1_i5
,,,,TRINITY_DN117215_c2_g1_i2
,,,,TRINITY_DN117217_c0_g1_i2
,,,,TRINITY_DN117219_c4_g6_i1
,,,,TRINITY_DN117221_c11_g2_i1
,,,,TRINITY_DN117226_c0_g1_i7
,,,,TRINITY_DN117230_c3_g2_i1
,,,,TRINITY_DN117230_c3_g3_i2
,,,,TRINITY_DN117231_c4_g1_i4
,,,,TRINITY_DN117234_c7_g1_i1
,,,,TRINITY_DN117234_c9_g1_i1
,,,,TRINITY_DN117239_c0_g1_i2
,,,,TRINITY_DN117239_c1_g1_i2
,,,,TRINITY_DN117240_c6_g4_i7
,,,,TRINITY_DN117241_c9_g1_i1
,,,,TRINITY_DN117243_c0_g1_i7
,,,,TRINITY_DN117247_c2_g2_i2
,,,,TRINITY_DN117247_c3_g1_i1
,,,,TRINITY_DN117251_c2_g1_i6
,,,,TRINITY_DN117256_c3_g2_i1
,,,,TRINITY_DN117258_c1_g4_i7
,,,,TRINITY_DN117259_c5_g3_i1
,,,,TRINITY_DN117261_c5_g1_i3
,,,,TRINITY_DN117266_c0_g1_i5
,,,,TRINITY_DN117267_c3_g1_i1
,,,,TRINITY_DN117267_c5_g1_i2
,,,,TRINITY_DN117269_c5_g1_i1
,,,,TRINITY_DN117270_c3_g1_i1
,,,,TRINITY_DN117271_c4_g3_i2
,,,,TRINITY_DN117274_c0_g1_i2
,,,,TRINITY_DN117276_c4_g3_i2
,,,,TRINITY_DN117280_c1_g1_i1
,,,,TRINITY_DN117283_c11_g3_i1
,,,,TRINITY_DN117285_c0_g4_i2
,,,,TRINITY_DN117288_c4_g2_i2
,,,,TRINITY_DN117289_c2_g2_i3
,,,,TRINITY_DN117293_c7_g1_i1
,,,,TRINITY_DN117299_c4_g1_i3
,,,,TRINITY_DN117301_c1_g3_i4
,,,,TRINITY_DN117303_c0_g3_i4
,,,,TRINITY_DN117306_c3_g6_i2
,,,,TRINITY_DN117308_c3_g1_i3
,,,,TRINITY_DN117309_c3_g1_i2
,,,,TRINITY_DN117310_c4_g1_i1
,,,,TRINITY_DN117312_c0_g1_i2
,,,,TRINITY_DN117312_c0_g3_i2
,,,,TRINITY_DN117313_c7_g1_i6
,,,,TRINITY_DN117314_c4_g4_i2
,,,,TRINITY_DN117317_c4_g1_i5
,,,,TRINITY_DN117318_c0_g1_i2
,,,,TRINITY_DN117320_c0_g1_i6
,,,,TRINITY_DN117321_c5_g1_i1
,,,,TRINITY_DN117321_c6_g5_i1
,,,,TRINITY_DN117327_c1_g1_i10
,,,,TRINITY_DN117329_c9_g1_i1
,,,,TRINITY_DN117334_c2_g1_i2
,,,,TRINITY_DN117335_c0_g2_i3
,,,,TRINITY_DN117336_c1_g1_i3
,,,,TRINITY_DN117337_c2_g1_i2
,,,,TRINITY_DN117338_c4_g2_i1
,,,,TRINITY_DN117339_c2_g6_i1
,,,,TRINITY_DN117341_c0_g1_i2
,,,,TRINITY_DN117347_c0_g1_i7
,,,,TRINITY_DN117353_c4_g1_i2
,,,,TRINITY_DN117355_c0_g1_i1
,,,,TRINITY_DN117355_c0_g2_i2
,,,,TRINITY_DN117360_c3_g2_i5
,,,,TRINITY_DN117361_c2_g1_i3
,,,,TRINITY_DN117361_c2_g2_i2
,,,,TRINITY_DN117361_c2_g3_i2
,,,,TRINITY_DN117364_c6_g1_i1
,,,,TRINITY_DN117364_c6_g2_i1
,,,,TRINITY_DN117364_c7_g1_i2
,,,,TRINITY_DN117366_c5_g2_i4
,,,,TRINITY_DN117367_c6_g2_i6
,,,,TRINITY_DN117369_c0_g1_i1
,,,,TRINITY_DN117371_c2_g1_i2
,,,,TRINITY_DN117371_c3_g1_i2
,,,,TRINITY_DN117373_c2_g4_i1
,,,,TRINITY_DN117380_c0_g1_i3
,,,,TRINITY_DN117381_c3_g1_i4
,,,,TRINITY_DN117384_c0_g1_i3
,,,,TRINITY_DN117385_c0_g1_i1
,,,,TRINITY_DN117386_c1_g1_i2
,,,,TRINITY_DN117389_c1_g1_i4
,,,,TRINITY_DN117392_c3_g1_i1
,,,,TRINITY_DN117394_c5_g1_i1
,,,,TRINITY_DN117397_c2_g4_i1
,,,,TRINITY_DN117398_c4_g1_i5
,,,,TRINITY_DN117400_c4_g1_i1
,,,,TRINITY_DN117402_c3_g4_i2
,,,,TRINITY_DN117405_c0_g1_i5
,,,,TRINITY_DN117407_c7_g1_i1
,,,,TRINITY_DN117410_c0_g1_i22
,,,,TRINITY_DN117419_c3_g3_i4
,,,,TRINITY_DN117420_c5_g1_i1
,,,,TRINITY_DN117425_c4_g2_i5
,,,,TRINITY_DN117430_c1_g1_i1
,,,,TRINITY_DN117432_c1_g1_i1
,,,,TRINITY_DN117434_c1_g2_i3
,,,,TRINITY_DN117435_c1_g3_i7
,,,,TRINITY_DN117437_c7_g1_i2
,,,,TRINITY_DN117441_c2_g1_i5
,,,,TRINITY_DN117442_c1_g1_i1
,,,,TRINITY_DN117442_c1_g3_i1
,,,,TRINITY_DN117442_c2_g1_i1
,,,,TRINITY_DN117443_c4_g5_i1
,,,,TRINITY_DN117443_c5_g2_i1
,,,,TRINITY_DN117444_c1_g1_i1
,,,,TRINITY_DN117446_c4_g1_i1
,,,,TRINITY_DN117446_c5_g1_i6
,,,,TRINITY_DN117450_c3_g1_i1
,,,,TRINITY_DN117450_c5_g2_i2
,,,,TRINITY_DN117454_c3_g3_i7
,,,,TRINITY_DN117463_c1_g1_i5
,,,,TRINITY_DN117463_c1_g2_i2
,,,,TRINITY_DN117472_c12_g1_i2
,,,,TRINITY_DN117473_c0_g1_i6
,,,,TRINITY_DN117474_c0_g1_i1
,,,,TRINITY_DN117476_c6_g1_i7
,,,,TRINITY_DN117477_c0_g1_i1
,,,,TRINITY_DN117482_c3_g1_i1
,,,,TRINITY_DN117486_c0_g1_i1
,,,,TRINITY_DN117488_c5_g1_i1
,,,,TRINITY_DN117489_c6_g5_i5
,,,,TRINITY_DN117491_c0_g1_i1
,,,,TRINITY_DN117496_c4_g1_i1
,,,,TRINITY_DN117498_c3_g1_i5
,,,,TRINITY_DN117498_c3_g3_i1
,,,,TRINITY_DN117499_c4_g1_i1
,,,,TRINITY_DN117503_c0_g1_i2
,,,,TRINITY_DN117503_c1_g6_i1
,,,,TRINITY_DN117505_c0_g1_i2
,,,,TRINITY_DN117507_c1_g2_i2
,,,,TRINITY_DN117509_c0_g1_i3
,,,,TRINITY_DN117510_c0_g1_i9
,,,,TRINITY_DN117511_c4_g1_i1
,,,,TRINITY_DN117512_c4_g1_i2
,,,,TRINITY_DN117512_c4_g4_i1
,,,,TRINITY_DN117514_c0_g1_i1
,,,,TRINITY_DN117517_c0_g1_i5
,,,,TRINITY_DN117519_c2_g1_i1
,,,,TRINITY_DN117519_c3_g1_i1
,,,,TRINITY_DN117520_c1_g3_i3
,,,,TRINITY_DN117521_c3_g2_i4
,,,,TRINITY_DN117521_c3_g4_i1
,,,,TRINITY_DN117528_c4_g1_i1
,,,,TRINITY_DN117531_c0_g1_i2
,,,,TRINITY_DN117531_c0_g3_i1
,,,,TRINITY_DN117531_c0_g4_i1
,,,,TRINITY_DN117536_c3_g2_i1
,,,,TRINITY_DN117536_c5_g1_i1
,,,,TRINITY_DN117539_c1_g1_i1
,,,,TRINITY_DN117539_c2_g1_i2
,,,,TRINITY_DN117541_c8_g3_i2
,,,,TRINITY_DN117544_c6_g2_i3
,,,,TRINITY_DN117546_c4_g4_i1
,,,,TRINITY_DN117547_c7_g1_i2
,,,,TRINITY_DN117552_c4_g1_i4
,,,,TRINITY_DN117554_c7_g3_i1
,,,,TRINITY_DN117555_c3_g1_i1
,,,,TRINITY_DN117557_c0_g1_i6
,,,,TRINITY_DN117558_c1_g2_i2
,,,,TRINITY_DN117564_c1_g1_i5
,,,,TRINITY_DN117565_c0_g1_i3
,,,,TRINITY_DN117565_c1_g1_i12
,,,,TRINITY_DN117567_c0_g1_i1
,,,,TRINITY_DN117567_c1_g1_i2
,,,,TRINITY_DN117571_c0_g1_i12
,,,,TRINITY_DN117574_c5_g1_i1
,,,,TRINITY_DN117575_c2_g4_i1
,,,,TRINITY_DN117578_c2_g5_i1
,,,,TRINITY_DN117579_c3_g3_i4
,,,,TRINITY_DN117580_c4_g1_i4
,,,,TRINITY_DN117581_c1_g4_i2
,,,,TRINITY_DN117581_c1_g5_i1
,,,,TRINITY_DN117581_c1_g6_i1
,,,,TRINITY_DN117583_c5_g2_i1
,,,,TRINITY_DN117584_c7_g7_i2
,,,,TRINITY_DN117590_c3_g2_i4
,,,,TRINITY_DN117591_c9_g4_i1
,,,,TRINITY_DN117593_c5_g1_i1
,,,,TRINITY_DN117596_c1_g2_i6
,,,,TRINITY_DN117607_c1_g1_i8
,,,,TRINITY_DN117607_c2_g2_i1
,,,,TRINITY_DN117608_c3_g1_i3
,,,,TRINITY_DN117610_c3_g4_i1
,,,,TRINITY_DN117614_c0_g2_i1
,,,,TRINITY_DN117615_c1_g2_i1
,,,,TRINITY_DN117615_c1_g3_i2
,,,,TRINITY_DN117615_c1_g4_i1
,,,,TRINITY_DN117616_c5_g4_i3
,,,,TRINITY_DN117619_c2_g1_i6
,,,,TRINITY_DN117621_c0_g1_i1
,,,,TRINITY_DN117624_c3_g1_i3
,,,,TRINITY_DN117625_c5_g2_i1
,,,,TRINITY_DN117626_c2_g2_i8
,,,,TRINITY_DN117628_c0_g1_i1
,,,,TRINITY_DN117630_c0_g1_i1
,,,,TRINITY_DN117630_c0_g2_i5
,,,,TRINITY_DN117630_c1_g2_i6
,,,,TRINITY_DN117634_c0_g1_i4
,,,,TRINITY_DN117635_c0_g1_i1
,,,,TRINITY_DN117639_c2_g1_i2
,,,,TRINITY_DN117640_c1_g1_i6
,,,,TRINITY_DN117640_c1_g2_i3
,,,,TRINITY_DN117641_c4_g1_i1
,,,,TRINITY_DN117643_c0_g1_i1
,,,,TRINITY_DN117644_c0_g1_i4
,,,,TRINITY_DN117646_c0_g1_i2
,,,,TRINITY_DN117654_c3_g1_i2
,,,,TRINITY_DN117655_c6_g1_i1
,,,,TRINITY_DN117657_c4_g1_i2
,,,,TRINITY_DN117658_c0_g1_i1
,,,,TRINITY_DN117658_c1_g1_i1
,,,,TRINITY_DN117660_c8_g1_i1
,,,,TRINITY_DN117661_c1_g4_i1
,,,,TRINITY_DN117664_c6_g1_i2
,,,,TRINITY_DN117664_c6_g3_i2
,,,,TRINITY_DN117668_c5_g4_i1
,,,,TRINITY_DN117668_c5_g5_i1
,,,,TRINITY_DN117669_c7_g1_i1
,,,,TRINITY_DN117674_c0_g1_i1
,,,,TRINITY_DN117675_c0_g3_i1
,,,,TRINITY_DN117679_c5_g1_i4
,,,,TRINITY_DN117679_c5_g2_i8
,,,,TRINITY_DN117679_c5_g3_i1
,,,,TRINITY_DN117681_c2_g1_i2
,,,,TRINITY_DN117682_c0_g2_i1
,,,,TRINITY_DN117683_c1_g4_i1
,,,,TRINITY_DN117684_c5_g1_i1
,,,,TRINITY_DN117685_c7_g1_i1
,,,,TRINITY_DN117688_c3_g1_i1
,,,,TRINITY_DN117690_c0_g1_i3
,,,,TRINITY_DN117691_c4_g1_i2
,,,,TRINITY_DN117692_c3_g1_i9
,,,,TRINITY_DN117693_c1_g1_i4
,,,,TRINITY_DN117693_c3_g1_i8
,,,,TRINITY_DN117694_c5_g1_i3
,,,,TRINITY_DN117697_c4_g1_i1
,,,,TRINITY_DN117699_c3_g2_i4
,,,,TRINITY_DN117705_c2_g1_i1
,,,,TRINITY_DN117705_c2_g4_i5
,,,,TRINITY_DN117706_c11_g1_i1
,,,,TRINITY_DN117716_c2_g1_i1
,,,,TRINITY_DN117716_c3_g3_i1
,,,,TRINITY_DN117718_c11_g3_i1
,,,,TRINITY_DN117725_c8_g4_i1
,,,,TRINITY_DN117727_c0_g1_i1
,,,,TRINITY_DN117735_c5_g1_i2
,,,,TRINITY_DN117736_c0_g1_i5
,,,,TRINITY_DN117741_c13_g2_i2
,,,,TRINITY_DN117744_c4_g1_i3
,,,,TRINITY_DN117744_c5_g1_i2
,,,,TRINITY_DN117754_c7_g1_i4
,,,,TRINITY_DN117755_c1_g1_i1
,,,,TRINITY_DN117759_c0_g1_i1
,,,,TRINITY_DN117764_c1_g3_i1
,,,,TRINITY_DN117764_c3_g1_i3
,,,,TRINITY_DN117765_c0_g2_i2
,,,,TRINITY_DN117767_c2_g2_i1
,,,,TRINITY_DN117767_c2_g3_i1
,,,,TRINITY_DN117768_c2_g4_i1
,,,,TRINITY_DN117773_c0_g1_i3
,,,,TRINITY_DN117775_c1_g1_i2
,,,,TRINITY_DN117779_c3_g3_i1
,,,,TRINITY_DN117781_c0_g1_i1
,,,,TRINITY_DN117782_c4_g1_i3
,,,,TRINITY_DN117788_c2_g1_i1
,,,,TRINITY_DN117789_c8_g1_i3
,,,,TRINITY_DN117791_c0_g1_i1
,,,,TRINITY_DN117792_c2_g1_i4
,,,,TRINITY_DN117794_c3_g1_i1
,,,,TRINITY_DN117798_c0_g1_i4
,,,,TRINITY_DN117802_c2_g1_i3
,,,,TRINITY_DN117802_c2_g2_i11
,,,,TRINITY_DN117803_c3_g2_i5
,,,,TRINITY_DN117804_c2_g3_i4
,,,,TRINITY_DN117805_c9_g1_i3
,,,,TRINITY_DN117809_c2_g3_i1
,,,,TRINITY_DN117811_c9_g6_i3
,,,,TRINITY_DN117812_c3_g1_i3
,,,,TRINITY_DN117813_c4_g1_i1
,,,,TRINITY_DN117814_c9_g1_i2
,,,,TRINITY_DN117815_c2_g4_i1
,,,,TRINITY_DN117816_c9_g2_i5
,,,,TRINITY_DN117819_c2_g2_i1
,,,,TRINITY_DN117821_c0_g1_i2
,,,,TRINITY_DN117824_c2_g1_i2
,,,,TRINITY_DN117825_c1_g2_i2
,,,,TRINITY_DN117827_c6_g1_i5
,,,,TRINITY_DN117827_c7_g1_i2
,,,,TRINITY_DN117835_c1_g4_i1
,,,,TRINITY_DN117838_c0_g1_i7
,,,,TRINITY_DN117843_c1_g1_i5
,,,,TRINITY_DN117843_c1_g2_i1
,,,,TRINITY_DN117848_c9_g1_i7
,,,,TRINITY_DN117850_c2_g4_i4
,,,,TRINITY_DN117852_c2_g1_i1
,,,,TRINITY_DN117857_c4_g4_i1
,,,,TRINITY_DN117857_c4_g5_i1
,,,,TRINITY_DN117863_c0_g1_i1
,,,,TRINITY_DN117870_c5_g1_i1
,,,,TRINITY_DN117878_c6_g2_i1
,,,,TRINITY_DN117881_c2_g1_i9
,,,,TRINITY_DN117881_c2_g2_i1
,,,,TRINITY_DN117883_c3_g1_i1
,,,,TRINITY_DN117884_c8_g1_i2
,,,,TRINITY_DN117886_c1_g1_i3
,,,,TRINITY_DN117886_c4_g2_i1
,,,,TRINITY_DN117887_c3_g1_i1
,,,,TRINITY_DN117888_c0_g1_i1
,,,,TRINITY_DN117891_c6_g1_i3
,,,,TRINITY_DN117893_c1_g1_i1
,,,,TRINITY_DN117893_c4_g2_i2
,,,,TRINITY_DN117895_c5_g1_i6
,,,,TRINITY_DN117896_c0_g1_i1
,,,,TRINITY_DN117897_c2_g1_i4
,,,,TRINITY_DN117901_c2_g1_i7
,,,,TRINITY_DN117902_c0_g2_i1
,,,,TRINITY_DN117907_c3_g1_i1
,,,,TRINITY_DN117909_c9_g2_i1
,,,,TRINITY_DN117919_c1_g1_i9
,,,,TRINITY_DN117924_c0_g1_i4
,,,,TRINITY_DN117933_c6_g1_i2
,,,,TRINITY_DN117935_c0_g1_i1
,,,,TRINITY_DN117937_c0_g1_i1
,,,,TRINITY_DN117937_c0_g2_i7
,,,,TRINITY_DN117937_c0_g3_i1
,,,,TRINITY_DN117945_c0_g2_i2
,,,,TRINITY_DN117950_c0_g1_i2
,,,,TRINITY_DN117950_c0_g2_i1
,,,,TRINITY_DN117953_c2_g1_i1
,,,,TRINITY_DN117953_c3_g3_i1
,,,,TRINITY_DN117955_c4_g1_i6
,,,,TRINITY_DN117959_c5_g1_i3
,,,,TRINITY_DN117961_c1_g2_i6
,,,,TRINITY_DN117965_c2_g1_i3
,,,,TRINITY_DN117965_c3_g1_i1
,,,,TRINITY_DN117965_c3_g2_i1
,,,,TRINITY_DN117966_c0_g1_i5
,,,,TRINITY_DN117967_c3_g2_i1
,,,,TRINITY_DN117967_c4_g1_i1
,,,,TRINITY_DN117968_c0_g1_i6
,,,,TRINITY_DN117970_c11_g1_i5
,,,,TRINITY_DN117970_c4_g1_i1
,,,,TRINITY_DN117971_c1_g5_i1
,,,,TRINITY_DN117972_c6_g1_i2
,,,,TRINITY_DN117974_c6_g2_i1
,,,,TRINITY_DN117976_c4_g1_i4
,,,,TRINITY_DN117977_c4_g2_i1
,,,,TRINITY_DN117977_c4_g3_i3
,,,,TRINITY_DN117982_c3_g1_i7
,,,,TRINITY_DN117983_c0_g1_i4
,,,,TRINITY_DN117983_c1_g1_i6
,,,,TRINITY_DN117984_c0_g1_i1
,,,,TRINITY_DN117986_c3_g1_i1
,,,,TRINITY_DN117990_c8_g1_i2
,,,,TRINITY_DN117991_c1_g1_i1
,,,,TRINITY_DN117992_c6_g1_i1
,,,,TRINITY_DN117993_c5_g3_i1
,,,,TRINITY_DN117996_c7_g1_i1
,,,,TRINITY_DN118003_c1_g1_i1
,,,,TRINITY_DN118008_c1_g1_i1
,,,,TRINITY_DN118009_c3_g2_i1
,,,,TRINITY_DN118010_c0_g1_i3
,,,,TRINITY_DN118014_c3_g1_i8
,,,,TRINITY_DN118014_c3_g3_i1
,,,,TRINITY_DN118017_c0_g1_i5
,,,,TRINITY_DN118019_c2_g2_i1
,,,,TRINITY_DN118020_c3_g1_i1
,,,,TRINITY_DN118020_c4_g1_i1
,,,,TRINITY_DN118022_c5_g2_i1
,,,,TRINITY_DN118024_c2_g1_i4
,,,,TRINITY_DN118029_c0_g1_i1
,,,,TRINITY_DN118030_c5_g3_i1
,,,,TRINITY_DN118032_c4_g1_i1
,,,,TRINITY_DN118034_c7_g2_i2
,,,,TRINITY_DN118034_c8_g2_i3
,,,,TRINITY_DN118035_c3_g1_i1
,,,,TRINITY_DN118035_c4_g2_i2
,,,,TRINITY_DN118036_c1_g4_i3
,,,,TRINITY_DN118040_c0_g1_i10
,,,,TRINITY_DN118041_c2_g5_i3
,,,,TRINITY_DN118042_c0_g1_i1
,,,,TRINITY_DN118049_c0_g1_i1
,,,,TRINITY_DN118053_c2_g1_i1
,,,,TRINITY_DN118053_c5_g2_i1
,,,,TRINITY_DN118056_c0_g1_i6
