gid	gname	chr	start	end	target_id	length	eff_length
TRINITY_DN121827_c0_g1_i1	susd3	scaffold_192	124347	124347	TRINITY_DN121827_c0_g1_i1	2092	1875.83
TRINITY_DN121835_c0_g1_i2	c19orf54	Chr08	57320752	57320752	TRINITY_DN121835_c0_g1_i2	1126	909.835
TRINITY_DN121841_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN121841_c0_g2_i2	2190	1973.83
TRINITY_DN121847_c0_g1_i2	LOC100145174	Chr07	64206180	64206180	TRINITY_DN121847_c0_g1_i2	1212	995.835
TRINITY_DN121849_c0_g1_i5	NA	NA	NA	NA	TRINITY_DN121849_c0_g1_i5	1281	1064.83
TRINITY_DN121880_c0_g4_i1	NA	NA	NA	NA	TRINITY_DN121880_c0_g4_i1	621	405.357
TRINITY_DN121883_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121883_c0_g1_i1	1174	957.835
TRINITY_DN121884_c0_g2_i1	stk32b	Chr01	19018414	19018414	TRINITY_DN121884_c0_g2_i1	2806	2589.83
TRINITY_DN121887_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN121887_c2_g1_i1	1119	902.835
TRINITY_DN121895_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN121895_c0_g1_i2	456	243.235
TRINITY_DN121895_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN121895_c0_g2_i1	1286	1069.83
TRINITY_DN121898_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN121898_c1_g1_i1	477	263.562
TRINITY_DN121900_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN121900_c0_g1_i2	1635	1418.83
TRINITY_DN121902_c0_g1_i2	LOC101732341	Chr08	45509834	45509834	TRINITY_DN121902_c0_g1_i2	1400	1183.83
TRINITY_DN121921_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN121921_c1_g2_i1	2598	2381.83
TRINITY_DN121924_c0_g2_i2	lrrc69	Chr06	111788725	111788725	TRINITY_DN121924_c0_g2_i2	1454	1237.83
TRINITY_DN121925_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121925_c0_g1_i1	1674	1457.83
TRINITY_DN121927_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN121927_c0_g3_i1	443	230.785
TRINITY_DN121930_c2_g3_i1	gal3st1	Chr01	131818736	131818736	TRINITY_DN121930_c2_g3_i1	2680	2463.83
TRINITY_DN121930_c2_g6_i2	LOC100216037	Chr04	61897569	61897569	TRINITY_DN121930_c2_g6_i2	1709	1492.83
TRINITY_DN121933_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN121933_c2_g2_i1	1759	1542.83
TRINITY_DN121933_c2_g7_i1	NA	NA	NA	NA	TRINITY_DN121933_c2_g7_i1	1853	1636.83
TRINITY_DN121933_c2_g9_i1	NA	NA	NA	NA	TRINITY_DN121933_c2_g9_i1	1244	1027.83
TRINITY_DN121941_c0_g10_i1	NA	NA	NA	NA	TRINITY_DN121941_c0_g10_i1	690	474.142
TRINITY_DN121961_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN121961_c0_g1_i1	5414	5197.83
TRINITY_DN121972_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN121972_c0_g3_i1	1180	963.835
TRINITY_DN121979_c0_g4_i2	NA	NA	NA	NA	TRINITY_DN121979_c0_g4_i2	1627	1410.83
TRINITY_DN121980_c0_g1_i4	rab15	Chr08	87594664	87594664	TRINITY_DN121980_c0_g1_i4	1706	1489.83
TRINITY_DN121982_c0_g1_i2	Xetrov90004544m	Chr02	39693648	39693648	TRINITY_DN121982_c0_g1_i2	2117	1900.83
TRINITY_DN122002_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN122002_c0_g1_i2	980	763.886
TRINITY_DN122003_c2_g1_i5	NA	NA	NA	NA	TRINITY_DN122003_c2_g1_i5	846	629.958
TRINITY_DN122014_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122014_c0_g1_i1	1104	887.835
TRINITY_DN122018_c0_g3_i4	NA	NA	NA	NA	TRINITY_DN122018_c0_g3_i4	495	280.898
TRINITY_DN122038_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN122038_c0_g1_i2	449	236.494
TRINITY_DN122039_c0_g3_i1	bend4-like	Chr01	28031281	28031281	TRINITY_DN122039_c0_g3_i1	2441	2224.83
TRINITY_DN122048_c0_g2_i2	hnrnpu	Chr05	54720792	54720792	TRINITY_DN122048_c0_g2_i2	2680	2463.83
TRINITY_DN122057_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN122057_c0_g2_i1	1081	864.835
TRINITY_DN122066_c0_g1_i1	dner	Chr05	125518548	125518548	TRINITY_DN122066_c0_g1_i1	3084	2867.83
TRINITY_DN122068_c1_g3_i4	LOC100497807	Chr02	82576048	82576048	TRINITY_DN122068_c1_g3_i4	1099	882.835
TRINITY_DN122069_c0_g1_i6	piwil4	Chr02	161869885	161869885	TRINITY_DN122069_c0_g1_i6	2923	2706.83
TRINITY_DN122075_c3_g2_i3	NA	NA	NA	NA	TRINITY_DN122075_c3_g2_i3	1365	1148.83
TRINITY_DN122077_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122077_c0_g1_i1	1476	1259.83
TRINITY_DN122080_c0_g3_i2	NA	NA	NA	NA	TRINITY_DN122080_c0_g3_i2	2191	1974.83
TRINITY_DN122080_c1_g1_i1	pcdh18	Chr01	52732382	52732382	TRINITY_DN122080_c1_g1_i1	4198	3981.83
TRINITY_DN122092_c3_g1_i2	NA	NA	NA	NA	TRINITY_DN122092_c3_g1_i2	1613	1396.83
TRINITY_DN122097_c0_g1_i2	foxn1	Chr02	27129568	27129568	TRINITY_DN122097_c0_g1_i2	3094	2877.83
TRINITY_DN122100_c0_g1_i3	enosf1	Chr06	93031999	93031999	TRINITY_DN122100_c0_g1_i3	1903	1686.83
TRINITY_DN122107_c1_g1_i5	NA	NA	NA	NA	TRINITY_DN122107_c1_g1_i5	308	111.505
TRINITY_DN122110_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122110_c0_g1_i1	1790	1573.83
TRINITY_DN122112_c0_g1_i2	fbxl7	Chr06	59266373	59266373	TRINITY_DN122112_c0_g1_i2	2552	2335.83
TRINITY_DN122118_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122118_c0_g1_i1	2636	2419.83
TRINITY_DN122126_c1_g2_i4	NA	NA	NA	NA	TRINITY_DN122126_c1_g2_i4	1225	1008.83
TRINITY_DN122130_c0_g1_i3	ran	Chr01	149245485	149245485	TRINITY_DN122130_c0_g1_i3	1413	1196.83
TRINITY_DN122135_c0_g2_i3	NA	NA	NA	NA	TRINITY_DN122135_c0_g2_i3	985	768.886
TRINITY_DN122139_c2_g2_i3	dnase1l3	scaffold_87	422866	422866	TRINITY_DN122139_c2_g2_i3	1113	896.835
TRINITY_DN122147_c8_g1_i6	NA	NA	NA	NA	TRINITY_DN122147_c8_g1_i6	928	711.911
TRINITY_DN122155_c1_g2_i5	NA	NA	NA	NA	TRINITY_DN122155_c1_g2_i5	961	744.911
TRINITY_DN122162_c1_g1_i2	nt5c1a	Chr05	138126817	138126817	TRINITY_DN122162_c1_g1_i2	2363	2146.83
TRINITY_DN122168_c1_g1_i9	dach2	Chr08	41469914	41469914	TRINITY_DN122168_c1_g1_i9	1537	1320.83
TRINITY_DN122171_c0_g1_i3	fam169a	Chr01	165740329	165740329	TRINITY_DN122171_c0_g1_i3	2513	2296.83
TRINITY_DN122181_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122181_c0_g1_i1	6489	6272.83
TRINITY_DN122181_c0_g6_i1	NA	NA	NA	NA	TRINITY_DN122181_c0_g6_i1	3946	3729.83
TRINITY_DN122181_c0_g7_i1	NA	NA	NA	NA	TRINITY_DN122181_c0_g7_i1	3897	3680.83
TRINITY_DN122183_c0_g2_i1	vash1	Chr08	61378966	61378966	TRINITY_DN122183_c0_g2_i1	1638	1421.83
TRINITY_DN122188_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122188_c0_g1_i1	2843	2626.83
TRINITY_DN122195_c3_g4_i1	mafb	Chr10	32391302	32391302	TRINITY_DN122195_c3_g4_i1	1362	1145.83
TRINITY_DN122207_c0_g1_i1	crtap	Chr10	9089682	9089682	TRINITY_DN122207_c0_g1_i1	1471	1254.83
TRINITY_DN122209_c0_g1_i6	NA	NA	NA	NA	TRINITY_DN122209_c0_g1_i6	2083	1866.83
TRINITY_DN122213_c2_g2_i1	smg6	Chr02	27419260	27419260	TRINITY_DN122213_c2_g2_i1	7242	7025.83
TRINITY_DN122226_c0_g1_i2	LOC100495916	Chr05	114880496	114880496	TRINITY_DN122226_c0_g1_i2	1832	1615.83
TRINITY_DN122227_c2_g3_i2	NA	NA	NA	NA	TRINITY_DN122227_c2_g3_i2	384	176.206
TRINITY_DN122227_c2_g5_i35	rtkn	scaffold_912	244	244	TRINITY_DN122227_c2_g5_i35	2799	2582.83
TRINITY_DN122247_c0_g3_i8	NA	NA	NA	NA	TRINITY_DN122247_c0_g3_i8	1307	1090.83
TRINITY_DN122247_c0_g4_i2	NA	NA	NA	NA	TRINITY_DN122247_c0_g4_i2	634	418.289
TRINITY_DN122247_c0_g9_i1	NA	NA	NA	NA	TRINITY_DN122247_c0_g9_i1	603	387.488
TRINITY_DN122249_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122249_c0_g1_i1	1361	1144.83
TRINITY_DN122251_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN122251_c0_g1_i2	1113	896.835
TRINITY_DN122255_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122255_c0_g1_i1	1556	1339.83
TRINITY_DN122256_c0_g1_i1	elovl6	Chr01	58980391	58980391	TRINITY_DN122256_c0_g1_i1	2734	2517.83
TRINITY_DN122270_c0_g1_i2	lmx1b.2	Chr03	125401035	125401035	TRINITY_DN122270_c0_g1_i2	2279	2062.83
TRINITY_DN122289_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN122289_c0_g1_i2	1684	1467.83
TRINITY_DN122299_c7_g1_i1	sesn1	Chr05	75213026	75213026	TRINITY_DN122299_c7_g1_i1	2649	2432.83
TRINITY_DN122322_c0_g1_i2	LOC100489732-like	Chr04	61743844	61743844	TRINITY_DN122322_c0_g1_i2	1636	1419.83
TRINITY_DN122325_c0_g1_i2	chrdl1	Chr08	30259276	30259276	TRINITY_DN122325_c0_g1_i2	2526	2309.83
TRINITY_DN122332_c0_g1_i1	LOC100485143-like.1	scaffold_454	56687	56687	TRINITY_DN122332_c0_g1_i1	2047	1830.83
TRINITY_DN122333_c0_g1_i2	LOC100493614	scaffold_131	462	462	TRINITY_DN122333_c0_g1_i2	1418	1201.83
TRINITY_DN122341_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN122341_c2_g1_i1	5334	5117.83
TRINITY_DN122344_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN122344_c2_g1_i1	3957	3740.83
TRINITY_DN122345_c2_g1_i1	nr4a2	Chr09	69422789	69422789	TRINITY_DN122345_c2_g1_i1	2425	2208.83
TRINITY_DN122348_c0_g1_i1	srr	Chr02	27407970	27407970	TRINITY_DN122348_c0_g1_i1	1229	1012.83
TRINITY_DN122360_c1_g2_i1	plcb2	Chr08	94159012	94159012	TRINITY_DN122360_c1_g2_i1	4502	4285.83
TRINITY_DN122364_c2_g1_i6	NA	NA	NA	NA	TRINITY_DN122364_c2_g1_i6	308	111.505
TRINITY_DN122369_c4_g2_i3	NA	NA	NA	NA	TRINITY_DN122369_c4_g2_i3	1762	1545.83
TRINITY_DN122372_c0_g2_i1	cdh20	Chr06	53458336	53458336	TRINITY_DN122372_c0_g2_i1	4142	3925.83
TRINITY_DN122383_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN122383_c0_g1_i3	304	108.408
TRINITY_DN122384_c0_g3_i2	nt5m	Chr09	9985519	9985519	TRINITY_DN122384_c0_g3_i2	2730	2513.83
TRINITY_DN122391_c0_g1_i1	zc3h12a	Chr02	81310231	81310231	TRINITY_DN122391_c0_g1_i1	3278	3061.83
TRINITY_DN122406_c2_g1_i2	NA	NA	NA	NA	TRINITY_DN122406_c2_g1_i2	741	525.093
TRINITY_DN122407_c3_g1_i3	LOC100495131-like	Chr07	96385168	96385168	TRINITY_DN122407_c3_g1_i3	1920	1703.83
TRINITY_DN122408_c1_g2_i10	kif1b-like	Chr07	38595796	38595796	TRINITY_DN122408_c1_g2_i10	6063	5846.83
TRINITY_DN122415_c4_g2_i4	NA	NA	NA	NA	TRINITY_DN122415_c4_g2_i4	568	352.66
TRINITY_DN122423_c0_g1_i6	NA	NA	NA	NA	TRINITY_DN122423_c0_g1_i6	477	263.562
TRINITY_DN122436_c4_g2_i1	NA	NA	NA	NA	TRINITY_DN122436_c4_g2_i1	1384	1167.83
TRINITY_DN122440_c5_g1_i1	acsm3	Chr09	18465747	18465747	TRINITY_DN122440_c5_g1_i1	2038	1821.83
TRINITY_DN122453_c4_g1_i3	c6orf62	Chr06	28927971	28927971	TRINITY_DN122453_c4_g1_i3	2215	1998.83
TRINITY_DN122453_c4_g4_i2	NA	NA	NA	NA	TRINITY_DN122453_c4_g4_i2	473	259.746
TRINITY_DN122453_c4_g5_i3	NA	NA	NA	NA	TRINITY_DN122453_c4_g5_i3	1183	966.835
TRINITY_DN122475_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN122475_c1_g1_i1	496	281.898
TRINITY_DN122475_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN122475_c1_g2_i1	1126	909.835
TRINITY_DN122475_c4_g1_i1	tmeff1	Chr06	61674499	61674499	TRINITY_DN122475_c4_g1_i1	2941	2724.83
TRINITY_DN122484_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN122484_c0_g1_i4	740	524.093
TRINITY_DN122484_c1_g1_i1	pycard	Chr02	143639437	143639437	TRINITY_DN122484_c1_g1_i1	1293	1076.83
TRINITY_DN122487_c1_g1_i6	gatad2b	scaffold_750	15336	15336	TRINITY_DN122487_c1_g1_i6	2951	2734.83
TRINITY_DN122487_c2_g1_i1	prss16	Chr08	58389591	58389591	TRINITY_DN122487_c2_g1_i1	1723	1506.83
TRINITY_DN122497_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN122497_c0_g1_i3	963	746.911
TRINITY_DN122510_c0_g1_i6	NA	NA	NA	NA	TRINITY_DN122510_c0_g1_i6	525	310.267
TRINITY_DN122510_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN122510_c0_g2_i1	486	272.184
TRINITY_DN122513_c0_g2_i2	scrn2	Chr10	4533528	4533528	TRINITY_DN122513_c0_g2_i2	2108	1891.83
TRINITY_DN122525_c0_g1_i4	bcar1	Chr04	51234279	51234279	TRINITY_DN122525_c0_g1_i4	5688	5471.83
TRINITY_DN122528_c0_g2_i1	LOC100490937	Chr02	132435515	132435515	TRINITY_DN122528_c0_g2_i1	907	690.958
TRINITY_DN122534_c1_g3_i2	NA	NA	NA	NA	TRINITY_DN122534_c1_g3_i2	2326	2109.83
TRINITY_DN122559_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN122559_c1_g1_i1	1770	1553.83
TRINITY_DN122559_c1_g2_i1	htt	Chr01	16029872	16029872	TRINITY_DN122559_c1_g2_i1	10207	9990.83
TRINITY_DN122560_c2_g1_i4	NA	NA	NA	NA	TRINITY_DN122560_c2_g1_i4	342	139.381
TRINITY_DN122564_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN122564_c0_g1_i4	1348	1131.83
TRINITY_DN122569_c0_g3_i1	mtmr9	scaffold_13	512829	512829	TRINITY_DN122569_c0_g3_i1	2389	2172.83
TRINITY_DN122570_c4_g4_i1	NA	NA	NA	NA	TRINITY_DN122570_c4_g4_i1	1620	1403.83
TRINITY_DN122570_c4_g9_i1	NA	NA	NA	NA	TRINITY_DN122570_c4_g9_i1	560	344.788
TRINITY_DN122573_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122573_c0_g1_i1	1281	1064.83
TRINITY_DN122573_c0_g3_i1	fjx1	Chr04	4140356	4140356	TRINITY_DN122573_c0_g3_i1	2264	2047.83
TRINITY_DN122585_c0_g2_i16	NA	NA	NA	NA	TRINITY_DN122585_c0_g2_i16	328	127.668
TRINITY_DN122585_c0_g5_i2	NA	NA	NA	NA	TRINITY_DN122585_c0_g5_i2	1376	1159.83
TRINITY_DN122596_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN122596_c0_g1_i3	2049	1832.83
TRINITY_DN122610_c1_g2_i3	npas2	Chr02	106739627	106739627	TRINITY_DN122610_c1_g2_i3	2714	2497.83
TRINITY_DN122610_c1_g4_i1	NA	NA	NA	NA	TRINITY_DN122610_c1_g4_i1	1343	1126.83
TRINITY_DN122611_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122611_c0_g1_i1	753	537.093
TRINITY_DN122616_c0_g1_i1	nkain1	Chr02	53385218	53385218	TRINITY_DN122616_c0_g1_i1	2432	2215.83
TRINITY_DN122619_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN122619_c0_g1_i2	2236	2019.83
TRINITY_DN122622_c0_g3_i14	prpf39.1	Chr08	71643706	71643706	TRINITY_DN122622_c0_g3_i14	2777	2560.83
TRINITY_DN122624_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN122624_c2_g1_i1	1198	981.835
TRINITY_DN122630_c10_g2_i2	NA	NA	NA	NA	TRINITY_DN122630_c10_g2_i2	338	135.896
TRINITY_DN122648_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN122648_c2_g1_i1	841	624.958
TRINITY_DN122664_c1_g1_i1	dnajc6	Chr04	79208191	79208191	TRINITY_DN122664_c1_g1_i1	3993	3776.83
TRINITY_DN122666_c4_g1_i3	NA	NA	NA	NA	TRINITY_DN122666_c4_g1_i3	404	194.501
TRINITY_DN122671_c3_g1_i1	mxi1	scaffold_76	49145	49145	TRINITY_DN122671_c3_g1_i1	3396	3179.83
TRINITY_DN122677_c3_g4_i1	NA	NA	NA	NA	TRINITY_DN122677_c3_g4_i1	7657	7440.83
TRINITY_DN122684_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN122684_c0_g2_i2	1514	1297.83
TRINITY_DN122698_c3_g2_i1	emc7	Chr08	98084890	98084890	TRINITY_DN122698_c3_g2_i1	1490	1273.83
TRINITY_DN122707_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN122707_c0_g1_i3	1320	1103.83
TRINITY_DN122709_c0_g1_i1	smad9	Chr02	148846284	148846284	TRINITY_DN122709_c0_g1_i1	1802	1585.83
TRINITY_DN122712_c0_g1_i1	LOC101731913	Chr05	99819264	99819264	TRINITY_DN122712_c0_g1_i1	2678	2461.83
TRINITY_DN122720_c0_g1_i1	ism2	Chr08	61808235	61808235	TRINITY_DN122720_c0_g1_i1	1424	1207.83
TRINITY_DN122726_c4_g4_i4	NA	NA	NA	NA	TRINITY_DN122726_c4_g4_i4	914	697.958
TRINITY_DN122734_c0_g1_i1	LOC101734175	Chr01	82296754	82296754	TRINITY_DN122734_c0_g1_i1	2091	1874.83
TRINITY_DN122739_c0_g2_i7	rnf2	Chr04	103844739	103844739	TRINITY_DN122739_c0_g2_i7	2168	1951.83
TRINITY_DN122740_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN122740_c1_g1_i1	1361	1144.83
TRINITY_DN122744_c1_g2_i4	NA	NA	NA	NA	TRINITY_DN122744_c1_g2_i4	470	256.825
TRINITY_DN122746_c3_g1_i3	LOC100135223	Chr07	110601456	110601456	TRINITY_DN122746_c3_g1_i3	2021	1804.83
TRINITY_DN122751_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN122751_c0_g1_i2	1122	905.835
TRINITY_DN122753_c0_g1_i3	gprin3	Chr01	69220445	69220445	TRINITY_DN122753_c0_g1_i3	3189	2972.83
TRINITY_DN122754_c2_g4_i4	NA	NA	NA	NA	TRINITY_DN122754_c2_g4_i4	2955	2738.83
TRINITY_DN122754_c2_g7_i1	NA	NA	NA	NA	TRINITY_DN122754_c2_g7_i1	824	607.999
TRINITY_DN122757_c0_g1_i4	api5	Chr04	3008865	3008865	TRINITY_DN122757_c0_g1_i4	2635	2418.83
TRINITY_DN122760_c0_g2_i1	spag6	Chr06	18446435	18446435	TRINITY_DN122760_c0_g2_i1	1989	1772.83
TRINITY_DN122762_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN122762_c0_g1_i2	803	587.019
TRINITY_DN122767_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN122767_c1_g1_i1	658	442.188
TRINITY_DN122771_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN122771_c1_g1_i1	1148	931.835
TRINITY_DN122781_c7_g1_i1	lyz	Chr03	49462801	49462801	TRINITY_DN122781_c7_g1_i1	820	603.999
TRINITY_DN122786_c0_g1_i11	NA	NA	NA	NA	TRINITY_DN122786_c0_g1_i11	502	287.803
TRINITY_DN122787_c0_g1_i5	NA	NA	NA	NA	TRINITY_DN122787_c0_g1_i5	5160	4943.83
TRINITY_DN122791_c2_g1_i3	mgll	Chr04	124360506	124360506	TRINITY_DN122791_c2_g1_i3	1097	880.835
TRINITY_DN122791_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN122791_c2_g2_i1	1219	1002.83
TRINITY_DN122798_c0_g1_i4	Xetrov90029321m	scaffold_5290	1055	1055	TRINITY_DN122798_c0_g1_i4	2156	1939.83
TRINITY_DN122813_c4_g3_i1	NA	NA	NA	NA	TRINITY_DN122813_c4_g3_i1	419	208.33
TRINITY_DN122814_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN122814_c0_g1_i4	1611	1394.83
TRINITY_DN122815_c2_g4_i1	NA	NA	NA	NA	TRINITY_DN122815_c2_g4_i1	856	639.958
TRINITY_DN122815_c3_g1_i4	NA	NA	NA	NA	TRINITY_DN122815_c3_g1_i4	1795	1578.83
TRINITY_DN122819_c0_g1_i4	LOC100487071	Chr07	74007168	74007168	TRINITY_DN122819_c0_g1_i4	1339	1122.83
TRINITY_DN122820_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122820_c0_g1_i1	5381	5164.83
TRINITY_DN122821_c0_g1_i2	endov	Chr10	19188783	19188783	TRINITY_DN122821_c0_g1_i2	1170	953.835
TRINITY_DN122824_c1_g1_i2	eif5b-like	Chr02	109082024	109082024	TRINITY_DN122824_c1_g1_i2	4635	4418.83
TRINITY_DN122829_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN122829_c0_g2_i1	1049	832.835
TRINITY_DN122829_c0_g4_i1	prkx-like	Chr02	33832090	33832090	TRINITY_DN122829_c0_g4_i1	3037	2820.83
TRINITY_DN122838_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN122838_c0_g1_i3	1080	863.835
TRINITY_DN122852_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN122852_c0_g1_i1	1046	829.835
TRINITY_DN122862_c0_g1_i6	NA	NA	NA	NA	TRINITY_DN122862_c0_g1_i6	714	498.11
TRINITY_DN122876_c3_g1_i10	sgk1	Chr05	35035159	35035159	TRINITY_DN122876_c3_g1_i10	2500	2283.83
TRINITY_DN122879_c0_g1_i3	krt222-like	scaffold_39	1105070	1105070	TRINITY_DN122879_c0_g1_i3	2052	1835.83
TRINITY_DN122882_c0_g1_i2	acy3	Chr02	89816169	89816169	TRINITY_DN122882_c0_g1_i2	1888	1671.83
TRINITY_DN122889_c9_g2_i2	plekhg5	Chr07	91076172	91076172	TRINITY_DN122889_c9_g2_i2	5430	5213.83
TRINITY_DN122901_c0_g2_i4	NA	NA	NA	NA	TRINITY_DN122901_c0_g2_i4	451	238.438
TRINITY_DN122903_c0_g1_i1	adck2	Chr03	118129	118129	TRINITY_DN122903_c0_g1_i1	2308	2091.83
TRINITY_DN122912_c3_g2_i1	Xetrov90028828m	scaffold_440	79277	79277	TRINITY_DN122912_c3_g2_i1	2271	2054.83
TRINITY_DN122919_c1_g3_i3	Xetrov90006764m	Chr02	155127743	155127743	TRINITY_DN122919_c1_g3_i3	2090	1873.83
TRINITY_DN122920_c5_g1_i6	NA	NA	NA	NA	TRINITY_DN122920_c5_g1_i6	823	606.999
TRINITY_DN122933_c2_g3_i2	NA	NA	NA	NA	TRINITY_DN122933_c2_g3_i2	4546	4329.83
TRINITY_DN122938_c2_g2_i1	bco2	Chr07	73975568	73975568	TRINITY_DN122938_c2_g2_i1	2048	1831.83
TRINITY_DN122956_c4_g4_i1	NA	NA	NA	NA	TRINITY_DN122956_c4_g4_i1	1862	1645.83
TRINITY_DN122956_c4_g7_i1	NA	NA	NA	NA	TRINITY_DN122956_c4_g7_i1	4753	4536.83
TRINITY_DN122959_c0_g1_i3	slc4a5	Chr03	112917024	112917024	TRINITY_DN122959_c0_g1_i3	4785	4568.83
TRINITY_DN122960_c3_g1_i1	mllt6	Chr10	4404205	4404205	TRINITY_DN122960_c3_g1_i1	3093	2876.83
TRINITY_DN122960_c4_g2_i1	LOC100145523	Chr09	56186239	56186239	TRINITY_DN122960_c4_g2_i1	3479	3262.83
TRINITY_DN122960_c4_g4_i2	NA	NA	NA	NA	TRINITY_DN122960_c4_g4_i2	716	500.11
TRINITY_DN122962_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN122962_c1_g2_i1	592	376.539
TRINITY_DN122970_c0_g1_i2	wdr16	Chr10	39025432	39025432	TRINITY_DN122970_c0_g1_i2	2188	1971.83
TRINITY_DN122980_c0_g2_i2	rgs6-like	Chr08	86249503	86249503	TRINITY_DN122980_c0_g2_i2	2653	2436.83
TRINITY_DN122981_c1_g1_i4	kiaa0408	Chr05	46558353	46558353	TRINITY_DN122981_c1_g1_i4	8056	7839.83
TRINITY_DN122987_c5_g3_i1	NA	NA	NA	NA	TRINITY_DN122987_c5_g3_i1	504	289.726
TRINITY_DN122991_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN122991_c3_g1_i1	432	220.416
TRINITY_DN123005_c4_g3_i3	tgm1	Chr01	127013618	127013618	TRINITY_DN123005_c4_g3_i3	3624	3407.83
TRINITY_DN123006_c2_g6_i1	apex1	Chr01	130621237	130621237	TRINITY_DN123006_c2_g6_i1	1414	1197.83
TRINITY_DN123011_c1_g2_i1	cdc34	Chr01	86547485	86547485	TRINITY_DN123011_c1_g2_i1	1495	1278.83
TRINITY_DN123023_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN123023_c0_g1_i3	1023	806.835
TRINITY_DN123024_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN123024_c0_g2_i1	708	492.11
TRINITY_DN123030_c1_g1_i2	igf2	Chr04	12745346	12745346	TRINITY_DN123030_c1_g1_i2	2759	2542.83
TRINITY_DN123031_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN123031_c0_g1_i1	1520	1303.83
TRINITY_DN123037_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN123037_c0_g2_i2	1044	827.835
TRINITY_DN123049_c0_g4_i3	NA	NA	NA	NA	TRINITY_DN123049_c0_g4_i3	1583	1366.83
TRINITY_DN123049_c0_g6_i1	NA	NA	NA	NA	TRINITY_DN123049_c0_g6_i1	2351	2134.83
TRINITY_DN123050_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN123050_c0_g2_i1	300	105.289
TRINITY_DN123051_c5_g1_i6	scel-like	Chr02	122671865	122671865	TRINITY_DN123051_c5_g1_i6	1389	1172.83
TRINITY_DN123051_c5_g2_i1	NA	NA	NA	NA	TRINITY_DN123051_c5_g2_i1	1616	1399.83
TRINITY_DN123054_c2_g2_i2	tmem125-like	Chr04	75284214	75284214	TRINITY_DN123054_c2_g2_i2	1389	1172.83
