gid	gname	chr	chrall	start	end	target_id	length	eff_length	cutoff	bias	log2RPKM	sex
TRINITY_DN135135_c3_g2_i1	bcdin3d	Chr02	Chr02	145408946	145408946	TRINITY_DN135135_c3_g2_i1	883	666.958	FC1	female	3.302165487	meanmale
TRINITY_DN135263_c3_g2_i8	pcdh9	Chr02	Chr02	124710610	124710610	TRINITY_DN135263_c3_g2_i8	4455	4238.83	FC1	female	-3.024005181	meanmale
TRINITY_DN135394_c4_g3_i1	panx1	Chr02	Chr02	162390124	162390124	TRINITY_DN135394_c4_g3_i1	1950	1733.83	FC1	female	1.703835311	meanmale
TRINITY_DN135450_c1_g2_i4	LOC100124863	Chr02	Chr02	46331456	46331456	TRINITY_DN135450_c1_g2_i4	3205	2988.83	FC1	female	-2.571447064	meanmale
TRINITY_DN135599_c7_g1_i3	fgf14	Chr02	Chr02	116548795	116548795	TRINITY_DN135599_c7_g1_i3	6721	6504.83	FC1	female	-1.871627127	meanmale
TRINITY_DN135712_c0_g2_i1	sesn2	Chr02	Chr02	52466721	52466721	TRINITY_DN135712_c0_g2_i1	2165	1948.83	FC1	female	4.094814867	meanmale
TRINITY_DN135751_c6_g7_i1	suox	Chr02	Chr02	134558504	134558504	TRINITY_DN135751_c6_g7_i1	2522	2305.83	FC1	female	3.328629127	meanmale
TRINITY_DN135780_c1_g1_i6	parl	Chr02	Chr02	48794290	48794290	TRINITY_DN135780_c1_g1_i6	2400	2183.83	FC1	female	4.406410107	meanmale
TRINITY_DN135851_c0_g3_i1	wdr81	Chr02	Chr02	28579429	28579429	TRINITY_DN135851_c0_g3_i1	7403	7186.83	FC1	female	2.091352472	meanmale
TRINITY_DN136128_c0_g4_i1	pigv-like	Chr02	Chr02	51959792	51959792	TRINITY_DN136128_c0_g4_i1	1674	1457.83	FC1	female	2.708716655	meanmale
TRINITY_DN136167_c0_g1_i1	espl1-like	Chr02	Chr02	144316234	144316234	TRINITY_DN136167_c0_g1_i1	7164	6947.83	FC1	female	2.979144127	meanmale
TRINITY_DN136232_c1_g2_i1	c1orf109	Chr02	Chr02	81417964	81417964	TRINITY_DN136232_c1_g2_i1	1823	1606.83	FC1	female	3.799267959	meanmale
TRINITY_DN136381_c0_g3_i4	mov10	Chr02	Chr02	74100790	74100790	TRINITY_DN136381_c0_g3_i4	2763	2546.83	FC1	female	3.095021761	meanmale
TRINITY_DN136497_c6_g1_i1	cog3	Chr02	Chr02	130699358	130699358	TRINITY_DN136497_c6_g1_i1	4230	4013.83	FC1	female	1.145799528	meanmale
TRINITY_DN168379_c0_g1_i1	MGC89248	Chr02	Chr02	135593490	135593490	TRINITY_DN168379_c0_g1_i1	1301	1084.83	FC1	female	-2.347111693	meanmale
TRINITY_DN73171_c0_g1_i1	dhrs12	Chr02	Chr02	147132920	147132920	TRINITY_DN73171_c0_g1_i1	1618	1401.83	FC1	female	5.834023185	meanmale
TRINITY_DN92573_c0_g1_i1	sike1	Chr02	Chr02	66934574	66934574	TRINITY_DN92573_c0_g1_i1	1061	844.835	FC1	female	5.115220628	meanmale
TRINITY_DN96229_c0_g1_i1	csrp1	Chr02	Chr02	76975644	76975644	TRINITY_DN96229_c0_g1_i1	1287	1070.83	FC1	female	4.861225015	meanmale
TRINITY_DN96629_c0_g1_i1	tubgcp5	Chr02	Chr02	111290796	111290796	TRINITY_DN96629_c0_g1_i1	3467	3250.83	FC1	female	2.87647464	meanmale
TRINITY_DN97677_c0_g1_i1	gabpa	Chr02	Chr02	14396518	14396518	TRINITY_DN97677_c0_g1_i1	1986	1769.83	FC1	female	5.449024927	meanmale
TRINITY_DN99818_c0_g1_i1	clybl	Chr02	Chr02	117405681	117405681	TRINITY_DN99818_c0_g1_i1	1290	1073.83	FC1	female	3.446080482	meanmale
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	Auto	117918294	117918294	TRINITY_DN101042_c0_g2_i1	2443	2226.83	FC1	female	2.193221154	meanmale
TRINITY_DN101833_c0_g1_i1	ier2	Chr03	Auto	129491240	129491240	TRINITY_DN101833_c0_g1_i1	1219	1002.83	FC1	female	4.149509183	meanmale
TRINITY_DN103621_c0_g1_i2	parpbp	Chr03	Auto	39656922	39656922	TRINITY_DN103621_c0_g1_i2	1930	1713.83	FC1	female	4.142209818	meanmale
TRINITY_DN105850_c0_g2_i1	fchsd1	Chr03	Auto	18720123	18720123	TRINITY_DN105850_c0_g2_i1	2588	2371.83	FC1	female	2.916193857	meanmale
TRINITY_DN106620_c0_g1_i1	prickle1	Chr03	Auto	55250903	55250903	TRINITY_DN106620_c0_g1_i1	3994	3777.83	FC1	female	2.164683152	meanmale
TRINITY_DN106923_c0_g1_i1	fbxl12	Chr03	Auto	125633549	125633549	TRINITY_DN106923_c0_g1_i1	1260	1043.83	FC1	female	0.172387663	meanmale
TRINITY_DN108436_c0_g1_i2	tmem243	Chr03	Auto	71642246	71642246	TRINITY_DN108436_c0_g1_i2	1090	873.835	FC1	female	6.137892087	meanmale
TRINITY_DN109332_c0_g1_i1	senp8	Chr03	Auto	82450240	82450240	TRINITY_DN109332_c0_g1_i1	864	647.958	FC1	female	6.0708512	meanmale
TRINITY_DN109667_c0_g1_i2	slu7	Chr03	Auto	14200431	14200431	TRINITY_DN109667_c0_g1_i2	2034	1817.83	FC1	female	4.981408074	meanmale
TRINITY_DN109864_c0_g1_i1	tm2d2	Chr03	Auto	121541631	121541631	TRINITY_DN109864_c0_g1_i1	984	767.886	FC1	female	5.686632613	meanmale
TRINITY_DN110230_c0_g1_i1	tex9-like	Chr03	Auto	90333850	90333850	TRINITY_DN110230_c0_g1_i1	1434	1217.83	FC1	female	3.107093441	meanmale
TRINITY_DN111417_c0_g1_i3	sord	Chr03	Auto	85902632	85902632	TRINITY_DN111417_c0_g1_i3	1506	1289.83	FC1	female	3.82626529	meanmale
TRINITY_DN112325_c0_g1_i1	tcf7l1	Chr03	Auto	107518673	107518673	TRINITY_DN112325_c0_g1_i1	3320	3103.83	FC1	female	2.46122814	meanmale
TRINITY_DN112396_c1_g1_i1	ube2b	Chr03	Auto	17460004	17460004	TRINITY_DN112396_c1_g1_i1	4247	4030.83	FC1	female	2.530791074	meanmale
TRINITY_DN112473_c1_g1_i1	hcn4	Chr03	Auto	82774587	82774587	TRINITY_DN112473_c1_g1_i1	6214	5997.83	FC1	female	-2.503721105	meanmale
TRINITY_DN112841_c0_g1_i1	rbm27	Chr03	Auto	30400683	30400683	TRINITY_DN112841_c0_g1_i1	4306	4089.83	FC1	female	0.302603784	meanmale
TRINITY_DN113697_c0_g1_i2	ccdc130	Chr03	Auto	129727207	129727207	TRINITY_DN113697_c0_g1_i2	1428	1211.83	FC1	female	3.496754889	meanmale
TRINITY_DN114112_c0_g1_i2	Xetrov90009752m	Chr03	Auto	128536853	128536853	TRINITY_DN114112_c0_g1_i2	1751	1534.83	FC1	female	4.2091954	meanmale
TRINITY_DN114332_c0_g1_i1	kin	Chr03	Auto	74178431	74178431	TRINITY_DN114332_c0_g1_i1	1851	1634.83	FC1	female	4.554425056	meanmale
TRINITY_DN114368_c0_g1_i1	rufy1	Chr03	Auto	22523135	22523135	TRINITY_DN114368_c0_g1_i1	2343	2126.83	FC1	female	4.302806535	meanmale
TRINITY_DN114731_c0_g1_i2	sh3rf2	Chr03	Auto	30274263	30274263	TRINITY_DN114731_c0_g1_i2	3413	3196.83	FC1	female	-2.360447375	meanmale
TRINITY_DN114784_c0_g1_i2	lmnb3	Chr03	Auto	95747312	95747312	TRINITY_DN114784_c0_g1_i2	2364	2147.83	FC1	female	4.217310745	meanmale
TRINITY_DN114850_c0_g1_i1	tmpo	Chr03	Auto	42004637	42004637	TRINITY_DN114850_c0_g1_i1	2868	2651.83	FC1	female	4.368524933	meanmale
TRINITY_DN115043_c0_g1_i2	b4galt7	Chr03	Auto	38176140	38176140	TRINITY_DN115043_c0_g1_i2	1121	904.835	FC1	female	4.479697352	meanmale
TRINITY_DN115242_c0_g1_i2	eral1	Chr03	Auto	40298751	40298751	TRINITY_DN115242_c0_g1_i2	1878	1661.83	FC1	female	4.062389179	meanmale
TRINITY_DN115770_c0_g1_i2	prkcq	Chr03	Auto	74606063	74606063	TRINITY_DN115770_c0_g1_i2	2926	2709.83	FC1	female	-1.961754386	meanmale
TRINITY_DN116433_c0_g3_i3	homer2	Chr03	Auto	95394466	95394466	TRINITY_DN116433_c0_g3_i3	1466	1249.83	FC1	female	2.43544142	meanmale
TRINITY_DN116680_c0_g2_i1	bcl2l10	Chr03	Auto	92162507	92162507	TRINITY_DN116680_c0_g2_i1	887	670.958	FC1	female	4.310760887	meanmale
TRINITY_DN116702_c3_g1_i2	p2ry11	Chr03	Auto	126607737	126607737	TRINITY_DN116702_c3_g1_i2	1691	1474.83	FC1	female	0.512543738	meanmale
TRINITY_DN116971_c0_g2_i1	mrps24	Chr03	Auto	108215277	108215277	TRINITY_DN116971_c0_g2_i1	998	781.835	FC1	female	5.156652826	meanmale
TRINITY_DN117343_c0_g1_i1	myo1e.1	Chr03	Auto	89165448	89165448	TRINITY_DN117343_c0_g1_i1	4544	4327.83	FC1	female	1.67838402	meanmale
TRINITY_DN117614_c0_g1_i1	asb13-like	Chr03	Auto	74953535	74953535	TRINITY_DN117614_c0_g1_i1	1372	1155.83	FC1	female	2.467976459	meanmale
TRINITY_DN117665_c0_g2_i1	cdc23	Chr03	Auto	38398703	38398703	TRINITY_DN117665_c0_g2_i1	2107	1890.83	FC1	female	3.776519076	meanmale
TRINITY_DN117871_c0_g1_i1	Sep-08	Chr03	Auto	28510886	28510886	TRINITY_DN117871_c0_g1_i1	2294	2077.83	FC1	female	3.93791309	meanmale
TRINITY_DN117958_c0_g1_i2	xrcc6bp1	Chr03	Auto	53834276	53834276	TRINITY_DN117958_c0_g1_i2	1144	927.835	FC1	female	3.629464149	meanmale
TRINITY_DN118097_c0_g2_i1	slc26a5	Chr03	Auto	68209241	68209241	TRINITY_DN118097_c0_g2_i1	3357	3140.83	FC1	female	0.506479334	meanmale
TRINITY_DN118320_c0_g1_i1	med7	Chr03	Auto	6411317	6411317	TRINITY_DN118320_c0_g1_i1	1482	1265.83	FC1	female	4.573908908	meanmale
TRINITY_DN118389_c0_g1_i1	nrf1-like	Chr03	Auto	77458182	77458182	TRINITY_DN118389_c0_g1_i1	2577	2360.83	FC1	female	4.260435893	meanmale
TRINITY_DN118504_c0_g1_i1	ireb2	Chr03	Auto	81320355	81320355	TRINITY_DN118504_c0_g1_i1	4144	3927.83	FC1	female	4.92460102	meanmale
TRINITY_DN118530_c0_g2_i5	mkrn1-like	Chr03	Auto	190498	190498	TRINITY_DN118530_c0_g2_i5	1964	1747.83	FC1	female	5.757343108	meanmale
TRINITY_DN118536_c0_g2_i1	pus7l	Chr03	Auto	54902751	54902751	TRINITY_DN118536_c0_g2_i1	2457	2240.83	FC1	female	3.059057218	meanmale
TRINITY_DN118561_c1_g1_i1	alg10	Chr03	Auto	65177998	65177998	TRINITY_DN118561_c1_g1_i1	2054	1837.83	FC1	female	0.497885309	meanmale
TRINITY_DN118702_c0_g1_i1	brf2	Chr03	Auto	115193216	115193216	TRINITY_DN118702_c0_g1_i1	1509	1292.83	FC1	female	3.66693806	meanmale
TRINITY_DN118821_c0_g1_i2	arl10b	Chr03	Auto	60883097	60883097	TRINITY_DN118821_c0_g1_i2	1222	1005.83	FC1	female	5.402151197	meanmale
TRINITY_DN118862_c0_g1_i1	bnip1	Chr03	Auto	33951927	33951927	TRINITY_DN118862_c0_g1_i1	1902	1685.83	FC1	female	3.346634274	meanmale
TRINITY_DN119100_c0_g1_i2	gmcl1	Chr03	Auto	111833197	111833197	TRINITY_DN119100_c0_g1_i2	4106	3889.83	FC1	female	3.3418195	meanmale
TRINITY_DN119113_c0_g1_i1	frs2	Chr03	Auto	49662502	49662502	TRINITY_DN119113_c0_g1_i1	2700	2483.83	FC1	female	3.490425807	meanmale
TRINITY_DN119467_c0_g1_i2	thoc3-like	Chr03	Auto	35920184	35920184	TRINITY_DN119467_c0_g1_i2	1292	1075.83	FC1	female	5.978554997	meanmale
TRINITY_DN119499_c0_g1_i1	lins-like	Chr03	Auto	105567397	105567397	TRINITY_DN119499_c0_g1_i1	2720	2503.83	FC1	female	2.933421256	meanmale
TRINITY_DN119759_c0_g1_i1	tmem150a	Chr03	Auto	108538960	108538960	TRINITY_DN119759_c0_g1_i1	2036	1819.83	FC1	female	2.143675103	meanmale
TRINITY_DN120130_c0_g1_i3	nudcd3	Chr03	Auto	108085186	108085186	TRINITY_DN120130_c0_g1_i3	2440	2223.83	FC1	female	3.84633014	meanmale
TRINITY_DN120132_c0_g1_i1	gipc1	Chr03	Auto	124363426	124363426	TRINITY_DN120132_c0_g1_i1	2123	1906.83	FC1	female	4.216366681	meanmale
TRINITY_DN120196_c0_g2_i2	lcp2	Chr03	Auto	23114997	23114997	TRINITY_DN120196_c0_g2_i2	1958	1741.83	FC1	female	-0.375763425	meanmale
TRINITY_DN120237_c0_g2_i1	adm2	Chr03	Auto	79748783	79748783	TRINITY_DN120237_c0_g2_i1	1710	1493.83	FC1	female	-1.692786861	meanmale
TRINITY_DN120320_c0_g1_i2	fam214a	Chr03	Auto	91917752	91917752	TRINITY_DN120320_c0_g1_i2	4091	3874.83	FC1	female	3.481575886	meanmale
TRINITY_DN120402_c0_g1_i4	dtwd1	Chr03	Auto	94454745	94454745	TRINITY_DN120402_c0_g1_i4	1203	986.835	FC1	female	5.209800944	meanmale
TRINITY_DN120594_c0_g1_i5	edc3	Chr03	Auto	84588594	84588594	TRINITY_DN120594_c0_g1_i5	2266	2049.83	FC1	female	4.9091673	meanmale
TRINITY_DN120619_c0_g1_i2	cdc25c	Chr03	Auto	38513138	38513138	TRINITY_DN120619_c0_g1_i2	8923	8706.83	FC1	female	1.712146001	meanmale
TRINITY_DN120636_c0_g8_i1	trip4	Chr03	Auto	84854752	84854752	TRINITY_DN120636_c0_g8_i1	2029	1812.83	FC1	female	4.331251616	meanmale
TRINITY_DN120852_c0_g1_i3	rab21	Chr03	Auto	50572154	50572154	TRINITY_DN120852_c0_g1_i3	2098	1881.83	FC1	female	4.868213548	meanmale
TRINITY_DN120863_c0_g1_i1	cdc123	Chr03	Auto	72667962	72667962	TRINITY_DN120863_c0_g1_i1	1660	1443.83	FC1	female	4.867978911	meanmale
TRINITY_DN120941_c0_g1_i1	fgd6	Chr03	Auto	47364661	47364661	TRINITY_DN120941_c0_g1_i1	4373	4156.83	FC1	female	1.722503523	meanmale
TRINITY_DN120950_c0_g1_i2	sqrdl	Chr03	Auto	94752601	94752601	TRINITY_DN120950_c0_g1_i2	1768	1551.83	FC1	female	5.127124436	meanmale
TRINITY_DN120970_c0_g1_i1	rab19	Chr03	Auto	208445	208445	TRINITY_DN120970_c0_g1_i1	1595	1378.83	FC1	female	-1.393829743	meanmale
TRINITY_DN120998_c0_g3_i4	ulk3	Chr03	Auto	84367951	84367951	TRINITY_DN120998_c0_g3_i4	1597	1380.83	FC1	female	4.103387468	meanmale
TRINITY_DN121031_c1_g3_i1	carm1	Chr03	Auto	128083755	128083755	TRINITY_DN121031_c1_g3_i1	2609	2392.83	FC1	female	3.849733957	meanmale
TRINITY_DN121064_c0_g1_i5	ifrd1	Chr03	Auto	57189624	57189624	TRINITY_DN121064_c0_g1_i5	2228	2011.83	FC1	female	5.14041516	meanmale
TRINITY_DN121068_c0_g1_i2	gfra3	Chr03	Auto	38475254	38475254	TRINITY_DN121068_c0_g1_i2	3194	2977.83	FC1	female	-0.01960653	meanmale
TRINITY_DN121090_c0_g1_i1	zdhhc17	Chr03	Auto	52017948	52017948	TRINITY_DN121090_c0_g1_i1	2833	2616.83	FC1	female	0.554807371	meanmale
TRINITY_DN121214_c0_g2_i1	ncaph2	Chr03	Auto	79808765	79808765	TRINITY_DN121214_c0_g2_i1	2790	2573.83	FC1	female	3.985459731	meanmale
TRINITY_DN121419_c0_g1_i2	arl10	Chr03	Auto	36004791	36004791	TRINITY_DN121419_c0_g1_i2	1246	1029.83	FC1	female	3.835101325	meanmale
TRINITY_DN121593_c4_g2_i1	mapk12	Chr03	Auto	62075894	62075894	TRINITY_DN121593_c4_g2_i1	2014	1797.83	FC1	female	4.634559855	meanmale
TRINITY_DN121668_c0_g1_i1	mcoln1	Chr03	Auto	54851887	54851887	TRINITY_DN121668_c0_g1_i1	2330	2113.83	FC1	female	2.977694692	meanmale
TRINITY_DN121681_c0_g3_i1	Xetrov90008110m	Chr03	Auto	55515910	55515910	TRINITY_DN121681_c0_g3_i1	2734	2517.83	FC1	female	-2.740593677	meanmale
TRINITY_DN121901_c0_g1_i3	znf800	Chr03	Auto	61702725	61702725	TRINITY_DN121901_c0_g1_i3	3515	3298.83	FC1	female	2.693782892	meanmale
TRINITY_DN121912_c1_g2_i1	tbk1	Chr03	Auto	48622975	48622975	TRINITY_DN121912_c1_g2_i1	2839	2622.83	FC1	female	4.222319654	meanmale
TRINITY_DN122175_c0_g1_i1	cav2	Chr03	Auto	58513594	58513594	TRINITY_DN122175_c0_g1_i1	1360	1143.83	FC1	female	2.184450962	meanmale
TRINITY_DN122199_c0_g1_i2	commd4	Chr03	Auto	85530247	85530247	TRINITY_DN122199_c0_g1_i2	1386	1169.83	FC1	female	5.080398086	meanmale
TRINITY_DN122305_c6_g7_i1	ccdc69	Chr03	Auto	10993486	10993486	TRINITY_DN122305_c6_g7_i1	1476	1259.83	FC1	female	0.669496408	meanmale
TRINITY_DN122308_c0_g2_i4	LOC100487878-like	Chr03	Auto	16071744	16071744	TRINITY_DN122308_c0_g2_i4	1481	1264.83	FC1	female	3.423105073	meanmale
TRINITY_DN122374_c1_g5_i1	stambp	Chr03	Auto	107402831	107402831	TRINITY_DN122374_c1_g5_i1	2133	1916.83	FC1	female	4.372885943	meanmale
TRINITY_DN122587_c0_g2_i1	strip2	Chr03	Auto	77504401	77504401	TRINITY_DN122587_c0_g2_i1	3201	2984.83	FC1	female	4.910559943	meanmale
TRINITY_DN122714_c15_g1_i1	ubl7	Chr03	Auto	83237845	83237845	TRINITY_DN122714_c15_g1_i1	1623	1406.83	FC1	female	4.530576455	meanmale
TRINITY_DN122749_c0_g1_i3	larp6	Chr03	Auto	88251258	88251258	TRINITY_DN122749_c0_g1_i3	2197	1980.83	FC1	female	5.054406786	meanmale
TRINITY_DN122768_c0_g1_i2	ppp2r2b	Chr03	Auto	32050129	32050129	TRINITY_DN122768_c0_g1_i2	2414	2197.83	FC1	female	3.232468507	meanmale
TRINITY_DN122805_c0_g1_i2	lman2	Chr03	Auto	38152854	38152854	TRINITY_DN122805_c0_g1_i2	1821	1604.83	FC1	female	5.845628173	meanmale
TRINITY_DN122857_c0_g1_i1	slc2a13	Chr03	Auto	65776902	65776902	TRINITY_DN122857_c0_g1_i1	3038	2821.83	FC1	female	-0.201322973	meanmale
TRINITY_DN122865_c0_g1_i1	yeats4	Chr03	Auto	49475863	49475863	TRINITY_DN122865_c0_g1_i1	1359	1142.83	FC1	female	5.521536672	meanmale
TRINITY_DN122939_c2_g3_i10	mapk11	Chr03	Auto	62017111	62017111	TRINITY_DN122939_c2_g3_i10	3644	3427.83	FC1	female	3.480421332	meanmale
TRINITY_DN123548_c0_g2_i1	asb15	Chr03	Auto	60763186	60763186	TRINITY_DN123548_c0_g2_i1	2443	2226.83	FC1	female	-2.85358846	meanmale
TRINITY_DN123636_c0_g2_i1	bbs10-like	Chr03	Auto	51826226	51826226	TRINITY_DN123636_c0_g2_i1	2419	2202.83	FC1	female	0.537151256	meanmale
TRINITY_DN123838_c1_g2_i2	ykt6	Chr03	Auto	107776645	107776645	TRINITY_DN123838_c1_g2_i2	1847	1630.83	FC1	female	6.148940616	meanmale
TRINITY_DN123842_c8_g2_i6	gins4	Chr03	Auto	119921003	119921003	TRINITY_DN123842_c8_g2_i6	1474	1257.83	FC1	female	5.03581103	meanmale
TRINITY_DN124173_c0_g1_i4	csnk1g1	Chr03	Auto	84928470	84928470	TRINITY_DN124173_c0_g1_i4	3213	2996.83	FC1	female	3.173170095	meanmale
TRINITY_DN124305_c4_g1_i5	LOC100487749	Chr03	Auto	79934833	79934833	TRINITY_DN124305_c4_g1_i5	2060	1843.83	FC1	female	4.251398226	meanmale
TRINITY_DN124391_c0_g1_i1	adra2b	Chr03	Auto	109252431	109252431	TRINITY_DN124391_c0_g1_i1	1754	1537.83	FC1	female	-1.649520422	meanmale
TRINITY_DN124474_c0_g2_i2	echdc3-like	Chr03	Auto	72869909	72869909	TRINITY_DN124474_c0_g2_i2	1251	1034.83	FC1	female	3.447649257	meanmale
TRINITY_DN124560_c0_g1_i2	det1-like	Chr03	Auto	100283292	100283292	TRINITY_DN124560_c0_g1_i2	2336	2119.83	FC1	female	1.886536422	meanmale
TRINITY_DN124609_c0_g1_i1	atxn7l1-like	Chr03	Auto	67423295	67423295	TRINITY_DN124609_c0_g1_i1	2791	2574.83	FC1	female	-0.357459856	meanmale
TRINITY_DN124864_c5_g3_i3	kif20a-like	Chr03	Auto	38381499	38381499	TRINITY_DN124864_c5_g3_i3	3129	2912.83	FC1	female	4.73520884	meanmale
TRINITY_DN124866_c0_g1_i3	irak4	Chr03	Auto	54882354	54882354	TRINITY_DN124866_c0_g1_i3	2044	1827.83	FC1	female	1.427489954	meanmale
TRINITY_DN124953_c0_g1_i1	ckap4	Chr03	Auto	11775639	11775639	TRINITY_DN124953_c0_g1_i1	3301	3084.83	FC1	female	3.568158268	meanmale
TRINITY_DN125022_c2_g4_i1	pawr	Chr03	Auto	53039608	53039608	TRINITY_DN125022_c2_g4_i1	3426	3209.83	FC1	female	2.257334573	meanmale
TRINITY_DN125215_c0_g2_i3	dusp6	Chr03	Auto	45496825	45496825	TRINITY_DN125215_c0_g2_i3	1951	1734.83	FC1	female	2.402206564	meanmale
TRINITY_DN125364_c0_g1_i3	dus4l	Chr03	Auto	66862267	66862267	TRINITY_DN125364_c0_g1_i3	1740	1523.83	FC1	female	3.08200441	meanmale
TRINITY_DN125420_c4_g6_i2	parp11	Chr03	Auto	3161161	3161161	TRINITY_DN125420_c4_g6_i2	1792	1575.83	FC1	female	0.93768079	meanmale
TRINITY_DN125622_c2_g6_i1	LOC100170436	Chr03	Auto	129212470	129212470	TRINITY_DN125622_c2_g6_i1	1024	807.835	FC1	female	2.172542195	meanmale
TRINITY_DN125831_c0_g1_i1	slco3a1	Chr03	Auto	102053278	102053278	TRINITY_DN125831_c0_g1_i1	3582	3365.83	FC1	female	-1.120505544	meanmale
TRINITY_DN125866_c5_g2_i2	sra1	Chr03	Auto	14232579	14232579	TRINITY_DN125866_c5_g2_i2	1163	946.835	FC1	female	5.43924936	meanmale
TRINITY_DN125869_c9_g2_i2	tmem19	Chr03	Auto	50539201	50539201	TRINITY_DN125869_c9_g2_i2	2262	2045.83	FC1	female	4.567960112	meanmale
TRINITY_DN125899_c5_g1_i2	clk3	Chr03	Auto	84647795	84647795	TRINITY_DN125899_c5_g1_i2	2680	2463.83	FC1	female	4.793505246	meanmale
TRINITY_DN125922_c2_g4_i1	fam107b	Chr03	Auto	71773389	71773389	TRINITY_DN125922_c2_g4_i1	1975	1758.83	FC1	female	3.675858496	meanmale
TRINITY_DN125985_c0_g1_i3	c12orf45	Chr03	Auto	40721242	40721242	TRINITY_DN125985_c0_g1_i3	1752	1535.83	FC1	female	5.510014412	meanmale
TRINITY_DN125995_c6_g3_i1	mex3b	Chr03	Auto	96355019	96355019	TRINITY_DN125995_c6_g3_i1	1983	1766.83	FC1	female	0.06295906	meanmale
TRINITY_DN126011_c0_g1_i2	man2c1	Chr03	Auto	85554176	85554176	TRINITY_DN126011_c0_g1_i2	3735	3518.83	FC1	female	3.246777664	meanmale
TRINITY_DN126051_c2_g2_i3	polm	Chr03	Auto	108743474	108743474	TRINITY_DN126051_c2_g2_i3	1753	1536.83	FC1	female	1.575216411	meanmale
TRINITY_DN126222_c0_g1_i1	fam63b	Chr03	Auto	89340545	89340545	TRINITY_DN126222_c0_g1_i1	3372	3155.83	FC1	female	1.822937016	meanmale
TRINITY_DN126223_c0_g1_i1	LOC100485703	Chr03	Auto	12772077	12772077	TRINITY_DN126223_c0_g1_i1	1883	1666.83	FC1	female	3.065489343	meanmale
TRINITY_DN126307_c1_g2_i2	neil1	Chr03	Auto	85535870	85535870	TRINITY_DN126307_c1_g2_i2	2397	2180.83	FC1	female	2.872659298	meanmale
TRINITY_DN126363_c6_g1_i1	tmem60	Chr03	Auto	68783257	68783257	TRINITY_DN126363_c6_g1_i1	985	768.886	FC1	female	4.710829043	meanmale
TRINITY_DN126534_c3_g1_i1	LOC100492548-like	Chr03	Auto	46437528	46437528	TRINITY_DN126534_c3_g1_i1	3059	2842.83	FC1	female	0.356621254	meanmale
TRINITY_DN126676_c0_g1_i1	tmed1	Chr03	Auto	128049225	128049225	TRINITY_DN126676_c0_g1_i1	1512	1295.83	FC1	female	1.502325501	meanmale
TRINITY_DN126775_c0_g2_i4	spdl1	Chr03	Auto	23664410	23664410	TRINITY_DN126775_c0_g2_i4	2416	2199.83	FC1	female	3.298652227	meanmale
TRINITY_DN126820_c0_g1_i3	aass	Chr03	Auto	60287990	60287990	TRINITY_DN126820_c0_g1_i3	5200	4983.83	FC1	female	3.831675078	meanmale
TRINITY_DN126907_c4_g3_i1	nudt4	Chr03	Auto	46649268	46649268	TRINITY_DN126907_c4_g3_i1	985	768.886	FC1	female	1.946602455	meanmale
TRINITY_DN127185_c2_g2_i3	cnot2	Chr03	Auto	49930698	49930698	TRINITY_DN127185_c2_g2_i3	3188	2971.83	FC1	female	4.665550736	meanmale
TRINITY_DN127187_c0_g1_i1	golga7	Chr03	Auto	107238501	107238501	TRINITY_DN127187_c0_g1_i1	1647	1430.83	FC1	female	5.257669054	meanmale
TRINITY_DN127225_c3_g5_i1	abhd17c	Chr03	Auto	98907568	98907568	TRINITY_DN127225_c3_g5_i1	2430	2213.83	FC1	female	4.0065318	meanmale
TRINITY_DN127412_c4_g1_i2	idh2	Chr03	Auto	98523052	98523052	TRINITY_DN127412_c4_g1_i2	1825	1608.83	FC1	female	7.10508118	meanmale
TRINITY_DN127566_c5_g1_i1	c12orf5	Chr03	Auto	2661117	2661117	TRINITY_DN127566_c5_g1_i1	2522	2305.83	FC1	female	3.267926204	meanmale
TRINITY_DN127625_c1_g1_i3	cdk17	Chr03	Auto	40986997	40986997	TRINITY_DN127625_c1_g1_i3	2153	1936.83	FC1	female	3.113229686	meanmale
TRINITY_DN127631_c0_g1_i3	sec11a	Chr03	Auto	81021235	81021235	TRINITY_DN127631_c0_g1_i3	1057	840.835	FC1	female	4.719358647	meanmale
TRINITY_DN127691_c3_g2_i2	hbp1	Chr03	Auto	67013562	67013562	TRINITY_DN127691_c3_g2_i2	2519	2302.83	FC1	female	4.104489273	meanmale
TRINITY_DN127814_c1_g1_i1	mrpl46	Chr03	Auto	100346149	100346149	TRINITY_DN127814_c1_g1_i1	961	744.911	FC1	female	5.709528057	meanmale
TRINITY_DN127864_c2_g4_i4	LOC100496796	Chr03	Auto	84726137	84726137	TRINITY_DN127864_c2_g4_i4	2278	2061.83	FC1	female	0.374506727	meanmale
TRINITY_DN128105_c2_g6_i1	LOC100488616	Chr03	Auto	124659745	124659745	TRINITY_DN128105_c2_g6_i1	2824	2607.83	FC1	female	1.536391524	meanmale
TRINITY_DN128113_c3_g3_i1	tspan17	Chr03	Auto	37787713	37787713	TRINITY_DN128113_c3_g3_i1	2015	1798.83	FC1	female	3.400877808	meanmale
TRINITY_DN128285_c6_g3_i4	snupn	Chr03	Auto	83698654	83698654	TRINITY_DN128285_c6_g3_i4	2016	1799.83	FC1	female	5.75212272	meanmale
