gid	gname	chr	logCPM	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN127412_c4_g1_i2	NA	NA	9.069608996	-1.716072992	1.716072992	2.78E-09	1.94E-08	0.08588821	G27_mean	female	0.0297	0.039	1.3161	gonad
TRINITY_DN127422_c1_g2_i2	NA	NA	3.794244865	-2.027490714	2.027490714	0.000000183	0.000000957	0.595322882	Ovary_mean	female	0.2329	0.3482	1.4948	gonad
TRINITY_DN127457_c0_g2_i2	ppat	Chr01	5.608388613	-1.087742453	1.087742453	0.001682307	0.004192757	0.532081214	Ovary_mean	female	0.0775	0.1284	1.6572	gonad
TRINITY_DN127458_c0_g6_i1	NA	NA	5.5489203	-1.191480866	1.191480866	0.00000839	0.000033	0.471729184	Ovary_mean	female	0.0775	0.1448	1.8674	gonad
TRINITY_DN127481_c0_g1_i3	tmem30c	Chr02	2.995265009	-5.008295645	5.008295645	1.29E-17	2.48E-16	0.689771115	Ovary_mean	female	0.1394	0.1881	1.3488	gonad
TRINITY_DN127485_c0_g1_i3	NA	NA	6.934677146	-6.451523949	6.451523949	1.05E-24	3.74E-23	0.546265639	Ovary_mean	female	0.0943	0.16	1.6965	gonad
TRINITY_DN127491_c0_g1_i1	LOC100485697	Chr08	5.746829497	-2.735016966	2.735016966	1.23E-19	2.84E-18	0.744610603	Ovary_mean	female	0.1424	0.2066	1.4507	gonad
TRINITY_DN127522_c0_g1_i1	NA	NA	5.43425713	-3.071810662	3.071810662	2.39E-22	6.96E-21	0.486239092	Ovary_mean	female	0.0651	0.116	1.7813	gonad
TRINITY_DN127532_c0_g1_i2	NA	NA	2.450263533	-4.564746729	4.564746729	3.12E-16	5.27E-15	0.762019678	Ovary_mean	female	0.1107	0.1449	1.3091	gonad
TRINITY_DN127534_c6_g1_i3	NA	NA	5.358023936	-1.080689653	1.080689653	0.0000205	0.0000755	0.403732264	Ovary_mean	female	0.0425	0.0463	1.0883	gonad
TRINITY_DN127572_c4_g1_i1	NA	NA	5.206544879	-2.306146178	2.306146178	9.89E-14	1.26E-12	0.509972339	Ovary_mean	female	0.0774	0.1104	1.4253	gonad
TRINITY_DN127576_c0_g1_i5	NA	NA	4.496686627	-1.893072077	1.893072077	1.85E-09	1.32E-08	0.735558697	Ovary_mean	female	0.0727	0.0956	1.315	gonad
TRINITY_DN127605_c4_g3_i1	sord	Chr03	8.075921755	-1.851488118	1.851488118	0.017040181	0.033080327	0.822274131	Ovary_mean	female	0.2732	0.4091	1.4975	gonad
TRINITY_DN127611_c0_g3_i1	NA	NA	6.154088675	-1.789253356	1.789253356	2.76E-12	2.91E-11	0.367104297	Ovary_mean	female	0.1319	0.1895	1.436	gonad
TRINITY_DN127618_c5_g1_i1	NA	NA	2.572296433	-3.813603885	3.813603885	0.000000013	8.11E-08	0.542987692	G23_mean	female	0.0446	0.0663	1.4873	gonad
TRINITY_DN127619_c2_g2_i2	NA	NA	3.697856793	-1.393129632	1.393129632	0.000289257	0.000849804	0.481971934	Ovary_mean	female	0.0794	0.1007	1.2684	gonad
TRINITY_DN127625_c1_g1_i3	bdh2-like	Chr01	5.432166556	-1.851296004	1.851296004	2.86E-08	0.00000017	0.586457779	Ovary_mean	female	0.007	0.0083	1.1727	gonad
TRINITY_DN127630_c3_g2_i2	NA	NA	8.83185914	-1.955826825	1.955826825	4.10E-11	3.72E-10	0.418181336	Ovary_mean	female	0.1476	0.2522	1.7087	gonad
TRINITY_DN127631_c0_g1_i3	NA	NA	5.867647781	-1.678292644	1.678292644	2.06E-09	1.47E-08	0.474113472	Ovary_mean	female	0.0052	0.0078	1.4934	gonad
TRINITY_DN127636_c7_g1_i1	NA	NA	6.26717352	-1.44298723	1.44298723	0.000000359	0.00000179	0.248593567	G23_mean	female	0.0864	0.1452	1.6799	gonad
TRINITY_DN127663_c0_g1_i1	NA	NA	0.4852223	-2.5462496	2.5462496	0.0000776	0.000255826	0.559625057	G27_mean	female	0.1188	0.1839	1.5484	gonad
TRINITY_DN127666_c1_g1_i1	NA	NA	6.511325429	-2.336667026	2.336667026	5.45E-20	1.30E-18	0.513499052	Ovary_mean	female	0.0567	0.0898	1.5838	gonad
TRINITY_DN127667_c0_g2_i1	pafah1b1	Chr02	5.383475832	-3.402220039	3.402220039	8.64E-22	2.39E-20	0.673750104	Ovary_mean	female	0.132	0.1899	1.4385	gonad
TRINITY_DN127675_c0_g1_i2	Xetrov90001375m	Chr01	4.1473898	-3.228924262	3.228924262	1.50E-15	2.32E-14	0.566670281	Liver_mean	female	0.0934	0.1408	1.508	gonad
TRINITY_DN127706_c0_g1_i2	NA	NA	4.937026277	-4.604573483	4.604573483	1.50E-27	6.42E-26	0.534533007	Ovary_mean	female	0.047	0.0874	1.8584	gonad
TRINITY_DN127707_c0_g1_i1	NA	NA	5.754559901	-1.314061429	1.314061429	0.00000199	0.00000875	0.256818933	Ovary_mean	female	0.0376	0.0566	1.5045	gonad
TRINITY_DN127727_c1_g2_i3	NA	NA	4.904095247	-1.327437838	1.327437838	0.001909425	0.00468989	0.615620121	Ovary_mean	female	0.0576	0.103	1.7882	gonad
TRINITY_DN127730_c0_g8_i2	NA	NA	1.095202717	-3.931472027	3.931472027	0.000000017	0.000000104	0.868836481	G31_mean	female	0.1964	0.3679	1.8733	gonad
TRINITY_DN127749_c2_g2_i1	NA	NA	6.835685483	-1.033486881	1.033486881	0.0000522	0.000178052	0.452360611	Ovary_mean	female	0.0655	0.1251	1.9099	gonad
TRINITY_DN127766_c6_g1_i1	NA	NA	3.554370955	-2.31828109	2.31828109	9.35E-08	0.000000513	0.485682782	Ovary_mean	female	0.049	0.0767	1.5665	gonad
TRINITY_DN127780_c0_g1_i1	NA	NA	3.453465124	-3.632571906	3.632571906	0.000000196	0.00000102	0.675876901	Ovary_mean	female	0.0886	0.117	1.3202	gonad
TRINITY_DN127805_c6_g1_i1	NA	NA	7.513925289	-2.140833972	2.140833972	6.28E-19	1.35E-17	0.24370516	Ovary_mean	female	0.2292	0.3769	1.6446	gonad
TRINITY_DN127806_c0_g1_i2	lrrd1	Chr06	6.979158323	-1.220342474	1.220342474	7.18E-08	0.000000401	0.359576399	Ovary_mean	female	0.0192	0.0293	1.525	gonad
TRINITY_DN127836_c0_g2_i2	NA	NA	6.617615015	-1.052277896	1.052277896	0.000392573	0.001119819	0.488279648	Ovary_mean	female	0.034	0.0421	1.2389	gonad
TRINITY_DN127848_c6_g1_i1	NA	NA	6.441885458	-2.01927356	2.01927356	3.49E-13	4.16E-12	0.387293914	Ovary_mean	female	0.0964	0.1064	1.1028	gonad
TRINITY_DN127864_c2_g4_i4	NA	NA	3.170441754	-2.328551929	2.328551929	0.000363187	0.001043759	0.702411059	G46_F_mean	female	0.1753	0.3272	1.8663	gonad
TRINITY_DN127874_c6_g4_i6	NA	NA	3.46933337	-4.225375678	4.225375678	3.12E-11	2.88E-10	0.614924023	Brain_mean	female	0.0311	0.0486	1.5637	gonad
TRINITY_DN127876_c3_g2_i2	NA	NA	5.025956395	-2.20746183	2.20746183	2.48E-15	3.75E-14	0.469071706	Ovary_mean	female	0.0466	0.0613	1.3154	gonad
TRINITY_DN127922_c6_g3_i1	LOC101731806	Chr04	6.132701233	-1.616040101	1.616040101	0.00000308	0.0000131	0.417168925	Ovary_mean	female	0.1852	0.3448	1.8618	gonad
TRINITY_DN127929_c1_g1_i2	NA	NA	7.309054816	-5.694857004	5.694857004	7.63E-63	1.39E-60	0.571023925	Ovary_mean	female	0.143	0.2425	1.6955	gonad
TRINITY_DN127932_c0_g1_i2	spdef	Chr02	6.654402139	-1.868787531	1.868787531	4.32E-14	5.71E-13	0.401084797	Ovary_mean	female	0.0537	0.0811	1.5118	gonad
TRINITY_DN127934_c2_g4_i1	NA	NA	5.775880307	-1.067092812	1.067092812	0.0000347	0.000122448	0.395032277	Ovary_mean	female	0.1337	0.1964	1.4693	gonad
TRINITY_DN127936_c5_g1_i2	NA	NA	3.183153892	-1.375384729	1.375384729	0.001866456	0.004600376	0.647533807	Ovary_mean	female	0.2193	0.2557	1.1659	gonad
TRINITY_DN127937_c0_g1_i4	NA	NA	3.668689846	-1.853663055	1.853663055	0.000000169	0.000000891	0.571255661	Ovary_mean	female	0.2681	0.4545	1.6953	gonad
TRINITY_DN127949_c1_g1_i8	NA	NA	6.906125235	-1.631966225	1.631966225	4.00E-12	4.13E-11	0.201921597	Ovary_mean	female	0.0833	0.0878	1.0546	gonad
TRINITY_DN127950_c0_g1_i2	ppp6c	Chr08	6.320692265	-1.509389222	1.509389222	1.39E-09	1.02E-08	0.394178747	Ovary_mean	female	0.1836	0.2678	1.4584	gonad
TRINITY_DN127961_c1_g13_i1	NA	NA	0.123993971	-5.299304134	5.299304134	5.73E-10	4.42E-09	0.817491799	Brain_mean	female	0.0382	0.0744	1.9479	gonad
TRINITY_DN128003_c1_g1_i4	Xetrov90009718m	Chr03	5.337795286	-1.594596879	1.594596879	0.000000404	0.000002	0.516724058	Ovary_mean	female	0.104	0.1732	1.6651	gonad
TRINITY_DN128016_c3_g2_i5	zbtb11	Chr02	4.301196906	-3.240464126	3.240464126	2.04E-17	3.85E-16	0.521270564	Ovary_mean	female	0.0478	0.0644	1.346	gonad
TRINITY_DN128018_c0_g1_i1	ubl7	Chr03	6.30040206	-3.009642978	3.009642978	7.19E-23	2.18E-21	0.51304537	Ovary_mean	female	0.0811	0.1043	1.2864	gonad
TRINITY_DN128018_c0_g5_i1	NA	NA	7.897883035	-2.319120151	2.319120151	3.30E-23	1.03E-21	0.410663099	Ovary_mean	female	0.1688	0.2597	1.5384	gonad
TRINITY_DN128032_c3_g1_i2	NA	NA	5.187510735	-1.601481702	1.601481702	4.94E-08	0.000000283	0.453569319	Ovary_mean	female	0.0675	0.1288	1.9078	gonad
TRINITY_DN128032_c4_g1_i3	NA	NA	4.34403006	-1.711811164	1.711811164	0.000000144	0.000000767	0.359511184	Ovary_mean	female	0.0423	0.0797	1.8844	gonad
TRINITY_DN128038_c2_g1_i1	NA	NA	3.794821423	-1.29895146	1.29895146	0.000125745	0.000398204	0.58651999	Brain_mean	female	0.069	0.0837	1.2137	gonad
TRINITY_DN128038_c3_g1_i6	NA	NA	8.208011687	-1.429922902	1.429922902	5.61E-10	4.33E-09	0.362747357	Ovary_mean	female	0.0895	0.1242	1.3879	gonad
TRINITY_DN128039_c1_g1_i1	LOC100495642-like	Chr08	3.802645163	-1.604688964	1.604688964	0.0000754	0.00024928	0.254099999	G23_mean	female	0.0864	0.1688	1.9541	gonad
TRINITY_DN128067_c1_g4_i1	NA	NA	3.582759718	-1.068055607	1.068055607	0.006743309	0.014559197	0.237879393	Ovary_mean	female	0.0858	0.1488	1.7334	gonad
TRINITY_DN128074_c1_g1_i2	LOC100489386-like	scaffold_332	4.769599396	-1.203706758	1.203706758	0.0000661	0.000221216	0.378833268	Ovary_mean	female	0.0423	0.0689	1.6294	gonad
TRINITY_DN128099_c4_g2_i2	NA	NA	4.431369716	-2.107826368	2.107826368	1.50E-10	1.26E-09	0.711309352	Ovary_mean	female	0.1	0.158	1.5798	gonad
TRINITY_DN128113_c3_g3_i1	rab27b	Chr01	5.129459076	-1.183229516	1.183229516	0.000407794	0.001158962	0.510374515	Ovary_mean	female	0.0197	0.0173	0.8787	gonad
TRINITY_DN128115_c1_g1_i1	NA	NA	5.950200733	-1.590095998	1.590095998	9.33E-08	0.000000511	0.402746606	Ovary_mean	female	0.0967	0.1225	1.2669	gonad
TRINITY_DN128117_c3_g1_i1	NA	NA	5.883678214	-1.066709711	1.066709711	0.010588274	0.021717563	0.473455953	Ovary_mean	female	0.0739	0.073	0.988	gonad
TRINITY_DN128135_c2_g5_i1	NA	NA	6.52731101	-1.024055123	1.024055123	0.0000218	0.0000799	0.408357691	Ovary_mean	female	0.047	0.0482	1.0266	gonad
TRINITY_DN128146_c0_g1_i3	NA	NA	2.692866197	-3.480612096	3.480612096	4.37E-11	3.95E-10	0.251071784	G43_F_mean	female	0.0666	0.0888	1.3318	gonad
TRINITY_DN128161_c4_g1_i1	NA	NA	6.728927234	-1.388607573	1.388607573	0.00000473	0.0000194	0.282633759	Ovary_mean	female	0.0692	0.0851	1.231	gonad
TRINITY_DN128170_c5_g6_i1	stard10	scaffold_598	1.390540797	-2.140595087	2.140595087	0.00000606	0.0000244	0.236696424	G46_M_mean	female	0.1958	0.2509	1.2814	gonad
TRINITY_DN128175_c8_g1_i1	NA	NA	0.060929372	-5.788209734	5.788209734	1.15E-13	1.45E-12	0.910097284	Brain_mean	female	0.0368	0.0331	0.898	gonad
TRINITY_DN128177_c0_g2_i1	snx19	Chr07	1.863765867	-4.537346471	4.537346471	3.57E-15	5.29E-14	0.740052704	Brain_mean	female	0.106	0.1405	1.3255	gonad
TRINITY_DN128179_c6_g4_i1	NA	NA	7.513977105	-2.824875119	2.824875119	1.07E-32	5.96E-31	0.363642605	Ovary_mean	female	0.0456	0.0622	1.3649	gonad
TRINITY_DN128181_c1_g2_i2	NA	NA	2.916646846	-1.379526475	1.379526475	0.001803892	0.004460302	0.648778126	Ovary_mean	female	0.0904	0.1624	1.796	gonad
TRINITY_DN128182_c0_g2_i4	gle1-like	Chr08	3.452309875	-2.191343748	2.191343748	0.000000635	0.00000306	0.60671081	Ovary_mean	female	0.1506	0.2485	1.6498	gonad
TRINITY_DN128197_c8_g4_i5	NA	NA	7.802407207	-1.57678561	1.57678561	5.13E-09	3.42E-08	0.327047838	Brain_mean	female	0.9067	0.5589	0.6164	gonad
TRINITY_DN128211_c2_g3_i1	NA	NA	5.41657575	-1.425106604	1.425106604	0.000000467	0.00000229	0.242474914	Ovary_mean	female	0.0908	0.1281	1.4103	gonad
TRINITY_DN128224_c1_g1_i2	NA	NA	6.624748585	-1.98963611	1.98963611	1.99E-11	1.89E-10	0.315394347	Ovary_mean	female	0.0917	0.1565	1.7075	gonad
TRINITY_DN128225_c1_g1_i1	NA	NA	4.870945749	-3.894118819	3.894118819	2.53E-29	1.22E-27	0.745987904	Ovary_mean	female	0.0114	0.0109	0.9524	gonad
TRINITY_DN128236_c0_g2_i1	NA	NA	2.927772456	-3.462274554	3.462274554	2.75E-15	4.14E-14	0.651402596	Brain_mean	female	0.0788	0.0948	1.2029	gonad
TRINITY_DN128247_c5_g9_i3	NA	NA	7.968248745	-2.588179054	2.588179054	4.89E-24	1.67E-22	0.45550341	Ovary_mean	female	0.1751	0.2781	1.5883	gonad
TRINITY_DN128248_c0_g1_i6	NA	NA	6.248316066	-1.406839779	1.406839779	0.000000636	0.00000306	0.276830207	Ovary_mean	female	0.037	0.0453	1.2271	gonad
TRINITY_DN128259_c0_g1_i1	NA	NA	5.782645103	-3.19503737	3.19503737	1.92E-25	7.25E-24	0.708799919	Ovary_mean	female	0.1485	0.2303	1.5511	gonad
TRINITY_DN128268_c2_g2_i1	ckap4	Chr03	4.57686141	-1.358979829	1.358979829	0.0000357	0.000125673	0.613903401	Ovary_mean	female	0.0128	0.0179	1.4028	gonad
TRINITY_DN128274_c4_g1_i4	NA	NA	5.87002309	-1.667353158	1.667353158	1.02E-09	7.65E-09	0.506283457	Ovary_mean	female	0.0976	0.1359	1.3925	gonad
TRINITY_DN128276_c0_g1_i2	NA	NA	3.788955152	-1.694587284	1.694587284	0.001033943	0.002697554	0.584486166	Ovary_mean	female	0.0297	0.0452	1.5245	gonad
TRINITY_DN128282_c6_g2_i1	NA	NA	4.542004387	-2.367500111	2.367500111	1.95E-10	1.60E-09	0.656215739	Ovary_mean	female	0.0719	0.1069	1.4862	gonad
TRINITY_DN128285_c6_g3_i4	NA	NA	7.456462104	-1.167508387	1.167508387	0.0000177	0.0000659	0.453501049	Ovary_mean	female	0.0505	0.0889	1.76	gonad
TRINITY_DN128313_c7_g1_i2	NA	NA	3.888133817	-2.621323144	2.621323144	1.02E-12	1.14E-11	0.754685847	Ovary_mean	female	0.1104	0.1744	1.5794	gonad
TRINITY_DN128322_c0_g6_i10	NA	NA	3.481896953	-1.885307024	1.885307024	0.00000218	0.00000951	0.692304099	Ovary_mean	female	0.1315	0.2149	1.6339	gonad
TRINITY_DN128344_c4_g2_i1	NA	NA	5.721871859	-1.282936993	1.282936993	0.00000132	0.00000601	0.202496064	Ovary_mean	female	0.0197	0.0146	0.7407	gonad
TRINITY_DN128356_c6_g1_i1	NA	NA	1.736980736	-2.277806953	2.277806953	0.00965039	0.019995664	0.67623024	Brain_mean	female	0.0581	0.0768	1.3215	gonad
TRINITY_DN128356_c8_g1_i2	NA	NA	8.574635873	-1.690298641	1.690298641	4.13E-11	3.74E-10	0.130758342	G46_F_mean	female	0.0561	0.0731	1.3046	gonad
TRINITY_DN128365_c2_g2_i1	mpst	Chr04	4.268868972	-1.270309415	1.270309415	0.0000748	0.000247514	0.393234943	Ovary_mean	female	0.0704	0.0864	1.2272	gonad
TRINITY_DN128388_c1_g4_i2	Xetrov90026436m	scaffold_148	7.147728861	-1.072456383	1.072456383	0.000125299	0.000397021	0.238515579	Ovary_mean	female	0.0882	0.0741	0.8405	gonad
TRINITY_DN128390_c3_g1_i1	jmy	Chr01	5.617063034	-1.537935667	1.537935667	8.67E-08	0.000000478	0.4581437	Ovary_mean	female	0.1535	0.2467	1.6074	gonad
TRINITY_DN128399_c2_g5_i1	NA	NA	4.704510802	-1.288537519	1.288537519	0.000136702	0.000429587	0.468722752	Ovary_mean	female	0.0654	0.1006	1.5394	gonad
TRINITY_DN128408_c3_g7_i3	NA	NA	8.05458749	-1.417342539	1.417342539	0.000000003	2.08E-08	0.40569598	Ovary_mean	female	0.1106	0.1981	1.7915	gonad
TRINITY_DN128424_c0_g2_i1	gpr84	Chr02	3.944641825	-10.58915469	10.58915469	1.28E-32	7.11E-31	0.93526182	Ovary_mean	female	0.2205	0.3113	1.4114	gonad
TRINITY_DN128427_c0_g2_i2	NA	NA	5.733659408	-5.085309784	5.085309784	1.96E-41	1.67E-39	0.619739555	Ovary_mean	female	0.07	0.1127	1.6099	gonad
TRINITY_DN128428_c0_g3_i2	NA	NA	4.326741337	-3.467971387	3.467971387	5.95E-19	1.28E-17	0.680459585	Ovary_mean	female	0.2434	0.3636	1.4938	gonad
TRINITY_DN128429_c0_g1_i1	NA	NA	5.708884096	-1.880273693	1.880273693	2.40E-12	2.55E-11	0.577292123	Ovary_mean	female	0.0417	0.0776	1.8587	gonad
TRINITY_DN128450_c0_g1_i7	ugp2	Chr05	3.718983544	-1.24416821	1.24416821	0.001030036	0.002687673	0.61852448	Ovary_mean	female	0.0621	0.0782	1.2584	gonad
TRINITY_DN128534_c0_g1_i3	NA	NA	5.980733074	-1.372056743	1.372056743	3.02E-08	0.000000179	0.365708991	Ovary_mean	female	0.0445	0.0672	1.5099	gonad
TRINITY_DN128544_c0_g2_i1	NA	NA	6.477974202	-1.603194625	1.603194625	4.11E-11	3.73E-10	0.457463419	Ovary_mean	female	0.0277	0.0501	1.8092	gonad
TRINITY_DN128560_c0_g1_i1	mphosph10	Chr03	6.104956692	-4.896992053	4.896992053	8.88E-57	1.35E-54	0.571830762	Ovary_mean	female	0.1552	0.2573	1.6574	gonad
TRINITY_DN128586_c0_g2_i1	NA	NA	6.451772246	-1.593027722	1.593027722	1.44E-11	1.40E-10	0.260386174	Ovary_mean	female	0.0765	0.1155	1.5094	gonad
TRINITY_DN128619_c4_g2_i1	NA	NA	4.299914087	-1.272694882	1.272694882	0.0000607	0.000204565	0.548110642	Ovary_mean	female	0.117	0.2289	1.9552	gonad
TRINITY_DN128627_c3_g3_i1	NA	NA	6.239248567	-1.452415034	1.452415034	2.75E-08	0.000000164	0.411563316	Ovary_mean	female	0.0197	0.0303	1.5403	gonad
TRINITY_DN128631_c3_g1_i2	NA	NA	4.834728082	-1.109162303	1.109162303	0.000101712	0.000328506	0.459699759	Ovary_mean	female	0.0667	0.0976	1.4645	gonad
TRINITY_DN128639_c1_g2_i3	ecd	Chr07	5.219625205	-1.789782817	1.789782817	1.35E-09	9.92E-09	0.464980043	Ovary_mean	female	0.0832	0.1594	1.9164	gonad
TRINITY_DN128641_c0_g2_i1	NA	NA	8.339327526	-1.065693358	1.065693358	0.000777562	0.002079645	0.080106887	G46_F_mean	female	0.0373	0.0566	1.5153	gonad
TRINITY_DN128642_c2_g2_i1	NA	NA	3.71611489	-2.403626471	2.403626471	0.0000489	0.000167582	0.363304811	G27_mean	female	0.0642	0.0998	1.5549	gonad
TRINITY_DN128652_c2_g1_i3	NA	NA	7.169669092	-1.413534523	1.413534523	0.00000209	0.00000914	0.443836448	Ovary_mean	female	0.006	0.0089	1.4652	gonad
TRINITY_DN128653_c3_g1_i1	NA	NA	0.396826096	-2.028248388	2.028248388	0.000512346	0.001426274	0.401747829	G43_M_mean	female	0.0739	0.0914	1.2357	gonad
TRINITY_DN128682_c0_g1_i1	NA	NA	6.696002041	-2.356617332	2.356617332	9.51E-20	2.22E-18	0.351360375	Ovary_mean	female	0.0896	0.1417	1.5821	gonad
TRINITY_DN128684_c3_g2_i2	NA	NA	5.938224562	-2.835322081	2.835322081	9.93E-22	2.74E-20	0.571785268	Ovary_mean	female	0.0613	0.1065	1.7357	gonad
TRINITY_DN128696_c0_g1_i2	NA	NA	6.202954079	-1.187303655	1.187303655	0.000104417	0.00033628	0.324261199	Ovary_mean	female	0.0561	0.0673	1.2	gonad
TRINITY_DN128703_c7_g2_i2	mex3c	Chr01	5.703930304	-1.739969689	1.739969689	0.00000204	0.00000894	0.443615144	Ovary_mean	female	0.045	0.09	1.9992	gonad
TRINITY_DN128706_c0_g1_i1	alg10	Chr03	4.224766115	-2.334195907	2.334195907	2.94E-11	2.72E-10	0.513754409	Ovary_mean	female	0.0905	0.1346	1.4878	gonad
TRINITY_DN128722_c0_g1_i2	NA	NA	5.539175227	-1.6266737	1.6266737	0.000000108	0.000000584	0.478822562	Ovary_mean	female	0.0482	0.0665	1.3787	gonad
TRINITY_DN128734_c3_g2_i3	nt5c2	Chr07	5.250151103	-1.04879178	1.04879178	0.0000955	0.000309707	0.179133613	Ovary_mean	female	0.0763	0.1153	1.5104	gonad
TRINITY_DN128741_c0_g4_i1	NA	NA	6.021346733	-1.236085047	1.236085047	0.000000854	0.00000402	0.329035993	Ovary_mean	female	0.1038	0.1437	1.385	gonad
TRINITY_DN128754_c2_g1_i1	NA	NA	0.745980657	-2.337495551	2.337495551	0.00000282	0.000012	0.829747286	Brain_mean	female	0.0414	0.0641	1.5486	gonad
TRINITY_DN128755_c0_g2_i5	NA	NA	5.33014003	-2.627732029	2.627732029	4.96E-18	9.97E-17	0.493311125	Ovary_mean	female	0.0682	0.1326	1.9432	gonad
TRINITY_DN128755_c0_g3_i1	NA	NA	4.777175535	-1.04212295	1.04212295	0.00154868	0.003887207	0.519808196	Ovary_mean	female	0.0193	0.0279	1.444	gonad
TRINITY_DN128761_c2_g4_i2	NA	NA	5.66760241	-1.48994891	1.48994891	0.000000284	0.00000144	0.513911888	Ovary_mean	female	0.0538	0.0745	1.384	gonad
TRINITY_DN128788_c1_g1_i2	NA	NA	5.114222273	-3.586776152	3.586776152	3.37E-19	7.40E-18	0.411230395	Ovary_mean	female	0.0288	0.033	1.1468	gonad
TRINITY_DN128790_c6_g6_i5	NA	NA	7.166039007	-1.06696886	1.06696886	0.000100601	0.000325199	0.371422168	Ovary_mean	female	0.0538	0.0573	1.0649	gonad
TRINITY_DN128822_c3_g1_i1	NA	NA	1.882415412	-1.545094047	1.545094047	0.012496737	0.025129368	0.682129422	Brain_mean	female	0.0487	0.0214	0.4395	gonad
TRINITY_DN128838_c0_g1_i1	NA	NA	3.064461412	-2.376440602	2.376440602	2.03E-08	0.000000123	0.792592626	Ovary_mean	female	0.0985	0.1463	1.4859	gonad
TRINITY_DN128839_c0_g4_i2	NA	NA	8.577912547	-1.169887455	1.169887455	0.000150274	0.000468451	0.196215589	Ovary_mean	female	0.1408	0.1812	1.2863	gonad
TRINITY_DN128858_c0_g1_i1	cdc25a	Chr06	7.202352033	-2.669506188	2.669506188	1.89E-22	5.55E-21	0.494844724	Ovary_mean	female	0.0452	0.0675	1.494	gonad
TRINITY_DN128878_c1_g1_i2	NA	NA	5.162588705	-2.012634231	2.012634231	3.31E-12	3.46E-11	0.504625836	Ovary_mean	female	0.0816	0.1564	1.9164	gonad
TRINITY_DN128880_c4_g1_i2	NA	NA	5.182957523	-1.121995458	1.121995458	0.000354012	0.001020641	0.41961078	Ovary_mean	female	0.1042	0.2052	1.9698	gonad
TRINITY_DN128884_c2_g3_i2	LOC101733250	scaffold_1446	3.932066543	-1.088161139	1.088161139	0.006798934	0.014662457	0.349479656	Ovary_mean	female	0.1052	0.1474	1.4014	gonad
TRINITY_DN128899_c4_g1_i2	NA	NA	6.323892456	-2.458979761	2.458979761	8.28E-21	2.11E-19	0.519157489	Ovary_mean	female	0.0489	0.0879	1.7958	gonad
TRINITY_DN128902_c5_g1_i1	NA	NA	3.628822401	-1.938832649	1.938832649	0.00000174	0.00000775	0.445303634	Ovary_mean	female	0.077	0.1458	1.8929	gonad
TRINITY_DN128924_c2_g2_i4	NA	NA	1.954664387	-2.524304203	2.524304203	4.51E-08	0.00000026	0.329970983	G43_M_mean	female	0.3534	0.4643	1.3136	gonad
TRINITY_DN128949_c1_g1_i3	NA	NA	3.025909353	-1.59226315	1.59226315	0.0000835	0.000273468	0.411022654	Ovary_mean	female	0.0556	0.1097	1.9721	gonad
TRINITY_DN128960_c2_g2_i7	NA	NA	4.326996473	-5.695604477	5.695604477	5.37E-20	1.28E-18	0.539655695	Brain_mean	female	0.0432	0.0515	1.192	gonad
TRINITY_DN128972_c3_g1_i2	pafah1b2-like	Chr07	5.211128112	-2.200058749	2.200058749	1.26E-13	1.58E-12	0.601645944	Ovary_mean	female	0.0249	0.046	1.8476	gonad
TRINITY_DN128975_c2_g1_i4	NA	NA	7.274285508	-1.499468384	1.499468384	1.11E-11	1.09E-10	0.281974716	Ovary_mean	female	0.0452	0.0579	1.2816	gonad
TRINITY_DN129001_c0_g2_i2	NA	NA	4.656566131	-2.926575036	2.926575036	6.84E-14	8.84E-13	0.754112856	Ovary_mean	female	0.0379	0.0509	1.3439	gonad
TRINITY_DN129005_c2_g2_i2	dcaf7	Chr10	6.31107259	-2.672155183	2.672155183	9.95E-27	4.09E-25	0.584075001	Ovary_mean	female	0.0393	0.0489	1.2439	gonad
TRINITY_DN129018_c0_g1_i1	NA	NA	2.56247387	-1.758396419	1.758396419	0.006501357	0.014093457	0.403063054	Ovary_mean	female	0.1037	0.1969	1.899	gonad
TRINITY_DN129027_c1_g2_i4	NA	NA	7.282865589	-1.909961466	1.909961466	6.16E-15	8.93E-14	0.440014669	Ovary_mean	female	0.079	0.1339	1.6945	gonad
TRINITY_DN129032_c7_g7_i5	NA	NA	3.929868007	-1.084375852	1.084375852	0.004686517	0.010504909	0.488909533	Ovary_mean	female	0.1446	0.1785	1.234	gonad
TRINITY_DN129069_c0_g2_i1	NA	NA	6.02620072	-3.35979678	3.35979678	3.64E-31	1.90E-29	0.567886946	Ovary_mean	female	0.0674	0.1084	1.6078	gonad
TRINITY_DN129088_c5_g5_i2	NA	NA	4.434233711	-1.26256999	1.26256999	0.00025942	0.000770454	0.452325514	Ovary_mean	female	0.0414	0.0773	1.869	gonad
TRINITY_DN129091_c2_g1_i4	NA	NA	5.918893647	-1.414584015	1.414584015	6.68E-08	0.000000374	0.367427271	Ovary_mean	female	0.0952	0.1318	1.3848	gonad
TRINITY_DN129105_c1_g1_i2	NA	NA	3.929513866	-1.751584422	1.751584422	0.000570611	0.001573632	0.682335896	Ovary_mean	female	0.0575	0.0603	1.0485	gonad
