gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	tau	tissue	bias
TRINITY_DN129739_c2_g1_i1	NA	NA	NA	NA	5.555611763	1.559069071	1.38E-06	6.27E-06	0.379532807	Testis_mean	male
TRINITY_DN129739_c4_g1_i1	NA	NA	NA	NA	3.719245103	1.790859266	1.33E-06	6.04E-06	0.214271295	Testis_mean	male
TRINITY_DN129744_c0_g1_i2	NA	NA	NA	NA	4.828106256	1.642836024	6.20E-05	0.000208421	0.410329275	Testis_mean	male
TRINITY_DN129744_c0_g2_i2	NA	NA	NA	NA	0.633255323	1.907239321	0.007628264	0.016261327	0.272189304	G27_mean	male
TRINITY_DN129745_c0_g2_i1	loxl4	Chr07	26389328	26389328	5.579727509	1.678333683	1.23E-08	7.73E-08	0.385218213	Liver_mean	male
TRINITY_DN129750_c0_g2_i10	NA	NA	NA	NA	0.397763971	2.846845536	3.44E-06	1.45E-05	0.406902837	Testis_mean	male
TRINITY_DN129752_c4_g12_i2	NA	NA	NA	NA	7.097633312	1.520231442	5.48E-09	3.63E-08	0.221577827	Testis_mean	male
TRINITY_DN129754_c1_g2_i2	NA	NA	NA	NA	3.258584125	3.703683613	2.19E-15	3.34E-14	0.379638864	Testis_mean	male
TRINITY_DN129755_c4_g2_i2	kcng3-like.1	Chr05	13219503	13219503	0.810786155	1.383547544	0.006147496	0.01338941	0.722134771	Brain_mean	male
TRINITY_DN129759_c0_g1_i1	lpgat1	Chr05	11023046	11023046	1.55192132	2.096445396	0.00057123	0.001574973	0.810136525	Brain_mean	male
TRINITY_DN129773_c0_g1_i1	NA	NA	NA	NA	5.362917069	2.760643273	8.30E-17	1.49E-15	0.349998322	Testis_mean	male
TRINITY_DN129774_c0_g2_i2	NA	NA	NA	NA	6.828431042	1.019408329	0.000259901	0.000771593	0.279827122	Testis_mean	male
TRINITY_DN129781_c1_g1_i1	NA	NA	NA	NA	6.594880413	1.867265903	6.49E-05	0.000217658	0.352932912	G43_M_mean	male
TRINITY_DN129782_c2_g1_i1	NA	NA	NA	NA	0.701344268	2.124936814	0.000137471	0.000431646	0.290706596	G43_F_mean	male
TRINITY_DN129796_c6_g2_i2	rpap2	Chr04	94357528	94357528	0.509313391	2.430039958	1.44E-05	5.44E-05	0.207464265	G46_M_mean	male
TRINITY_DN129797_c0_g1_i1	NA	NA	NA	NA	5.629918519	1.640621131	3.05E-07	1.54E-06	0.107661194	G43_F_mean	male
TRINITY_DN129802_c0_g12_i1	NA	NA	NA	NA	1.493626395	5.210781111	2.80E-08	1.67E-07	0.731283947	Testis_mean	male
TRINITY_DN129802_c0_g16_i1	NA	NA	NA	NA	3.109495339	5.675169628	1.89E-12	2.04E-11	0.867421629	Testis_mean	male
TRINITY_DN129802_c0_g17_i1	Xetrov90030184m	scaffold_73	87259	87259	2.809052032	5.872350619	6.10E-14	7.93E-13	0.822379159	Testis_mean	male
TRINITY_DN129802_c0_g2_i2	NA	NA	NA	NA	6.131990851	4.925434992	1.64E-22	4.85E-21	0.493893425	Testis_mean	male
TRINITY_DN129802_c0_g3_i1	cds1	Chr01	92574911	92574911	1.367614584	4.453914658	2.71E-05	9.77E-05	0.925098379	Testis_mean	male
TRINITY_DN129802_c0_g8_i1	tmem74	Chr06	116287654	116287654	1.738537484	1.145054738	0.021770849	0.040983841	0.288935425	Testis_mean	male
TRINITY_DN129803_c2_g2_i1	NA	NA	NA	NA	0.510274153	3.150998472	1.53E-06	6.87E-06	0.620116467	Brain_mean	male
TRINITY_DN129804_c0_g1_i8	NA	NA	NA	NA	6.905884011	2.797515782	1.43E-28	6.52E-27	0.184699546	Testis_mean	male
TRINITY_DN129804_c0_g4_i1	NA	NA	NA	NA	0.316732625	1.820545423	0.000484357	0.00135656	0.434004795	Testis_mean	male
TRINITY_DN129806_c3_g1_i1	NA	NA	NA	NA	2.236600172	2.671470857	1.09E-06	5.04E-06	0.299945363	Testis_mean	male
TRINITY_DN129806_c7_g1_i1	NA	NA	NA	NA	2.457847415	2.963060376	4.71E-10	3.68E-09	0.49568002	Brain_mean	male
TRINITY_DN129806_c7_g2_i1	fut11	Chr01	187755585	187755585	0.592636684	1.616003555	0.015959487	0.031245859	0.404520956	Brain_mean	male
TRINITY_DN129808_c6_g1_i1	NA	NA	NA	NA	3.834527628	1.489053284	0.000256185	0.000761622	0.235112171	G43_F_mean	male
TRINITY_DN129817_c4_g7_i4	NA	NA	NA	NA	2.299150382	1.144862925	0.0159339	0.03120118	0.394958117	Liver_mean	male
TRINITY_DN129819_c2_g1_i2	NA	NA	NA	NA	4.000900361	1.072986033	0.001871359	0.004610447	0.252653351	G43_M_mean	male
TRINITY_DN129823_c2_g1_i1	cst7	Chr05	49502668	49502668	3.029100719	1.319826987	0.011962565	0.02419106	0.405805569	G23_mean	male
TRINITY_DN129826_c0_g1_i4	dld-like	Chr03	66459979	66459979	5.786702281	1.328136576	6.55E-05	0.000219445	0.252277046	G23_mean	male
TRINITY_DN129826_c2_g1_i1	NA	NA	NA	NA	0.87315811	1.2255593	0.009517147	0.019754057	0.390439698	Brain_mean	male
TRINITY_DN129827_c1_g2_i1	NA	NA	NA	NA	3.675677924	1.005054382	0.004258595	0.009646943	0.430164159	Brain_mean	male
TRINITY_DN129827_c5_g2_i1	nxf1	Chr04	41229906	41229906	4.174675679	1.292682411	0.006990464	0.015025235	0.298658793	G46_M_mean	male
TRINITY_DN129841_c1_g1_i2	NA	NA	NA	NA	1.800614059	2.971554146	1.46E-05	5.50E-05	0.646015422	Brain_mean	male
TRINITY_DN129847_c0_g1_i5	NA	NA	NA	NA	5.787215608	1.051569377	0.000569311	0.001570513	0.333557782	Testis_mean	male
TRINITY_DN129856_c1_g1_i6	NA	NA	NA	NA	3.271797069	1.540862855	0.003617965	0.00834915	0.398875285	Testis_mean	male
TRINITY_DN129857_c4_g5_i4	NA	NA	NA	NA	4.218042907	2.145668705	2.55E-08	1.53E-07	0.509715066	Brain_mean	male
TRINITY_DN129858_c0_g3_i1	NA	NA	NA	NA	10.94604173	1.808018348	1.36E-06	6.18E-06	0.073664513	Testis_mean	male
TRINITY_DN129859_c0_g13_i1	kmt2a	Chr07	85002433	85002433	5.265898165	5.681084848	3.84E-43	3.54E-41	0.284343537	G43_M_mean	male
TRINITY_DN129859_c0_g5_i1	NA	NA	NA	NA	4.270494362	4.194022032	1.99E-18	4.09E-17	0.244772352	G43_M_mean	male
TRINITY_DN129866_c1_g2_i2	NA	NA	NA	NA	1.507553239	2.208020202	0.000676661	0.001835233	0.407935591	Brain_mean	male
TRINITY_DN129866_c1_g3_i1	NA	NA	NA	NA	1.074448863	2.08422297	7.01E-05	0.000233529	0.300489147	Brain_mean	male
TRINITY_DN129867_c0_g4_i8	NA	NA	NA	NA	2.603315606	2.017605214	6.39E-06	2.57E-05	0.525708131	Brain_mean	male
TRINITY_DN129870_c1_g2_i3	NA	NA	NA	NA	0.15177829	2.470526997	2.42E-05	8.79E-05	0.492060417	G46_M_mean	male
TRINITY_DN129885_c0_g2_i14	NA	NA	NA	NA	4.90169567	6.011675656	1.76E-13	2.17E-12	0.476011495	Brain_mean	male
TRINITY_DN129888_c13_g3_i1	slc4a8	Chr02	139513088	139513088	3.975080267	1.601235295	0.000848901	0.002255736	0.317320299	Brain_mean	male
TRINITY_DN129889_c3_g1_i5	NA	NA	NA	NA	2.29491579	1.473771888	0.000739913	0.001989085	0.11303968	G27_mean	male
TRINITY_DN129891_c1_g2_i1	NA	NA	NA	NA	0.282168855	5.208563324	5.07E-14	6.64E-13	0.524784938	Testis_mean	male
TRINITY_DN129895_c0_g1_i1	NA	NA	NA	NA	4.362376411	1.089790233	0.026654976	0.048786001	0.327120149	G46_M_mean	male
TRINITY_DN129897_c9_g5_i1	NA	NA	NA	NA	4.232232834	1.843631869	0.01783168	0.034424328	0.371568843	Testis_mean	male
TRINITY_DN129903_c1_g3_i2	NA	NA	NA	NA	6.331089493	1.194368018	7.37E-05	0.000244221	0.453131211	Testis_mean	male
TRINITY_DN129910_c0_g1_i2	NA	NA	NA	NA	1.366594561	2.234923549	3.25E-05	0.000115318	0.375262629	Brain_mean	male
TRINITY_DN129917_c1_g4_i2	hps5	Chr01	176601537	176601537	2.342312241	1.571802367	0.000494513	0.001382087	0.149487999	G43_M_mean	male
TRINITY_DN129924_c11_g1_i1	Xetrov90017597m	Chr07	15546080	15546080	3.470044396	4.052143424	2.94E-12	3.09E-11	0.503728207	Brain_mean	male
TRINITY_DN129936_c0_g1_i5	NA	NA	NA	NA	2.740380379	1.755700715	1.79E-05	6.65E-05	0.231276626	Brain_mean	male
TRINITY_DN129936_c0_g2_i3	NA	NA	NA	NA	1.8919459	9.849626504	4.18E-21	1.09E-19	0.856629238	Brain_mean	male
TRINITY_DN129937_c0_g1_i1	NA	NA	NA	NA	5.485500753	3.929280914	2.70E-25	1.01E-23	0.476991248	Liver_mean	male
TRINITY_DN129937_c0_g3_i4	NA	NA	NA	NA	2.034918483	2.290438768	7.90E-06	3.12E-05	0.571792865	Liver_mean	male
TRINITY_DN129942_c0_g1_i1	NA	NA	NA	NA	0.850279537	1.629884433	0.00484333	0.010816227	0.327343447	G43_F_mean	male
TRINITY_DN129944_c2_g1_i1	NA	NA	NA	NA	3.795459373	2.732934433	1.97E-11	1.87E-10	0.47976615	Brain_mean	male
TRINITY_DN129948_c3_g4_i3	NA	NA	NA	NA	3.210595764	2.056884012	1.73E-05	6.45E-05	0.256574658	G43_M_mean	male
TRINITY_DN129953_c1_g1_i1	dctn4	Chr03	5764985	5764985	7.779004956	1.184072613	6.19E-06	2.49E-05	0.34725742	Testis_mean	male
TRINITY_DN129955_c4_g3_i2	NA	NA	NA	NA	1.544712896	1.481295808	0.000757343	0.002031053	0.506003121	Brain_mean	male
TRINITY_DN129957_c0_g1_i1	gpr156	scaffold_367	77310	77310	0.960752692	2.028585683	8.83E-05	0.000288274	0.53036183	Brain_mean	male
TRINITY_DN129960_c4_g1_i2	ccdc64b	Chr09	6894864	6894864	1.666968088	1.246667978	0.025753924	0.047375123	0.545946735	Testis_mean	male
TRINITY_DN129960_c5_g1_i4	NA	NA	NA	NA	1.716187857	1.810882672	0.0015658	0.003927993	0.462753603	Brain_mean	male
TRINITY_DN129964_c1_g4_i1	NA	NA	NA	NA	1.056604517	2.936781901	0.00105586	0.002750282	0.62629699	Liver_mean	male
TRINITY_DN129969_c6_g10_i4	NA	NA	NA	NA	1.428507564	1.284183021	0.00597324	0.013059046	0.440450634	G43_M_mean	male
TRINITY_DN129970_c1_g3_i1	Xetrov90025924m	scaffold_113	805368	805368	0.035338657	2.862475753	6.30E-06	2.53E-05	0.683907836	Brain_mean	male
TRINITY_DN129970_c1_g4_i1	NA	NA	NA	NA	1.92046488	3.557074734	2.65E-13	3.22E-12	0.672491663	Brain_mean	male
TRINITY_DN129971_c0_g2_i1	NA	NA	NA	NA	5.339645446	6.14912137	2.04E-53	2.75E-51	0.441871639	Testis_mean	male
TRINITY_DN129975_c0_g2_i2	NA	NA	NA	NA	4.398369254	2.956121659	3.02E-07	1.53E-06	0.417207722	Testis_mean	male
TRINITY_DN129979_c2_g1_i2	NA	NA	NA	NA	3.233344996	2.17935024	9.65E-07	4.51E-06	0.466908875	Testis_mean	male
TRINITY_DN129988_c0_g1_i3	NA	NA	NA	NA	1.935063041	3.021741139	9.51E-08	5.20E-07	0.490440746	Brain_mean	male
TRINITY_DN129989_c0_g1_i1	NA	NA	NA	NA	10.60505018	1.882605889	1.27E-06	5.81E-06	0.081277813	Testis_mean	male
TRINITY_DN129991_c2_g2_i1	NA	NA	NA	NA	1.511267758	4.735017117	3.33E-14	4.44E-13	0.360975243	Brain_mean	male
TRINITY_DN129993_c3_g1_i1	NA	NA	NA	NA	2.849923555	1.470067636	0.000977114	0.002560837	0.23862164	G43_M_mean	male
TRINITY_DN129994_c8_g2_i1	NA	NA	NA	NA	1.269040563	2.12092	0.000171173	0.000528199	0.50635835	Brain_mean	male
TRINITY_DN129995_c6_g4_i1	gne	Chr01	97909119	97909119	3.326633634	2.094548798	1.12E-07	6.07E-07	0.178980715	G43_M_mean	male
TRINITY_DN129998_c3_g3_i5	NA	NA	NA	NA	3.654828139	2.577910388	1.16E-05	4.45E-05	0.578692046	Testis_mean	male
TRINITY_DN130004_c0_g1_i1	NA	NA	NA	NA	3.620775552	2.846475576	1.27E-09	9.37E-09	0.239207635	Liver_mean	male
TRINITY_DN130021_c0_g5_i1	dpf1	Chr08	56227527	56227527	6.772114362	2.281167657	1.58E-10	1.31E-09	0.168365761	G43_M_mean	male
TRINITY_DN130021_c0_g6_i1	NA	NA	NA	NA	4.862933547	1.385709	0.004668513	0.01046935	0.184193863	G43_M_mean	male
TRINITY_DN130024_c2_g2_i1	NA	NA	NA	NA	1.674280112	2.588151186	4.51E-07	2.22E-06	0.723631292	Brain_mean	male
TRINITY_DN130027_c2_g1_i3	LOC101732300	Chr07	112855303	112855303	3.030950066	1.341731596	0.002999006	0.007042528	0.210127551	Brain_mean	male
TRINITY_DN130030_c4_g1_i1	NA	NA	NA	NA	2.897116289	3.532574387	3.87E-12	4.01E-11	0.321867899	Testis_mean	male
TRINITY_DN130035_c0_g1_i1	gfpt1	Chr03	111623642	111623642	7.202209652	1.01626631	1.62E-05	6.06E-05	0.450935795	Testis_mean	male
TRINITY_DN130036_c2_g2_i6	NA	NA	NA	NA	3.151390077	1.1816453	0.003678004	0.008472967	0.108132454	G43_F_mean	male
TRINITY_DN130037_c1_g9_i1	NA	NA	NA	NA	2.068505897	1.538161266	0.000187159	0.000573215	0.245069265	Brain_mean	male
TRINITY_DN130043_c0_g2_i4	NA	NA	NA	NA	1.155624571	1.853008373	0.000235159	0.000705196	0.473715746	Liver_mean	male
TRINITY_DN130046_c9_g10_i1	NA	NA	NA	NA	5.388881903	2.222033221	4.55E-11	4.10E-10	0.179294511	G43_M_mean	male
TRINITY_DN130050_c8_g5_i3	NA	NA	NA	NA	2.53050368	3.852948494	1.95E-11	1.86E-10	0.557105169	Brain_mean	male
TRINITY_DN130052_c0_g1_i5	NA	NA	NA	NA	2.626777228	1.727458999	0.001223878	0.003142578	0.359133561	Brain_mean	male
TRINITY_DN130053_c2_g1_i8	NA	NA	NA	NA	4.392224699	2.615022363	1.28E-08	8.03E-08	0.423717305	Brain_mean	male
TRINITY_DN130056_c0_g2_i1	NA	NA	NA	NA	1.634036948	4.853008018	1.60E-11	1.54E-10	0.851113681	Brain_mean	male
TRINITY_DN130058_c1_g1_i1	NA	NA	NA	NA	2.534861004	2.116942767	2.50E-06	1.08E-05	0.27540396	G43_M_mean	male
TRINITY_DN130059_c0_g1_i1	NA	NA	NA	NA	0.799302982	1.556679282	0.008655159	0.018171308	0.651541194	Brain_mean	male
TRINITY_DN130061_c1_g1_i2	NA	NA	NA	NA	2.228128656	4.013523276	5.91E-13	6.88E-12	0.800723801	Brain_mean	male
TRINITY_DN130063_c0_g1_i3	LOC100494322	Chr06	18209355	18209355	1.942975182	2.543867477	1.94E-08	1.18E-07	0.429493948	G23_mean	male
TRINITY_DN130064_c3_g1_i1	mmel1	Chr07	94518650	94518650	0.829338682	1.406989182	0.002248296	0.005435812	0.874876323	Brain_mean	male
TRINITY_DN130072_c0_g1_i1	NA	NA	NA	NA	4.040729787	2.566475593	4.08E-10	3.22E-09	0.24898069	G43_M_mean	male
TRINITY_DN130077_c0_g1_i1	acvr2a	Chr09	72087934	72087934	1.397780256	1.379505232	0.003672156	0.008461223	0.418293168	G46_M_mean	male
TRINITY_DN130078_c0_g1_i1	NA	NA	NA	NA	3.654940239	5.018042025	1.46E-13	1.81E-12	0.446244578	Testis_mean	male
TRINITY_DN130090_c8_g2_i1	NA	NA	NA	NA	0.246629398	1.254225496	0.02178097	0.040999472	0.380549325	Brain_mean	male
TRINITY_DN130091_c5_g1_i3	NA	NA	NA	NA	0.45045778	1.662601099	0.001935782	0.004746874	0.619652884	Brain_mean	male
TRINITY_DN130093_c1_g2_i1	NA	NA	NA	NA	1.316828919	5.366534576	1.82E-13	2.24E-12	0.420984457	G46_M_mean	male
TRINITY_DN130098_c0_g1_i16	NA	NA	NA	NA	4.170353872	1.328513208	0.000266344	0.000788234	0.588294907	Testis_mean	male
TRINITY_DN130105_c7_g4_i2	NA	NA	NA	NA	0.782148575	1.215657815	0.012449692	0.025052632	0.435993419	Brain_mean	male
TRINITY_DN130106_c0_g1_i4	chmp2b	Chr02	18650651	18650651	4.236479423	2.73091273	7.24E-08	4.04E-07	0.281141541	G23_mean	male
TRINITY_DN130107_c1_g3_i1	NA	NA	NA	NA	3.22084361	1.42308535	0.009008208	0.018825861	0.258899967	Testis_mean	male
TRINITY_DN130125_c1_g1_i1	NA	NA	NA	NA	1.465977195	3.22501348	1.27E-08	7.97E-08	0.668717207	Testis_mean	male
TRINITY_DN130136_c6_g1_i1	NA	NA	NA	NA	2.278371369	1.831416782	0.000233492	0.000700942	0.480895884	Testis_mean	male
TRINITY_DN130141_c2_g2_i1	NA	NA	NA	NA	1.608495891	1.478333134	0.003293026	0.007664363	0.313939527	Brain_mean	male
TRINITY_DN130148_c2_g1_i2	NA	NA	NA	NA	5.040996384	1.088694392	0.002788974	0.006601537	0.192040468	Testis_mean	male
TRINITY_DN130158_c5_g1_i3	map3k14	Chr10	6770711	6770711	2.176135089	2.040267176	2.30E-05	8.37E-05	0.511263726	Brain_mean	male
TRINITY_DN130163_c0_g2_i2	NA	NA	NA	NA	5.789084293	3.634133229	1.00E-32	5.60E-31	0.465627709	Brain_mean	male
TRINITY_DN130164_c2_g10_i1	NA	NA	NA	NA	1.248557596	1.485645473	0.005831326	0.012785958	0.5154672	Liver_mean	male
TRINITY_DN130170_c1_g2_i1	NA	NA	NA	NA	3.049296305	3.867151866	4.99E-15	7.29E-14	0.759458466	Testis_mean	male
TRINITY_DN130170_c2_g1_i1	NA	NA	NA	NA	2.936915578	1.058936124	0.017134725	0.033235268	0.343208051	Testis_mean	male
TRINITY_DN130171_c0_g1_i2	NA	NA	NA	NA	2.331441894	2.941829829	3.76E-09	2.57E-08	0.465591433	Testis_mean	male
TRINITY_DN130174_c0_g1_i1	NA	NA	NA	NA	1.163284149	1.645139298	0.012442341	0.025042307	0.799540226	Brain_mean	male
TRINITY_DN130175_c0_g1_i3	NA	NA	NA	NA	1.730449993	2.051841606	1.35E-05	5.12E-05	0.642297839	Brain_mean	male
TRINITY_DN130176_c5_g1_i2	NA	NA	NA	NA	2.099311113	3.184732715	1.59E-09	1.15E-08	0.639871357	Brain_mean	male
TRINITY_DN130180_c1_g1_i1	tfap2c	scaffold_113	203060	203060	0.850346408	3.533572632	1.12E-06	5.17E-06	0.594996504	Brain_mean	male
TRINITY_DN130180_c1_g2_i2	NA	NA	NA	NA	0.956629022	1.311094283	0.003382281	0.007854274	0.489387886	G23_mean	male
TRINITY_DN130180_c1_g3_i3	NA	NA	NA	NA	0.326346702	1.784488874	0.001065833	0.002773697	0.644909393	Brain_mean	male
TRINITY_DN130180_c1_g4_i1	ampd1	Chr02	67073270	67073270	0.890824406	4.403331938	6.22E-08	3.51E-07	0.744918765	Brain_mean	male
TRINITY_DN130180_c1_g6_i1	NA	NA	NA	NA	4.167594465	1.46955998	5.23E-05	0.000178365	0.182148021	Brain_mean	male
TRINITY_DN130180_c1_g7_i9	rnf130	Chr03	5242375	5242375	1.591210657	2.993276202	1.16E-07	6.26E-07	0.578610577	Brain_mean	male
TRINITY_DN130182_c1_g1_i1	NA	NA	NA	NA	3.450353927	2.774575229	3.40E-11	3.13E-10	0.5102178	Brain_mean	male
TRINITY_DN130198_c5_g1_i3	NA	NA	NA	NA	2.49397338	2.030865327	4.94E-06	2.02E-05	0.435926649	Brain_mean	male
TRINITY_DN130200_c0_g1_i2	NA	NA	NA	NA	1.23207219	2.659079243	1.18E-05	4.51E-05	0.447584335	G43_M_mean	male
TRINITY_DN130203_c0_g1_i1	NA	NA	NA	NA	3.27150501	2.583086045	6.94E-10	5.31E-09	0.321395796	G23_mean	male
TRINITY_DN130203_c1_g2_i1	NA	NA	NA	NA	2.398447464	3.478001002	1.57E-11	1.52E-10	0.510499344	Brain_mean	male
TRINITY_DN130203_c1_g4_i1	LOC100489320	scaffold_319	7580	7580	1.183618407	2.254398277	0.013682449	0.027227312	0.792982526	Brain_mean	male
TRINITY_DN130208_c5_g2_i3	NA	NA	NA	NA	2.324740506	2.057947449	0.000957375	0.002514363	0.277008636	G23_mean	male
TRINITY_DN130214_c0_g2_i2	NA	NA	NA	NA	1.399186083	4.432967337	6.84E-12	6.88E-11	0.644577109	Brain_mean	male
TRINITY_DN130214_c0_g3_i1	morc3	Chr02	8905751	8905751	0.146115665	4.097502941	4.50E-09	3.03E-08	0.624585985	Brain_mean	male
TRINITY_DN130218_c0_g1_i2	NA	NA	NA	NA	1.375531856	1.171153237	0.007878277	0.016734199	0.258385702	G43_M_mean	male
TRINITY_DN130220_c0_g1_i2	NA	NA	NA	NA	7.066537464	1.379185841	2.61E-07	1.34E-06	0.131137977	G23_mean	male
TRINITY_DN130220_c0_g2_i2	asah1	Chr01	33488227	33488227	7.295869667	1.335976497	2.90E-06	1.24E-05	0.113686934	G23_mean	male
TRINITY_DN130224_c3_g3_i1	NA	NA	NA	NA	3.665656551	1.335527106	0.012935391	0.02593055	0.208724003	Testis_mean	male
TRINITY_DN130228_c1_g2_i1	naga	Chr09	31895589	31895589	1.437007152	2.068420912	8.46E-05	0.000277007	0.316101385	Brain_mean	male
TRINITY_DN130229_c0_g1_i1	NA	NA	NA	NA	2.27728592	1.776942925	0.008341203	0.017588973	0.760909615	Brain_mean	male
TRINITY_DN130230_c1_g7_i7	NA	NA	NA	NA	5.005443015	1.150486309	0.002813816	0.006650951	0.393877051	Brain_mean	male
TRINITY_DN130232_c0_g1_i1	NA	NA	NA	NA	6.325588092	1.284294198	4.45E-06	1.84E-05	0.372501407	Testis_mean	male
TRINITY_DN130233_c0_g1_i1	insm1	Chr05	24666230	24666230	4.867920726	2.60329002	8.14E-13	9.28E-12	0.392169972	Brain_mean	male
TRINITY_DN130236_c1_g1_i4	txnl1	Chr01	189343310	189343310	3.411121797	3.773298839	4.69E-14	6.16E-13	0.434833488	Brain_mean	male
TRINITY_DN130239_c0_g1_i7	NA	NA	NA	NA	-0.007197723	4.390776812	2.42E-08	1.46E-07	0.373489649	G43_M_mean	male
TRINITY_DN130241_c0_g2_i1	NA	NA	NA	NA	0.828279341	2.580447535	1.79E-05	6.65E-05	0.589611198	G43_M_mean	male
TRINITY_DN130243_c1_g2_i2	NA	NA	NA	NA	0.612863723	1.891846413	0.001186814	0.003056802	0.365436851	G43_M_mean	male
TRINITY_DN130247_c4_g4_i2	trappc6a	Chr08	50308189	50308189	3.365465412	2.271203159	2.87E-06	1.23E-05	0.413113461	Testis_mean	male
TRINITY_DN130250_c2_g1_i1	NA	NA	NA	NA	2.851583982	1.592156019	0.000339087	0.0009815	0.37887848	G43_M_mean	male
TRINITY_DN130259_c2_g1_i1	NA	NA	NA	NA	3.519887582	1.684935655	5.54E-05	0.000188267	0.329691465	Brain_mean	male
TRINITY_DN130261_c0_g2_i7	NA	NA	NA	NA	0.563911092	5.024418019	1.58E-12	1.73E-11	0.648353015	Brain_mean	male
TRINITY_DN130262_c0_g1_i1	NA	NA	NA	NA	3.076664031	1.859561037	0.007388124	0.01579868	0.411206427	G43_M_mean	male
TRINITY_DN130263_c5_g1_i4	NA	NA	NA	NA	0.795162761	3.141321028	0.000216701	0.000655155	0.256050724	G43_M_mean	male
TRINITY_DN130263_c6_g1_i9	NA	NA	NA	NA	0.76385661	1.52062692	0.001872995	0.00461347	0.446611402	Brain_mean	male
TRINITY_DN130268_c0_g1_i1	NA	NA	NA	NA	1.733649564	9.697368352	7.98E-14	1.02E-12	0.71035696	G27_mean	male
TRINITY_DN130270_c9_g3_i4	NA	NA	NA	NA	0.191572431	2.846731994	2.18E-05	7.98E-05	0.291348206	G43_M_mean	male
TRINITY_DN130274_c2_g6_i1	NA	NA	NA	NA	4.232247713	2.814376872	0.00106727	0.002776677	0.36566804	Testis_mean	male
TRINITY_DN130279_c3_g1_i1	LOC100492224-like	Chr06	104782354	104782354	4.629318348	1.982913789	2.43E-08	1.46E-07	0.32314511	Liver_mean	male
TRINITY_DN130282_c1_g2_i1	rnaseh2c	Chr04	37683520	37683520	2.064207347	2.972304863	3.80E-09	2.59E-08	0.380691253	G23_mean	male
TRINITY_DN130292_c0_g2_i5	NA	NA	NA	NA	10.49005695	1.444142246	9.96E-05	0.000322191	0.073813353	G23_mean	male
TRINITY_DN130294_c0_g2_i6	NA	NA	NA	NA	4.445414844	2.102848075	2.82E-10	2.27E-09	0.38805682	Brain_mean	male
TRINITY_DN130295_c0_g1_i2	rhoh	Chr01	27214303	27214303	4.441551624	1.624528932	1.37E-05	5.19E-05	0.31919511	Testis_mean	male
TRINITY_DN130296_c2_g1_i3	NA	NA	NA	NA	3.53604622	1.540079841	0.000610874	0.0016731	0.847177891	Testis_mean	male
TRINITY_DN130304_c0_g1_i4	NA	NA	NA	NA	5.248341578	3.143234056	2.09E-23	6.67E-22	0.199178049	G46_M_mean	male
TRINITY_DN130304_c0_g2_i2	LOC100495756-like	Chr01	83427263	83427263	0.812782865	2.643133807	5.96E-05	0.000201174	0.596837989	Testis_mean	male
TRINITY_DN130307_c0_g1_i1	NA	NA	NA	NA	10.29306627	1.905612528	2.01E-06	8.83E-06	0.089936758	Testis_mean	male
TRINITY_DN130312_c0_g1_i2	NA	NA	NA	NA	0.277916512	1.750163116	0.000294077	0.000862953	0.517087356	Brain_mean	male
TRINITY_DN130315_c2_g13_i1	NA	NA	NA	NA	2.387068235	4.54423535	3.78E-12	3.92E-11	0.727153796	Brain_mean	male
TRINITY_DN130316_c7_g1_i1	NA	NA	NA	NA	0.19326463	1.954186313	0.003040664	0.007131652	0.301103037	G43_M_mean	male
TRINITY_DN130321_c2_g2_i4	NA	NA	NA	NA	2.067785776	2.347399959	1.91E-07	9.97E-07	0.47188643	G27_mean	male
TRINITY_DN130323_c2_g1_i2	Xetrov90023355m	Chr09	15916486	15916486	0.89549147	3.481460852	3.43E-08	2.01E-07	0.775082543	Brain_mean	male
TRINITY_DN130323_c3_g1_i1	NA	NA	NA	NA	1.894953832	1.648911555	0.009620119	0.019940268	0.788689891	Brain_mean	male
TRINITY_DN130326_c1_g3_i1	NA	NA	NA	NA	0.241230629	1.808605373	0.003186912	0.007437338	0.716830808	Brain_mean	male
TRINITY_DN130326_c2_g2_i1	NA	NA	NA	NA	1.342340879	4.261966141	3.69E-13	4.40E-12	0.505109745	Brain_mean	male
TRINITY_DN130327_c2_g4_i1	NA	NA	NA	NA	1.055837341	2.596333091	3.55E-07	1.77E-06	0.214012281	G43_M_mean	male
TRINITY_DN130331_c1_g1_i2	pigv-like	Chr02	51959792	51959792	1.148627475	2.600331897	0.000374636	0.001074197	0.881971008	Brain_mean	male
TRINITY_DN130341_c0_g1_i3	NA	NA	NA	NA	3.096578723	2.39786005	1.51E-06	6.78E-06	0.306320029	G43_M_mean	male
TRINITY_DN130342_c0_g2_i11	NA	NA	NA	NA	1.226029359	2.861928548	7.75E-06	3.07E-05	0.527921393	Brain_mean	male
TRINITY_DN130351_c0_g1_i2	LOC549488	Chr06	110633018	110633018	6.68593433	1.337376251	5.03E-08	2.88E-07	0.181342005	Brain_mean	male
TRINITY_DN130354_c0_g1_i2	NA	NA	NA	NA	1.983185758	3.478816722	9.59E-10	7.20E-09	0.628453098	Brain_mean	male
TRINITY_DN130355_c6_g1_i2	lppr1	Chr01	104821461	104821461	1.386018846	3.366327524	2.71E-09	1.89E-08	0.231168003	G31_mean	male
