"gid"	"gname"	"chr"	"start"	"end"	"logCPM"	"logFC.M46.SR46"	"PV.M46.SR46"	"FDR.M46.SR46"	"Am2_463"	"Am4_461"	"Am5_461"	"Am6_462"	"ratio"
"6456"	"TRINITY_DN122771_c1_g1_i1"	"slc25a48"	"Chr03"	16141952	16141952	2.11864553657211	-0.0228796079571211	0.965882074334301	0.999996699921271	2.24642999817451	1.69949331296733	2.13521845761022	2.32492201789245	0.992246857343567
"6458"	"TRINITY_DN122772_c1_g1_i2"	"bcdin3d"	"Chr02"	145408946	145408946	3.56723454191254	0.314985176746214	0.472302235287735	0.999996699921271	3.68874222762941	3.78401390762756	3.32687902328099	3.4238765567023	1.04369629554097
"6467"	"TRINITY_DN122785_c0_g1_i1"	"fem1b"	"Chr03"	116484220	116484220	2.74655952488459	0.126049002201457	0.801523786929289	0.999996699921271	3.14586544217928	2.47810564299095	2.6518081711822	2.63575050199662	1.01606843915188
"6472"	"TRINITY_DN122790_c4_g2_i1"	"Xetrov90022201m"	"Chr08"	108543498	108543498	3.66651725811172	0.634487331979032	0.140882980500329	0.999996699921271	3.81527566614683	3.84183846838082	3.1708322153022	3.7446904417132	1.09218548891279
"6476"	"TRINITY_DN122793_c0_g2_i2"	"dnai2"	"Chr10"	25041060	25041060	0.233098033805047	-0.227145811503758	0.759561532667281	0.999996699921271	0.017595551159279	-0.169948118687189	0.386139615651349	0.557665167794736	0.93796773526866
"6477"	"TRINITY_DN122798_c0_g1_i4"	"npas3"	"Chr08"	93291689	93291689	2.07341426001294	0.676884887052559	0.21612479242132	0.999996699921271	2.44079780544432	1.98259975269559	1.55234015266507	2.20047514194102	1.1257645816648
"6487"	"TRINITY_DN122809_c1_g1_i1"	"slc24a1-like"	"Chr03"	117451370	117451370	4.55076409870757	0.18382041310377	0.644637473072084	0.999996699921271	4.43743440757486	4.65437782806789	4.41168868236599	4.67815391948491	1.02208760777242
"6493"	"TRINITY_DN122815_c2_g6_i1"	"trappc12"	"Chr05"	131189153	131189153	0.336562118223018	0.602671313292146	0.456309413382196	0.999996699921271	1.13377699484819	0.0907436711361997	-0.0864095602578761	-0.0254443175025464	1.13599900578318
"6494"	"TRINITY_DN122815_c3_g1_i4"	"ropn1l"	"Chr06"	39011994	39011994	11.2847657443717	-0.0372309688630717	0.938549300137255	0.999996699921271	11.5383104668609	10.9520646807374	11.3125958015598	11.2766084827143	0.996197594448514
"6497"	"TRINITY_DN122821_c0_g1_i2"	"LOC101734295"	"Chr09"	54163500	54163500	1.10926546851408	0.177814943034367	0.784495491286441	0.999996699921271	0.814617030735873	1.49843588150539	0.978619406058717	1.02611996874167	1.02897792553179
"6501"	"TRINITY_DN122829_c0_g4_i1"	"trappc6a"	"Chr08"	50308189	50308189	2.97860316392989	-0.0632073781745057	0.888309958842068	0.999996699921271	2.84225333420319	3.05010751423914	3.02553703958033	2.98348559507034	0.989991166828674
"6503"	"TRINITY_DN122832_c0_g1_i1"	"Sep-05"	"Chr01"	145941070	145941070	3.87878220704074	-0.331633437564403	0.509976590049182	0.999996699921271	3.98359093007622	4.19790253212332	4.11836951594695	2.86920983802488	0.944106292248418
"6517"	"TRINITY_DN122852_c0_g1_i1"	"mark1-like"	"Chr05"	6738822	6738822	3.82365647218479	-0.272249675741156	0.498016467315922	0.999996699921271	3.75006418673932	3.7121942066479	4.02146639363648	3.788581058915	0.964699264088175
"6526"	"TRINITY_DN122863_c3_g1_i1"	"tgfb1"	"Chr08"	58110641	58110641	2.19570160513765	0.125901030536081	0.80616467026099	0.999996699921271	2.35567941684411	2.27270038010103	2.10214859980769	2.03806375692736	1.02082285947448
"6532"	"TRINITY_DN122868_c1_g1_i4"	"f2rl1-like"	"Chr01"	164954524	164954524	6.81735543996709	0.126963053799649	0.787944552302835	0.999996699921271	6.93901008908069	6.86524097169554	6.7211778920925	6.73263624164396	1.01198733576913
"6534"	"TRINITY_DN122871_c1_g2_i1"	"MGC89906"	"Chr02"	146917196	146917196	0.492891845747215	-0.409180826933074	0.541448917944409	0.999996699921271	0.470459911960734	0.183120227243571	0.769859685490071	0.48191675533414	0.911668135713725
"6542"	"TRINITY_DN122886_c0_g1_i1"	"ankar"	"Chr09"	39213552	39213552	0.742940022950351	0.0382740794098176	0.956707499336807	0.999996699921271	0.184848610779158	0.538256560556805	0.712582783053062	1.2708136227827	0.989037286651732
"6546"	"TRINITY_DN122888_c0_g2_i6"	"efna5"	"Chr01"	136673272	136673272	0.25057604333749	1.51857747098713	0.0938037855956024	0.999996699921271	0.533826890607224	1.03616375829785	-0.87924560478165	-0.402290259369285	1.45604676033277
"6552"	"TRINITY_DN122892_c0_g1_i1"	"Xetrov90010951m"	"Chr04"	36003417	36003417	0.310584907347003	1.61394810004529	0.0970615330390638	0.999996699921271	1.21334812978837	-0.805925945562735	-0.87924560478165	0.763621505590109	1.45644742421968
"6553"	"TRINITY_DN122894_c0_g2_i1"	"prkaca"	"Chr03"	123844129	123844129	0.735079587584191	-0.321413178239089	0.62781321970979	0.999996699921271	0.103644451427006	0.879324689941761	0.95411767678064	0.795260471040044	0.921692794450511
"6557"	"TRINITY_DN122898_c0_g1_i1"	"lmo4.1"	"Chr04"	96287951	96287951	5.48198824655337	0.369713577471763	0.397835361229939	0.999996699921271	5.42020086532984	5.41197436078375	5.19697720823593	5.82515209617664	1.04013069268751
"6558"	"TRINITY_DN122900_c0_g1_i1"	"kit"	"Chr01"	30989876	30989876	3.7497029015651	3.70780302523922	5.11846209551615e-07	0.000237610384834072	3.11511869637654	4.80552427082719	0.492052906128024	3.97280101790749	1.83617250113785
"6562"	"TRINITY_DN122909_c4_g1_i3"	"nox1"	"Chr08"	17490037	17490037	0.662360403097053	-0.233779275638418	0.721740550751419	0.999996699921271	0.814617030735873	0.429310560998688	0.824949185546513	0.557665167794736	0.94996986614037
"6567"	"TRINITY_DN122912_c3_g2_i1"	"dnali1"	"Chr02"	58958061	58958061	3.51371906319345	0.186210243335495	0.673267969637988	0.999996699921271	3.2904765315834	3.81682490976647	3.37381796845619	3.51220221722307	1.02360023599262
"6574"	"TRINITY_DN122930_c0_g3_i10"	"kiaa0226-like"	"Chr05"	109048885	109048885	2.05041200227933	-0.364771853791209	0.482399785135557	0.999996699921271	1.5864516644943	2.20820961685924	2.3095168482001	1.97038304584454	0.935038443461061
"6579"	"TRINITY_DN122933_c4_g1_i1"	"vps37d"	"Chr02"	37241008	37241008	5.75200878045614	0.189888654758267	0.652052103523116	0.999996699921271	5.71834388611045	5.88825536597896	5.60764144061355	5.77941331082771	1.0202512848622
"6581"	"TRINITY_DN122934_c0_g3_i1"	"uqcc2"	"Chr05"	49176538	49176538	4.38529393029226	-0.0779154664822954	0.843076170125645	0.999996699921271	4.44569560959847	4.29683917715478	4.44284082928626	4.35096630833145	0.99033257894103
"6584"	"TRINITY_DN122939_c1_g1_i1"	"ap3s1"	"Chr01"	163300087	163300087	2.91927209781834	0.137367432689522	0.778510199544358	0.999996699921271	2.50545204373808	3.2232684823526	2.81716981874063	3.02410840861751	1.01550503972931
"6586"	"TRINITY_DN122940_c0_g4_i1"	"LOC101733204"	"Chr03"	79379822	79379822	1.33334172673849	0.176915691728534	0.774404592785771	0.999996699921271	1.04955964714868	1.63553767553927	1.20315244963437	1.35814339408185	1.02972830266494
"6599"	"TRINITY_DN122959_c0_g1_i3"	"LOC100487782"	"Chr01"	90567902	90567902	2.73996211197202	-0.551424427111131	0.263459713879286	0.999996699921271	2.20809436599737	3.00019217062823	3.12766405835431	2.39886812789733	0.912800091102011
"6605"	"TRINITY_DN122964_c0_g1_i2"	"nufip2"	"Chr02"	25447958	25447958	3.54336423028171	-0.0383315451799725	0.932581287992126	0.999996699921271	3.37941122888522	3.24486241847271	3.57200436488208	3.89096955747715	0.990747143045117
"6606"	"TRINITY_DN122965_c0_g2_i3"	"rpp25"	"Chr03"	84272969	84272969	3.4023339228431	-0.250141919356151	0.550397940968908	0.999996699921271	3.3267109053316	3.23949416001993	3.58403080941685	3.43396183010323	0.965403627724757
"6613"	"TRINITY_DN122976_c0_g2_i2"	"slc37a4"	"Chr07"	85134461	85134461	3.2983204357488	-0.825032935490802	0.0480183250692654	0.999996699921271	3.18586760100233	2.82489718299274	3.86269418193749	3.10207560504369	0.890331504142186
"6621"	"TRINITY_DN122987_c5_g3_i1"	"b3galt4"	"Chr08"	51010210	51010210	2.35282415723179	-0.353724585104555	0.482003201900917	0.999996699921271	1.95385566252761	2.240815323444	2.60536118549333	2.5079144526407	0.940765773793077
"6631"	"TRINITY_DN122997_c0_g1_i2"	"iqce"	"Chr09"	25835316	25835316	3.93140743130851	0.327645298359794	0.4277972150926	0.999996699921271	4.0822673419747	4.02459887583714	3.68053384745003	3.90915806360366	1.0442441997552
"6634"	"TRINITY_DN123001_c0_g1_i3"	"slc35e4-like"	"Chr01"	157860181	157860181	2.84980332137671	-0.0805812372778683	0.859475705874482	0.999996699921271	2.75187057236335	2.96158860166934	2.90926724783424	2.76120819408551	0.987157019426162
"6636"	"TRINITY_DN123005_c4_g1_i1"	"nop16"	"Chr03"	36009520	36009520	0.370299964228882	-0.060128631219323	0.939120465991123	0.999996699921271	1.00553264945817	-0.488369406443253	0.422314901114535	0.27307393605208	0.961082186371403
"6639"	"TRINITY_DN123006_c2_g6_i1"	"rnf220.1"	"Chr04"	83101287	83101287	4.44701437904376	-0.0723331715962368	0.859106245931935	0.999996699921271	4.22348918152567	4.66242359903041	4.50108430364742	4.36157244833916	0.989554274169815
"6642"	"TRINITY_DN123010_c0_g2_i1"	"dtl"	"Chr05"	10944941	10944941	1.02016504123307	0.0566294786854181	0.929099056263614	0.999996699921271	0.762661645306556	1.15497948755003	0.978619406058717	1.12902860771093	1.0079617438691
"6660"	"TRINITY_DN123030_c1_g1_i2"	"chst2"	"Chr05"	116625886	116625886	0.355760194462605	0.678297086858054	0.358998800845821	0.999996699921271	0.334710582069217	0.671793338878594	-0.138156558565863	0.442496951606235	1.17633696115204
"6662"	"TRINITY_DN123031_c0_g1_i1"	"slc26a11"	"Chr10"	19275367	19275367	5.53958833040109	-0.309522469439651	0.456370469640435	0.999996699921271	5.55421854181713	5.27962108445472	5.76470362619749	5.51896722391399	0.966710435076357
"6668"	"TRINITY_DN123038_c0_g1_i1"	"mrpl39"	"Chr02"	14525117	14525117	0.262413563737894	0.486680218555957	0.515031088578049	0.999996699921271	0.261724612501391	0.538256560556805	-0.0864095602578761	0.27307393605208	1.12424648287592
"6672"	"TRINITY_DN123044_c0_g1_i2"	"dfnb31-like"	"Chr08"	11904809	11904809	3.78572019735259	-0.121771327209583	0.768538427296233	0.999996699921271	3.61007095740997	3.7654578862765	3.87579828186361	3.87254881215656	0.983223130281665
"6677"	"TRINITY_DN123049_c0_g4_i3"	"tex10"	"Chr06"	70090727	70090727	2.6183268375762	-0.510050600833216	0.283271082475162	0.999996699921271	2.30208858719714	2.37416489071271	2.97771831208214	2.70401590174481	0.922025473161431
"6682"	"TRINITY_DN123054_c2_g1_i2"	"fhl5"	"Chr05"	85109842	85109842	0.19900952374436	-0.0884182256796756	0.913159588034532	0.999996699921271	0.864766218645921	-0.638427950674084	0.271830418505768	0.0287976934106882	0.952502721177501
"6686"	"TRINITY_DN123056_c8_g3_i2"	"taok3"	"Chr01"	156808132	156808132	1.49890225483141	-0.00545229870720406	0.99271888713688	0.999996699921271	1.32503601312441	1.84797982294174	1.50251997354025	1.22508290180309	0.992933291395934
"6687"	"TRINITY_DN123059_c0_g3_i4"	"pde6c"	"Chr07"	27765851	27765851	8.10196769656522	-0.387545924920895	0.430917760003644	0.999996699921271	8.21956072346772	7.73342920207169	8.38232727235264	7.99116531444642	0.966707559508879
"6692"	"TRINITY_DN123064_c2_g7_i1"	"cd97"	"Chr03"	124227397	124227397	2.63952992168694	-0.0653747492733568	0.917240386940878	0.999996699921271	3.3267109053316	2.51411957421757	2.68940343502123	1.51838392071489	0.962783047993462
"6696"	"TRINITY_DN123065_c0_g4_i1"	"mpc1"	"Chr05"	58910263	58910263	5.00708300497655	-0.163492195176782	0.729765350888984	0.999996699921271	5.08419754812833	4.2334423419137	5.12746094516087	5.356145870531	0.973123081779571
"6706"	"TRINITY_DN123083_c7_g1_i1"	"LOC100490929-like.2"	"Chr03"	121486111	121486111	2.3223601257486	-0.110331879939072	0.824687949432894	0.999996699921271	2.1486104974469	2.27270038010103	2.40299876796839	2.43948136275052	0.980858584484655
"6707"	"TRINITY_DN123084_c6_g1_i1"	"Xetrov90014833m"	"Chr05"	121779612	121779612	3.01241735193667	0.0719552803254525	0.884190822610961	0.999996699921271	2.62666788116861	3.45862077312513	2.95936960673554	2.86175790377268	1.00347114202072
"6709"	"TRINITY_DN123085_c0_g1_i1"	"plcxd3"	"Chr01"	182748621	182748621	4.29008790209337	0.197265005379561	0.624326049723541	0.999996699921271	4.43743440757486	4.40149209601398	4.14025453434686	4.15759888795537	1.02460215379086
"6711"	"TRINITY_DN123087_c0_g1_i1"	"lrfn2-like"	"Chr04"	42468596	42468596	2.66854095934077	0.0857335068829064	0.86215861887626	0.999996699921271	2.39033169875879	2.90845585115968	2.60536118549333	2.71232635576388	1.01037493610137
"6715"	"TRINITY_DN123090_c3_g6_i3"	"tm2d2"	"Chr03"	121541631	121541631	0.110969105656659	0.366379756443215	0.649624101610202	0.999996699921271	0.652776631088626	-0.488369406443253	-0.138156558565863	0.27307393605208	1.08061861867459
"6741"	"TRINITY_DN123125_c0_g1_i1"	"ctnnbl1"	"Chr10"	31036952	31036952	2.07367801928387	-0.144339450013204	0.782379849598298	0.999996699921271	1.99946316317405	2.28317403360719	2.1781644859337	1.77793693878237	0.972944608736226
"6748"	"TRINITY_DN123128_c0_g2_i1"	"papln-like"	"Chr08"	85832604	85832604	2.47016205397769	1.2898372947886	0.0715064320096721	0.999996699921271	2.32017429062381	3.48608008463341	1.43329839282641	1.69649958853213	1.20958328730634
"6749"	"TRINITY_DN123129_c1_g1_i3"	"LOC101730710"	"Chr08"	115976679	115976679	1.93649573491203	-0.151296433519	0.77181691125322	0.999996699921271	2.02173739975986	1.65179434270656	2.04528974637561	1.99783750104216	0.972864832652959
"6753"	"TRINITY_DN123135_c0_g1_i1"	"hells"	"Chr07"	31006397	31006397	8.93965733358055	-0.0269761061526865	0.956744149243082	0.999996699921271	8.82809010418755	8.9246980015161	8.95983939261429	9.03808809894231	0.997658793044099
"6765"	"TRINITY_DN123157_c0_g4_i2"	"gemin6"	"Chr05"	51895021	51895021	1.5690862308762	-0.954623035711307	0.0777012828324011	0.999996699921271	1.46165680506275	1.13198629174154	2.19916741824007	1.20166220613073	0.840599870956807
"6769"	"TRINITY_DN123158_c1_g3_i1"	"c4orf33"	"Chr01"	54475487	54475487	6.19747934173119	-0.557603789019809	0.193229760437518	0.999996699921271	6.12557336059631	5.86491231587926	6.59364008439577	6.1054683989495	0.945227611808382
"6781"	"TRINITY_DN123165_c5_g5_i2"	"csnk1g1"	"Chr03"	84928470	84928470	0.718172008219928	-0.31062686327242	0.679711874695372	0.999996699921271	0.184848610779158	-0.113904856490777	0.929192627447784	1.35814339408185	0.901342138858463
"6782"	"TRINITY_DN123166_c4_g2_i2"	"efna2"	"Chr01"	80820366	80820366	2.77066473461376	-0.0904890139375905	0.857549466599943	0.999996699921271	2.39033169875879	2.54055205195168	2.83740593247959	3.17604440173073	0.979209898201666
"6786"	"TRINITY_DN123172_c3_g2_i2"	"hoxa4"	"Chr06"	32930323	32930323	0.881699834903731	-0.376960756670452	0.562437651058437	0.999996699921271	0.261724612501391	1.08487043485972	1.13938384256256	0.826220443434591	0.913520070548645
"6791"	"TRINITY_DN123178_c0_g1_i3"	"LOC100494811"	"Chr04"	21103744	21103744	4.04432127730598	0.058114290148596	0.887976009621771	0.999996699921271	4.0822673419747	3.82759815406728	4.00068146244704	4.23750594954856	1.00632291611436
"6792"	"TRINITY_DN123184_c1_g1_i1"	"ventx3.2"	"Chr07"	18597030	18597030	1.88223388257943	-0.293395515579112	0.572426348369491	0.999996699921271	1.78181781433971	1.86202134065806	2.09095468873615	1.76201307988586	0.949753015409832
"6794"	"TRINITY_DN123187_c0_g1_i1"	"slc35f1"	"Chr05"	70442055	70442055	0.42102507942614	0.332386524697033	0.658236209242207	0.999996699921271	1.00553264945817	0.351822987013316	0.19026081266137	0.0287976934106882	1.07057703586511
"6798"	"TRINITY_DN123189_c2_g1_i2"	"scnn1g-like"	"Chr09"	16874522	16874522	4.40303490693951	-0.215863628186064	0.581675461129592	0.999996699921271	4.32996814000443	4.41107423298754	4.56112911625658	4.29396761054016	0.973713215036991
"6801"	"TRINITY_DN123189_c2_g5_i2"	"sirt1"	"Chr07"	30061050	30061050	1.06723983254667	-0.279667449372843	0.664817236283827	0.999996699921271	1.36042314537914	0.466547540713249	1.26422132845215	1.05254344816687	0.938195459968315
"6804"	"TRINITY_DN123190_c0_g1_i1"	"cdh26"	"Chr10"	728051	728051	1.619601540289	-0.202932607343401	0.715991551932225	0.999996699921271	1.36042314537914	1.79040585739042	1.76447604235458	1.49930050268049	0.96047457827376
"6806"	"TRINITY_DN123193_c0_g2_i5"	"cldn15.1"	"Chr03"	134630221	134630221	6.43557511003501	0.6813413896189	0.19510533088284	0.999996699921271	6.93020540520319	5.92967741887754	5.89752596732704	6.69800907782548	1.06505082719653
"6812"	"TRINITY_DN123198_c0_g2_i4"	"LOC100497856"	"Chr05"	4818390	4818390	7.25459559037067	-0.285545325667662	0.59476280925519	0.999996699921271	7.49732837813633	6.41837533145606	7.46314749910713	7.39399568594867	0.967644831911465
"6813"	"TRINITY_DN123199_c0_g1_i2"	"b4galnt4"	"Chr04"	13867697	13867697	2.92165804878595	0.119801597917906	0.855209761348986	0.999996699921271	2.06527998740785	2.2515221660722	2.8306920501288	3.82352420318648	0.981937664442646
"6815"	"TRINITY_DN123200_c1_g1_i1"	"ccdc62"	"Chr01"	152925967	152925967	2.5269014220656	0.511160277263192	0.356055566517339	0.999996699921271	3.04072058372006	2.64980655572109	2.13521845761022	2.09001134753538	1.07907174139039
"6826"	"TRINITY_DN123205_c1_g5_i1"	"unc13d"	"Chr10"	36247024	36247024	0.00888883096598313	-1.91808970188858	0.00589459029588653	0.481321138557927	-0.793913144620458	-0.719747481523287	1.07266572352338	-0.635483053005403	0.622035936837317
"6827"	"TRINITY_DN123206_c0_g1_i1"	"slc25a40"	"Chr06"	21042137	21042137	3.38096840150488	-0.165769187444534	0.708846319277315	0.999996699921271	3.45501904405055	2.95505304013143	3.50189333226771	3.54048197246418	0.974165551108059
"6828"	"TRINITY_DN123207_c1_g1_i1"	"foxred1"	"Chr07"	88689692	88689692	6.01716610888741	-0.110130875678343	0.822523415200287	0.999996699921271	5.92006573418608	5.4047982210869	6.09884035345124	6.45286756904233	0.982280966761265
"6833"	"TRINITY_DN123212_c7_g1_i3"	"LOC100488563-like"	"Chr10"	13838593	13838593	3.17531908232564	-0.459420270244442	0.289335699582681	0.999996699921271	3.07307638438956	3.26613790206382	3.50189333226771	2.75317537283635	0.934228299647392
"6841"	"TRINITY_DN123217_c1_g4_i1"	"LOC100495180"	"Chr01"	10131517	10131517	4.94444676204021	0.0616190506606555	0.881690194301979	0.999996699921271	5.16397154537384	4.66642972039941	4.89783334234621	5.00681180243209	1.00559725293212
"6856"	"TRINITY_DN123235_c11_g1_i1"	"LOC100485784-like"	"Chr03"	129195330	129195330	0.256792810091021	0.407794370492506	0.58924374352925	0.999996699921271	0.017595551159279	0.606569429721742	-0.0364545480694668	0.317331167489646	1.09665056424724
"6876"	"TRINITY_DN123263_c0_g1_i4"	"LOC100486129-like"	"Chr05"	89417639	89417639	5.12788820553943	0.0354302171253649	0.929349180122794	0.999996699921271	5.21319230078974	5.07029965823841	5.10120132739589	5.12357472573933	1.00393607690404
"6879"	"TRINITY_DN123269_c0_g1_i1"	"LOC100495163"	"Chr02"	44152639	44152639	7.20091927751664	0.656030210284753	0.208518072753951	0.999996699921271	7.71116051968811	7.17111216965785	6.68348085741152	7.04625734194408	1.06051986055641
"6893"	"TRINITY_DN123281_c5_g2_i1"	"rgs22"	"Chr06"	113316148	113316148	5.84899074879139	0.00184821847184213	0.996554504952672	0.999996699921271	5.69774025281795	5.80620912055173	5.8476850880074	6.02435577781942	0.999482909279172
"6899"	"TRINITY_DN123287_c0_g1_i4"	"LOC100495146-like"	"Chr01"	147162306	147162306	3.12899433077016	0.00992886028560625	0.983710998557647	0.999996699921271	2.79130135188669	3.61189586938384	3.12217607306581	2.82390968901107	0.993148381015814
