gid	gname	chr	start	end	logFC.XYbrain.XXrain	abslogFC.XYbrain.Xxrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN125081_c0_g1_i3	clca3p-like	Chr04	96569542	96569542	0.186434977	0.186434977	unbias	0.298950184	Ovary_mean	0.1052	0.2004	1.9037
TRINITY_DN125106_c2_g1_i3	NA	NA	NA	NA	0.051047075	0.051047075	unbias	0.428371058	Brain_mean	0.1229	0.2202	1.7917
TRINITY_DN125114_c0_g1_i2	dlx5	scaffold_73	1022140	1022140	0.210778254	0.210778254	unbias	0.379048244	Ovary_mean	0.1272	0.1902	1.4954
TRINITY_DN125118_c0_g1_i2	NA	NA	NA	NA	0.11638571	0.11638571	unbias	0.149207533	Brain_mean	0.0797	0.0873	1.0944
TRINITY_DN125120_c0_g1_i2	ablim3	Chr03	31523632	31523632	0.69089923	0.69089923	unbias	0.400294944	G46_M_mean	0.0651	0.0794	1.2197
TRINITY_DN125148_c0_g1_i3	NA	NA	NA	NA	0.08212626	0.08212626	unbias	0.109582537	Brain_mean	0.0511	0.0805	1.5757
TRINITY_DN125167_c1_g1_i4	NA	NA	NA	NA	0.210568604	0.210568604	unbias	0.364046286	Ovary_mean	0.1521	0.1394	0.9165
TRINITY_DN125175_c3_g1_i5	NA	NA	NA	NA	-0.109920029	0.109920029	unbias	0.446066125	G46_M_mean	0.1936	0.2597	1.3412
TRINITY_DN125184_c0_g1_i5	NA	NA	NA	NA	0.007890711	0.007890711	unbias	0.348831766	Brain_mean	0.0355	0.0641	1.8066
TRINITY_DN125189_c1_g1_i13	NA	NA	NA	NA	0.104452315	0.104452315	unbias	0.183314643	Ovary_mean	0.0628	0.1092	1.74
TRINITY_DN125190_c0_g1_i1	NA	NA	NA	NA	-0.08656836	0.08656836	unbias	0.24321712	G23_mean	0.1091	0.1236	1.1331
TRINITY_DN125193_c1_g2_i1	NA	NA	NA	NA	0.025586507	0.025586507	unbias	0.330816324	Ovary_mean	0.0345	0.0558	1.6185
TRINITY_DN125206_c3_g4_i2	pik3ip1	Chr01	143506734	143506734	0.091090285	0.091090285	unbias	0.451020414	Ovary_mean	0.1093	0.16	1.4639
TRINITY_DN125209_c1_g1_i7	tfap2d	scaffold_13	1782126	1782126	0.968696702	0.968696702	unbias	0.535127736	Brain_mean	0.257	0.1062	0.4133
TRINITY_DN125216_c1_g2_i2	cyp46a1-like.1	Chr08	65160881	65160881	0.107021446	0.107021446	unbias	0.088353571	Brain_mean	0.0276	0.0451	1.6363
TRINITY_DN125281_c1_g3_i5	nrn1l	Chr04	44036045	44036045	-0.124864004	0.124864004	unbias	0.521754118	Brain_mean	0.0567	0.0525	0.9248
TRINITY_DN125294_c0_g1_i1	gtdc1	Chr09	73513476	73513476	-0.881327503	0.881327503	unbias	0.372002626	Brain_mean	0.2266	0.322	1.421
TRINITY_DN125307_c7_g4_i3	NA	NA	NA	NA	0.021835727	0.021835727	unbias	0.189969982	Brain_mean	0.0383	0.057	1.4878
TRINITY_DN125353_c5_g1_i2	NA	NA	NA	NA	0.102837601	0.102837601	unbias	0.292991909	Brain_mean	0.0563	0.0631	1.1195
TRINITY_DN125354_c3_g1_i2	NA	NA	NA	NA	-0.062446819	0.062446819	unbias	0.298589173	Brain_mean	0.0204	0.0149	0.7321
TRINITY_DN125354_c3_g2_i4	NA	NA	NA	NA	-0.075263605	0.075263605	unbias	0.300343547	Brain_mean	0.0128	0.0091	0.71
TRINITY_DN125381_c7_g1_i1	NA	NA	NA	NA	0.472081202	0.472081202	unbias	0.326148566	Ovary_mean	0.0718	0.1153	1.605
TRINITY_DN125387_c0_g2_i5	NA	NA	NA	NA	0.460197438	0.460197438	unbias	0.196338811	Ovary_mean	0.0413	0.0798	1.9304
TRINITY_DN125394_c5_g1_i2	NA	NA	NA	NA	0.064783219	0.064783219	unbias	0.53469037	Brain_mean	0.0504	0.0883	1.752
TRINITY_DN125397_c3_g2_i1	NA	NA	NA	NA	-0.890166747	0.890166747	unbias	0.450635055	G31_mean	0.0365	0.0555	1.519
TRINITY_DN125419_c5_g1_i3	NA	NA	NA	NA	0.164181644	0.164181644	unbias	0.530465759	Ovary_mean	0.0367	0.0725	1.976
TRINITY_DN125430_c6_g3_i4	NA	NA	NA	NA	-0.152998468	0.152998468	unbias	0.79230722	Brain_mean	0.0613	0.0601	0.9815
TRINITY_DN125448_c0_g4_i2	NA	NA	NA	NA	0.056957752	0.056957752	unbias	0.268886053	Brain_mean	0.0562	0.0657	1.1687
TRINITY_DN125454_c1_g1_i2	zmcm3	scaffold_13	986796	986796	-0.12216421	0.12216421	unbias	0.198743801	G23_mean	0.1723	0.1716	0.9955
TRINITY_DN125454_c3_g2_i2	NA	NA	NA	NA	-0.029004862	0.029004862	unbias	0.597929411	Brain_mean	0.0434	0.0318	0.7334
TRINITY_DN125467_c0_g1_i1	NA	NA	NA	NA	0.138424299	0.138424299	unbias	0.337308535	G23_mean	0.0495	0.0685	1.3843
TRINITY_DN125488_c0_g2_i3	egfr	Chr06	65503114	65503114	0.27038729	0.27038729	unbias	0.180335892	Ovary_mean	0.0459	0.0758	1.6511
TRINITY_DN125518_c0_g1_i1	NA	NA	NA	NA	-0.021037928	0.021037928	unbias	0.331761504	Brain_mean	0.0274	0.0453	1.6514
TRINITY_DN125519_c4_g2_i2	NA	NA	NA	NA	-0.007764126	0.007764126	unbias	0.172526253	Ovary_mean	0.1004	0.1738	1.7314
TRINITY_DN125523_c7_g1_i1	NA	NA	NA	NA	0.033347695	0.033347695	unbias	0.526379943	Brain_mean	0.082	0.1322	1.6111
TRINITY_DN125537_c0_g1_i4	NA	NA	NA	NA	0.579532367	0.579532367	unbias	0.28168048	G23_mean	0.0574	0.0603	1.0503
TRINITY_DN125543_c1_g5_i1	NA	NA	NA	NA	-0.724524083	0.724524083	unbias	0.364355649	Ovary_mean	0.1373	0.2227	1.6214
TRINITY_DN125544_c4_g1_i9	NA	NA	NA	NA	0.031864483	0.031864483	unbias	0.169103531	Brain_mean	0.0297	0.031	1.0441
TRINITY_DN125571_c3_g1_i11	NA	NA	NA	NA	-0.039447736	0.039447736	unbias	0.236081301	G27_mean	0.1409	0.2026	1.4376
TRINITY_DN125577_c3_g2_i3	tbx15	scaffold_492	43901	43901	0.083072859	0.083072859	unbias	0.181188294	Brain_mean	0.0198	0.0323	1.6318
TRINITY_DN125577_c3_g4_i1	NA	NA	NA	NA	-0.181033975	0.181033975	unbias	0.208386286	Ovary_mean	0.096	0.076	0.7919
TRINITY_DN125596_c2_g5_i4	NA	NA	NA	NA	0.107339383	0.107339383	unbias	0.386962643	Ovary_mean	0.128	0.228	1.782
TRINITY_DN125603_c0_g3_i1	NA	NA	NA	NA	0.13475367	0.13475367	unbias	0.140749403	G23_mean	0.0538	0.0731	1.3603
TRINITY_DN125610_c0_g1_i2	rspo2	Chr06	116533015	116533015	-0.485603456	0.485603456	unbias	0.348214586	Brain_mean	0.1624	0.3026	1.864
TRINITY_DN125634_c1_g3_i7	NA	NA	NA	NA	0.337044117	0.337044117	unbias	0.728777606	Brain_mean	0.0261	0.0511	1.9624
TRINITY_DN125651_c4_g3_i5	fkbp8	Chr01	87448898	87448898	0.084216357	0.084216357	unbias	0.101801835	Ovary_mean	0.0391	0.0494	1.263
TRINITY_DN125665_c0_g1_i1	anxa9	Chr08	106137096	106137096	-0.042829337	0.042829337	unbias	0.319475689	Brain_mean	0.0995	0.0839	0.8435
TRINITY_DN125684_c0_g1_i2	NA	NA	NA	NA	-0.015035741	0.015035741	unbias	0.382939685	Ovary_mean	0.0934	0.124	1.3275
TRINITY_DN125689_c1_g1_i1	NA	NA	NA	NA	-0.147950949	0.147950949	unbias	0.699678377	Brain_mean	0.0982	0.0921	0.938
TRINITY_DN125712_c6_g4_i1	NA	NA	NA	NA	-0.460451668	0.460451668	unbias	0.546445885	G43_M_mean	0.0474	0.0714	1.5065
TRINITY_DN125723_c1_g4_i2	ddit4l	Chr01	64930595	64930595	-0.024344621	0.024344621	unbias	0.15064331	Ovary_mean	0.0318	0.0548	1.7243
TRINITY_DN125726_c1_g2_i2	LOC101732387-like	Chr09	3111846	3111846	-0.010948941	0.010948941	unbias	0.325262364	Ovary_mean	0.0353	0.0489	1.384
TRINITY_DN125750_c0_g3_i1	NA	NA	NA	NA	0.068572935	0.068572935	unbias	0.151932127	Ovary_mean	0.022	0.037	1.6794
TRINITY_DN125752_c5_g1_i2	NA	NA	NA	NA	0.14713739	0.14713739	unbias	0.140184646	G23_mean	0.0309	0.0463	1.4975
TRINITY_DN125752_c7_g2_i1	NA	NA	NA	NA	0.076383847	0.076383847	unbias	0.209114251	G23_mean	0.0595	0.053	0.8904
TRINITY_DN125771_c0_g1_i3	NA	NA	NA	NA	0.205459965	0.205459965	unbias	0.43925689	Brain_mean	0.0859	0.1409	1.6397
TRINITY_DN125779_c0_g1_i8	NA	NA	NA	NA	0.132583744	0.132583744	unbias	0.125822968	G23_mean	0.0077	0.0101	1.3104
TRINITY_DN125793_c1_g3_i3	synj2	Chr05	41815173	41815173	-0.135417287	0.135417287	unbias	0.51981943	Ovary_mean	0.4432	0.5701	1.2865
TRINITY_DN125824_c1_g1_i2	NA	NA	NA	NA	-0.015176202	0.015176202	unbias	0.494569249	Ovary_mean	0.1417	0.1787	1.2613
TRINITY_DN125828_c1_g2_i2	NA	NA	NA	NA	0.140038853	0.140038853	unbias	0.284917709	Ovary_mean	0.1096	0.1297	1.1826
TRINITY_DN125832_c5_g1_i1	ntf3	Chr03	8583094	8583094	0.155075362	0.155075362	unbias	0.435772461	Brain_mean	0.0522	0.0631	1.21
TRINITY_DN125834_c4_g1_i1	LOC100485168	Chr10	7080477	7080477	0.421424259	0.421424259	unbias	0.417027115	G43_M_mean	0.0959	0.1616	1.6841
TRINITY_DN125891_c2_g4_i1	NA	NA	NA	NA	0.131589713	0.131589713	unbias	0.246263854	Ovary_mean	0.0898	0.1526	1.6986
TRINITY_DN125894_c0_g1_i1	NA	NA	NA	NA	-0.043921115	0.043921115	unbias	0.780353379	Brain_mean	0.0578	0.0764	1.3204
TRINITY_DN125906_c7_g2_i1	scn3b	Chr07	54900494	54900494	-0.00412501	0.00412501	unbias	0.530632287	Brain_mean	0.0892	0.1357	1.5212
TRINITY_DN125929_c0_g1_i1	NA	NA	NA	NA	-0.100447963	0.100447963	unbias	0.25797155	Ovary_mean	0.0888	0.1474	1.6596
TRINITY_DN125941_c1_g1_i1	adprh-like.1	Chr09	51271696	51271696	-0.048863681	0.048863681	unbias	0.206592872	Ovary_mean	0.1259	0.0738	0.5859
TRINITY_DN125956_c1_g1_i1	NA	NA	NA	NA	-0.251444034	0.251444034	unbias	0.365966484	Brain_mean	0.0848	0.0981	1.156
TRINITY_DN125972_c14_g4_i1	NA	NA	NA	NA	0.019509827	0.019509827	unbias	0.665145415	Brain_mean	0.163	0.2321	1.4243
TRINITY_DN125978_c0_g1_i1	NA	NA	NA	NA	0.030690887	0.030690887	unbias	0.311930649	Ovary_mean	0.0653	0.1273	1.9493
TRINITY_DN125986_c0_g1_i2	ier5l	Chr08	5116892	5116892	-0.001031645	0.001031645	unbias	0.260040788	Ovary_mean	0.1125	0.2131	1.894
TRINITY_DN125990_c1_g2_i2	NA	NA	NA	NA	-0.267117818	0.267117818	unbias	0.207524037	Ovary_mean	0.2165	0.357	1.649
TRINITY_DN125990_c2_g2_i7	NA	NA	NA	NA	0.121749446	0.121749446	unbias	0.110041397	G43_M_mean	0.0166	0.0233	1.4038
TRINITY_DN126003_c2_g1_i1	NA	NA	NA	NA	0.012375337	0.012375337	unbias	0.079454401	G43_M_mean	0.1007	0.1203	1.1947
TRINITY_DN126009_c3_g1_i3	cytip	Chr09	68990506	68990506	0.065892745	0.065892745	unbias	0.144970569	Ovary_mean	0.052	0.0779	1.5001
TRINITY_DN126015_c0_g1_i5	NA	NA	NA	NA	-0.585835541	0.585835541	unbias	0.108189953	G27_mean	0.1905	0.2159	1.1332
TRINITY_DN126018_c0_g1_i2	mrps14	Chr04	87973514	87973514	0.204316529	0.204316529	unbias	0.693709183	Brain_mean	0.1295	0.2344	1.81
TRINITY_DN126024_c0_g2_i3	NA	NA	NA	NA	0.077248932	0.077248932	unbias	0.446050109	Ovary_mean	0.0638	0.0818	1.2826
TRINITY_DN126034_c3_g1_i2	NA	NA	NA	NA	0.309018157	0.309018157	unbias	0.322213411	G27_mean	0.025	0.042	1.6789
TRINITY_DN126036_c6_g4_i2	lpcat3	Chr07	849641	849641	0.064365237	0.064365237	unbias	0.078792941	G27_mean	0.0653	0.0743	1.139
TRINITY_DN126049_c0_g4_i12	NA	NA	NA	NA	0.130446824	0.130446824	unbias	0.134831316	G43_M_mean	0.0471	0.082	1.7384
TRINITY_DN126056_c8_g5_i1	NA	NA	NA	NA	0.173379366	0.173379366	unbias	0.15837938	G43_M_mean	0.0818	0.1141	1.3957
TRINITY_DN126082_c3_g1_i1	NA	NA	NA	NA	0.441770378	0.441770378	unbias	0.204107776	G43_F_mean	0.0568	0.0954	1.6793
TRINITY_DN126098_c0_g2_i6	NA	NA	NA	NA	0.522762033	0.522762033	unbias	0.411102675	G43_M_mean	0.1442	0.2464	1.7091
TRINITY_DN126115_c5_g1_i1	NA	NA	NA	NA	-0.019810592	0.019810592	unbias	0.145067718	G23_mean	0.0631	0.0998	1.5807
TRINITY_DN126119_c0_g1_i2	NA	NA	NA	NA	-0.047703922	0.047703922	unbias	0.475436535	Brain_mean	0.0629	0.0528	0.8398
TRINITY_DN126135_c4_g1_i2	NA	NA	NA	NA	0.278585894	0.278585894	unbias	0.377410988	Ovary_mean	0.0479	0.0671	1.4001
TRINITY_DN126145_c3_g1_i2	Xetrov90013897m	Chr05	62833399	62833399	0.80453259	0.80453259	unbias	0.287515044	G23_mean	0.0332	0.0488	1.4695
TRINITY_DN126165_c3_g3_i1	NA	NA	NA	NA	0.18017141	0.18017141	unbias	0.271683539	Liver_mean	0.0021	0.0029	1.3376
TRINITY_DN126181_c0_g2_i5	NA	NA	NA	NA	-0.296551865	0.296551865	unbias	0.273032358	Ovary_mean	0.0415	0.058	1.3972
TRINITY_DN126205_c1_g5_i1	LOC100144990	Chr02	117789145	117789145	-0.043917659	0.043917659	unbias	0.673801518	Brain_mean	0.0589	0.1171	1.9884
TRINITY_DN126219_c1_g2_i1	NA	NA	NA	NA	0.05114042	0.05114042	unbias	0.188353037	Brain_mean	0.0621	0.0817	1.3172
TRINITY_DN126240_c0_g2_i1	NA	NA	NA	NA	0.390160213	0.390160213	unbias	0.477941942	G23_mean	0.0762	0.1138	1.4929
TRINITY_DN126246_c0_g2_i1	stx12	Chr02	57881803	57881803	-0.063971205	0.063971205	unbias	0.403546289	Brain_mean	0.1765	0.2131	1.2071
TRINITY_DN126251_c5_g3_i3	NA	NA	NA	NA	-0.031093029	0.031093029	unbias	0.218638237	Brain_mean	0.0584	0.0933	1.5992
TRINITY_DN126255_c0_g2_i1	ap4m1	scaffold_48	117735	117735	0.552009335	0.552009335	unbias	0.354215758	G43_M_mean	0.0716	0.1286	1.7966
TRINITY_DN126269_c0_g1_i1	NA	NA	NA	NA	-0.020209293	0.020209293	unbias	0.133619297	G23_mean	0.0115	0.0124	1.0747
TRINITY_DN126278_c3_g6_i2	NA	NA	NA	NA	-0.048311746	0.048311746	unbias	0.209763561	Brain_mean	0.0198	0.0307	1.5503
TRINITY_DN126290_c0_g1_i1	NA	NA	NA	NA	-0.142069507	0.142069507	unbias	0.51609648	G43_M_mean	0.0926	0.1464	1.5817
TRINITY_DN126291_c5_g1_i2	NA	NA	NA	NA	0.089074743	0.089074743	unbias	0.436385344	Brain_mean	0.0773	0.0943	1.2198
TRINITY_DN126318_c7_g5_i2	NA	NA	NA	NA	-0.183745135	0.183745135	unbias	0.370876894	Brain_mean	0.0341	0.047	1.3805
TRINITY_DN126335_c1_g3_i3	NA	NA	NA	NA	0.148073133	0.148073133	unbias	0.56780713	Brain_mean	0.1354	0.2265	1.6721
TRINITY_DN126345_c2_g2_i1	hoxa10	Chr06	32893871	32893871	0.03740028	0.03740028	unbias	0.07772745	Ovary_mean	0.1883	0.2438	1.2949
TRINITY_DN126350_c2_g3_i4	atf7ip-like	Chr04	104642391	104642391	0.033916417	0.033916417	unbias	0.143336829	Ovary_mean	0.0053	0.0072	1.3548
TRINITY_DN126358_c1_g2_i1	NA	NA	NA	NA	-0.217156012	0.217156012	unbias	0.278619283	Ovary_mean	0.0689	0.125	1.8142
TRINITY_DN126364_c9_g2_i2	mfap3l-like	Chr01	40665017	40665017	0.285436381	0.285436381	unbias	0.255505523	G23_mean	0.095	0.1817	1.9127
TRINITY_DN126384_c1_g7_i2	NA	NA	NA	NA	-0.062887655	0.062887655	unbias	0.496533618	Ovary_mean	0.0284	0.0374	1.3159
TRINITY_DN126387_c1_g1_i6	NA	NA	NA	NA	0.074450265	0.074450265	unbias	0.738404097	Brain_mean	0.1006	0.1547	1.5374
TRINITY_DN126390_c2_g1_i4	NA	NA	NA	NA	0.29093367	0.29093367	unbias	0.142728385	Ovary_mean	0.058	0.0822	1.4165
TRINITY_DN126390_c4_g1_i2	gabrb2	Chr03	15001735	15001735	0.046793201	0.046793201	unbias	0.206927916	Liver_mean	0.0492	0.0705	1.4308
TRINITY_DN126397_c0_g2_i1	NA	NA	NA	NA	-0.147150251	0.147150251	unbias	0.390043065	Brain_mean	0.1351	0.2388	1.7679
TRINITY_DN126414_c7_g4_i2	zc3h7b	Chr04	111450430	111450430	0.07721795	0.07721795	unbias	0.272790098	Testis_mean	0.0751	0.0977	1.3002
TRINITY_DN126443_c0_g1_i1	NA	NA	NA	NA	-0.039223536	0.039223536	unbias	0.435573921	Brain_mean	0.0242	0.0437	1.8056
TRINITY_DN126450_c1_g3_i1	NA	NA	NA	NA	-0.02541123	0.02541123	unbias	0.112481525	G23_mean	0.061	0.0679	1.112
TRINITY_DN126467_c0_g1_i1	NA	NA	NA	NA	-0.064955659	0.064955659	unbias	0.142545721	G23_mean	0.0595	0.0523	0.8787
TRINITY_DN126477_c4_g3_i1	erp27	Chr04	118020700	118020700	0.098193185	0.098193185	unbias	0.242579203	Liver_mean	0.1045	0.1519	1.4531
TRINITY_DN126500_c0_g11_i2	NA	NA	NA	NA	0.045065039	0.045065039	unbias	0.316601191	G23_mean	0.107	0.1655	1.5469
TRINITY_DN126501_c5_g3_i1	NA	NA	NA	NA	-0.137484909	0.137484909	unbias	0.2571669	Ovary_mean	0.015	0.0275	1.829
TRINITY_DN126511_c6_g1_i2	NA	NA	NA	NA	0.015451571	0.015451571	unbias	0.374625438	Brain_mean	0.277	0.4222	1.5238
TRINITY_DN126517_c0_g1_i2	NA	NA	NA	NA	0.069885333	0.069885333	unbias	0.582953169	Brain_mean	0.0776	0.1041	1.3403
TRINITY_DN126518_c0_g2_i2	NA	NA	NA	NA	0.079416346	0.079416346	unbias	0.204645693	Ovary_mean	0.0268	0.0278	1.0359
TRINITY_DN126528_c2_g1_i3	NA	NA	NA	NA	-0.111667624	0.111667624	unbias	0.194960051	Ovary_mean	0.0103	0.0174	1.6823
TRINITY_DN126529_c0_g3_i2	NA	NA	NA	NA	0.03244419	0.03244419	unbias	0.132523953	G23_mean	0.0104	0.0183	1.7514
TRINITY_DN126538_c0_g1_i1	NA	NA	NA	NA	0.022054871	0.022054871	unbias	0.256660024	Brain_mean	0.0326	0.063	1.9325
TRINITY_DN126543_c1_g2_i4	NA	NA	NA	NA	0.063035216	0.063035216	unbias	0.181422177	Ovary_mean	0.0133	0.0236	1.7725
TRINITY_DN126548_c0_g1_i1	tm7sf2	Chr04	35445637	35445637	-0.128935102	0.128935102	unbias	0.157825204	G23_mean	0.1477	0.2404	1.6277
TRINITY_DN126586_c0_g1_i1	NA	NA	NA	NA	0.22187733	0.22187733	unbias	0.151428308	Ovary_mean	0.0283	0.0418	1.4789
TRINITY_DN126591_c0_g5_i1	dscr3	Chr02	8530599	8530599	0.104894965	0.104894965	unbias	0.388929237	G46_M_mean	0.106	0.201	1.8968
TRINITY_DN126633_c0_g1_i1	NA	NA	NA	NA	-0.373174154	0.373174154	unbias	0.231715309	Brain_mean	0.0349	0.0605	1.7313
TRINITY_DN126655_c1_g3_i4	NA	NA	NA	NA	0.224041345	0.224041345	unbias	0.329350553	Ovary_mean	0.0121	0.024	1.9909
TRINITY_DN126675_c0_g1_i5	NA	NA	NA	NA	0.104019166	0.104019166	unbias	0.091655351	G27_mean	0.028	0.0248	0.8854
TRINITY_DN126677_c3_g2_i1	daw1	Chr05	125223404	125223404	-0.077368865	0.077368865	unbias	0.343132208	Ovary_mean	0.0591	0.0737	1.2465
TRINITY_DN126698_c6_g1_i2	crtap	Chr10	9089682	9089682	-0.050425751	0.050425751	unbias	0.481157802	Brain_mean	0.1015	0.1276	1.2573
TRINITY_DN126726_c2_g1_i2	NA	NA	NA	NA	-0.162827498	0.162827498	unbias	0.514791754	Brain_mean	0.0888	0.1327	1.4933
TRINITY_DN126742_c1_g3_i2	NA	NA	NA	NA	0.083250233	0.083250233	unbias	0.510902662	G23_mean	0.1384	0.2492	1.8
TRINITY_DN126743_c1_g1_i13	NA	NA	NA	NA	0.187990203	0.187990203	unbias	0.564358589	G23_mean	0.0705	0.0825	1.1697
TRINITY_DN126769_c1_g3_i1	NA	NA	NA	NA	-0.032690561	0.032690561	unbias	0.493475748	Ovary_mean	0.0972	0.1677	1.7248
TRINITY_DN126781_c0_g1_i2	NA	NA	NA	NA	0.05894421	0.05894421	unbias	0.562973627	Brain_mean	0.0751	0.1191	1.5864
TRINITY_DN126794_c4_g1_i1	NA	NA	NA	NA	0.03041034	0.03041034	unbias	0.546483277	Ovary_mean	0.0664	0.0899	1.3533
TRINITY_DN126813_c2_g9_i2	tprg1-like	Chr05	100117567	100117567	0.198495196	0.198495196	unbias	0.462227801	Brain_mean	0.0978	0.1611	1.647
TRINITY_DN126816_c1_g1_i1	NA	NA	NA	NA	-0.405399034	0.405399034	unbias	0.180932702	Brain_mean	0.0822	0.1302	1.5839
TRINITY_DN126824_c0_g1_i3	LOC100493612-like	Chr07	96155080	96155080	-0.067684951	0.067684951	unbias	0.165755971	Ovary_mean	0.0293	0.0456	1.5577
TRINITY_DN126871_c1_g3_i1	NA	NA	NA	NA	0.069627072	0.069627072	unbias	0.624770434	Brain_mean	0.0237	0.0428	1.8063
TRINITY_DN126886_c0_g1_i1	NA	NA	NA	NA	0.180906775	0.180906775	unbias	0.516931055	Ovary_mean	0.1119	0.2069	1.8498
TRINITY_DN126887_c4_g1_i3	NA	NA	NA	NA	0.257991675	0.257991675	unbias	0.205863741	G43_F_mean	0.0928	0.1377	1.4839
TRINITY_DN126889_c0_g1_i1	NA	NA	NA	NA	0.114112414	0.114112414	unbias	0.188077367	G43_M_mean	0.0475	0.0777	1.6345
TRINITY_DN126891_c6_g1_i1	NA	NA	NA	NA	-0.034386422	0.034386422	unbias	0.248284499	Brain_mean	0.0391	0.0754	1.9284
TRINITY_DN126891_c7_g5_i5	slc25a11	scaffold_143	123014	123014	0.166449928	0.166449928	unbias	0.180607645	Brain_mean	0.0098	0.0086	0.8772
TRINITY_DN126903_c0_g2_i3	NA	NA	NA	NA	0.009550285	0.009550285	unbias	0.286233591	Brain_mean	0.0253	0.0349	1.38
TRINITY_DN126907_c6_g5_i1	elovl6	Chr01	58980391	58980391	0.089715546	0.089715546	unbias	0.232948905	Ovary_mean	0.0644	0.1261	1.9583
TRINITY_DN126911_c8_g1_i1	zxdc	Chr04	122558662	122558662	0.102474468	0.102474468	unbias	0.310918272	Ovary_mean	0.049	0.0732	1.4943
TRINITY_DN126918_c4_g1_i2	NA	NA	NA	NA	0.014374131	0.014374131	unbias	0.425082916	Liver_mean	0.0128	0.0199	1.5551
TRINITY_DN126925_c1_g1_i1	NA	NA	NA	NA	0.146098684	0.146098684	unbias	0.359117265	G43_M_mean	0.0692	0.0971	1.4035
TRINITY_DN126947_c0_g3_i1	NA	NA	NA	NA	-0.155497753	0.155497753	unbias	0.325580192	G27_mean	0.0972	0.1761	1.8115
TRINITY_DN126948_c0_g1_i4	NA	NA	NA	NA	0.855332532	0.855332532	unbias	0.580194923	Brain_mean	0.0367	0.068	1.8557
TRINITY_DN126956_c0_g1_i4	LOC101732754	Chr06	40554308	40554308	-0.000864795	0.000864795	unbias	0.180341586	Ovary_mean	0.0604	0.0699	1.1577
TRINITY_DN126982_c0_g1_i1	med12	Chr08	23206555	23206555	0.111167258	0.111167258	unbias	0.149590745	G23_mean	0.0553	0.0622	1.1253
TRINITY_DN126984_c0_g1_i2	NA	NA	NA	NA	0.215828497	0.215828497	unbias	0.174123546	Brain_mean	0.0517	0.0646	1.249
TRINITY_DN126990_c0_g1_i2	kctd15	Chr04	19757914	19757914	-0.106369815	0.106369815	unbias	0.17280123	Brain_mean	0.0888	0.1134	1.2776
TRINITY_DN126997_c2_g2_i8	med1	Chr06	81725480	81725480	-0.045701211	0.045701211	unbias	0.208553381	Ovary_mean	0.0289	0.0449	1.5559
TRINITY_DN127013_c7_g3_i6	NA	NA	NA	NA	0.091388393	0.091388393	unbias	0.197099539	Brain_mean	0.001	0.0014	1.3605
TRINITY_DN127021_c0_g1_i1	NA	NA	NA	NA	-0.057999153	0.057999153	unbias	0.274234542	G43_M_mean	0.033	0.0519	1.5724
TRINITY_DN127053_c0_g1_i2	NA	NA	NA	NA	-0.144382724	0.144382724	unbias	0.29680617	Liver_mean	0.1115	0.1027	0.9213
TRINITY_DN127061_c4_g1_i1	NA	NA	NA	NA	0.019775879	0.019775879	unbias	0.19645362	Ovary_mean	0.0182	0.0333	1.834
TRINITY_DN127064_c0_g1_i1	LOC100145219	Chr01	27080459	27080459	0.135363657	0.135363657	unbias	0.524177186	Brain_mean	0.0679	0.0782	1.1521
TRINITY_DN127073_c0_g3_i1	NA	NA	NA	NA	0.096207911	0.096207911	unbias	0.157782959	G31_mean	0.1027	0.1893	1.8427
TRINITY_DN127077_c3_g1_i2	NA	NA	NA	NA	0.040554714	0.040554714	unbias	0.357019804	Ovary_mean	0.0875	0.1531	1.7504
TRINITY_DN127078_c0_g2_i4	NA	NA	NA	NA	0.291105498	0.291105498	unbias	0.088848374	G23_mean	0.0505	0.0923	1.8284
TRINITY_DN127097_c1_g1_i5	ampd2-like	Chr02	63323925	63323925	-0.156709188	0.156709188	unbias	0.271812746	Ovary_mean	0.1196	0.162	1.3544
TRINITY_DN127113_c0_g1_i2	NA	NA	NA	NA	0.061873025	0.061873025	unbias	0.233054391	Ovary_mean	0.0534	0.0681	1.2763
TRINITY_DN127150_c4_g4_i4	NA	NA	NA	NA	-0.097076797	0.097076797	unbias	0.35402044	Brain_mean	0.0976	0.1392	1.4259
TRINITY_DN127154_c1_g3_i1	NA	NA	NA	NA	-0.233014439	0.233014439	unbias	0.297431454	Brain_mean	0.1679	0.246	1.465
TRINITY_DN127158_c0_g1_i1	NA	NA	NA	NA	0.042885048	0.042885048	unbias	0.430336079	G43_M_mean	0.18	0.2836	1.5762
TRINITY_DN127159_c0_g1_i2	NA	NA	NA	NA	0.030795128	0.030795128	unbias	0.145520386	Ovary_mean	0.0577	0.0799	1.3857
TRINITY_DN127160_c8_g5_i1	efhc2	Chr02	69130965	69130965	0.000679537	0.000679537	unbias	0.203793474	Ovary_mean	0.0146	0.0149	1.021
TRINITY_DN127166_c2_g6_i6	cdc123	Chr03	72667962	72667962	0.257457202	0.257457202	unbias	0.130394976	Brain_mean	0.1759	0.3299	1.875
TRINITY_DN127199_c0_g2_i3	fgfbp1	Chr01	16917640	16917640	-0.05731068	0.05731068	unbias	0.329079702	G23_mean	0.0867	0.1122	1.2944
