gid	gname	chr	chrone	start	end	logCPM	logFC.XY46.SR46	PV.XY46.SR46	FDR.XY46.SR46	Am2_463	Am4_461	Am5_461	Am6_462
TRINITY_DN130162_c0_g2_i1	pcnp	Chr02	Chr02	101534886	101534886	0.243888532	0.626008544	0.461022902	0.999859762	1.222652938	-0.551118298	-0.181944126	0.038067897
TRINITY_DN130176_c7_g4_i2	LOC100490937	Chr02	Chr02	132435515	132435515	3.387115651	0.507577791	0.519305031	0.999859762	3.281304664	4.416693388	2.993678226	1.469603198
TRINITY_DN130185_c2_g4_i3	cideb	Chr02	Chr02	44589014	44589014	4.466022666	-0.203440268	0.601281925	0.999859762	4.48756552	4.312400704	4.614965503	4.432852672
TRINITY_DN130208_c5_g2_i3	sike1	Chr02	Chr02	66934574	66934574	4.093195057	-0.1999739	0.610342183	0.999859762	4.043063418	4.125719306	4.239626924	3.9470222
TRINITY_DN130223_c0_g4_i1	efcab5	Chr02	Chr02	24333620	24333620	4.382106306	-0.044239287	0.910121874	0.999859762	4.446724641	4.32266457	4.414820782	4.341446413
TRINITY_DN130228_c1_g2_i1	dzip1	Chr02	Chr02	118951008	118951008	2.7868372	0.049799846	0.925987343	0.999859762	3.290566314	2.828107987	2.75033828	2.034018159
TRINITY_DN130263_c5_g1_i4	mip	Chr02	Chr02	135282927	135282927	1.604391661	-0.624974647	0.250724179	0.999859762	1.764776268	0.917055136	2.031797501	1.48920499
TRINITY_DN130265_c2_g5_i1	grtp1	Chr02	Chr02	112380317	112380317	1.289113999	-0.033790219	0.953239358	0.999859762	1.298062992	1.046543826	1.313435805	1.469603198
TRINITY_DN130307_c0_g1_i1	alkbh8	Chr02	Chr02	157076170	157076170	9.35725782	-0.012629024	0.98062652	0.999859762	9.614749958	8.955136339	9.36672059	9.415738054
TRINITY_DN130309_c0_g2_i1	filip1l	Chr02	Chr02	30551451	30551451	2.007430037	-0.570996797	0.241513414	0.999859762	1.595752753	2.005787843	2.40381301	1.879196788
TRINITY_DN130345_c0_g1_i2	kbtbd7	Chr02	Chr02	129099158	129099158	3.450202382	-0.088703933	0.83661234	0.999859762	3.214752881	3.353637858	3.516008755	3.670530488
TRINITY_DN130392_c1_g5_i1	znf740	Chr02	Chr02	144604290	144604290	3.197371746	-0.082159758	0.844499017	0.999859762	3.028032901	3.287058577	3.258343174	3.197245177
TRINITY_DN130443_c0_g2_i1	xpo4	Chr02	Chr02	155948443	155948443	4.731252316	0.110193593	0.777781894	0.999859762	4.848997455	4.817742408	4.648025842	4.595419856
TRINITY_DN130469_c2_g6_i2	LOC100493567-like	Chr02	Chr02	23901069	23901069	3.364775911	-0.13055246	0.762710195	0.999859762	3.472472364	3.016925228	3.460163707	3.463155642
TRINITY_DN130507_c0_g1_i1	LOC101732226-like	Chr02	Chr02	66691946	66691946	2.618846125	0.190978987	0.729949376	0.999859762	1.816986017	2.891534988	2.474903746	2.992719431
TRINITY_DN130536_c4_g3_i2	LOC100497390	Chr02	Chr02	48094178	48094178	5.157522847	-0.03976505	0.922594154	0.999859762	5.119705754	4.942782664	5.187162033	5.350716426
TRINITY_DN130548_c0_g1_i10	gpr12-like	Chr02	Chr02	152707010	152707010	6.435023215	0.293371592	0.533519435	0.999859762	6.48068932	6.211943418	6.209883492	6.763658474
TRINITY_DN130578_c0_g2_i7	LOC101732511	Chr02	Chr02	107285706	107285706	10.55384456	-0.731308508	0.178858886	0.999859762	10.85583308	9.493117401	11.06474624	10.34105115
TRINITY_DN130584_c1_g3_i5	LOC100498373	Chr02	Chr02	135735316	135735316	9.566447001	0.061336058	0.903330745	0.999859762	9.783326627	9.253048037	9.520209668	9.656824929
TRINITY_DN130615_c6_g1_i2	mael	Chr02	Chr02	1691796	1691796	5.544823327	-0.24010269	0.58542964	0.999859762	5.215204903	5.834655305	5.720774562	5.311340647
TRINITY_DN130649_c0_g2_i4	fmnl3-like	Chr02	Chr02	132178897	132178897	1.785932098	-0.207953014	0.687196789	0.999859762	1.986137729	1.70988244	1.934266616	1.469603198
TRINITY_DN130675_c0_g1_i3	LOC100489101	Chr02	Chr02	62314647	62314647	5.027595845	0.596061421	0.156554355	0.999859762	5.061382619	5.388579466	4.560849268	4.981856995
TRINITY_DN130716_c0_g8_i1	rbm26	Chr02	Chr02	121960527	121960527	11.30290262	1.009396367	0.081982147	0.999859762	11.61337202	11.91164651	10.48753121	10.71806672
TRINITY_DN130769_c2_g1_i1	c3orf17	Chr02	Chr02	116023494	116023494	1.044166431	-0.148748673	0.80147479	0.999859762	1.101588995	1.021559206	1.149275665	0.895467272
TRINITY_DN130776_c1_g1_i1	vgll3	Chr02	Chr02	18767405	18767405	3.214730767	-0.086925852	0.833860443	0.999859762	3.281304664	3.108752212	3.278354345	3.185277565
TRINITY_DN130779_c3_g5_i1	hoxc12	Chr02	Chr02	142965357	142965357	4.255714937	-0.052135773	0.896405574	0.999859762	4.112598838	4.392536982	4.294699974	4.205856211
TRINITY_DN130799_c0_g1_i2	tspan2	Chr02	Chr02	66403265	66403265	4.449148966	-0.022706105	0.960845372	0.999859762	4.690107031	3.745663562	4.465884547	4.706350464
TRINITY_DN130813_c0_g2_i3	vtn	Chr02	Chr02	27347835	27347835	6.582339217	0.096664721	0.832216843	0.999859762	6.660217378	6.581361715	6.509315654	6.5747525
TRINITY_DN130830_c1_g1_i2	c21orf59-like	Chr02	Chr02	11093642	11093642	6.410506086	0.063115054	0.887861214	0.999859762	6.44276925	6.313858573	6.362968336	6.514450973
TRINITY_DN130861_c0_g1_i1	slc35a5	Chr02	Chr02	68738774	68738774	1.043848197	0.81172943	0.198384492	0.999859762	1.260850622	1.275133806	0.432203733	1.087740284
TRINITY_DN130941_c2_g1_i1	sms	Chr02	Chr02	41085850	41085850	1.597281257	0.820714856	0.192508866	0.999859762	1.101588995	2.272544272	0.964008862	1.63711122
TRINITY_DN131015_c4_g1_i2	slc7a1	Chr02	Chr02	151564016	151564016	1.637489756	0.130246034	0.832854365	0.999859762	2.293069538	0.970253205	1.545816783	1.48920499
TRINITY_DN131043_c3_g1_i4	LOC101732697	Chr02	Chr02	24051890	24051890	2.296900129	-0.10905011	0.82970932	0.999859762	2.27451882	2.550948034	2.376224111	1.908610163
TRINITY_DN131063_c3_g2_i1	stac3	Chr02	Chr02	136827041	136827041	5.29055867	-0.010009706	0.983169293	0.999859762	5.816872671	4.874657695	5.297910803	4.983585599
TRINITY_DN131077_c0_g1_i2	adamts1	Chr02	Chr02	13989490	13989490	3.589194405	0.628697368	0.145600807	0.999859762	3.711887748	3.83799925	3.098697663	3.609148847
TRINITY_DN131104_c0_g2_i1	mre11a	Chr02	Chr02	162106321	162106321	0.962861149	0.144691847	0.820298999	0.999859762	1.404265903	0.889701935	0.861615451	0.638890026
TRINITY_DN131140_c1_g1_i2	atg3	Chr02	Chr02	68716155	68716155	0.843755191	0.113968515	0.878729601	0.999859762	-0.50275094	1.232221876	0.751395809	1.210909176
TRINITY_DN131158_c7_g1_i1	gdpd5	Chr02	Chr02	169719095	169719095	2.924208971	-0.216996392	0.617489634	0.999859762	2.838976855	2.82088528	3.081716763	2.936712942
TRINITY_DN131192_c0_g2_i7	arhgap6	Chr02	Chr02	103227477	103227477	1.664353605	0.490341947	0.395130478	0.999859762	1.334339606	2.185243413	1.293908638	1.63711122
TRINITY_DN131207_c0_g2_i1	c2cd2	Chr02	Chr02	5632984	5632984	4.325190839	0.031387109	0.938005487	0.999859762	4.128180454	4.281163573	4.302049647	4.554138297
TRINITY_DN131215_c0_g1_i4	magi3	Chr02	Chr02	75669519	75669519	1.44027711	-0.077072818	0.888866128	0.999859762	1.222652938	1.377141068	1.495416266	1.619431192
TRINITY_DN131228_c1_g1_i2	unc50	Chr02	Chr02	109459926	109459926	2.488844678	-0.028138609	0.953365201	0.999859762	2.650422625	2.293568324	2.509177199	2.488218622
TRINITY_DN131244_c1_g1_i2	srsf3	Chr02	Chr02	67970781	67970781	1.077273688	0.088978144	0.88523207	0.999859762	0.922539167	0.861820084	1.012603315	1.429582068
TRINITY_DN131259_c12_g3_i1	pspc1	Chr02	Chr02	155611940	155611940	2.44935897	-0.274930844	0.570218031	0.999859762	2.546019113	2.092317566	2.646386214	2.458694761
TRINITY_DN131356_c4_g1_i2	smarcc2	Chr02	Chr02	134219166	134219166	0.853809593	-0.158367719	0.79419868	0.999859762	0.66208919	0.996134266	0.964008862	0.740527205
TRINITY_DN131423_c0_g2_i6	kctd12	Chr02	Chr02	122998076	122998076	4.554891947	0.033402492	0.931412512	0.999859762	4.565934345	4.594516678	4.529883756	4.528316566
TRINITY_DN131474_c0_g1_i2	mxra5	Chr02	Chr02	34056409	34056409	2.031192037	-0.689999973	0.274330825	0.999859762	0.479775714	2.442181261	2.500684866	1.879196788
TRINITY_DN131480_c3_g1_i1	sdccag3	Chr02	Chr02	81865996	81865996	1.220432675	-0.645377532	0.276109873	0.999859762	1.143082729	1.35730847	1.656991717	0.451756746
TRINITY_DN131487_c8_g2_i1	rragc	Chr02	Chr02	54658816	54658816	5.783509532	0.27779428	0.526766298	0.999859762	6.1049884	5.734430745	5.570637181	5.666980704
TRINITY_DN131544_c1_g3_i3	rph3al	Chr02	Chr02	92203046	92203046	4.662139924	-0.029951276	0.939924113	0.999859762	4.842714907	4.399826468	4.684100672	4.68950377
TRINITY_DN131565_c0_g8_i1	MGC75760	Chr02	Chr02	116103083	116103083	7.346070907	0.275338152	0.653627451	0.999859762	7.084986142	6.620366606	7.134907708	8.108907542
TRINITY_DN131600_c6_g12_i1	LOC100496501	Chr02	Chr02	5243035	5243035	2.767245405	0.182519618	0.701866804	0.999859762	2.466530404	3.07878797	2.630905056	2.809949362
TRINITY_DN131610_c1_g1_i2	atp1b1	Chr02	Chr02	68509209	68509209	3.989649727	-0.436758729	0.25983365	0.999859762	3.911177535	3.880305425	4.302049647	3.809554572
TRINITY_DN131670_c2_g3_i1	dclre1b	Chr02	Chr02	75968444	75968444	1.388907218	1.184766429	0.050994582	0.999859762	1.595752753	1.694157191	0.467494259	1.527627241
TRINITY_DN131695_c1_g1_i1	LOC100495453	Chr02	Chr02	76406387	76406387	6.48064339	0.083646529	0.860031561	0.999859762	6.179168024	6.80876427	6.417559652	6.444632526
TRINITY_DN131699_c2_g1_i1	rnf43	Chr02	Chr02	38347669	38347669	5.753554706	-0.031642302	0.939434625	0.999859762	5.627034151	5.792815215	5.777239171	5.809258408
TRINITY_DN131742_c0_g2_i4	cdx2	Chr02	Chr02	152165496	152165496	5.988285537	0.328892234	0.483044174	0.999859762	5.864164356	5.775172969	5.735325476	6.453390941
TRINITY_DN131754_c1_g1_i1	lancl3	Chr02	Chr02	105177478	105177478	0.396727127	-0.253752406	0.7107285	0.999859762	0.271044666	0.744569942	0.568464255	-0.1923202
TRINITY_DN131755_c6_g1_i1	eva1c-like	Chr02	Chr02	11170728	11170728	0.00173593	0.183407868	0.796786018	0.999859762	-0.380117625	0.193480477	-0.128271352	0.189531682
TRINITY_DN131792_c1_g4_i4	ppp2r3b	Chr02	Chr02	111562201	111562201	5.07763586	0.054552178	0.890728339	0.999859762	5.080196976	5.178600214	5.036684494	5.009269154
TRINITY_DN131805_c2_g3_i1	LOC100496213	Chr02	Chr02	44575106	44575106	0.293643998	-0.801102076	0.21517258	0.999859762	-0.267096749	0.101100985	0.80755795	0.236680786
TRINITY_DN131807_c5_g2_i2	patl2	Chr02	Chr02	9933215	9933215	6.643510439	-0.162286984	0.728940549	0.999859762	6.29988392	6.637940213	6.763380957	6.817955322
TRINITY_DN131949_c1_g2_i3	cblb	Chr02	Chr02	99499336	99499336	3.94522149	-0.277491817	0.496414116	0.999859762	3.5745713	4.009813332	4.147432879	3.982032181
TRINITY_DN131953_c1_g3_i5	zic2	Chr02	Chr02	117356097	117356097	4.431205869	0.003940001	0.99246587	0.999859762	4.425862298	4.716293449	4.428316992	4.085459287
TRINITY_DN132022_c5_g3_i1	acvrl1	Chr02	Chr02	131803931	131803931	6.877592529	0.398805017	0.447522811	0.999859762	6.746877656	6.628663211	6.56892073	7.401285762
TRINITY_DN132029_c0_g1_i2	cdkl5-like	Chr02	Chr02	36799736	36799736	2.987947925	0.454724803	0.394393706	0.999859762	2.329470356	3.562925661	2.638666401	3.098603634
TRINITY_DN132047_c3_g1_i4	dscam	Chr02	Chr02	6877719	6877719	3.022621366	-0.080610222	0.877590075	0.999859762	2.514747195	3.613962987	3.081716763	2.582483553
TRINITY_DN132053_c4_g4_i1	ddx10	Chr02	Chr02	156460890	156460890	1.471067614	0.214533273	0.696141526	0.999859762	1.534704811	1.579002446	1.313435805	1.449731404
TRINITY_DN132072_c4_g2_i1	b3gat1	Chr02	Chr02	2208753	2208753	2.660868148	-0.268655305	0.558072624	0.999859762	2.706855968	2.423228678	2.853983757	2.627402607
TRINITY_DN132078_c4_g8_i4	wbscr16	Chr02	Chr02	98122517	98122517	0.530447985	-0.007188342	0.991009963	0.999859762	0.543141518	0.476915709	0.535586556	0.566922558
TRINITY_DN132106_c0_g1_i1	LOC100170488	Chr02	Chr02	69817714	69817714	2.886800319	-0.179881706	0.679645074	0.999859762	2.838976855	2.776772794	3.017685431	2.900571631
TRINITY_DN132119_c0_g1_i1	pigv-like	Chr02	Chr02	51959792	51959792	3.576959842	0.201778251	0.633721108	0.999859762	3.520494237	3.66728907	3.42469118	3.679089929
TRINITY_DN132129_c0_g1_i2	pitpna	Chr02	Chr02	39723239	39723239	7.566343053	0.13348726	0.794122854	0.999859762	7.894922832	7.374855508	7.465154188	7.471950637
TRINITY_DN132158_c0_g1_i1	Xetrov90005215m	Chr02	Chr02	71378274	71378274	1.517353814	0.077439155	0.887768815	0.999859762	1.334339606	1.756055198	1.460810366	1.469603198
TRINITY_DN132163_c5_g8_i2	Xetrov90004771m	Chr02	Chr02	51238051	51238051	3.158620273	0.140451264	0.738734046	0.999859762	3.290566314	3.161167783	3.052963413	3.123903482
TRINITY_DN132175_c4_g1_i1	LOC101732392	Chr02	Chr02	37092929	37092929	0.301036713	0.392835056	0.562687482	0.999859762	0.344029079	0.321824492	0.021714766	0.491175705
TRINITY_DN132204_c2_g1_i1	eed	Chr02	Chr02	165528270	165528270	0.800582738	-0.271738466	0.656596513	0.999859762	0.718076723	0.513216616	0.988510681	0.924554093
TRINITY_DN132221_c1_g3_i1	mmp1	Chr02	Chr02	158583982	158583982	3.343666447	-0.153211524	0.712349073	0.999859762	3.317999778	3.195082558	3.455777047	3.392047836
TRINITY_DN132289_c1_g1_i1	ebpl	Chr02	Chr02	146513662	146513662	2.246239932	0.165633134	0.73746381	0.999859762	2.23668608	2.283094595	2.123150427	2.33415897
TRINITY_DN132319_c0_g16_i1	cwc15	Chr02	Chr02	161265113	161265113	3.124078114	-0.032480493	0.939193348	0.999859762	2.994420767	3.228218344	3.1484731	3.111309016
TRINITY_DN132363_c0_g1_i2	ppie-like	Chr02	Chr02	86948630	86948630	4.096686793	0.002814713	0.994437325	0.999859762	4.015400505	4.291651279	4.094802502	3.961128306
TRINITY_DN132367_c0_g1_i3	unc45b	Chr02	Chr02	89390066	89390066	4.758994717	-0.075672869	0.844249398	0.999859762	4.886128827	4.652627036	4.814875113	4.670313079
TRINITY_DN132371_c3_g4_i1	nfyc	Chr02	Chr02	83728547	83728547	1.78745992	-1.391454764	0.027775913	0.999859762	0.823927035	2.104265937	2.66170301	0.326593803
TRINITY_DN132432_c4_g1_i1	LOC100489792	Chr02	Chr02	145476794	145476794	3.915577906	-0.078447141	0.854337366	0.999859762	3.480587837	4.031875981	3.974234112	4.091884107
TRINITY_DN132471_c7_g1_i4	cog3	Chr02	Chr02	130699358	130699358	2.554173595	0.217597473	0.73525202	0.999859762	3.327029554	2.488501242	2.394675206	1.469603198
TRINITY_DN132510_c5_g3_i1	LOC101734368	Chr02	Chr02	52886226	52886226	2.370987102	0.585213625	0.268084168	0.999859762	2.838976855	2.354862433	1.921598264	2.244731083
TRINITY_DN132545_c1_g2_i2	tomm70a	Chr02	Chr02	30459944	30459944	4.206333462	-0.162517964	0.705165278	0.999859762	3.785794782	4.504966992	4.326281613	4.104648542
TRINITY_DN132560_c1_g3_i1	zmym4	Chr02	Chr02	56393008	56393008	0.633963485	8.652474447	2.88E-08	2.02E-05	1.18341634	1.33719943	-3.650945666	0.529546198
TRINITY_DN132561_c1_g2_i3	itga7-like	Chr02	Chr02	133734444	133734444	4.431391804	-0.209323289	0.601000966	0.999859762	4.133337153	4.596632859	4.58515187	4.357533087
TRINITY_DN132620_c1_g2_i1	cep97	Chr02	Chr02	98132960	98132960	0.977573339	-0.083398158	0.889646318	0.999859762	0.874075488	0.889701935	1.036300209	1.087740284
TRINITY_DN132660_c2_g6_i1	tcea3-like	Chr02	Chr02	52760479	52760479	5.611128801	-0.354883143	0.389927707	0.999859762	5.322941222	5.588952449	5.868348534	5.61104684
TRINITY_DN132666_c1_g1_i2	ildr2	Chr02	Chr02	4112576	4112576	2.105323442	-0.099118393	0.847375364	0.999859762	1.654321972	2.207568863	2.177441424	2.278919421
TRINITY_DN132743_c2_g2_i1	tespa1	Chr02	Chr02	141351166	141351166	1.450376412	-0.039226745	0.943944378	0.999859762	1.101588995	1.561774956	1.478217075	1.583407553
TRINITY_DN132835_c0_g1_i1	spdef	Chr02	Chr02	60898382	60898382	0.327840223	-0.01002487	0.990001023	0.999859762	-0.949215044	0.970253205	0.320836724	0.236680786
TRINITY_DN132840_c2_g1_i1	lims1	Chr02	Chr02	105759095	105759095	2.078502379	-0.151357354	0.758286868	0.999859762	1.891920317	2.055866989	2.188058692	2.149391387
TRINITY_DN132840_c4_g3_i1	zdhhc20	Chr02	Chr02	154680256	154680256	3.557742039	0.645971349	0.142405814	0.999859762	3.824566841	3.630581938	3.052963413	3.622523689
TRINITY_DN132851_c3_g3_i1	akap17a	Chr02	Chr02	34581836	34581836	3.747988332	0.208394314	0.628495647	0.999859762	3.958430685	3.83799925	3.589928735	3.572864277
TRINITY_DN132857_c0_g2_i1	prdm15	Chr02	Chr02	5690038	5690038	1.887626792	-0.150525243	0.763952388	0.999859762	1.842399038	1.94064074	1.995991613	1.755152647
TRINITY_DN132857_c1_g2_i1	rab20	Chr02	Chr02	113621696	113621696	3.824634879	-0.12623194	0.758780035	0.999859762	3.626694393	3.873339989	3.917942853	3.859360291
TRINITY_DN132858_c0_g7_i1	higd1c	Chr02	Chr02	138856064	138856064	3.142448435	0.119263764	0.787448691	0.999859762	3.234082998	2.828107987	3.052963413	3.397244846
TRINITY_DN132862_c6_g3_i2	senp7	Chr02	Chr02	101593514	101593514	3.095478697	0.003259052	0.993944166	0.999859762	3.1035436	3.149683343	3.093059541	3.033342095
TRINITY_DN132870_c0_g2_i3	traf4	Chr02	Chr02	26614532	26614532	1.41998149	-0.057434211	0.918491814	0.999859762	1.101588995	1.579002446	1.460810366	1.469603198
TRINITY_DN132903_c2_g1_i4	akirin1	Chr02	Chr02	54768838	54768838	1.157225756	0.513183945	0.434805741	0.999859762	1.73794533	1.232221876	0.779750152	0.707437398
TRINITY_DN132950_c0_g2_i1	Xetrov90004061m	Chr02	Chr02	10200798	10200798	3.226148861	-0.380047823	0.356535425	0.999859762	2.924751852	3.217257427	3.499054753	3.197245177
TRINITY_DN132958_c0_g1_i6	sarnp	Chr02	Chr02	134920020	134920020	0.566153609	-0.97081027	0.163222197	0.999859762	0.969427604	0.002399045	1.192099832	-0.466623526
TRINITY_DN132960_c3_g2_i2	man1c1	Chr02	Chr02	85368356	85368356	3.572709442	0.087720597	0.843053396	0.999859762	3.262601062	3.852239599	3.507556658	3.600162899
TRINITY_DN132968_c1_g2_i1	LOC100490310	Chr02	Chr02	146504622	146504622	2.959010607	-0.405427808	0.417126578	0.999859762	2.482782379	2.423228678	3.248232529	3.402423202
TRINITY_DN132981_c0_g2_i2	vps37d	Chr02	Chr02	37241008	37241008	1.089077654	0.274375532	0.651872227	0.999859762	0.922539167	1.18799433	0.887903129	1.302392466
TRINITY_DN133034_c0_g8_i2	tmigd1	Chr02	Chr02	24499929	24499929	6.714734383	-0.518804269	0.331664426	0.999859762	7.180867818	6.037546285	7.085008841	6.203407784
TRINITY_DN133046_c1_g5_i40	kdelc2	Chr02	Chr02	156740689	156740689	4.514106559	-0.054644785	0.888752171	0.999859762	4.491586732	4.438093645	4.554709108	4.56803048
TRINITY_DN133066_c5_g2_i2	fam64a	Chr02	Chr02	45019073	45019073	4.884835904	-0.313496864	0.407949771	0.999859762	4.814099878	4.676832381	5.112491563	4.900015468
TRINITY_DN133088_c5_g1_i1	unc119	Chr02	Chr02	27086420	27086420	4.910448196	-0.107671911	0.782505847	0.999859762	4.683091235	4.886814166	4.990425124	5.052732081
TRINITY_DN133094_c2_g1_i9	dennd2c	Chr02	Chr02	67138198	67138198	2.027259057	-0.194186531	0.700096098	0.999859762	2.008761115	1.678258647	2.16674544	2.197848651
TRINITY_DN133110_c0_g1_i10	manea	Chr02	Chr02	53762094	53762094	1.949181149	1.206407819	0.191064215	0.999859762	1.18341634	0.476915709	0.988510681	3.283971259
TRINITY_DN133121_c4_g1_i1	abhd13	Chr02	Chr02	114355231	114355231	5.309377198	0.271903236	0.555967096	0.999859762	5.593751292	4.808643011	5.101301129	5.586232485
TRINITY_DN133190_c0_g1_i1	fgf14	Chr02	Chr02	116548795	116548795	2.696755922	0.036489874	0.939081854	0.999859762	2.971569584	2.652086482	2.669300856	2.458694761
TRINITY_DN133288_c0_g1_i2	eif2d	Chr02	Chr02	65666704	65666704	0.9469552	-0.540853035	0.355532326	0.999859762	0.771972439	0.917055136	1.313435805	0.673570789
TRINITY_DN133320_c3_g2_i3	gpm6b-like	Chr02	Chr02	102224504	102224504	4.178021759	-0.145206556	0.719599849	0.999859762	4.15378158	3.938191936	4.2848418	4.30596413
TRINITY_DN133333_c1_g6_i3	ipo5	Chr02	Chr02	118134307	118134307	4.238974293	0.565583304	0.219721991	0.999859762	4.043063418	4.792118056	3.798309183	4.120446893
TRINITY_DN133390_c2_g3_i1	dnajc30	Chr02	Chr02	37221903	37221903	2.61804647	0.610033346	0.311930889	0.999859762	2.074577517	3.422060802	2.145112595	2.355675866
TRINITY_DN133409_c1_g3_i1	setdb2	Chr02	Chr02	146344296	146344296	5.766206455	0.070071156	0.876249579	0.999859762	5.810448343	6.083538727	5.713443697	5.368024693
TRINITY_DN133409_c1_g6_i1	mipep-like	Chr02	Chr02	153746497	153746497	4.127893281	0.082004332	0.840263434	0.999859762	4.143595581	3.954784556	4.066311356	4.322449072
TRINITY_DN133410_c2_g1_i2	LOC100497960	Chr02	Chr02	54973318	54973318	0.602427968	0.342030344	0.607742777	0.999859762	0.969427604	0.744569942	0.358922295	0.282337637
TRINITY_DN133437_c0_g1_i4	nck2	Chr02	Chr02	106546703	106546703	4.886358294	0.217327469	0.576433248	0.999859762	4.855252763	5.031493132	4.72112419	4.920012789
TRINITY_DN133445_c0_g1_i1	hoxc6	Chr02	Chr02	142890157	142890157	0.326331118	0.426826927	0.541282218	0.999859762	0.344029079	0.101100985	0.021714766	0.740527205
TRINITY_DN133462_c4_g2_i2	stx1a	Chr02	Chr02	37104270	37104270	3.894890837	-0.307185843	0.440494245	0.999859762	3.862324123	3.671310581	4.117197113	3.892860796
TRINITY_DN133484_c4_g1_i1	usp25	Chr02	Chr02	22845890	22845890	4.824022375	-0.047070433	0.904581939	0.999859762	4.997777443	4.640370347	4.858730297	4.777825927
TRINITY_DN133527_c2_g4_i1	gdpd1	Chr02	Chr02	38579139	38579139	0.38922209	-0.592649615	0.348018512	0.999859762	0.112968161	0.148030017	0.779750152	0.369532675
TRINITY_DN133569_c3_g2_i2	tekt1	Chr02	Chr02	37000751	37000751	3.662611065	-0.087406072	0.83184469	0.999859762	3.5745713	3.663256318	3.727293028	3.679089929
TRINITY_DN133572_c0_g1_i1	nipa1	Chr02	Chr02	111193960	111193960	2.751909769	-0.102276029	0.820148958	0.999859762	2.606600034	2.723543337	2.827064834	2.833144155
